feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X33043	participant	M2072	4.68721282124932	0.701394169192328	96	34	7.1176324045975e-09	5.20654810396307e-08
X2293125	participant	H4009	5.34865167672793	0.802208013035713	96	22	7.56575612821415e-09	5.47955505721648e-08
X46506	participant	M2075	-4.31702398458051	0.647465988381456	96	91	7.56103770196736e-09	5.47955505721648e-08
X208479	participant	M2084	-4.72399313589098	0.70912201841741	96	73	7.73869285289106e-09	5.57719588363528e-08
X328813	participant	M2072	-3.96418338423879	0.597170302603312	96	69	8.49832894898669e-09	6.09463492763114e-08
X674529	participant	M2075	-2.7197118018395	0.409800748058517	96	25	8.55310572487921e-09	6.10399691487721e-08
X328812	participant	H4022	-6.50530150143746	0.980784172421037	96	27	8.68764950215185e-09	6.14011170127939e-08
X328812	participant	M2041	-6.50530150143744	0.980784172421034	96	27	8.68764950215198e-09	6.14011170127939e-08
X821	participant	M2072	-2.2042252343135	0.332682636621784	96	93	8.93878736485566e-09	6.28723361287684e-08
X487174	participant	M2060	4.80885886530255	0.725985888177257	96	55	8.99988242002756e-09	6.29991769401929e-08
X2293024	participant	M2039	4.78397487102145	0.723840682323262	96	73	9.54488719341753e-09	6.64960474474754e-08
X360807	participant	M2061	5.06719159848934	0.76780127291825	96	79	9.91486223557337e-09	6.8746177491203e-08
X821	participant	H4018	3.44153735076052	0.522914060074667	96	93	1.0658685811079e-08	7.3554987460418e-08
X2173	participant	M2061	3.21106488503792	0.488226347955972	96	26	1.08496853774452e-08	7.4521547921138e-08
X214856	participant	H4009	-4.07855251046929	0.622183633964779	96	38	1.18326768710224e-08	8.05172384293289e-08
X214856	participant	H4018	-4.07855251046929	0.622183633964779	96	38	1.18326768710219e-08	8.05172384293289e-08
X45851	participant	M2072	4.48250234873981	0.684998848837181	96	54	1.23827037847539e-08	8.38698872087727e-08
X674529	participant	H4009	-2.65899421343286	0.409800748058518	96	25	1.54298143526589e-08	1.03549625678624e-07
X823	participant	H4018	-4.2041334338132	0.647872041951086	96	77	1.53908153304602e-08	1.03549625678624e-07
X214856	participant	M2060	-3.43010201318339	0.528754415104079	96	38	1.55139915659612e-08	1.03639130872152e-07
X33025	participant	M2047	4.42574424108917	0.682962497688894	96	51	1.59466944589616e-08	1.06045518152095e-07
X360807	participant	M2042	4.28945897429512	0.664935407405232	96	79	1.79136556383377e-08	1.18179168366368e-07
X47678	participant	H4016	3.07027107431482	0.475961501228044	96	73	1.79328608184099e-08	1.18179168366368e-07
X39485	participant	M2084	5.11806465743404	0.794470162541772	96	72	1.8552973065082e-08	1.21717486969574e-07
X674529	participant	M2084	-1.56450937138185	0.243081925264542	96	25	1.89980245822418e-08	1.24080848052767e-07
X39492	participant	H4008	-5.01093038674586	0.779442829592267	96	60	1.9554947172245e-08	1.26030342347993e-07
X39492	participant	H4045	-5.01093038674589	0.779442829592266	96	60	1.95549471722417e-08	1.26030342347993e-07
X39492	participant	P6018	-5.01093038674591	0.779442829592267	96	60	1.95549471722405e-08	1.26030342347993e-07
X214856	participant	M2042	-2.42892997816164	0.381008107381072	96	38	2.42119058265469e-08	1.55359729053676e-07
X88431	participant	P6018	-5.34091079080343	0.838185598931443	96	95	2.45032733091775e-08	1.56542746075663e-07
X821	participant	H4016	2.34391525382761	0.369756077856587	96	93	2.79150903635119e-08	1.77564248703556e-07
X821	participant	M2060	-2.80987928610011	0.44439149937546	96	93	2.9752719592636e-08	1.88433890753361e-07
X2293035	participant	M2042	5.27229317570497	0.83420488519036	96	58	3.00890175683766e-08	1.89742382338513e-07
X39496	participant	H4013	-5.05292529234769	0.799978077138809	96	85	3.05463970895532e-08	1.91799909622388e-07
X2293015	participant	P6018	-6.02420435701268	0.953956291305969	96	82	3.07113279566408e-08	1.92011422224639e-07
X28116	participant	H4016	2.80469431141451	0.447837436145577	96	58	3.7754672959188e-08	2.35042921443796e-07
X39492	participant	M2061	-4.05704430754809	0.648535635781768	96	60	3.88211619440569e-08	2.4065830476337e-07
X39496	participant	P6018	-5.52792606901738	0.890133430914671	96	85	4.64552768454201e-08	2.86768227952952e-07
X745368	participant	M2060	-4.82193663977733	0.776722500468964	96	82	4.68538916454612e-08	2.86808550114267e-07
X745368	participant	P6018	-4.82193663977733	0.776722500468964	96	82	4.6853891645461e-08	2.86808550114267e-07
X820	participant	P6018	-2.95513327023902	0.476166867597868	96	95	4.72190561544359e-08	2.87839496474749e-07
X328814	participant	H4008	-4.47968337596702	0.725762390517255	96	44	5.39287537553779e-08	3.26023829521148e-07
X328814	participant	P6018	-4.47968337596705	0.725762390517255	96	44	5.39287537553686e-08	3.26023829521148e-07
X292800	participant	M2061	-3.78124396674954	0.613118483970992	96	89	5.50342734264874e-08	3.3133803301626e-07
X2293024	participant	P6014	4.94997898020393	0.805415558756896	96	73	5.98642357923324e-08	3.5747500801707e-07
X817	participant	H4022	5.37202562427761	0.874047389861321	96	52	5.97983884623562e-08	3.5747500801707e-07
X33043	participant	M2061	4.76935498549285	0.779556034740926	96	34	6.67917401744727e-08	3.97220796240868e-07
X1680	participant	M2060	-6.94168457191046	1.13811656038603	96	69	7.19059817025655e-08	4.24187303350217e-07
X1680	participant	P6018	-6.94168457191046	1.13811656038603	96	69	7.19059817025659e-08	4.24187303350217e-07
X487175	participant	M2060	-3.8017495970951	0.627479738837235	96	70	8.43078330708732e-08	4.95350842500753e-07
X1519439	participant	M2042	3.19251405578729	0.529787211567571	96	91	9.5856639845276e-08	5.59566378701009e-07
X28116	participant	M2042	-2.33697724378396	0.387838596467761	96	58	9.60021606657233e-08	5.59566378701009e-07
X2173	participant	M2084	-2.45321653552695	0.409558677111608	96	26	1.10430170898478e-07	6.4110849216061e-07
X2086273	participant	M2060	-5.11553026905526	0.854579692584243	96	84	1.12121737867353e-07	6.45803553149366e-07
X2086273	participant	P6018	-5.11553026905526	0.854579692584243	96	84	1.12121737867354e-07	6.45803553149366e-07
X165179	participant	M2061	4.58327063316156	0.774589516229808	96	81	1.46827193486934e-07	8.42385035574056e-07
X301302	participant	M2072	2.78626135260873	0.474090090995127	96	95	1.71592558134825e-07	9.80624658403315e-07
X1535	participant	P6014	-4.70084914302931	0.80363362329941	96	85	1.91051991981324e-07	1.08758390766022e-06
X29348	participant	M2084	-3.03574054200103	0.521936399351289	96	51	2.17382292989479e-07	1.23267556063414e-06
X674529	participant	H4022	-3.21971180183952	0.554872835912658	96	25	2.29262199981178e-07	1.29004076374037e-06
X674529	participant	M2041	-3.21971180183949	0.554872835912656	96	25	2.292621999812e-07	1.29004076374037e-06
X28117	participant	M2042	-3.00872161229408	0.520493604182687	96	92	2.49802416073051e-07	1.40023346634051e-06
X1519439	participant	H4023	3.32421120625982	0.576759262485543	96	91	2.66744745394189e-07	1.48949451340343e-06
X35833	participant	M2042	3.18959965555552	0.55595052770836	96	70	2.95488478166084e-07	1.6437248804448e-06
X28052	participant	M2061	4.75488580371501	0.829835310837518	96	68	3.03945289010255e-07	1.6843634765985e-06
X2293035	participant	P6014	6.62999395485618	1.15769063072622	96	58	3.07498672408927e-07	1.69762474616702e-06
X47678	participant	M2041	5.21165888988751	0.911396887048259	96	73	3.17900406855584e-07	1.74845223770571e-06
X328814	participant	M2061	-3.41527570229659	0.60387081064922	96	44	4.0503820260971e-07	2.21936663077905e-06
X1965537	participant	M2072	-2.58475041075845	0.457844525974011	96	48	4.21235497382286e-07	2.2909573705215e-06
X301302	participant	M2061	2.97520561782421	0.526921676397319	96	95	4.19752492820629e-07	2.2909573705215e-06
X28052	participant	M2084	3.92753006131029	0.696124356151633	96	68	4.26929510367041e-07	2.31332545802586e-06
X39496	participant	M2084	-3.50449502666985	0.621297504437834	96	85	4.29220685445765e-07	2.31715816534005e-06
X29348	participant	M2042	-3.03574054200103	0.538831899409205	96	51	4.40415768452763e-07	2.36885393105291e-06
X2293035	participant	H4008	6.51919058514465	1.15769063072622	96	58	4.45068114709547e-07	2.38510861472552e-06
X821	participant	M2039	2.24744502270524	0.399382210374808	96	93	4.51806410157115e-07	2.41238240167832e-06
X2173	participant	M2072	-2.45321653552695	0.439274533762269	96	26	5.32327921669841e-07	2.83198454328355e-06
X1965537	participant	M2042	-2.45738699415708	0.440690658274618	96	48	5.49974458465933e-07	2.91526316208573e-06
X2293011	participant	M2084	2.93898239366845	0.527869408214469	96	94	5.68423846623082e-07	3.0021808216952e-06
X28111	participant	H4008	3.28888754531595	0.592445584297444	96	73	6.05043975539492e-07	3.18409833170603e-06
X2293015	participant	M2042	-3.80866612250081	0.687398668819077	96	82	6.30359326724051e-07	3.30543259855658e-06
X2293035	participant	M2061	5.31996203841024	0.963256830047912	96	58	6.74902340376594e-07	3.5263647284677e-06
X487175	participant	H4045	-3.45485291299864	0.627479738837235	96	70	7.2024508514515e-07	3.74988811233934e-06
X817	participant	M2072	-2.25708685459941	0.410689952812979	96	52	7.48579240639976e-07	3.88358662785916e-06
X45851	participant	M2042	3.61173040859869	0.659334285954853	96	54	8.01937614480414e-07	4.14570575966377e-06
X28117	participant	M2061	-3.28579884031683	0.601014244972707	96	92	8.35593361930442e-07	4.2893792579096e-06
X39496	participant	H4016	-4.04918025434312	0.740635783192507	96	85	8.35343632553916e-07	4.2893792579096e-06
X39492	participant	H4018	-5.01093038674591	0.917167891804834	96	60	8.47192501413529e-07	4.33371548799998e-06
X166486	participant	H4016	3.86894357723937	0.709254066003525	96	95	8.75268643732513e-07	4.46173528146573e-06
X1519439	participant	M2084	2.79736303055981	0.513175314845166	96	91	8.88268626862353e-07	4.51228125381814e-06
X88431	participant	M2060	-4.56084718083348	0.838185598931443	96	95	9.21962675917154e-07	4.66723666043874e-06
X35833	participant	M2047	4.93858078258772	0.907863410077683	96	70	9.27429796576474e-07	4.67872342203925e-06
X328812	participant	M2042	-2.40948673157003	0.443576331850883	96	27	9.55547352072428e-07	4.80400610337444e-06
X2293024	participant	H4023	3.42781457852488	0.631819946254256	96	73	9.80098068913192e-07	4.90650806383502e-06
X301302	participant	M2047	4.04231915723988	0.745179781069455	96	95	9.82643105060603e-07	4.90650806383502e-06
X2293035	participant	M2039	5.63703702858637	1.04043629025181	96	58	1.00793869742581e-06	5.01569494671413e-06
X2293015	participant	H4016	-4.29374792124261	0.79373961296657	96	82	1.04087188328856e-06	5.16201886525818e-06
X1160721	participant	P6014	5.31159801704948	0.982469046911647	96	63	1.05339596444828e-06	5.20648072968864e-06
X35833	participant	H4022	6.64371073103475	1.22925286827248	96	70	1.06025114596502e-06	5.22271860790176e-06
X357276	participant	M2061	-2.58111898310977	0.478276336969138	96	93	1.09288956723084e-06	5.36542764046551e-06
X1160721	participant	M2047	6.22679456566225	1.15606819423924	96	63	1.13756298285865e-06	5.56606904321806e-06
X2293015	participant	H4009	-6.02420435701268	1.12251732565009	96	82	1.22506739992399e-06	5.93468081486355e-06
X2293015	participant	H4018	-6.02420435701268	1.12251732565009	96	82	1.22506739992397e-06	5.93468081486355e-06
X2293015	participant	M2075	-6.02420435701268	1.12251732565009	96	82	1.22506739992396e-06	5.93468081486355e-06
X328814	participant	H4023	-3.0488215958561	0.569334860227576	96	44	1.28041672928862e-06	6.18234216154867e-06
X1519439	participant	M2072	2.93663779383997	0.550409159333927	96	91	1.37974471905912e-06	6.64002146047203e-06
X360807	participant	M2072	3.67666406525464	0.690817993734447	96	79	1.45046109745278e-06	6.95745765761776e-06
X301302	participant	M2084	2.33990608332275	0.442019046350563	96	95	1.61582804604658e-06	7.72534781492207e-06
X745368	participant	H4009	-4.82193663977736	0.913966889201038	96	82	1.72861669376338e-06	8.21092929537704e-06
X745368	participant	H4018	-4.82193663977733	0.913966889201038	96	82	1.72861669376359e-06	8.21092929537704e-06
X28117	participant	H4008	-3.80940336928886	0.722329225844456	96	92	1.74209836554522e-06	8.24818740709597e-06
X2292997	participant	M2061	4.05863116123916	0.769955944427208	96	90	1.7588051555602e-06	8.30042562124057e-06
X208479	participant	M2042	-3.85311007816153	0.732076867165518	96	73	1.81271030532857e-06	8.52731568069358e-06
X338188	participant	H4023	1.53078191080926	0.291380275698902	96	23	1.88035682665132e-06	8.81718601727847e-06
X328814	participant	H4009	-4.47968337596704	0.854002290341362	96	44	1.93824834889956e-06	9.00208677600018e-06
X328814	participant	H4018	-4.47968337596704	0.854002290341361	96	44	1.9382483488995e-06	9.00208677600018e-06
X328814	participant	M2047	-4.47968337596705	0.854002290341361	96	44	1.93824834889945e-06	9.00208677600018e-06
X1680	participant	M2061	-4.95899048382596	0.946970219059971	96	69	2.00384257815439e-06	9.27728383493629e-06
X454154	participant	H4013	2.92005056393519	0.55910624713457	96	28	2.11223341603868e-06	9.74825705887883e-06
X28116	participant	M2061	-2.33697724378396	0.447837436145577	96	58	2.14712800687132e-06	9.87813922658095e-06
X46503	participant	H4013	-2.72233564140916	0.52357034643183	96	86	2.3045404291768e-06	1.05690992096729e-05
X214856	participant	M2075	-3.23391579217511	0.622183633964779	96	38	2.3208340484168e-06	1.06105631651056e-05
X301301	participant	M2084	4.1080103974188	0.795694992343117	96	85	2.64583688857758e-06	1.20587519251994e-05
X817	participant	M2084	-1.97393639140822	0.382907773725261	96	52	2.72309378359292e-06	1.23723174080635e-05
X165179	participant	H4045	4.78165523855751	0.930940739401138	96	81	2.9213580677536e-06	1.32320336010016e-05
X2292885	participant	M2047	3.59462970741716	0.703136342386771	96	95	3.19694544232579e-06	1.44355900682797e-05
X2293035	participant	H4009	6.94925733769676	1.36225087310227	96	58	3.33081217119425e-06	1.49937790967914e-05
X2293024	participant	M2047	4.82934953861298	0.94772991938138	96	73	3.40126006290589e-06	1.52639370307709e-05
X328813	participant	M2042	-2.92525287762869	0.574796374809655	96	69	3.48487167177626e-06	1.55913371737268e-05
X2086273	participant	H4018	-5.11553026905526	1.0055811988632	96	84	3.51178102151981e-06	1.5633752486424e-05
X487175	participant	M2084	-2.22788130983907	0.437969839447868	96	70	3.51572424335852e-06	1.5633752486424e-05
X1965537	participant	M2061	-2.58475041075845	0.508865740368409	96	48	3.614192127047e-06	1.60229184299084e-05
X1680	participant	M2042	-4.13333245427449	0.820100266333248	96	69	4.18563937966117e-06	1.85002731493785e-05
X817	participant	H4013	-2.4805511770305	0.493029220877686	96	52	4.32468991123288e-06	1.90572931931738e-05
X2173	participant	H4016	-2.45321653552695	0.488226347955972	96	26	4.43034108273107e-06	1.94059551019029e-05
X2292997	participant	M2084	3.24564559021169	0.645893322541994	96	90	4.42546132955281e-06	1.94059551019029e-05
X204516	participant	M2072	-2.24187156975996	0.446861677380107	96	87	4.5610658606074e-06	1.9918923444981e-05
X292800	participant	M2042	-2.65492950001678	0.53097618264868	96	89	4.85514928726582e-06	2.11401291883032e-05
X166486	participant	P6018	4.20865157645902	0.852417300769008	96	95	6.12499033828921e-06	2.65900915872911e-05
X821	participant	H4023	1.7092462225359	0.348609373383113	96	93	6.95007782056536e-06	3.00827332884234e-05
X818	participant	M2084	1.25057411773197	0.256348451997013	96	47	7.60917582999678e-06	3.28384195849123e-05
X204516	participant	P6018	-2.90202863585309	0.596909814232773	96	87	8.0893813947601e-06	3.48081322956883e-05
X817	participant	H4016	-2.21669650295099	0.456456362463764	96	52	8.25242833065639e-06	3.5405579612171e-05
X328813	participant	M2061	-3.2085774478478	0.663717683451152	96	69	8.94771766128428e-06	3.82763477732716e-05
X165179	participant	H4023	3.51949317753413	0.730289999416141	96	81	9.45071164281997e-06	4.03101782316199e-05
X1519439	participant	H4045	3.54080475353021	0.735226683514788	96	91	9.56802719238629e-06	4.06919296001777e-05
X292800	participant	P6018	3.54772689593936	0.736876710630718	96	89	9.61678861873112e-06	4.07807586933438e-05
X2173	participant	M2060	2.81864008810773	0.586775043862592	96	26	1.0008888234585e-05	4.23208193271616e-05
X47678	participant	M2060	2.74728809613306	0.572034532608175	96	73	1.00437412176728e-05	4.23458023096693e-05
X39492	participant	P6014	-3.73765875986047	0.779442829592267	96	60	1.03175900413014e-05	4.33753857196091e-05
X46503	participant	M2060	-2.79235406933789	0.582575300639997	96	86	1.03998146000075e-05	4.35957844120657e-05
X46503	participant	M2084	-1.92262652095757	0.406627330087829	96	86	1.3171242766213e-05	5.50557947627703e-05
X2292885	participant	H4013	2.53868764936217	0.537029252143627	96	95	1.32166267008159e-05	5.50881050236285e-05
X562	participant	P6018	5.68031906491648	1.20181122503561	96	45	1.3255772657428e-05	5.50943051074351e-05
X745368	participant	M2075	-4.31668556662285	0.913966889201038	96	82	1.34224844687052e-05	5.56291636762486e-05
X823	participant	M2084	-1.80831763642455	0.384298916067503	96	77	1.43031258423214e-05	5.91115059528707e-05
X745368	participant	H4016	3.03771443636732	0.646272185134028	96	82	1.45716239984928e-05	6.00515096050564e-05
X301302	participant	P6014	2.96680808534536	0.633281040801325	96	95	1.54148906027444e-05	6.33482723365591e-05
X821	participant	M2041	3.31251538120895	0.708028984395118	96	93	1.57711169903856e-05	6.46306559017765e-05
X1160721	participant	M2060	4.59511005778146	0.982469046911647	96	63	1.58510377901073e-05	6.47767270584554e-05
X487175	participant	M2075	-3.45127262044789	0.738353407549655	96	70	1.60134929684597e-05	6.52583292837229e-05
X1160721	participant	M2039	4.12630650777226	0.882961668105375	96	63	1.60729785412335e-05	6.53187989050682e-05
X2173	participant	H4013	-2.45321653552694	0.52734472720555	96	26	1.73538448913959e-05	7.01344615362218e-05
X2173	participant	M2039	-2.45321653552694	0.52734472720555	96	26	1.7353844891396e-05	7.01344615362218e-05
X487175	participant	P6014	-2.91029730268189	0.627479738837236	96	70	1.82482472916484e-05	7.35459663572495e-05
X357276	participant	M2084	1.85781532110308	0.401211906491639	96	93	1.8752153155319e-05	7.53692309511858e-05
X2293024	participant	M2041	5.92635235364253	1.28323237704615	96	73	1.95941484021162e-05	7.85376414035507e-05
X2292997	participant	H4016	3.52759204136322	0.769955944427208	96	90	2.23571945167263e-05	8.93676928359852e-05
X821	participant	M2075	-2.37807924190688	0.522914060074667	96	93	2.52318137576006e-05	0.000100583497349781
X2293011	participant	M2061	2.8501401025142	0.629262100336356	96	94	2.69451445261763e-05	0.000107121593591837
X292800	participant	M2047	-3.92021808690393	0.867080475373406	96	89	2.77411341151851e-05	0.000109689943812205
X817	participant	P6018	-2.48055117703051	0.548592273291625	96	52	2.76921038805052e-05	0.000109689943812205
X2292885	participant	M2061	2.24623036906614	0.497192475800393	96	95	2.80733371558813e-05	0.000110704291803381
X39491	participant	H4009	-3.52377058397938	0.780547574771532	96	96	2.84096081592181e-05	0.00011172918477671
X292800	participant	M2084	-2.32026832710589	0.514327004798354	96	89	2.87366444768947e-05	0.000112712361580957
X2293015	participant	M2061	-3.57995237465752	0.79373961296657	96	82	2.88427578405088e-05	0.000112826082140814
X39496	participant	M2060	-4.00647319241378	0.89013343091467	96	85	2.9808305965443e-05	0.000116292137673182
X214856	participant	M2047	-2.79320412155742	0.622183633964779	96	38	3.10656660909343e-05	0.000120554560984183
X820	participant	H4023	1.67721229600437	0.373536023016598	96	95	3.09842481638324e-05	0.000120554560984183
X823	participant	M2061	-2.05558645937219	0.458114714204789	96	77	3.13205304794935e-05	0.000121222053152114
X328813	participant	H4016	-2.97427188881544	0.663717683451151	96	69	3.19751340275717e-05	0.000123429079372922
X39492	participant	H4022	5.54776443624606	1.24185119608691	96	60	3.35907387398007e-05	0.000129324344148233
X821	participant	M2084	-1.38238720170728	0.310177463250257	96	93	3.48727656980085e-05	0.000133907759097602
X1160721	participant	H4016	3.6359719013211	0.817463659660658	96	63	3.59878352346075e-05	0.000137827756408981
X2293015	participant	H4045	-4.24149767294005	0.953956291305968	96	82	3.61987362348136e-05	0.000137913414352949
X745368	participant	M2061	2.87382213568247	0.646272185134028	96	82	3.61284483092955e-05	0.000137913414352949
X817	participant	M2061	-2.02883778835913	0.456456362463764	96	52	3.63862402833795e-05	0.000138267713076842
X487174	participant	M2042	2.31619663618545	0.523128509830668	96	55	3.86624956529557e-05	0.000146536868239052
X28117	participant	M2047	-3.75289290931593	0.849962496419827	96	92	4.03665542329979e-05	0.000152600177888568
X46506	participant	H4022	-3.82165323613489	0.87667309255109	96	91	4.91683916243006e-05	0.000185395249861731
X357276	participant	H4016	2.08216165890347	0.478276336969138	96	93	5.01779257169788e-05	0.000188715437850746
X28116	participant	M2060	-2.33697724378396	0.538233613031735	96	58	5.22457353042618e-05	0.000195487239770166
X28116	participant	P6018	-2.33697724378396	0.538233613031736	96	58	5.22457353042616e-05	0.000195487239770166
X2293035	participant	M2060	5.01901692531384	1.15769063072621	96	58	5.34603466031943e-05	0.000199521650715493
X28052	participant	H4008	4.31956166450265	0.997337921138422	96	68	5.42661285303274e-05	0.000202013603154883
X208479	participant	P6014	-4.3864817472651	1.01595968224943	96	73	5.68899943649393e-05	0.000211243811563214
X853	participant	M2072	2.25220054753798	0.521830200152805	96	96	5.72106602488603e-05	0.000211896698592614
X2292885	participant	H4016	2.14491898183972	0.497192475800393	96	95	5.75918272247075e-05	0.000212769806135725
X1160721	participant	M2075	4.98229285608185	1.15606819423925	96	63	5.84774000842454e-05	0.000215497320713479
X208479	participant	M2072	-3.27104847574166	0.760572932351719	96	73	6.03242126921574e-05	0.000221744530574438
X823	participant	H4045	-2.35154913826811	0.550585364036631	96	77	6.6907244239829e-05	0.000245326562212706
X437897	participant	H4009	5.20409879007787	1.21914543712407	96	22	6.74563660128372e-05	0.000246721658691952
X818	participant	M2039	1.40672531456451	0.330072373124428	96	47	6.9061706965605e-05	0.000251963285014165
X1965537	participant	M2084	-1.81712947077527	0.426872454395884	96	48	7.02761955019738e-05	0.000255756403033303
X821	participant	M2042	-1.35375834065886	0.320218156627501	96	93	7.77615112235773e-05	0.000282295510967974
X1965537	participant	P6014	-2.58475041075845	0.611580506408414	96	48	7.81029188395625e-05	0.000282833094708614
X328813	participant	H4018	-3.9641833842388	0.93863854952347	96	69	7.89201560036467e-05	0.000285086884526753
X2293024	participant	H4008	3.40085816453461	0.805415558756896	96	73	7.91507537255289e-05	0.00028521564704544
X487174	participant	M2061	2.5417058445027	0.604056771943009	96	55	8.32887781674508e-05	0.000299389391791107
X2086584	participant	M2084	0.983071692500029	0.233929688109186	96	12	8.48257665218146e-05	0.000304166902993664
X2173	participant	H4023	-1.93249318293653	0.460304215191482	96	26	8.60412180902981e-05	0.000307770909697081
X2292997	participant	M2039	3.48741862334383	0.83164747083841	96	90	8.75087835306723e-05	0.000312256951964326
X2173	participant	H4008	-2.4532165355269	0.586775043862593	96	26	9.13673378501319e-05	0.000322875399214355
X2173	participant	H4045	-2.45321653552694	0.586775043862592	96	26	9.13673378501049e-05	0.000322875399214355
X2173	participant	P6014	-2.45321653552695	0.586775043862593	96	26	9.13673378501044e-05	0.000322875399214355
X2173	participant	P6018	-2.45321653552695	0.586775043862593	96	26	9.13673378501044e-05	0.000322875399214355
X328813	participant	H4045	-3.33442556812015	0.797689380038433	96	69	9.16005945898653e-05	0.000322919686469814
X29348	participant	M2061	-2.59593145161663	0.622189484343725	96	51	9.41065718238305e-05	0.000330956525428519
X46506	participant	H4045	-2.28994279483953	0.550240284857447	96	91	9.75736933706638e-05	0.000342326890650554
X487174	participant	P6014	3.01052490936002	0.725985888177258	96	55	0.000102689126405177	0.00035941194241812
X1519439	participant	P6018	-3.03906641724948	0.735226683514789	96	91	0.000107471594606725	0.000374359387880094
X46506	participant	H4008	-2.27468786515771	0.550240284857447	96	91	0.00010729507353163	0.000374359387880094
X2293022	participant	H4023	-2.90313258371671	0.702500601851356	96	28	0.000107817587778751	0.000374672520000742
X39492	participant	M2047	-3.77827683162148	0.917167891804834	96	60	0.000112740171420616	0.000390850404711756
X39485	participant	M2072	3.48322620397854	0.852113579181886	96	72	0.000125625818975354	0.000434493080758729
X214856	participant	P6014	-2.16001069792411	0.52875441510408	96	38	0.000126765854116213	0.000437401991915142
X1680	participant	M2039	-4.1720325509919	1.02284473980703	96	69	0.000129483541727878	0.000445728050700909
X823	participant	M2042	-1.61018439190015	0.396738980348794	96	77	0.000138720429965812	0.000476403730140806
X2293011	participant	M2042	2.21131190808447	0.544956964530036	96	94	0.000139085322739524	0.000476538236927223
X357276	participant	M2075	2.74061134080992	0.676384882303879	96	93	0.000141903973596559	0.000485059610681697
X39492	participant	M2041	-5.01093038674589	1.24185119608691	96	60	0.000150205108976636	0.000512237935740835
X39778	participant	H4016	3.16987597022149	0.786084654593865	96	44	0.000151511338886954	0.000515490904166544
X28116	participant	M2072	-1.62188715715409	0.402935199601064	96	58	0.000155296204858468	0.000527142338069463
X328814	participant	H4045	-2.91611437189607	0.725762390517255	96	44	0.000159104437378609	0.000538818962696539
X823	participant	M2047	-2.60263870105121	0.647872041951086	96	77	0.000159529185390723	0.000539009695673506
X2293125	participant	H4023	2.14122176541238	0.53480534202381	96	22	0.00016693738608433	0.000562740543413305
X1535	participant	M2047	-3.78440571070827	0.945633121611454	96	85	0.000167929155271018	0.000564782423359767
X166486	participant	M2039	3.06461810488063	0.766081948510048	96	95	0.000168837060025422	0.000566533529397232
X1965537	participant	H4023	-1.90706938252012	0.479763220970688	96	48	0.000183853029321996	0.000615507967730162
X2293015	participant	M2041	-6.02420435701267	1.51989564390843	96	82	0.000191052156701699	0.00063814909875476
X29348	participant	M2072	-2.21191763224444	0.559805911317845	96	51	0.000199110291205493	0.000663549785953612
X1131336	participant	H4008	3.38115578232511	0.856703130770808	96	18	0.000202139607586679	0.000672114195225707
X1160721	participant	M2061	3.22012448557349	0.817463659660658	96	63	0.000207297361345352	0.000687700770177437
X88431	participant	M2042	-2.37746442674167	0.603977006263064	96	95	0.00020925566390717	0.000692626778950657
X328813	participant	P6018	-3.1335854086605	0.797689380038434	96	69	0.000214931726631903	0.000709808388402874
X437897	participant	M2061	3.37572874318434	0.862066005843065	96	22	0.000224049905564006	0.000738254531171488
X39496	participant	M2041	-5.52792606901737	1.4182095516057	96	85	0.000237901255814577	0.00078213379158815
X2293022	participant	H4016	-2.9031325837167	0.745114409035086	96	28	0.000239165996066905	0.000784528816694802
X2293047	participant	M2061	2.37864920757641	0.611852848292692	96	63	0.000246097068925187	0.000805458639457602
X328814	participant	M2041	-4.47968337596704	1.15632456739671	96	44	0.000257396606366624	0.000840560792666007
X2293047	participant	P6018	2.83219532729593	0.735355605852663	96	63	0.000277372809838919	0.000903778220031935
X817	participant	H4009	-2.48055117703051	0.645526778427744	96	52	0.000285530884938153	0.000924185143063095
X817	participant	H4018	-2.4805511770305	0.645526778427744	96	52	0.000285530884938154	0.000924185143063095
X817	participant	M2075	-2.48055117703051	0.645526778427744	96	52	0.000285530884938147	0.000924185143063095
X1131336	participant	M2084	-2.29095651055817	0.597963741958374	96	18	0.000296473295456696	0.000957484395702309
X1160721	participant	M2084	2.61765648702898	0.685746143032053	96	63	0.000310469636187774	0.00100047814480774
X1680	participant	H4018	-5.11042544692799	1.33921812695803	96	69	0.000311759116090156	0.00100242546558219
X2293035	participant	H4013	3.94536547792785	1.04043629025181	96	58	0.000337233894464738	0.00108195874474103
X166486	participant	M2084	2.24783925087473	0.594972307874356	96	95	0.000353007016344866	0.00112886390519052
X33025	participant	H4016	1.82436414615683	0.482927413411919	96	51	0.000353396902650211	0.00112886390519052
X39496	participant	M2042	-2.41791801725119	0.641409403196494	96	85	0.00036278116431311	0.00115631556294135
X360807	participant	H4016	2.87899459278439	0.76780127291825	96	79	0.000387264613601356	0.00123166984717127
X338188	participant	M2075	1.63340648135813	0.437070413548352	96	23	0.000403321461339065	0.00127995509314328
X1160721	participant	H4013	3.29894885894794	0.882961668105374	96	63	0.000404553889219017	0.00128108731586022
X39491	participant	M2042	-1.7854168403204	0.477985819539288	96	96	0.000405789451038332	0.00128222455047318
X28117	participant	H4045	-2.69715374480191	0.722329225844455	96	92	0.000407539934657014	0.00128498044052416
