feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X46506	participant	M2042	-4.70089821106558	0.396490324335337	96	91	1.07812612217567e-17	3.03326637835193e-16
X821	participant	P6018	-5.25877474484968	0.44439149937546	96	93	1.17213300074982e-17	3.2355293964094e-16
X487175	participant	H4016	-6.16589243689569	0.522094701390556	96	70	1.27970445649199e-17	3.46705114786625e-16
X1232428	participant	H4018	-2.89698993720076	0.245522105694731	96	15	1.33093860734809e-17	3.54029669554592e-16
X328812	participant	H4013	-6.50530150143744	0.553236886222648	96	27	1.54738939916262e-17	4.04255480531235e-16
X46503	participant	M2072	-5.10084898059924	0.436130500515928	96	86	1.95427161221063e-17	5.01596380467395e-16
X310297	participant	H4009	-3.53103763048454	0.304032845093308	96	16	2.64803590957692e-17	6.3509451405099e-16
X310297	participant	H4018	-3.53103763048454	0.304032845093308	96	16	2.64803590957658e-17	6.3509451405099e-16
X310297	participant	M2047	-3.53103763048454	0.304032845093308	96	16	2.64803590957662e-17	6.3509451405099e-16
X310297	participant	M2075	-3.53103763048454	0.304032845093308	96	16	2.64803590957662e-17	6.3509451405099e-16
X1535	participant	M2042	-6.64564254226911	0.579079657955823	96	85	4.42840127787599e-17	1.04495984992461e-15
X28118	participant	H4013	-7.25452793032498	0.646291934508521	96	65	1.13814345379315e-16	2.60172480140528e-15
X28118	participant	M2039	-7.254527930325	0.646291934508522	96	65	1.13814345379313e-16	2.60172480140528e-15
X165179	participant	M2042	7.47836999227172	0.670814198560112	96	81	1.51999583565852e-16	3.42115985779756e-15
X674529	participant	H4016	-3.2197118018395	0.289772887887498	96	25	1.74852056511753e-16	3.81803818920439e-15
X674529	participant	M2061	-3.2197118018395	0.289772887887498	96	25	1.74852056511745e-16	3.81803818920439e-15
X33025	participant	H4018	7.5849740366695	0.682962497688894	96	51	1.78304030602244e-16	3.83615877604534e-15
X674529	participant	H4023	-3.03134464201707	0.273200498705679	96	25	1.85399618802417e-16	3.93100930881067e-15
X214856	participant	M2084	-4.0785525104693	0.369061297054175	96	38	2.19457591866785e-16	4.5866636700158e-15
X487175	participant	M2039	-6.16589243689568	0.563926729954145	96	70	3.42587020408955e-16	7.05922268814509e-15
X35833	participant	H4045	8.20740298748413	0.771535540610498	96	70	1.06174025422221e-15	2.15739721100985e-14
X328812	participant	H4008	-6.50530150143749	0.615585178787927	96	27	1.38962149121635e-15	2.67502137059204e-14
X328812	participant	M2060	-6.50530150143745	0.615585178787926	96	27	1.38962149121664e-15	2.67502137059204e-14
X328812	participant	P6014	-6.50530150143745	0.615585178787927	96	27	1.38962149121664e-15	2.67502137059204e-14
X328812	participant	P6018	-6.50530150143745	0.615585178787927	96	27	1.38962149121663e-15	2.67502137059204e-14
X46506	participant	M2061	-4.72675835301565	0.457827590972178	96	91	3.55233581352244e-15	6.74943804569264e-14
X40545	participant	M2042	5.46855925963845	0.530158699958026	96	65	3.68354295251562e-15	6.90900428144916e-14
X214856	participant	M2072	-4.07855251046929	0.395838833977365	96	38	3.8494320908907e-15	7.12875841642164e-14
X2293047	participant	M2084	5.27888975146656	0.513265300373184	96	63	4.13780653065686e-15	7.47359377080369e-14
X674529	participant	M2039	-3.21971180183949	0.312990491304614	96	25	4.1056020526025e-15	7.47359377080369e-14
X454154	participant	H4016	5.30757027940687	0.517631801505586	96	28	4.67233890865376e-15	8.33613636995177e-14
X1965537	participant	M2060	6.246191453813	0.611580506408414	96	48	5.46431071791034e-15	9.6316705786781e-14
X823	participant	M2072	-4.20413343381319	0.412182030598011	96	77	5.75816697103515e-15	1.00288074745529e-13
X28118	participant	H4008	-7.25452793032497	0.719127277955054	96	65	8.89101653591562e-15	1.51250665023774e-13
X28118	participant	P6018	-7.254527930325	0.719127277955054	96	65	8.89101653591384e-15	1.51250665023774e-13
X2293125	participant	M2042	4.91182252960716	0.491250074877363	96	22	1.25945438720977e-14	2.11791007872171e-13
X46506	participant	M2060	-5.43995671892737	0.550240284857447	96	91	1.95173086679526e-14	3.24475256604712e-13
X46503	participant	P6018	-5.74632225408071	0.582575300639997	96	86	2.13435266807279e-14	3.50849208246123e-13
X487175	participant	P6018	-6.16589243689568	0.627479738837236	96	70	2.46924377472653e-14	4.01389293602768e-13
X291644	participant	H4018	3.48745446404151	0.35795561835406	96	17	3.42921260449255e-14	5.51311872568418e-13
X1796635	participant	M2060	7.6237797682675	0.785193569836649	96	18	3.90790181165894e-14	6.21441342440981e-13
X454154	participant	H4023	4.72308959700597	0.488027942669879	96	28	4.42323100960662e-14	6.95826555597256e-13
X33025	participant	M2075	6.60095915433363	0.682962497688894	96	51	4.6501316540591e-14	7.16120274725102e-13
X35833	participant	M2039	6.7033058787371	0.693392132893619	96	70	4.60963364514863e-14	7.16120274725102e-13
X40545	participant	P6014	7.09413288161619	0.735742226682527	96	65	5.09126722420192e-14	7.75887911354939e-13
X2137880	participant	M2042	4.37468600466252	0.455503436845832	96	14	5.91446500779029e-14	8.92047660453319e-13
X2293138	participant	M2072	4.70481541525054	0.491680133114747	96	12	6.79453532979492e-14	1.01432705994796e-12
X33025	participant	M2042	3.99387996475409	0.418227408198631	96	51	7.33194368126164e-14	1.08349834400866e-12
X28117	participant	P6018	-6.89040337101976	0.722329225844456	96	92	7.63872839832645e-14	1.11754596467516e-12
X40545	participant	H4045	7.00022681525669	0.735742226682526	96	65	8.41822629090834e-14	1.21939258055435e-12
X35833	participant	M2084	5.1204184765739	0.538518259530857	96	70	8.62543914866684e-14	1.23715857593133e-12
X1535	participant	P6018	-7.62462752839166	0.80363362329941	96	85	9.35806053518313e-14	1.32920801582261e-12
X35833	participant	H4008	7.21607742099454	0.771535540610499	96	70	1.5945058388225e-13	2.24304042518973e-12
X28118	participant	M2060	-6.67824227791185	0.719127277955054	96	65	2.07322759423913e-13	2.86144525506778e-12
X487174	participant	M2084	4.70577468597016	0.506725401963757	96	55	2.0728682370058e-13	2.86144525506778e-12
X214856	participant	H4016	-4.0785525104693	0.439950266719784	96	38	2.20992040883226e-13	3.0216014561884e-12
X487175	participant	H4023	-4.55536736522579	0.492235605033105	96	70	2.35504355188772e-13	3.19021177445531e-12
X46506	participant	M2084	-3.55308371975089	0.384058056859867	96	91	2.38343458836443e-13	3.19318371823095e-12
X674529	participant	H4008	-3.21971180183948	0.348263668505883	96	25	2.44454255941125e-13	3.19318371823095e-12
X674529	participant	H4045	-3.21971180183949	0.348263668505883	96	25	2.44454255941084e-13	3.19318371823095e-12
X674529	participant	M2060	-3.2197118018395	0.348263668505883	96	25	2.44454255941083e-13	3.19318371823095e-12
X674529	participant	H4013	-2.8719341131298	0.312990491304613	96	25	3.21789394205714e-13	4.16617596215008e-12
X821	participant	M2061	-3.38256131809114	0.369756077856587	96	93	3.59218440337106e-13	4.6099699843262e-12
X328812	participant	H4009	-6.50530150143744	0.724357116673417	96	27	6.98993978482534e-13	8.66634059762667e-12
X328812	participant	H4018	-6.50530150143745	0.724357116673417	96	27	6.98993978482492e-13	8.66634059762667e-12
X328812	participant	M2047	-6.50530150143745	0.724357116673417	96	27	6.98993978482492e-13	8.66634059762667e-12
X328812	participant	M2075	-6.50530150143746	0.724357116673417	96	27	6.98993978482479e-13	8.66634059762667e-12
X46506	participant	H4009	-5.77268728128481	0.647465988381456	96	91	9.05695297602353e-13	1.11347245411113e-11
X310297	participant	M2061	-1.90910982181512	0.214983686468918	96	16	1.04376924947763e-12	1.27252867665481e-11
X35833	participant	H4023	5.35954465085099	0.605242273385124	96	70	1.15353527829897e-12	1.39472901830694e-11
X2137880	participant	P6014	5.54537268528903	0.632137344747959	96	14	1.60572496189688e-12	1.9255537862747e-11
X338188	participant	M2084	2.26736841027525	0.259257500394636	96	23	1.78729657840989e-12	2.12586576765339e-11
X35833	participant	H4013	6.02481988399645	0.693392132893619	96	70	2.24250995389946e-12	2.64580005044751e-11
X437897	participant	M2042	6.44774265723146	0.746571060799077	96	22	2.76626767437328e-12	3.23763968608649e-11
X214856	participant	M2039	-4.07855251046929	0.475200599801049	96	38	3.4298558506759e-12	3.98244373772924e-11
X310297	participant	H4022	-3.53103763048456	0.411662418301463	96	16	3.50339711556785e-12	4.00427342193461e-11
X310297	participant	M2041	-3.53103763048454	0.411662418301462	96	16	3.50339711556822e-12	4.00427342193461e-11
X28118	participant	H4018	-7.254527930325	0.846194774549927	96	65	3.56557409314911e-12	4.04374798316058e-11
X1535	participant	M2061	-5.72400092546426	0.668663592806063	96	85	3.7526519657643e-12	4.22317678916398e-11
X2293024	participant	M2072	5.15869803684955	0.602954314022706	96	73	3.82335979519075e-12	4.26990487050692e-11
X40519	participant	M2061	7.33532057631383	0.85788966189812	96	32	3.90512881562502e-12	4.32818443731773e-11
X1160721	participant	M2072	6.27256113393513	0.735501001673543	96	63	4.26764127734563e-12	4.69440540508019e-11
X2292887	participant	M2084	3.27699846516162	0.384998703020544	96	95	4.56087239384955e-12	4.97951963597156e-11
X35833	participant	M2072	4.90709956298775	0.577590881595268	96	70	4.86137075338876e-12	5.26828549052427e-11
X35833	participant	P6014	6.45905296904441	0.771535540610499	96	70	8.00071574823693e-12	8.54383002895666e-11
X40545	participant	M2075	7.24803138720249	0.865745531729633	96	65	7.99025570415135e-12	8.54383002895666e-11
X487175	participant	H4018	-6.16589243689569	0.738353407549655	96	70	8.69848255081467e-12	9.2216521535086e-11
X214856	participant	M2061	-3.62927520351742	0.439950266719784	96	38	1.30843210305418e-11	1.37714832141602e-10
X328814	participant	M2072	-4.47968337596704	0.543323951915231	96	44	1.33139403488362e-11	1.39130676645339e-10
X39778	participant	P6018	7.77926633228242	0.944756176331192	96	44	1.39051989367496e-11	1.44278766272799e-10
X35833	participant	M2075	7.43486100888407	0.907863410077683	96	70	1.66470256476024e-11	1.71511257200298e-10
X28111	participant	M2075	5.67829100385073	0.697128829632588	96	73	1.98828771419161e-11	2.0341712768268e-10
X1535	participant	H4016	-5.43815112045707	0.668663592806063	96	85	2.08991078226099e-11	2.12329130169988e-10
X2293024	participant	H4013	5.84428033620472	0.723840682323261	96	73	2.64876774954142e-11	2.67251532246834e-10
X1535	participant	H4018	-7.62462752839167	0.945633121611454	96	85	2.76869664747607e-11	2.77438575017637e-10
X357276	participant	M2072	3.45663830033695	0.430322156539143	96	93	3.12805457165329e-11	3.11315907369303e-10
X1535	participant	M2084	-4.49897034099889	0.560922157619896	96	85	3.28300796406114e-11	3.24529773744692e-10
X39492	participant	M2072	-4.67699965218674	0.58351047670607	96	60	3.35501609418598e-11	3.29422050053294e-10
X35833	participant	H4009	7.25311366082972	0.907863410077684	96	70	3.72634353130954e-11	3.62135854416571e-10
X487175	participant	M2042	-3.61195906443912	0.452147274585471	96	70	3.73769747210542e-11	3.62135854416571e-10
X46506	participant	H4023	-3.44543940767394	0.431643992254305	96	91	3.83412519118809e-11	3.69034549651853e-10
X2292887	participant	M2061	3.64664882791429	0.458948915620908	96	95	4.44093371954666e-11	4.24646145862533e-10
X674529	participant	H4018	-3.2197118018395	0.409800748058517	96	25	6.35290261857133e-11	5.99632034256131e-10
X674529	participant	M2047	-3.2197118018395	0.409800748058517	96	25	6.35290261857144e-11	5.99632034256131e-10
X165179	participant	H4009	8.55021034162187	1.09543499912421	96	81	7.81674573661712e-11	7.33070449530182e-10
X328814	participant	M2084	-3.9206945594526	0.506569404521593	96	44	1.01823574492304e-10	9.42834743558488e-10
X35833	participant	M2061	4.96900350970529	0.641956373657074	96	70	1.0153342077835e-10	9.42834743558488e-10
X487174	participant	M2039	5.04424849957077	0.652455884346654	96	55	1.05383161429331e-10	9.69657642585601e-10
X214856	participant	H4045	-4.07855251046928	0.528754415104079	96	38	1.13156843818087e-10	1.02825131991218e-09
X214856	participant	P6018	-4.07855251046929	0.52875441510408	96	38	1.1315684381808e-10	1.02825131991218e-09
X823	participant	H4013	-3.80245087578636	0.494820445481075	96	77	1.27186270536518e-10	1.14860193700572e-09
X823	participant	P6018	-4.2041334338132	0.550585364036632	96	77	1.54797442972688e-10	1.3893782764972e-09
X46506	participant	M2047	-4.92790848510573	0.647465988381456	96	91	1.70985589798215e-10	1.52531657240725e-09
X291644	participant	P6014	2.2897082690332	0.30420378049792	96	17	2.40027794421286e-10	2.12824644386873e-09
X1535	participant	H4023	-4.73769113167774	0.630422081074305	96	85	2.51693561611809e-10	2.21823903998841e-09
X33025	participant	M2060	4.3384011496391	0.580406517127956	96	51	2.96113965917428e-10	2.59410019243831e-09
X46503	participant	M2042	-3.12633041711516	0.419790183047668	96	86	3.30664103466452e-10	2.87953323435368e-09
X328814	participant	H4016	-4.47968337596704	0.60387081064922	96	44	3.7175425121669e-10	3.21820396171608e-09
X33043	participant	M2042	4.99451127093786	0.675115329759105	96	34	4.03370444185545e-10	3.45136283702266e-09
X45851	participant	M2061	5.63233878365301	0.761333654963969	96	54	4.03406045885766e-10	3.45136283702266e-09
X35833	participant	M2060	5.70515135853321	0.771535540610499	96	70	4.09047343111199e-10	3.47928059867258e-09
X301302	participant	M2075	5.48463181309483	0.745179781069455	96	95	4.69804720348381e-10	3.97297286629874e-09
X46503	participant	H4009	-5.02408492134286	0.685514498330891	96	86	5.32719017354336e-10	4.47912599074364e-09
X674529	participant	P6018	-2.54346309962671	0.348263668505883	96	25	5.90671501197667e-10	4.9380137500125e-09
X29348	participant	P6018	5.4475328162656	0.747778696285266	96	51	6.35851495679652e-10	5.28551555783711e-09
X204516	participant	H4013	3.89894685664674	0.536453017975675	96	87	6.8070740675546e-10	5.62641206826688e-09
X328812	participant	H4045	-4.45198590459701	0.615585178787926	96	27	7.86444384523267e-10	6.46386592448056e-09
X39492	participant	H4013	-5.0109303867459	0.700498548196452	96	60	1.07938348911632e-09	8.82200024903452e-09
X820	participant	M2072	-2.53486195291571	0.356470475261172	96	95	1.27977834979943e-09	1.04017540319809e-08
X39492	participant	H4016	-4.59815674757149	0.648535635781768	96	60	1.39210142501373e-09	1.12521789215198e-08
X2293024	participant	M2075	6.71764162810373	0.947729919381381	96	73	1.40288526851875e-09	1.12770392738623e-08
X1160721	participant	H4008	6.89050271312628	0.982469046911647	96	63	1.89344478167954e-09	1.51372115606403e-08
X487175	participant	M2061	-3.64657679792324	0.522094701390556	96	70	2.12662377294452e-09	1.69089705424882e-08
X674529	participant	P6014	-2.42087546170462	0.348263668505883	96	25	2.42992968312347e-09	1.92161466292413e-08
X214856	participant	H4023	-2.8806137398612	0.414789089309854	96	38	2.49414262689149e-09	1.96179067910874e-08
X1680	participant	M2072	-5.89512906506568	0.852022639101475	96	69	2.76577342925228e-09	2.16381097700325e-08
X40545	participant	M2047	5.95662625720145	0.865745531729633	96	65	3.22893188538112e-09	2.51272731293222e-08
X328814	participant	M2039	-4.47968337596704	0.65225502319249	96	44	3.39267374101434e-09	2.6261807847111e-08
X328812	participant	M2039	-3.79874505011483	0.553236886222649	96	27	3.41441583239212e-09	2.62910019094193e-08
X40519	participant	M2084	4.91081642232165	0.719658323451244	96	32	4.04910744948812e-09	3.10148910921524e-08
X2293024	participant	H4045	5.46717609713893	0.805415558756895	96	73	4.67267139793607e-09	3.5604782579065e-08
X1680	participant	H4013	-6.94168457191045	1.02284473980702	96	69	4.6984144992939e-09	3.56154425516424e-08
X2293024	participant	M2042	3.93580854196104	0.580363679113355	96	73	4.79372393301137e-09	3.6150608835029e-08
X46503	participant	M2061	-3.26230113135276	0.484731950371468	96	86	5.8898743503681e-09	4.41891598696848e-08
X291644	participant	H4045	2.04667804674316	0.30420378049792	96	17	5.94021924657996e-09	4.43394936619719e-08
X39492	participant	M2039	-4.70995916745605	0.700498548196453	96	60	6.04217490977147e-09	4.48715832131759e-08
X28116	participant	H4013	3.2512678874703	0.483719716449878	96	58	6.09884068409908e-09	4.50636561658432e-08
X820	participant	H4016	2.64900861143407	0.396194782338735	96	95	7.02115375374921e-09	5.16178288529401e-08
