#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	reSRR9697569_taxonomic_profile	reSRR9697568_taxonomic_profile	reSRR9697567_taxonomic_profile	reSRR9697566_taxonomic_profile	reSRR9697564_taxonomic_profile	reSRR9697563_taxonomic_profile	reSRR9697562_taxonomic_profile	reSRR9697561_taxonomic_profile	reSRR9697560_taxonomic_profile	reSRR9697559_taxonomic_profile	reSRR9697558_taxonomic_profile	reSRR9697557_taxonomic_profile	reSRR9697556_taxonomic_profile	reSRR9697555_taxonomic_profile	reSRR9697554_taxonomic_profile	reSRR9697553_taxonomic_profile	reSRR9697552_taxonomic_profile	reSRR9697551_taxonomic_profile	reSRR9697550_taxonomic_profile	reSRR9697549_taxonomic_profile	reSRR9697548_taxonomic_profile	reSRR9697547_taxonomic_profile	reSRR9697546_taxonomic_profile	reSRR9697545_taxonomic_profile	reSRR9697544_taxonomic_profile	reSRR9697543_taxonomic_profile	reSRR9697542_taxonomic_profile	reSRR9697541_taxonomic_profile	reSRR9697540_taxonomic_profile	reSRR9697539_taxonomic_profile	reSRR9697538_taxonomic_profile	reSRR9697537_taxonomic_profile	reSRR9697536_taxonomic_profile	reSRR9697535_taxonomic_profile
UNKNOWN	-1	91.03299999999999	90.96724	95.2506	96.59062	90.57242	77.35188000000001	83.17538	94.69125	94.87063	91.38566999999999	75.28191	82.61145	87.0483	94.39381	95.22375	94.40526	86.34541999999999	95.13065	94.1458	73.88923	95.74339	93.00718	86.83622	93.23784	74.10878000000001	92.86946	93.0072	91.81869	91.19105	91.44115	90.31571	90.26083	81.20456999999999	91.67749
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus	2|1224|28211|204455|31989|265	0	0	0	0	0	0	0	0	0	0.04036501140041752	0	0.010240114976806162	0	0	0	0	0	0	0	0	0	0	0	0.003658327941250711	0.07320224285786077	0	0	0	0	0	0	0.006206770099119798	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_aminovorans	2|1224|28211|204455|31989|265|34004	0	0	0	0	0	0	0	0	0	0.04036501140041752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07320224285786077	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp_SM22M_07	2|1224|28211|204455|31989|265|1520813	0	0	0	0	0	0	0	0	0	0	0	0.010240114976806162	0	0	0	0	0	0	0	0	0	0	0	0.003658327941250711	0	0	0	0	0	0	0	0.006206770099119798	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Pararhodobacter	2|1224|28211|204455|31989|1097465	0	0.9239568915393096	0	0	0	0	0	0	0	0	0	0.5575063582133913	0	0	0	0	0	0.16392488633882224	0	0.5962082034107307	0	0.08174048038183893	0.05008159812866241	0	0.018385354455971045	0	0	0	0	0	0.048601593785844666	0	0	0.020632329007648942
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Pararhodobacter|s__Pararhodobacter_aggregans	2|1224|28211|204455|31989|1097465|404875	0	0.9239568915393096	0	0	0	0	0	0	0	0	0	0.5575063582133913	0	0	0	0	0	0.16392488633882224	0	0.5962082034107307	0	0.08174048038183893	0.05008159812866241	0	0.018385354455971045	0	0	0	0	0	0.048601593785844666	0	0	0.020632329007648942
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobacter	2|1224|28211|204455|31989|1060	0	0	0	0	0	0	0.005264422826320193	0	0	0	0	0.09164807267236297	0	0	0	0	0	0	0	0	0	0	0.03349918541669605	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobacter|s__Rhodobacter_sphaeroides	2|1224|28211|204455|31989|1060|1063	0	0	0	0	0	0	0.005264422826320193	0	0	0	0	0.09164807267236297	0	0	0	0	0	0	0	0	0	0	0.03349918541669605	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Stappia	2|1224|28211|204455|31989|152161	0	0.5938626683775806	0	0	0	0	0	0.004064380584432261	0	0	0	0.2276056392891944	0	0	0	0	0	0	0	0.12983060418411194	0	0	0	0	0	0	0	0	0	0	0.07398025251042614	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Stappia|s__Stappia_indica	2|1224|28211|204455|31989|152161|538381	0	0.5938626683775806	0	0	0	0	0	0.004064380584432261	0	0	0	0.2276056392891944	0	0	0	0	0	0	0	0.12983060418411194	0	0	0	0	0	0	0	0	0	0	0.07398025251042614	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	2|1224|28211|204441	0	0	0	0	0	0	0.004700798138938518	0.028609395777904775	0	0	0	0	0	0	0	0	0	0.005035399944243392	0.3027662626754489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147033744737257
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	2|1224|28211|204441|433	0	0	0	0	0	0	0.003896581420823768	0.028609395777904775	0	0	0	0	0	0	0	0	0	0.0012392508324242757	0.0392436190604564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidisphaera	2|1224|28211|204441|433|50714	0	0	0	0	0	0	0.003896581420823768	0.028609395777904775	0	0	0	0	0	0	0	0	0	0.0012392508324242757	0.0392436190604564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidisphaera|s__Acidisphaera_rubrifaciens	2|1224|28211|204441|433|50714|50715	0	0	0	0	0	0	0.003896581420823768	0.028609395777904775	0	0	0	0	0	0	0	0	0	0.0012392508324242757	0.0392436190604564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	2|1224|28211|204441|41295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03345030431111237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147033744737257
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum	2|1224|28211|204441|41295|191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03345030431111237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147033744737257
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum_brasilense	2|1224|28211|204441|41295|191|192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147033744737257
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum_lipoferum	2|1224|28211|204441|41295|191|193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03345030431111237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_unclassified	2|1224|28211|204441|	0	0	0	0	0	0	0.0008025342563613717	0	0	0	0	0	0	0	0	0	0	0.0037961491118191173	0.23007292472372146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_unclassified|g__Rhodospirillales_unclassified	2|1224|28211|204441||	0	0	0	0	0	0	0.0008025342563613717	0	0	0	0	0	0	0	0	0	0	0.0037961491118191173	0.23007292472372146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_unclassified|g__Rhodospirillales_unclassified|s__Rhodospirillales_bacterium_69_11	2|1224|28211|204441|||1895825	0	0	0	0	0	0	0.0008025342563613717	0	0	0	0	0	0	0	0	0	0	0.0037961491118191173	0.23007292472372146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	2|1224|28211|204457	0.1146090285861483	0.4497964088863531	0	0.12398473177023465	0	0.3090607537509599	0.1925661599828948	0.7955950671497177	0	0	0.190489947429535	1.710142672492637	0.1546717538919792	0.5847369696163605	0.381307250734964	0.17995916860823558	0.05488184730319935	0.8491682689262047	0.021208590010027808	1.8357467250223425	0	1.054040459639605	1.7188144013816913	0.22309105904361606	0.12015337899426112	0.2891228203802169	0.04478955293023993	0.011927538603152349	0.7110826104859012	0.021889262961227448	1.8625239396619675	0.10740254193642433	0.029132910654110875	2.239745800267184
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae	2|1224|28211|204457|335929	0	0	0	0	0	0	0.0022208495144591424	0	0	0	0	0.3292034382134312	0.116146931668964	0.12747974560222608	0	0	0.03854960597775543	0.012906225270493291	0	0	0	0	0.0830450177301826	0.06525753782670214	0	0.2310552474152873	0	0	0	0	0.03922816641061671	0.057091961396595274	0	0.10620934738288633
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Altererythrobacter	2|1224|28211|204457|335929|361177	0	0	0	0	0	0	0	0	0	0	0	0.008226521303323136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Altererythrobacter|s__Altererythrobacter_sp_B11	2|1224|28211|204457|335929|361177|2060312	0	0	0	0	0	0	0	0	0	0	0	0.008226521303323136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter	2|1224|28211|204457|335929|1041	0	0	0	0	0	0	0.0022208495144591424	0	0	0	0	0.32097691691010805	0.116146931668964	0.12747974560222608	0	0	0.03854960597775543	0.012906225270493291	0	0	0	0	0.0830450177301826	0.06525753782670214	0	0.2310552474152873	0	0	0	0	0.03922816641061671	0.057091961396595274	0	0.10620934738288633
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter|s__Erythrobacter_xanthus	2|1224|28211|204457|335929|1041|1784712	0	0	0	0	0	0	0.0022208495144591424	0	0	0	0	0.32097691691010805	0.116146931668964	0.12747974560222608	0	0	0.03854960597775543	0.012906225270493291	0	0	0	0	0.0830450177301826	0.06525753782670214	0	0.2310552474152873	0	0	0	0	0.03922816641061671	0.057091961396595274	0	0.10620934738288633
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	2|1224|28211|204457|41297	0.1146090285861483	0.4278693747898753	0	0.12398473177023465	0	0.3090607537509599	0.19034531046843567	0.7871031873392973	0	0	0.190489947429535	1.3809392342792055	0.0385248222230152	0.457256663395	0.381307250734964	0.17995916860823558	0.01633224132544392	0.8173095403552723	0.021208590010027808	1.8357467250223425	0	1.054040459639605	1.6357693836515086	0.157833521216914	0.12015337899426112	0.058067572964929585	0.04478955293023993	0.011927538603152349	0.7110826104859012	0.021889262961227448	1.7808901902462382	0.05030960662329066	0.029132910654110875	2.0992560433879053
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Hephaestia	2|1224|28211|204457|41297|1445609	0.01709648342114593	0	0	0	0	0	0.025534722031020002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06898822086771511	0	0	0	0	0	0	0	0.019213425469235115	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Hephaestia|s__Hephaestia_caeni	2|1224|28211|204457|41297|1445609|645617	0.01709648342114593	0	0	0	0	0	0.025534722031020002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06898822086771511	0	0	0	0	0	0	0	0.019213425469235115	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium	2|1224|28211|204457|41297|165696	0	0	0	0	0	0	0.003664401698857585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium_guangzhouense	2|1224|28211|204457|41297|165696|1850347	0	0	0	0	0	0	0.003664401698857585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium	2|1224|28211|204457|41297|165695	0.06691086207922417	0	0	0	0	0.06971543815833015	0.06458465932692659	0.012119880974737266	0	0	0	0	0	0	0	0	0.01633224132544392	0	0	0	0	0	0	0.03159348239245369	0	0.016724687467212174	0	0	0.260389178420928	0.021889262961227448	0	0.010816317075290205	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_sp_SYK_6	2|1224|28211|204457|41297|165695|627192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07879698101100972	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_yanoikuyae	2|1224|28211|204457|41297|165695|13690	0.06691086207922417	0	0	0	0	0.06971543815833015	0.06458465932692659	0.012119880974737266	0	0	0	0	0	0	0	0	0.01633224132544392	0	0	0	0	0	0	0.03159348239245369	0	0.016724687467212174	0	0	0.18159219740991825	0.021889262961227448	0	0.010816317075290205	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas	2|1224|28211|204457|41297|13687	0.0306016830857782	0	0	0	0	0	0.0790588777912387	0	0	0	0.190489947429535	0	0	0	0	0	0	0	0.021208590010027808	0.00656424871626526	0	0	0.09042594875153652	0.05053090826948256	0.004740682158693561	0.02360993931898795	0	0	0	0	0.006771257796011357	0.015764787006818166	0.029132910654110875	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_dokdonensis	2|1224|28211|204457|41297|13687|344880	0	0	0	0	0	0	0.02230439546453397	0	0	0	0.01858058696980231	0	0	0	0	0	0	0	0.012176147278860785	0	0	0	0	0.020391290031130344	0	0	0	0	0	0	0	0.003047384848602832	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_indica	2|1224|28211|204457|41297|13687|941907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00656424871626526	0	0	0.09042594875153652	0	0.004740682158693561	0.02360993931898795	0	0	0	0	0.006771257796011357	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_melonis	2|1224|28211|204457|41297|13687|152682	0.029926467937549783	0	0	0	0	0	0.020502478926665988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012254617900955024	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_parapaucimobilis	2|1224|28211|204457|41297|13687|28213	0	0	0	0	0	0	0.0009623681229322949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_paucimobilis	2|1224|28211|204457|41297|13687|13689	0	0	0	0	0	0	0.00045931205867223165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_Ag1	2|1224|28211|204457|41297|13687|1642949	0	0	0	0	0	0	0.0022477689025131925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_JS21_1	2|1224|28211|204457|41297|13687|1855283	0.000675215148228411	0	0	0	0	0	0.023470341459625028	0	0	0	0	0	0	0	0	0	0	0	0.00903244273116703	0	0	0	0	0.007136106241038586	0	0	0	0	0	0	0	0.004411841918878501	0.0209907320119426	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_RIT328	2|1224|28211|204457|41297|13687|1470591	0	0	0	0	0	0	0.009112212856295996	0	0	0	0.1719093604597327	0	0	0	0	0	0	0	0	0	0	0	0	0.02300351199731361	0	0	0	0	0	0	0	0.008305560239336833	0.006918596394695622	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis	2|1224|28211|204457|41297|165697	0	0.4278693747898753	0	0.12398473177023465	0	0.2393453155926298	0.01750264962039277	0.7749833063645601	0	0	0	1.3809392342792055	0.0385248222230152	0.457256663395	0.381307250734964	0.17995916860823558	0	0.8173095403552723	0	1.829182476306077	0	1.054040459639605	1.5453421185220475	0.0067209096872626285	0.11541269683556755	0.01773294617872946	0.04478955293023993	0.011927538603152349	0.4506943129604468	0	1.774118932450227	0.004515077071947181	0	2.0992560433879053
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_macrogoltabida	2|1224|28211|204457|41297|165697|33050	0	0	0	0	0	0	0	0.0604879210802262	0	0	0	0	0	0	0	0	0	0.06831948449638033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_sp_LC363	2|1224|28211|204457|41297|165697|1120705	0	0	0	0	0	0	0	0.009737843921139102	0	0	0	0	0	0	0	0	0	0.043819325111929486	0	0	0	0.009729111517918464	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_terrae	2|1224|28211|204457|41297|165697|33052	0	0.4278693747898753	0	0.12398473177023465	0	0.2393453155926298	0.01750264962039277	0.7047575413631948	0	0	0	1.3809392342792055	0.0385248222230152	0.457256663395	0.381307250734964	0.17995916860823558	0	0.7051702438114684	0	1.829182476306077	0	1.0443106488396108	1.5453421185220475	0.0067209096872626285	0.11541269683556755	0.01773294617872946	0.04478955293023993	0.011927538603152349	0.4506943129604468	0	1.774118932450227	0.004515077071947181	0	2.0992560433879053
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadales_unclassified	2|1224|28211|204457|	0	0.021927034096477883	0	0	0	0	0	0.008491879810420381	0	0	0	0	0	0	0	0	0	0.01895201636494508	0	0	0	0	0	0	0	0	0	0	0	0	0.042406551434430964	0	0	0.03427957724561543
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadales_unclassified|g__Sphingomonadales_unclassified	2|1224|28211|204457||	0	0.021927034096477883	0	0	0	0	0	0.008491879810420381	0	0	0	0	0	0	0	0	0	0.01895201636494508	0	0	0	0	0	0	0	0	0	0	0	0	0.042406551434430964	0	0	0.03427957724561543
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadales_unclassified|g__Sphingomonadales_unclassified|s__Sphingomonadales_bacterium_63_6	2|1224|28211|204457|||1895846	0	0.021927034096477883	0	0	0	0	0	0.008491879810420381	0	0	0	0	0	0	0	0	0	0.01895201636494508	0	0	0	0	0	0	0	0	0	0	0	0	0.042406551434430964	0	0	0.03427957724561543
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.16408983482040054	0.11096027693015598	0.11448991875730045	0.05650326848728536	0	0.187777814734108	0.0646839245703759	0.5339415421483727	0	1.0646678783790138	0	0.9786899903354852	0.06860902362144174	0.2112457748146743	0.1304593213679988	0.04332675678938183	0.3606938834181059	0.40899465115250144	0.06748719930319108	0.5185338713457112	0.448507125476492	0.0672849213148936	0.035879196703767186	0.018339651034133184	6.918110356029365	0	1.1759874697814643	0	0.6931132237194749	4.127629430474517	0.2541129479262002	0	0	1.3217706967044474
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.16408983482040054	0.11096027693015598	0.11448991875730045	0.05650326848728536	0	0.187777814734108	0.0646839245703759	0.5339415421483727	0	1.0256131060485532	0	0.9786899903354852	0.06860902362144174	0.2112457748146743	0.1304593213679988	0.04332675678938183	0.3606938834181059	0.40899465115250144	0.06748719930319108	0.5185338713457112	0.448507125476492	0.0672849213148936	0.035879196703767186	0.001910986092786416	6.918110356029365	0	1.132469207029788	0	0.6931132237194749	4.127629430474517	0.1537875442311784	0	0	1.3217706967044474
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	2|1224|28216|80840|506	0.0017862265275843227	0.05682150388766375	0	0.05650326848728536	0	0.040660167021522364	0.037017523497825784	0.11618363166728755	0	0.8692001943790834	0	0.9786899903354852	0.04680743234626893	0	0	0	0.022960173721874384	0.01059620328659515	0	0.5042121115172644	0	0.0672849213148936	0.031872142302304486	0	6.918110356029365	0	1.119364708709501	0	0	0	0.1537875442311784	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter	2|1224|28216|80840|506|222	0.0017862265275843227	0.05682150388766375	0	0	0	0.040660167021522364	0.037017523497825784	0.11618363166728755	0	0.2259968573327828	0	0.9786899903354852	0.04680743234626893	0	0	0	0.022960173721874384	0.01059620328659515	0	0.5042121115172644	0	0.0672849213148936	0.031872142302304486	0	0.8114359748218894	0	0	0	0	0	0.1537875442311784	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_denitrificans	2|1224|28216|80840|506|222|32002	0	0	0	0	0	0	0.003664401698857585	0.03726743952810145	0	0.22531804839976116	0	0.04573709360416581	0.01949230373025311	0	0	0	0	0	0	0.06572604164114125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_insolitus	2|1224|28216|80840|506|222|217204	0	0	0	0	0	0	0	0	0	0.0006788089330216613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_mucicolens	2|1224|28216|80840|506|222|1389922	0.0017862265275843227	0.05682150388766375	0	0	0	0.040660167021522364	0.03335312179896821	0.0181267339414106	0	0	0	0	0.02731642378569889	0	0	0	0.022960173721874384	0.01059620328659515	0	0	0	0	0.005307635790636532	0	0	0	0	0	0	0	0.06353283702081365	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_ruhlandii	2|1224|28216|80840|506|222|72557	0	0	0	0	0	0	0	0.014768417382225844	0	0	0	0.3571989979224784	0	0	0	0	0	0	0	0	0	0	0	0	0.3280339745821945	0	0	0	0	0	0.03942282070366567	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_xylosoxidans	2|1224|28216|80840|506|222|85698	0	0	0	0	0	0	0	0.04602104081554967	0	0	0	0.5757538988088411	0	0	0	0	0	0	0	0.4384860698761232	0	0.0672849213148936	0.02656450651166796	0	0.4834020002396949	0	0	0	0	0	0.0508318865066991	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Alcaligenes	2|1224|28216|80840|506|507	0	0	0	0	0	0	0	0	0	0.5018620511282864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7454081886880809	0	1.119364708709501	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Alcaligenes|s__Alcaligenes_faecalis	2|1224|28216|80840|506|507|511	0	0	0	0	0	0	0	0	0	0.5018620511282864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7454081886880809	0	1.119364708709501	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella	2|1224|28216|80840|506|517	0	0	0	0.05650326848728536	0	0	0	0	0	0.14134128591801412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09886044066924972	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_genomosp_4	2|1224|28216|80840|506|517|463044	0	0	0	0	0	0	0	0	0	0.019493359575313673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_trematum	2|1224|28216|80840|506|517|123899	0	0	0	0.05650326848728536	0	0	0	0	0	0.12184792634270045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09886044066924972	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Kerstersia	2|1224|28216|80840|506|257820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8193578052016015	0	0	0	0	0	0	0	0	0
