clade_name	reERR5004402_taxonomic_profile	reERR5004403_taxonomic_profile	reERR5004404_taxonomic_profile	reERR5004405_taxonomic_profile	reERR5004406_taxonomic_profile	reERR5004407_taxonomic_profile	reERR5004408_taxonomic_profile	reERR5004409_taxonomic_profile	reERR5004410_taxonomic_profile	reERR5004787_taxonomic_profile	reERR5004789_taxonomic_profile	reERR5004790_taxonomic_profile	reERR5004793_taxonomic_profile	reERR5004796_taxonomic_profile	reERR5004798_taxonomic_profile	reERR5004799_taxonomic_profile	reERR5004803_taxonomic_profile	reERR5004804_taxonomic_profile	reERR5004806_taxonomic_profile	reERR5004807_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfocurvus	0.026476039184538	0	0	0	0	0	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfocurvus|s__Desulfovibrio_ferrophilus	0	0	0	0	0	0	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfocurvus|s__Unclassified_Desulfocurvus	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0.26476039184538	0.116686114352392	0.206398348813209	0	0.111482720178372	0.0699300699300699	0.264200792602378	0	0.303214069132808	0.0150392901455051	0	0	0	0.266666666666667	0	0	0.0696378830083565	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_gabonensis	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Unclassified_Desulfovibrio	0.238284352660842	0.116686114352392	0.206398348813209	0	0.111482720178372	0.0699300699300699	0.264200792602378	0	0.303214069132808	0.0150392901455051	0	0	0	0.266666666666667	0	0	0.0696378830083565	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Unclassified_Desulfovibrio|t__	0	0	0	0	0	0	0.264200792602378	0	0	0.0150392901455051	0	0	0	0.266666666666667	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Unclassified_Desulfovibrionaceae	0	0.058343057176196	0	0	0	0.0699300699300699	0	0	0.121285627653123	0.0150392901455051	0	0	0	0	0	0	0	0	0.5	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Unclassified_Desulfovibrionaceae|s__	0	0.058343057176196	0	0	0	0.0699300699300699	0	0	0.121285627653123	0.0150392901455051	0	0	0	0	0	0	0	0	0.5	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Unclassified_Desulfovibrionaceae|s__|t__	0	0	0	0	0	0	0	0	0	0.0150392901455051	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Unclassified_Desulfovibrionales	0.158856235107228	0.058343057176196	0.515995872033024	0.171821305841924	0.222965440356745	0.0699300699300699	0.132100396301189	0	0	0.0413580479001391	0	0.271370420624152	0	0.177777777777778	0	0.127551020408163	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Unclassified_Desulfovibrionales|g__	0.158856235107228	0.058343057176196	0.515995872033024	0.171821305841924	0.222965440356745	0.0699300699300699	0.132100396301189	0	0	0.0413580479001391	0	0.271370420624152	0	0.177777777777778	0	0.127551020408163	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Unclassified_Desulfovibrionales|g__|s__	0.158856235107228	0.058343057176196	0.515995872033024	0.171821305841924	0.222965440356745	0.0699300699300699	0.132100396301189	0	0	0.0413580479001391	0	0.271370420624152	0	0.177777777777778	0	0.127551020408163	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Unclassified_Desulfovibrionales|g__|s__|t__	0	0	0	0.171821305841924	0	0	0.132100396301189	0	0	0.0413580479001391	0	0	0	0.177777777777778	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfurellales	0.052952078369076	0	0.206398348813209	0	0	0.0699300699300699	0	0	0	0	0	0	0.303951367781155	0	0	0.127551020408163	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfurellales|f__Desulfurellaceae	0.052952078369076	0	0.206398348813209	0	0	0.0699300699300699	0	0	0	0	0	0	0.303951367781155	0	0	0.127551020408163	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfurellales|f__Desulfurellaceae|g__Hippea	0.026476039184538	0	0	0	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0.127551020408163	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfurellales|f__Desulfurellaceae|g__Hippea|s__Unclassified_Hippea	0.026476039184538	0	0	0	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0.127551020408163	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfurellales|f__Desulfurellaceae|g__Unclassified_Desulfurellaceae	0.026476039184538	0	0.206398348813209	0	0	0	0	0	0	0	0	0	0.303951367781155	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfurellales|f__Desulfurellaceae|g__Unclassified_Desulfurellaceae|s__	0.026476039184538	0	0.206398348813209	0	0	0	0	0	0	0	0	0	0.303951367781155	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	2.8594122319301	2.21703617269545	1.75438596491228	2.52004581901489	2.56410256410256	4.1958041958042	1.45310435931308	3.52	2.12249848392965	0.353423318419371	2.30125523012552	0.135685210312076	0.60790273556231	1.51111111111111	0	0.76530612244898	2.01949860724234	3.20855614973262	2.5	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae	0.66190097961345	0.408401400233372	0.103199174406605	0.229095074455899	0.445930880713489	0.629370629370629	0.264200792602378	1.28	0.303214069132808	0.0676768056547731	0.836820083682008	0	0.60790273556231	0.8	0	0	0.557103064066852	0.53475935828877	1.5	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromonas	0.052952078369076	0.058343057176196	0	0	0.111482720178372	0	0	0.16	0.121285627653123	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromonas|s__Desulfuromonas_acetexigens	0	0	0	0	0.111482720178372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromonas|s__Desulfuromonas_acetoxidans_DSM_684	0	0.058343057176196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromonas|s__Desulfuromonas_michiganensis	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromonas|s__Desulfuromonas_thiophila	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromonas|s__Unclassified_Desulfuromonas	0	0	0	0	0	0	0	0.16	0.121285627653123	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromonas|s__Unclassified_Desulfuromonas|t__	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromusa	0	0	0	0	0.111482720178372	0	0	0	0	0	0	0	0.303951367781155	0.0888888888888889	0	0	0	0	1.5	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromusa|s__Desulfuromusa_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0.303951367781155	0.0888888888888889	0	0	0	0	1.5	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromusa|s__Desulfuromusa_ferrireducens|t__Unclassified_Desulfuromusa_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromusa|s__Unclassified_Desulfuromusa	0	0	0	0	0.111482720178372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Pelobacter	0.026476039184538	0	0	0.0572737686139748	0.111482720178372	0.13986013986014	0	0.16	0.0606428138265616	0.0300785802910103	0.627615062761506	0	0.303951367781155	0.533333333333333	0	0	0.139275766016713	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Pelobacter|s__Pelobacter_acetylenicus	0	0	0	0	0	0	0	0	0	0	0	0	0.303951367781155	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Pelobacter|s__Pelobacter_seleniigenes	0	0	0	0	0	0	0	0	0	0.00751964507275257	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Pelobacter|s__Pelobacter_seleniigenes|t__Unclassified_Pelobacter_seleniigenes	0	0	0	0	0	0	0	0	0	0.00751964507275257	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Pelobacter|s__Unclassified_Pelobacter	0.026476039184538	0	0	0.0572737686139748	0.111482720178372	0.13986013986014	0	0.16	0.0606428138265616	0.0187991126818814	0.627615062761506	0	0	0.444444444444444	0	0	0.0696378830083565	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Pelobacter|s__Unclassified_Pelobacter|t__	0	0	0	0.0572737686139748	0	0	0	0	0	0.0187991126818814	0	0	0	0.444444444444444	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Pelobacter|s__delta_proteobacterium_EtOHpelo	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0.0696378830083565	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Pelobacter|s__delta_proteobacterium_EtOHpelo|t__Unclassified_delta_proteobacterium_EtOHpelo	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Unclassified_Desulfuromonadaceae	0.582472862059836	0.350058343057176	0.103199174406605	0.171821305841924	0.111482720178372	0.48951048951049	0.264200792602378	0.96	0.121285627653123	0.0338384028273865	0.209205020920502	0	0	0.177777777777778	0	0	0.417827298050139	0.53475935828877	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Unclassified_Desulfuromonadaceae|s__	0.582472862059836	0.350058343057176	0.103199174406605	0.171821305841924	0.111482720178372	0.48951048951049	0.264200792602378	0.96	0.121285627653123	0.0338384028273865	0.209205020920502	0	0	0.177777777777778	0	0	0.417827298050139	0.53475935828877	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Unclassified_Desulfuromonadaceae|s__|t__	0	0	0	0.171821305841924	0	0	0.264200792602378	0	0	0.0338384028273865	0	0	0	0.177777777777778	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__GR-WP33-58	0.026476039184538	0	0	0	0	0.0699300699300699	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0.5	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__GR-WP33-58|g__delta_proteobacterium_GMD14H09	0.026476039184538	0	0	0	0	0.0699300699300699	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0.5	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__GR-WP33-58|g__delta_proteobacterium_GMD14H09|s__Unclassified_delta_proteobacterium_GMD14H09	0.026476039184538	0	0	0	0	0.0699300699300699	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0.5	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__GR-WP33-58|g__delta_proteobacterium_GMD14H09|s__Unclassified_delta_proteobacterium_GMD14H09|t__	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae	0.211808313476304	0.233372228704784	0.206398348813209	0.572737686139748	0.780379041248606	0.769230769230769	0.660501981505945	0.16	0.303214069132808	0.0451178704365154	0.209205020920502	0.135685210312076	0	0.0888888888888889	0	0	0	2.13903743315508	0.5	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geoalkalibacter	0	0	0	0	0	0	0	0	0	0.0112794676091288	0.209205020920502	0	0	0	0	0	0	0	0.5	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geoalkalibacter|s__Desulfuromonas_alkaliphilus	0	0	0	0	0	0	0	0	0	0.00751964507275257	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geoalkalibacter|s__Desulfuromonas_alkaliphilus|t__Unclassified_Desulfuromonas_alkaliphilus	0	0	0	0	0	0	0	0	0	0.00751964507275257	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geoalkalibacter|s__Geoalkalibacter_subterraneus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geoalkalibacter|s__Unclassified_Geoalkalibacter	0	0	0	0	0	0	0	0	0	0.00375982253637628	0.209205020920502	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geoalkalibacter|s__Unclassified_Geoalkalibacter|t__	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geobacter	0.13238019592269	0.233372228704784	0	0.400916380297824	0.445930880713489	0.27972027972028	0.660501981505945	0.16	0.303214069132808	0.0338384028273865	0	0	0	0	0	0	0	2.13903743315508	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geobacter|s__Geobacter_bemidjiensis_Bem	0	0	0	0.11454753722795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geobacter|s__Geobacter_bemidjiensis_Bem|t__Unclassified_Geobacter_bemidjiensis_Bem	0	0	0	0.11454753722795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geobacter|s__Geobacter_sp.	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geobacter|s__Geobacter_sp._M18	0	0	0	0	0.111482720178372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geobacter|s__Geobacter_sp.|t__Unclassified_Geobacter_sp.	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geobacter|s__Unclassified_Geobacter	0.13238019592269	0.233372228704784	0	0.229095074455899	0.334448160535117	0.27972027972028	0.660501981505945	0.16	0.303214069132808	0.0338384028273865	0	0	0	0	0	0	0	2.13903743315508	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geobacter|s__Unclassified_Geobacter|t__	0	0	0	0.229095074455899	0	0	0.660501981505945	0	0	0.0338384028273865	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geopsychrobacter	0.026476039184538	0	0.103199174406605	0.171821305841924	0.222965440356745	0.41958041958042	0	0	0	0	0	0.135685210312076	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geopsychrobacter|s__Geopsychrobacter_electrodiphilus	0.026476039184538	0	0	0.11454753722795	0.222965440356745	0.41958041958042	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geopsychrobacter|s__Geopsychrobacter_electrodiphilus|t__Unclassified_Geopsychrobacter_electrodiphilus	0	0	0	0.11454753722795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geopsychrobacter|s__Unclassified_Geopsychrobacter	0	0	0.103199174406605	0.0572737686139748	0	0	0	0	0	0	0	0.135685210312076	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geopsychrobacter|s__Unclassified_Geopsychrobacter|t__	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geothermobacter	0.026476039184538	0	0	0	0.111482720178372	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geothermobacter|s__Geothermobacter_ehrlichii	0.026476039184538	0	0	0	0.111482720178372	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Unclassified_Geobacteraceae	0.026476039184538	0	0.103199174406605	0	0	0	0	0	0	0	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Unclassified_Geobacteraceae|s__	0.026476039184538	0	0.103199174406605	0	0	0	0	0	0	0	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Unclassified_Geobacteraceae|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__JN18-A94-J	0	0	0	0	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__JN18-A94-J|g__Geobacteraceae	0	0	0	0	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__JN18-A94-J|g__Geobacteraceae|s__Geobacteraceae_bacterium_JN18_V95_J	0	0	0	0	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Sva1033	0.185332274291766	0.233372228704784	0.103199174406605	0.286368843069874	0.111482720178372	0	0	0	0.242571255306246	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Sva1033|g__Pelobacter	0.185332274291766	0.233372228704784	0.103199174406605	0.286368843069874	0.111482720178372	0	0	0	0.242571255306246	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Sva1033|g__Pelobacter|s__Pelobacter_sp._A3b3	0.105904156738152	0.233372228704784	0.103199174406605	0.229095074455899	0	0	0	0	0.181928441479685	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Sva1033|g__Pelobacter|s__Pelobacter_sp._A3b3|t__Unclassified_Pelobacter_sp._A3b3	0	0	0	0.229095074455899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Sva1033|g__Pelobacter|s__Unclassified_Pelobacter	0.079428117553614	0	0	0.0572737686139748	0.111482720178372	0	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Sva1033|g__Pelobacter|s__Unclassified_Pelobacter|t__	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Unclassified_Desulfuromonadales	1.77389462536405	1.34189031505251	1.34158926728586	1.43184421534937	1.2263099219621	2.65734265734266	0.528401585204756	2.08	1.27349909035779	0.236868819791706	1.25523012552301	0	0	0.622222222222222	0	0.76530612244898	1.46239554317549	0.53475935828877	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Unclassified_Desulfuromonadales|g__	1.77389462536405	1.34189031505251	1.34158926728586	1.43184421534937	1.2263099219621	2.65734265734266	0.528401585204756	2.08	1.27349909035779	0.236868819791706	1.25523012552301	0	0	0.622222222222222	0	0.76530612244898	1.46239554317549	0.53475935828877	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Unclassified_Desulfuromonadales|g__|s__	1.77389462536405	1.34189031505251	1.34158926728586	1.43184421534937	1.2263099219621	2.65734265734266	0.528401585204756	2.08	1.27349909035779	0.236868819791706	1.25523012552301	0	0	0.622222222222222	0	0.76530612244898	1.46239554317549	0.53475935828877	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Unclassified_Desulfuromonadales|g__|s__|t__	0	0	0	1.43184421534937	0	0	0.528401585204756	0	0	0.236868819791706	0	0	0	0.622222222222222	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	1.05904156738152	0.87514585764294	1.34158926728586	1.77548682703322	2.78706800445931	1.81818181818182	2.77410832232497	1.44	1.87992722862341	0.0789562732639019	0.836820083682008	0	0.60790273556231	0.533333333333333	0	0.255102040816327	0	1.60427807486631	0.5	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Cystobacteraceae	0.13238019592269	0	0.103199174406605	0.229095074455899	0.334448160535117	0.0699300699300699	0.396301188903567	0.32	0.242571255306246	0.0300785802910103	0	0	0	0.266666666666667	0	0.255102040816327	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Cystobacteraceae|g__Anaeromyxobacter	0.13238019592269	0	0.103199174406605	0.171821305841924	0.222965440356745	0	0.264200792602378	0	0.181928441479685	0.00375982253637628	0	0	0	0.266666666666667	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Cystobacteraceae|g__Anaeromyxobacter|s__Anaeromyxobacter_sp._Fw109-5	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Cystobacteraceae|g__Anaeromyxobacter|s__Anaeromyxobacter_sp._Fw109-5|t__Unclassified_Anaeromyxobacter_sp._Fw109-5	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Cystobacteraceae|g__Anaeromyxobacter|s__Unclassified_Anaeromyxobacter	0.13238019592269	0	0.103199174406605	0.171821305841924	0.222965440356745	0	0.264200792602378	0	0.181928441479685	0	0	0	0	0.266666666666667	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Cystobacteraceae|g__Anaeromyxobacter|s__Unclassified_Anaeromyxobacter|t__	0	0	0	0.171821305841924	0	0	0.264200792602378	0	0	0	0	0	0	0.266666666666667	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Cystobacteraceae|g__Angiococcus	0	0	0	0	0	0	0	0.16	0	0.00375982253637628	0	0	0	0	0	0.255102040816327	0	0	0	0
