clade_name	reERR5004402_taxonomic_profile	reERR5004403_taxonomic_profile	reERR5004404_taxonomic_profile	reERR5004405_taxonomic_profile	reERR5004406_taxonomic_profile	reERR5004407_taxonomic_profile	reERR5004408_taxonomic_profile	reERR5004409_taxonomic_profile	reERR5004410_taxonomic_profile	reERR5004787_taxonomic_profile	reERR5004789_taxonomic_profile	reERR5004790_taxonomic_profile	reERR5004793_taxonomic_profile	reERR5004796_taxonomic_profile	reERR5004798_taxonomic_profile	reERR5004799_taxonomic_profile	reERR5004803_taxonomic_profile	reERR5004804_taxonomic_profile	reERR5004806_taxonomic_profile	reERR5004807_taxonomic_profile
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Algibacter|s__Psychroserpens_sp._18III/A01/061|t__Unclassified_Psychroserpens_sp._18III/A01/061	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Algibacter|s__Unclassified_Algibacter	0	0.058343057176196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Algibacter|s__marine_bacterium_ATAM173a_3	0	0.058343057176196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Aquimarina	0	0	0	0	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0.746268656716418
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Aquimarina|s__Aquimarina_sp._SW42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.746268656716418
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Aquimarina|s__Unclassified_Aquimarina	0	0	0	0	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Arenibacter	0.052952078369076	0.058343057176196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Arenibacter|s__Arenibacter_sp._NH36A	0	0.058343057176196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Arenibacter|s__Unclassified_Arenibacter	0.052952078369076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Bizionia	0.026476039184538	0	0	0.0572737686139748	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Bizionia|s__Bizionia_sp._T-y7	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Bizionia|s__Unclassified_Bizionia	0	0	0	0.0572737686139748	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Bizionia|s__Unclassified_Bizionia|t__	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga	0	0	0	0	0	0	0	0	0.181928441479685	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Unclassified_Capnocytophaga	0	0	0	0	0	0	0	0	0.181928441479685	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Cellulophaga	0.079428117553614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.746268656716418
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Cellulophaga|s__Cellulophaga_algicola_DSM_14237	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Cellulophaga|s__Unclassified_Cellulophaga	0.052952078369076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.746268656716418
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium	0	0	0	0	0	0	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium|s__Unclassified_Chryseobacterium	0	0	0	0	0	0	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Cloacibacterium	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Cloacibacterium|s__Unclassified_Cloacibacterium	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Cloacibacterium|s__Unclassified_Cloacibacterium|t__	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Elizabethkingia	0	0	0	0.11454753722795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Elizabethkingia|s__Elizabethkingia_meningoseptica	0	0	0	0.11454753722795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Elizabethkingia|s__Elizabethkingia_meningoseptica|t__Unclassified_Elizabethkingia_meningoseptica	0	0	0	0.11454753722795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Eudoraea	0.079428117553614	0.058343057176196	0.309597523219814	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Eudoraea|s__Eudoraea_adriatica	0.079428117553614	0.058343057176196	0.309597523219814	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Eudoraea|s__Eudoraea_adriatica|t__Unclassified_Eudoraea_adriatica	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flagellimonas	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flagellimonas|s__Cytophaga_sp._C23e	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flagellimonas|s__Cytophaga_sp._C23e|t__Unclassified_Cytophaga_sp._C23e	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flaviramulus	0.026476039184538	0	0	0	0	0	0.132100396301189	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flaviramulus|s__Flaviramulus_sp._KYW563	0	0	0	0	0	0	0.132100396301189	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flaviramulus|s__Flaviramulus_sp._KYW563|t__Unclassified_Flaviramulus_sp._KYW563	0	0	0	0	0	0	0.132100396301189	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flaviramulus|s__Pontirhabdus_sp._KYW560	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium	2.51522372253111	0.175029171528588	0.309597523219814	1.43184421534937	0	0.13986013986014	0.132100396301189	0	0.121285627653123	0.00751964507275257	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_columnare_ATCC_49512	0.105904156738152	0	0.103199174406605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_johnsoniae_UW101	0.052952078369076	0	0.103199174406605	0.11454753722795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_johnsoniae_UW101|t__Unclassified_Flavobacterium_johnsoniae_UW101	0	0	0	0.11454753722795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_psychrophilum	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_psychrophilum_JIP02/86	0.158856235107228	0	0	0.11454753722795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_psychrophilum_JIP02/86|t__Unclassified_Flavobacterium_psychrophilum_JIP02/86	0	0	0	0.11454753722795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp._V1-3	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_terrigena	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_terrigena|t__Unclassified_Flavobacterium_terrigena	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Unclassified_Flavobacterium	2.14455917394758	0.175029171528588	0.103199174406605	1.1454753722795	0	0.13986013986014	0.132100396301189	0	0.121285627653123	0.00751964507275257	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Unclassified_Flavobacterium|t__	0	0	0	1.1454753722795	0	0	0.132100396301189	0	0	0.00751964507275257	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Gelidibacter	0	0	0	0	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Gelidibacter|s__Subsaxibacter_sp._ZS4-19	0	0	0	0	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Gillisia	0.714853057982526	0.058343057176196	0.309597523219814	1.08820160366552	0	0.0699300699300699	0	0	0	0.0112794676091288	0	0.135685210312076	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Gillisia|s__Unclassified_Gillisia	0.714853057982526	0.058343057176196	0.309597523219814	1.08820160366552	0	0.0699300699300699	0	0	0	0.0112794676091288	0	0.135685210312076	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Gillisia|s__Unclassified_Gillisia|t__	0	0	0	1.08820160366552	0	0	0	0	0	0.0112794676091288	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Gilvibacter	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Gilvibacter|s__Unclassified_Gilvibacter	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Gramella	0.052952078369076	0.058343057176196	0	0.11454753722795	0	0	0.132100396301189	0	0	0	0	0.67842605156038	0	0	0	0	0	0	0	2.23880597014925
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Gramella|s__Unclassified_Gramella	0.052952078369076	0.058343057176196	0	0.11454753722795	0	0	0.132100396301189	0	0	0	0	0.67842605156038	0	0	0	0	0	0	0	2.23880597014925
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Gramella|s__Unclassified_Gramella|t__	0	0	0	0.11454753722795	0	0	0.132100396301189	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Kordia	0	0.058343057176196	0	0	0	0	0	0	0	0.0112794676091288	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Kordia|s__Unclassified_Kordia	0	0.058343057176196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Kordia|s__marine_bacterium_K5-5	0	0	0	0	0	0	0	0	0	0.0112794676091288	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Kordia|s__marine_bacterium_K5-5|t__Unclassified_marine_bacterium_K5-5	0	0	0	0	0	0	0	0	0	0.0112794676091288	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Leeuwenhoekiella	0.026476039184538	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53475935828877	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Leeuwenhoekiella|s__Leeuwenhoekiella_blandensis_MED217	0.026476039184538	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Leeuwenhoekiella|s__Leeuwenhoekiella_blandensis_MED217|t__Unclassified_Leeuwenhoekiella_blandensis_MED217	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Leeuwenhoekiella|s__Unclassified_Leeuwenhoekiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53475935828877	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Lutibacter	0.370664548583532	0.175029171528588	0.412796697626419	3.32187857961054	0	0.0699300699300699	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Lutibacter|s__Lutibacter_sp._IMCC1507	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Lutibacter|s__Lutibacter_sp._IMCC1507|t__Unclassified_Lutibacter_sp._IMCC1507	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Lutibacter|s__Lutibacter_sp._UDC377	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Lutibacter|s__Lutibacter_sp._UDC377|t__Unclassified_Lutibacter_sp._UDC377	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Lutibacter|s__Unclassified_Lutibacter	0.370664548583532	0.175029171528588	0.412796697626419	3.20733104238259	0	0.0699300699300699	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Lutibacter|s__Unclassified_Lutibacter|t__	0	0	0	3.20733104238259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Maribacter	0.52952078369076	0.641773628938156	0.412796697626419	0.515463917525773	0	0	0	0.16	0.303214069132808	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Maribacter|s__Maribacter_sp._KLE1063	0	0	0	0	0	0	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Maribacter|s__Unclassified_Maribacter	0.52952078369076	0.641773628938156	0.412796697626419	0.515463917525773	0	0	0	0.16	0.242571255306246	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Maribacter|s__Unclassified_Maribacter|t__	0	0	0	0.515463917525773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Muricauda	0	0.233372228704784	0	0.286368843069874	0.222965440356745	0	0	0	0	0.0112794676091288	0	0	0	0	0	0	0	0	1	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Muricauda|s__Muricauda_ruestringensis_DSM_13258	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Muricauda|s__Muricauda_ruestringensis_DSM_13258|t__Unclassified_Muricauda_ruestringensis_DSM_13258	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Muricauda|s__Unclassified_Muricauda	0	0.233372228704784	0	0.229095074455899	0.222965440356745	0	0	0	0	0.0112794676091288	0	0	0	0	0	0	0	0	1	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Muricauda|s__Unclassified_Muricauda|t__	0	0	0	0.229095074455899	0	0	0	0	0	0.0112794676091288	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Muricola	0.052952078369076	0.116686114352392	0	0	0.111482720178372	0.0699300699300699	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Muricola|s__Muricola_jejuensis	0.052952078369076	0.116686114352392	0	0	0.111482720178372	0.0699300699300699	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Myroides	0.052952078369076	0	0	0	0	0	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Myroides|s__Unclassified_Myroides	0.052952078369076	0	0	0	0	0	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Persicivirga	0	0.058343057176196	0	0.229095074455899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Persicivirga|s__Flavobacterium_sp._PHGAD-2	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Persicivirga|s__Flavobacterium_sp._PHGAD-2|t__Unclassified_Flavobacterium_sp._PHGAD-2	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Persicivirga|s__Unclassified_Persicivirga	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Persicivirga|s__Unclassified_Persicivirga|t__	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Persicivirga|s__marine_psychrophile_IC076	0	0.058343057176196	0	0.11454753722795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Persicivirga|s__marine_psychrophile_IC076|t__Unclassified_marine_psychrophile_IC076	0	0	0	0.11454753722795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Polaribacter	0.079428117553614	0.116686114352392	0	0.0572737686139748	0	0.0699300699300699	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Polaribacter|s__Flavobacteria_bacterium_Yb011	0	0	0	0.0572737686139748	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Polaribacter|s__Flavobacteria_bacterium_Yb011|t__Unclassified_Flavobacteria_bacterium_Yb011	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Polaribacter|s__Polaribacter_sp._JO18	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Polaribacter|s__Unclassified_Polaribacter	0.052952078369076	0.116686114352392	0	0	0	0	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Poriferibacter	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Poriferibacter|s__Poriferibacter_numazuense	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Poriferibacter|s__Poriferibacter_numazuense|t__Unclassified_Poriferibacter_numazuense	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Psychroflexus	0	0.058343057176196	0	0	0	0	0	0	0	0.146633078918675	0	0	1.21580547112462	0	0	0.255102040816327	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Psychroflexus|s__Psychroflexus_sediminis	0	0	0	0	0	0	0	0	0	0.0187991126818814	0	0	0	0	0	0	0	0	0	0
