clade_name	NCBI_tax_id	reERR5004807_taxonomic_profile	reERR5004806_taxonomic_profile	reERR5004804_taxonomic_profile	reERR5004803_taxonomic_profile	reERR5004799_taxonomic_profile	reERR5004798_taxonomic_profile	reERR5004796_taxonomic_profile	reERR5004793_taxonomic_profile	reERR5004790_taxonomic_profile	reERR5004789_taxonomic_profile	reERR5004787_taxonomic_profile	reERR5004410_taxonomic_profile	reERR5004409_taxonomic_profile	reERR5004408_taxonomic_profile	reERR5004407_taxonomic_profile	reERR5004406_taxonomic_profile	reERR5004405_taxonomic_profile	reERR5004404_taxonomic_profile	reERR5004403_taxonomic_profile	reERR5004402_taxonomic_profile
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_cibi|t__SGB86022	2157|28890|183963|1644055|1963271|56688|413815|SGB86022	0	0	0	0	0	0	0	0	0	0	0.006074289995723384	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_depositum	2157|28890|183963|1644055|1963271|56688|2583992	0	0	0	0.12855028903149038	0.14099024744067207	0	0	0	0	0	0.09774212672088756	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_depositum|t__SGB86017	2157|28890|183963|1644055|1963271|56688|2583992|SGB86017	0	0	0	0.12855028903149038	0.14099024744067207	0	0	0	0	0	0.09774212672088756	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_ezzemoulense	2157|28890|183963|1644055|1963271|56688|337243	0	0	0	2.3483589219917844	4.405094197624496	2.8104113728144102	0.7630296260169839	0	0	1.6431295131294514	2.519092945747539	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_ezzemoulense|t__SGB272_group	2157|28890|183963|1644055|1963271|56688|337243|SGB272_group	0	0	0	2.3483589219917844	4.405094197624496	2.8104113728144102	0.7630296260169839	0	0	1.6431295131294514	2.519092945747539	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_halodurans	2157|28890|183963|1644055|1963271|56688|1383851	0	0	0	0	0	0	0	0	0	0	0.008393308636150058	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_halodurans|t__SGB287	2157|28890|183963|1644055|1963271|56688|1383851|SGB287	0	0	0	0	0	0	0	0	0	0	0.008393308636150058	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_kocurii	2157|28890|183963|1644055|1963271|56688|478441	0	0	0	0	0	0	0	0	0	0	0.0016794890617431856	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_kocurii|t__SGB279	2157|28890|183963|1644055|1963271|56688|478441|SGB279	0	0	0	0	0	0	0	0	0	0	0.0016794890617431856	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_saccharovorum	2157|28890|183963|1644055|1963271|56688|2248	0	0	0	0	0	0	0	0	0	0	0.001477619440528734	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_saccharovorum|t__SGB281	2157|28890|183963|1644055|1963271|56688|2248|SGB281	0	0	0	0	0	0	0	0	0	0	0.001477619440528734	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_salsamenti	2157|28890|183963|1644055|1963271|56688|2583990	0	0	0	0	0	0	0	0	0	0	0.014826661810590953	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_salsamenti|t__SGB86018	2157|28890|183963|1644055|1963271|56688|2583990|SGB86018	0	0	0	0	0	0	0	0	0	0	0.014826661810590953	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_sp_BV1	2157|28890|183963|1644055|1963271|56688|1498500	0	0	0	0	0.02178457372296306	0	0	0	0	0	0.02575988740218514	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_sp_BV1|t__SGB33526	2157|28890|183963|1644055|1963271|56688|1498500|SGB33526	0	0	0	0	0.02178457372296306	0	0	0	0	0	0.02575988740218514	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_sp_CBA1125	2157|28890|183963|1644055|1963271|56688|2668072	0	0	0	0	0.024911433768771432	0	0	0	0	0	0.09240416444188901	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_sp_CBA1125|t__SGB86021	2157|28890|183963|1644055|1963271|56688|2668072|SGB86021	0	0	0	0	0.024911433768771432	0	0	0	0	0	0.09240416444188901	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_sp_CBA1229	2157|28890|183963|1644055|1963271|56688|1853699	0	0	0	0.03764894890688875	1.3490374824100029	0	0.2547825584857709	0	0	0	1.1601910438521927	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_sp_CBA1229|t__SGB33520	2157|28890|183963|1644055|1963271|56688|1853699|SGB33520	0	0	0	0.03764894890688875	1.3490374824100029	0	0.2547825584857709	0	0	0	1.1601910438521927	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_sp_SD626R	2157|28890|183963|1644055|1963271|56688|1419722	0	0	0	0	0.12608647215411953	0	0	0	0	0	0.11748894688132418	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_sp_SD626R|t__SGB33519	2157|28890|183963|1644055|1963271|56688|1419722|SGB33519	0	0	0	0	0.12608647215411953	0	0	0	0	0	0.11748894688132418	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Salinigranum	2157|28890|183963|1644055|1963271|1644057	0	0	0	3.180801494163388	0.7538622816375041	0	0	0	0	0.7540041948051805	0.7240169791688162	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Salinigranum|s__Salinigranum_halophilum	2157|28890|183963|1644055|1963271|1644057|2565931	0	0	0	2.7418939354077554	0.7027106052264697	0	0	0	0	0	0.6000640677360636	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Salinigranum|s__Salinigranum_halophilum|t__SGB86009	2157|28890|183963|1644055|1963271|1644057|2565931|SGB86009	0	0	0	2.7418939354077554	0.7027106052264697	0	0	0	0	0	0.6000640677360636	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Salinigranum|s__Salinigranum_rubrum	2157|28890|183963|1644055|1963271|1644057|755307	0	0	0	0.4272877605588898	0.03309437958442206	0	0	0	0	0.7540041948051805	0.08838249137335026	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Salinigranum|s__Salinigranum_rubrum|t__SGB253	2157|28890|183963|1644055|1963271|1644057|755307|SGB253	0	0	0	0.4272877605588898	0.03309437958442206	0	0	0	0	0.7540041948051805	0.08838249137335026	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Salinigranum|s__Salinigranum_salinum	2157|28890|183963|1644055|1963271|1644057|1364937	0	0	0	0.01161979819674232	0.018057296826612352	0	0	0	0	0	0.03557042005940223	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Salinigranum|s__Salinigranum_salinum|t__SGB86010	2157|28890|183963|1644055|1963271|1644057|1364937|SGB86010	0	0	0	0.01161979819674232	0.018057296826612352	0	0	0	0	0	0.03557042005940223	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota	2157|651137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03046574780671828	0	0.02912509085228002
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified	2157|651137|72384459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03046574780671828	0	0.02912509085228002
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales	2157|651137|72384459|31932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03046574780671828	0	0.02912509085228002
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae	2157|651137|72384459|31932|338190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03046574780671828	0	0.02912509085228002
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus	2157|651137|72384459|31932|338190|338191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03046574780671828	0	0.02912509085228002
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Candidatus_Nitrosopumilus_salaria	2157|651137|72384459|31932|338190|338191|1170320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02912509085228002
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Candidatus_Nitrosopumilus_salaria|t__SGB560	2157|651137|72384459|31932|338190|338191|1170320|SGB560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02912509085228002
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus_oxyclinae	2157|651137|72384459|31932|338190|338191|1959104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03046574780671828	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus_oxyclinae|t__SGB74767	2157|651137|72384459|31932|338190|338191|1959104|SGB74767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03046574780671828	0	0
k__Bacteria	2	0	0	2.3677543537327934	3.781971951621246	1.0265784404963594	0.24594698584117006	0.5296622346506569	1.0102725677357738	1.8711192287498368	1.4054093884592955	0.7553448278446623	1.215120979161008	0.5878121990309185	0.6472537527483784	0.580994148737597	0.4690425137959867	1.5948888284106084	0.9560362891564348	1.3279509097760194	1.0892211385483277
k__Bacteria|p__Bacteroidetes	2|976	0	0	0	0	0	0	0	0	0	0	0.0141159814637745	0.12707407117401448	0	0	0	0	0.4957432817569404	0.20583572166663955	0.2366739180997401	0.41419484740185775
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified	2|976|86385771	0	0	0	0	0	0	0	0	0	0	0.0141159814637745	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_Order_II_Incertae_sedis	2|976|86385771|1100069	0	0	0	0	0	0	0	0	0	0	0.0141159814637745	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_Order_II_Incertae_sedis|f__Rhodothermaceae	2|976|86385771|1100069|563843	0	0	0	0	0	0	0	0	0	0	0.0141159814637745	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_Order_II_Incertae_sedis|f__Rhodothermaceae|g__Salinibacter	2|976|86385771|1100069|563843|146918	0	0	0	0	0	0	0	0	0	0	0.0141159814637745	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_Order_II_Incertae_sedis|f__Rhodothermaceae|g__Salinibacter|s__Salinibacter_sp_10B	2|976|86385771|1100069|563843|146918|1923971	0	0	0	0	0	0	0	0	0	0	0.0141159814637745	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_Order_II_Incertae_sedis|f__Rhodothermaceae|g__Salinibacter|s__Salinibacter_sp_10B|t__SGB33662	2|976|86385771|1100069|563843|146918|1923971|SGB33662	0	0	0	0	0	0	0	0	0	0	0.0141159814637745	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia	2|976|768503	0	0	0	0	0	0	0	0	0	0	0	0.012146592331889269	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	2|976|768503|768507	0	0	0	0	0	0	0	0	0	0	0	0.012146592331889269	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae	2|976|768503|768507|563798	0	0	0	0	0	0	0	0	0	0	0	0.012146592331889269	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus	2|976|768503|768507|563798|246875	0	0	0	0	0	0	0	0	0	0	0	0.012146592331889269	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_iocasae	2|976|768503|768507|563798|246875|1836499	0	0	0	0	0	0	0	0	0	0	0	0.012146592331889269	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_iocasae|t__SGB78508	2|976|768503|768507|563798|246875|1836499|SGB78508	0	0	0	0	0	0	0	0	0	0	0	0.012146592331889269	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	2|976|117743	0	0	0	0	0	0	0	0	0	0	0	0.1149274788421252	0	0	0	0	0.4957432817569404	0.20583572166663955	0.2366739180997401	0.41419484740185775
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	0	0	0	0	0	0	0	0	0	0	0	0.1149274788421252	0	0	0	0	0.4957432817569404	0.20583572166663955	0.2366739180997401	0.41419484740185775
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	2|976|117743|200644|49546	0	0	0	0	0	0	0	0	0	0	0	0.1149274788421252	0	0	0	0	0.4957432817569404	0.20583572166663955	0.2366739180997401	0.41419484740185775
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium	2|976|117743|200644|49546|237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06426453589165358
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_degerlachei	2|976|117743|200644|49546|237|229203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06426453589165358
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_degerlachei|t__SGB2954	2|976|117743|200644|49546|237|229203|SGB2954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06426453589165358
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gillisia	2|976|117743|200644|49546|244698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037270319075596144	0	0	0.002068493185899364
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gillisia|s__Gillisia_sp_Hel1_33_143	2|976|117743|200644|49546|244698|1336796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037270319075596144	0	0	0.002068493185899364
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gillisia|s__Gillisia_sp_Hel1_33_143|t__SGB2748	2|976|117743|200644|49546|244698|1336796|SGB2748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037270319075596144	0	0	0.002068493185899364
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Maribacter	2|976|117743|200644|49546|252356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29224009242934923	0.10127873837380363	0.16546069143172734	0.3109105405586794
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Maribacter|s__Maribacter_arcticus	2|976|117743|200644|49546|252356|561365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05209050453583605	0.007994316556938306	0.02763930626062318	0.08157586451503733
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Maribacter|s__Maribacter_arcticus|t__SGB2789	2|976|117743|200644|49546|252356|561365|SGB2789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05209050453583605	0.007994316556938306	0.02763930626062318	0.08157586451503733
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Maribacter|s__Maribacter_orientalis	2|976|117743|200644|49546|252356|228957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2401494284046303	0.09328442181686536	0.1378212523760132	0.229334676043642
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Maribacter|s__Maribacter_orientalis|t__SGB2788	2|976|117743|200644|49546|252356|228957|SGB2788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2401494284046303	0.09328442181686536	0.1378212523760132	0.229334676043642
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Pareuzebyella	2|976|117743|200644|49546|2797878	0	0	0	0	0	0	0	0	0	0	0	0.1149274788421252	0	0	0	0	0.0803032904660055	0.1045569832928359	0.05166220380865332	0.027209140092070903
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Pareuzebyella|s__Pareuzebyella_sediminis	2|976|117743|200644|49546|2797878|2607998	0	0	0	0	0	0	0	0	0	0	0	0.1149274788421252	0	0	0	0	0.0803032904660055	0.1045569832928359	0.05166220380865332	0.027209140092070903
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Pareuzebyella|s__Pareuzebyella_sediminis|t__SGB79211	2|976|117743|200644|49546|2797878|2607998|SGB79211	0	0	0	0	0	0	0	0	0	0	0	0.1149274788421252	0	0	0	0	0.0803032904660055	0.1045569832928359	0.05166220380865332	0.027209140092070903
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Winogradskyella	2|976|117743|200644|49546|286104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01038543758396136	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Winogradskyella|s__Winogradskyella_aurantia	2|976|117743|200644|49546|286104|1915063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01038543758396136	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Winogradskyella|s__Winogradskyella_aurantia|t__SGB2854	2|976|117743|200644|49546|286104|1915063|SGB2854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01038543758396136	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Yeosuana	2|976|117743|200644|49546|288018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07554414220202825	0	0.01955115565445038	0.009742137673554571
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Yeosuana|s__Yeosuana_marina	2|976|117743|200644|49546|288018|1565536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07554414220202825	0	0.01955115565445038	0.009742137673554571
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Yeosuana|s__Yeosuana_marina|t__SGB79151	2|976|117743|200644|49546|288018|1565536|SGB79151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07554414220202825	0	0.01955115565445038	0.009742137673554571
k__Bacteria|p__Balneolaeota	2|1936987	0	0	0	0	0	0	0	0	0	0	0.005158430689639785	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Balneolaeota|c__Balneolia	2|1936987|1853221	0	0	0	0	0	0	0	0	0	0	0.005158430689639785	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Balneolaeota|c__Balneolia|o__Balneolales	2|1936987|1853221|1853223	0	0	0	0	0	0	0	0	0	0	0.005158430689639785	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Balneolaeota|c__Balneolia|o__Balneolales|f__Balneolaceae	2|1936987|1853221|1853223|1813606	0	0	0	0	0	0	0	0	0	0	0.005158430689639785	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Balneolaeota|c__Balneolia|o__Balneolales|f__Balneolaceae|g__Aliifodinibius	2|1936987|1853221|1853223|1813606|1397107	0	0	0	0	0	0	0	0	0	0	0.005158430689639785	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Balneolaeota|c__Balneolia|o__Balneolales|f__Balneolaceae|g__Aliifodinibius|s__Aliifodinibius_sp_WN023	2|1936987|1853221|1853223|1813606|1397107|2032627	0	0	0	0	0	0	0	0	0	0	0.005158430689639785	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Balneolaeota|c__Balneolia|o__Balneolales|f__Balneolaceae|g__Aliifodinibius|s__Aliifodinibius_sp_WN023|t__SGB8443	2|1936987|1853221|1853223|1813606|1397107|2032627|SGB8443	0	0	0	0	0	0	0	0	0	0	0.005158430689639785	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlorobi	2|1090	0	0	0	0	0	0	0	0	0	0	0	0.1859331947714966	0	0	0	0	0.014997537097959156	0	0	0
k__Bacteria|p__Chlorobi|c__Chlorobia	2|1090|191410	0	0	0	0	0	0	0	0	0	0	0	0.1859331947714966	0	0	0	0	0.014997537097959156	0	0	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales	2|1090|191410|191411	0	0	0	0	0	0	0	0	0	0	0	0.1859331947714966	0	0	0	0	0.014997537097959156	0	0	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae	2|1090|191410|191411|191412	0	0	0	0	0	0	0	0	0	0	0	0.1859331947714966	0	0	0	0	0.014997537097959156	0	0	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium	2|1090|191410|191411|191412|1091	0	0	0	0	0	0	0	0	0	0	0	0.1859331947714966	0	0	0	0	0.014997537097959156	0	0	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_phaeobacteroides	2|1090|191410|191411|191412|1091|1096	0	0	0	0	0	0	0	0	0	0	0	0.1859331947714966	0	0	0	0	0.014997537097959156	0	0	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_phaeobacteroides|t__SGB8448	2|1090|191410|191411|191412|1091|1096|SGB8448	0	0	0	0	0	0	0	0	0	0	0	0.1859331947714966	0	0	0	0	0.014997537097959156	0	0	0
k__Bacteria|p__Cyanobacteria	2|1117	0	0	0	0	0	0	0.0029912073804693787	0	0	0.012465545497981588	0	0.2710242285550087	0.5878121990309185	0.4029623222575645	0.4725005795894654	0.13853297286443192	0.21321845462585445	0.07034627645339811	0.36260031579161656	0.31905512064353514
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified	2|1117|7116683	0	0	0	0	0	0	0.0029912073804693787	0	0	0.012465545497981588	0	0.2710242285550087	0.5878121990309185	0.4029623222575645	0.4725005795894654	0.13853297286443192	0.21321845462585445	0.07034627645339811	0.36260031579161656	0.31905512064353514
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Oscillatoriales	2|1117|7116683|1150	0	0	0	0	0	0	0.0029912073804693787	0	0	0.012465545497981588	0	0	0	0	0	0	0.00262789832257216	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Oscillatoriales|f__Coleofasciculaceae	2|1117|7116683|1150|1892251	0	0	0	0	0	0	0.0029912073804693787	0	0	0.012465545497981588	0	0	0	0	0	0	0.00262789832257216	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Oscillatoriales|f__Coleofasciculaceae|g__Coleofasciculus	2|1117|7116683|1150|1892251|669368	0	0	0	0	0	0	0.0029912073804693787	0	0	0.012465545497981588	0	0	0	0	0	0	0.00262789832257216	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Oscillatoriales|f__Coleofasciculaceae|g__Coleofasciculus|s__Coleofasciculus_chthonoplastes	2|1117|7116683|1150|1892251|669368|64178	0	0	0	0	0	0	0.0029912073804693787	0	0	0.012465545497981588	0	0	0	0	0	0	0.00262789832257216	0	0	0
