meta-mOTU_v2_ID	kingdom	phylum	class	order	family	genus	mOTU
ext_mOTU_v3_19880	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19881	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19882	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19883	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19884	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19885	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_19886	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	NA Prevotellaceae gen. incertae sedis	NA Prevotellaceae species incertae sedis
ext_mOTU_v3_19887	2 Bacteria	201174 Actinobacteria	84998 Coriobacteriia	1643822 Eggerthellales	1643826 Eggerthellaceae	NA Eggerthellaceae gen. incertae sedis	NA Eggerthellaceae species incertae sedis
ext_mOTU_v3_19888	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_19889	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19890	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19891	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19892	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	NA Ruminococcus species incertae sedis
ext_mOTU_v3_19893	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19894	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19895	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19896	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	NA Clostridium species incertae sedis
ext_mOTU_v3_19897	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	NA Clostridium species incertae sedis
ext_mOTU_v3_19898	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19899	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_19900	2 Bacteria	95818 Candidatus Saccharibacteria	NA Candidatus Saccharibacteria class incertae sedis	NA Candidatus Saccharibacteria order incertae sedis	NA Candidatus Saccharibacteria fam. incertae sedis	NA Candidatus Saccharibacteria gen. incertae sedis	NA Candidatus Saccharibacteria species incertae sedis
ext_mOTU_v3_19901	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19902	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135624 Aeromonadales	83763 Succinivibrionaceae	NA Succinivibrionaceae gen. incertae sedis	NA Succinivibrionaceae species incertae sedis
ext_mOTU_v3_19903	2 Bacteria	74152 Elusimicrobia	NA Elusimicrobia class incertae sedis	NA Elusimicrobia order incertae sedis	NA Elusimicrobia fam. incertae sedis	NA Elusimicrobia gen. incertae sedis	NA Elusimicrobia species incertae sedis
ext_mOTU_v3_19904	2 Bacteria	95818 Candidatus Saccharibacteria	NA Candidatus Saccharibacteria class incertae sedis	NA Candidatus Saccharibacteria order incertae sedis	NA Candidatus Saccharibacteria fam. incertae sedis	NA Candidatus Saccharibacteria gen. incertae sedis	NA Candidatus Saccharibacteria species incertae sedis
ext_mOTU_v3_19905	2 Bacteria	95818 Candidatus Saccharibacteria	NA Candidatus Saccharibacteria class incertae sedis	NA Candidatus Saccharibacteria order incertae sedis	NA Candidatus Saccharibacteria fam. incertae sedis	NA Candidatus Saccharibacteria gen. incertae sedis	NA Candidatus Saccharibacteria species incertae sedis
ext_mOTU_v3_19906	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19907	2 Bacteria	95818 Candidatus Saccharibacteria	NA Candidatus Saccharibacteria class incertae sedis	NA Candidatus Saccharibacteria order incertae sedis	NA Candidatus Saccharibacteria fam. incertae sedis	NA Candidatus Saccharibacteria gen. incertae sedis	NA Candidatus Saccharibacteria species incertae sedis
ext_mOTU_v3_19908	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19909	2 Bacteria	544448 Tenericutes	31969 Mollicutes	NA Mollicutes order incertae sedis	NA Mollicutes fam. incertae sedis	NA Mollicutes gen. incertae sedis	NA Mollicutes species incertae sedis
ext_mOTU_v3_19910	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
ext_mOTU_v3_19911	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19912	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	543314 Clostridiales Family XIII. Incertae Sedis	NA Clostridiales Family XIII. Incertae Sedis gen. incertae sedis	NA Clostridiales Family XIII. Incertae Sedis species incertae sedis
ext_mOTU_v3_19913	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_19914	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19915	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	NA Clostridiaceae gen. incertae sedis	NA Clostridiaceae species incertae sedis
ext_mOTU_v3_19916	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19917	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19918	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19919	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19920	2 Bacteria	1239 Firmicutes	526524 Erysipelotrichia	526525 Erysipelotrichales	128827 Erysipelotrichaceae	NA Erysipelotrichaceae gen. incertae sedis	NA Erysipelotrichaceae species incertae sedis
ext_mOTU_v3_19921	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19922	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_19923	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19924	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19925	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19926	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19927	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19928	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19929	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19930	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	136 Spirochaetales	137 Spirochaetaceae	NA Spirochaetaceae gen. incertae sedis	NA Spirochaetaceae species incertae sedis
ext_mOTU_v3_19931	2 Bacteria	65842 Fibrobacteres	204430 Fibrobacteria	218872 Fibrobacterales	204431 Fibrobacteraceae	832 Fibrobacter	NA Fibrobacter species incertae sedis
ext_mOTU_v3_19932	2 Bacteria	65842 Fibrobacteres	204430 Fibrobacteria	218872 Fibrobacterales	204431 Fibrobacteraceae	832 Fibrobacter	NA Fibrobacter species incertae sedis
ext_mOTU_v3_19933	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19934	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	NA Ruminococcus species incertae sedis
ext_mOTU_v3_19935	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19936	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19937	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19938	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19939	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19940	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_19941	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19942	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19943	2157 Archaea	28890 Euryarchaeota	183967 Thermoplasmata	NA Thermoplasmata order incertae sedis	NA Thermoplasmata fam. incertae sedis	NA Thermoplasmata gen. incertae sedis	NA Thermoplasmata species incertae sedis
ext_mOTU_v3_19944	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19945	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19946	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19947	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19948	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19949	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19950	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
ext_mOTU_v3_19951	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	NA Clostridium species incertae sedis
ext_mOTU_v3_19952	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19953	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19954	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19955	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	815 Bacteroidaceae	816 Bacteroides	NA Bacteroides species incertae sedis
ext_mOTU_v3_19956	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19957	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19958	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19959	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19960	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	NA Ruminococcus species incertae sedis
ext_mOTU_v3_19961	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	NA Alphaproteobacteria order incertae sedis	NA Alphaproteobacteria fam. incertae sedis	NA Alphaproteobacteria gen. incertae sedis	NA Alphaproteobacteria species incertae sedis
ext_mOTU_v3_19962	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	572511 Blautia	NA Blautia species incertae sedis
ext_mOTU_v3_19963	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_19964	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	NA Rhodospirillales fam. incertae sedis	NA Rhodospirillales gen. incertae sedis	NA Rhodospirillales species incertae sedis
ext_mOTU_v3_19965	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19966	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	41295 Rhodospirillaceae	NA Rhodospirillaceae gen. incertae sedis	NA Rhodospirillaceae species incertae sedis
ext_mOTU_v3_19967	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19968	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19969	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19970	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19971	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19972	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19973	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19974	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19975	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	815 Bacteroidaceae	816 Bacteroides	NA Bacteroides species incertae sedis
ext_mOTU_v3_19976	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19977	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19978	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
