Taxa	CSM67UH7	CSM7KOON	CSM7KOOP	CSMAHYLR	HSM5MD5D	HSM5MD6Q	HSM5MD6W	HSM67VF3	HSM67VFX	HSM67VFZ	HSM67VGK	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRRJ	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRVC	HSM6XRVK	HSM7CYXI	HSM7CYXO	HSM7CYZJ	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ24	HSM7CZ28	HSM7CZ2A	HSM7J4HC	HSM7J4HW	HSM7J4HY	HSM7J4KO	HSM7J4LD	HSM7J4LN	HSM7J4NY	HSM7J4O5	HSM7J4R2	HSMA33NY	HSMA33SE	HSMA33SG	MSM6J2JR	MSM6J2JZ	MSM6J2K6	MSM6J2KA	MSM6J2QF	MSM6J2QH	MSM6J2RM	MSM6J2RU	MSM79H58	MSM79H5E	MSM79H5M	MSM79H5S	MSM79H5U	MSM79H6D	MSM79H6L	MSM79H83	MSM79H8H	MSM79H9A	MSM79HA7	MSM79HBL	MSM79HC8	MSM79HCP	MSM9VZGO	MSM9VZHB	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZJZ	MSM9VZKE	MSM9VZL7	MSM9VZLJ	MSM9VZMI	MSM9VZMS	MSM9VZMW	MSM9VZNL	MSM9VZOI	MSM9VZOO	MSM9VZPT	MSMA26BB	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BN	MSMA26BR	MSMA26BV	MSMA26DI	MSMAPC5H	MSMAPC6M	MSMAPC7T	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM7J154	PSM7J15M	PSM7J17V	PSM7J19P	PSM7J19R	PSM7J1DL	PSMA265L
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__cobetia|s__cobetia_pacifica	0	0.000478195284400874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000124084660864213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__cobetia|s__cobetia_sp._4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000442298070198232	0	0	0	0	0.000261888485572063	0	0	0	0	0	0	0	0.000375349806021066	0	0	0	0	0	0	0	0	0	0	0	0.000191232441536085	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__cobetia|s__cobetia_sp._cqz5-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000398102311425449	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000936739091442935	0	0	0	0	0	0	0	0	0.00118351607169573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000494458881858939	0	0	0	0.000632552197119044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__cobetia|s__cobetia_sp._l2a1	0.000202974452579931	0	0.00022240397569347	0	0.00035401043045153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000440117260441699	0	0	0	0.000174246020046656	0.000230444003374622	0	0	0.000144485615240282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000227704083579977	0.000229741666982561	0.000130529217660081	0.000151904839213475	0.000230207171106851	0	0	0.000198489672234997	0	0	0	0	0	0	0	0	0	0.000155742249527937	0	0	0	0	0	0	0.000123241640269206	0	0	0	0.000133629634776845	0	0	0	0	0	0	0	0	0	0.000389375399028664	0.000124105548045446	0	0	0	0	0	0	0	0	0	0	0.000374867992913924	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas	0.00356423138730359	0.00646388108569457	0.0061081663324385	0.00561138490068938	0.0035587364324338	0.00348802887970668	0.000241976436835222	0	0.00389603630050656	0.00232462792554759	0.00160745425302594	0.00113300454536831	0.0012174254891241	0.00173195460609278	0.00144315704788042	0.0012489676372634	0.00277793608741154	0.00172325813720859	0.00158283047543531	0.00347692635748943	0	0.000186382100546465	0.00424785968294122	0.00352474806265807	0.00621622699103043	0.00313996343606633	0.00101918151612402	0.00108744436733475	0.00205989073613771	0.00320353280872762	0.00257813422488652	0.000319238456011677	0	0.00021467307057211	0.000435699440293237	0.00310519802911851	0.00159028763081401	0.00280980009406722	0.00184776475706846	0.00400021597225151	0.00121982816790147	0.00049324137692452	0.00337500056053331	0.00297577481240716	0.00553601647816597	0.00210569732692395	0.00141488490521779	0.00379506805966628	0.00578183195239446	0.0104653719806289	0.00713003339058247	0.00918910291334849	0.00175699696702955	0.00325899711333077	0.0045106778015403	0.00448340613935723	0.00238095464400213	0.00387364305894985	0.0114244110214865	0.00520959702722543	0.00364322270845002	0.00437394187677396	0.00465467062493423	0.00814391997831064	0.0112134419660115	0.00216812744253107	0.00328406317122188	0.00235252921773427	0.00259027121398042	0.00274045421979877	0.00184630513852633	0.0098978442341206	0.00176610422134231	0.00319092470543406	0.00385854520307779	0.00633786267798751	0.00134783358794345	0.00135603333129928	0.0108282053528335	0.00265206174418163	0.0025538160396172	0.00201945123667371	0.00138069765501927	0.00356036758031006	0.00272034680167151	0.00359523285103133	0.00434369418159062	0.00231677123624106	0.00245525323066724	0.00183806176208735	0.00382475647472574	0.00162131852606681	0.00140969072666994	0.00226000998304018	0.00069495198460913	0.00054068539307997	0.00143887923388373	0.00266870309241103	0.00250038445952106	0.00188884196765588
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_aestuarii	8.93087591351697e-05	0.000403992567855911	0.000333605963540204	0.00037046036237561	0	0	0	0	0	8.70898070089877e-05	0	0.000412800105676827	0.000133078899620853	9.96808406384334e-05	0	0	0	0	0	0.000154041041154595	0	0	0	0	0.000213160703121525	0	0	0	0.000437593368816819	0	0.000455470379729952	0.000319238456011677	0	0	0	0.000253337834543468	0.000181973211486181	0	0	9.19589878678507e-05	0	0	0	0	7.31925255526751e-05	0.00022052911194136	8.61858825513377e-05	0	0.000114870833491281	0.000429978599350855	0.000142410786762633	0.000377283974869562	0.0001676802084717	0.000170470618235763	0.000129018286952748	0.000170016805846412	0.000147324538850431	0	0.000925927279620779	0.000101280136616776	0.000168667717983797	0.000124259712408351	0.000354776724461451	0.000104075654674896	0	7.30829475010474e-05	0	0	0	0	0	0.000169457255370158	0	0	0	0.000276804243466322	0.000234783915319181	0	0.000435304737802353	0	0.000159613502476075	0	0	9.58276988489251e-05	0	0	0	0	0	0	0	9.97734477579576e-05	0	0	0	0	0	0.000151732282846112	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_beimenensis	0	0.000123671194241605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192252270133115	9.95691543123749e-05	0.000460888006749244	0	0	0	0	0	0	0	0	0	0	0.00015924092457018	0.000150325696445106	0	0	0	0	0	8.65384759111105e-05	0	0.000272808504332698	0	0	9.21659385918953e-05	8.61531251184605e-05	0.000514438681366202	0.00013291673431179	0.000198233952897567	0	0.000120332201107598	0.000148867254176248	0.00022039215572683	7.12860671856926e-05	0	0.000431635273206679	0.00012660017077097	0	0	0.000113528551827664	0.000156113482012344	0.000278696657049993	0	0	0	0	0	0	0.000346617113257142	0	0.000143887851438671	0	0	0	0	0.000462511283915	9.2299132628131e-05	0	0	0	8.84563373990077e-05	0	0.000285541959287687	0	0	0	0.000169529968347863	0	0	0.000231897175815834	0.000115216195213813	0	0.000157699906314991	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_campaniensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000308549018017563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_chromatireducens	0.000170498540167142	0.000123671194241605	0.00020651797742965	0.000119854823121521	0.00012110883147026	0.000483634256429917	0	0	0.00012175113439083	0.000100488238856524	0	0	0	0	0	0.000157154868264932	0	0	0	0.000242064493242935	0	0	0.000210562010145793	0.000134418358321706	0.000282293904133912	0	0	0	0	0.000138981900595558	0.000154688053493191	0	0	0	0	0.000115811581505585	0	0.000209426093967743	0.000123819287844794	0.000137938481801776	0	0	0.000110139878432322	6.80177099978779e-05	0.000173000514942687	0	0	0.000119273567589512	0.000224955382253758	0.000453013167173222	0.00013291673431179	0.000313337538450992	0	0	0.000168716221399747	0.000113344537230941	6.17812582276003e-05	0	0.000584796176602597	0.00017091023054081	0	0.000215383501507809	0	0.000320899935247597	0	6.09024562508728e-05	0.000232206486854072	9.04818929897796e-05	5.76781039550295e-05	0.000250362484277913	0	0.000161754652853333	0	0	0.000123614720464735	0.000429523826068431	0	0	0.000455709647386838	0.000166138438730636	0	0.000117637936116915	9.58817815985602e-05	0.000228512204947437	0.000193389583057216	0	0.000286994079855094	0.000139205138658261	0.000211964307683503	0	0.000239836214586763	0.000133031263677277	0	0.000150667332202678	0	0	0	0.000303464565692224	0.000304924934087934	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_elongata	8.11897810319725e-05	0.00037925832900759	0.000254175972221108	0	0	0.000190522585866331	0.000241976436835222	0	0	7.36913751614511e-05	0	0	0	0	0	0	0.000111435831586709	0	0	0	0	0	0.000256336360177487	7.96553234498999e-05	0.000144027502109139	0	0	0	0	9.03382353871129e-05	0.000111719149745083	0	0	0	0	0	0	6.39913064901437e-05	0	0.000105095986134687	0	0	0.000180944085995958	0.000124699134996109	0.000239539174536028	0	0	9.75874643914185e-05	0.000224955382253758	0.00025338024604604	0.000427232360287898	0.000492387560422988	0	0	0.000133980528758623	0.000239282911931987	9.98004940599696e-05	0	0.000146199044150649	0.000196230264695004	0.00014168088310639	0	0	0.000468340446037033	0.00087707477365733	9.13536843763092e-05	0	0	0	0	0	0.000508371766110475	0	0.000126959868916475	0.000158933212026088	0	0	0	0.000156437640147721	0	0.000112668354688994	0	0	0	0	0	0.000271480886349414	0.000159091587038013	0	0	0.000126229586624612	9.97734477579576e-05	0	0	0	0	6.38410581586638e-05	0	0	0.000103172040250111
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_huangheensis	8.93087591351697e-05	0.000148405433089926	0.000301833967012566	0	0.00012110883147026	0.000468978672901738	0	0	0.000101459278659025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000273815174359031	0.000184355202699698	0.000470271021530671	0	0	0	0	0.000120312930494704	0	0	0	0	7.23822384409908e-05	0	0	0	0	0	0	0	0	0	0	0	0.000119273567589512	0.000129229687677691	0.000168920164030693	0.000104434576959264	0.000185444665613853	8.01948823125521e-05	0.000130359884533231	5.45846598646241e-05	0	0	0	0.000160122762641187	0	0	0.000115975731581128	0	0.000260189136687241	0.000336075380560285	6.69927018759601e-05	0	0	0	0.000101498304436992	0	0.000177159857886984	0	0	0	0.000124084660864213	0	0	0.000292470370710956	7.99925816110469e-05	0	0	9.58817815985602e-05	0	0.000141819027575292	0.000142770979643844	8.53225642812443e-05	0.000129261914468386	0	0	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_hydrothermalis	0.000300402189818298	0	0	0	0	0	0	0	0.000517442321161027	0.000395253739502329	0	0	0	0	0	0	0	0	0.000330481088277702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000281364320241707	0	0	0.000208414155846747	0	0	0	0	0	0	0.000381063118052277	0	0.000433648561145401	0	0.000475039158756808	0	0.00044336127564992	0	0.000392460110489701	0.000367101606490615	0.000300401498156189	0	0	0	0	0	0	0	0.000418422734580861	0.000507007596100473	0	0.000546526155111793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_meridiana	0.000170498540167142	0.000239097642200437	0.000349491961804023	0.000501211078508178	0.000288797982736775	0.000512945423486276	0	0	0.000142042990122635	0.000214374909560585	0.000234796688644239	0	0	0.00041741352017344	0	0.000322581045385912	0	0	0.000313087346789402	0.000660175890662549	0	0.000186382100546465	0	0.000114504527459231	0.00036294930531503	0.000108524081891693	0	0	0	0	0	0	0	0	0	0	0	0	0.000714342045258426	0.000236465968803045	0	0	0.00020454548851717	0.000113362849996463	0.000445809019275385	0	0	0.000493358847756616	0.000114870833491281	0.000168920164030693	0.000455714517640424	0.000447625054929989	0	0.000441218070727858	0.00030269675015837	0.000283361343077353	0.000247125032910401	0.00038865983869062	0	0.000227880307387747	0.000654430745777134	0.000182247578198915	0.000695362379944443	0.000260189136687241	0.000270499696548522	0	0	0	0	0	0.000183550803245308	0.000277293690605713	0	0.000414735571793817	0.000309036801161837	0.000754052939097912	0	0	0.000564535831837427	0.00020921136729043	0.000347394093624398	0	0	0	0	0	0.000178401725315329	0	0.000565238153822675	0	0.000971967817009513	0.000224490257455405	0	0	0	0.000382985486764979	0.000225899128869118	0.000508749418954611	0	0.000150789904980932
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_piezotolerans	0	0.000272076627331532	0.00020651797742965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000274646100190165	0	0.000184355202699698	0	0	0	0	0	0	0	0	0	0	0	0.00049844836189693	0	0	0.000236465968803045	0	0	0	0.000153039847495225	0.000166346648983352	0	0	0.00021686103198093	0.000220169097524955	0.00019195473185306	0.000408244255386213	0.000159866091046425	0	0	7.93958688939987e-05	0.000113344537230941	0	0.000466391806428745	0	0.000310170418388877	0.000708404415531949	0.000530174772942299	0	0.000225497251795609	0	0.000115714666876658	0	0.000253349300371383	0.000671163391476707	0	0.000172753697172054	0.000261888485572063	0.000940331166498473	0	0	0	0	0	0.000204049095844853	0.000172291714239178	0.000140835443361243	0	0.000325998057435105	0.000213769482047602	0	0	0	0	0	0.00023198837773918	0	0	0	0.000522904270585766	0	0	0.000402689751462341	0	0.000691163183932651	0.000357133985481154
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_profundi	0	0	0	0.000174334288176758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182508145566672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145885596208326	0	0.000147076803762711	0	0	0	0.000157422968376307	0	0	0.000264550651320223	0	0	0	0	0.000121421597120712	0.000139348328524996	0	0	0	0	0	0	0.000115539037752381	0.000276848769832038	0.000177743816483064	0.000397333030065219	0	0	0	0	0.000110758959153757	0.000178391561590907	0.000303898001635363	0	0	0	0	0	0	0.000194300615376544	0.000133839448695681	0	0	0	0	0	0	0	0.000133881426040687	0	0.000142853594192462
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_socia	0	0.000164894925655474	0.000142973984374373	0.0002070219672099	0	0	0	0	0.000111605206524927	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000210562010145793	0.000124461442890469	0.000178594102615332	7.23493879277956e-05	0	0	0	0	0	0	0	0	0	0.000115811581505585	0	0	0	7.88219896010149e-05	0	0	0	7.93539949975242e-05	0.000199615978780023	0	0	9.21659385918953e-05	0.000186665104423331	0.000360874895883753	0.000151904839213475	0.000159866091046425	0	0	5.9546901670499e-05	6.92661060855753e-05	0	0	0.00035505482150872	7.59601024625822e-05	0.000263121640054724	8.28398082722341e-05	0.000205770500187641	0.000147440510789436	8.19696050147037e-05	0	0	0.000108578271587736	0.000162547383873265	7.44320899204605e-05	0	0.000184862460403809	0	0	0.000132444343355073	0	0	0	0.000503321103083971	0	0	0.000196063226861525	0	0.000265369012197023	0	0	7.75659675284039e-05	0	0	0	0.000151475503949534	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_sp._1513	0.000154260583960748	9.89369553932843e-05	0.000190631979165831	0.000501211078508178	0	0	0	0	0	8.03905910852194e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47199503030437e-05	0.000120983101771677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105095986134687	0	0	0.00011800701260606	0.000124699134996109	0.000199615978780023	0	0.000100550196309894	0	0.000196237673880938	8.44600820153466e-05	0.000142410786762633	0.000230207171106851	0	0	7.44336270881238e-05	8.18599435556799e-05	9.50480895809235e-05	0	0.00021581763660334	0.000120270162232422	0	0.000149111654890021	0.000156101758763038	0.000164786453235252	0.000180333131032348	0.000127895158126833	0.00034278100440363	0	8.38954239345884e-05	8.79651971787261e-05	0.000151159485025548	0.00021567287047111	0	0	0.000114785097574397	0	0	0	0.000183644186260368	8.6145857119589e-05	0.000140835443361243	0	0	0	0	0.000272562779320065	8.53225642812443e-05	0	0.000229627999990462	0	0	0.000116402355717617	0	0	0	0	8.83953112966114e-05	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_sp._18071143	0	0.000676069195187443	0.000460693949650758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00100455332169032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000496338643456854	0	0	0	0	0	0	0	0	0	0	0.000255967692843733	0	0	0	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_sp._a40-4	0	0	0	0	0	0	0	0	0.000111605206524927	0	0.00019867412116051	0	0	0	0	0.000190240103689128	0	0	0	0	0	0	0.000128168180088744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121982816790147	0	0.000102272744258585	0	0	0	0	0	8.61531251184605e-05	0	0	0.000134287516478997	0	0	0	0	0	0	0	0	0	0	0.000120624086316893	9.54026834519883e-05	0.000122954407522056	0	0.000176919228079293	0	8.38954239345884e-05	0.000209763162503116	0	9.24312302019045e-05	0	0	0	0	0	0	0	0	0	0	0	0.000280111735096858	0.000322315971762027	0.000441292118899153	0.00020942811232669	0	0	0	0	0	0	0	0	0	0.000132592966944917	0	0	0.000206344080500223
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_sp._bc-m4-5	0.00047090072998544	0.000354524090159269	0.00021446097656156	0	0	0	0	0	0.000223210413049855	0.000127285102551597	0.000379286958579155	0.000526978858310843	0.000187296229096016	0.000124601050798042	0	0.000148883559408883	0	0	0	0.000671178822173592	0	0	0.000192252270133115	6.96984080186624e-05	0.000126744201856042	0	0	0	0	0	0	0	0	0	0	0.000101335133817387	0.000158237575205375	0.000174521744973119	0	0.000203623473135955	0	0	9.44056100848478e-05	0.000130367277495933	0.000166346648983352	0	0	0	0.000311108507372219	0.000591220574107426	0.000446220465189582	0.00033891611301842	0	0	0.000208414155846747	0.000157422968376307	0.000175838965724708	0	0.000647452909810019	0.000113940153693873	0.000269868348774076	0.000563310696251192	0.000404445465886054	0.000667818784163918	0.00103281702318527	0.000249700070628579	0.000232206486854072	0.000307638436165251	0.000644946071497148	0.000257129037907045	0.000269927651831335	0.000708639431547934	0	0.000203135790266359	0.000185422080697102	0.000544063513020013	0.00014782690964541	0.000271206666259857	0.000571337468365588	7.99925816110469e-05	0	0.000333307485664592	0	0.000294854457996692	0.00036099388837347	0.000597042278510618	0.000131862144798287	0	0.000176636923069586	0	0.000492295387835987	0.000266062527354554	8.54358016163599e-05	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_sp._fen2	0	0	0.000158859982638193	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000493501539883998	0.000204177504408601	0	0	0	0	0	7.96553234498999e-05	0.000316860504640105	0	0	0	0	0.000861687783692461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.61531251184605e-05	0	0.000189881049016843	0.000153471447404568	0	0	5.9546901670499e-05	0	0	0	0	8.22901110011307e-05	0	0.000149111654890021	0	0.000346918848916321	0.000245908815044111	0	0	0	0	0.000142097626211788	0	0.000177159857886984	0	0	0	0.000152719582602109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000340892613173022	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_sp._gfaj-1	0.000105546715341564	0	0	0.000152542502154663	0	0	0	0	0	0	0	0	0	0	0.000278721318260167	0	0	0.000114339402468816	0.000260906122324502	0.000242064493242935	0	0	0	5.97414925874249e-05	0	0	0	0	0	0.000145930995625336	0	0	0	0	0	0	0	0.000250147834461471	0	0	0	0	0.000157342683474746	8.50221374973473e-05	0.000153038917064684	0	0	0	0.000119657118220084	0.000130529217660081	0.000151904839213475	0.000140682160120854	0	0	9.42825943116234e-05	0.000113344537230941	0	0	0	6.33000853854852e-05	0	0	0.000113528551827664	0	9.83635260176444e-05	0	0.000176919228079293	0	0	0	0	0.000123241640269206	0	0.000118495877655376	0	0	0	0	0	0	0.000131446413803826	0.000245079033576906	0	0	0	0.00018170851954671	8.53225642812443e-05	0	0.000141309538455669	0	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_sp._gt	0	0	0	0	0.000409906814207035	0	0	0	0.000294231908111172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000669000022396957	0	0	0	0	0	0	0	0	0	0.000140959670787605	0	0	0	0.000166260734688282	0	0	0	0	0	0	0	0.000113940153693873	0	0	0	0	0	0	0	0	0	0.00019623005524485	0	0	0	0	0	0.000353164034767377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_sp._hg01	0	0	0	0	0	0	0	0	0	0	0	0	0.000202082773498333	0.000211821786356671	0	0	0.000286549281222967	0.000155174903350537	0	0	0	0	0.000347885060240876	0.00011948298517485	0.000927537113582853	0	0	0.000212926169827784	0.000789802665669381	0.000159829185684892	0.000369532572233735	0	0	0	0	0.000231623163011171	0.000466800846855855	0	0.000533375393792958	0.000170780977468866	0	0	0	0	0	0	0	0	0	0.000115172839111836	0	0.000185444665613853	0	0	0	0	0.000147324538850431	0.000362749182777912	0.000201893918112801	0	0.000269868348774076	0	0.000305107983036848	0.000320899935247597	0.000483620669586752	0	0	0	9.96258159223237e-05	0.000155630733470054	0.000345507394344109	0.000362022318290792	0	0.000253919737832949	0.000432651521626572	0	0	0	0.000394494918633383	7.38393061025048e-05	0	0	0	0	0.000309423332891546	0	0	0	0.000273787230757858	0	0	0.000182917987556256	0	0	0	0	0	0.000339166279303074	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_sp._hl-4	0	0	0.000706926922739957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000585613442359864	0.000313658695617047	0	0	0	0	0	0.000603120431584466	0	0	0	0.000552872587747791	0	0	0	0	0	0	0	0	0	0.000547829135744755	0.000464925713588326	0	0.000443035836615029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_sp._js92-sw72	0	0	0	0	0	0	0	0	0.000385545258904295	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000595066550412024	0.000219052139487225	0	0	0	0	0	0	0.000412501475981844	0	0	0	0	0.000231623163011171	0	0	0	0.000374404450604821	0	0	0.00104632884510706	0.000855889517473296	0.000845040976835431	0	0	0.000298183918973779	0.00110084548762477	0.000606576952655671	0.000588631251952215	0.000549939353199701	0	0	0.00029277226654662	0	9.02956851018773e-05	0.000712543037599471	0.00064049105056475	0.00149388201509745	0	0	0.000276725845079932	0.000424975589922493	0	0.000316692772504539	0.000187976679834249	0	0	0	0	0.000677829021480633	0	0	0	0	0	0	0.00030607364376728	0	0	0	0	0.000184284036247933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_sp._ko116	0	0.000799740389429048	0.000524237942706035	0.000294189111298278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000204116766340369	0	0.000897132410304665	0	0.000387829809329178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000243968660978546	7.65805556608538e-05	0	0.000541160989698004	0.000204628596539424	0	0	0	0	0.000185343774682801	0	0	9.49501280782278e-05	0	0.000240235443989479	0	0.000121421597120712	0	8.52634387512219e-05	0.000243263938609028	0	8.38954239345884e-05	0	0	0.000261888485572063	0	0.000194671799005261	0	0.000248169321728427	0	0	0.000136032730563235	0	0	0	0	0.000154798590448264	0.000554383471430686	0	0.000131862144798287	0	0	0	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__oceanospirillales|f__halomonadaceae|g__halomonas|s__halomonas_sp._mccc_1a11059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00153563785482448	0	0	0	0	0	0	0	0	0.00251323118754211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00208810241414566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
