#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	reERR5004807_taxonomic_profile	reERR5004806_taxonomic_profile	reERR5004804_taxonomic_profile	reERR5004803_taxonomic_profile	reERR5004799_taxonomic_profile	reERR5004798_taxonomic_profile	reERR5004796_taxonomic_profile	reERR5004793_taxonomic_profile	reERR5004790_taxonomic_profile	reERR5004789_taxonomic_profile	reERR5004787_taxonomic_profile	reERR5004410_taxonomic_profile	reERR5004409_taxonomic_profile	reERR5004408_taxonomic_profile	reERR5004407_taxonomic_profile	reERR5004406_taxonomic_profile	reERR5004405_taxonomic_profile	reERR5004404_taxonomic_profile	reERR5004403_taxonomic_profile	reERR5004402_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	2|1224|28211|204455|31989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16046805568218125	0.2850428195636733	0.1973450775328781	0.06605932956128248
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter	2|1224|28211|204455|31989|60136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16046805568218125	0.2850428195636733	0.1973450775328781	0.06605932956128248
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter|s__Sulfitobacter_sp_SK011	2|1224|28211|204455|31989|60136|1389004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16046805568218125	0.2850428195636733	0.1973450775328781	0.06605932956128248
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Limimonas|s__Limimonas_halophila	2|1224|28211|204441|41295|1434015|1082479	0	0	0	0	0	0	0	0	0	0	0.004056516029697093	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter_daqiaonensis	2|1224|1236|135622|72275|2742|650891	0	0	0	0	0	0	0	0	0	0	0.0009402648068835256	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	2|1224|1236|135623	0	0	0	0	0	0	0	0	0	0	0	0.022516176707913903	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae	2|1224|1236|135623|641	0	0	0	0	0	0	0	0	0	0	0	0.022516176707913903	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio	2|1224|1236|135623|641|662	0	0	0	0	0	0	0	0	0	0	0	0.022516176707913903	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_mytili	2|1224|1236|135623|641|662|50718	0	0	0	0	0	0	0	0	0	0	0	0.022516176707913903	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Myohalovirus|s__Natrialba_phage_PhiCh1	10239|||28883|10662|169682|114777	0	0	0	0	0	0	0	0	0	0	0.05174343637880528	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Myoviridae_unclassified	10239|||28883|10662|	0	0	0	0	0	0	0.10075708282815928	0	1.12393556197984	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Myoviridae_unclassified|s__Synechococcus_phage_S_CAM8	10239|||28883|10662||754038	0	0	0	0	0	0	0	0	1.12393556197984	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Myoviridae_unclassified|s__Synechococcus_phage_S_RIM2	10239|||28883|10662||687800	0	0	0	0	0	0	0.10075708282815928	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Podoviridae	10239|||28883|10744	0	0	0	0	0	0	0	0	1.4146331587562606	0	0	0.2450676155945216	0	0	0	0	0.302555931671282	0.17893823912058174	0.22117618017210933	0.2568780741470401
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Podoviridae|g__Podoviridae_unclassified	10239|||28883|10744|	0	0	0	0	0	0	0	0	1.4146331587562606	0	0	0.2450676155945216	0	0	0	0	0.302555931671282	0.17893823912058174	0.22117618017210933	0.2568780741470401
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Podoviridae|g__Podoviridae_unclassified|s__Pelagibacter_phage_HTVC010P	10239|||28883|10744||1283077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22117618017210933	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Podoviridae|g__Podoviridae_unclassified|s__Pelagibacter_phage_HTVC019P	10239|||28883|10744||1283079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1804914955988132
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Podoviridae|g__Podoviridae_unclassified|s__Puniceispirillum_phage_HMO_2011	10239|||28883|10744||948071	0	0	0	0	0	0	0	0	0	0	0	0.10568873847859564	0	0	0	0	0.302555931671282	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Podoviridae|g__Podoviridae_unclassified|s__Synechococcus_phage_S_RIP1	10239|||28883|10744||754041	0	0	0	0	0	0	0	0	1.4146331587562606	0	0	0.13937887711592592	0	0	0	0	0	0.17893823912058174	0	0.07638657854822689
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified|s__Synechococcus_phage_S_SKS1	10239|||28883|10699||754042	0	0	0	0	0	0	0	0	0	0	0	0.111791290180398	0	0	0	0	0	0	0	0.05779956380772318
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Pleolipoviridae	10239||||1911603	0	0	0	0	0	0	0	0	0	0	0.10008671353271856	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Pleolipoviridae|g__Alphapleolipovirus	10239||||1911603|1911604	0	0	0	0	0	0	0	0	0	0	0.10008671353271856	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Pleolipoviridae|g__Alphapleolipovirus|s__Halorubrum_virus_HRPV2	10239||||1911603|1911604|1987102	0	0	0	0	0	0	0	0	0	0	0.10008671353271856	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified|s__Halorubrum_phage_HF2	10239||||||33771	0	0	0	0	1.0381474752874311	0	0	0	0	0	0.3833292160062909	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified|s__Halovirus_HCTV_5	10239||||||1273748	0	0	0	0	0	0	0	0	0	0	0.0687557813033499	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified|s__Halovirus_HF1	10239||||||222645	0	0	0	0	0	0	0	0	0	0	0.13569262659338366	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified|s__Halovirus_HHTV_2	10239||||||1273751	0	0	0	0	0	0	0.2663216649783877	1.1464559112658328	0	0	0.03705817467129688	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified|s__Halovirus_HRTV_5	10239||||||1273753	0	0	0	0	0	0	0	0	0	0	1.0711468770416923	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified|s__Halovirus_HSTV_1	10239||||||1262530	0	0	0	0	0	0	0	0	0	0	0.039756744291052665	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified|s__Halovirus_HVTV_1	10239||||||1262528	0	0	0	0	0	0	0	0	0	0	0.07517258335032627	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified|s__Tetraselmis_viridis_virus_S1	10239||||||756285	0	0	0	0	0	0	0	0	0	0	0.007849815657467223	0	0	0	0	0	0	0	0	0
