study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	library_name	library_strategy	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJEB34360	SAMEA5953211	ERX4146809	ERR4183462	9615	Canis lupus familiaris	ILLUMINA	unspecified	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/002/ERR4183462/ERR4183462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/002/ERR4183462/ERR4183462_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183462/NG-17261_WAL023_lib282184_6149_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183462/NG-17261_WAL023_lib282184_6149_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR418/002/ERR4183462	DogMetagenomeSample23	DogMetagenomeSample
