study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	library_name	library_strategy	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJNA554694	SAMN12280477	SRX6455827	SRR9697551	410658	soil metagenome	ILLUMINA	SHB8E_metagnm	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/SRR969/001/SRR9697551/SRR9697551.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR969/001/SRR9697551	8E_metagnm	SHB8E_metagnm
