study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	library_name	library_strategy	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJEB42019	SAMEA7723875	ERX4813692	ERR5004409	412755	marine sediment metagenome	ILLUMINA	13114.bowen.74.s008	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004409/ERR5004409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004409/ERR5004409_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004409/13114.bowen.74.s008.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004409/13114.bowen.74.s008.R2.fastq.gz		qiita_sid_13114:13114.bowen.74.s008	13114.bowen.74.s008
