centrifuge	gtdbtk	kraken	metaphlan2	metaphlan3	metaphlan4	metaxa2	mOTUs3	phylophlan3	key
1911600		1911600		1911600					1911600
1911601		1911601		1911601					1911601
1911602		1911602		1911602					1911602
1911604		1911604		1911604					1911604
1911605		1911605		1911605					1911605
1911606		1911606		1911606					1911606
1911929		1911929		1911929					1911929
1912143		1912143							1912143
1912144		1912144	1912144	1912144					1912144
1912215	1912215	1912215		1912215	1912215		1912215	1912215	1912215
1912216	1912216	1912216		1912216	1912216		1912216	1912216	1912216
							1912217	1912217	1912217
		1912503					1912503	1912503	1912503
1912760		1912760		1912760					1912760
	1912771			1912771	1912771		1912771	1912771	1912771
191291	191291	191291	191291	191291	191291	191291	191291	191291	191291
				1912923			1912923		1912923
191301	191301	191301	191301	191301	191301	191301	191301	191301	191301
191303	191303	191303	191303	191303	191303	191303	191303	191303	191303
	1913444			1913444	1913444		1913444	1913444	1913444
	1913599			1913599	1913599		1913599	1913599	1913599
1913605		1913605		1913605					1913605
1913650		1913650		1913650					1913650
1913651		1913651		1913651					1913651
1913652		1913652		1913652					1913652
1913653		1913653		1913653					1913653
1913654		1913654		1913654					1913654
	191373		191373	191373	191373	191373	191373	191373	191373
	1914026				1914026			1914026	1914026
1914165		1914165		1914165					1914165
	1914229				1914229				1914229
	1914234			1914234	1914234			1914234	1914234
				1914244	1914244		1914244	1914244	1914244
	1914248				1914248			1914248	1914248
	1914252				1914252			1914252	1914252
	1914260			1914260	1914260			1914260	1914260
1914293		1914293		1914293					1914293
1914295		1914295							1914295
1914296		1914296							1914296
1914299		1914299		1914299					1914299
	1914443				1914443				1914443
1914449	1914449	1914449		1914449	1914449		1914449	1914449	1914449
1914566		1914566							1914566
1914567		1914567		1914567					1914567
1914850		1914850		1914850					1914850
1914851		1914851		1914851					1914851
1914852		1914852		1914852					1914852
191494	191494	191494	191494	191494	191494	191494	191494	191494	191494
1915204		1915204							1915204
1915205		1915205		1915205					1915205
1915401	1915401	1915401			1915401			1915401	1915401
	1915405				1915405			1915405	1915405
	1915411						1915411		1915411
	1915412						1915412		1915412
	1916646				1916646		1916646	1916646	1916646
	191767		191767	191767	191767	191767	191767	191767	191767
191769	191769	191769		191769	191769	191769	191769	191769	191769
1917979		1917979		1917979					1917979
1917990		1917990		1917990					1917990
1918010		1918010		1918010					1918010
1918013		1918013		1918013					1918013
1918017		1918017		1918017					1918017
	1918385	1918385		1918385	1918385			1918385	1918385
	1918450				1918450			1918450	1918450
	1918452				1918452			1918452	1918452
1918454		1918454							1918454
	1918511				1918511			1918511	1918511
1918522		1918522		1918522					1918522
1918536	1918536	1918536			1918536			1918536	1918536
	1918538				1918538			1918538	1918538
1918540	1918540	1918540		1918540	1918540		1918540	1918540	1918540
	1918542				1918542			1918542	1918542
	1918598	1918598		1918598	1918598			1918598	1918598
1918718		1918718		1918718					1918718
1918721		1918721							1918721
1918725		1918725							1918725
1918728		1918728							1918728
1918730		1918730							1918730
	1918951				1918951			1918951	1918951
	1919276								1919276
	1920241				1920241				1920241
	1920251			1920251	1920251			1920251	1920251
1920492		1920492							1920492
1920494		1920494							1920494
	1920508				1920508			1920508	1920508
	1920515								1920515
1920750		1920750		1920750					1920750
1920753		1920753		1920753					1920753
1920762		1920762		1920762					1920762
1920771		1920771							1920771
1920774		1920774		1920774					1920774
1920860		1920860		1920860					1920860
1920864		1920864		1920864					1920864
1920865		1920865		1920865					1920865
1920866		1920866		1920866					1920866
1921016		1921016		1921016					1921016
1921117		1921117							1921117
1921122		1921122							1921122
1921125		1921125		1921125					1921125
1921184		1921184							1921184
1921407		1921407		1921407					1921407
1921431		1921431		1921431					1921431
1921433		1921433							1921433
1921434		1921434		1921434					1921434
	1921511								1921511
1921525		1921525							1921525
1921544		1921544		1921544					1921544
1921553		1921553							1921553
1921556		1921556							1921556
1921582	1921582	1921582		1921582	1921582		1921582	1921582	1921582
1921696		1921696		1921696					1921696
1921703		1921703							1921703
1921704		1921704		1921704					1921704
1921707		1921707		1921707					1921707
1921709		1921709							1921709
1921772		1921772							1921772
1921776		1921776							1921776
1921784	1921784	1921784		1921784	1921784		1921784	1921784	1921784
1921823		1921823							1921823
1922207		1922207							1922207
1922209		1922209		1922209					1922209
1922210		1922210		1922210					1922210
1922241		1922241							1922241
1922243		1922243							1922243
	1922299				1922299		1922299	1922299	1922299
1922327		1922327		1922327					1922327
1922329		1922329		1922329					1922329
	1923871				1923871		1923871	1923871	1923871
	1924062				1924062		1924062	1924062	1924062
	1924081				1924081		1924081	1924081	1924081
	1924093			1924093	1924093		1924093	1924093	1924093
	1924097				1924097			1924097	1924097
	1924101				1924101		1924101	1924101	1924101
					1924105		1924105	1924105	1924105
	1924110			1924110	1924110		1924110	1924110	1924110
1925779		1925779		1925779					1925779
1925802		1925802		1925802					1925802
	1926253				1926253				1926253
1926259	1926259	1926259			1926259				1926259
1926556	1926556				1926556		1926556	1926556	1926556
					1926651		1926651	1926651	1926651
				1926659	1926659		1926659	1926659	1926659
	1926663				1926663		1926663	1926663	1926663
					1926672		1926672	1926672	1926672
1926677	1926677				1926677			1926677	1926677
1927833	1927833	1927833			1927833		1927833	1927833	1927833
	1928820				1928820			1928820	1928820
	1929045				1929045		1929045	1929045	1929045
	1929083								1929083
	1929105			1929105	1929105			1929105	1929105
							1929135	1929135	1929135
	1929297				1929297		1929297	1929297	1929297
	1929305				1929305			1929305	1929305
	192987		192987		192987	192987	192987	192987	192987
	1929901				1929901	1929901			1929901
	192992			192992	192992	192992	192992	192992	192992
	1930291						1930291		1930291
	1930592				1930592			1930592	1930592
	1930791				1930791			1930791	1930791
	1930830			1930830	1930830		1930830	1930830	1930830
1930845	1930845	1930845			1930845		1930845	1930845	1930845
	1930924				1930924		1930924	1930924	1930924
								1930932	1930932
	1930933				1930933			1930933	1930933
	1931200			1931200	1931200			1931200	1931200
	1932705				1932705				1932705
1932909		1932909							1932909
1932911		1932911							1932911
1932924		1932924		1932924					1932924
	1933048				1933048		1933048	1933048	1933048
	193383					193383			193383
1934947	1934947	1934947		1934947	1934947		1934947	1934947	1934947
	1935176				1935176		1935176	1935176	1935176
	1935184				1935184		1935184	1935184	1935184
							1935188	1935188	1935188
					1935192		1935192	1935192	1935192
	1935200				1935200		1935200	1935200	1935200
	1935206				1935206		1935206	1935206	1935206
	193568		193568	193568	193568	193568	193568	193568	193568
	1935927				1935927		1935927	1935927	1935927
1936111	1936111	1936111			1936111		1936111	1936111	1936111
							1937007	1937007	1937007
	1937008			1937008	1937008		1937008	1937008	1937008
	1937016				1937016				1937016
	1937664			1937664	1937664		1937664	1937664	1937664
	1937963				1937963		1937963	1937963	1937963
1937972	1937972	1937972		1937972	1937972		1937972	1937972	1937972
	1937999				1937999		1937999	1937999	1937999
	1938003			1938003	1938003		1938003	1938003	1938003
1938335	1938335	1938335			1938335			1938335	1938335
194	194	194	194	194	194	194	194	194	194
	1940136				1940136			1940136	1940136
1940138	1940138	1940138			1940138		1940138	1940138	1940138
					1940143			1940143	1940143
	1940255				1940255		1940255	1940255	1940255
	1940395				1940395		1940395	1940395	1940395
	1940406			1940406			1940406		1940406
	1940407			1940407			1940407		1940407
	1940855				1940855			1940855	1940855
1941236		1941236							1941236
1941238		1941238							1941238
194195	194195	194195		194195	194195	194195	194195	194195	194195
	1945592				1945592		1945592	1945592	1945592
				1945896	1945896			1945896	1945896
	1949218								1949218
194960		194960	194960	194960					194960
194961		194961							194961
	1951300			1951300	1951300		1951300	1951300	1951300
1955413	1955413	1955413			1955413			1955413	1955413
1955420	1955420	1955420		1955420	1955420			1955420	1955420
	1955421				1955421		1955421	1955421	1955421
195950	195950	195950	195950	195950	195950	195950	195950	195950	195950
	195964			195964	195964	195964	195964	195964	195964
1960084	1960084	1960084		1960084	1960084		1960084	1960084	1960084
	196013		196013		196013	196013	196013	196013	196013
	1960290				1960290		1960290	1960290	1960290
	196078			196078	196078	196078	196078	196078	196078
	196079			196079	196079	196079	196079	196079	196079
196080	196080	196080			196080		196080	196080	196080
196081	196081	196081	196081	196081	196081	196081	196081	196081	196081
196082	196082	196082	196082	196082	196082	196082	196082	196082	196082
	196084			196084	196084	196084	196084	196084	196084
196118	196118	196118	196118	196118	196118	196118	196118	196118	196118
196119	196119	196119	196119	196119	196119	196119	196119	196119	196119
196136	196136	196136	196136	196136	196136	196136	196136	196136	196136
1961799	1961799	1961799		1961799	1961799		1961799	1961799	1961799
		1964366			1964366		1964366	1964366	1964366
					1965226		1965226	1965226	1965226
				1968878	1968878		1968878	1968878	1968878
1970191		1970191					1970191	1970191	1970191
	1970195				1970195			1970195	1970195
1972611		1972611		1972611					1972611
1972682		1972682							1972682
	1973274				1973274		1973274	1973274	1973274
	1973275				1973275		1973275	1973275	1973275
	1974209			1974209	1974209		1974209	1974209	1974209
					1975682				1975682
	1975703								1975703
1977139		1977139		1977139					1977139
1977141		1977141		1977141					1977141
1977142		1977142		1977142					1977142
1977143		1977143		1977143					1977143
1977144		1977144		1977144					1977144
1978532		1978532							1978532
197911		197911	197911	197911					197911
197912		197912	197912	197912					197912
197913		197913	197913	197913					197913
								1979191	1979191
	1979385								1979385
	1979843				1979843		1979843	1979843	1979843
					1980038		1980038	1980038	1980038
1980420		1980420							1980420
1980421		1980421							1980421
1980442		1980442	1980442	1980442					1980442
1980513	1980513	1980513		1980513	1980513			1980513	1980513
1980514	1980514	1980514		1980514	1980514		1980514	1980514	1980514
1980517		1980517	1980517	1980517					1980517
1980533		1980533							1980533
1980538		1980538							1980538
					1980675		1980675	1980675	1980675
	1980680			1980680	1980680		1980680	1980680	1980680
					1980681				1980681
	1980685						1980685		1980685
	1980693				1980693		1980693	1980693	1980693
	1980697				1980697		1980697	1980697	1980697
1980921		1980921		1980921					1980921
1980922		1980922							1980922
1980928		1980928							1980928
1980929		1980929		1980929					1980929
1980936		1980936							1980936
1980937		1980937							1980937
1980938		1980938		1980938					1980938
	1981028				1981028		1981028	1981028	1981028
								1981033	1981033
1981050	1981050	1981050			1981050		1981050	1981050	1981050
1981157		1981157		1981157					1981157
1981158		1981158							1981158
1981159		1981159		1981159					1981159
1982076		1982076							1982076
1982086		1982086							1982086
1982088		1982088							1982088
1982091		1982091							1982091
1982095		1982095							1982095
1982099		1982099							1982099
1982101		1982101							1982101
1982104		1982104							1982104
1982106		1982106							1982106
1982111		1982111							1982111
1982113		1982113							1982113
1982150		1982150		1982150					1982150
1982152		1982152							1982152
1982218		1982218							1982218
1982220		1982220							1982220
1982222		1982222							1982222
1982227		1982227							1982227
1982236		1982236							1982236
1982239		1982239							1982239
		1982243							1982243
1982244		1982244							1982244
1982251		1982251		1982251					1982251
		1982355							1982355
1982359		1982359							1982359
1982367		1982367							1982367
1982370		1982370		1982370					1982370
1982372		1982372		1982372					1982372
1982375		1982375		1982375					1982375
198251	198251	198251	198251	198251	198251	198251	198251	198251	198251
1982554		1982554		1982554					1982554
1982557		1982557							1982557
1982562		1982562							1982562
1982566		1982566							1982566
1982569		1982569							1982569
1982573		1982573							1982573
1982576		1982576							1982576
1982583		1982583		1982583					1982583
1982587		1982587		1982587					1982587
1982590		1982590							1982590
1982594		1982594		1982594					1982594
1982745		1982745							1982745
1982748		1982748							1982748
1982879		1982879							1982879
1982880		1982880		1982880					1982880
1982881		1982881		1982881					1982881
1982897		1982897		1982897					1982897
1982898		1982898		1982898					1982898
1982899		1982899		1982899					1982899
1982900		1982900		1982900					1982900
	1983104				1983104				1983104
198346	198346					198346			198346
1983734		1983734		1983734					1983734
1983735		1983735							1983735
1983744		1983744		1983744					1983744
1984773		1984773							1984773
1984776		1984776							1984776
1984786		1984786		1984786					1984786
1984788		1984788							1984788
1984798		1984798		1984798					1984798
1985181		1985181		1985181					1985181
1985292		1985292							1985292
1985293		1985293		1985293					1985293
1985303		1985303							1985303
1985325		1985325							1985325
1985328		1985328		1985328					1985328
1985329		1985329							1985329
1985365		1985365							1985365
1985366		1985366							1985366
1985367		1985367							1985367
1985368		1985368							1985368
1985369		1985369							1985369
1985370		1985370							1985370
1985687		1985687							1985687
1985692		1985692							1985692
1985709		1985709							1985709
1985711		1985711		1985711					1985711
1985720		1985720		1985720					1985720
1985733		1985733							1985733
						198592			198592
1986961		1986961							1986961
							1987010	1987010	1987010
							1987016		1987016
	198705			198705	198705	198705	198705	198705	198705
1987146		1987146		1987146					1987146
							1987748	1987748	1987748
					1987749			1987749	1987749
1988	1988	1988	1988	1988	1988	1988	1988	1988	1988
1988031	1988031	1988031		1988031	1988031			1988031	1988031
1993641		1993641		1993641					1993641
1993653		1993653		1993653	1993653			1993653	1993653
1993858		1993858		1993858					1993858
	1995				1995	1995	1995	1995	1995
				1996557				1996557	1996557
199703		199703	199703	199703					199703
	1998			1998	1998	1998	1998	1998	1998
20	20	20	20	20	20	20	20	20	20
2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
2003390		2003390							2003390
2003394		2003394	2003394	2003394					2003394
2003395		2003395		2003395					2003395
200414	200414	200414	200414	200414	200414	200414	200414	200414	200414
	2004411				2004411		2004411	2004411	2004411
2004661	2004661	2004661			2004661			2004661	2004661
	200473			200473	200473	200473		200473	200473
2004797	2004797	2004797		2004797	2004797		2004797	2004797	2004797
	2005			2005	2005	2005	2005	2005	2005
2005059		2005059							2005059
	2005355				2005355			2005355	2005355
		2005359		2005359	2005359		2005359	2005359	2005359
							2005363		2005363
					2005371				2005371
	2005375			2005375	2005375			2005375	2005375
2005380	2005380	2005380			2005380			2005380	2005380
	2005386	2005386			2005386		2005386	2005386	2005386
	2005387				2005387			2005387	2005387
2005509		2005509		2005509					2005509
							2005517		2005517
						200623			200623
	200670			200670	200670	200670	200670	200670	200670
						200677			200677
200903	200903	200903		200903	200903	200903	200903	200903	200903
	2010182								2010182
201096	201096	201096	201096	201096	201096	201096	201096	201096	201096
2013	2013	2013	2013	2013	2013	2013	2013	2013	2013
2014233	2014233	2014233			2014233			2014233	2014233
	2016			2016	2016	2016	2016	2016	2016
	2017546				2017546			2017546	2017546
2017961	2017961	2017961			2017961			2017961	2017961
	2017975				2017975			2017975	2017975
2018044		2018044							2018044
	2018663				2018663			2018663	2018663
	2018671			2018671	2018671		2018671	2018671	2018671
2019	2019	2019	2019	2019	2019	2019	2019	2019	2019
2019482	2019482	2019482			2019482			2019482	2019482
					2022127				2022127
2022640		2022640		2022640					2022640
2022641		2022641							2022641
	2022711			2022711	2022711			2022711	2022711
	2022712			2022712			2022712		2022712
2022739		2022739							2022739
2022856		2022856		2022856					2022856
2022857		2022857							2022857
2023	2023	2023		2023	2023	2023	2023	2023	2023
2023214		2023214							2023214
	2023242				2023242				2023242
	2023266				2023266		2023266	2023266	2023266
	2023769		2023769	2023769	2023769	2023769			2023769
	2024199				2024199		2024199	2024199	2024199
	2024958			2024958	2024958		2024958	2024958	2024958
	2024965				2024965			2024965	2024965
	2024975	2024975		2024975	2024975		2024975	2024975	2024975
	2024982			2024982	2024982			2024982	2024982
2025077		2025077							2025077
2025078		2025078							2025078
2025617	2025617	2025617		2025617	2025617			2025617	2025617
	2026172				2026172				2026172
	2026179			2026179	2026179			2026179	2026179
	2026349				2026349			2026349	2026349
202746	202746	202746	202746	202746	202746	202746	202746	202746	202746
	2027529				2027529			2027529	2027529
	202771			202771	202771	202771		202771	202771
					2027863				2027863
	2027874				2027874		2027874	2027874	2027874
	2028104				2028104				2028104
	2028344	2028344		2028344	2028344			2028344	2028344
2029	2029	2029		2029	2029	2029	2029	2029	2029
202907	202907	202907	202907	202907	202907	202907	202907	202907	202907
	202949	202949		202949	202949	202949	202949	202949	202949
	2029851				2029851				2029851
	2029873	2029873		2029873	2029873			2029873	2029873
	2031119			2031119	2031119		2031119	2031119	2031119
	203133		203133	203133	203133	203133	203133	203133	203133
203135	203135	203135	203135	203135	203135	203135	203135	203135	203135
203193	203193	203193	203193	203193	203193	203193	203193	203193	203193
2033601	2033601	2033601			2033601				2033601
2034	2034	2034	2034	2034	2034	2034	2034	2034	2034
2034504	2034504	2034504			2034504			2034504	2034504
	203470			203470	203470	203470	203470	203470	203470
	2034765				2034765		2034765	2034765	2034765
	2034843				2034843				2034843
2034995		2034995		2034995					2034995
2034997		2034997							2034997
2034998		2034998							2034998
							203522	203522	203522
2035349	2035349	2035349		2035349	2035349			2035349	2035349
2035712	2035712	2035712			2035712			2035712	2035712
2035811	2035811	2035811		2035811	2035811		2035811	2035811	2035811
	2036001				2036001				2036001
	2036011								2036011
	2036017			2036017	2036017		2036017	2036017	2036017
2036021	2036021	2036021			2036021			2036021	2036021
	2036025				2036025				2036025
	203697				203697	203697	203697	203697	203697
2038	2038	2038	2038	2038	2038	2038	2038	2038	2038
203804	203804	203804	203804	203804	203804	203804	203804	203804	203804
	2038244				2038244			2038244	2038244
	2038280			2038280	2038280		2038280	2038280	2038280
	2038697			2038697	2038697		2038697	2038697	2038697
	2038733			2038733	2038733		2038733	2038733	2038733
	2039220			2039220	2039220			2039220	2039220
	2039236				2039236			2039236	2039236
2039240	2039240	2039240		2039240	2039240		2039240	2039240	2039240
	2039302	2039302		2039302	2039302			2039302	2039302
2039639	2039639	2039639			2039639			2039639	2039639
	2039709								2039709
	2039718								2039718
2039723	2039723	2039723			2039723		2039723	2039723	2039723
2040	2040	2040	2040	2040	2040	2040	2040	2040	2040
2040262	2040262	2040262			2040262				2040262
204037	204037	204037	204037	204037	204037	204037	204037	204037	204037
	2040486				2040486				2040486
	2041017				2041017				2041017
	2041181				2041181				2041181
2041902									2041902
2042066	2042066	2042066		2042066	2042066			2042066	2042066
	2042653				2042653		2042653	2042653	2042653
204286	204286	204286		204286	204286	204286	204286	204286	204286
	2042899			2042899	2042899		2042899	2042899	2042899
2044		2044		2044	2044		2044	2044	2044
	204446			204446	204446			204446	204446
204447	204447	204447		204447	204447	204447	204447	204447	204447
204456	204456	204456		204456	204456	204456	204456	204456	204456
	2044589						2044589		2044589
						204472			204472
	204473				204473	204473			204473
	204474			204474	204474	204474		204474	204474
	204475			204475	204475		204475	204475	204475
204476		204476					204476	204476	204476
	2044848				2044848				2044848
	2045060				2045060		2045060	2045060	2045060
	2045098				2045098				2045098
	2045120				2045120				2045120
2045213	2045213	2045213			2045213			2045213	2045213
	2045304				2045304		2045304	2045304	2045304
2045416	2045416	2045416		2045416	2045416			2045416	2045416
204619	204619	204619			204619			204619	204619
	2047735				2047735			2047735	2047735
	2047740			2047740	2047740			2047740	2047740
	2047745				2047745			2047745	2047745
	2047815			2047815	2047815		2047815	2047815	2047815
	2048137			2048137	2048137		2048137	2048137	2048137
2049301	2049301	2049301			2049301				2049301
2049885		2049885							2049885
2050	2050	2050	2050	2050	2050	2050	2050	2050	2050
2051044	2051044	2051044			2051044				2051044
	2052989				2052989		2052989	2052989	2052989
2053		2053					2053	2053	2053
	2054427								2054427
	2055839								2055839
	2055850								2055850
2055876		2055876		2055876	2055876		2055876	2055876	2055876
	2055880	2055880		2055880			2055880	2055880	2055880
2056	2056	2056	2056	2056	2056	2056	2056	2056	2056
	2056239				2056239				2056239
	2056689				2056689			2056689	2056689
	2056696				2056696			2056696	2056696
				2057233			2057233	2057233	2057233
	2058169				2058169				2058169
2058174		2058174			2058174			2058174	2058174
			205841		205841	205841		205841	205841
	205889			205889	205889		205889	205889	205889
2060	2060	2060	2060	2060	2060	2060	2060	2060	2060
2060084		2060084		2060084					2060084
2060094	2060094	2060094			2060094			2060094	2060094
						206044			206044
2060722	2060722	2060722		2060722	2060722			2060722	2060722
					2060871			2060871	2060871
2063	2063	2063	2063	2063	2063	2063	2063	2063	2063
				206375					206375
	2066135			2066135	2066135	2066135			2066135
	2066435			2066435	2066435			2066435	2066435
	2066475			2066475	2066475			2066475	2066475
	2066486				2066486				2066486
	206664			206664	206664	206664	206664	206664	206664
						206680			206680
	2070443			2070443	2070443			2070443	2070443
	2070447			2070447	2070447			2070447	2070447
2071		2071	2071	2071	2071	2071	2071	2071	2071
	2071601			2071601	2071601		2071601	2071601	2071601
	2071614			2071614	2071614			2071614	2071614
	2071980			2071980	2071980		2071980	2071980	2071980
207244	207244	207244	207244	207244	207244	207244	207244	207244	207244
	207599				207599	207599	207599	207599	207599
2077	2077	2077	2077	2077	2077	2077	2077	2077	2077
2078575	2078575	2078575		2078575	2078575		2078575	2078575	2078575
2078948	2078948	2078948			2078948				2078948
				2079189	2079189			2079189	2079189
208215	208215	208215	208215	208215	208215	208215	208215	208215	208215
2082587	2082587	2082587			2082587			2082587	2082587
208294		208294	208294	208294					208294
2083206		2083206		2083206	2083206		2083206	2083206	2083206
208447	208447	208447	208447	208447	208447	208447	208447	208447	208447
	2086				2086	2086		2086	2086
209	209	209	209	209	209	209	209	209	209
	209260				209260	209260			209260
2093	2093	2093	2093	2093	2093	2093	2093	2093	2093
	2093225				2093225			2093225	2093225
2093783	2093783	2093783			2093783			2093783	2093783
2093823	2093823	2093823			2093823				2093823
2094023	2094023	2094023		2094023	2094023		2094023	2094023	2094023
	209879			209879	209879	209879	209879	209879	209879
	2100210				2100210		2100210	2100210	2100210
	2100211						2100211		2100211
		2100741			2100741				2100741
2100760	2100760	2100760		2100760	2100760		2100760	2100760	2100760
2100764	2100764	2100764		2100764	2100764		2100764	2100764	2100764
	210425		210425	210425	210425	210425			210425
						210622			210622
	2107589								2107589
	2108438								2108438
	2109263			2109263	2109263			2109263	2109263
	2109346			2109346	2109346			2109346	2109346
	211469		211469	211469	211469	211469	211469	211469	211469
2115980	2115980	2115980			2115980			2115980	2115980
	212111				212111				212111
	212347			212347	212347			212347	212347
	2125985				2125985				2125985
	2126002							2126002	2126002
	2126006				2126006			2126006	2126006
		2126281		2126281	2126281		2126281	2126281	2126281
					2126330			2126330	2126330
	2126544				2126544			2126544	2126544
2126548	2126548				2126548			2126548	2126548
				212742			212742		212742
212743	212743	212743		212743	212743	212743	212743	212743	212743
	212744			212744	212744	212744	212744	212744	212744
212790	212790	212790	212790	212790	212790	212790	212790	212790	212790
			212791	212791	212791	212791	212791	212791	212791
2129	2129	2129	2129	2129	2129	2129	2129	2129	2129
2132	2132	2132	2132	2132	2132	2132	2132	2132	2132
	213223			213223	213223	213223	213223	213223	213223
	213484				213484				213484
213485	213485	213485	213485	213485	213485		213485	213485	213485
2136036		2136036							2136036
	2136116			2136116	2136116			2136116	2136116
					2136117			2136117	2136117
	2136118				2136118			2136118	2136118
					2137249		2137249	2137249	2137249
	2137425			2137425	2137425			2137425	2137425
	2137577								2137577
2147	2147	2147	2147	2147	2147	2147	2147	2147	2147
	214904			214904	214904	214904	214904	214904	214904
214906	214906	214906	214906	214906	214906	214906	214906	214906	214906
						2152			2152
	2152900						2152900		2152900
215579	215579	215579		215579	215579	215579		215579	215579
	215802				215802	215802		215802	215802
215920		215920	215920	215920					215920
2160	2160	2160	2160	2160	2160	2160	2160	2160	2160
	2163168				2163168		2163168	2163168	2163168
	2164137			2164137					2164137
216431	216431	216431	216431	216431	216431	216431	216431	216431	216431
216851	216851	216851	216851	216851	216851	216851	216851	216851	216851
2169532		2169532		2169532					2169532
2169534		2169534		2169534					2169534
2169536		2169536	2169536	2169536					2169536
2169569		2169569							2169569
2169575		2169575							2169575
2169607		2169607							2169607
2169608		2169608							2169608
2169609		2169609							2169609
2169610		2169610							2169610
2169611		2169611		2169611					2169611
2169612		2169612							2169612
2169613		2169613		2169613					2169613
2169614		2169614							2169614
2169615		2169615							2169615
2169616		2169616							2169616
2169617		2169617		2169617					2169617
2169618		2169618		2169618					2169618
2169619		2169619		2169619					2169619
2169620		2169620		2169620					2169620
2169621		2169621		2169621					2169621
2169622		2169622							2169622
2169623		2169623		2169623					2169623
2169624		2169624							2169624
2169625		2169625		2169625					2169625
2169626		2169626							2169626
2169627		2169627							2169627
2169628		2169628							2169628
2169629		2169629							2169629
2169630		2169630							2169630
2169632		2169632							2169632
		2169633							2169633
		2169634							2169634
2169635		2169635							2169635
2169636		2169636							2169636
2169637		2169637							2169637
2169638		2169638							2169638
2169639									2169639
2169640		2169640							2169640
2169641		2169641							2169641
2169642		2169642							2169642
2169643		2169643		2169643					2169643
2169644		2169644							2169644
2169645		2169645							2169645
2169646		2169646		2169646					2169646
2169647		2169647							2169647
2169648		2169648							2169648
2169649		2169649		2169649					2169649
2169650		2169650							2169650
2169651		2169651							2169651
2169652		2169652							2169652
2169653		2169653							2169653
				2169654					2169654
2169655		2169655							2169655
2169656		2169656							2169656
2169657		2169657							2169657
2169658		2169658							2169658
2169659		2169659							2169659
2169660		2169660							2169660
2169661		2169661		2169661					2169661
2169662		2169662							2169662
2169663		2169663		2169663					2169663
2169664		2169664		2169664					2169664
2169665		2169665		2169665					2169665
2169666		2169666		2169666					2169666
2169667		2169667							2169667
2169668		2169668							2169668
2169669		2169669							2169669
2169670		2169670		2169670					2169670
	2170427				2170427			2170427	2170427
	2170555								2170555
					217063			217063	217063
	217140			217140	217140	217140		217140	217140
217160		217160	217160	217160					217160
	217161	217161	217161	217161	217161		217161	217161	217161
	2171988				2171988				2171988
	2171991				2171991				2171991
	2171995				2171995				2171995
2172	2172	2172	2172	2172	2172	2172	2172	2172	2172
	2172004			2172004	2172004				2172004
	2172022								2172022
2172100	2172100	2172100		2172100	2172100			2172100	2172100
					2172823				2172823
2173039	2173039	2173039		2173039	2173039			2173039	2173039
	2173855			2173855	2173855			2173855	2173855
	2174441			2174441	2174441			2174441	2174441
2175	2175	2175	2175	2175	2175	2175	2175	2175	2175
	217510		217510	217510	217510	217510	217510	217510	217510
	2175151			2175151	2175151		2175151	2175151	2175151
2175957	2175957	2175957			2175957				2175957
2179	2179	2179	2179	2179	2179	2179	2179	2179	2179
	218204			218204	218204	218204		218204	218204
218207	218207	218207	218207	218207	218207	218207	218207	218207	218207
	2183612			2183612	2183612		2183612	2183612	2183612
2184	2184	2184	2184	2184	2184	2184	2184	2184	2184
219181	219181	219181		219181	219181	219181	219181	219181	219181
2192	2192	2192	2192	2192	2192	2192	2192	2192	2192
	2195				2195	2195		2195	2195
22	22	22	22	22	22	22	22	22	22
					2201379			2201379	2201379
	2201383				2201383			2201383	2201383
2202	2202	2202	2202	2202	2202	2202	2202	2202	2202
	2202177								2202177
220339		220339	220339	220339					220339
	2204				2204	2204	2204	2204	2204
				2204160	2204160			2204160	2204160
2207	2207	2207	2207	2207	2207	2207	2207	2207	2207
221065	221065	221065	221065	221065	221065	221065	221065	221065	221065
	2211178				2211178			2211178	2211178
2211635	2211635	2211635		2211635	2211635		2211635	2211635	2211635
	2211636			2211636	2211636		2211636	2211636	2211636
	2211637			2211637	2211637			2211637	2211637
	2211638			2211638	2211638		2211638	2211638	2211638
	2211639			2211639	2211639		2211639	2211639	2211639
2211641	2211641	2211641		2211641	2211641		2211641	2211641	2211641
						221239			221239
	2212691				2212691		2212691	2212691	2212691
	2212731				2212731		2212731	2212731	2212731
	221279			221279	221279		221279	221279	221279
	221282		221282		221282	221282	221282	221282	221282
						221283			221283
						221285			221285
	221292					221292			221292
2219049		2219049							2219049
2219055		2219055							2219055
222	222	222	222	222	222	222	222	222	222
2220	2220	2220	2220	2220	2220	2220	2220	2220	2220
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
2225	2225	2225	2225	2225	2225	2225	2225	2225	2225
	222991			222991	222991	222991	222991	222991	222991
2233	2233	2233	2233	2233	2233	2233	2233	2233	2233
2233801	2233801	2233801		2233801	2233801			2233801	2233801
2237	2237	2237	2237	2237	2237	2237	2237	2237	2237
223785	223785	223785		223785	223785	223785	223785	223785	223785
	223787				223787	223787			223787
2239	2239	2239	2239	2239	2239	2239	2239	2239	2239
	223927				223927	223927			223927
	224135		224135		224135	224135	224135	224135	224135
	224455			224455	224455	224455	224455	224455	224455
		224458			224458				224458
	224459					224459			224459
	224474				224474	224474		224474	224474
