centrifuge	gtdbtk	kraken	metaphlan2	metaphlan3	metaphlan4	metaxa2	mOTUs3	phylophlan3	key
	368624		368624	368624	368624		368624	368624	368624
36863	36863				36863	36863			36863
						36864			36864
36866		36866							36866
						36872			36872
36873	36873	36873	36873	36873	36873	36873	36873	36873	36873
						368732			368732
						368734			368734
			368735	368735					368735
			368736	368736					368736
				36874	36874	36874	36874	36874	36874
				36875	36875	36875	36875	36875	36875
						36878			36878
						368799			368799
	368811		368811		368811	368811	368811	368811	368811
	368812			368812			368812		368812
						368817			368817
						368828			368828
						368830			368830
						368831			368831
						368970			368970
						368975			368975
						368977			368977
			369333		369333	369333	369333	369333	369333
						369336			369336
	369399				369399	369399		369399	369399
	369401			369401	369401	369401	369401	369401	369401
						369433			369433
						369582			369582
						369746			369746
	369791				369791	369791	369791	369791	369791
						369794			369794
						369795			369795
	369798				369798	369798		369798	369798
	369829		369829		369829	369829	369829	369829	369829
						369883			369883
	369930				369930				369930
				369932		369932		369932	369932
						369933			369933
						369936			369936
						369937			369937
						369938			369938
						369939			369939
						369940			369940
						369941			369941
	369942				369942	369942		369942	369942
						369943			369943
						369950			369950
						369951			369951
						369952			369952
						369994			369994
						370005			370005
						370012			370012
						370015			370015
						370019			370019
					370038				370038
						370108			370108
	370111					370111			370111
						370115			370115
	370323		370323	370323	370323	370323	370323	370323	370323
						370324			370324
370405	370405	370405	370405	370405	370405		370405	370405	370405
						370407			370407
						370408			370408
						370439			370439
	370526			370526	370526	370526	370526	370526	370526
						370565			370565
370622	370622	370622		370622	370622	370622	370622	370622	370622
						370693			370693
						370694			370694
	370736				370736	370736		370736	370736
						370737			370737
	370764			370764	370764		370764	370764	370764
	370769				370769	370769		370769	370769
	370776			370776	370776	370776	370776	370776	370776
	370777	370777			370777	370777			370777
						370806			370806
			370833	370833					370833
						370874			370874
						370881			370881
						370882			370882
	370959			370959	370959	370959		370959	370959
						370961			370961
						370965			370965
						370967			370967
						370970			370970
						370972			370972
	370973				370973				370973
	370974				370974		370974	370974	370974
	370975			370975	370975	370975		370975	370975
						370976			370976
	370977				370977	370977	370977	370977	370977
	370978				370978	370978	370978	370978	370978
	370979			370979	370979		370979	370979	370979
						370981			370981
						370983			370983
						370985			370985
						370986			370986
						370987			370987
						370989			370989
						370990			370990
						370991			370991
						370992			370992
						370995			370995
						370996			370996
						371000			371000
						371001			371001
						371002			371002
						371006			371006
						371008			371008
						371010			371010
						371012			371012
						371016			371016
						371017			371017
						371018			371018
						371020			371020
						371022			371022
						371023			371023
						371032			371032
	371036				371036	371036		371036	371036
	371042			371042	371042	371042	371042	371042	371042
			37105	37105					37105
			37108	37108					37108
	371142				371142	371142		371142	371142
						371144			371144
						371145			371145
						371192			371192
						371193			371193
			37124	37124					37124
			37126	37126					37126
			37127	37127					37127
			37128	37128					37128
			371401	371401					371401
						371599			371599
						371600			371600
	371601		371601	371601	371601	371601		371601	371601
	371602			371602	371602	371602	371602	371602	371602
	371608			371608		371608		371608	371608
						371674			371674
	371720				371720	371720	371720	371720	371720
			371731	371731	371731	371731	371731	371731	371731
						371768			371768
						371771			371771
						371774			371774
						371775			371775
						371783			371783
						371788			371788
						371813			371813
					371821	371821		371821	371821
						371836			371836
						371845			371845
						371847			371847
						371849			371849
						371850			371850
						371852			371852
						371853			371853
						371854			371854
						372035			372035
						372037			372037
						372038			372038
						372040			372040
			37206	37206					37206
	372072			372072	372072			372072	372072
			372457	372457					372457
	372463				372463	372463		372463	372463
						372467			372467
						372468			372468
						372469			372469
	372484			372484	372484			372484	372484
						372485			372485
						372486			372486
	372655				372655				372655
						372661			372661
	372663			372663	372663		372663	372663	372663
						372673			372673
						372674			372674
	372787		372787	372787	372787			372787	372787
			37296	37296					37296
	373		373	373	373	373	373	373	373
						373038			373038
						373039			373039
					373040	373040		373040	373040
						373043			373043
						373048			373048
	373054				373054	373054		373054	373054
			373058	373058					373058
			373126	373126					373126
	37326		37326	37326	37326	37326		37326	37326
	37327				37327	37327	37327	37327	37327
	37328				37328	37328		37328	37328
	37329		37329	37329	37329	37329	37329	37329	37329
	37330			37330	37330	37330	37330	37330	37330
						37331			37331
	37332			37332	37332	37332	37332	37332	37332
	37333				37333	37333	37333	37333	37333
						373377			373377
						373380			373380
						373381			373381
	373386			373386	373386	373386		373386	373386
						373389			373389
	373391		373391		373391	373391	373391	373391	373391
			373398	373398					373398
				373403					373403
				373405					373405
				373407					373407
				373408					373408
				373412					373412
						373419			373419
	373540								373540
	373543								373543
	373638		373638	373638	373638	373638	373638	373638	373638
	373668			373668	373668			373668	373668
						373670			373670
						373671			373671
	373672			373672	373672	373672	373672	373672	373672
	373675			373675	373675			373675	373675
	373681				373681	373681			373681
	373687					373687			373687
			37372	37372	37372	37372	37372	37372	37372
						37377			37377
						37378			37378
						37380			37380
						37382			37382
						373882			373882
						373887			373887
						373888			373888
						373889			373889
						373890			373890
	373891				373891	373891			373891
						373909			373909
						373913			373913
						373914			373914
						373916			373916
						373919			373919
						373920			373920
						373923			373923
						373924			373924
						373925			373925
						373926			373926
						373927			373927
						373928			373928
						373958			373958
						373961			373961
						373965			373965
						373966			373966
						373967			373967
						373968			373968
						373975			373975
						373976			373976
						373979			373979
						373980			373980
						373981			373981
						373982			373982
						373983			373983
						373985			373985
						373986			373986
						373993			373993
			373994	373994	373994	373994	373994	373994	373994
				374106	374106	374106	374106	374106	374106
						374161			374161
				374162					374162
						374166			374166
						374173			374173
						374174			374174
	374177				374177	374177			374177
						374212			374212
				374422					374422
						374425			374425
						374426			374426
						374427			374427
						374428			374428
						374432			374432
						374434			374434
37448	37448	37448			37448	37448			37448
						37450			37450
	374513				374513	374513			374513
	374514				374514	374514			374514
	374515				374515				374515
						374516			374516
			37453			37453			37453
						374605			374605
				374606	374606			374606	374606
						374612			374612
						374655			374655
						37480			37480
	37482		37482	37482	37482	37482	37482	37482	37482
						374827			374827
	37483				37483	37483		37483	37483
						374830			374830
						374837			374837
	374838		374838	374838	374838		374838	374838	374838
						37484			37484
			374846						374846
						374850			374850
						374869			374869
37487	37487	37487	37487	37487		37487			37487
						374871			374871
						374876			374876
						374922			374922
				374981	374981		374981	374981	374981
375	375	375	375	375	375	375	375	375	375
						375060			375060
	375061			375061	375061	375061	375061	375061	375061
						375064			375064
						375151			375151
						375152			375152
						375159			375159
						375161			375161
						375162			375162
						375163			375163
						375164			375164
						375165			375165
						375167			375167
	375175			375175	375175		375175	375175	375175
			375286	375286	375286	375286	375286	375286	375286
						375293			375293
						375446			375446
						375475			375475
						375476			375476
						375480			375480
						375485			375485
						375486			375486
						375487			375487
				375489	375489			375489	375489
						375490			375490
				37554					37554
	375541				375541	375541			375541
						375542			375542
			375546	375546					375546
			375547	375547					375547
	375549				375549	375549			375549
				375574	375574	375574	375574	375574	375574
	375674				375674	375674		375674	375674
						375676			375676
						375688			375688
						375689			375689
						375690			375690
						375691			375691
						375693			375693
						375696			375696
						375697			375697
						375699			375699
						375700			375700
						375703			375703
						375706			375706
						375707			375707
						375710			375710
						375711			375711
						375712			375712
						375713			375713
						375719			375719
						375750			375750
						375752			375752
						375756			375756
	375757								375757
						375758			375758
	375760			375760	375760	375760	375760	375760	375760
	375761				375761	375761	375761	375761	375761
						375827			375827
						375829			375829
						375833			375833
						375838			375838
						375839			375839
						375840			375840
						375841			375841
						375842			375842
						375843			375843
						375916			375916
				375926	375926	375926		375926	375926
				375927	375927			375927	375927
375928		375928							375928
	375929		375929	375929	375929		375929	375929	375929
			376			376		376	376
								376149	376149
						376150			376150
	376165				376165				376165
						376166			376166
						376167			376167
376170		376170							376170
	376171				376171	376171	376171	376171	376171
						376173			376173
						376174			376174
						376175			376175
						376176			376176
						37624			37624
	37625			37625	37625	37625	37625	37625	37625
						376282			376282
						376283			376283
						376284			376284
						376285			376285
						376286			376286
						376287			376287
						376288			376288
						376289			376289
						376290			376290
						37632			37632
	37633				37633	37633			37633
						37635			37635
						376350			376350
	376351				376351	376351	376351	376351	376351
						376359			376359
	37636		37636	37636	37636	37636	37636	37636	37636
						376360			376360
						376361			376361
	37637		37637	37637	37637	37637	37637	37637	37637
						376415			376415
						376417			376417
	376427			376427	376427	376427	376427	376427	376427
						376451			376451
						376452			376452
						376453			376453
						376454			376454
						376460			376460
						376464			376464
	376470				376470	376470	376470	376470	376470
376489	376489	376489		376489	376489	376489	376489	376489	376489
	376490			376490	376490	376490	376490	376490	376490
				37658	37658	37658	37658	37658	37658
				37659	37659	37659	37659	37659	37659
				376620	376620	376620	376620	376620	376620
						376621			376621
			37665	37665					37665
					376727	376727		376727	376727
	376730			376730	376730	376730	376730	376730	376730
	376733			376733	376733	376733	376733	376733	376733
						376734			376734
						376736			376736
						376746			376746
						376748			376748
	376804		376804		376804	376804	376804	376804	376804
	376805		376805	376805	376805	376805	376805	376805	376805
	376806		376806		376806	376806	376806	376806	376806
				376807		376807			376807
						376809			376809
	376815				376815	376815	376815	376815	376815
			376820	376820					376820
	37692		37692	37692	37692		37692	37692	37692
						376926			376926
						376927			376927
						376928			376928
						376929			376929
						376931			376931
						376934			376934
						376935			376935
						376936			376936
						376962			376962
						376963			376963
						377024			377024
						377032			377032
						377036			377036
						377038			377038
						377134			377134
						377162			377162
						377165			377165
			37733	37733					37733
			37734	37734	37734	37734	37734	37734	37734
			377461	377461					377461
			377462	377462					377462
			377463	377463					377463
	37752			37752	37752	37752	37752	37752	37752
			377609	377609					377609
			377610	377610					377610
			377611	377611					377611
			377615	377615	377615	377615	377615	377615	377615
					377616	377616			377616
						377620			377620
						377621			377621
						377630			377630
			37816			37816			37816
	378211		378211	378211	378211	378211	378211	378211	378211
						378395			378395
						378396			378396
						378397			378397
				378404					378404
						378518			378518
						378528			378528
						378529			378529
						378530			378530
						378531			378531
						378532			378532
						378533			378533
	378543			378543	378543			378543	378543
	378548		378548	378548	378548	378548	378548	378548	378548
						378551			378551
						378554			378554
						378555			378555
						378562			378562
						378572			378572
						378574			378574
						378575			378575
						378576			378576
						378578			378578
						378582			378582
						378585			378585
						378586			378586
						378590			378590
						378592			378592
						378599			378599
						378604			378604
						378614			378614
						378615			378615
						378618			378618
						378619			378619
						378620			378620
						378621			378621
						378625			378625
						378626			378626
						378627			378627
						378630			378630
						378631			378631
						378632			378632
						378633			378633
						378634			378634
						378636			378636
						378643			378643
						378646			378646
						378649			378649
						378652			378652
						378653			378653
						378668			378668
						378767			378767
						378774			378774
						378782			378782
						378783			378783
						378784			378784
			378833	378833					378833
379		379							379
			379064	379064	379064		379064	379064	379064
379065		379065							379065
			379067	379067	379067	379067	379067	379067	379067
						379069			379069
						379071			379071
						379073			379073
	379075			379075	379075	379075		379075	379075
						379095			379095
	379097		379097	379097	379097	379097	379097	379097	379097
37914		37914							37914
	37915			37915		37915		37915	37915
	37916			37916		37916			37916
	37919		37919	37919	37919	37919		37919	37919
				37921	37921	37921		37921	37921
	37923			37923	37923	37923	37923	37923	37923
	37925				37925	37925	37925	37925	37925
	37926				37926	37926	37926	37926	37926
	37927			37927	37927	37927	37927	37927	37927
			37928	37928	37928	37928	37928	37928	37928
	37929				37929	37929			37929
	37930				37930	37930			37930
	37931				37931	37931			37931
379347		379347	379347			379347	379347	379347	379347
						379400			379400
						379455			379455
						379457			379457
						379458			379458
						379463			379463
						379468			379468
						379473			379473
						379474			379474
						379475			379475
						379476			379476
						379478			379478
						379479			379479
						379480			379480
						379481			379481
	379482			379482	379482	379482	379482	379482	379482
				379501					379501
					379535		379535	379535	379535
379546		379546							379546
	379547		379547	379547	379547		379547	379547	379547
						379548			379548
						379549			379549
						379551			379551
						379554			379554
						379557			379557
			37961	37961					37961
						379666			379666
					379684	379684			379684
			379728	379728					379728
						379733			379733
						379739			379739
			379892	379892					379892
	379893			379893	379893	379893	379893	379893	379893
379895	379895	379895			379895	379895			379895
			379896		379896	379896	379896	379896	379896
	379900		379900		379900	379900	379900	379900	379900
						38			38
	380		380	380	380	380	380	380	380
						380002			380002
						380019			380019
			380021		380021	380021		380021	380021
						380023			380023
						380032			380032
						380038			380038
						380039			380039
						380040			380040
						380043			380043
	380084			380084	380084	380084	380084	380084	380084
						380087			380087
						380091			380091
						380094			380094
						380161			380161
	380174		380174		380174	380174	380174	380174	380174
	38023					38023			38023
						38024			38024
	380242			380242		380242			380242
						380243			380243
	380244			380244	380244		380244	380244	380244
						380245			380245
							380248	380248	380248
						380249			380249
						38025			38025
						380250			380250
	38026			38026	38026	38026	38026	38026	38026
	38027			38027	38027	38027	38027	38027	38027
						380273			380273
						380275			380275
						380278			380278
						380392			380392
	380393			380393	380393	380393	380393	380393	380393
	380397		380397	380397	380397	380397	380397	380397	380397
						380471			380471
						380474			380474
			380598	380598					380598
			38062	38062					38062
	380629				380629	380629			380629
						380630			380630
						380638			380638
						380648			380648
			380669	380669					380669
	380674			380674		380674			380674
	380675			380675	380675	380675		380675	380675
			380676	380676					380676
					380685	380685		380685	380685
						380695			380695
						380697			380697
						380700			380700
						38072			38072
380738		380738							380738
			380749			380749	380749		380749
						380754			380754
						380756			380756
						380763			380763
						380765			380765
						38080			38080
						380908			380908
						380909			380909
	380911				380911				380911
381	381	381	381	381	381	381	381	381	381
						381299			381299
	381300			381300	381300	381300	381300	381300	381300
	381306			381306	381306	381306	381306	381306	381306
	381308				381308	381308		381308	381308
						381425			381425
	381431				381431			381431	381431
						381432			381432
	381445		381445		381445	381445	381445	381445	381445
						381634			381634
	381665			381665	381665	381665	381665	381665	381665
			38170	38170					38170
						381706			381706
						381708			381708
	381741			381741	381741	381741	381741	381741	381741
	381742			381742	381742	381742	381742	381742	381742
		381751		381751	381751	381751	381751	381751	381751
	381802			381802	381802			381802	381802
						381829			381829
						381830			381830
						381842			381842
						381848			381848
	381852		381852	381852		381852			381852
			381899	381899					381899
						381903			381903
						381904			381904
						381905			381905
	382		382	382	382	382	382	382	382
						382292			382292
						382301			382301
						382302			382302
						382303			382303
						382304			382304
						382351			382351
						382448			382448
						382450			382450
	382454				382454		382454	382454	382454
						382455			382455
						382456			382456
						382457			382457
						382460			382460
						382461			382461
						382462			382462
						382463			382463
			382464	382464	382464	382464	382464	382464	382464
						382484			382484
						382485			382485
						382486			382486
						382487			382487
						382488			382488
						382489			382489
						382492			382492
						382493			382493
						382494			382494
						382495			382495
						382496			382496
						382497			382497
						382498			382498
						382499			382499
						382501			382501
	382504				382504		382504	382504	382504
						382505			382505
						382506			382506
	382514			382514	382514	382514		382514	382514
						382516			382516
						382517			382517
	382641			382641	382641			382641	382641
						382672			382672
						382673			382673
						382694			382694
						382711			382711
	382777					382777			382777
						382778			382778
						38282			38282
	38284		38284	38284	38284	38284	38284	38284	38284
						38285			38285
	38286			38286	38286	38286		38286	38286
						38287			38287
			38288	38288	38288	38288	38288	38288	38288
	38289		38289	38289	38289	38289	38289	38289	38289
	38290				38290	38290		38290	38290
38293	38293	38293	38293	38293	38293		38293	38293	38293
						382954			382954
	38300		38300	38300	38300		38300	38300	38300
	38301			38301	38301		38301	38301	38301
	38302			38302	38302	38302	38302	38302	38302
			38303	38303		38303			38303
	38304		38304	38304		38304			38304
	38305			38305	38305	38305	38305	38305	38305
				38307	38307	38307		38307	38307
38308		38308	38308	38308	38308	38308		38308	38308
	38310			38310	38310	38310	38310	38310	38310
	38311				38311		38311	38311	38311
	38312		38312	38312	38312	38312	38312	38312	38312
38313	38313	38313		38313	38313	38313	38313	38313	38313
						38314			38314
38322		38322			38322	38322		38322	38322
38323	38323	38323	38323	38323	38323	38323	38323	38323	38323
				383381		383381	383381		383381
						383414			383414
						383418			383418
						383611			383611
	383615				383615				383615
			383631	383631	383631			383631	383631
						383676			383676
						383685			383685
						383692			383692
						383745			383745
383750	383750	383750			383750	383750		383750	383750
						383778			383778
						383805			383805
						383829			383829
						383854			383854
						383882			383882
						383885			383885
						383891			383891
						383904			383904
			383911						383911
	384		384	384	384	384	384	384	384
	38402		38402		38402	38402	38402	38402	38402
						384106			384106
						384107			384107
						384154			384154
						384156			384156
						384165			384165
						384166			384166
						384173			384173
						384175			384175
						384176			384176
						384177			384177
						384178			384178
						384179			384179
						384180			384180
						384197			384197
						384198			384198
						384203			384203
						384205			384205
						384206			384206
						384245			384245
						384247			384247
						384249			384249
						384268			384268
						384270			384270
						384273			384273
						384274			384274
						384275			384275
						384281			384281
	384602				384602	384602		384602	384602
						384604			384604
						384606			384606
						384607			384607
						384608			384608
						384610			384610
						384611			384611
						384612			384612
						384621			384621
				384636	384636	384636		384636	384636
			384638	384638	384638		384638	384638	384638
				384639					384639
	384677		384677	384677	384677	384677	384677	384677	384677
	384678				384678	384678			384678
						384683			384683
						384688			384688
						384929			384929
						384930			384930
						384931			384931
					384933	384933	384933	384933	384933
38501		38501							38501
	38502			38502	38502	38502		38502	38502
			385025						385025
						385067			385067
			38525	38525					38525
						385486			385486
						385488			385488
						385490			385490
	385492				385492	385492	385492	385492	385492
						385495			385495
						385496			385496
						385511			385511
						385517			385517
						385525			385525
						385557			385557
						385558			385558
						385568			385568
						385681			385681
	385682			385682	385682	385682	385682	385682	385682
						385766			385766
						385814			385814
						385844			385844
						385867			385867
						385889			385889
						385909			385909
						385956			385956
			385957			385957			385957
						385958			385958
						385959			385959
						386035			386035
						386036			386036
						386037			386037
						386038			386038
	386056				386056	386056	386056	386056	386056
						386077			386077
						386299			386299
	386300			386300	386300	386300		386300	386300
	386301			386301	386301	386301	386301	386301	386301
				386302	386302			386302	386302
						386305			386305
	386414		386414	386414	386414	386414	386414	386414	386414
			386428			386428			386428
			386429						386429
						386436			386436
					386456			386456	386456
						386459			386459
						386460			386460
	386487		386487	386487	386487		386487	386487	386487
						386488			386488
					386490	386490			386490
						386496			386496
						386499			386499
						386504			386504
						386509			386509
						386511			386511
						386590			386590
						386592			386592
						386601			386601
						386608			386608
						386653			386653
						386872			386872
						386873			386873
386874		386874			386874				386874
						386879			386879
386891	386891	386891		386891	386891	386891	386891	386891	386891
	386892				386892	386892		386892	386892
						386900			386900
	386911					386911			386911
	386913			386913	386913		386913	386913	386913
						386923			386923
						386927			386927
						386928			386928
						386929			386929
						386981			386981
						386987			386987
	387090		387090	387090	387090	387090	387090	387090	387090
						387092	387092	387092	387092
						387093	387093	387093	387093
	387094			387094	387094	387094		387094	387094
				387096	387096	387096		387096	387096
	387340				387340				387340
	387341		387341	387341	387341	387341	387341	387341	387341
387342		387342							387342
	387343		387343	387343	387343	387343	387343	387343	387343
						387364			387364
						387365			387365
						387366			387366
						387382			387382
						387384			387384
						387388			387388
						387394			387394
						387396			387396
						387397			387397
						387405			387405
						387410			387410
						387411			387411
						387412			387412
						387418			387418
						387420			387420
						38746			38746
						387629			387629
						387638			387638
						387642			387642
						387645			387645
						387652			387652
387655		387655							387655
						387656			387656
	387659			387659	387659	387659		387659	387659
			38766	38766					38766
						387660			387660
	387661		387661	387661	387661	387661	387661	387661	387661
			38767	38767					38767
						38778			38778
						387785			387785
						38781			38781
						387846			387846
						387855			387855
						387859			387859
						387864			387864
						387867			387867
						387868			387868
						387869			387869
						387872			387872
						387877			387877
						387879			387879
						387883			387883
						387886			387886
						387888			387888
						387889			387889
						387891			387891
			387905	387905					387905
						387957		387957	387957
						387989			387989
						387991			387991
						387998			387998
						387999			387999
						388001			388001
						388004			388004
						388011			388011
						388012			388012
						388013			388013
						388016			388016
						388017			388017
			388038	388038					388038
			38804	38804					38804
						388042			388042
					388051			388051	388051
					38815	38815		38815	38815
						388238			388238
						388240			388240
						388244			388244
						388245			388245
						388248			388248
						388250			388250
						388255			388255
						388256			388256
						388258			388258
	388259		388259	388259	388259	388259	388259	388259	388259
	388278			388278	388278	388278		388278	388278
	388280			388280	388280	388280	388280	388280	388280
						388281			388281
						388342			388342
						388343			388343
						388344			388344
						388348			388348
						388349			388349
						388351			388351
						388353			388353
	388357					388357	388357	388357	388357
						388358			388358
						388359			388359
						388360			388360
			388384	388384				388384	388384
			388400			388400			388400
			388401	388401	388401	388401		388401	388401
	388408	388408	388408	388408	388408		388408	388408	388408
	388413		388413	388413	388413	388413	388413	388413	388413
				388452					388452
					388459	388459		388459	388459
	388466				388466			388466	388466
						388551			388551
388640	388640	388640	388640	388640	388640	388640	388640	388640	388640
								388739	388739
	388741			388741	388741	388741	388741	388741	388741
	388746				388746	388746			388746
	38875			38875		38875			38875
						38876			38876
						388762			388762
						388764			388764
						388766			388766
						388767			388767
						388768			388768
						388922			388922
	388950			388950	388950		388950	388950	388950
						389069			389069
						389074			389074
						389080			389080
						389081			389081
						389085			389085
						389089			389089
						389127			389127
			389214	389214					389214
						389265			389265
						389274			389274
						389276			389276
	389348			389348		389348			389348
				389469					389469
						389473			389473
						389476			389476
						389477			389477
						389480			389480
						389648			389648
						389650			389650
						389655			389655
					38986	38986	38986	38986	38986
39		39							39
			390157	390157					390157
	390241			390241	390241		390241	390241	390241
	390242			390242		390242			390242
	390269			390269	390269	390269		390269	390269
	390270			390270	390270	390270	390270	390270	390270
	39029			39029	39029	39029	39029	39029	39029
			390436	390436					390436
			390437	390437					390437
			390438	390438					390438
			390439	390439					390439
			390440	390440					390440
			390441	390441					390441
			390442	390442					390442
			390443	390443					390443
			39046	39046					39046
					39047	39047		39047	39047
						390527			390527
						390528			390528
						390535			390535
						390536			390536
						390547			390547
						390552			390552
						390553			390553
						390561			390561
						390577			390577
						390584			390584
						390585			390585
	39060			39060	39060		39060	39060	39060
						390601			390601
						390602			390602
						390612			390612
						390623			390623
						390637			390637
	390640			390640	390640		390640	390640	390640
	390641		390641	390641	390641	390641	390641	390641	390641
						390774			390774
						390799			390799
						390800			390800
390805		390805							390805
	390806			390806	390806		390806	390806	390806
	390807			390807	390807	390807	390807	390807	390807
	390841			390841	390841	390841	390841	390841	390841
	390842		390842	390842	390842	390842	390842	390842	390842
						390843			390843
			390844	390844					390844
			390845	390845					390845
	390877				390877	390877	390877	390877	390877
						390878			390878
						390879			390879
					390880	390880			390880
						390882			390882
	390883			390883	390883	390883	390883	390883	390883
	390884		390884	390884	390884	390884	390884	390884	390884
	390919				390919	390919		390919	390919
						390950			390950
						390972			390972
390988		390988							390988
	390989				390989	390989	390989	390989	390989
						391			391
						391015			391015
						391016			391016
						391018			391018
							391036	391036	391036
	39122				39122	39122	39122	39122	39122
			391228	391228					391228
						391287			391287
						391289			391289
					391303			391303	391303
						391358			391358
						391359			391359
						391360			391360
						391376			391376
						391377			391377
						391403			391403
	39152		39152	39152	39152	39152	39152	39152	39152
						391574			391574
			391586						391586
			391589	391589	391589		391589	391589	391589
			391593	391593	391593	391593		391593	391593
			391596	391596	391596	391596	391596	391596	391596
			391597		391597	391597	391597	391597	391597
			391598	391598		391598		391598	391598
			391600			391600	391600		391600
			391601						391601
						391603	391603	391603	391603
			391613		391613	391613		391613	391613
			391615	391615	391615	391615	391615	391615	391615
						391736			391736
	391738			391738	391738	391738	391738	391738	391738
391905	391905	391905			391905	391905		391905	391905
	391920								391920
					391922	391922			391922
	391948				391948	391948			391948
	391953				391953	391953	391953	391953	391953
	392009				392009	392009		392009	392009
	392010				392010	392010		392010	392010
						392011			392011
					392012	392012	392012	392012	392012
					392014	392014	392014	392014	392014
				392015	392015	392015	392015	392015	392015
					392016		392016	392016	392016
						392018			392018
			392174	392174					392174
						392303			392303
						392306			392306
	392320				392320	392320		392320	392320
392332		392332							392332
	392333			392333	392333	392333	392333	392333	392333
						392402			392402
						392403			392403
						392404			392404
						392406			392406
						392407			392407
						392408			392408
					392409	392409		392409	392409
						392410			392410
						392411			392411
	392412				392412	392412		392412	392412
					392413		392413	392413	392413
					392414	392414			392414
	392416			392416	392416	392416	392416	392416	392416
	392421			392421	392421		392421	392421	392421
						392423			392423
						392430			392430
						392436			392436
						392438			392438
						392439			392439
						392440			392440
						392441			392441
						392442			392442
						392443			392443
						392444			392444
						392446			392446
						392449			392449
						392450			392450
						392451			392451
						392452			392452
						392454			392454
						392455			392455
						392457			392457
						392460			392460
						392461			392461
						392462			392462
						392464			392464
						392468			392468
						392469			392469
						392470			392470
	392484		392484	392484	392484		392484	392484	392484
						392486			392486
						392489			392489
			392504	392504					392504
	392547			392547	392547			392547	392547
						392558			392558
						392561			392561
						392565			392565
	392566			392566	392566	392566	392566	392566	392566
						392567			392567
						392571			392571
						392587			392587
	392589		392589		392589	392589	392589	392589	392589
						392591			392591
392593	392593				392593	392593		392593	392593
						392595			392595
						392596			392596
	392597				392597	392597			392597
						392598			392598
						392604			392604
						392608			392608
						392609			392609
		392610			392610				392610
						392711			392711
	392714				392714	392714			392714
						392715			392715
	392717				392717	392717		392717	392717
						392719			392719
						392721			392721
						392722			392722
						392723			392723
						392724			392724
						392725			392725
						392727			392727
392734	392734	392734	392734	392734	392734		392734	392734	392734
	392736		392736		392736	392736	392736	392736	392736
			392761	392761					392761
						392823			392823
	392827				392827	392827	392827	392827	392827
					392828	392828	392828	392828	392828
						392829			392829
						392831			392831
						392832			392832
						392835			392835
			392838		392838	392838	392838	392838	392838
						392839			392839
	392842				392842	392842		392842	392842
						392844			392844
						392850			392850
						392873			392873
						392880			392880
						392887			392887
						392892			392892
						392966			392966
						392969			392969
	393003			393003	393003	393003	393003		393003
						393006			393006
						393015			393015
						393030			393030
			393049	393049					393049
	393059				393059				393059
	393060		393060			393060	393060		393060
						393076			393076
						393078			393078
						393080			393080
						393084			393084
						393085			393085
						393086			393086
	393087		393087		393087	393087	393087	393087	393087
						393089			393089
						393092			393092
						393093			393093
						393108			393108
						393111			393111
						393114			393114
						393250			393250
				393251	393251	393251		393251	393251
						393263			393263
	393267				393267	393267		393267	393267
	393278			393278	393278	393278	393278	393278	393278
					393303			393303	393303
	393310			393310	393310	393310	393310	393310	393310
						393313			393313
	393481				393481	393481			393481
						393536			393536
						393537			393537
						393538			393538
				393598					393598
			393599	393599					393599
						393606			393606
	393607				393607	393607			393607
						393611			393611
						393641			393641
						393646			393646
						393649			393649
						393654			393654
	393657			393657		393657			393657
	393662	393662	393662	393662	393662		393662	393662	393662
	393663			393663	393663	393663		393663	393663
						393664			393664
						393728			393728
						393730			393730
						393734			393734
						393736			393736
						393737			393737
						393738			393738
						393739			393739
						393741			393741
						393743			393743
						393745			393745
	393762			393762	393762	393762	393762	393762	393762
	393763			393763	393763	393763		393763	393763
	393765		393765		393765				393765
						393800			393800
						393906			393906
						393909			393909
						393910			393910
						393915			393915
	393921		393921	393921	393921	393921	393921	393921	393921
			394036	394036					394036
						394059			394059
						394063			394063
						394064			394064
						394065			394065
						394091			394091
						394092			394092
						394093			394093
						394094			394094
					394095				394095
	394096			394096	394096		394096	394096	394096
	394098		394098	394098	394098	394098	394098	394098	394098
						394102			394102
	394193			394193	394193	394193	394193	394193	394193
			39420	39420					39420
						394228			394228
	394230				394230	394230			394230
				394231					394231
			394239	394239					394239
	394264			394264	394264	394264	394264	394264	394264
						394284			394284
						394285			394285
						394286			394286
						394294			394294
						394295			394295
						394297			394297
								394340	394340
						394341			394341
						394344			394344
						394345			394345
						394346			394346
						394349			394349
						394351			394351
						394354			394354
						394356			394356
						39440			39440
				39441	39441	39441	39441	39441	39441
			39443	39443					39443
			39444	39444					39444
						394491			394491
	394506				394506	394506			394506
						394554			394554
						394555			394555
						394556			394556
						394557			394557
						394559			394559
	394566				394566	394566	394566	394566	394566
	394732			394732	394732	394732	394732	394732	394732
394733		394733				394733			394733
	394734				394734	394734	394734	394734	394734
394751	394751	394751	394751	394751	394751	394751		394751	394751
	39478			39478	39478	39478		39478	39478
						39479			39479
	39480			39480	39480	39480	39480	39480	39480
						394805			394805
				39481		39481			39481
				39482	39482	39482	39482	39482	39482
	39483			39483	39483		39483	39483	39483
	39484				39484	39484	39484	39484	39484
	39485		39485	39485	39485		39485	39485	39485
	39486		39486	39486	39486	39486	39486	39486	39486
						394863			394863
						394865			394865
