Taxonomy	reSRR9320187	reSRR9320188	reSRR9320191	reSRR9320192	reSRR9320193	reSRR9320194	reSRR9320195	reSRR9320196	reSRR9320197	reSRR9320198	reSRR9320199
k__Bacteria|p__Actinobacteria|c__CFGB33643|o__OFGB33643	0	0	0	0	0	0	1.20542958448422	0.851902563210679	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB33643|o__OFGB33643|f__FGB33643	0	0	0	0	0	0	1.20542958448422	0.851902563210679	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB33643|o__OFGB33643|f__FGB33643|g__GGB48208	0	0	0	0	0	0	0.663882936212814	0.851902563210679	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB33643|o__OFGB33643|f__FGB33643|g__GGB48208|s__GGB48208_SGB66215	0	0	0	0	0	0	0.663882936212814	0.851902563210679	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB33643|o__OFGB33643|f__FGB33643|g__GGB48208|s__GGB48208_SGB66215|t__SGB66215	0	0	0	0	0	0	0.663882936212814	0.851902563210679	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB37431	0	0	0	0.818844608732387	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB37431|o__OFGB37431	0	0	0	0.818844608732387	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB37431|o__OFGB37431|f__FGB37431	0	0	0	0.818844608732387	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB37854	0.606132939952827	0	0	0.675655930786738	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB37854|o__OFGB37854	0.606132939952827	0	0	0.675655930786738	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB37854|o__OFGB37854|f__FGB37854	0.606132939952827	0	0	0.675655930786738	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB43770	0	0	0	0	0	0	0	0	0	0	0.522787889220472
k__Bacteria|p__Actinobacteria|c__CFGB43770|o__OFGB43770	0	0	0	0	0	0	0	0	0	0	0.522787889220472
k__Bacteria|p__Actinobacteria|c__CFGB43770|o__OFGB43770|f__FGB43770	0	0	0	0	0	0	0	0	0	0	0.522787889220472
k__Bacteria|p__Candidatus_Eremiobacteraeota	1.84773513284107	2.12401699439253	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Eremiobacteraeota|c__CFGB11148	1.84773513284107	2.12401699439253	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Eremiobacteraeota|c__CFGB11148|o__OFGB11148	1.84773513284107	2.12401699439253	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Eremiobacteraeota|c__CFGB11148|o__OFGB11148|f__FGB11148	1.84773513284107	2.12401699439253	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria	6.10245679399311	3.37433848126059	0	4.86684081436299	0	0	11.6039929256387	7.74060899088827	4.20685600560568	2.19554102686957	2.03810804587029
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0	0	0	0	0	0	0.454978686606716	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	0	0	0	0	0	0	0.454978686606716	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	0	0	0	0	0	0	0.454978686606716	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium	0	0	0	0	0	0	0.454978686606716	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_angustum	0	0	0	0	0	0	0.454978686606716	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_angustum|t__SGB10905	0	0	0	0	0	0	0.454978686606716	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0	0	0	0	0	0	1.5199685113129	0.92006447433575	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	0	0	0	0	0	0	1.5199685113129	0.92006447433575	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae	0	0	0	0	0	0	1.5199685113129	0.92006447433575	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__GGB6665	0	0	0	0	0	0	0.798332490648724	0.546933925781626	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB11780	0.987776389769179	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB11780|o__OFGB11780	0.987776389769179	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB11780|o__OFGB11780|f__FGB11780	0.987776389769179	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB12897	0	0	0	0	0	0	0.487097436498258	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB12897|o__OFGB12897	0	0	0	0	0	0	0.487097436498258	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB12897|o__OFGB12897|f__FGB12897	0	0	0	0	0	0	0.487097436498258	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13172	0	0	0	1.24225211825678	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13172|o__OFGB13172	0	0	0	1.24225211825678	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13172|o__OFGB13172|f__FGB13172	0	0	0	1.24225211825678	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14538	0	0	0	0	0	0	0.835613028021122	0.699755032185577	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14538|o__OFGB14538	0	0	0	0	0	0	0.835613028021122	0.699755032185577	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14538|o__OFGB14538|f__FGB14538	0	0	0	0	0	0	0.835613028021122	0.699755032185577	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB21857	0	0	0	0	0	0	0.392715543882379	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB21857|o__OFGB21857	0	0	0	0	0	0	0.392715543882379	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB21857|o__OFGB21857|f__FGB21857	0	0	0	0	0	0	0.392715543882379	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2229	1.03187777628867	0.974420320429883	0	0.811089055004018	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2229|o__OFGB2229	1.03187777628867	0.974420320429883	0	0.811089055004018	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2229|o__OFGB2229|f__FGB2229	1.03187777628867	0.974420320429883	0	0.811089055004018	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB25809	0	0.72686570316948	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB25809|o__OFGB25809	0	0.72686570316948	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB25809|o__OFGB25809|f__FGB25809	0	0.72686570316948	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB26181	0	0	0	0	0	0	0.669370886581988	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB26181|o__OFGB26181	0	0	0	0	0	0	0.669370886581988	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB26181|o__OFGB26181|f__FGB26181	0	0	0	0	0	0	0.669370886581988	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB3683	0	0	0	0	0	0	0	0	0.97056236975373	0	0.61592989479779
k__Bacteria|p__Proteobacteria|c__CFGB3683|o__OFGB3683	0	0	0	0	0	0	0	0	0.97056236975373	0	0.61592989479779
k__Bacteria|p__Proteobacteria|c__CFGB3683|o__OFGB3683|f__FGB3683	0	0	0	0	0	0	0	0	0.97056236975373	0	0.61592989479779
k__Bacteria|p__Proteobacteria|c__CFGB37505	0	0	0	0	0	0	0	0	0	0.538573816403935	0
k__Bacteria|p__Proteobacteria|c__CFGB37505|o__OFGB37505	0	0	0	0	0	0	0	0	0	0.538573816403935	0
k__Bacteria|p__Proteobacteria|c__CFGB37505|o__OFGB37505|f__FGB37505	0	0	0	0	0	0	0	0	0	0.538573816403935	0
k__Bacteria|p__Proteobacteria|c__CFGB3756	0	0	0	0	0	0	0.425273264496233	0	0	0.677364181847888	0
k__Bacteria|p__Proteobacteria|c__CFGB3756|o__OFGB3756	0	0	0	0	0	0	0.425273264496233	0	0	0.677364181847888	0
k__Bacteria|p__Proteobacteria|c__CFGB3756|o__OFGB3756|f__FGB3756	0	0	0	0	0	0	0.425273264496233	0	0	0.677364181847888	0
k__Bacteria|p__Proteobacteria|c__CFGB4088	0	0	0	0	0	0	0.454197782418797	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB4088|o__OFGB4088	0	0	0	0	0	0	0.454197782418797	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB4088|o__OFGB4088|f__FGB4088	0	0	0	0	0	0	0.454197782418797	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB42879	0	0	0	0	0	0	0	0.824244589276473	1.33312930899547	0	0
k__Bacteria|p__Proteobacteria|c__CFGB42879|o__OFGB42879	0	0	0	0	0	0	0	0.824244589276473	1.33312930899547	0	0
k__Bacteria|p__Proteobacteria|c__CFGB42879|o__OFGB42879|f__FGB42879	0	0	0	0	0	0	0	0.824244589276473	1.33312930899547	0	0
k__Bacteria|p__Proteobacteria|c__CFGB43181	1.06176698829628	0	0	0.923820598509711	0	0	2.36004255303458	1.50963381437186	0.699780429816793	0.979603028617742	0.707560676584287
k__Bacteria|p__Proteobacteria|c__CFGB43181|o__OFGB43181	1.06176698829628	0	0	0.923820598509711	0	0	2.36004255303458	1.50963381437186	0.699780429816793	0.979603028617742	0.707560676584287
k__Bacteria|p__Proteobacteria|c__CFGB43181|o__OFGB43181|f__FGB43181	1.06176698829628	0	0	0.923820598509711	0	0	2.36004255303458	1.50963381437186	0.699780429816793	0.979603028617742	0.707560676584287
k__Bacteria|p__Proteobacteria|c__CFGB44372	1.35417021241203	0	0	1.09494085360307	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB44372|o__OFGB44372	1.35417021241203	0	0	1.09494085360307	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB44372|o__OFGB44372|f__FGB44372	1.35417021241203	0	0	1.09494085360307	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB5408	0	0	0	0	0	0	2.04862209940684	1.39945820885737	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB5408|o__OFGB5408	0	0	0	0	0	0	2.04862209940684	1.39945820885737	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB5408|o__OFGB5408|f__FGB5408	0	0	0	0	0	0	2.04862209940684	1.39945820885737	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB5408|o__OFGB5408|f__FGB5408|g__GGB15888	0	0	0	0	0	0	0.430846047443116	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB5408|o__OFGB5408|f__FGB5408|g__GGB15888|s__GGB15888_SGB24142	0	0	0	0	0	0	0.430846047443116	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB5408|o__OFGB5408|f__FGB5408|g__GGB15888|s__GGB15888_SGB24142|t__SGB24142	0	0	0	0	0	0	0.430846047443116	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB6661	0	0.832035672675019	0	0	0	0	1.95611313337888	1.50639767829339	0	0	0.714617474488213
k__Bacteria|p__Proteobacteria|c__CFGB6661|o__OFGB6661	0	0.832035672675019	0	0	0	0	1.95611313337888	1.50639767829339	0	0	0.714617474488213
k__Bacteria|p__Proteobacteria|c__CFGB6661|o__OFGB6661|f__FGB6661	0	0.832035672675019	0	0	0	0	1.95611313337888	1.50639767829339	0	0	0.714617474488213
k__Bacteria|p__Proteobacteria|c__CFGB6665	0	0	0	0	0	0	0	0.881055193567853	0.4574230625011	0	0
k__Bacteria|p__Proteobacteria|c__CFGB6665|o__OFGB6665	0	0	0	0	0	0	0	0.881055193567853	0.4574230625011	0	0
k__Bacteria|p__Proteobacteria|c__CFGB6665|o__OFGB6665|f__FGB6665	0	0	0	0	0	0	0	0.881055193567853	0.4574230625011	0	0
k__Bacteria|p__Proteobacteria|c__CFGB6665|o__OFGB6665|f__FGB6665|g__GGB48274	0	0	0	0	0	0	0	0.881055193567853	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB6665|o__OFGB6665|f__FGB6665|g__GGB48274|s__GGB48274_SGB66285	0	0	0	0	0	0	0	0.881055193567853	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB6665|o__OFGB6665|f__FGB6665|g__GGB48274|s__GGB48274_SGB66285|t__SGB66285	0	0	0	0	0	0	0	0.881055193567853	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7315	0	0	0	0	0	0	0	0	0.745960834538589	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7315|o__OFGB7315	0	0	0	0	0	0	0	0	0.745960834538589	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7315|o__OFGB7315|f__FGB7315	0	0	0	0	0	0	0	0	0.745960834538589	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7806	0.629211350951341	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7806|o__OFGB7806	0.629211350951341	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7806|o__OFGB7806|f__FGB7806	0.629211350951341	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7808	1.03765407627561	0.841016784986209	0	0.794738188989418	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7808|o__OFGB7808	1.03765407627561	0.841016784986209	0	0.794738188989418	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7808|o__OFGB7808|f__FGB7808	1.03765407627561	0.841016784986209	0	0.794738188989418	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes	0	0	0	0	0	0	0	0	0	0	0.56966311132989
k__Bacteria|p__Tenericutes|c__CFGB23549	0	0	0	0	0	0	0	0	0	0	0.56966311132989
k__Bacteria|p__Tenericutes|c__CFGB23549|o__OFGB23549	0	0	0	0	0	0	0	0	0	0	0.56966311132989
k__Bacteria|p__Tenericutes|c__CFGB23549|o__OFGB23549|f__FGB23549	0	0	0	0	0	0	0	0	0	0	0.56966311132989
sgb_01	0.672906623519589	0	0	0	0	0	0	0	0	0	0
sgb_02	0	0	0	0	0	0	0	0.64826450943468	1.79612697362765	1.22942907151821	1.87691542748694
sgb_03	0	0	0	0	0	0	0	0.650654950892217	0	0	0
sgb_04	0	0	0	0	0	0	1.22158851853526	2.13522586797275	0.498277517090205	0.835280270648211	0.586927138495614
sgb_05	0	0	0	0	0	0	0	0	0.641942440496164	0	0.601066568960056
sgb_06	0	0	0	0	0	0	0	0	0	0.527790835265434	0
sgb_07	0	0	0	0	0	0	0.594420013242539	0	0	1.26256964879854	1.52925699831038
sgb_08	0	0	0	0	0	0	0.458159845744638	0.893119798136476	2.47253389767566	1.70517173541156	2.830167365437
sgb_09	0	0	0	0	0	0	0	0	0.704280516812061	0	0.688526989878488
sgb_10	0	0.783327126153945	0	0	0	0	0	0	0	0	0
sgb_11	0	0.894880141714597	0	0	0	0	0	0	0	0	0
sgb_12	0	1.31103204543332	0	1.56570886879115	0	0	0	0	0	0	0
sgb_13	0.824245162270867	0.923616672901865	0	1.08989528913669	0	0	0	0	0	0	0
sgb_14	0	0	0	0	1.36395465088119	0	0	0	0	0	0
sgb_15	0	0	0	0	1.04015512560831	0	0	0	0	0	0
sgb_16	0	0	0	0	0	0	0.357775527489881	0.443164431803712	0.590483924187823	0	0
sgb_17	0	0	0	0	0	0	0	0.491020538637669	0	0	0
UNKNOWN	86.8464589801366	85.7182813835532	98.639583267193	86.8802402193632	96.5071386990067	100	81.9503670848695	84.4477465077577	86.150039264815	90.5587863673237	86.1645674638653
