;ID0;ID1;ID2;ID3;ID4;ID5;ID6;ID7;ID8;ID9;ID10;ID11;ID12;ID13;ID14;ID15;ID16;ID17;ID18;ID19;ID20;ID21;ID22;ID23;ID24;ID25;ID26;ID27;ID28;ID29;ID30;ID31;ID32;ID33;ID34;ID35;ID36;ID37;ID38;ID39;ID40;ID41;ID42;ID43;ID44;ID45;ID46;ID47;ID48;ID49;ID50;ID51;ID52;ID53;ID54;ID55;ID56;ID57;ID58;ID59;ID60;ID61;ID62;ID63;ID64;ID65;ID66;ID67;ID68;ID69;ID70;ID71;ID72;ID73;ID74;ID75;ID76;ID77;ID78;ID79;ID80;ID81;ID82;ID83;ID84;ID85;ID86;ID87;ID88;ID89
ID10;0.991009;0.990303;0.979060;0.992805;0.987036;0.988808;0.987275;0.980971;0.968313;0.975603;0.000000;0.959985;0.971484;0.971676;0.932740;0.961232;0.985351;0.969062;0.993914;0.987928;0.991229;0.984028;0.987913;0.991944;0.991248;0.993933;0.961209;0.972996;0.982400;0.974605;0.940777;0.970961;0.988700;0.974521;0.985783;0.978457;0.975776;0.982857;0.989110;0.991249;0.991209;0.992719;0.993271;0.994923;0.992175;0.993864;0.991408;0.990914;0.990276;0.987374;0.986253;0.999427;0.998038;0.991882;0.993442;0.985216;0.991290;0.992525;0.994660;0.994001;0.986428;0.995783;0.992671;0.993811;0.994269;0.994033;0.988335;0.992017;0.991299;0.991029;0.994254;0.992782;0.989419;0.991942;0.998543;0.989938;0.993609;0.999668;0.993463;0.996493;0.996449;0.986569;0.995224;0.996656;0.993393;0.994599;0.988093;0.992534;0.991130;0.987321
ID11;0.991437;0.983130;0.975660;0.992998;0.987171;0.983465;0.986249;0.974591;0.967393;0.964387;0.959985;0.000000;0.967892;0.957779;0.959711;0.969110;0.967803;0.964765;0.993334;0.988013;0.987427;0.980983;0.989398;0.987965;0.991277;0.988714;0.965528;0.973378;0.972238;0.965187;0.955969;0.920929;0.985897;0.971803;0.984978;0.976529;0.976100;0.983483;0.988127;0.989437;0.991466;0.991635;0.992518;0.995861;0.991353;0.993598;0.992059;0.989747;0.989489;0.986986;0.988628;0.999531;0.998645;0.990557;0.993352;0.985921;0.990867;0.991425;0.993791;0.992815;0.987336;0.997045;0.991517;0.993395;0.993221;0.992984;0.988098;0.991413;0.992988;0.990851;0.994012;0.992424;0.988129;0.991847;0.998982;0.989303;0.993825;0.999778;0.992821;0.997318;0.997465;0.987691;0.995897;0.997087;0.992115;0.993509;0.987537;0.990936;0.992211;0.988821
ID12;0.990686;0.982116;0.978480;0.988107;0.985749;0.980598;0.981356;0.970452;0.939807;0.942831;0.971484;0.967892;0.000000;0.891775;0.960186;0.971372;0.982934;0.976382;0.991019;0.987146;0.984806;0.982172;0.985348;0.979945;0.990749;0.984987;0.943555;0.970781;0.902182;0.940752;0.965226;0.972960;0.984068;0.971587;0.968616;0.974391;0.965770;0.967673;0.989995;0.990242;0.994101;0.992593;0.992642;0.996161;0.991190;0.994646;0.993378;0.990822;0.990396;0.987998;0.989752;0.999700;0.998837;0.991027;0.994024;0.987760;0.992424;0.993238;0.994358;0.993689;0.987107;0.997208;0.991859;0.993872;0.994029;0.993138;0.988373;0.991178;0.991596;0.989711;0.994782;0.993230;0.990138;0.992869;0.999132;0.989331;0.994058;0.999814;0.992741;0.997711;0.997691;0.987887;0.996615;0.997527;0.992330;0.993802;0.988057;0.991818;0.991240;0.989105
ID13;0.991912;0.977709;0.977046;0.992263;0.988550;0.977155;0.983084;0.959668;0.954623;0.861239;0.971676;0.957779;0.891775;0.000000;0.967850;0.974659;0.982742;0.974457;0.993081;0.989226;0.982506;0.981331;0.988492;0.979362;0.991978;0.981402;0.961060;0.973350;0.892814;0.942082;0.969187;0.965825;0.984368;0.969139;0.969184;0.974969;0.966452;0.969395;0.989915;0.990108;0.993624;0.992372;0.993137;0.995983;0.991932;0.994566;0.992639;0.991142;0.991200;0.988507;0.989675;0.999624;0.998552;0.990965;0.993740;0.987499;0.991943;0.993154;0.994309;0.993670;0.987975;0.997026;0.991592;0.993623;0.993910;0.993137;0.989327;0.992451;0.992696;0.991428;0.994416;0.992608;0.989279;0.992168;0.999008;0.990066;0.994012;0.999791;0.993210;0.997475;0.997413;0.988216;0.996077;0.997369;0.993029;0.994106;0.987380;0.991522;0.992308;0.989538
ID14;0.986352;0.978949;0.974847;0.986990;0.980461;0.977410;0.978699;0.970914;0.928855;0.965703;0.932740;0.959711;0.960186;0.967850;0.000000;0.918321;0.948891;0.969987;0.986433;0.982916;0.983515;0.975070;0.985214;0.982838;0.985717;0.983461;0.914536;0.954755;0.971324;0.957459;0.900413;0.952585;0.969220;0.969153;0.969701;0.958946;0.962465;0.967261;0.984555;0.984254;0.993759;0.989985;0.987363;0.996070;0.984052;0.993302;0.993198;0.984518;0.984006;0.982290;0.989929;0.999752;0.999149;0.987092;0.993541;0.984185;0.987255;0.988099;0.989951;0.987681;0.982029;0.997384;0.986042;0.991700;0.989652;0.989249;0.983781;0.983420;0.991471;0.983774;0.993387;0.990752;0.983458;0.991259;0.999285;0.981250;0.993141;0.999856;0.987919;0.997852;0.997921;0.983789;0.996428;0.997537;0.985745;0.989687;0.985206;0.984754;0.991384;0.987883
ID15;0.976532;0.976014;0.953266;0.980316;0.954869;0.973910;0.973473;0.968704;0.941142;0.966625;0.961232;0.969110;0.971372;0.974659;0.918321;0.000000;0.940617;0.941577;0.979481;0.964804;0.979964;0.955696;0.976931;0.980115;0.976563;0.982600;0.933667;0.910060;0.977899;0.924460;0.932698;0.959314;0.959501;0.951837;0.970341;0.920723;0.964309;0.969351;0.975355;0.975320;0.989510;0.984215;0.979845;0.993249;0.973209;0.988628;0.988992;0.973711;0.970875;0.969938;0.980779;0.999581;0.998642;0.980221;0.989828;0.970671;0.979564;0.978465;0.984489;0.979363;0.972328;0.995756;0.975010;0.986655;0.983682;0.982573;0.973216;0.973190;0.984699;0.973759;0.989210;0.985095;0.972129;0.986086;0.998835;0.967892;0.989187;0.999776;0.981769;0.996706;0.996875;0.974334;0.993751;0.995845;0.977573;0.983499;0.976154;0.973308;0.987271;0.980859
ID16;0.982615;0.973139;0.970604;0.982701;0.968834;0.973478;0.981047;0.973386;0.956587;0.973061;0.985351;0.967803;0.982934;0.982742;0.948891;0.940617;0.000000;0.952290;0.975678;0.975415;0.981038;0.966329;0.985942;0.979876;0.981343;0.979561;0.948277;0.947994;0.979258;0.938835;0.941725;0.946527;0.933217;0.972832;0.975293;0.944239;0.977427;0.976293;0.980913;0.976252;0.993605;0.987763;0.981582;0.996835;0.974373;0.991893;0.994073;0.975363;0.977762;0.980032;0.991824;0.999775;0.999411;0.982741;0.993710;0.985026;0.984865;0.981117;0.984490;0.977233;0.983877;0.998204;0.974984;0.990041;0.983602;0.983422;0.983599;0.974369;0.992977;0.980458;0.992291;0.989532;0.977865;0.991199;0.999545;0.973956;0.993345;0.999905;0.982965;0.998419;0.998529;0.985137;0.996502;0.997487;0.970663;0.982103;0.983805;0.970742;0.992572;0.989864
ID17;0.981449;0.978327;0.939492;0.986146;0.966995;0.977131;0.978394;0.967064;0.962733;0.966049;0.969062;0.964765;0.976382;0.974457;0.969987;0.941577;0.952290;0.000000;0.986716;0.970675;0.980049;0.956576;0.977923;0.982765;0.980305;0.988016;0.962945;0.948903;0.981671;0.940713;0.965981;0.966389;0.979275;0.950443;0.981494;0.954149;0.972270;0.979276;0.976350;0.979406;0.981577;0.984633;0.985315;0.991952;0.982723;0.986035;0.985319;0.977597;0.976089;0.972526;0.973989;0.999091;0.997553;0.982024;0.987746;0.969323;0.982868;0.980371;0.988296;0.985247;0.977394;0.994690;0.980703;0.986930;0.987099;0.986003;0.978163;0.983609;0.985840;0.982445;0.987606;0.985077;0.975688;0.984686;0.998240;0.978757;0.988807;0.999621;0.986885;0.995390;0.995708;0.977982;0.991344;0.993568;0.982493;0.986313;0.975891;0.980446;0.986669;0.978588
ID18;0.909862;0.987854;0.983746;0.851004;0.944492;0.985597;0.937544;0.989033;0.982791;0.989696;0.993914;0.993334;0.991019;0.993081;0.986433;0.979481;0.975678;0.986716;0.000000;0.904111;0.982299;0.979740;0.904486;0.987152;0.932471;0.991091;0.979815;0.978838;0.990548;0.979437;0.982139;0.987552;0.973761;0.986229;0.983440;0.973667;0.987000;0.981535;0.989066;0.986494;0.996537;0.992393;0.988715;0.997379;0.981331;0.995197;0.995990;0.984421;0.982620;0.983747;0.990852;0.999869;0.999575;0.988966;0.995592;0.988416;0.991655;0.991786;0.991502;0.988901;0.990876;0.998992;0.988401;0.994171;0.989909;0.989830;0.989770;0.986727;0.995903;0.988465;0.995881;0.994093;0.988164;0.994655;0.999684;0.983875;0.994950;0.999931;0.989576;0.999036;0.999040;0.990306;0.998064;0.998426;0.981145;0.989476;0.989818;0.985852;0.993472;0.992393
ID19;0.906649;0.987125;0.963118;0.931535;0.838577;0.985143;0.966494;0.985724;0.977190;0.986243;0.987928;0.988013;0.987146;0.989226;0.982916;0.964804;0.975415;0.970675;0.904111;0.000000;0.986226;0.960341;0.909886;0.987476;0.953527;0.991716;0.974356;0.964271;0.989698;0.964568;0.977933;0.984288;0.976080;0.970774;0.986894;0.952837;0.984071;0.985917;0.985608;0.984315;0.992892;0.989866;0.987049;0.993211;0.975189;0.990908;0.992747;0.980080;0.968899;0.973886;0.972396;0.999700;0.999079;0.986874;0.992592;0.973937;0.988747;0.987327;0.991055;0.988298;0.987154;0.997830;0.984047;0.991455;0.989278;0.987617;0.986384;0.986945;0.991495;0.986498;0.992797;0.990531;0.983361;0.991529;0.999262;0.980565;0.991630;0.999843;0.988497;0.998004;0.998142;0.985927;0.995494;0.996550;0.983797;0.988234;0.985505;0.982494;0.991110;0.987032
ID20;0.988264;0.845983;0.968562;0.989181;0.985803;0.718938;0.976073;0.971271;0.968055;0.973568;0.991229;0.987427;0.984806;0.982506;0.983515;0.979964;0.981038;0.980049;0.982299;0.986226;0.000000;0.930908;0.986411;0.802584;0.987169;0.837844;0.973978;0.977645;0.987016;0.978880;0.982603;0.970831;0.979429;0.974350;0.976159;0.969047;0.974071;0.971607;0.988785;0.986441;0.993893;0.991882;0.991897;0.997285;0.989771;0.992644;0.994022;0.986597;0.989402;0.987342;0.991966;0.999730;0.999163;0.989139;0.994476;0.988982;0.991629;0.992896;0.993020;0.991988;0.990822;0.998536;0.991066;0.993886;0.991966;0.991727;0.989909;0.991320;0.995113;0.991060;0.995283;0.993390;0.988857;0.993411;0.999556;0.989408;0.994594;0.999895;0.991966;0.998593;0.998556;0.990080;0.997433;0.997552;0.988002;0.991270;0.989256;0.990275;0.993568;0.991122
ID21;0.977978;0.958804;0.911906;0.982078;0.955282;0.948489;0.976206;0.972530;0.964989;0.974480;0.984028;0.980983;0.982172;0.981331;0.975070;0.955696;0.966329;0.956576;0.979740;0.960341;0.930908;0.000000;0.976993;0.952195;0.975249;0.967023;0.965661;0.953407;0.985202;0.948516;0.970023;0.974889;0.968484;0.956080;0.978381;0.945658;0.973582;0.976133;0.977299;0.970783;0.984650;0.984569;0.983825;0.994028;0.978191;0.976607;0.987725;0.969152;0.972632;0.972347;0.980026;0.999359;0.998513;0.979294;0.989548;0.975025;0.983019;0.979838;0.986742;0.982647;0.981609;0.996974;0.976848;0.987431;0.984381;0.983109;0.981792;0.982278;0.990124;0.983014;0.988297;0.985240;0.973956;0.986687;0.999091;0.977230;0.990039;0.999783;0.984753;0.997081;0.997364;0.981581;0.992889;0.993185;0.971724;0.979531;0.979680;0.975206;0.989604;0.982604
ID22;0.917901;0.988811;0.976338;0.893729;0.940063;0.986409;0.923360;0.984734;0.976149;0.984758;0.987913;0.989398;0.985348;0.988492;0.985214;0.976931;0.985942;0.977923;0.904486;0.909886;0.986411;0.976993;0.000000;0.985877;0.940679;0.992507;0.977670;0.977859;0.989978;0.980229;0.983771;0.988069;0.985967;0.979940;0.984691;0.976072;0.982285;0.981772;0.988337;0.988269;0.992384;0.992137;0.989809;0.994959;0.984616;0.992704;0.993228;0.984536;0.980416;0.978045;0.981064;0.999633;0.998886;0.989239;0.993861;0.981142;0.991046;0.991983;0.993390;0.992406;0.987844;0.997829;0.990144;0.993108;0.992346;0.991566;0.988620;0.990104;0.993102;0.988926;0.994005;0.992386;0.988177;0.992412;0.999142;0.984073;0.993045;0.999811;0.991312;0.997903;0.997991;0.987402;0.996470;0.996940;0.986414;0.992223;0.987876;0.989379;0.989466;0.987102
ID23;0.990300;0.850437;0.970542;0.987350;0.985781;0.726650;0.974702;0.966425;0.962767;0.969768;0.991944;0.987965;0.979945;0.979362;0.982838;0.980115;0.979876;0.982765;0.987152;0.987476;0.802584;0.952195;0.985877;0.000000;0.989782;0.796529;0.970581;0.976053;0.982180;0.976646;0.981069;0.968287;0.974388;0.972584;0.969670;0.963345;0.968246;0.963436;0.990212;0.987384;0.995486;0.992914;0.992522;0.997564;0.989978;0.993794;0.995008;0.987406;0.990415;0.989024;0.993402;0.999800;0.999362;0.990086;0.995362;0.990528;0.992166;0.993228;0.993366;0.992166;0.991693;0.998702;0.991094;0.994537;0.992432;0.992303;0.991054;0.991692;0.995465;0.991670;0.995807;0.994090;0.989784;0.994292;0.999622;0.990047;0.995425;0.999915;0.992472;0.998783;0.998779;0.991145;0.997772;0.997953;0.988144;0.991640;0.990550;0.990564;0.994263;0.992806
ID24;0.959360;0.989564;0.977657;0.963903;0.961894;0.987064;0.923216;0.986932;0.981803;0.988086;0.991248;0.991277;0.990749;0.991978;0.985717;0.976563;0.981343;0.980305;0.932471;0.953527;0.987169;0.975249;0.940679;0.989782;0.000000;0.992285;0.981543;0.977979;0.991853;0.979162;0.983476;0.987970;0.981719;0.981634;0.983929;0.972914;0.985031;0.978246;0.989436;0.988410;0.994796;0.993041;0.990239;0.996574;0.984883;0.994089;0.995222;0.986206;0.982429;0.983350;0.987545;0.999790;0.999367;0.990438;0.995271;0.986378;0.991939;0.991679;0.993472;0.991627;0.989250;0.998568;0.989241;0.994059;0.992091;0.991443;0.990094;0.989430;0.994888;0.989375;0.995142;0.993469;0.988355;0.994048;0.999525;0.985184;0.994670;0.999895;0.991501;0.998686;0.998795;0.989733;0.997422;0.997870;0.987917;0.991976;0.989605;0.987931;0.993474;0.990469
ID25;0.993333;0.848549;0.980593;0.992152;0.990023;0.803839;0.973588;0.962518;0.960311;0.973556;0.993933;0.988714;0.984987;0.981402;0.983461;0.982600;0.979561;0.988016;0.991091;0.991716;0.837844;0.967023;0.992507;0.796529;0.992285;0.000000;0.971636;0.977833;0.986969;0.979262;0.983013;0.960345;0.969148;0.969744;0.965236;0.957535;0.967013;0.958682;0.992803;0.990189;0.997233;0.994636;0.993852;0.998032;0.991349;0.996036;0.996905;0.990759;0.992340;0.992079;0.995360;0.999885;0.999596;0.992620;0.996769;0.993041;0.993467;0.994240;0.994228;0.993017;0.993796;0.999036;0.992589;0.995827;0.993885;0.993932;0.993260;0.993042;0.996347;0.993303;0.996755;0.995418;0.991893;0.995946;0.999739;0.992134;0.996588;0.999939;0.993451;0.999068;0.999087;0.993180;0.998330;0.998688;0.991720;0.993587;0.993466;0.992135;0.996037;0.995038
ID26;0.980676;0.966214;0.965554;0.978591;0.969828;0.964785;0.967135;0.958541;0.843304;0.948361;0.961209;0.965528;0.943555;0.961060;0.914536;0.933667;0.948277;0.962945;0.979815;0.974356;0.973978;0.965661;0.977670;0.970581;0.981543;0.971636;0.000000;0.926980;0.962748;0.942051;0.920726;0.951322;0.961175;0.956796;0.957221;0.939057;0.950929;0.955388;0.980781;0.980255;0.992453;0.987475;0.983851;0.995089;0.978998;0.991467;0.991561;0.980166;0.979076;0.977152;0.986900;0.999699;0.998950;0.983635;0.991986;0.979547;0.983825;0.984770;0.987276;0.983969;0.977009;0.996605;0.981340;0.989482;0.986550;0.985816;0.978110;0.977492;0.987667;0.977563;0.991811;0.988421;0.978757;0.989050;0.999032;0.973903;0.991439;0.999824;0.984621;0.997432;0.997519;0.979467;0.995545;0.996966;0.981582;0.986869;0.980852;0.979780;0.989147;0.984972
ID27;0.976438;0.972756;0.952241;0.979451;0.954594;0.970955;0.972277;0.965302;0.938637;0.964376;0.972996;0.973378;0.970781;0.973350;0.954755;0.910060;0.947994;0.948903;0.978838;0.964271;0.977645;0.953407;0.977859;0.976053;0.977979;0.977833;0.926980;0.000000;0.977351;0.911863;0.944018;0.961384;0.955173;0.947907;0.967248;0.910299;0.961057;0.965986;0.974948;0.974361;0.990338;0.983769;0.980296;0.993408;0.972104;0.988744;0.988947;0.972769;0.971903;0.970289;0.982350;0.999625;0.998684;0.979397;0.989702;0.971959;0.978410;0.976889;0.983445;0.977571;0.970592;0.995244;0.972975;0.986292;0.982524;0.981677;0.972537;0.972769;0.984597;0.973473;0.989074;0.984554;0.970317;0.985889;0.998839;0.966722;0.988943;0.999789;0.980970;0.996822;0.996962;0.974026;0.993582;0.996015;0.976706;0.982798;0.975048;0.971240;0.986922;0.981312
ID28;0.992021;0.984400;0.983836;0.988206;0.988295;0.982950;0.986711;0.975532;0.967130;0.936802;0.982400;0.972238;0.902182;0.892814;0.971324;0.977899;0.979258;0.981671;0.990548;0.989698;0.987016;0.985202;0.989978;0.982180;0.991853;0.986969;0.962748;0.977351;0.000000;0.915540;0.964582;0.968101;0.981767;0.979313;0.978194;0.978640;0.977668;0.978322;0.989924;0.989376;0.995451;0.993053;0.992253;0.997514;0.990499;0.995752;0.995075;0.990437;0.991011;0.988937;0.993445;0.999806;0.999288;0.990813;0.995248;0.990007;0.991916;0.993093;0.993526;0.992421;0.988462;0.998258;0.991167;0.994167;0.992998;0.992797;0.990066;0.990971;0.995167;0.991035;0.995331;0.993440;0.988981;0.993441;0.999483;0.988980;0.995236;0.999894;0.992500;0.998507;0.998517;0.989260;0.997596;0.998351;0.991360;0.993336;0.988662;0.990534;0.993664;0.991577
ID29;0.977639;0.974177;0.945374;0.980527;0.953507;0.973010;0.976537;0.968354;0.952046;0.962157;0.974605;0.965187;0.940752;0.942082;0.957459;0.924460;0.938835;0.940713;0.979437;0.964568;0.978880;0.948516;0.980229;0.976646;0.979162;0.979262;0.942051;0.911863;0.915540;0.000000;0.943078;0.952265;0.948528;0.942807;0.971230;0.915537;0.966403;0.971102;0.973713;0.972385;0.989196;0.982910;0.980542;0.993838;0.973362;0.987658;0.989071;0.970242;0.972380;0.971348;0.983350;0.999590;0.998791;0.978908;0.989354;0.973222;0.974350;0.963402;0.979402;0.970055;0.976526;0.996130;0.961478;0.982973;0.979202;0.978407;0.975939;0.974417;0.987222;0.977953;0.984585;0.980196;0.959645;0.983007;0.999012;0.972164;0.989134;0.999792;0.980211;0.996565;0.996899;0.975532;0.991008;0.995693;0.975299;0.981202;0.971065;0.959194;0.988394;0.982437
ID30;0.983467;0.978113;0.970893;0.984064;0.973742;0.976825;0.978948;0.971807;0.941974;0.964377;0.940777;0.955969;0.965226;0.969187;0.900413;0.932698;0.941725;0.965981;0.982139;0.977933;0.982603;0.970023;0.983771;0.981069;0.983476;0.983013;0.920726;0.944018;0.964582;0.943078;0.000000;0.928115;0.957595;0.965581;0.970117;0.949253;0.964993;0.968784;0.980851;0.979611;0.993143;0.987750;0.984027;0.995873;0.978866;0.992299;0.992446;0.979957;0.980277;0.978664;0.989369;0.999741;0.999125;0.983553;0.992578;0.981836;0.983726;0.984357;0.986678;0.982895;0.979447;0.997316;0.981280;0.989888;0.986077;0.986066;0.981112;0.978914;0.991231;0.981230;0.992326;0.988819;0.978475;0.989724;0.999321;0.976773;0.992122;0.999851;0.984359;0.997659;0.997741;0.980642;0.995970;0.997346;0.980800;0.986410;0.981591;0.979036;0.990107;0.986494
ID31;0.988024;0.960398;0.974415;0.988836;0.981353;0.962055;0.981197;0.969976;0.953581;0.962954;0.970961;0.920929;0.972960;0.965825;0.952585;0.959314;0.946527;0.966389;0.987552;0.984288;0.970831;0.974889;0.988069;0.968287;0.987970;0.960345;0.951322;0.961384;0.968101;0.952265;0.928115;0.000000;0.968729;0.968424;0.973641;0.959522;0.969406;0.971902;0.984751;0.984202;0.993730;0.989755;0.988175;0.996618;0.985053;0.993510;0.993568;0.984750;0.985622;0.983813;0.991095;0.999751;0.999231;0.987073;0.993728;0.985469;0.987466;0.987652;0.989765;0.987176;0.985141;0.997870;0.986121;0.991914;0.989082;0.989083;0.985310;0.985483;0.993299;0.986812;0.993610;0.991122;0.983479;0.991635;0.999390;0.983748;0.993598;0.999879;0.988535;0.998112;0.998180;0.985764;0.996546;0.997684;0.985910;0.989136;0.985545;0.984543;0.992136;0.989573
ID32;0.983046;0.973452;0.976467;0.981993;0.969520;0.973576;0.981049;0.978755;0.966178;0.976166;0.988700;0.985897;0.984068;0.984368;0.969220;0.959501;0.933217;0.979275;0.973761;0.976080;0.979429;0.968484;0.985967;0.974388;0.981719;0.969148;0.961175;0.955173;0.981767;0.948528;0.957595;0.968729;0.000000;0.899536;0.938241;0.928996;0.966063;0.950275;0.983370;0.978539;0.995057;0.989083;0.982565;0.996974;0.973044;0.993120;0.994940;0.978036;0.979132;0.980998;0.992355;0.999844;0.999524;0.984648;0.994348;0.986581;0.985573;0.983213;0.985282;0.978204;0.985079;0.998396;0.976270;0.990784;0.984332;0.983965;0.984965;0.974540;0.993655;0.980847;0.993222;0.990539;0.979675;0.992222;0.999629;0.975642;0.992367;0.999853;0.976646;0.997802;0.998192;0.983359;0.996937;0.997967;0.973445;0.983804;0.985898;0.972117;0.990441;0.986135
ID33;0.981883;0.968612;0.953017;0.986028;0.966793;0.969512;0.974270;0.960788;0.954098;0.963450;0.974521;0.971803;0.971587;0.969139;0.969153;0.951837;0.972832;0.950443;0.986229;0.970774;0.974350;0.956080;0.979940;0.972584;0.981634;0.969744;0.956796;0.947907;0.979313;0.942807;0.965581;0.968424;0.899536;0.000000;0.957286;0.924333;0.944198;0.956189;0.980817;0.981543;0.987687;0.986673;0.986682;0.992660;0.981979;0.988538;0.988781;0.980150;0.978513;0.975607;0.978184;0.999484;0.998362;0.984301;0.989400;0.974359;0.984166;0.983691;0.989141;0.986466;0.980631;0.995410;0.982501;0.988485;0.987847;0.986562;0.980826;0.984491;0.987479;0.983697;0.989744;0.986854;0.978160;0.987132;0.998781;0.980803;0.987695;0.999564;0.982841;0.994709;0.995366;0.976499;0.993029;0.995493;0.985506;0.988462;0.980035;0.981842;0.984059;0.976364
ID34;0.989269;0.969088;0.981019;0.986108;0.985441;0.969330;0.969935;0.968372;0.952509;0.957382;0.985783;0.984978;0.968616;0.969184;0.969701;0.970341;0.975293;0.981494;0.983440;0.986894;0.976159;0.978381;0.984691;0.969670;0.983929;0.965236;0.957221;0.967248;0.978194;0.971230;0.970117;0.973641;0.938241;0.957286;0.000000;0.929917;0.874552;0.810973;0.987622;0.986782;0.995800;0.991497;0.989219;0.996929;0.985591;0.995014;0.994611;0.987334;0.987257;0.985323;0.992430;0.999836;0.999325;0.988629;0.994741;0.987793;0.989813;0.991282;0.991358;0.989631;0.987117;0.998223;0.988875;0.993281;0.990825;0.990453;0.987150;0.985987;0.993694;0.986352;0.995235;0.992820;0.986866;0.993095;0.999514;0.984990;0.993910;0.999876;0.988388;0.998361;0.998373;0.984711;0.997490;0.998249;0.987708;0.990821;0.988136;0.987599;0.991837;0.989446
ID35;0.970694;0.959661;0.950873;0.976441;0.936931;0.959338;0.963368;0.959879;0.939885;0.965522;0.978457;0.976529;0.974391;0.974969;0.958946;0.920723;0.944239;0.954149;0.973667;0.952837;0.969047;0.945658;0.976072;0.963345;0.972914;0.957535;0.939057;0.910299;0.978640;0.915537;0.949253;0.959522;0.928996;0.924333;0.929917;0.000000;0.932136;0.930040;0.973039;0.971317;0.991184;0.981264;0.977680;0.992770;0.965318;0.988229;0.988070;0.968648;0.968057;0.966503;0.981037;0.999673;0.998701;0.975998;0.988342;0.971139;0.978222;0.976111;0.981665;0.975363;0.975838;0.996407;0.970549;0.985357;0.980126;0.977895;0.973992;0.971309;0.985259;0.972439;0.988957;0.984045;0.968639;0.985702;0.999062;0.967211;0.985515;0.999760;0.974399;0.996721;0.996851;0.967312;0.993490;0.995941;0.972428;0.979005;0.974263;0.967055;0.982864;0.977687
ID36;0.987755;0.968330;0.973166;0.986945;0.982839;0.968045;0.967946;0.957724;0.942368;0.958109;0.975776;0.976100;0.965770;0.966452;0.962465;0.964309;0.977427;0.972270;0.987000;0.984071;0.974071;0.973582;0.982285;0.968246;0.985031;0.967013;0.950929;0.961057;0.977668;0.966403;0.964993;0.969406;0.966063;0.944198;0.874552;0.932136;0.000000;0.862833;0.986107;0.986664;0.993514;0.990234;0.989543;0.995152;0.986457;0.993242;0.992223;0.986740;0.986097;0.983169;0.987893;0.999699;0.998861;0.987867;0.992942;0.983431;0.988346;0.990189;0.991517;0.990267;0.984766;0.997070;0.988888;0.992207;0.991211;0.990638;0.985455;0.987632;0.991292;0.986764;0.993810;0.991212;0.985341;0.991103;0.999137;0.985143;0.992306;0.999784;0.988971;0.997355;0.997412;0.982435;0.996042;0.997282;0.989249;0.991268;0.986067;0.988145;0.989870;0.986386
ID37;0.988633;0.964512;0.978858;0.985994;0.984893;0.964033;0.960730;0.963385;0.948833;0.959517;0.982857;0.983483;0.967673;0.969395;0.967261;0.969351;0.976293;0.979276;0.981535;0.985917;0.971607;0.976133;0.981772;0.963436;0.978246;0.958682;0.955388;0.965986;0.978322;0.971102;0.968784;0.971902;0.950275;0.956189;0.810973;0.930040;0.862833;0.000000;0.987342;0.986803;0.995200;0.991153;0.989414;0.996517;0.985885;0.994500;0.994065;0.987263;0.986858;0.984770;0.991252;0.999806;0.999221;0.988388;0.994275;0.986880;0.989713;0.991129;0.991535;0.990015;0.986532;0.997973;0.989052;0.993000;0.990986;0.990482;0.986727;0.986580;0.993111;0.986454;0.994851;0.992465;0.986743;0.992631;0.999432;0.985156;0.993409;0.999855;0.988641;0.998134;0.998169;0.984643;0.997171;0.997998;0.988177;0.990920;0.987629;0.987963;0.991197;0.988378
ID38;0.989586;0.986639;0.974385;0.990357;0.983369;0.986013;0.987069;0.983290;0.982290;0.985240;0.989110;0.988127;0.989995;0.989915;0.984555;0.975355;0.980913;0.976350;0.989066;0.985608;0.988785;0.977299;0.988337;0.990212;0.989436;0.992803;0.980781;0.974948;0.989924;0.973713;0.980851;0.984751;0.983370;0.980817;0.987622;0.973039;0.986107;0.987342;0.000000;0.920045;0.981516;0.919220;0.952498;0.996286;0.965254;0.987776;0.962446;0.938648;0.984099;0.936117;0.989222;0.999302;0.995701;0.926791;0.965090;0.957567;0.968931;0.987040;0.966686;0.969030;0.978738;0.997545;0.985443;0.978461;0.958853;0.960184;0.959305;0.970824;0.992365;0.974014;0.991064;0.977171;0.954500;0.974239;0.999361;0.971977;0.982077;0.999822;0.973886;0.997635;0.996491;0.974517;0.995671;0.995786;0.971734;0.938594;0.966832;0.972413;0.983331;0.977522
ID39;0.988809;0.984446;0.967972;0.988984;0.981166;0.984420;0.986842;0.983941;0.981992;0.984857;0.991249;0.989437;0.990242;0.990108;0.984254;0.975320;0.976252;0.979406;0.986494;0.984315;0.986441;0.970783;0.988269;0.987384;0.988410;0.990189;0.980255;0.974361;0.989376;0.972385;0.979611;0.984202;0.978539;0.981543;0.986782;0.971317;0.986664;0.986803;0.920045;0.000000;0.986413;0.923413;0.968773;0.996502;0.939211;0.985633;0.963175;0.852883;0.982256;0.929755;0.990478;0.999351;0.996698;0.892163;0.970135;0.962247;0.972267;0.985945;0.967222;0.966848;0.981417;0.997982;0.983142;0.981373;0.957496;0.959360;0.963606;0.968407;0.993288;0.973423;0.991098;0.978407;0.954540;0.977326;0.999475;0.971643;0.983618;0.999864;0.972303;0.998074;0.997426;0.976871;0.996051;0.995669;0.953858;0.918801;0.971028;0.970211;0.985352;0.980474
