;ID0;ID1;ID2;ID3;ID4;ID5;ID6;ID7;ID8;ID9;ID10;ID11;ID12;ID13;ID14;ID15;ID16;ID17;ID18;ID19;ID20;ID21;ID22;ID23;ID24;ID25;ID26;ID27;ID28;ID29;ID30;ID31;ID32;ID33;ID34;ID35;ID36;ID37;ID38;ID39;ID40;ID41;ID42;ID43;ID44;ID45;ID46;ID47;ID48;ID49;ID50;ID51;ID52;ID53;ID54;ID55;ID56;ID57;ID58;ID59;ID60;ID61;ID62;ID63;ID64;ID65;ID66;ID67;ID68;ID69;ID70;ID71;ID72;ID73;ID74;ID75;ID76;ID77;ID78;ID79;ID80;ID81;ID82;ID83;ID84;ID85;ID86;ID87;ID88;ID89
ID29;0.956255;0.949655;0.896407;0.961798;0.911146;0.947438;0.954149;0.938649;0.908480;0.927074;0.950467;0.932717;0.888132;0.890505;0.918390;0.859532;0.884721;0.888062;0.959702;0.931560;0.958634;0.902074;0.961225;0.954358;0.959175;0.959367;0.890451;0.838004;0.844236;0.000000;0.892287;0.908880;0.902095;0.891803;0.944068;0.844232;0.934991;0.943828;0.948773;0.946255;0.978623;0.966395;0.961827;0.987751;0.948106;0.975617;0.978379;0.942204;0.946245;0.944292;0.967244;0.999181;0.997585;0.958688;0.978933;0.947841;0.949983;0.929387;0.959635;0.941851;0.954129;0.992290;0.925814;0.966516;0.959251;0.957726;0.953008;0.950110;0.974766;0.956856;0.969637;0.961161;0.922421;0.966583;0.998025;0.945836;0.978501;0.999584;0.961190;0.993154;0.993818;0.952233;0.982175;0.991422;0.951789;0.963097;0.943756;0.921588;0.977054;0.965480
ID30;0.967473;0.957164;0.943432;0.968628;0.948827;0.954700;0.958765;0.945159;0.890312;0.931206;0.888176;0.915653;0.932789;0.940216;0.818864;0.873883;0.889867;0.934201;0.964905;0.956820;0.965802;0.941791;0.968061;0.962841;0.967490;0.966593;0.853097;0.893972;0.931587;0.892287;0.000000;0.865871;0.918640;0.933452;0.941968;0.903408;0.932355;0.939459;0.962421;0.960036;0.986380;0.975797;0.968557;0.991779;0.958607;0.984715;0.985006;0.960702;0.961318;0.958219;0.978961;0.999481;0.998251;0.967638;0.985266;0.964320;0.967974;0.969196;0.973706;0.966365;0.959722;0.994645;0.963247;0.979978;0.972536;0.972514;0.962924;0.958699;0.982615;0.963152;0.984769;0.977884;0.957857;0.979656;0.998643;0.954601;0.984366;0.999702;0.969199;0.995329;0.995492;0.962019;0.991972;0.994707;0.962323;0.973185;0.963848;0.958933;0.980409;0.973349
ID31;0.976332;0.923813;0.950107;0.977919;0.963389;0.926885;0.963087;0.941701;0.911281;0.928555;0.943561;0.853445;0.947344;0.933908;0.909463;0.921809;0.898482;0.934964;0.975410;0.969062;0.943316;0.951009;0.976419;0.938523;0.976226;0.923715;0.907163;0.925639;0.938175;0.908880;0.865871;0.000000;0.939354;0.938781;0.948637;0.922194;0.940629;0.945340;0.969960;0.968896;0.987538;0.979717;0.976627;0.993259;0.970546;0.987103;0.987218;0.969958;0.971651;0.968142;0.982346;0.999503;0.998464;0.974476;0.987535;0.971354;0.975242;0.975605;0.979737;0.974677;0.970718;0.995749;0.972622;0.983957;0.978400;0.978401;0.971045;0.971381;0.986688;0.973968;0.987301;0.982400;0.967496;0.983408;0.998780;0.968016;0.987278;0.999758;0.977330;0.996231;0.996367;0.971928;0.993116;0.995379;0.972211;0.978505;0.971501;0.969557;0.984395;0.979362
ID32;0.966657;0.948277;0.954016;0.964623;0.940843;0.948512;0.962804;0.958393;0.934568;0.953442;0.977652;0.972185;0.968636;0.969216;0.940278;0.922154;0.874796;0.959392;0.948864;0.953277;0.959687;0.938894;0.972322;0.950055;0.964094;0.940143;0.925252;0.914192;0.964186;0.902095;0.918640;0.939354;0.000000;0.817415;0.883667;0.867407;0.934354;0.905261;0.967284;0.957980;0.990162;0.978403;0.965727;0.993967;0.947503;0.986334;0.989932;0.957016;0.959118;0.962704;0.984826;0.999689;0.999048;0.969761;0.988760;0.973517;0.971556;0.966980;0.970991;0.957337;0.970597;0.996796;0.953640;0.981736;0.969147;0.968436;0.970376;0.950344;0.987390;0.962413;0.986535;0.981255;0.960160;0.984565;0.999259;0.952443;0.984850;0.999705;0.954357;0.995613;0.996391;0.967263;0.993893;0.995942;0.948263;0.968123;0.972187;0.945747;0.981063;0.972650
ID33;0.964411;0.939134;0.910251;0.972442;0.935721;0.940828;0.949831;0.924536;0.912224;0.929477;0.950308;0.945153;0.944745;0.940127;0.940151;0.908101;0.947102;0.905565;0.972832;0.943207;0.949982;0.915855;0.960669;0.946630;0.963930;0.941266;0.917171;0.900973;0.959464;0.891803;0.933452;0.938781;0.817415;0.000000;0.918071;0.859311;0.894294;0.916055;0.962356;0.963755;0.975673;0.973697;0.973714;0.985427;0.964596;0.977336;0.977811;0.961072;0.957930;0.952376;0.957299;0.998968;0.996730;0.969087;0.979022;0.950001;0.968826;0.967906;0.978516;0.973293;0.961998;0.990862;0.965604;0.977232;0.975986;0.973480;0.962373;0.969455;0.975267;0.967917;0.979697;0.974049;0.957254;0.974591;0.997566;0.962329;0.975689;0.999128;0.966262;0.989473;0.990775;0.954078;0.986154;0.991027;0.971426;0.977188;0.960851;0.964331;0.968618;0.953819
ID34;0.978765;0.940031;0.962744;0.972596;0.971299;0.940485;0.941624;0.938682;0.909324;0.918248;0.971964;0.970400;0.939142;0.940210;0.941184;0.942391;0.951777;0.963661;0.967419;0.974127;0.953428;0.957677;0.969843;0.941125;0.968367;0.932808;0.917952;0.936574;0.957319;0.944068;0.941968;0.948637;0.883667;0.918071;0.000000;0.869015;0.777071;0.682048;0.975546;0.973909;0.991635;0.983137;0.978669;0.993877;0.971591;0.990077;0.989280;0.974985;0.974835;0.971070;0.984974;0.999672;0.998650;0.977513;0.989537;0.975880;0.979832;0.982714;0.982864;0.979475;0.974562;0.996451;0.977994;0.986652;0.981817;0.981086;0.974626;0.972361;0.987467;0.973072;0.990515;0.985743;0.974073;0.986285;0.999028;0.970424;0.987894;0.999752;0.977042;0.996728;0.996752;0.969883;0.994993;0.996505;0.975715;0.981808;0.976550;0.975502;0.983805;0.979113
ID35;0.943057;0.922450;0.906346;0.953966;0.881345;0.921854;0.929324;0.922854;0.886588;0.933342;0.957822;0.954135;0.950060;0.951160;0.921130;0.853093;0.894368;0.912319;0.948686;0.909922;0.939953;0.896918;0.953262;0.929281;0.947257;0.918530;0.885115;0.835366;0.958173;0.844232;0.903408;0.922194;0.867407;0.859311;0.869015;0.000000;0.872898;0.869228;0.947494;0.944233;0.982522;0.963218;0.956334;0.985644;0.932962;0.976732;0.976421;0.939203;0.938091;0.935177;0.962781;0.999345;0.997406;0.953121;0.976953;0.943898;0.957372;0.953336;0.963990;0.951911;0.952816;0.992840;0.942783;0.971137;0.961026;0.956747;0.949302;0.944218;0.970947;0.946357;0.978154;0.968591;0.939184;0.971806;0.998125;0.936504;0.971443;0.999521;0.950077;0.993464;0.993721;0.936694;0.987064;0.991915;0.946336;0.958874;0.949818;0.936212;0.966306;0.956349
ID36;0.975807;0.938605;0.947734;0.974227;0.966257;0.938069;0.937883;0.918877;0.891017;0.919587;0.952697;0.953315;0.933806;0.935083;0.927646;0.931078;0.955851;0.946036;0.974334;0.968641;0.949454;0.948524;0.965187;0.938447;0.970504;0.936133;0.906448;0.925034;0.956311;0.934991;0.932355;0.940629;0.934354;0.894294;0.777071;0.872898;0.000000;0.758757;0.972595;0.973680;0.987112;0.980658;0.979303;0.990352;0.973277;0.986574;0.984565;0.973827;0.972575;0.966895;0.976075;0.999398;0.997725;0.976026;0.985983;0.967403;0.976961;0.980568;0.983177;0.980721;0.969989;0.994157;0.978021;0.984535;0.982574;0.981450;0.971327;0.975566;0.982735;0.973873;0.987697;0.982578;0.971105;0.982363;0.998275;0.970722;0.984729;0.999567;0.978183;0.994725;0.994838;0.965477;0.992115;0.994578;0.978727;0.982688;0.972518;0.976567;0.979944;0.973137
ID37;0.977522;0.931457;0.958591;0.972375;0.970235;0.930564;0.924428;0.929357;0.902648;0.922184;0.966291;0.967503;0.937371;0.940607;0.936597;0.940525;0.953684;0.959394;0.963739;0.972226;0.944782;0.953378;0.964197;0.929452;0.957418;0.920643;0.914586;0.934210;0.957563;0.943828;0.939459;0.945340;0.905261;0.916055;0.682048;0.869228;0.758757;0.000000;0.975001;0.973950;0.990446;0.982461;0.979050;0.993059;0.972164;0.989061;0.988200;0.974847;0.974057;0.969997;0.982657;0.999612;0.998444;0.977043;0.988616;0.974100;0.979636;0.982414;0.983212;0.980227;0.973421;0.995954;0.978341;0.986096;0.982134;0.981143;0.973802;0.973516;0.986316;0.973270;0.989755;0.985042;0.973833;0.985370;0.998864;0.970746;0.986905;0.999711;0.977537;0.996276;0.996345;0.969750;0.994357;0.996004;0.976630;0.982004;0.975560;0.976212;0.982547;0.977023
ID38;0.979386;0.973630;0.950050;0.980897;0.967282;0.972412;0.974468;0.967129;0.965197;0.970910;0.978454;0.976533;0.980188;0.980031;0.969579;0.951896;0.962541;0.953793;0.978369;0.971624;0.977818;0.955606;0.976943;0.980614;0.979093;0.985709;0.962287;0.951120;0.980050;0.948773;0.962421;0.969960;0.967284;0.962356;0.975546;0.947494;0.972595;0.975001;0.000000;0.851929;0.963703;0.850515;0.909304;0.992600;0.932841;0.975847;0.927610;0.884389;0.968696;0.879907;0.978674;0.998605;0.991439;0.863570;0.932535;0.918589;0.939734;0.974412;0.935520;0.939921;0.958361;0.995102;0.971304;0.957831;0.920959;0.923418;0.921792;0.943303;0.984846;0.949344;0.982286;0.955361;0.912961;0.949772;0.998722;0.945482;0.964785;0.999644;0.949101;0.995282;0.993008;0.950300;0.991379;0.991608;0.945023;0.884293;0.935794;0.946307;0.967208;0.956031
ID39;0.977866;0.969369;0.937932;0.978208;0.963028;0.969318;0.974026;0.968389;0.964621;0.970166;0.982649;0.979096;0.980672;0.980409;0.968995;0.951830;0.953606;0.959642;0.973348;0.969114;0.973245;0.943224;0.976810;0.975082;0.977085;0.980568;0.961275;0.950004;0.978975;0.946255;0.960036;0.968896;0.957980;0.963755;0.973909;0.944233;0.973680;0.973950;0.851929;0.000000;0.973190;0.857723;0.939438;0.993029;0.885389;0.971672;0.928966;0.743502;0.965131;0.868731;0.981135;0.998703;0.993418;0.805320;0.942002;0.927242;0.946031;0.972280;0.936524;0.935824;0.963512;0.995972;0.966843;0.963427;0.918458;0.921895;0.929768;0.938748;0.986666;0.948223;0.982352;0.957726;0.913033;0.955658;0.998951;0.944850;0.967764;0.999728;0.946099;0.996155;0.994866;0.954788;0.992133;0.991376;0.911786;0.849798;0.943687;0.942145;0.971128;0.961696
ID40;0.990969;0.987052;0.955675;0.992369;0.985691;0.987301;0.989454;0.982811;0.984302;0.984691;0.982572;0.983077;0.988270;0.987328;0.987596;0.979237;0.987292;0.963821;0.993099;0.985885;0.987860;0.969765;0.984883;0.991014;0.989645;0.994481;0.985019;0.980861;0.990943;0.978623;0.986380;0.987538;0.990162;0.975673;0.991635;0.982522;0.987112;0.990446;0.963703;0.973190;0.000000;0.969104;0.985775;0.992395;0.987132;0.975222;0.975969;0.977345;0.983489;0.968908;0.973731;0.996613;0.992901;0.975345;0.981831;0.966930;0.982109;0.986523;0.988319;0.988510;0.981490;0.992684;0.986765;0.985251;0.987418;0.985733;0.980131;0.987722;0.988373;0.986653;0.985121;0.983941;0.978113;0.980469;0.997692;0.983430;0.988667;0.999336;0.988951;0.993498;0.992952;0.982370;0.991480;0.989512;0.984153;0.983013;0.981872;0.986092;0.990183;0.979556
ID41;0.985150;0.981223;0.965274;0.986486;0.976084;0.980210;0.981030;0.975260;0.976798;0.978417;0.985544;0.983409;0.985295;0.984859;0.980170;0.968921;0.975823;0.969731;0.984901;0.979936;0.983894;0.969607;0.984397;0.985927;0.986178;0.989330;0.975259;0.968056;0.986202;0.966395;0.975797;0.979717;0.978403;0.973697;0.983137;0.963218;0.980658;0.982461;0.850515;0.857723;0.969104;0.000000;0.941876;0.993386;0.939312;0.980594;0.926090;0.880212;0.979430;0.894953;0.983518;0.998878;0.992540;0.860447;0.930110;0.934651;0.958354;0.981764;0.949850;0.954413;0.971785;0.995808;0.979622;0.961777;0.938216;0.929773;0.934312;0.953969;0.986469;0.958461;0.985808;0.963277;0.930758;0.953787;0.999090;0.961371;0.963289;0.999729;0.955193;0.996100;0.993405;0.958924;0.992669;0.992770;0.946392;0.895805;0.939435;0.957212;0.965739;0.961459
ID42;0.981032;0.981680;0.969955;0.981420;0.969978;0.980210;0.979941;0.977895;0.971150;0.979572;0.986633;0.985147;0.985392;0.986368;0.975042;0.960486;0.963831;0.971055;0.977683;0.974429;0.983924;0.968166;0.979825;0.985154;0.980666;0.987780;0.968215;0.961353;0.984624;0.961827;0.968557;0.976627;0.965727;0.973714;0.978669;0.956334;0.979303;0.979050;0.909304;0.939438;0.985775;0.941876;0.000000;0.993460;0.936828;0.985632;0.975329;0.950548;0.967256;0.932765;0.984273;0.999275;0.996302;0.939907;0.973190;0.941706;0.965087;0.979491;0.961348;0.958392;0.969717;0.996356;0.973490;0.971945;0.957072;0.955101;0.948536;0.953156;0.987952;0.959624;0.986969;0.974413;0.951023;0.969895;0.999088;0.953811;0.980349;0.999800;0.966623;0.996888;0.995881;0.968305;0.994367;0.995052;0.964888;0.955245;0.963749;0.960308;0.983600;0.974963
ID43;0.991163;0.994344;0.985098;0.994333;0.984651;0.993863;0.992251;0.991085;0.989556;0.991412;0.989898;0.991757;0.992351;0.991999;0.992171;0.986588;0.993690;0.984033;0.994772;0.986514;0.994586;0.988127;0.989969;0.995140;0.993171;0.996072;0.990226;0.986903;0.995040;0.987751;0.991779;0.993259;0.993967;0.985427;0.993877;0.985644;0.990352;0.993059;0.992600;0.993029;0.992395;0.993386;0.993460;0.000000;0.973086;0.993782;0.991621;0.992662;0.986739;0.984378;0.982068;0.999181;0.998397;0.993470;0.993384;0.983569;0.994426;0.994065;0.995696;0.995449;0.991389;0.995240;0.993895;0.994506;0.996039;0.994613;0.992072;0.993978;0.991558;0.992292;0.994420;0.993914;0.992625;0.993319;0.998565;0.991168;0.993591;0.999718;0.994886;0.995942;0.995710;0.991185;0.995808;0.996447;0.994781;0.995129;0.992588;0.994286;0.994592;0.991210
ID44;0.966294;0.976870;0.961316;0.970864;0.940055;0.974923;0.971951;0.974397;0.963313;0.976021;0.984472;0.982854;0.982535;0.983993;0.968604;0.947815;0.950027;0.966033;0.963347;0.951579;0.979748;0.957314;0.969698;0.980155;0.970216;0.982847;0.958860;0.945721;0.981177;0.948106;0.958607;0.970546;0.947503;0.964596;0.971591;0.932962;0.973277;0.972164;0.932841;0.885389;0.987132;0.939312;0.936828;0.973086;0.000000;0.985728;0.969205;0.897227;0.943280;0.876050;0.974579;0.999405;0.996896;0.918134;0.969609;0.933322;0.965486;0.976485;0.960432;0.952801;0.966854;0.996367;0.967590;0.974222;0.943004;0.939164;0.942633;0.938415;0.985654;0.944258;0.987250;0.975035;0.947620;0.973631;0.998951;0.932946;0.975420;0.999787;0.953692;0.996913;0.996300;0.960111;0.994227;0.995332;0.934621;0.920648;0.958229;0.950228;0.977156;0.970238
ID45;0.988524;0.984693;0.944999;0.990346;0.979683;0.983622;0.988363;0.985029;0.983154;0.986571;0.987803;0.987278;0.989348;0.989192;0.986694;0.977512;0.983916;0.972454;0.990439;0.981981;0.985396;0.954283;0.985514;0.987664;0.988248;0.992103;0.983079;0.977738;0.991540;0.975617;0.984715;0.987103;0.986334;0.977336;0.990077;0.976732;0.986574;0.989061;0.975847;0.971672;0.975222;0.980594;0.985632;0.993782;0.985728;0.000000;0.982957;0.971616;0.981340;0.974370;0.982902;0.998573;0.997525;0.975533;0.984896;0.977050;0.986303;0.984882;0.988568;0.987309;0.985526;0.995587;0.984197;0.987550;0.988391;0.985871;0.984680;0.987503;0.989995;0.987452;0.987333;0.985753;0.980194;0.985593;0.998891;0.983559;0.989697;0.999740;0.988304;0.996117;0.995874;0.985957;0.992955;0.988714;0.976418;0.977950;0.985388;0.983877;0.991950;0.985719
ID46;0.989826;0.987924;0.967898;0.991539;0.984131;0.986462;0.986791;0.981779;0.983116;0.982026;0.982962;0.984244;0.986844;0.985385;0.986487;0.978224;0.988216;0.971063;0.992013;0.985599;0.988115;0.975747;0.986548;0.990067;0.990490;0.993829;0.983264;0.978136;0.990198;0.978379;0.985006;0.987218;0.989932;0.977811;0.989280;0.976421;0.984565;0.988200;0.927610;0.928966;0.975969;0.926090;0.975329;0.991621;0.969205;0.982957;0.000000;0.929028;0.984406;0.919293;0.981693;0.998168;0.987044;0.928996;0.936581;0.941038;0.973265;0.989287;0.975969;0.979926;0.977022;0.994046;0.989022;0.975576;0.970850;0.967944;0.961094;0.979429;0.987269;0.976589;0.989921;0.973343;0.961170;0.962370;0.998329;0.976666;0.969101;0.999468;0.976695;0.994361;0.990668;0.967141;0.992429;0.991699;0.964704;0.924153;0.958395;0.979014;0.968330;0.960395
ID47;0.972706;0.970149;0.935410;0.972407;0.952755;0.969818;0.972415;0.969767;0.964916;0.972961;0.981992;0.979701;0.981811;0.982440;0.969509;0.948768;0.951912;0.956175;0.969319;0.960939;0.973548;0.940151;0.969543;0.975126;0.972788;0.981687;0.961104;0.946982;0.981056;0.942204;0.960702;0.969958;0.957016;0.961072;0.974985;0.939203;0.973827;0.974847;0.884389;0.743502;0.977345;0.880212;0.950548;0.992662;0.897227;0.971616;0.929028;0.000000;0.959157;0.867027;0.978720;0.998893;0.994719;0.798355;0.937018;0.927765;0.959637;0.974929;0.955544;0.951776;0.967853;0.996478;0.969746;0.968500;0.939234;0.937471;0.944855;0.951347;0.986956;0.952009;0.984868;0.963684;0.926163;0.962038;0.998953;0.947319;0.970060;0.999729;0.953430;0.996452;0.995604;0.960315;0.992541;0.989000;0.922997;0.875151;0.951129;0.951106;0.975512;0.962389
ID48;0.962872;0.977372;0.947081;0.971069;0.926508;0.975175;0.971299;0.972446;0.961701;0.974853;0.980739;0.979197;0.980975;0.982554;0.968516;0.943399;0.956492;0.953294;0.965833;0.939674;0.979026;0.946722;0.961584;0.981012;0.965465;0.984797;0.959010;0.945342;0.982182;0.946245;0.961318;0.971651;0.959118;0.957930;0.974835;0.938091;0.972575;0.974057;0.968696;0.965131;0.983489;0.979430;0.967256;0.986739;0.943280;0.981340;0.984406;0.959157;0.000000;0.897762;0.961717;0.999170;0.997934;0.971525;0.985818;0.947593;0.977525;0.976834;0.981436;0.975764;0.969650;0.995804;0.970034;0.983456;0.978381;0.976306;0.972232;0.967557;0.985705;0.968065;0.986297;0.981111;0.967260;0.982787;0.998644;0.956700;0.987141;0.999724;0.977124;0.996397;0.996785;0.973196;0.993132;0.993411;0.967005;0.974319;0.974577;0.966748;0.987054;0.976175
ID49;0.965855;0.973749;0.944055;0.967822;0.941820;0.970880;0.966050;0.965271;0.957624;0.967399;0.975063;0.974306;0.976282;0.977275;0.965197;0.941630;0.960845;0.946522;0.968014;0.949101;0.975000;0.946182;0.957034;0.978287;0.967246;0.984282;0.955325;0.942292;0.978117;0.944292;0.958219;0.968142;0.962704;0.952376;0.971070;0.935177;0.966895;0.969997;0.879907;0.868731;0.968908;0.894953;0.932765;0.984378;0.876050;0.974370;0.919293;0.867027;0.897762;0.000000;0.957663;0.998532;0.992315;0.873406;0.929311;0.866676;0.944827;0.974243;0.943322;0.943307;0.953282;0.993829;0.968222;0.954881;0.922776;0.915170;0.916766;0.938166;0.979835;0.938260;0.981059;0.956104;0.916863;0.947136;0.998109;0.919591;0.956006;0.999539;0.941235;0.994467;0.992619;0.941110;0.990266;0.990553;0.938808;0.892851;0.933347;0.943760;0.966045;0.943790
ID50;0.971735;0.984622;0.950202;0.980875;0.937365;0.983147;0.976210;0.976588;0.972284;0.977580;0.972878;0.977512;0.979711;0.979562;0.980059;0.962283;0.983780;0.949297;0.981869;0.946275;0.984060;0.960833;0.962832;0.986891;0.975397;0.990762;0.974138;0.965312;0.986975;0.967244;0.978961;0.982346;0.984826;0.957299;0.984974;0.962781;0.976075;0.982657;0.978674;0.981135;0.973731;0.983518;0.984273;0.982068;0.974579;0.982902;0.981693;0.978720;0.961717;0.957663;0.000000;0.998259;0.995434;0.983582;0.984728;0.943363;0.984492;0.985719;0.990128;0.989090;0.977030;0.990721;0.984839;0.986294;0.989089;0.986109;0.977242;0.985039;0.980802;0.981291;0.986440;0.985887;0.979347;0.982959;0.996611;0.977167;0.985263;0.999284;0.987334;0.992813;0.992265;0.975441;0.990567;0.991062;0.986023;0.988306;0.978890;0.985726;0.984847;0.974530
ID51;0.999617;0.999456;0.997735;0.999677;0.999393;0.999474;0.999531;0.999238;0.999348;0.999232;0.998855;0.999062;0.999401;0.999248;0.999504;0.999163;0.999550;0.998184;0.999737;0.999399;0.999461;0.998718;0.999267;0.999600;0.999581;0.999770;0.999398;0.999250;0.999613;0.999181;0.999481;0.999503;0.999689;0.998968;0.999672;0.999345;0.999398;0.999612;0.998605;0.998703;0.996613;0.998878;0.999275;0.999181;0.999405;0.998573;0.998168;0.998893;0.999170;0.998532;0.998259;0.000000;0.995581;0.998887;0.999030;0.998220;0.999254;0.999503;0.999534;0.999560;0.999170;0.999189;0.999523;0.999357;0.999456;0.999421;0.999119;0.999526;0.999440;0.999474;0.999352;0.999226;0.999123;0.998969;0.997941;0.999320;0.999488;0.999365;0.999600;0.999193;0.999248;0.999289;0.999177;0.998782;0.999387;0.999266;0.999136;0.999454;0.999463;0.998778
ID52;0.998692;0.998448;0.995769;0.998975;0.998174;0.998323;0.998205;0.997291;0.997699;0.997160;0.996084;0.997293;0.997677;0.997108;0.998299;0.997288;0.998822;0.995117;0.999150;0.998161;0.998326;0.997031;0.997775;0.998725;0.998735;0.999193;0.997901;0.997371;0.998576;0.997585;0.998251;0.998464;0.999048;0.996730;0.998650;0.997406;0.997725;0.998444;0.991439;0.993418;0.992901;0.992540;0.996302;0.998397;0.996896;0.997525;0.987044;0.994719;0.997934;0.992315;0.995434;0.995581;0.000000;0.993125;0.992169;0.991101;0.996191;0.998869;0.997548;0.997996;0.996595;0.998177;0.998784;0.996921;0.997130;0.996958;0.995048;0.997822;0.997922;0.997580;0.998542;0.996395;0.995838;0.994521;0.997892;0.997186;0.996113;0.998864;0.997726;0.998263;0.996660;0.996267;0.998297;0.998012;0.997792;0.996214;0.994889;0.997940;0.996134;0.993401
ID53;0.980926;0.975003;0.955200;0.980916;0.969337;0.973746;0.976006;0.969138;0.970268;0.973839;0.983894;0.981291;0.982214;0.982092;0.974512;0.961209;0.966067;0.964683;0.978173;0.974088;0.978512;0.959427;0.978708;0.980366;0.981057;0.985348;0.967797;0.959626;0.981793;0.958688;0.967638;0.974476;0.969761;0.969087;0.977513;0.953121;0.976026;0.977043;0.863570;0.805320;0.975345;0.860447;0.939907;0.993470;0.918134;0.975533;0.928996;0.798355;0.971525;0.873406;0.983582;0.998887;0.993125;0.000000;0.923589;0.916255;0.958441;0.980783;0.949106;0.950205;0.970001;0.996685;0.976419;0.965794;0.930086;0.926258;0.931169;0.946312;0.987301;0.944412;0.986656;0.964099;0.927826;0.957746;0.999057;0.953789;0.964411;0.999734;0.950321;0.996604;0.994881;0.956939;0.992989;0.991777;0.919885;0.873411;0.937151;0.952483;0.966719;0.959898
ID54;0.989631;0.988398;0.974911;0.991000;0.983025;0.987028;0.987157;0.982481;0.984209;0.984343;0.986970;0.986793;0.988119;0.987558;0.987165;0.979861;0.987498;0.975789;0.991223;0.985294;0.989012;0.979312;0.987797;0.990766;0.990586;0.993559;0.984099;0.979613;0.990540;0.978933;0.985266;0.987535;0.988760;0.979022;0.989537;0.976953;0.985983;0.988616;0.932535;0.942002;0.981831;0.930110;0.973190;0.993384;0.969609;0.984896;0.936581;0.937018;0.985818;0.929311;0.984728;0.999030;0.992169;0.923589;0.000000;0.954804;0.977234;0.989090;0.975439;0.977926;0.980860;0.994954;0.988380;0.975551;0.969798;0.965204;0.959868;0.977561;0.987658;0.974143;0.989805;0.976109;0.963142;0.967760;0.999028;0.977795;0.969035;0.999689;0.975441;0.995794;0.992362;0.972129;0.993416;0.993575;0.974420;0.951083;0.960223;0.977611;0.977702;0.965269
ID55;0.969060;0.977481;0.943511;0.976577;0.942058;0.975509;0.971521;0.967637;0.960778;0.968951;0.970864;0.972232;0.975816;0.975307;0.968863;0.943014;0.970495;0.940472;0.977097;0.949198;0.978204;0.951267;0.962983;0.981233;0.973123;0.986177;0.959913;0.945447;0.980211;0.947841;0.964320;0.971354;0.973517;0.950001;0.975880;0.943898;0.967403;0.974100;0.918589;0.927242;0.966930;0.934651;0.941706;0.983569;0.933322;0.977050;0.941038;0.927765;0.947593;0.866676;0.943363;0.998220;0.991101;0.916255;0.954804;0.000000;0.953406;0.976872;0.964548;0.965583;0.960447;0.992187;0.974068;0.966577;0.956703;0.954779;0.940017;0.961150;0.978411;0.959175;0.981438;0.961874;0.938339;0.955354;0.997534;0.945099;0.968159;0.999411;0.964614;0.993299;0.991540;0.953947;0.989387;0.990556;0.968753;0.950502;0.955975;0.963782;0.975588;0.952445
ID56;0.983302;0.981613;0.966411;0.984822;0.974387;0.981015;0.981625;0.978459;0.971637;0.977520;0.982731;0.981899;0.984961;0.984016;0.974830;0.959946;0.970181;0.966313;0.983448;0.977744;0.983397;0.966604;0.982252;0.984453;0.984007;0.987019;0.968165;0.957732;0.983962;0.949983;0.967974;0.975242;0.971556;0.968826;0.979832;0.957372;0.976961;0.979636;0.939734;0.946031;0.982109;0.958354;0.965087;0.994426;0.965486;0.986303;0.973265;0.959637;0.977525;0.944827;0.984492;0.999254;0.996191;0.958441;0.977234;0.953406;0.000000;0.966182;0.757140;0.829605;0.961122;0.995720;0.968465;0.916673;0.862024;0.922269;0.928599;0.936692;0.988252;0.967083;0.978928;0.900979;0.831838;0.904566;0.998954;0.952556;0.979109;0.999635;0.952244;0.994452;0.990866;0.955232;0.991155;0.995243;0.975874;0.965252;0.952572;0.935398;0.985407;0.972253
ID57;0.983139;0.983803;0.959588;0.984856;0.968908;0.983453;0.984275;0.981685;0.973329;0.980810;0.985160;0.982996;0.986566;0.986401;0.976478;0.957838;0.962934;0.961498;0.983706;0.974972;0.985891;0.960474;0.984094;0.986547;0.983496;0.988546;0.969996;0.954821;0.986282;0.929387;0.969196;0.975605;0.966980;0.967906;0.982714;0.953336;0.980568;0.982414;0.974412;0.972280;0.986523;0.981764;0.979491;0.994065;0.976485;0.984882;0.989287;0.974929;0.976834;0.974243;0.985719;0.999503;0.998869;0.980783;0.989090;0.976872;0.966182;0.000000;0.964652;0.958409;0.977575;0.995766;0.956238;0.975741;0.974210;0.973617;0.976918;0.974392;0.988110;0.979032;0.978065;0.973408;0.956303;0.977251;0.999096;0.973567;0.988544;0.999809;0.979231;0.996340;0.996195;0.978709;0.989062;0.994744;0.973863;0.979298;0.975247;0.956173;0.990516;0.985002
ID58;0.986205;0.984009;0.975602;0.986098;0.978475;0.983401;0.984411;0.982572;0.977993;0.982963;0.989377;0.987658;0.988780;0.988681;0.980102;0.969452;0.969454;0.976863;0.983147;0.982269;0.986136;0.973831;0.986867;0.986820;0.987028;0.988523;0.974872;0.967429;0.987136;0.959635;0.973706;0.979737;0.970991;0.978516;0.982864;0.963990;0.983177;0.983212;0.935520;0.936524;0.988319;0.949850;0.961348;0.995696;0.960432;0.988568;0.975969;0.955544;0.981436;0.943322;0.990128;0.999534;0.997548;0.949106;0.975439;0.964548;0.757140;0.964652;0.000000;0.775414;0.967482;0.996970;0.967094;0.905438;0.812257;0.879148;0.900126;0.920393;0.990199;0.958627;0.980990;0.910072;0.820558;0.910215;0.999321;0.953732;0.977620;0.999792;0.951551;0.996364;0.994001;0.964296;0.992537;0.996074;0.969665;0.950107;0.945579;0.918827;0.985845;0.976243
