Taxa	TaxID
k__Archaea|p__Candidatus_Thermoplasmatota|c__Candidatus_Thermoplasmatota_unclassified|o__Candidatus_Thermoplasmatota_unclassified|f__Candidatus_Thermoplasmatota_unclassified|g__Aciduliprofundum|s__Aciduliprofundum_boonei|t__SGB829	2157|2283796|c__thermoplasmatota_unclassified|o__thermoplasmatota_unclassified|f__thermoplasmatota_unclassified|379546|379547|t__sgb829
k__Archaea|p__Candidatus_Thermoplasmatota|c__Candidatus_Thermoplasmatota_unclassified|o__Candidatus_Thermoplasmatota_unclassified|f__Candidatus_Thermoplasmatota_unclassified|g__Aciduliprofundum|s__Aciduliprofundum_sp_MAR08_339|t__SGB830	2157|2283796|c__thermoplasmatota_unclassified|o__thermoplasmatota_unclassified|f__thermoplasmatota_unclassified|379546|s__aciduliprofundum_sp_mar08_339|t__sgb830
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae|g__Candidatus_Methanomethylophilus|s__Candidatus_Methanomethylophilus_alvus|t__SGB385	2157|2283796|183967|1235850|2517203|1291539|1291540|t__sgb385
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae|g__Candidatus_Methanomethylophilus|s__Candidatus_Methanomethylophilus_sp_1R26|t__SGB387	2157|2283796|183967|1235850|2517203|1291539|1769296|t__sgb387
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Candidatus_Methanoplasma|s__Candidatus_Methanoplasma_termitum|t__SGB396	2157|2283796|183967|1235850|1577788|1607807|1577791|t__sgb396
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__GGB260|s__GGB260_SGB362|t__SGB362	2157|2283796|183967|1235850|1577788|g__ggb260|s__ggb260_sgb362|t__sgb362
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__GGB27301|s__GGB27301_SGB39541|t__SGB39541	2157|2283796|183967|1235850|1577788|g__ggb27301|s__ggb27301_sgb39541|t__sgb39541
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__GGB27302|s__GGB27302_SGB39542|t__SGB39542	2157|2283796|183967|1235850|1577788|g__ggb27302|s__ggb27302_sgb39542|t__sgb39542
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__GGB27302|s__GGB27302_SGB39543|t__SGB39543	2157|2283796|183967|1235850|1577788|g__ggb27302|s__ggb27302_sgb39543|t__sgb39543
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__GGB284|s__GGB284_SGB394|t__SGB394	2157|2283796|183967|1235850|1577788|g__ggb284|s__ggb284_sgb394|t__sgb394
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccaceae_unclassified|s__Methanomassiliicoccaceae_archaeon_DOK|t__SGB381	2157|2283796|183967|1235850|1577788|g__methanomassiliicoccaceae_unclassified|1535962|t__sgb381
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccaceae_unclassified|s__Methanomassiliicoccaceae_unclassified_SGB380|t__SGB380	2157|2283796|183967|1235850|1577788|g__methanomassiliicoccaceae_unclassified|s__methanomassiliicoccaceae_unclassified_sgb380|t__sgb380
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Candidatus_Methanomassiliicoccus_intestinalis|t__SGB363	2157|2283796|183967|1235850|1577788|1080709|1406512|t__sgb363
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Methanomassiliicoccus_SGB58821|t__SGB58821	2157|2283796|183967|1235850|1577788|1080709|s__methanomassiliicoccus_sgb58821|t__sgb58821
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Methanomassiliicoccus_luminyensis|t__SGB33442	2157|2283796|183967|1235850|1577788|1080709|1080712|t__sgb33442
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccales_unclassified|g__GGB12823|s__GGB12823_SGB19939|t__SGB19939	2157|2283796|183967|1235850|f__methanomassiliicoccales_unclassified|g__ggb12823|s__ggb12823_sgb19939|t__sgb19939
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccales_unclassified|g__Methanomassiliicoccales_unclassified|s__Methanomassiliicoccales_archaeon|t__SGB372	2157|2283796|183967|1235850|f__methanomassiliicoccales_unclassified|g__methanomassiliicoccales_unclassified|1906667|t__sgb372
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccales_unclassified|g__Methanomassiliicoccales_unclassified|s__Methanomassiliicoccales_archaeon|t__SGB376	2157|2283796|183967|1235850|f__methanomassiliicoccales_unclassified|g__methanomassiliicoccales_unclassified|1906667|t__sgb376
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccales_unclassified|g__Methanomassiliicoccales_unclassified|s__Methanomassiliicoccales_archaeon|t__SGB384	2157|2283796|183967|1235850|f__methanomassiliicoccales_unclassified|g__methanomassiliicoccales_unclassified|1906667|t__sgb384
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccales_unclassified|g__Methanomassiliicoccales_unclassified|s__Methanomassiliicoccales_archaeon|t__SGB45968	2157|2283796|183967|1235850|f__methanomassiliicoccales_unclassified|g__methanomassiliicoccales_unclassified|1906667|t__sgb45968
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Cuniculiplasmataceae|g__Cuniculiplasma|s__Cuniculiplasma_divulgatum|t__SGB348	2157|2283796|183967|2301|1747776|1747777|1673428|t__sgb348
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Ferroplasmaceae|g__Acidiplasma|s__Acidiplasma_aeolicum|t__SGB346	2157|2283796|183967|2301|90142|507753|507754|t__sgb346
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Ferroplasmaceae|g__Ferroplasma|s__Ferroplasma_acidiphilum|t__SGB345	2157|2283796|183967|2301|90142|74968|74969|t__sgb345
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Picrophilaceae|g__Picrophilus|s__Picrophilus_oshimae|t__SGB347	2157|2283796|183967|2301|46630|46631|46632|t__sgb347
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma|s__Thermoplasma_acidophilum|t__SGB354	2157|2283796|183967|2301|46659|2302|2303|t__sgb354
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma|s__Thermoplasma_sp_Kam2015|t__SGB25572	2157|2283796|183967|2301|46659|2302|2094122|t__sgb25572
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma|s__Thermoplasma_volcanium|t__SGB352	2157|2283796|183967|2301|46659|2302|50339|t__sgb352
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmatales_unclassified|g__Thermogymnomonas|s__Thermogymnomonas_acidicola|t__SGB45953	2157|2283796|183967|2301|f__thermoplasmatales_unclassified|482135|399579|t__sgb45953
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmatales_unclassified|g__Thermoplasmatales_unclassified|s__Thermoplasmatales_archaeon_BRNA1|t__SGB388	2157|2283796|183967|2301|f__thermoplasmatales_unclassified|g__thermoplasmatales_unclassified|1054217|t__sgb388
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmatales_unclassified|g__Thermoplasmatales_unclassified|s__Thermoplasmatales_archaeon_SCGC_AB_539_N05|t__SGB802	2157|2283796|183967|2301|f__thermoplasmatales_unclassified|g__thermoplasmatales_unclassified|s__thermoplasmatales_archaeon_scgc_ab_539_n05|t__sgb802
k__Archaea|p__Crenarchaeota|c__CFGB13036|o__OFGB13036|f__FGB13036|g__GGB36595|s__GGB36595_SGB46574|t__SGB46574	2157|28889|c__cfgb13036|o__ofgb13036|f__fgb13036|g__ggb36595|s__ggb36595_sgb46574|t__sgb46574
k__Archaea|p__Crenarchaeota|c__CFGB268|o__OFGB268|f__FGB268|g__GGB646|s__GGB646_SGB58587|t__SGB58587	2157|28889|c__cfgb268|o__ofgb268|f__fgb268|g__ggb646|s__ggb646_sgb58587|t__sgb58587
k__Archaea|p__Crenarchaeota|c__CFGB32094|o__OFGB32094|f__FGB32094|g__GGB53645|s__GGB53645_SGB74775|t__SGB74775	2157|28889|c__cfgb32094|o__ofgb32094|f__fgb32094|g__ggb53645|s__ggb53645_sgb74775|t__sgb74775
k__Archaea|p__Crenarchaeota|c__CFGB39692|o__OFGB39692|f__FGB39692|g__GGB41589|s__GGB41589_SGB58664|t__SGB58664	2157|28889|c__cfgb39692|o__ofgb39692|f__fgb39692|g__ggb41589|s__ggb41589_sgb58664|t__sgb58664
k__Archaea|p__Crenarchaeota|c__CFGB39693|o__OFGB39693|f__FGB39693|g__GGB41591|s__GGB41591_SGB58667|t__SGB58667	2157|28889|c__cfgb39693|o__ofgb39693|f__fgb39693|g__ggb41591|s__ggb41591_sgb58667|t__sgb58667
k__Archaea|p__Crenarchaeota|c__CFGB39697|o__OFGB39697|f__FGB39697|g__GGB41597|s__GGB41597_SGB58674|t__SGB58674	2157|28889|c__cfgb39697|o__ofgb39697|f__fgb39697|g__ggb41597|s__ggb41597_sgb58674|t__sgb58674
k__Archaea|p__Crenarchaeota|c__CFGB39714|o__OFGB39714|f__FGB39714|g__GGB41622|s__GGB41622_SGB58702|t__SGB58702	2157|28889|c__cfgb39714|o__ofgb39714|f__fgb39714|g__ggb41622|s__ggb41622_sgb58702|t__sgb58702
k__Archaea|p__Crenarchaeota|c__CFGB41039|o__OFGB41039|f__FGB41039|g__GGB53706|s__GGB53706_SGB74848|t__SGB74848	2157|28889|c__cfgb41039|o__ofgb41039|f__fgb41039|g__ggb53706|s__ggb53706_sgb74848|t__sgb74848
k__Archaea|p__Crenarchaeota|c__CFGB41581|o__OFGB41581|f__FGB41581|g__GGB53777|s__GGB53777_SGB74931|t__SGB74931	2157|28889|c__cfgb41581|o__ofgb41581|f__fgb41581|g__ggb53777|s__ggb53777_sgb74931|t__sgb74931
k__Archaea|p__Crenarchaeota|c__CFGB41597|o__OFGB41597|f__FGB41597|g__GGB53722|s__GGB53722_SGB74867|t__SGB74867	2157|28889|c__cfgb41597|o__ofgb41597|f__fgb41597|g__ggb53722|s__ggb53722_sgb74867|t__sgb74867
k__Archaea|p__Crenarchaeota|c__CFGB666|o__OFGB666|f__FGB666|g__GGB53708|s__GGB53708_SGB74850|t__SGB74850	2157|28889|c__cfgb666|o__ofgb666|f__fgb666|g__ggb53708|s__ggb53708_sgb74850|t__sgb74850
k__Archaea|p__Crenarchaeota|c__CFGB998|o__OFGB998|f__FGB998|g__GGB2613|s__GGB2613_SGB3528|t__SGB3528	2157|28889|c__cfgb998|o__ofgb998|f__fgb998|g__ggb2613|s__ggb2613_sgb3528|t__sgb3528
k__Archaea|p__Crenarchaeota|c__Crenarchaeota_unclassified|o__Crenarchaeota_unclassified|f__Crenarchaeota_unclassified|g__Crenarchaeota_unclassified|s__Crenarchaeota_archaeon_SCGC_AAA471_B23|t__SGB49432	2157|28889|c__crenarchaeota_unclassified|o__crenarchaeota_unclassified|f__crenarchaeota_unclassified|g__crenarchaeota_unclassified|s__crenarchaeota_archaeon_scgc_aaa471_b23|t__sgb49432
k__Archaea|p__Crenarchaeota|c__Crenarchaeota_unclassified|o__Crenarchaeota_unclassified|f__Crenarchaeota_unclassified|g__Crenarchaeota_unclassified|s__crenarchaeote_SCGC_AAA261_C22|t__SGB46134	2157|28889|c__crenarchaeota_unclassified|o__crenarchaeota_unclassified|f__crenarchaeota_unclassified|g__crenarchaeota_unclassified|s__crenarchaeote_scgc_aaa261_c22|t__sgb46134
k__Archaea|p__Crenarchaeota|c__Crenarchaeota_unclassified|o__Crenarchaeota_unclassified|f__Crenarchaeota_unclassified|g__Crenarchaeota_unclassified|s__crenarchaeote_SCGC_AAA261_L14|t__SGB46136	2157|28889|c__crenarchaeota_unclassified|o__crenarchaeota_unclassified|f__crenarchaeota_unclassified|g__crenarchaeota_unclassified|s__crenarchaeote_scgc_aaa261_l14|t__sgb46136
k__Archaea|p__Crenarchaeota|c__Crenarchaeota_unclassified|o__Crenarchaeota_unclassified|f__Crenarchaeota_unclassified|g__GGB32095|s__GGB32095_SGB55431|t__SGB55431	2157|28889|c__crenarchaeota_unclassified|o__crenarchaeota_unclassified|f__crenarchaeota_unclassified|g__ggb32095|s__ggb32095_sgb55431|t__sgb55431
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Acidilobaceae|g__Acidilobus|s__Acidilobus_saccharovorans|t__SGB904	2157|28889|183924|871006|871007|105850|242703|t__sgb904
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Acidilobaceae|g__Acidilobus|s__Acidilobus_sp_7A|t__SGB27566	2157|28889|183924|871006|871007|105850|1577685|t__sgb27566
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Caldisphaeraceae|g__Caldisphaera|s__Caldisphaera_lagunensis|t__SGB642	2157|28889|183924|871006|255472|200414|200415|t__sgb642
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Aeropyrum|s__Aeropyrum_camini|t__SGB915	2157|28889|183924|114380|2272|56635|229980|t__sgb915
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Aeropyrum|s__Aeropyrum_pernix|t__SGB914	2157|28889|183924|114380|2272|56635|56636|t__sgb914
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Desulfurococcaceae_unclassified|s__Desulfurococcaceae_archaeon_AG1|t__SGB25640	2157|28889|183924|114380|2272|g__desulfurococcaceae_unclassified|2027460|t__sgb25640
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Desulfurococcus|s__Desulfurococcus_amylolyticus|t__SGB908	2157|28889|183924|114380|2272|2273|94694|t__sgb908
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Desulfurococcus|s__Desulfurococcus_mucosus|t__SGB909	2157|28889|183924|114380|2272|2273|2275|t__sgb909
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Ignicoccus|s__Ignicoccus_hospitalis|t__SGB912	2157|28889|183924|114380|2272|54258|160233|t__sgb912
