Taxa	TaxID
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000022445	2157|28889|183924|2281|118883|2284|43080|t__gcf_000022445
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000022465	2157|28889|183924|2281|118883|2284|43080|t__gcf_000022465
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000022485	2157|28889|183924|2281|118883|2284|43080|t__gcf_000022485
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000024305	2157|28889|183924|2281|118883|2284|43080|t__gcf_000024305
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000189555	2157|28889|183924|2281|118883|2284|43080|t__gcf_000189555
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000189575	2157|28889|183924|2281|118883|2284|43080|t__gcf_000189575
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000245095	2157|28889|183924|2281|118883|2284|43080|t__gcf_000245095
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000245115	2157|28889|183924|2281|118883|2284|43080|t__gcf_000245115
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000245135	2157|28889|183924|2281|118883|2284|43080|t__gcf_000245135
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000245155	2157|28889|183924|2281|118883|2284|43080|t__gcf_000245155
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000245175	2157|28889|183924|2281|118883|2284|43080|t__gcf_000245175
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000245195	2157|28889|183924|2281|118883|2284|43080|t__gcf_000245195
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000245215	2157|28889|183924|2281|118883|2284|43080|t__gcf_000245215
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000245235	2157|28889|183924|2281|118883|2284|43080|t__gcf_000245235
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000245255	2157|28889|183924|2281|118883|2284|43080|t__gcf_000245255
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000245275	2157|28889|183924|2281|118883|2284|43080|t__gcf_000245275
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus|t__GCF_000364745	2157|28889|183924|2281|118883|2284|43080|t__gcf_000364745
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_solfataricus|t__GCF_000007005	2157|28889|183924|2281|118883|2284|2287|t__gcf_000007005
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_solfataricus|t__GCF_000024745	2157|28889|183924|2281|118883|2284|2287|t__gcf_000024745
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_solfataricus|t__GCF_000175555	2157|28889|183924|2281|118883|2284|2287|t__gcf_000175555
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_tokodaii|t__GCF_000011205	2157|28889|183924|2281|118883|2284|111955|t__gcf_000011205
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermofilaceae|g__Thermofilum|s__Thermofilum_pendens|t__GCF_000015225	2157|28889|183924|2266|114378|2268|2269|t__gcf_000015225
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Caldivirga|s__Caldivirga_maquilingensis|t__GCF_000018305	2157|28889|183924|2266|2267|76886|76887|t__gcf_000018305
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_aerophilum|t__GCF_000007225	2157|28889|183924|2266|2267|2276|13773|t__gcf_000007225
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_arsenaticum|t__GCF_000016385	2157|28889|183924|2266|2267|2276|121277|t__gcf_000016385
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_calidifontis|t__GCF_000015805	2157|28889|183924|2266|2267|2276|181486|t__gcf_000015805
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_islandicum|t__GCF_000015205	2157|28889|183924|2266|2267|2276|2277|t__gcf_000015205
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_neutrophilum|t__GCF_000019805	2157|28889|183924|2266|2267|2276|70771|t__gcf_000019805
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_oguniense|t__GCF_000247545	2157|28889|183924|2266|2267|2276|99007|t__gcf_000247545
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_sp_1860|t__GCF_000234805	2157|28889|183924|2266|2267|2276|1104324|t__gcf_000234805
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Thermoproteus|s__Thermoproteus_uzoniensis|t__GCF_000193375	2157|28889|183924|2266|2267|2270|184117|t__gcf_000193375
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Vulcanisaeta|s__Vulcanisaeta_distributa|t__GCF_000148385	2157|28889|183924|2266|2267|164450|164451|t__gcf_000148385
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Vulcanisaeta|s__Vulcanisaeta_moutnovskia|t__GCF_000190315	2157|28889|183924|2266|2267|164450|985052|t__gcf_000190315
k__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Archaeoglobus|s__Archaeoglobus_fulgidus|t__GCF_000008665	2157|28890|183980|2231|2232|2233|2234|t__gcf_000008665
k__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Archaeoglobus|s__Archaeoglobus_profundus|t__GCF_000025285	2157|28890|183980|2231|2232|2233|84156|t__gcf_000025285
k__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Archaeoglobus|s__Archaeoglobus_sulfaticallidus|t__GCF_000385565	2157|28890|183980|2231|2232|2233|1316941|t__gcf_000385565
k__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Archaeoglobus|s__Archaeoglobus_veneficus|t__GCF_000194625	2157|28890|183980|2231|2232|2233|58290|t__gcf_000194625
k__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Ferroglobus|s__Ferroglobus_placidus|t__GCF_000025505	2157|28890|183980|2231|2232|54260|54261|t__gcf_000025505
k__Archaea|p__Euryarchaeota|c__Euryarchaeota_noname|o__Euryarchaeota_noname|f__Euryarchaeota_noname|g__Aciduliprofundum|s__Aciduliprofundum_boonei|t__GCF_000025665	2157|28890|c__euryarchaeota_noname|o__euryarchaeota_noname|f__euryarchaeota_noname|379546|379547|t__gcf_000025665
k__Archaea|p__Euryarchaeota|c__Euryarchaeota_noname|o__Euryarchaeota_noname|f__Euryarchaeota_noname|g__Aciduliprofundum|s__Aciduliprofundum_boonei|t__GCF_000151085	2157|28890|c__euryarchaeota_noname|o__euryarchaeota_noname|f__euryarchaeota_noname|379546|379547|t__gcf_000151085
k__Archaea|p__Euryarchaeota|c__Euryarchaeota_noname|o__Euryarchaeota_noname|f__Euryarchaeota_noname|g__Euryarchaeota_noname|s__Marine_Group_III_euryarchaeote_SCGC_AAA007_O11|t__GCF_000372505	2157|28890|c__euryarchaeota_noname|o__euryarchaeota_noname|f__euryarchaeota_noname|g__euryarchaeota_noname|s__marine_group_iii_euryarchaeote_scgc_aaa007_o11|t__gcf_000372505
k__Archaea|p__Euryarchaeota|c__Euryarchaeota_noname|o__Euryarchaeota_noname|f__Euryarchaeota_noname|g__Euryarchaeota_noname|s__Marine_Group_III_euryarchaeote_SCGC_AAA288_E19|t__GCF_000382725	2157|28890|c__euryarchaeota_noname|o__euryarchaeota_noname|f__euryarchaeota_noname|g__euryarchaeota_noname|s__marine_group_iii_euryarchaeote_scgc_aaa288_e19|t__gcf_000382725
k__Archaea|p__Euryarchaeota|c__Euryarchaeota_noname|o__Euryarchaeota_noname|f__Euryarchaeota_noname|g__Euryarchaeota_noname|s__Marine_Group_II_euryarchaeote_SCGC_AB_629_J06|t__GCF_000376045	2157|28890|c__euryarchaeota_noname|o__euryarchaeota_noname|f__euryarchaeota_noname|g__euryarchaeota_noname|s__marine_group_ii_euryarchaeote_scgc_ab_629_j06|t__gcf_000376045
k__Archaea|p__Euryarchaeota|c__Euryarchaeota_noname|o__Euryarchaeota_noname|f__Euryarchaeota_noname|g__Euryarchaeota_noname|s__Marine_group_II_euryarchaeote_SCGC_AAA288_C18|t__GCF_000382765	2157|28890|c__euryarchaeota_noname|o__euryarchaeota_noname|f__euryarchaeota_noname|g__euryarchaeota_noname|s__marine_group_ii_euryarchaeote_scgc_aaa288_c18|t__gcf_000382765
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Candidatus_Halobonum|s__Candidatus_Halobonum_tyrrellensis|t__GCF_000495475	2157|28890|183963|2235|2236|1431544|1431545|t__gcf_000495475
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haladaptatus|s__Haladaptatus_paucihalophilus|t__GCF_000187225	2157|28890|183963|2235|2236|367188|367189|t__gcf_000187225
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haladaptatus|s__Haladaptatus_paucihalophilus|t__GCF_000376445	2157|28890|183963|2235|2236|367188|367189|t__gcf_000376445
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halalkalicoccus|s__Halalkalicoccus_jeotgali|t__GCF_000196895	2157|28890|183963|2235|2236|332246|413810|t__gcf_000196895
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halalkalicoccus|s__Halalkalicoccus_jeotgali|t__GCF_000337255	2157|28890|183963|2235|2236|332246|413810|t__gcf_000337255
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halarchaeum|s__Halarchaeum_acidiphilum|t__GCF_000400975	2157|28890|183963|2235|2236|744724|489138|t__gcf_000400975
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halarchaeum|s__Halarchaeum_acidiphilum|t__GCF_000474235	2157|28890|183963|2235|2236|744724|489138|t__gcf_000474235
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_amylolytica|t__GCF_000336615	2157|28890|183963|2235|2236|2237|396317|t__gcf_000336615
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_argentinensis|t__GCF_000336895	2157|28890|183963|2235|2236|2237|43776|t__gcf_000336895
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_californiae|t__GCF_000337755	2157|28890|183963|2235|2236|2237|244363|t__gcf_000337755
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_hispanica|t__GCF_000223905	2157|28890|183963|2235|2236|2237|51589|t__gcf_000223905
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_japonica|t__GCF_000336635	2157|28890|183963|2235|2236|2237|29282|t__gcf_000336635
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_marismortui|t__GCF_000011085	2157|28890|183963|2235|2236|2237|2238|t__gcf_000011085
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_sinaiiensis|t__GCF_000337275	2157|28890|183963|2235|2236|2237|35742|t__gcf_000337275
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_vallismortis|t__GCF_000337775	2157|28890|183963|2235|2236|2237|28442|t__gcf_000337775
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium_salinarum|t__GCF_000006805	2157|28890|183963|2235|2236|2239|2242|t__gcf_000006805
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium_salinarum|t__GCF_000069025	2157|28890|183963|2235|2236|2239|2242|t__gcf_000069025
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium_sp_DL1|t__GCF_000230955	2157|28890|183963|2235|2236|2239|751944|t__gcf_000230955
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobiforma|s__Halobiforma_lacisalsi|t__GCF_000226975	2157|28890|183963|2235|2236|203193|229731|t__gcf_000226975
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobiforma|s__Halobiforma_lacisalsi|t__GCF_000336655	2157|28890|183963|2235|2236|203193|229731|t__gcf_000336655
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobiforma|s__Halobiforma_nitratireducens|t__GCF_000337895	2157|28890|183963|2235|2236|203193|130048|t__gcf_000337895
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_hamelinensis|t__GCF_000259215	2157|28890|183963|2235|2236|2249|332168|t__gcf_000259215
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_hamelinensis|t__GCF_000336675	2157|28890|183963|2235|2236|2249|332168|t__gcf_000336675
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_morrhuae|t__GCF_000336695	2157|28890|183963|2235|2236|2249|2250|t__gcf_000336695
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_saccharolyticus|t__GCF_000336915	2157|28890|183963|2235|2236|2249|62319|t__gcf_000336915
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_salifodinae|t__GCF_000336935	2157|28890|183963|2235|2236|2249|36738|t__gcf_000336935
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_thailandensis|t__GCF_000336715	2157|28890|183963|2235|2236|2249|335952|t__gcf_000336715
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_alexandrinus|t__GCF_000336735	2157|28890|183963|2235|2236|2251|114529|t__gcf_000336735
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_denitrificans|t__GCF_000337795	2157|28890|183963|2235|2236|2251|35745|t__gcf_000337795
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_elongans|t__GCF_000336755	2157|28890|183963|2235|2236|2251|403191|t__gcf_000336755
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_gibbonsii|t__GCF_000336775	2157|28890|183963|2235|2236|2251|35746|t__gcf_000336775
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_larsenii|t__GCF_000336955	2157|28890|183963|2235|2236|2251|302484|t__gcf_000336955
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_lucentense|t__GCF_000336795	2157|28890|183963|2235|2236|2251|2254|t__gcf_000336795
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_mediterranei|t__GCF_000306765	2157|28890|183963|2235|2236|2251|2252|t__gcf_000306765
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_mediterranei|t__GCF_000337295	2157|28890|183963|2235|2236|2251|2252|t__gcf_000337295
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_mucosum|t__GCF_000337815	2157|28890|183963|2235|2236|2251|403181|t__gcf_000337815
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_prahovense|t__GCF_000336815	2157|28890|183963|2235|2236|2251|381852|t__gcf_000336815
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_sp_ATCC_BAA_644|t__GCF_000336975	2157|28890|183963|2235|2236|2251|s__haloferax_sp_atcc_baa_644|t__gcf_000336975
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_sp_ATCC_BAA_645|t__GCF_000336835	2157|28890|183963|2235|2236|2251|s__haloferax_sp_atcc_baa_645|t__gcf_000336835
