Taxa	TaxID
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28156	2|976|200643|171549|171552|g__ggb28156
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28156|s__GGB28156_SGB40652|t__SGB40652	2|976|200643|171549|171552|g__ggb28156|s__ggb28156_sgb40652
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28158	2|976|200643|171549|171552|g__ggb28158
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28158|s__GGB28158_SGB40654|t__SGB40654	2|976|200643|171549|171552|g__ggb28158|s__ggb28158_sgb40654
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28165	2|976|200643|171549|171552|g__ggb28165
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28165|s__GGB28165_SGB40663|t__SGB40663	2|976|200643|171549|171552|g__ggb28165|s__ggb28165_sgb40663
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28166	2|976|200643|171549|171552|g__ggb28166
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28166|s__GGB28166_SGB40664|t__SGB40664	2|976|200643|171549|171552|g__ggb28166|s__ggb28166_sgb40664
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28166|s__GGB28166_SGB40665|t__SGB40665	2|976|200643|171549|171552|g__ggb28166|s__ggb28166_sgb40665
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28168	2|976|200643|171549|171552|g__ggb28168
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28168|s__GGB28168_SGB40668|t__SGB40668	2|976|200643|171549|171552|g__ggb28168|s__ggb28168_sgb40668
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28169	2|976|200643|171549|171552|g__ggb28169
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28169|s__GGB28169_SGB40669|t__SGB40669	2|976|200643|171549|171552|g__ggb28169|s__ggb28169_sgb40669
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28169|s__GGB28169_SGB40671|t__SGB40671	2|976|200643|171549|171552|g__ggb28169|s__ggb28169_sgb40671
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28169|s__GGB28169_SGB65790|t__SGB65790	2|976|200643|171549|171552|g__ggb28169|s__ggb28169_sgb65790
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28172	2|976|200643|171549|171552|g__ggb28172
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28172|s__GGB28172_SGB40674|t__SGB40674	2|976|200643|171549|171552|g__ggb28172|s__ggb28172_sgb40674
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28176	2|976|200643|171549|171552|g__ggb28176
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28176|s__GGB28176_SGB40678|t__SGB40678	2|976|200643|171549|171552|g__ggb28176|s__ggb28176_sgb40678
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28176|s__GGB28176_SGB40679|t__SGB40679	2|976|200643|171549|171552|g__ggb28176|s__ggb28176_sgb40679
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28177	2|976|200643|171549|171552|g__ggb28177
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28177|s__GGB28177_SGB40680|t__SGB40680	2|976|200643|171549|171552|g__ggb28177|s__ggb28177_sgb40680
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28178	2|976|200643|171549|171552|g__ggb28178
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28178|s__GGB28178_SGB40681|t__SGB40681	2|976|200643|171549|171552|g__ggb28178|s__ggb28178_sgb40681
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28178|s__GGB28178_SGB40682|t__SGB40682	2|976|200643|171549|171552|g__ggb28178|s__ggb28178_sgb40682
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28179	2|976|200643|171549|171552|g__ggb28179
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28179|s__GGB28179_SGB40683|t__SGB40683	2|976|200643|171549|171552|g__ggb28179|s__ggb28179_sgb40683
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28180	2|976|200643|171549|171552|g__ggb28180
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28180|s__GGB28180_SGB40684|t__SGB40684	2|976|200643|171549|171552|g__ggb28180|s__ggb28180_sgb40684
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28180|s__GGB28180_SGB65793|t__SGB65793	2|976|200643|171549|171552|g__ggb28180|s__ggb28180_sgb65793
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28182	2|976|200643|171549|171552|g__ggb28182
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28182|s__GGB28182_SGB40689|t__SGB40689	2|976|200643|171549|171552|g__ggb28182|s__ggb28182_sgb40689
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28183	2|976|200643|171549|171552|g__ggb28183
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28183|s__GGB28183_SGB40690|t__SGB40690	2|976|200643|171549|171552|g__ggb28183|s__ggb28183_sgb40690
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28184	2|976|200643|171549|171552|g__ggb28184
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28184|s__GGB28184_SGB40691|t__SGB40691	2|976|200643|171549|171552|g__ggb28184|s__ggb28184_sgb40691
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28186	2|976|200643|171549|171552|g__ggb28186
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28186|s__GGB28186_SGB40695|t__SGB40695	2|976|200643|171549|171552|g__ggb28186|s__ggb28186_sgb40695
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28186|s__GGB28186_SGB65789|t__SGB65789	2|976|200643|171549|171552|g__ggb28186|s__ggb28186_sgb65789
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28189	2|976|200643|171549|171552|g__ggb28189
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28189|s__GGB28189_SGB40701|t__SGB40701	2|976|200643|171549|171552|g__ggb28189|s__ggb28189_sgb40701
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28189|s__GGB28189_SGB40702|t__SGB40702	2|976|200643|171549|171552|g__ggb28189|s__ggb28189_sgb40702
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28189|s__GGB28189_SGB40703|t__SGB40703	2|976|200643|171549|171552|g__ggb28189|s__ggb28189_sgb40703
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28189|s__GGB28189_SGB40704|t__SGB40704	2|976|200643|171549|171552|g__ggb28189|s__ggb28189_sgb40704
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28189|s__GGB28189_SGB65768|t__SGB65768	2|976|200643|171549|171552|g__ggb28189|s__ggb28189_sgb65768
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28190	2|976|200643|171549|171552|g__ggb28190
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28190|s__GGB28190_SGB40705|t__SGB40705	2|976|200643|171549|171552|g__ggb28190|s__ggb28190_sgb40705
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28195	2|976|200643|171549|171552|g__ggb28195
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28195|s__GGB28195_SGB40711|t__SGB40711	2|976|200643|171549|171552|g__ggb28195|s__ggb28195_sgb40711
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28195|s__GGB28195_SGB65759|t__SGB65759	2|976|200643|171549|171552|g__ggb28195|s__ggb28195_sgb65759
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28195|s__GGB28195_SGB65760|t__SGB65760	2|976|200643|171549|171552|g__ggb28195|s__ggb28195_sgb65760
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28198	2|976|200643|171549|171552|g__ggb28198
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28198|s__GGB28198_SGB40719|t__SGB40719	2|976|200643|171549|171552|g__ggb28198|s__ggb28198_sgb40719
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28200	2|976|200643|171549|171552|g__ggb28200
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28200|s__GGB28200_SGB40721|t__SGB40721	2|976|200643|171549|171552|g__ggb28200|s__ggb28200_sgb40721
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28200|s__GGB28200_SGB40723|t__SGB40723	2|976|200643|171549|171552|g__ggb28200|s__ggb28200_sgb40723
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28200|s__GGB28200_SGB40725|t__SGB40725	2|976|200643|171549|171552|g__ggb28200|s__ggb28200_sgb40725
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28201	2|976|200643|171549|171552|g__ggb28201
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28201|s__GGB28201_SGB40726|t__SGB40726	2|976|200643|171549|171552|g__ggb28201|s__ggb28201_sgb40726
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28202	2|976|200643|171549|171552|g__ggb28202
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28202|s__GGB28202_SGB40727|t__SGB40727	2|976|200643|171549|171552|g__ggb28202|s__ggb28202_sgb40727
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28203	2|976|200643|171549|171552|g__ggb28203
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28203|s__GGB28203_SGB40728|t__SGB40728	2|976|200643|171549|171552|g__ggb28203|s__ggb28203_sgb40728
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28203|s__GGB28203_SGB65765|t__SGB65765	2|976|200643|171549|171552|g__ggb28203|s__ggb28203_sgb65765
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28205	2|976|200643|171549|171552|g__ggb28205
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28205|s__GGB28205_SGB40731|t__SGB40731	2|976|200643|171549|171552|g__ggb28205|s__ggb28205_sgb40731
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28205|s__GGB28205_SGB40732|t__SGB40732	2|976|200643|171549|171552|g__ggb28205|s__ggb28205_sgb40732
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28205|s__GGB28205_SGB65769|t__SGB65769	2|976|200643|171549|171552|g__ggb28205|s__ggb28205_sgb65769
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28209	2|976|200643|171549|171552|g__ggb28209
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28209|s__GGB28209_SGB40743|t__SGB40743	2|976|200643|171549|171552|g__ggb28209|s__ggb28209_sgb40743
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28211	2|976|200643|171549|171552|g__ggb28211
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28211|s__GGB28211_SGB40746|t__SGB40746	2|976|200643|171549|171552|g__ggb28211|s__ggb28211_sgb40746
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28212	2|976|200643|171549|171552|g__ggb28212
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28212|s__GGB28212_SGB40747|t__SGB40747	2|976|200643|171549|171552|g__ggb28212|s__ggb28212_sgb40747
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28226	2|976|200643|171549|171552|g__ggb28226
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28226|s__GGB28226_SGB40763|t__SGB40763	2|976|200643|171549|171552|g__ggb28226|s__ggb28226_sgb40763
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28257	2|976|200643|171549|171552|g__ggb28257
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB28257|s__GGB28257_SGB40803|t__SGB40803	2|976|200643|171549|171552|g__ggb28257|s__ggb28257_sgb40803
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	2|976|200643|171549|171552|577309
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara|t__SGB1798	2|976|200643|171549|171552|577309|454154
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila|t__SGB1797	2|976|200643|171549|171552|577309|454155
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	2|976|200643|171549|171552|838
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae_unclassified	2|976|200643|171549|171552|g__prevotellaceae_unclassified
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae_unclassified|s__Prevotellaceae_bacterium_HUN156|t__SGB1740	2|976|200643|171549|171552|g__prevotellaceae_unclassified|1520830
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae_unclassified|s__Prevotellaceae_bacterium_KH2P17|t__SGB1529	2|976|200643|171549|171552|g__prevotellaceae_unclassified|1945886
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae_unclassified|s__Prevotellaceae_bacterium_MN60|t__SGB1741	2|976|200643|171549|171552|g__prevotellaceae_unclassified|1945887
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae_unclassified|s__Prevotellaceae_bacterium_Marseille_P2826|t__SGB1465	2|976|200643|171549|171552|g__prevotellaceae_unclassified|1852368
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia	2|976|200643|171549|171552|1926672
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia|s__Prevotellamassilia_timonensis|t__SGB1477	2|976|200643|171549|171552|1926672|1852370
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1459|t__SGB1459	2|976|200643|171549|171552|838|s__prevotella_sgb1459
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1460|t__SGB1460	2|976|200643|171549|171552|838|s__prevotella_sgb1460
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1461|t__SGB1461	2|976|200643|171549|171552|838|s__prevotella_sgb1461
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1512|t__SGB1512	2|976|200643|171549|171552|838|s__prevotella_sgb1512
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1513|t__SGB1513	2|976|200643|171549|171552|838|s__prevotella_sgb1513
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1515|t__SGB1515	2|976|200643|171549|171552|838|s__prevotella_sgb1515
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1516|t__SGB1516	2|976|200643|171549|171552|838|s__prevotella_sgb1516
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1518|t__SGB1518	2|976|200643|171549|171552|838|s__prevotella_sgb1518
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1519|t__SGB1519	2|976|200643|171549|171552|838|s__prevotella_sgb1519
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1546|t__SGB1546	2|976|200643|171549|171552|838|s__prevotella_sgb1546
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1549|t__SGB1549	2|976|200643|171549|171552|838|s__prevotella_sgb1549
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1550|t__SGB1550	2|976|200643|171549|171552|838|s__prevotella_sgb1550
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1551|t__SGB1551	2|976|200643|171549|171552|838|s__prevotella_sgb1551
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1552|t__SGB1552	2|976|200643|171549|171552|838|s__prevotella_sgb1552
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1553|t__SGB1553	2|976|200643|171549|171552|838|s__prevotella_sgb1553
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1589|t__SGB1589	2|976|200643|171549|171552|838|s__prevotella_sgb1589
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1615|t__SGB1615	2|976|200643|171549|171552|838|s__prevotella_sgb1615
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1618|t__SGB1618	2|976|200643|171549|171552|838|s__prevotella_sgb1618
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1619|t__SGB1619	2|976|200643|171549|171552|838|s__prevotella_sgb1619
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1620|t__SGB1620	2|976|200643|171549|171552|838|s__prevotella_sgb1620
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1621|t__SGB1621	2|976|200643|171549|171552|838|s__prevotella_sgb1621
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1622|t__SGB1622	2|976|200643|171549|171552|838|s__prevotella_sgb1622
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1624|t__SGB1624	2|976|200643|171549|171552|838|s__prevotella_sgb1624
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1625|t__SGB1625	2|976|200643|171549|171552|838|s__prevotella_sgb1625
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1631|t__SGB1631	2|976|200643|171549|171552|838|s__prevotella_sgb1631
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1632|t__SGB1632	2|976|200643|171549|171552|838|s__prevotella_sgb1632
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1633|t__SGB1633	2|976|200643|171549|171552|838|s__prevotella_sgb1633
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1635|t__SGB1635	2|976|200643|171549|171552|838|s__prevotella_sgb1635
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1636|t__SGB1636	2|976|200643|171549|171552|838|s__prevotella_sgb1636
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1637|t__SGB1637	2|976|200643|171549|171552|838|s__prevotella_sgb1637
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1638|t__SGB1638	2|976|200643|171549|171552|838|s__prevotella_sgb1638
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1639|t__SGB1639	2|976|200643|171549|171552|838|s__prevotella_sgb1639
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1640|t__SGB1640	2|976|200643|171549|171552|838|s__prevotella_sgb1640
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1642|t__SGB1642	2|976|200643|171549|171552|838|s__prevotella_sgb1642
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1646|t__SGB1646	2|976|200643|171549|171552|838|s__prevotella_sgb1646
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1647|t__SGB1647	2|976|200643|171549|171552|838|s__prevotella_sgb1647
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1648|t__SGB1648	2|976|200643|171549|171552|838|s__prevotella_sgb1648
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1649|t__SGB1649	2|976|200643|171549|171552|838|s__prevotella_sgb1649
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1650|t__SGB1650	2|976|200643|171549|171552|838|s__prevotella_sgb1650
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1651|t__SGB1651	2|976|200643|171549|171552|838|s__prevotella_sgb1651
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1652|t__SGB1652	2|976|200643|171549|171552|838|s__prevotella_sgb1652
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1653|t__SGB1653	2|976|200643|171549|171552|838|s__prevotella_sgb1653
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1654|t__SGB1654	2|976|200643|171549|171552|838|s__prevotella_sgb1654
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1655|t__SGB1655	2|976|200643|171549|171552|838|s__prevotella_sgb1655
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1656|t__SGB1656	2|976|200643|171549|171552|838|s__prevotella_sgb1656
