Taxonomy	reERR3589553	reERR3589554	reERR3589555	reERR3589556	reERR3589557	reERR3589558	reERR3589559	reERR3589560	reERR3589561	reERR3589562	reERR3589563	reERR3589564	reERR3589565	reERR3589566	reERR3589567	reERR3589568	reERR3589569	reERR3589570	reERR3589571	reERR3589572	reERR3589573	reERR3589574	reERR3589575	reERR3589576	reERR3589577	reERR3589578	reERR3589579	reERR3589580	reERR3589581	reERR3589582	reERR3589583	reERR3589584	reERR3589585	reERR3589586	reERR3589587	reERR3589588	reERR3589589	reERR3589590	reERR3589591	reERR3589592	reERR3589593
k__Bacteria|p__Bacteroidetes|c__CFGB7623|o__OFGB7623|f__FGB7623|g__GGB24232|s__GGB24232_SGB36043	0	0	0	0	0.17728451650421	0	0	0	0	0	0	0	0	0	0	0.0779571963824816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7623|o__OFGB7623|f__FGB7623|g__GGB24232|s__GGB24232_SGB36043|t__SGB36043	0	0	0	0	0.17728451650421	0	0	0	0	0	0	0	0	0	0	0.0779571963824816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7650	0	0	0	0	0	0	0	0	0.0974300691383198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332030741227436	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7650|o__OFGB7650	0	0	0	0	0	0	0	0	0.0974300691383198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332030741227436	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7650|o__OFGB7650|f__FGB7650	0	0	0	0	0	0	0	0	0.0974300691383198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332030741227436	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7650|o__OFGB7650|f__FGB7650|g__GGB24294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332030741227436	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7650|o__OFGB7650|f__FGB7650|g__GGB24294|s__GGB24294_SGB36118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332030741227436	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7650|o__OFGB7650|f__FGB7650|g__GGB24294|s__GGB24294_SGB36118|t__SGB36118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332030741227436	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7660	0	0	0	0	0	0	0.214275362140918	0	0	0	0	0	0	0	0	0	0	0	0.446923158852301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7660|o__OFGB7660	0	0	0	0	0	0	0.214275362140918	0	0	0	0	0	0	0	0	0	0	0	0.446923158852301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7660|o__OFGB7660|f__FGB7660	0	0	0	0	0	0	0.214275362140918	0	0	0	0	0	0	0	0	0	0	0	0.446923158852301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7660|o__OFGB7660|f__FGB7660|g__GGB24310	0	0	0	0	0	0	0.214275362140918	0	0	0	0	0	0	0	0	0	0	0	0.446923158852301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7694	0	0	0	0	0	0.553470657765999	0	0	0.273837944941909	0	0.176546462349604	0.334998953127431	1.11954517782754	0	0	0	0	0	0	0.185659820088371	0.179084224816854	0.229916070679301	0	0.308205348498219	0	0.39110215491958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7694|o__OFGB7694	0	0	0	0	0	0.553470657765999	0	0	0.273837944941909	0	0.176546462349604	0.334998953127431	1.11954517782754	0	0	0	0	0	0	0.185659820088371	0.179084224816854	0.229916070679301	0	0.308205348498219	0	0.39110215491958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7694|o__OFGB7694|f__FGB7694	0	0	0	0	0	0.553470657765999	0	0	0.273837944941909	0	0.176546462349604	0.334998953127431	1.11954517782754	0	0	0	0	0	0	0.185659820088371	0.179084224816854	0.229916070679301	0	0.308205348498219	0	0.39110215491958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7694|o__OFGB7694|f__FGB7694|g__GGB24384	0	0	0	0	0	0.331242266615974	0	0	0.273837944941909	0	0.176546462349604	0.334998953127431	1.11954517782754	0	0	0	0	0	0	0.185659820088371	0.179084224816854	0.229916070679301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7694|o__OFGB7694|f__FGB7694|g__GGB24384|s__GGB24384_SGB64493	0	0	0	0	0	0.331242266615974	0	0	0	0	0.176546462349604	0.334998953127431	0	0	0	0	0	0	0	0.185659820088371	0.179084224816854	0.229916070679301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7694|o__OFGB7694|f__FGB7694|g__GGB24384|s__GGB24384_SGB64493|t__SGB64493	0	0	0	0	0	0.331242266615974	0	0	0	0	0.176546462349604	0.334998953127431	0	0	0	0	0	0	0	0.185659820088371	0.179084224816854	0.229916070679301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7719	0	0	0	0	0	0	0.0987198166322965	0	0.311965085602587	0	0	0	0.567315572631358	0	0	0	0	0	0	0	0	0	0	0.863926573403949	0	0	0	0	0	0.165452920248141	0	0	0	0	0.383377535161428	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7719|o__OFGB7719	0	0	0	0	0	0	0.0987198166322965	0	0.311965085602587	0	0	0	0.567315572631358	0	0	0	0	0	0	0	0	0	0	0.863926573403949	0	0	0	0	0	0.165452920248141	0	0	0	0	0.383377535161428	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7719|o__OFGB7719|f__FGB7719	0	0	0	0	0	0	0.0987198166322965	0	0.311965085602587	0	0	0	0.567315572631358	0	0	0	0	0	0	0	0	0	0	0.863926573403949	0	0	0	0	0	0.165452920248141	0	0	0	0	0.383377535161428	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7719|o__OFGB7719|f__FGB7719|g__GGB24420	0	0	0	0	0	0	0.0987198166322965	0	0.311965085602587	0	0	0	0.567315572631358	0	0	0	0	0	0	0	0	0	0	0.863926573403949	0	0	0	0	0	0.165452920248141	0	0	0	0	0.383377535161428	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7719|o__OFGB7719|f__FGB7719|g__GGB24420|s__GGB24420_SGB36262	0	0	0	0	0	0	0.0987198166322965	0	0.311965085602587	0	0	0	0.567315572631358	0	0	0	0	0	0	0	0	0	0	0.863926573403949	0	0	0	0	0	0.165452920248141	0	0	0	0	0.383377535161428	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7719|o__OFGB7719|f__FGB7719|g__GGB24420|s__GGB24420_SGB36262|t__SGB36262	0	0	0	0	0	0	0.0987198166322965	0	0.311965085602587	0	0	0	0.567315572631358	0	0	0	0	0	0	0	0	0	0	0.863926573403949	0	0	0	0	0	0.165452920248141	0	0	0	0	0.383377535161428	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB775	1.05762725051325	0.210678405421912	2.38672368633021	4.9843996186856	0.647857423375165	5.03983233345101	1.9140341361483	0.121669532972311	0.0890479554700367	0	0	0.532662705859613	1.4945847919271	2.86757986673992	0.243973802710374	0	1.40365351616979	0	1.36788553268664	2.78131946065874	1.32473897315171	1.03882784232544	0.523587728741592	0.369914885779903	2.61124627660335	0.180866219288144	0.245541287677917	1.61438296236934	2.26440440866964	0	0	0	0	0.842791911703685	4.17310454323056	6.83890875507072	2.29414779126924	4.67362966534621	0	0.441491424491631	0
k__Bacteria|p__Bacteroidetes|c__CFGB775|o__OFGB775	1.05762725051325	0.210678405421912	2.38672368633021	4.9843996186856	0.647857423375165	5.03983233345101	1.9140341361483	0.121669532972311	0.0890479554700367	0	0	0.532662705859613	1.4945847919271	2.86757986673992	0.243973802710374	0	1.40365351616979	0	1.36788553268664	2.78131946065874	1.32473897315171	1.03882784232544	0.523587728741592	0.369914885779903	2.61124627660335	0.180866219288144	0.245541287677917	1.61438296236934	2.26440440866964	0	0	0	0	0.842791911703685	4.17310454323056	6.83890875507072	2.29414779126924	4.67362966534621	0	0.441491424491631	0
k__Bacteria|p__Bacteroidetes|c__CFGB775|o__OFGB775|f__FGB775	1.05762725051325	0.210678405421912	2.38672368633021	4.9843996186856	0.647857423375165	5.03983233345101	1.9140341361483	0.121669532972311	0.0890479554700367	0	0	0.532662705859613	1.4945847919271	2.86757986673992	0.243973802710374	0	1.40365351616979	0	1.36788553268664	2.78131946065874	1.32473897315171	1.03882784232544	0.523587728741592	0.369914885779903	2.61124627660335	0.180866219288144	0.245541287677917	1.61438296236934	2.26440440866964	0	0	0	0	0.842791911703685	4.17310454323056	6.83890875507072	2.29414779126924	4.67362966534621	0	0.441491424491631	0
k__Bacteria|p__Bacteroidetes|c__CFGB775|o__OFGB775|f__FGB775|g__GGB24251	1.05762725051325	0.210678405421912	2.38672368633021	4.9843996186856	0.647857423375165	5.03983233345101	1.9140341361483	0.121669532972311	0.0890479554700367	0	0	0.532662705859613	1.4945847919271	2.86757986673992	0.243973802710374	0	1.40365351616979	0	1.36788553268664	2.78131946065874	1.32473897315171	1.03882784232544	0.523587728741592	0.369914885779903	2.61124627660335	0.180866219288144	0.245541287677917	1.61438296236934	2.26440440866964	0	0	0	0	0.842791911703685	4.17310454323056	6.83890875507072	2.29414779126924	4.67362966534621	0	0.441491424491631	0
k__Bacteria|p__Bacteroidetes|c__CFGB775|o__OFGB775|f__FGB775|g__GGB24251|s__GGB24251_SGB64483	1.05762725051325	0.210678405421912	2.38672368633021	4.9843996186856	0.647857423375165	5.03983233345101	1.9140341361483	0.121669532972311	0.0890479554700367	0	0	0.532662705859613	1.4945847919271	2.86757986673992	0.243973802710374	0	1.40365351616979	0	1.36788553268664	2.78131946065874	1.32473897315171	1.03882784232544	0.523587728741592	0.369914885779903	2.61124627660335	0.180866219288144	0.245541287677917	1.61438296236934	2.26440440866964	0	0	0	0	0.842791911703685	4.17310454323056	6.83890875507072	2.29414779126924	4.67362966534621	0	0.441491424491631	0
k__Bacteria|p__Bacteroidetes|c__CFGB775|o__OFGB775|f__FGB775|g__GGB24251|s__GGB24251_SGB64483|t__SGB64483	1.05762725051325	0.210678405421912	2.38672368633021	4.9843996186856	0.647857423375165	5.03983233345101	1.9140341361483	0.121669532972311	0.0890479554700367	0	0	0.532662705859613	1.4945847919271	2.86757986673992	0.243973802710374	0	1.40365351616979	0	1.36788553268664	2.78131946065874	1.32473897315171	1.03882784232544	0.523587728741592	0.369914885779903	2.61124627660335	0.180866219288144	0.245541287677917	1.61438296236934	2.26440440866964	0	0	0	0	0.842791911703685	4.17310454323056	6.83890875507072	2.29414779126924	4.67362966534621	0	0.441491424491631	0
k__Bacteria|p__Bacteroidetes|c__CFGB784	0	0	0	0	0	0	0	0	0	0	1.2383817984901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48487865539567	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB784|o__OFGB784	0	0	0	0	0	0	0	0	0	0	1.2383817984901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48487865539567	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB784|o__OFGB784|f__FGB784	0	0	0	0	0	0	0	0	0	0	1.2383817984901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48487865539567	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB784|o__OFGB784|f__FGB784|g__GGB1929	0	0	0	0	0	0	0	0	0	0	1.2383817984901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48487865539567	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB784|o__OFGB784|f__FGB784|g__GGB1929|s__GGB1929_SGB64644	0	0	0	0	0	0	0	0	0	0	1.2383817984901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB784|o__OFGB784|f__FGB784|g__GGB1929|s__GGB1929_SGB64644|t__SGB64644	0	0	0	0	0	0	0	0	0	0	1.2383817984901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7876	0.394144769400808	0	0	0	0	0	0	0.351894742172631	0	0	0	0	0	0.0600703601875859	0	0	0	0	0	0	0.339552905575948	0.121732738421729	0	0	0	0.528403827283317	0.398946033787365	0	0	0	0	0	0	0	0.181819230654174	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7876|o__OFGB7876	0.394144769400808	0	0	0	0	0	0	0.351894742172631	0	0	0	0	0	0.0600703601875859	0	0	0	0	0	0	0.339552905575948	0.121732738421729	0	0	0	0.528403827283317	0.398946033787365	0	0	0	0	0	0	0	0.181819230654174	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7876|o__OFGB7876|f__FGB7876	0.394144769400808	0	0	0	0	0	0	0.351894742172631	0	0	0	0	0	0.0600703601875859	0	0	0	0	0	0	0.339552905575948	0.121732738421729	0	0	0	0.528403827283317	0.398946033787365	0	0	0	0	0	0	0	0.181819230654174	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7876|o__OFGB7876|f__FGB7876|g__GGB24663	0.394144769400808	0	0	0	0	0	0	0.351894742172631	0	0	0	0	0	0.0600703601875859	0	0	0	0	0	0	0.339552905575948	0.121732738421729	0	0	0	0.528403827283317	0.398946033787365	0	0	0	0	0	0	0	0.181819230654174	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7876|o__OFGB7876|f__FGB7876|g__GGB24663|s__GGB24663_SGB36537	0.394144769400808	0	0	0	0	0	0	0.351894742172631	0	0	0	0	0	0.0600703601875859	0	0	0	0	0	0	0.339552905575948	0.121732738421729	0	0	0	0.528403827283317	0.398946033787365	0	0	0	0	0	0	0	0.181819230654174	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7876|o__OFGB7876|f__FGB7876|g__GGB24663|s__GGB24663_SGB36537|t__SGB36537	0.394144769400808	0	0	0	0	0	0	0.351894742172631	0	0	0	0	0	0.0600703601875859	0	0	0	0	0	0	0.339552905575948	0.121732738421729	0	0	0	0.528403827283317	0.398946033787365	0	0	0	0	0	0	0	0.181819230654174	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB8314	0.161506128347272	0	0	0.0681283653729149	0	0.169614470418211	0.0715415668379055	0	0	0	0	0	0	0.12518135338054	0	0	0	0	0.985776841382417	0.372718872846021	0	0	0	0	0.0904062313999215	0.222296526442857	0	0	0.321761174603959	0	0	0	0	1.23614384907325	0	0	0.483298087377106	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB8314|o__OFGB8314	0.161506128347272	0	0	0.0681283653729149	0	0.169614470418211	0.0715415668379055	0	0	0	0	0	0	0.12518135338054	0	0	0	0	0.985776841382417	0.372718872846021	0	0	0	0	0.0904062313999215	0.222296526442857	0	0	0.321761174603959	0	0	0	0	1.23614384907325	0	0	0.483298087377106	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB8314|o__OFGB8314|f__FGB8314	0.161506128347272	0	0	0.0681283653729149	0	0.169614470418211	0.0715415668379055	0	0	0	0	0	0	0.12518135338054	0	0	0	0	0.985776841382417	0.372718872846021	0	0	0	0	0.0904062313999215	0.222296526442857	0	0	0.321761174603959	0	0	0	0	1.23614384907325	0	0	0.483298087377106	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB8314|o__OFGB8314|f__FGB8314|g__GGB25459	0.161506128347272	0	0	0.0681283653729149	0	0.169614470418211	0.0715415668379055	0	0	0	0	0	0	0.12518135338054	0	0	0	0	0.985776841382417	0.372718872846021	0	0	0	0	0.0904062313999215	0.222296526442857	0	0	0.321761174603959	0	0	0	0	1.23614384907325	0	0	0.483298087377106	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB8314|o__OFGB8314|f__FGB8314|g__GGB25459|s__GGB25459_SGB66397	0.161506128347272	0	0	0.0681283653729149	0	0.169614470418211	0.0715415668379055	0	0	0	0	0	0	0.12518135338054	0	0	0	0	0.985776841382417	0.372718872846021	0	0	0	0	0.0904062313999215	0.222296526442857	0	0	0.321761174603959	0	0	0	0	1.23614384907325	0	0	0.483298087377106	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB8314|o__OFGB8314|f__FGB8314|g__GGB25459|s__GGB25459_SGB66397|t__SGB66397	0.161506128347272	0	0	0.0681283653729149	0	0.169614470418211	0.0715415668379055	0	0	0	0	0	0	0.12518135338054	0	0	0	0	0.985776841382417	0.372718872846021	0	0	0	0	0.0904062313999215	0.222296526442857	0	0	0.321761174603959	0	0	0	0	1.23614384907325	0	0	0.483298087377106	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB9078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179170222704405	0	0	0	0.0825187707726038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB9078|o__OFGB9078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179170222704405	0	0	0	0.0825187707726038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB9078|o__OFGB9078|f__FGB9078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179170222704405	0	0	0	0.0825187707726038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB9078|o__OFGB9078|f__FGB9078|g__GGB26949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092679345109167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB9078|o__OFGB9078|f__FGB9078|g__GGB26949|s__GGB26949_SGB39150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092679345109167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB9078|o__OFGB9078|f__FGB9078|g__GGB26949|s__GGB26949_SGB39150|t__SGB39150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092679345109167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia	0	0	0	0	0	0	0	0	0	0	0	0	0.0955501020873491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	0	0	0	0	0	0	0	0	0	0	0	0	0.0955501020873491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.0955501020873491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__GGB14061	0	0	0	0	0	0	0	0	0	0	0	0	0.0955501020873491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.891840086092415	0	0.886959880057296	0.310757571979286	0.166731829485863	0	0	0	0	0	0	0	0.251774336609134	0	0.639520010075301	2.69386134179804	0.577599655987387	0	0	0	0	0	0.318495846613382	0	0	0	1.52265878282488	0.646052138501321	1.66180944979201	0.577645948000586	0	0	0	1.39040997675416	0.225398620745578	1.33987850723394	1.15507374456542	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.891840086092415	0	0.737864073146819	0.224948393238532	0	0	0	0	0	0	0	0	0.251774336609134	0	0.639520010075301	0.204784603778211	0.577599655987387	0	0	0	0	0	0	0	0	0	1.52265878282488	0.522457614641946	1.51428451835188	0	0	0	0	1.39040997675416	0	0.920014457485062	1.15507374456542	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0.891840086092415	0	0.737864073146819	0.224948393238532	0	0	0	0	0	0	0	0	0.251774336609134	0	0.639520010075301	0.204784603778211	0.577599655987387	0	0	0	0	0	0	0	0	0	1.52265878282488	0.522457614641946	1.51428451835188	0	0	0	0	1.39040997675416	0	0.920014457485062	1.15507374456542	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium	0.891840086092415	0	0.737864073146819	0	0	0	0	0	0	0	0	0	0	0	0.639520010075301	0.204784603778211	0.577599655987387	0	0	0	0	0	0	0	0	0	1.52265878282488	0.522457614641946	1.51428451835188	0	0	0	0	1.07330984208329	0	0	1.15507374456542	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_SCGC_AAA160_P02	0.891840086092415	0	0.737864073146819	0	0	0	0	0	0	0	0	0	0	0	0.639520010075301	0	0.577599655987387	0	0	0	0	0	0	0	0	0	1.52265878282488	0.522457614641946	1.51428451835188	0	0	0	0	1.07330984208329	0	0	1.15507374456542	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_SCGC_AAA160_P02|t__SGB50092	0.891840086092415	0	0.737864073146819	0	0	0	0	0	0	0	0	0	0	0	0.639520010075301	0	0.577599655987387	0	0	0	0	0	0	0	0	0	1.52265878282488	0.522457614641946	1.51428451835188	0	0	0	0	1.07330984208329	0	0	1.15507374456542	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Formosa	0	0	0	0.224948393238532	0	0	0	0	0	0	0	0	0.251774336609134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317100134670871	0	0.920014457485062	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Formosa|s__Formosa_SGB64713	0	0	0	0	0	0	0	0	0	0	0	0	0.251774336609134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.920014457485062	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Formosa|s__Formosa_SGB64713|t__SGB64713	0	0	0	0	0	0	0	0	0	0	0	0	0.251774336609134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.920014457485062	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriia_unclassified	0	0	0.149095806910478	0.0858091787407537	0.166731829485863	0	0	0	0	0	0	0	0	0	0	2.48907673801983	0	0	0	0	0	0	0.318495846613382	0	0	0	0	0.123594523859376	0.147524931440125	0.577645948000586	0	0	0	0	0.225398620745578	0.41986404974888	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriia_unclassified|f__Flavobacteriia_unclassified	0	0	0.149095806910478	0.0858091787407537	0.166731829485863	0	0	0	0	0	0	0	0	0	0	2.48907673801983	0	0	0	0	0	0	0.318495846613382	0	0	0	0	0.123594523859376	0.147524931440125	0.577645948000586	0	0	0	0	0.225398620745578	0.41986404974888	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriia_unclassified|f__Flavobacteriia_unclassified|g__Flavobacteriia_unclassified	0	0	0	0.0858091787407537	0.166731829485863	0	0	0	0	0	0	0	0	0	0	1.73352976408328	0	0	0	0	0	0	0.318495846613382	0	0	0	0	0.123594523859376	0.147524931440125	0	0	0	0	0	0.225398620745578	0.41986404974888	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriia_unclassified|f__Flavobacteriia_unclassified|g__Flavobacteriia_unclassified|s__Flavobacteria_bacterium_MS024_2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.399409310614869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriia_unclassified|f__Flavobacteriia_unclassified|g__Flavobacteriia_unclassified|s__Flavobacteria_bacterium_MS024_2A|t__SGB2662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.399409310614869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriia_unclassified|f__Flavobacteriia_unclassified|g__Flavobacteriia_unclassified|s__Flavobacteria_bacterium_MS024_3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33412045346841	0	0	0	0	0	0	0.318495846613382	0	0	0	0	0	0	0	0	0	0	0	0.225398620745578	0.41986404974888	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriia_unclassified|f__Flavobacteriia_unclassified|g__Flavobacteriia_unclassified|s__Flavobacteria_bacterium_MS024_3C|t__SGB2679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33412045346841	0	0	0	0	0	0	0.318495846613382	0	0	0	0	0	0	0	0	0	0	0	0.225398620745578	0.41986404974888	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351115743021818	0	0	0	0	0	0	0	0.322761119222094	0	0
