Taxonomy	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_1	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_4	profile.n.300.size.0.05.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	profile.n.300.size.0.05.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_1	profile.n.300.size.0.05.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	profile.n.300.size.0.05.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	profile.n.300.size.0.05.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_4	profile.n.300.size.0.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	profile.n.300.size.0.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_1	profile.n.300.size.0.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	profile.n.300.size.0.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	profile.n.300.size.0.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_4	profile.n.300.size.1.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	profile.n.300.size.1.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_1	profile.n.300.size.1.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	profile.n.300.size.1.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	profile.n.300.size.1.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.100.sigma.0.5.up.0.5.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.0.5.up.0.5.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.0.5.up.0.5.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.0.5.up.0.5.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.0.5.up.0.5.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.0.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.0.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.0.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.0.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.0.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.25.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.25.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.25.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.25.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.25.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.01_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.01_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.01_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.01_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.01_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.02_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.02_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.02_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.02_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.02_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.05_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.05_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.05_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.05_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.05_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.4.0.up.0.5.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.4.0.up.0.5.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.4.0.up.0.5.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.4.0.up.0.5.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.4.0.up.0.5.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.250.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.250.sigma.1.0.up.0.5.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.250.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.250.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.250.sigma.1.0.up.0.5.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.40.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.40.sigma.1.0.up.0.5.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.40.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.40.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.40.sigma.1.0.up.0.5.mut_rate.0.0_sample_4	profile.n.600.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	profile.n.600.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_1	profile.n.600.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	profile.n.600.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	profile.n.600.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_4	profile.n.75.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	profile.n.75.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_1	profile.n.75.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	profile.n.75.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	profile.n.75.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_4
k__Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11925243423556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40012764339959	0	0	0	0	0.828999573973467	0	0	0.683026265965396	0	0	0	0	0	0	0	0	0	0	0	0.620438596211594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720127201953958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11925243423556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40012764339959	0	0	0	0	0.828999573973467	0	0	0.683026265965396	0	0	0	0	0	0	0	0	0	0	0	0.620438596211594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720127201953958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermoplasmata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11925243423556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40012764339959	0	0	0	0	0.828999573973467	0	0	0.683026265965396	0	0	0	0	0	0	0	0	0	0	0	0.620438596211594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720127201953958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11925243423556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40012764339959	0	0	0	0	0.828999573973467	0	0	0.683026265965396	0	0	0	0	0	0	0	0	0	0	0	0.620438596211594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720127201953958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11925243423556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40012764339959	0	0	0	0	0.828999573973467	0	0	0.683026265965396	0	0	0	0	0	0	0	0	0	0	0	0.620438596211594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720127201953958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	60.4298048257517	64.4703285024883	61.2694726843862	68.7516178865742	70.7667978999864	0	0	0	0	0	0	0	0	0	0	8.91915005545917	7.67965290521394	9.09829307413104	12.0078021926357	11.8265784896124	30.4136653461257	27.8134249992164	30.851913512129	34.658633947198	30.5042673019664	44.5826846502505	48.0072799344169	49.0387519609007	46.4873293880493	42.7887383523831	42.7398018833485	52.1373165450803	46.3359285131964	42.7866666821402	48.1331285294356	46.0983016309761	45.4640589267093	42.0442911832901	54.9080466718941	48.1100209665275	45.9398179773716	45.0746447429842	45.3149235575841	42.7461838721043	38.6704051251695	32.3944776291613	35.3404211218519	36.4442847100267	31.673565886715	35.5157477252633	22.3002906020713	25.3000850815523	22.853710687677	21.0007643997462	17.5162361486451	48.004479589852	54.4627994470295	48.3451888585422	38.8456722182753	46.2321944632765	43.9379994248228	46.253957903378	45.1198833176847	42.2354511195557	40.2495001487138	58.0509051065436	74.8766939904702	58.3659377791007	64.4128906972672	91.9187749588549	79.6585114942906	55.8964289356649	90.7658042956923	91.0860862053964	50.1253739116243	52.1727931128841	47.9551532793503	44.4775174574124	48.3894919107227	41.017908464286	49.2476446152508	43.4416033076992	37.9023143245219	42.459626163368	22.5309977929074	25.7943181734303	26.5904508141403	29.0315582555116	27.7703064806661	80.2284935190869	74.3025556702846	82.8630961153412	82.9185891145699	86.7096495576925
k__Bacteria|p__Actinobacteria	6.3195605795785	9.14273081811776	6.93285689757031	6.45944150716822	8.9590430045512	0	0	0	0	0	0	0	0	0	0	1.70582447933607	2.22733945302766	0	0	0	2.13198701434336	0.765057304224486	2.83849245576857	3.2468117979626	1.94050285906485	4.45533721505735	8.80642626364498	6.69391048225955	6.31831353743802	4.76043868439831	5.77119655443137	7.4301449842342	7.55082630607587	3.65143634800518	5.27380953562916	4.29912894013425	5.49300738768537	4.8289215329238	9.83228402021327	4.36336597245261	3.69635338619525	4.47172459153848	4.69147424695817	5.57458782124858	2.28611858007191	3.56990636298944	3.39003228633781	4.08010547858143	4.09665292551994	3.57899363341269	2.57263059716108	5.01993499166654	6.04382743965685	3.58793973103858	2.94551530414639	5.56768062582371	4.37354604815255	5.07593377355785	2.51225881858994	5.38170740925081	7.1403503145271	3.52120725735039	6.76663162081143	0.849007155138312	4.56536838480701	4.90150324975056	5.60874071407598	6.29757733235731	4.858384302491	1.38456022654527	0.380579950499819	3.38676067002501	6.95498052764554	0	5.21846612938721	3.96700039040932	3.99727469436048	3.11909755293535	4.67125805945413	2.66787265026402	5.21855105075853	3.14860484688547	3.73149328287412	4.27585306685373	1.25368641936971	2.5299349887234	1.16834762855688	2.54130101815963	1.79483285727797	7.15074420363831	6.08022115104093	7.0850640617616	7.15393213643815	8.37225520159965
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.688041981816667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.688041981816667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.688041981816667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria	3.05201426029595	2.07420588715862	2.21534289757283	1.77362169106983	2.52563131527902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42246093435839	0.765057304224486	1.63738315741079	1.65504502626836	1.29363665591751	2.78590097948511	3.13392254215604	1.56012569016054	1.94790445836615	3.46735195585159	1.64218402842483	2.53185709716204	2.23555478988725	2.74330289995487	2.70528176997851	1.94734585644913	1.08886804311358	2.13841498488349	1.20576251240346	2.72730405471488	1.13175997061518	1.74250820487461	1.70865785555704	1.21770557393679	1.72120298070629	1.85908173278995	0	1.22736549221683	2.02615740121583	1.23151464768238	2.57263059716108	3.0257130176889	0.91289801208444	1.27872211661319	0.756745166959867	1.81371053879077	1.50708401039045	0.947862271570095	0.643393802374084	1.77613509669441	0.458481306408527	1.12867802346415	0.746025736443578	0	0.593537302893675	4.34343974984055	0.338173809316646	0.858552257574265	1.43645246127553	0	0.380579950499819	0	0	0	2.70383082530831	1.89433195746359	1.98477102106287	1.81292383604629	1.13585977555827	2.09774729329314	1.20114565129355	1.22878253313049	2.92665315758588	1.45453832147379	0	0.626873447495918	1.16834762855688	0.580394530016041	0	2.38126790630985	1.51727406397144	4.18699079089819	2.19472924318166	1.93735603523305
