clade_name	reSRR9697535_taxonomic_profile	reSRR9697536_taxonomic_profile	reSRR9697537_taxonomic_profile	reSRR9697538_taxonomic_profile	reSRR9697539_taxonomic_profile	reSRR9697540_taxonomic_profile	reSRR9697541_taxonomic_profile	reSRR9697542_taxonomic_profile	reSRR9697543_taxonomic_profile	reSRR9697544_taxonomic_profile	reSRR9697545_taxonomic_profile	reSRR9697546_taxonomic_profile	reSRR9697547_taxonomic_profile	reSRR9697548_taxonomic_profile	reSRR9697549_taxonomic_profile	reSRR9697550_taxonomic_profile	reSRR9697551_taxonomic_profile	reSRR9697552_taxonomic_profile	reSRR9697553_taxonomic_profile	reSRR9697554_taxonomic_profile	reSRR9697555_taxonomic_profile	reSRR9697556_taxonomic_profile	reSRR9697557_taxonomic_profile	reSRR9697558_taxonomic_profile	reSRR9697559_taxonomic_profile	reSRR9697560_taxonomic_profile	reSRR9697561_taxonomic_profile	reSRR9697562_taxonomic_profile	reSRR9697563_taxonomic_profile	reSRR9697564_taxonomic_profile	reSRR9697566_taxonomic_profile	reSRR9697567_taxonomic_profile	reSRR9697568_taxonomic_profile	reSRR9697569_taxonomic_profile
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	1.71836643606338	2.88151658767773	2.39784823165846	3.18051575931232	9.46732318710833	1.95258019525802	3.64637082903337	0.895904436860068	4.06626506024096	0.447116867098366	3.78165938864629	5.3956067391768	2.72812793979304	5.49273021001615	2.49886415265788	7.64904386951631	1.89164370982553	5.24292205522545	1.34680134680135	2.99860529986053	2.13869086195723	3.32331956440105	3.32867132867133	8.40600775193798	2.7195781878729	3.46091205211726	2.3498139287613	2.56529064869419	3.24842252862818	4.37925170068027	2.02391904323827	3.10405643738977	2.83708686750512	4.89936440677966
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Beutenbergiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Beutenbergiaceae|g__Unclassified_Beutenbergiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Beutenbergiaceae|g__Unclassified_Beutenbergiaceae|s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Beutenbergiaceae|g__Unclassified_Beutenbergiaceae|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Bogoriellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Bogoriellaceae|g__Georgenia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Bogoriellaceae|g__Georgenia|s__Unclassified_Georgenia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Bogoriellaceae|g__Georgenia|s__Unclassified_Georgenia|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae	0	0	0	0	0.044762757385855	0	0	0	0.0301204819277108	0.0154178230033919	0	0.0426530177010023	0	0	0	0	0	0.034952813701503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium	0	0	0	0	0.044762757385855	0	0	0	0.0301204819277108	0.0154178230033919	0	0.0426530177010023	0	0	0	0	0	0.034952813701503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Unclassified_Brevibacterium	0	0	0	0	0.044762757385855	0	0	0	0.0301204819277108	0.0154178230033919	0	0.0426530177010023	0	0	0	0	0	0.034952813701503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Unclassified_Brevibacterium|t__	0	0	0	0	0.044762757385855	0	0	0	0.0301204819277108	0	0	0.0426530177010023	0	0	0	0	0	0.034952813701503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae	0.0223164472216023	0	0.00572278814238297	0.0286532951289398	0.0895255147717099	0.139470013947001	0.103199174406605	0.0426621160409556	0.210843373493976	0.0462534690101758	0.00873362445414847	0.0853060354020047	0.0940733772342427	0	0	0.0187476565429321	0.0183654729109275	0.0699056274030059	0	0.0348675034867503	0	0.0751032669921142	0.0839160839160839	0	0.0416261967531567	0	0.0531632110579479	0.027379949452401	0.0233699462491236	0	0.0919963201471941	0.123456790123457	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Actinotalea	0	0	0	0	0	0	0	0.0426621160409556	0.0602409638554217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Actinotalea|s__Cellulomonas_sp._zf-IIRht4	0	0	0	0	0	0	0	0.0426621160409556	0.0301204819277108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Actinotalea|s__Cellulomonas_sp._zf-IIRht4|t__Unclassified_Cellulomonas_sp._zf-IIRht4	0	0	0	0	0	0	0	0.0426621160409556	0.0301204819277108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Actinotalea|s__Unclassified_Actinotalea	0	0	0	0	0	0	0	0	0.0301204819277108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Actinotalea|s__Unclassified_Actinotalea|t__	0	0	0	0	0	0	0	0	0.0301204819277108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas	0	0	0.00572278814238297	0.0286532951289398	0.0223813786929275	0	0.0687994496044032	0	0.0903614457831325	0.0154178230033919	0.00873362445414847	0.0213265088505012	0	0	0	0.0187476565429321	0	0.0699056274030059	0	0.0348675034867503	0	0.0375516334960571	0.0559440559440559	0	0.0138753989177189	0	0.0425305688463583	0.02106149957877	0.0233699462491236	0	0.0919963201471941	0.0705467372134039	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_denverensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034952813701503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_denverensis|t__Unclassified_Cellulomonas_denverensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034952813701503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Unclassified_Cellulomonas	0	0	0.00572278814238297	0.0286532951289398	0.0223813786929275	0	0.0687994496044032	0	0.0903614457831325	0.0154178230033919	0.00873362445414847	0.0213265088505012	0	0	0	0.0187476565429321	0	0.034952813701503	0	0.0348675034867503	0	0.0375516334960571	0.0559440559440559	0	0.0138753989177189	0	0.0425305688463583	0.02106149957877	0.0233699462491236	0	0.0919963201471941	0.0705467372134039	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Unclassified_Cellulomonas|t__	0	0	0.00572278814238297	0.0286532951289398	0.0223813786929275	0	0.0687994496044032	0	0.0903614457831325	0	0.00873362445414847	0.0213265088505012	0	0	0	0.0187476565429321	0	0.034952813701503	0	0	0	0.0375516334960571	0.0559440559440559	0	0.0138753989177189	0	0.0425305688463583	0.02106149957877	0.0233699462491236	0	0.0919963201471941	0.0705467372134039	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Demequina	0	0	0	0	0.0223813786929275	0.139470013947001	0.0343997248022016	0	0.0602409638554217	0.0308356460067838	0	0.0426530177010023	0.0940733772342427	0	0	0	0.0183654729109275	0	0	0	0	0	0.027972027972028	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Demequina|s__Unclassified_Demequina	0	0	0	0	0.0223813786929275	0.139470013947001	0.0343997248022016	0	0.0602409638554217	0.0308356460067838	0	0.0426530177010023	0.0940733772342427	0	0	0	0.0183654729109275	0	0	0	0	0	0.027972027972028	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Demequina|s__Unclassified_Demequina|t__	0	0	0	0	0.0223813786929275	0	0.0343997248022016	0	0.0602409638554217	0	0	0.0426530177010023	0.0940733772342427	0	0	0	0.0183654729109275	0	0	0	0	0	0.027972027972028	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Unclassified_Cellulomonadaceae	0.0223164472216023	0	0	0	0.044762757385855	0	0	0	0	0	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0.0375516334960571	0	0	0.0277507978354378	0	0.0106326422115896	0.006318449873631	0	0	0	0.0529100529100529	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Unclassified_Cellulomonadaceae|s__	0.0223164472216023	0	0	0	0.044762757385855	0	0	0	0	0	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0.0375516334960571	0	0	0.0277507978354378	0	0.0106326422115896	0.006318449873631	0	0	0	0.0529100529100529	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Unclassified_Cellulomonadaceae|s__|t__	0.0223164472216023	0	0	0	0.044762757385855	0	0	0	0	0	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0.0375516334960571	0	0	0.0277507978354378	0	0.0106326422115896	0.006318449873631	0	0	0	0.0529100529100529	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae	0	0	0.0114455762847659	0.0286532951289398	0.0671441360787825	0	0	0	0.36144578313253	0	0.0524017467248908	0.127959053103007	0	0	0	0	0	0	0	0	0	0.0375516334960571	0.0839160839160839	0	0	0	0	0.006318449873631	0	0	0	0	0.0292483182217023	0.0794491525423729
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium	0	0	0.0114455762847659	0.0286532951289398	0.0671441360787825	0	0	0	0.36144578313253	0	0.0524017467248908	0.127959053103007	0	0	0	0	0	0	0	0	0	0.0375516334960571	0.0839160839160839	0	0	0	0	0.006318449873631	0	0	0	0	0.0292483182217023	0.0617937853107345
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Unclassified_Brachybacterium	0	0	0.0114455762847659	0.0286532951289398	0.0671441360787825	0	0	0	0.36144578313253	0	0.0524017467248908	0.127959053103007	0	0	0	0	0	0	0	0	0	0.0375516334960571	0.0839160839160839	0	0	0	0	0.006318449873631	0	0	0	0	0.0292483182217023	0.0617937853107345
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Unclassified_Brachybacterium|t__	0	0	0.0114455762847659	0.0286532951289398	0.0671441360787825	0	0	0	0.36144578313253	0	0.0524017467248908	0.127959053103007	0	0	0	0	0	0	0	0	0	0.0375516334960571	0.0839160839160839	0	0	0	0	0.006318449873631	0	0	0	0	0.0292483182217023	0.0617937853107345
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Unclassified_Dermabacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0176553672316384
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Unclassified_Dermabacteraceae|s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0176553672316384
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Unclassified_Dermabacteraceae|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0176553672316384
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0187476565429321	0	0	0	0	0	0	0.027972027972028	0	0	0	0	0	0	0	0	0.017636684303351	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Luteipulveratus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0187476565429321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Luteipulveratus|s__Flexivirga_alba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0187476565429321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Luteipulveratus|s__Flexivirga_alba|t__Unclassified_Flexivirga_alba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0187476565429321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Unclassified_Dermacoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017636684303351	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Unclassified_Dermacoccaceae|s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017636684303351	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Unclassified_Dermacoccaceae|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017636684303351	0	0.00882768361581921
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Yimella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027972027972028	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Yimella|s__Unclassified_Yimella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027972027972028	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Yimella|s__Unclassified_Yimella|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027972027972028	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae	0.0892657888864093	0.113744075829384	0.291862195261531	0.401146131805158	0.425246195165622	0.139470013947001	0.619195046439629	0.0853242320819113	0.240963855421687	0.0154178230033919	0.366812227074236	0.36255065045852	0.0940733772342427	0.215401184706516	0.0227169468423444	0.656167979002625	0.0734618916437098	0.314575323313527	0.0612182430364249	0.244072524407252	0.129617627997408	0.244085617724371	0.0559440559440559	0.0968992248062016	0.360760371860691	0.651465798045603	0.202020202020202	0.134793597304128	0.163589623743865	0.722789115646258	0.367985280588776	0.405643738977072	0.0292483182217023	0.0794491525423729
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangium	0	0	0	0	0	0	0	0	0	0.0154178230033919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407166123778502	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangium|s__Intrasporangium_sp._Q5-1	0	0	0	0	0	0	0	0	0	0.0154178230033919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangium|s__bacterium_I1-10-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407166123778502	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangium|s__bacterium_I1-10-2|t__Unclassified_bacterium_I1-10-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407166123778502	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter	0	0	0	0	0	0	0	0	0	0	0.0174672489082969	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0.0407166123778502	0	0.002106149957877	0	0	0	0.0352733686067019	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Unclassified_Janibacter	0	0	0	0	0	0	0	0	0	0	0.0174672489082969	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0.0407166123778502	0	0.002106149957877	0	0	0	0.0352733686067019	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Unclassified_Janibacter|t__	0	0	0	0	0	0	0	0	0	0	0.0174672489082969	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0.0407166123778502	0	0.002106149957877	0	0	0	0.0352733686067019	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Knoellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0324044069993519	0	0	0	0	0	0	0	0	0	0	0	0	0.0176553672316384
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Knoellia|s__Unclassified_Knoellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0324044069993519	0	0	0	0	0	0	0	0	0	0	0	0	0.0176553672316384
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Knoellia|s__Unclassified_Knoellia|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0176553672316384
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Lapillicoccus	0	0	0	0	0	0	0	0.0426621160409556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Lapillicoccus|s__Unclassified_Lapillicoccus	0	0	0	0	0	0	0	0.0426621160409556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Lapillicoccus|s__Unclassified_Lapillicoccus|t__	0	0	0	0	0	0	0	0.0426621160409556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Ornithinicoccus	0	0	0.00572278814238297	0	0.0223813786929275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Ornithinicoccus|s__Ornithinicoccus_hortensis	0	0	0.00572278814238297	0	0.0223813786929275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Ornithinicoccus|s__Ornithinicoccus_hortensis|t__Unclassified_Ornithinicoccus_hortensis	0	0	0.00572278814238297	0	0.0223813786929275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Ornithinimicrobium	0	0	0	0	0	0	0	0	0	0	0	0.0426530177010023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017636684303351	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Ornithinimicrobium|s__Unclassified_Ornithinimicrobium	0	0	0	0	0	0	0	0	0	0	0	0.0426530177010023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017636684303351	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Ornithinimicrobium|s__Unclassified_Ornithinimicrobium|t__	0	0	0	0	0	0	0	0	0	0	0	0.0426530177010023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017636684303351	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus	0	0	0.0171683644271489	0	0	0	0.0343997248022016	0	0.0602409638554217	0	0.0262008733624454	0	0	0	0	0.0562429696287964	0	0	0	0	0.0324044069993519	0	0	0	0.0277507978354378	0	0	0.004212299915754	0	0.0425170068027211	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus|s__Nostocoida_aromativora	0	0	0.00572278814238297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002106149957877	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus|s__Nostocoida_aromativora|t__Unclassified_Nostocoida_aromativora	0	0	0.00572278814238297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002106149957877	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus|s__Phycicoccus_sp._Z0-YC6808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus|s__Phycicoccus_sp._Z0-YC6808|t__Unclassified_Phycicoccus_sp._Z0-YC6808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus|s__Unclassified_Phycicoccus	0	0	0.0114455762847659	0	0	0	0.0343997248022016	0	0.0602409638554217	0	0.0262008733624454	0	0	0	0	0.0562429696287964	0	0	0	0	0.0324044069993519	0	0	0	0.0138753989177189	0	0	0.002106149957877	0	0.0425170068027211	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus|s__Unclassified_Phycicoccus|t__	0	0	0.0114455762847659	0	0	0	0.0343997248022016	0	0.0602409638554217	0	0.0262008733624454	0	0	0	0	0.0562429696287964	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0.002106149957877	0	0.0425170068027211	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Terrabacter	0	0	0.0286139407119148	0.0573065902578797	0	0	0.0343997248022016	0	0	0	0.00873362445414847	0	0	0	0	0.0374953130858643	0.0367309458218549	0	0	0.0348675034867503	0	0.0187758167480285	0	0	0.0277507978354378	0	0	0.006318449873631	0	0	0	0	0	0.0176553672316384
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Terrabacter|s__Unclassified_Terrabacter	0	0	0.0286139407119148	0.0573065902578797	0	0	0.0343997248022016	0	0	0	0.00873362445414847	0	0	0	0	0.0374953130858643	0.0367309458218549	0	0	0.0348675034867503	0	0.0187758167480285	0	0	0.0277507978354378	0	0	0.006318449873631	0	0	0	0	0	0.0176553672316384
