clade_name	reSRR9697535_taxonomic_profile	reSRR9697536_taxonomic_profile	reSRR9697537_taxonomic_profile	reSRR9697538_taxonomic_profile	reSRR9697539_taxonomic_profile	reSRR9697540_taxonomic_profile	reSRR9697541_taxonomic_profile	reSRR9697542_taxonomic_profile	reSRR9697543_taxonomic_profile	reSRR9697544_taxonomic_profile	reSRR9697545_taxonomic_profile	reSRR9697546_taxonomic_profile	reSRR9697547_taxonomic_profile	reSRR9697548_taxonomic_profile	reSRR9697549_taxonomic_profile	reSRR9697550_taxonomic_profile	reSRR9697551_taxonomic_profile	reSRR9697552_taxonomic_profile	reSRR9697553_taxonomic_profile	reSRR9697554_taxonomic_profile	reSRR9697555_taxonomic_profile	reSRR9697556_taxonomic_profile	reSRR9697557_taxonomic_profile	reSRR9697558_taxonomic_profile	reSRR9697559_taxonomic_profile	reSRR9697560_taxonomic_profile	reSRR9697561_taxonomic_profile	reSRR9697562_taxonomic_profile	reSRR9697563_taxonomic_profile	reSRR9697564_taxonomic_profile	reSRR9697566_taxonomic_profile	reSRR9697567_taxonomic_profile	reSRR9697568_taxonomic_profile	reSRR9697569_taxonomic_profile
k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Unclassified_Spirochaetales	0	0	0	0.0286532951289398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348675034867503	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Unclassified_Spirochaetales|g__	0	0	0	0.0286532951289398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348675034867503	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Unclassified_Spirochaetales|g__|s__	0	0	0	0.0286532951289398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348675034867503	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Unclassified_Spirochaetales|g__|s__|t__	0	0	0	0.0286532951289398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes	0	0	0	0.0286532951289398	0	0	0	0	0	0.185013876040703	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0.0407166123778502	0	0	0.0233699462491236	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia	0	0	0	0.0286532951289398	0	0	0	0	0	0.185013876040703	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0.0407166123778502	0	0	0.0233699462491236	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0	0	0	0.0286532951289398	0	0	0	0	0	0.185013876040703	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0.0407166123778502	0	0	0.0233699462491236	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	0	0	0	0.0286532951289398	0	0	0	0	0	0.185013876040703	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0.0407166123778502	0	0	0.0233699462491236	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Dethiosulfovibrio	0	0	0	0	0	0	0	0	0	0.0154178230033919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233699462491236	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Dethiosulfovibrio|s__Unclassified_Dethiosulfovibrio	0	0	0	0	0	0	0	0	0	0.0154178230033919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233699462491236	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Dethiosulfovibrio|s__Unclassified_Dethiosulfovibrio|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233699462491236	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Jonquetella	0	0	0	0	0	0	0	0	0	0.0154178230033919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Jonquetella|s__Unclassified_Jonquetella	0	0	0	0	0	0	0	0	0	0.0154178230033919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermanaerovibrio	0	0	0	0.0286532951289398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407166123778502	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermanaerovibrio|s__Unclassified_Thermanaerovibrio	0	0	0	0.0286532951289398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407166123778502	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermanaerovibrio|s__Unclassified_Thermanaerovibrio|t__	0	0	0	0.0286532951289398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407166123778502	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Unclassified_Synergistaceae	0	0	0	0	0	0	0	0	0	0.154178230033919	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Unclassified_Synergistaceae|s__	0	0	0	0	0	0	0	0	0	0.154178230033919	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Unclassified_Synergistaceae|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes	0.0223164472216023	0	0.00572278814238297	0.0286532951289398	0.156669650850492	0.139470013947001	0	0.170648464163823	0.0602409638554217	0	0.0174672489082969	0.213265088505012	0	0.161550888529887	0.136301681054066	0.112485939257593	0	0	0.0612182430364249	0.0697350069735007	0.0324044069993519	0.0187758167480285	0	0.0242248062015504	0.0277507978354378	0.162866449511401	0.0637958532695375	0.004212299915754	0	0.170068027210884	0.275988960441582	0.0705467372134039	0.0292483182217023	0.0353107344632768
k__Bacteria|p__Tenericutes|c__Mollicutes	0.0223164472216023	0	0.00572278814238297	0.0286532951289398	0.156669650850492	0.139470013947001	0	0.170648464163823	0.0602409638554217	0	0.0174672489082969	0.213265088505012	0	0.161550888529887	0.136301681054066	0.112485939257593	0	0	0.0612182430364249	0.0697350069735007	0.0324044069993519	0.0187758167480285	0	0.0242248062015504	0.0277507978354378	0.162866449511401	0.0637958532695375	0.004212299915754	0	0.170068027210884	0.275988960441582	0.0705467372134039	0.0292483182217023	0.0353107344632768
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	0	0	0	0	0.0223813786929275	0	0	0.0853242320819113	0	0	0.00873362445414847	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212652844231792	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae	0	0	0	0	0.0223813786929275	0	0	0.0853242320819113	0	0	0.00873362445414847	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212652844231792	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma	0	0	0	0	0.0223813786929275	0	0	0.0853242320819113	0	0	0.00873362445414847	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212652844231792	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma|s__Acholeplasma_cavigenitalium	0	0	0	0	0	0	0	0.0426621160409556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma|s__Acholeplasma_cavigenitalium|t__Unclassified_Acholeplasma_cavigenitalium	0	0	0	0	0	0	0	0.0426621160409556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma|s__Acholeplasma_palmae	0	0	0	0	0.0223813786929275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma|s__Acholeplasma_palmae|t__Unclassified_Acholeplasma_palmae	0	0	0	0	0.0223813786929275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma|s__Unclassified_Acholeplasma	0	0	0	0	0	0	0	0.0426621160409556	0	0	0.00873362445414847	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212652844231792	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma|s__Unclassified_Acholeplasma|t__	0	0	0	0	0	0	0	0.0426621160409556	0	0	0.00873362445414847	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212652844231792	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Candidatus_Phytoplasma	0	0	0	0	0.044762757385855	0	0	0	0.0301204819277108	0	0	0.0426530177010023	0	0	0.0454338936846888	0.0187476565429321	0	0	0.0612182430364249	0.0348675034867503	0.0324044069993519	0	0	0	0	0.12214983713355	0.0106326422115896	0.002106149957877	0	0.0850340136054422	0	0.017636684303351	0	0.00882768361581921
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Candidatus_Phytoplasma|f__Unclassified_Candidatus_Phytoplasma	0	0	0	0	0.044762757385855	0	0	0	0.0301204819277108	0	0	0.0426530177010023	0	0	0.0454338936846888	0.0187476565429321	0	0	0.0612182430364249	0.0348675034867503	0.0324044069993519	0	0	0	0	0.12214983713355	0.0106326422115896	0.002106149957877	0	0.0850340136054422	0	0.017636684303351	0	0.00882768361581921
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Candidatus_Phytoplasma|f__Unclassified_Candidatus_Phytoplasma|g__	0	0	0	0	0.044762757385855	0	0	0	0.0301204819277108	0	0	0.0426530177010023	0	0	0.0454338936846888	0.0187476565429321	0	0	0.0612182430364249	0.0348675034867503	0.0324044069993519	0	0	0	0	0.12214983713355	0.0106326422115896	0.002106149957877	0	0.0850340136054422	0	0.017636684303351	0	0.00882768361581921
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Candidatus_Phytoplasma|f__Unclassified_Candidatus_Phytoplasma|g__|s__	0	0	0	0	0.044762757385855	0	0	0	0.0301204819277108	0	0	0.0426530177010023	0	0	0.0454338936846888	0.0187476565429321	0	0	0.0612182430364249	0.0348675034867503	0.0324044069993519	0	0	0	0	0.12214983713355	0.0106326422115896	0.002106149957877	0	0.0850340136054422	0	0.017636684303351	0	0.00882768361581921
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Candidatus_Phytoplasma|f__Unclassified_Candidatus_Phytoplasma|g__|s__|t__	0	0	0	0	0.044762757385855	0	0	0	0.0301204819277108	0	0	0.0426530177010023	0	0	0.0454338936846888	0.0187476565429321	0	0	0	0	0	0	0	0	0	0.12214983713355	0.0106326422115896	0.002106149957877	0	0.0850340136054422	0	0.017636684303351	0	0.00882768361581921
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales	0	0	0	0.0286532951289398	0	0	0	0	0	0	0	0.0639795265515035	0	0.107700592353258	0.0681508405270332	0.0187476565429321	0	0	0	0	0	0.0187758167480285	0	0.0242248062015504	0.0138753989177189	0.0407166123778502	0.0106326422115896	0	0	0.0850340136054422	0.183992640294388	0.0352733686067019	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0.0213265088505012	0	0.107700592353258	0	0	0	0	0	0	0	0	0	0	0	0.0407166123778502	0.0106326422115896	0	0	0.0850340136054422	0.183992640294388	0.017636684303351	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Entomoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106326422115896	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Entomoplasma|s__Unclassified_Entomoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106326422115896	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Entomoplasma|s__Unclassified_Entomoplasma|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106326422115896	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Incertae_Sedis	0	0	0	0	0	0	0	0	0	0	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407166123778502	0	0	0	0.0425170068027211	0.0919963201471941	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Incertae_Sedis|s__Unclassified_Incertae_Sedis	0	0	0	0	0	0	0	0	0	0	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407166123778502	0	0	0	0.0425170068027211	0.0919963201471941	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Incertae_Sedis|s__Unclassified_Incertae_Sedis|t__	0	0	0	0	0	0	0	0	0	0	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407166123778502	0	0	0	0.0425170068027211	0.0919963201471941	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Unclassified_Entomoplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107700592353258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0425170068027211	0.0919963201471941	0.017636684303351	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Unclassified_Entomoplasmataceae|s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107700592353258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0425170068027211	0.0919963201471941	0.017636684303351	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Unclassified_Entomoplasmataceae|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107700592353258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0425170068027211	0.0919963201471941	0.017636684303351	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae	0	0	0	0.0286532951289398	0	0	0	0	0	0	0	0.0213265088505012	0	0	0.0681508405270332	0.0187476565429321	0	0	0	0	0	0.0187758167480285	0	0.0242248062015504	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma	0	0	0	0.0286532951289398	0	0	0	0	0	0	0	0.0213265088505012	0	0	0.0681508405270332	0.0187476565429321	0	0	0	0	0	0.0187758167480285	0	0.0242248062015504	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Unclassified_Spiroplasma	0	0	0	0.0286532951289398	0	0	0	0	0	0	0	0.0213265088505012	0	0	0.0681508405270332	0.0187476565429321	0	0	0	0	0	0.0187758167480285	0	0.0242248062015504	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Unclassified_Spiroplasma|t__	0	0	0	0.0286532951289398	0	0	0	0	0	0	0	0.0213265088505012	0	0	0.0681508405270332	0.0187476565429321	0	0	0	0	0	0.0187758167480285	0	0.0242248062015504	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Unclassified_Entomoplasmatales	0	0	0	0	0	0	0	0	0	0	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0.017636684303351	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Unclassified_Entomoplasmatales|g__	0	0	0	0	0	0	0	0	0	0	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0.017636684303351	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Unclassified_Entomoplasmatales|g__|s__	0	0	0	0	0	0	0	0	0	0	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0.017636684303351	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Unclassified_Entomoplasmatales|g__|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0.017636684303351	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	0	0	0	0	0.0223813786929275	0.139470013947001	0	0.0853242320819113	0	0	0	0.0426530177010023	0	0	0	0.0187476565429321	0	0	0	0	0	0	0	0	0	0	0.0106326422115896	0	0	0	0.0919963201471941	0	0.0292483182217023	0.00882768361581921
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae	0	0	0	0	0.0223813786929275	0.139470013947001	0	0.0853242320819113	0	0	0	0.0213265088505012	0	0	0	0.0187476565429321	0	0	0	0	0	0	0	0	0	0	0.0106326422115896	0	0	0	0.0919963201471941	0	0.0292483182217023	0.00882768361581921
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma	0	0	0	0	0.0223813786929275	0.0697350069735007	0	0.0853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0919963201471941	0	0.0292483182217023	0.00882768361581921
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_gypis	0	0	0	0	0	0	0	0.0426621160409556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_gypis|t__Unclassified_Mycoplasma_gypis	0	0	0	0	0	0	0	0.0426621160409556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Unclassified_Mycoplasma	0	0	0	0	0.0223813786929275	0.0697350069735007	0	0.0426621160409556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0919963201471941	0	0.0292483182217023	0.00882768361581921
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Unclassified_Mycoplasma|t__	0	0	0	0	0.0223813786929275	0	0	0.0426621160409556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0919963201471941	0	0.0292483182217023	0.00882768361581921
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Unclassified_Mycoplasmataceae	0	0	0	0	0	0.0697350069735007	0	0	0	0	0	0.0213265088505012	0	0	0	0.0187476565429321	0	0	0	0	0	0	0	0	0	0	0.0106326422115896	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Unclassified_Mycoplasmataceae|s__	0	0	0	0	0	0.0697350069735007	0	0	0	0	0	0.0213265088505012	0	0	0	0.0187476565429321	0	0	0	0	0	0	0	0	0	0	0.0106326422115896	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Unclassified_Mycoplasmataceae|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0.0213265088505012	0	0	0	0.0187476565429321	0	0	0	0	0	0	0	0	0	0	0.0106326422115896	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Unclassified_Mycoplasmatales	0	0	0	0	0	0	0	0	0	0	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Unclassified_Mycoplasmatales|g__	0	0	0	0	0	0	0	0	0	0	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Unclassified_Mycoplasmatales|g__|s__	0	0	0	0	0	0	0	0	0	0	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Unclassified_Mycoplasmatales|g__|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Unclassified_Mollicutes	0.0223164472216023	0	0.00572278814238297	0	0.0671441360787825	0	0	0	0.0301204819277108	0	0.00873362445414847	0.0426530177010023	0	0.053850296176629	0.0227169468423444	0.0562429696287964	0	0	0	0.0348675034867503	0	0	0	0	0.0138753989177189	0	0.0106326422115896	0.002106149957877	0	0	0	0.017636684303351	0	0.0176553672316384
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Unclassified_Mollicutes|f__	0.0223164472216023	0	0.00572278814238297	0	0.0671441360787825	0	0	0	0.0301204819277108	0	0.00873362445414847	0.0426530177010023	0	0.053850296176629	0.0227169468423444	0.0562429696287964	0	0	0	0.0348675034867503	0	0	0	0	0.0138753989177189	0	0.0106326422115896	0.002106149957877	0	0	0	0.017636684303351	0	0.0176553672316384
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Unclassified_Mollicutes|f__|g__	0.0223164472216023	0	0.00572278814238297	0	0.0671441360787825	0	0	0	0.0301204819277108	0	0.00873362445414847	0.0426530177010023	0	0.053850296176629	0.0227169468423444	0.0562429696287964	0	0	0	0.0348675034867503	0	0	0	0	0.0138753989177189	0	0.0106326422115896	0.002106149957877	0	0	0	0.017636684303351	0	0.0176553672316384
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Unclassified_Mollicutes|f__|g__|s__	0.0223164472216023	0	0.00572278814238297	0	0.0671441360787825	0	0	0	0.0301204819277108	0	0.00873362445414847	0.0426530177010023	0	0.053850296176629	0.0227169468423444	0.0562429696287964	0	0	0	0.0348675034867503	0	0	0	0	0.0138753989177189	0	0.0106326422115896	0.002106149957877	0	0	0	0.017636684303351	0	0.0176553672316384
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Unclassified_Mollicutes|f__|g__|s__|t__	0.0223164472216023	0	0.00572278814238297	0	0.0671441360787825	0	0	0	0.0301204819277108	0	0.00873362445414847	0.0426530177010023	0	0.053850296176629	0.0227169468423444	0.0562429696287964	0	0	0	0	0	0	0	0	0.0138753989177189	0	0.0106326422115896	0.002106149957877	0	0	0	0.017636684303351	0	0.0176553672316384
k__Bacteria|p__Thermotogae	0	0	0.00572278814238297	0	0	0	0.0343997248022016	0	0	0	0	0	0.0940733772342427	0	0	0	0	0	0	0	0.0324044069993519	0	0	0	0.0138753989177189	0.0407166123778502	0	0.004212299915754	0	0	0.0919963201471941	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae	0	0	0.00572278814238297	0	0	0	0.0343997248022016	0	0	0	0	0	0.0940733772342427	0	0	0	0	0	0	0	0.0324044069993519	0	0	0	0.0138753989177189	0.0407166123778502	0	0.004212299915754	0	0	0.0919963201471941	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales	0	0	0.00572278814238297	0	0	0	0.0343997248022016	0	0	0	0	0	0.0940733772342427	0	0	0	0	0	0	0	0.0324044069993519	0	0	0	0.0138753989177189	0.0407166123778502	0	0.004212299915754	0	0	0.0919963201471941	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae	0	0	0.00572278814238297	0	0	0	0.0343997248022016	0	0	0	0	0	0.0940733772342427	0	0	0	0	0	0	0	0.0324044069993519	0	0	0	0.0138753989177189	0.0407166123778502	0	0.004212299915754	0	0	0.0919963201471941	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__EM3	0	0	0	0	0	0	0	0	0	0	0	0	0.0940733772342427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__EM3|s__Unclassified_EM3	0	0	0	0	0	0	0	0	0	0	0	0	0.0940733772342427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__EM3|s__Unclassified_EM3|t__	0	0	0	0	0	0	0	0	0	0	0	0	0.0940733772342427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
