clade_name	reSRR3584976_taxonomic_profile	reSRR3584977_taxonomic_profile	reSRR3584978_taxonomic_profile	reSRR3584979_taxonomic_profile	reSRR3584980_taxonomic_profile	reSRR3584981_taxonomic_profile	reSRR3584982_taxonomic_profile	reSRR3584983_taxonomic_profile	reSRR3584984_taxonomic_profile	reSRR3584985_taxonomic_profile	reSRR3584986_taxonomic_profile	reSRR3584987_taxonomic_profile
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae	0	0	0	0	0	0.0705218617771509	0.0829875518672199	0	0	0	0	0.0649772579597141
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Geovibrio	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Geovibrio|s__Unclassified_Geovibrio	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Geovibrio|s__Unclassified_Geovibrio|t__	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Unclassified_Deferribacteraceae	0	0	0	0	0	0.0705218617771509	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Unclassified_Deferribacteraceae|s__	0	0	0	0	0	0.0705218617771509	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Unclassified_Deferribacteraceae|s__|t__	0	0	0	0	0	0.0705218617771509	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Family_Incertae_Sedis	0.298210735586481	0	0	0.0639795265515035	0.0528262017960909	0	0	0.0648929266709929	0.240963855421687	0.272108843537415	0	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Family_Incertae_Sedis|g__Caldithrix	0.298210735586481	0	0	0.0639795265515035	0.0528262017960909	0	0	0.0648929266709929	0.240963855421687	0.272108843537415	0	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Family_Incertae_Sedis|g__Caldithrix|s__Unclassified_Caldithrix	0.298210735586481	0	0	0.0639795265515035	0.0528262017960909	0	0	0.0648929266709929	0.240963855421687	0.272108843537415	0	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Family_Incertae_Sedis|g__Caldithrix|s__Unclassified_Caldithrix|t__	0	0	0	0.0639795265515035	0.0528262017960909	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus	0.198807157057654	0	0.072463768115942	0.0639795265515035	0.0528262017960909	0.0705218617771509	0	0.0648929266709929	0	0.136054421768707	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	0.198807157057654	0	0.072463768115942	0.0639795265515035	0.0528262017960909	0.0705218617771509	0	0.0648929266709929	0	0.136054421768707	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales	0.099403578528827	0	0	0	0	0	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae	0.099403578528827	0	0	0	0	0	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus	0.099403578528827	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Unclassified_Deinococcus	0.099403578528827	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Unclassified_Deinococcaceae	0	0	0	0	0	0	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Unclassified_Deinococcaceae|s__	0	0	0	0	0	0	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales	0.099403578528827	0	0	0.0639795265515035	0.0528262017960909	0.0705218617771509	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae	0.099403578528827	0	0	0.0639795265515035	0.0528262017960909	0.0705218617771509	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Meiothermus	0	0	0	0.0639795265515035	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Meiothermus|s__Unclassified_Meiothermus	0	0	0	0.0639795265515035	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Meiothermus|s__Unclassified_Meiothermus|t__	0	0	0	0.0639795265515035	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Oceanithermus	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Oceanithermus|s__Unclassified_Oceanithermus	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Oceanithermus|s__Unclassified_Oceanithermus|t__	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus	0.099403578528827	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Unclassified_Thermus	0.099403578528827	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Unclassified_Thermaceae	0	0	0	0	0	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Unclassified_Thermaceae|s__	0	0	0	0	0	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Unclassified_Thermaceae|s__|t__	0	0	0	0	0	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Unclassified_Deinococci	0	0	0.072463768115942	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Unclassified_Deinococci|f__	0	0	0.072463768115942	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Unclassified_Deinococci|f__|g__	0	0	0.072463768115942	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Unclassified_Deinococci|f__|g__|s__	0	0	0.072463768115942	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Dictyoglomi	0.099403578528827	0.116822429906542	0	0	0	0	0	0	0.120481927710843	0	0	0
k__Bacteria|p__Dictyoglomi|c__Dictyoglomia	0.099403578528827	0.116822429906542	0	0	0	0	0	0	0.120481927710843	0	0	0
k__Bacteria|p__Dictyoglomi|c__Dictyoglomia|o__Dictyoglomales	0.099403578528827	0.116822429906542	0	0	0	0	0	0	0.120481927710843	0	0	0
k__Bacteria|p__Dictyoglomi|c__Dictyoglomia|o__Dictyoglomales|f__Dictyoglomaceae	0.099403578528827	0.116822429906542	0	0	0	0	0	0	0.120481927710843	0	0	0
k__Bacteria|p__Dictyoglomi|c__Dictyoglomia|o__Dictyoglomales|f__Dictyoglomaceae|g__Dictyoglomus	0.099403578528827	0.116822429906542	0	0	0	0	0	0	0.120481927710843	0	0	0
k__Bacteria|p__Dictyoglomi|c__Dictyoglomia|o__Dictyoglomales|f__Dictyoglomaceae|g__Dictyoglomus|s__Unclassified_Dictyoglomus	0.099403578528827	0.116822429906542	0	0	0	0	0	0	0.120481927710843	0	0	0
k__Bacteria|p__Fibrobacteres	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__termite_gut_group	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__termite_gut_group|g__haloalkaliphilic_bacterium_ACht6-1	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__termite_gut_group|g__haloalkaliphilic_bacterium_ACht6-1|s__Unclassified_haloalkaliphilic_bacterium_ACht6-1	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__termite_gut_group|g__haloalkaliphilic_bacterium_ACht6-1|s__Unclassified_haloalkaliphilic_bacterium_ACht6-1|t__	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Firmicutes	2.78330019880716	3.15420560747664	2.68115942028985	3.13499680102367	4.01479133650291	2.11565585331453	2.4896265560166	2.53082414016872	2.7710843373494	2.85714285714286	3.72781065088757	2.14424951267056
k__Bacteria|p__Firmicutes|c__Bacilli	0.596421471172962	0.350467289719626	0.652173913043478	1.02367242482406	0.739566825145272	0.493653032440056	0.4149377593361	0.713822193380921	0.602409638554217	0.54421768707483	1.00591715976331	0.519818063677713
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.596421471172962	0.350467289719626	0.144927536231884	0.511836212412028	0.369783412572636	0.352609308885755	0.16597510373444	0.45425048669695	0.481927710843374	0.54421768707483	0.769230769230769	0.519818063677713
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Alicyclobacillus	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Alicyclobacillus|s__Unclassified_Alicyclobacillus	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Alicyclobacillus|s__Unclassified_Alicyclobacillus|t__	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	0.298210735586481	0	0.072463768115942	0.191938579654511	0.105652403592182	0.0705218617771509	0.0829875518672199	0.0648929266709929	0.120481927710843	0	0.177514792899408	0.129954515919428
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus	0.198807157057654	0	0	0	0.0528262017960909	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Unclassified_Bacillus	0.198807157057654	0	0	0	0.0528262017960909	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Unclassified_Bacillus|t__	0	0	0	0	0.0528262017960909	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Unclassified_Geobacillus	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Unclassified_Geobacillus|t__	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Unclassified_Bacillaceae	0.099403578528827	0	0.072463768115942	0.191938579654511	0.0528262017960909	0.0705218617771509	0.0829875518672199	0.0648929266709929	0.120481927710843	0	0.0591715976331361	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Unclassified_Bacillaceae|s__	0.099403578528827	0	0.072463768115942	0.191938579654511	0.0528262017960909	0.0705218617771509	0.0829875518672199	0.0648929266709929	0.120481927710843	0	0.0591715976331361	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Unclassified_Bacillaceae|s__|t__	0	0	0	0.191938579654511	0.0528262017960909	0.0705218617771509	0.0829875518672199	0.0648929266709929	0	0	0.0591715976331361	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Family_XII_Incertae_Sedis	0	0	0	0.0639795265515035	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Family_XII_Incertae_Sedis|g__Unclassified_Family_XII_Incertae_Sedis	0	0	0	0.0639795265515035	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Family_XII_Incertae_Sedis|g__Unclassified_Family_XII_Incertae_Sedis|s__	0	0	0	0.0639795265515035	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Family_XII_Incertae_Sedis|g__Unclassified_Family_XII_Incertae_Sedis|s__|t__	0	0	0	0.0639795265515035	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae	0	0.233644859813084	0.072463768115942	0.0639795265515035	0.0528262017960909	0.0705218617771509	0	0	0	0.136054421768707	0.177514792899408	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria	0	0.233644859813084	0.072463768115942	0.0639795265515035	0.0528262017960909	0.0705218617771509	0	0	0	0.136054421768707	0.177514792899408	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria|s__Unclassified_Listeria	0	0.233644859813084	0.072463768115942	0.0639795265515035	0.0528262017960909	0.0705218617771509	0	0	0	0.136054421768707	0.177514792899408	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria|s__Unclassified_Listeria|t__	0	0	0	0.0639795265515035	0.0528262017960909	0.0705218617771509	0	0	0	0	0.177514792899408	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae	0	0	0	0	0.158478605388273	0.0705218617771509	0	0	0.240963855421687	0.136054421768707	0.118343195266272	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Oxalophagus	0	0	0	0	0	0.0705218617771509	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Oxalophagus|s__Unclassified_Oxalophagus	0	0	0	0	0	0.0705218617771509	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Oxalophagus|s__Unclassified_Oxalophagus|t__	0	0	0	0	0	0.0705218617771509	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus	0	0	0	0	0.0528262017960909	0	0	0	0	0.136054421768707	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Unclassified_Paenibacillus	0	0	0	0	0.0528262017960909	0	0	0	0	0.136054421768707	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Unclassified_Paenibacillus|t__	0	0	0	0	0.0528262017960909	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Unclassified_Paenibacillaceae	0	0	0	0	0.105652403592182	0	0	0	0.240963855421687	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Unclassified_Paenibacillaceae|s__	0	0	0	0	0.105652403592182	0	0	0	0.240963855421687	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Unclassified_Paenibacillaceae|s__|t__	0	0	0	0	0.105652403592182	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae	0	0	0	0	0.0528262017960909	0	0	0	0	0	0.177514792899408	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Solibacillus	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Solibacillus|s__Unclassified_Solibacillus	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Solibacillus|s__Unclassified_Solibacillus|t__	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Unclassified_Planococcaceae	0	0	0	0	0.0528262017960909	0	0	0	0	0	0.118343195266272	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Unclassified_Planococcaceae|s__	0	0	0	0	0.0528262017960909	0	0	0	0	0	0.118343195266272	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Unclassified_Planococcaceae|s__|t__	0	0	0	0	0.0528262017960909	0	0	0	0	0	0.118343195266272	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Unclassified_Staphylococcus	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Unclassified_Staphylococcus|t__	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae	0	0	0	0	0	0	0	0.0648929266709929	0	0	0.0591715976331361	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Thermoflavimicrobium	0	0	0	0	0	0	0	0.0648929266709929	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Thermoflavimicrobium|s__Unclassified_Thermoflavimicrobium	0	0	0	0	0	0	0	0.0648929266709929	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Thermoflavimicrobium|s__Unclassified_Thermoflavimicrobium|t__	0	0	0	0	0	0	0	0.0648929266709929	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Unclassified_Thermoactinomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Unclassified_Thermoactinomycetaceae|s__	0	0	0	0	0	0	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Unclassified_Thermoactinomycetaceae|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Unclassified_Bacillales	0.298210735586481	0.116822429906542	0	0.191938579654511	0	0.141043723554302	0	0.259571706683971	0.120481927710843	0.272108843537415	0	0.129954515919428
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Unclassified_Bacillales|g__	0.298210735586481	0.116822429906542	0	0.191938579654511	0	0.141043723554302	0	0.259571706683971	0.120481927710843	0.272108843537415	0	0.129954515919428
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Unclassified_Bacillales|g__|s__	0.298210735586481	0.116822429906542	0	0.191938579654511	0	0.141043723554302	0	0.259571706683971	0.120481927710843	0.272108843537415	0	0.129954515919428
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Unclassified_Bacillales|g__|s__|t__	0	0	0	0.191938579654511	0	0.141043723554302	0	0.259571706683971	0	0	0	0.129954515919428
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0	0	0.434782608695652	0.319897632757518	0.264131008980454	0.141043723554302	0.24896265560166	0.194678780012979	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0	0	0.072463768115942	0.0639795265515035	0	0	0.16597510373444	0.0648929266709929	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0.072463768115942	0.0639795265515035	0	0	0.16597510373444	0.0648929266709929	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Unclassified_Lactobacillus	0	0	0.072463768115942	0.0639795265515035	0	0	0.16597510373444	0.0648929266709929	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Unclassified_Lactobacillus|t__	0	0	0	0.0639795265515035	0	0	0.16597510373444	0.0648929266709929	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	0	0	0	0.0639795265515035	0.0528262017960909	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Unclassified_Leuconostoc	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Unclassified_Leuconostoc|t__	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Unclassified_Leuconostocaceae	0	0	0	0.0639795265515035	0	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Unclassified_Leuconostocaceae|s__	0	0	0	0.0639795265515035	0	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Unclassified_Leuconostocaceae|s__|t__	0	0	0	0.0639795265515035	0	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0	0	0.289855072463768	0.191938579654511	0.158478605388273	0	0	0.0648929266709929	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	0	0	0	0	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Unclassified_Lactococcus	0	0	0	0	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Unclassified_Lactococcus|t__	0	0	0	0	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0	0	0.072463768115942	0.127959053103007	0.158478605388273	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Unclassified_Streptococcus	0	0	0.072463768115942	0.127959053103007	0.158478605388273	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Unclassified_Streptococcus|t__	0	0	0	0.127959053103007	0.158478605388273	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Unclassified_Streptococcaceae	0	0	0.217391304347826	0.0639795265515035	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Unclassified_Streptococcaceae|s__	0	0	0.217391304347826	0.0639795265515035	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Unclassified_Streptococcaceae|s__|t__	0	0	0	0.0639795265515035	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Unclassified_Lactobacillales	0	0	0.072463768115942	0	0.0528262017960909	0.0705218617771509	0.0829875518672199	0.0648929266709929	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Unclassified_Lactobacillales|g__	0	0	0.072463768115942	0	0.0528262017960909	0.0705218617771509	0.0829875518672199	0.0648929266709929	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Unclassified_Lactobacillales|g__|s__	0	0	0.072463768115942	0	0.0528262017960909	0.0705218617771509	0.0829875518672199	0.0648929266709929	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Unclassified_Lactobacillales|g__|s__|t__	0	0	0	0	0.0528262017960909	0.0705218617771509	0.0829875518672199	0.0648929266709929	0	0	0	0
