clade_name	reSRR3584976_taxonomic_profile	reSRR3584977_taxonomic_profile	reSRR3584978_taxonomic_profile	reSRR3584979_taxonomic_profile	reSRR3584980_taxonomic_profile	reSRR3584981_taxonomic_profile	reSRR3584982_taxonomic_profile	reSRR3584983_taxonomic_profile	reSRR3584984_taxonomic_profile	reSRR3584985_taxonomic_profile	reSRR3584986_taxonomic_profile	reSRR3584987_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobacter|s__Unclassified_Rhodobacter	0	0.116822429906542	0.072463768115942	0.127959053103007	0	0	0.0829875518672199	0.0648929266709929	0	0	0.0591715976331361	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobacter|s__Unclassified_Rhodobacter|t__	0	0	0	0.127959053103007	0	0	0.0829875518672199	0.0648929266709929	0	0	0.0591715976331361	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodovulum	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodovulum|s__Unclassified_Rhodovulum	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodovulum|s__Unclassified_Rhodovulum|t__	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseibacterium	0.099403578528827	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseibacterium|s__Roseobacter_sp._WM2	0.099403578528827	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseovarius	0	0	0	0	0	0	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseovarius|s__Unclassified_Roseovarius	0	0	0	0	0	0	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseovarius|s__Unclassified_Roseovarius|t__	0	0	0	0	0	0	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rubellimicrobium	0.099403578528827	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rubellimicrobium|s__Rubellimicrobium_roseum	0.099403578528827	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Unclassified_Rhodobacteraceae	1.0934393638171	0.467289719626168	1.08695652173913	1.27959053103007	0.581088219757	0.282087447108604	1.16182572614108	0.324464633354964	0.481927710843374	0.408163265306122	0.473372781065089	0.649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Unclassified_Rhodobacteraceae|s__	1.0934393638171	0.467289719626168	1.08695652173913	1.27959053103007	0.581088219757	0.282087447108604	1.16182572614108	0.324464633354964	0.481927710843374	0.408163265306122	0.473372781065089	0.649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Unclassified_Rhodobacteraceae|s__|t__	0	0	0	1.27959053103007	0.581088219757	0.282087447108604	1.16182572614108	0.324464633354964	0	0	0.473372781065089	0.649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Unclassified_Rhodobacterales	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Unclassified_Rhodobacterales|g__	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Unclassified_Rhodobacterales|g__|s__	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Unclassified_Rhodobacterales|g__|s__|t__	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	0.695825049701789	0.350467289719626	0	0.0639795265515035	0.264131008980454	0.282087447108604	0.0829875518672199	0.324464633354964	0.72289156626506	0.408163265306122	0.236686390532544	0.129954515919428
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	0.298210735586481	0.116822429906542	0	0.0639795265515035	0.105652403592182	0.141043723554302	0.0829875518672199	0.259571706683971	0.240963855421687	0.136054421768707	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter	0	0	0	0.0639795265515035	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Unclassified_Acetobacter	0	0	0	0.0639795265515035	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Unclassified_Acetobacter|t__	0	0	0	0.0639795265515035	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconacetobacter	0	0	0	0	0.0528262017960909	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconacetobacter|s__Unclassified_Gluconacetobacter	0	0	0	0	0.0528262017960909	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconacetobacter|s__Unclassified_Gluconacetobacter|t__	0	0	0	0	0.0528262017960909	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Kozakia	0	0	0	0	0	0	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Kozakia|s__Kozakia_baliensis	0	0	0	0	0	0	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Kozakia|s__Kozakia_baliensis|t__Unclassified_Kozakia_baliensis	0	0	0	0	0	0	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas	0.099403578528827	0	0	0	0	0	0	0.0648929266709929	0.240963855421687	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Acetobacteraceae_bacterium_AaMG19	0	0	0	0	0	0	0	0	0.120481927710843	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Unclassified_Roseomonas	0.099403578528827	0	0	0	0	0	0	0.0648929266709929	0.120481927710843	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Unclassified_Roseomonas|t__	0	0	0	0	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Unclassified_Acetobacteraceae	0.198807157057654	0.116822429906542	0	0	0.0528262017960909	0.141043723554302	0.0829875518672199	0.0648929266709929	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Unclassified_Acetobacteraceae|s__	0.198807157057654	0.116822429906542	0	0	0.0528262017960909	0.141043723554302	0.0829875518672199	0.0648929266709929	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Unclassified_Acetobacteraceae|s__|t__	0	0	0	0	0.0528262017960909	0.141043723554302	0.0829875518672199	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Candidatus_Alysiosphaera	0	0	0	0	0	0.0705218617771509	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Candidatus_Alysiosphaera|g__Candidatus	0	0	0	0	0	0.0705218617771509	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Candidatus_Alysiosphaera|g__Candidatus|s__Candidatus_Alysiosphaera_europeae	0	0	0	0	0	0.0705218617771509	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Candidatus_Alysiosphaera|g__Candidatus|s__Candidatus_Alysiosphaera_europeae|t__Unclassified_Candidatus_Alysiosphaera_europeae	0	0	0	0	0	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	0.198807157057654	0.233644859813084	0	0	0.105652403592182	0.0705218617771509	0	0	0.36144578313253	0.136054421768707	0.177514792899408	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum	0	0	0	0	0	0	0	0	0	0.136054421768707	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum_canadense	0	0	0	0	0	0	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Unclassified_Azospirillum	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Unclassified_Azospirillum|t__	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Unclassified_Rhodospirillaceae	0.198807157057654	0.233644859813084	0	0	0.105652403592182	0.0705218617771509	0	0	0.36144578313253	0	0.118343195266272	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Unclassified_Rhodospirillaceae|s__	0.198807157057654	0.233644859813084	0	0	0.105652403592182	0.0705218617771509	0	0	0.36144578313253	0	0.118343195266272	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Unclassified_Rhodospirillaceae|s__|t__	0	0	0	0	0.105652403592182	0.0705218617771509	0	0	0	0	0.118343195266272	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Unclassified_Rhodospirillales	0.198807157057654	0	0	0	0.0528262017960909	0	0	0.0648929266709929	0.120481927710843	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Unclassified_Rhodospirillales|g__	0.198807157057654	0	0	0	0.0528262017960909	0	0	0.0648929266709929	0.120481927710843	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Unclassified_Rhodospirillales|g__|s__	0.198807157057654	0	0	0	0.0528262017960909	0	0	0.0648929266709929	0.120481927710843	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Unclassified_Rhodospirillales|g__|s__|t__	0	0	0	0	0.0528262017960909	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__wr0007	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__wr0007|g__Unclassified_wr0007	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__wr0007|g__Unclassified_wr0007|s__	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__wr0007|g__Unclassified_wr0007|s__|t__	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	0.198807157057654	0.116822429906542	0.072463768115942	0.0639795265515035	0.0528262017960909	0	0.0829875518672199	0.194678780012979	0.120481927710843	0.272108843537415	0.0591715976331361	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae	0	0	0	0	0.0528262017960909	0	0	0.0648929266709929	0	0	0.0591715976331361	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Anaplasma	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Anaplasma|s__Unclassified_Anaplasma	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Anaplasma|s__Unclassified_Anaplasma|t__	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Neorickettsia	0	0	0	0	0.0528262017960909	0	0	0.0648929266709929	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Neorickettsia|s__Unclassified_Neorickettsia	0	0	0	0	0.0528262017960909	0	0	0.0648929266709929	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Neorickettsia|s__Unclassified_Neorickettsia|t__	0	0	0	0	0.0528262017960909	0	0	0.0648929266709929	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus_Odyssella	0	0	0	0	0	0	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus_Odyssella|g__Candidatus	0	0	0	0	0	0	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus_Odyssella|g__Candidatus|s__Candidatus_Odyssella_thessalonicensis	0	0	0	0	0	0	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae	0.198807157057654	0.116822429906542	0.072463768115942	0.0639795265515035	0	0	0	0.129785853341986	0.120481927710843	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Orientia	0	0	0	0	0	0	0	0.0648929266709929	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Orientia|s__Unclassified_Orientia	0	0	0	0	0	0	0	0.0648929266709929	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Orientia|s__Unclassified_Orientia|t__	0	0	0	0	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia	0.198807157057654	0.116822429906542	0.072463768115942	0.0639795265515035	0	0	0	0.0648929266709929	0.120481927710843	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Unclassified_Rickettsia	0.198807157057654	0.116822429906542	0.072463768115942	0.0639795265515035	0	0	0	0.0648929266709929	0.120481927710843	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Unclassified_Rickettsia|t__	0	0	0	0.0639795265515035	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Unclassified_Rickettsiales	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Unclassified_Rickettsiales|g__	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Unclassified_Rickettsiales|g__|s__	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Unclassified_Rickettsiales|g__|s__|t__	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__SAR11_clade	0	0	0.072463768115942	0.127959053103007	0.0528262017960909	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__SAR11_clade|f__Chesapeake-Delaware_Bay	0	0	0.072463768115942	0.127959053103007	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__SAR11_clade|f__Chesapeake-Delaware_Bay|g__Candidatus	0	0	0.072463768115942	0.127959053103007	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__SAR11_clade|f__Chesapeake-Delaware_Bay|g__Candidatus|s__Candidatus_Pelagibacter_sp._IMCC9063	0	0	0.072463768115942	0.127959053103007	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__SAR11_clade|f__Chesapeake-Delaware_Bay|g__Candidatus|s__Candidatus_Pelagibacter_sp._IMCC9063|t__Unclassified_Candidatus_Pelagibacter_sp._IMCC9063	0	0	0	0.127959053103007	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__SAR11_clade|f__Surface_1	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__SAR11_clade|f__Surface_1|g__Candidatus_Pelagibacter	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__SAR11_clade|f__Surface_1|g__Candidatus_Pelagibacter|s__Candidatus_Pelagibacter_ubique	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__SAR11_clade|f__Surface_1|g__Candidatus_Pelagibacter|s__Candidatus_Pelagibacter_ubique|t__Unclassified_Candidatus_Pelagibacter_ubique	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	0.397614314115308	0.467289719626168	0.289855072463768	0.255918106206014	0.211304807184363	0.493653032440056	0.24896265560166	0.648929266709929	0.602409638554217	0.272108843537415	0.473372781065089	0.259909031838856
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae	0.099403578528827	0	0	0	0.0528262017960909	0.141043723554302	0	0.0648929266709929	0.120481927710843	0.272108843537415	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter	0	0	0	0	0	0	0	0.0648929266709929	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter|s__Unclassified_Erythrobacter	0	0	0	0	0	0	0	0.0648929266709929	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter|s__Unclassified_Erythrobacter|t__	0	0	0	0	0	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Unclassified_Erythrobacteraceae	0.099403578528827	0	0	0	0.0528262017960909	0.141043723554302	0	0	0.120481927710843	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Unclassified_Erythrobacteraceae|s__	0.099403578528827	0	0	0	0.0528262017960909	0.141043723554302	0	0	0.120481927710843	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Unclassified_Erythrobacteraceae|s__|t__	0	0	0	0	0.0528262017960909	0.141043723554302	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__GOBB3-C201	0	0	0	0.0639795265515035	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__GOBB3-C201|g__Unclassified_GOBB3-C201	0	0	0	0.0639795265515035	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__GOBB3-C201|g__Unclassified_GOBB3-C201|s__	0	0	0	0.0639795265515035	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__GOBB3-C201|g__Unclassified_GOBB3-C201|s__|t__	0	0	0	0.0639795265515035	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	0.099403578528827	0.116822429906542	0.217391304347826	0.191938579654511	0.158478605388273	0.282087447108604	0.24896265560166	0.45425048669695	0.120481927710843	0	0.29585798816568	0.129954515919428
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium	0	0.116822429906542	0	0	0	0	0	0	0.120481927710843	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Unclassified_Novosphingobium	0	0.116822429906542	0	0	0	0	0	0	0.120481927710843	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Unclassified_Novosphingobium|t__	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium	0	0	0.072463768115942	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Unclassified_Sphingobium	0	0	0.072463768115942	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas	0.099403578528827	0	0	0.0639795265515035	0.0528262017960909	0.141043723554302	0	0.194678780012979	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_abaci	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_abaci|t__Unclassified_Sphingomonas_abaci	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Unclassified_Sphingomonas	0.099403578528827	0	0	0.0639795265515035	0.0528262017960909	0.141043723554302	0	0.194678780012979	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Unclassified_Sphingomonas|t__	0	0	0	0.0639795265515035	0.0528262017960909	0.141043723554302	0	0.194678780012979	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis	0	0	0.072463768115942	0.0639795265515035	0	0	0.0829875518672199	0.0648929266709929	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingomonas_sp._PY84T	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingomonas_sp._PY84T|t__Unclassified_Sphingomonas_sp._PY84T	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Unclassified_Sphingopyxis	0	0	0.072463768115942	0.0639795265515035	0	0	0	0.0648929266709929	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Unclassified_Sphingopyxis|t__	0	0	0	0.0639795265515035	0	0	0	0.0648929266709929	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Unclassified_Sphingomonadaceae	0	0	0.072463768115942	0.0639795265515035	0.105652403592182	0.141043723554302	0.16597510373444	0.129785853341986	0	0	0.177514792899408	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Unclassified_Sphingomonadaceae|s__	0	0	0.072463768115942	0.0639795265515035	0.105652403592182	0.141043723554302	0.16597510373444	0.129785853341986	0	0	0.177514792899408	0.0649772579597141
