Taxa	reSRR3584976	reSRR3584977	reSRR3584978	reSRR3584979	reSRR3584980	reSRR3584981	reSRR3584982	reSRR3584983	reSRR3584984	reSRR3584985	reSRR3584986	reSRR3584987
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|g__thiohalobacter	0.0207129916645987	0.021999352256402	0.0318449784943002	0.0160925857611606	0.0179453317265442	0.0201740734336273	0.0294302511035346	0.0160927617709065	0.0213202531462375	0.0239551896265791	0.0190538811464107	0.0193878069159077
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|g__thiohalobacter|s__thiohalobacter_sp._cow1	0.00929502673037394	0.00954483639307431	0.0156029115408909	0.00769158391368699	0.0085313872142587	0.0103817877897076	0.0141361043292418	0.00685172171468728	0.00998945635825367	0.0111703016277996	0.00833203616232873	0.00926526146831643
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|g__thiohalobacter|s__thiohalobacter_thiocyanaticus	0.00920896166805566	0.00981676905384566	0.0129710951364033	0.00687015262193401	0.00754185327404688	0.00786002861050414	0.0122592769182973	0.0073085031623331	0.00914229398158198	0.0102806315866474	0.00881645686944087	0.00834203256755892
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales	0.741077563268579	0.812806723045559	0.653555207988691	0.59340943271955	0.789059712757018	0.618256750454572	0.664876093451629	0.61939564300773	0.69131979779646	0.785644547821907	0.773781342827118	0.589844350201824
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__bruguierivoracaceae	0.00522128044730882	0.00573777914227544	0.00642915150239119	0.00481657439255156	0.00588371532017842	0.00533826943130073	0.00594994221767524	0.00569219957835559	0.00508297426003014	0.00566752766956205	0.00636205862007271	0.00586909801195845
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__bruguierivoracaceae|g__sodalis	0.00522128044730882	0.00573777914227544	0.00642915150239119	0.00481657439255156	0.00588371532017842	0.00533826943130073	0.00594994221767524	0.00569219957835559	0.00508297426003014	0.00566752766956205	0.00636205862007271	0.00586909801195845
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__bruguierivoracaceae|g__sodalis|s__candidatus_sodalis_pierantonius	0.000688520498546218	0.000897377780545448	0.000902337052967185	0.000485391217854033	0.000722092334749169	0.000622252264998245	0.000718784965893653	0.000667603654251581	0.000776565511949049	0.000691965587562808	0.000968841414224271	0.000494586911120094
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__bruguierivoracaceae|g__sodalis|s__sodalis_endosymbiont_of_henestaris_halophilus	8.60650623182772e-05	5.43865321542696e-05	0.000263181640448762	0.000224026715932631	0.000213953284370124	0.000229250834473038	0.000199662490526015	0.000140548137737175	0.000211790594167922	0.000197704453589374	0.000258357710459806	0.000131889842965358
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__bruguierivoracaceae|g__sodalis|s__sodalis_glossinidius	0.00071720885265231	0.000978957578776852	0.000902337052967185	0.000709417933786664	0.00133720802731328	0.000982503576313018	0.000918447456419668	0.000773014757554462	0.000705968647226408	0.00112032523700645	0.00113031498326165	0.00108809120446421
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__bruguierivoracaceae|g__sodalis|s__sodalis_ligni	0.00215162655795693	0.00190352862539944	0.00218064787800403	0.00209091601537122	0.00192557955933112	0.00206325751025734	0.00231608489010177	0.00263527758257203	0.00176492161806602	0.00161458637097989	0.0021314511112934	0.0020772650267044
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__bruguierivoracaceae|g__sodalis|s__sodalis_praecaptivus	0.0011188458101376	0.00138685656993387	0.00135350557945078	0.000896106863730523	0.00120348722458195	0.000982503576313018	0.0013177724374717	0.000983836964160225	0.00112954983556225	0.00164753711324478	0.00125949383849155	0.00135187089039492
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__budviciaceae	0.0015204827676229	0.00149562963424241	0.00240623214124583	0.00272565837718034	0.00299534598118174	0.00209600762946777	0.00211642239957576	0.00245959241040056	0.00134134042973018	0.00131802969059583	0.00306799781171019	0.00250590701634181
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__budviciaceae|g__jinshanibacter	0.000372948603379201	0.000380705725079887	0.000225584263241796	0.000485391217854033	0.000722092334749169	0.000425751549735641	0.00039932498105203	0.000351370344342937	0.000176492161806602	9.88522267946869e-05	0.000871957272801844	0.000560531832602773
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__budviciaceae|g__jinshanibacter|s__jinshanibacter_zhutongyuii	0.000372948603379201	0.000380705725079887	0.000225584263241796	0.000485391217854033	0.000722092334749169	0.000425751549735641	0.00039932498105203	0.000351370344342937	0.000176492161806602	9.88522267946869e-05	0.000871957272801844	0.000560531832602773
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__budviciaceae|g__leminorella	0.00060245543622794	0.000543865321542696	0.000939934430174151	0.000709417933786664	0.000936045619119293	0.000720502622629546	0.000559054973472842	0.000773014757554462	0.000564774917781126	0.00052721187623833	0.00090425198660932	0.000725394136309472
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__budviciaceae|g__leminorella|s__leminorella_richardii	0.00060245543622794	0.000543865321542696	0.000939934430174151	0.000709417933786664	0.000936045619119293	0.000720502622629546	0.000559054973472842	0.000773014757554462	0.000564774917781126	0.00052721187623833	0.00090425198660932	0.000725394136309472
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__budviciaceae|g__limnobaculum	0.000143441770530462	0.000271932660771348	0.000338376394862694	0.000709417933786664	0.000427906568740248	0.000294751072893905	0.000199662490526015	0.0005621925509487	0.000176492161806602	0.000230655195854269	0.000581304848534563	0.000428641989637415
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__budviciaceae|g__limnobaculum|s__limnobaculum_parvum	0.000143441770530462	0.000271932660771348	0.000338376394862694	0.000709417933786664	0.000427906568740248	0.000294751072893905	0.000199662490526015	0.0005621925509487	0.000176492161806602	0.000230655195854269	0.000581304848534563	0.000428641989637415
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__budviciaceae|g__pragia	0.000401636957485294	0.000271932660771348	0.000676752789725389	0.000709417933786664	0.0007755806558417	0.000622252264998245	0.000838582460209262	0.000667603654251581	0.000423581188335845	0.000461310391708539	0.000645894276149514	0.000692421675568132
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__budviciaceae|g__pragia|s__pragia_fontium	0.000401636957485294	0.000271932660771348	0.000676752789725389	0.000709417933786664	0.0007755806558417	0.000622252264998245	0.000838582460209262	0.000667603654251581	0.000423581188335845	0.000461310391708539	0.000645894276149514	0.000692421675568132
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae	0.550730333774656	0.628871471299819	0.410412969591241	0.383571075462653	0.546650641565667	0.384388149172863	0.421447585002312	0.414265635980323	0.502296692501589	0.605667593571046	0.530182316577329	0.360718720510255
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__atlantibacter	0.00109015745603151	0.00144124310208814	0.00165428459710651	0.00130682250960701	0.00149767299059087	0.00199775727183647	0.00163723242231332	0.00101897399859452	0.00123544513264621	0.00191114305136395	0.00142096740752893	0.001747540419291
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__atlantibacter|s__atlantibacter_hermannii	0.00109015745603151	0.00144124310208814	0.00165428459710651	0.00130682250960701	0.00149767299059087	0.00199775727183647	0.00163723242231332	0.00101897399859452	0.00123544513264621	0.00191114305136395	0.00142096740752893	0.001747540419291
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__buttiauxella	0.000918027331394957	0.00100615084485399	0.00150389508827864	0.00115747136565193	0.00187209123823859	0.00111350405315475	0.00155736742610292	0.00158116654954322	0.000811863944310369	0.00118622672153624	0.00155014626275883	0.00154970565484296
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__buttiauxella|s__buttiauxella_agrestis	0.000372948603379201	0.000435092257234157	0.000488765903690559	0.000672080147797892	0.0007755806558417	0.000294751072893905	0.000798649962104059	0.000773014757554462	0.000105895297083961	0.000626064103033017	0.00067818898995699	0.000626476754085453
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__buttiauxella|s__buttiauxella_ferragutiae	8.60650623182772e-05	0.000163159596462809	0.000300779017655728	0.000149351143955087	0.000213953284370124	0.00016375059605217	0.000119797494315609	0.000245959241040056	0.000105895297083961	0.000230655195854269	0.00022606299665233	0.000197834764448038
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__buttiauxella|s__buttiauxella_sp._3afrm03	0.00011475341642437	8.15797982314044e-05	0.00037597377206966	7.46755719775436e-05	0.000187209123823859	0.000262000953683471	0.000199662490526015	0.00028109627547435	0.000211790594167922	6.59014845297913e-05	0.000258357710459806	0.000230807225189377
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_annandia	2.86883541060924e-05	5.43865321542696e-05	3.7597377206966e-05	0.000149351143955087	0.000106976642185062	0.00016375059605217	7.98649962104059e-05	0	0	3.29507422648956e-05	6.45894276149514e-05	0.000131889842965358
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_annandia|s__candidatus_annandia_pinicola	2.86883541060924e-05	5.43865321542696e-05	3.7597377206966e-05	0.000149351143955087	0.000106976642185062	0.00016375059605217	7.98649962104059e-05	0	0	3.29507422648956e-05	6.45894276149514e-05	0.000131889842965358
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_blochmannia	0.000258195186954832	0.000271932660771348	0.000939934430174151	0.000746755719775436	0.00128371970622075	0.000884253218681716	0.000918447456419668	0.00133520730850316	0.000282387458890563	9.88522267946869e-05	0.00113031498326165	0.000362697068154736
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_blochmannia|s__blochmannia_endosymbiont_of_camponotus_(colobopsis)_obliquus	0	2.71932660771348e-05	0.000150389508827864	0.000186688929943859	0.000187209123823859	6.55002384208679e-05	0.000319459984841624	0.000245959241040056	3.52984323613204e-05	3.29507422648956e-05	0.00022606299665233	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_blochmannia|s__blochmannia_endosymbiont_of_camponotus_nipponensis	5.73767082121848e-05	5.43865321542696e-05	0.00018798688603483	0.000112013357966315	0.000213953284370124	9.82503576313018e-05	0.000199662490526015	0.000140548137737175	0.000105895297083961	0	0.000161473569037379	3.29724607413396e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_blochmannia|s__blochmannia_endosymbiont_of_colobopsis_nipponica	2.86883541060924e-05	2.71932660771348e-05	0.000112792131620898	7.46755719775436e-05	0.000160464963277593	0.00016375059605217	3.9932498105203e-05	0.000175685172171469	0.000141193729445282	3.29507422648956e-05	0.000129178855229903	6.59449214826792e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_blochmannia|s__blochmannia_endosymbiont_of_polyrhachis_(hedomyrma)_turneri	8.60650623182772e-05	5.43865321542696e-05	0.000225584263241796	0.000186688929943859	0.000160464963277593	0.000131000476841736	0.000159729992420812	0.000316233309908644	0	0	0.000258357710459806	6.59449214826792e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_blochmannia|s__candidatus_blochmannia_chromaiodes	0	2.71932660771348e-05	0	0	8.02324816387966e-05	3.27501192104339e-05	0	0	0	0	3.22947138074757e-05	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_blochmannia|s__candidatus_blochmannia_pennsylvanicus	0	2.71932660771348e-05	3.7597377206966e-05	0.000112013357966315	2.67441605462655e-05	3.27501192104339e-05	0	3.51370344342937e-05	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_blochmannia|s__candidatus_blochmannia_vafer	5.73767082121848e-05	5.43865321542696e-05	0.000150389508827864	3.73377859887718e-05	0.000374418247647717	0.000196500715262604	7.98649962104059e-05	0.00028109627547435	0	0	0.000161473569037379	3.29724607413396e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_doolittlea	0.00011475341642437	0.000135966330385674	0.000112792131620898	0.000224026715932631	0.000294185766008921	6.55002384208679e-05	0.000159729992420812	0.000316233309908644	7.05968647226408e-05	6.59014845297913e-05	0.00022606299665233	9.89173822240188e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_doolittlea|s__candidatus_doolittlea_endobia	0.00011475341642437	0.000135966330385674	0.000112792131620898	0.000224026715932631	0.000294185766008921	6.55002384208679e-05	0.000159729992420812	0.000316233309908644	7.05968647226408e-05	6.59014845297913e-05	0.00022606299665233	9.89173822240188e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_gullanella	2.86883541060924e-05	2.71932660771348e-05	7.51947544139321e-05	0	0.000267441605462655	0.000229250834473038	0.000159729992420812	0.000175685172171469	3.52984323613204e-05	6.59014845297913e-05	0.00022606299665233	9.89173822240188e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_gullanella|s__candidatus_gullanella_endobia	2.86883541060924e-05	2.71932660771348e-05	7.51947544139321e-05	0	0.000267441605462655	0.000229250834473038	0.000159729992420812	0.000175685172171469	3.52984323613204e-05	6.59014845297913e-05	0.00022606299665233	9.89173822240188e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_hamiltonella	0.000143441770530462	8.15797982314044e-05	0.000263181640448762	0.000373377859887718	0.000481394889832779	0.000393001430525207	0.000239594988631218	0.000456781447645819	0.000105895297083961	3.29507422648956e-05	0.000419831279497184	0.000164862303706698
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_hamiltonella|s__candidatus_hamiltonella_defensa	0.000143441770530462	8.15797982314044e-05	0.000263181640448762	0.000373377859887718	0.000481394889832779	0.000393001430525207	0.000239594988631218	0.000456781447645819	0.000105895297083961	3.29507422648956e-05	0.000419831279497184	0.000164862303706698
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_hoaglandella	8.60650623182772e-05	2.71932660771348e-05	0.000225584263241796	0.000112013357966315	0.000267441605462655	0.000131000476841736	0.000119797494315609	7.02740688685875e-05	0.000105895297083961	0	9.68841414224271e-05	0.000131889842965358
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_hoaglandella|s__candidatus_hoaglandella_endobia	8.60650623182772e-05	2.71932660771348e-05	0.000225584263241796	0.000112013357966315	0.000267441605462655	0.000131000476841736	0.000119797494315609	7.02740688685875e-05	0.000105895297083961	0	9.68841414224271e-05	0.000131889842965358
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_ishikawaella	5.73767082121848e-05	0	0.000150389508827864	0.000336040073898946	0.00024069744491639	0.000262000953683471	0.000279527486736421	0.000316233309908644	7.05968647226408e-05	3.29507422648956e-05	9.68841414224271e-05	0.000131889842965358
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_ishikawaella|s__candidatus_ishikawaella_capsulata	5.73767082121848e-05	0	0.000150389508827864	0.000336040073898946	0.00024069744491639	0.000262000953683471	0.000279527486736421	0.000316233309908644	7.05968647226408e-05	3.29507422648956e-05	9.68841414224271e-05	0.000131889842965358
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_mikella	0	0	0.00018798688603483	0.000149351143955087	5.3488321092531e-05	0.000131000476841736	0.000159729992420812	0.000105411103302881	3.52984323613204e-05	3.29507422648956e-05	0.000129178855229903	0.000164862303706698
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_mikella|s__candidatus_mikella_endobia	0	0	0.00018798688603483	0.000149351143955087	5.3488321092531e-05	0.000131000476841736	0.000159729992420812	0.000105411103302881	3.52984323613204e-05	3.29507422648956e-05	0.000129178855229903	0.000164862303706698
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_moranella	8.60650623182772e-05	8.15797982314044e-05	7.51947544139321e-05	7.46755719775436e-05	2.67441605462655e-05	9.82503576313018e-05	0.000159729992420812	0.000210822206605762	3.52984323613204e-05	0.000131802969059583	0.000129178855229903	6.59449214826792e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_moranella|s__candidatus_moranella_endobia	8.60650623182772e-05	8.15797982314044e-05	7.51947544139321e-05	7.46755719775436e-05	2.67441605462655e-05	9.82503576313018e-05	0.000159729992420812	0.000210822206605762	3.52984323613204e-05	0.000131802969059583	0.000129178855229903	6.59449214826792e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_profftia	8.60650623182772e-05	8.15797982314044e-05	0.000526363280897525	0.00063474236180912	0.000748836495295435	0.000262000953683471	0.000359392482946827	0.000491918482080112	0.000105895297083961	9.88522267946869e-05	0.00045212599330466	0.000329724607413396
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_profftia|s__candidatus_profftia_lariciata	2.86883541060924e-05	0	0.000112792131620898	0.000261364501921402	5.3488321092531e-05	9.82503576313018e-05	7.98649962104059e-05	0.000105411103302881	7.05968647226408e-05	0	0.000161473569037379	9.89173822240188e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_profftia|s__candidatus_profftia_sp._(ex_adelges_kitamiensis)	0	0	0.000112792131620898	7.46755719775436e-05	0.000374418247647717	0.000131000476841736	0.000159729992420812	0.000245959241040056	3.52984323613204e-05	0	0.00022606299665233	0.000131889842965358
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_profftia|s__candidatus_profftia_tarda	5.73767082121848e-05	8.15797982314044e-05	0.000300779017655728	0.000298702287910174	0.000320929926555186	3.27501192104339e-05	0.000119797494315609	0.000140548137737175	0	9.88522267946869e-05	6.45894276149514e-05	9.89173822240188e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_purcelliella	2.86883541060924e-05	0	7.51947544139321e-05	0.000149351143955087	8.02324816387966e-05	3.27501192104339e-05	7.98649962104059e-05	7.02740688685875e-05	3.52984323613204e-05	0	0.000290652424267281	0.000164862303706698
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_purcelliella|s__candidatus_purcelliella_pentastirinorum	2.86883541060924e-05	0	7.51947544139321e-05	0.000149351143955087	8.02324816387966e-05	3.27501192104339e-05	7.98649962104059e-05	7.02740688685875e-05	3.52984323613204e-05	0	0.000290652424267281	0.000164862303706698
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_riesia	2.86883541060924e-05	0	0	0	0.000133720802731328	3.27501192104339e-05	3.9932498105203e-05	0.000175685172171469	0	3.29507422648956e-05	0.000193768282844854	6.59449214826792e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_riesia|s__candidatus_riesia_pediculicola	2.86883541060924e-05	0	0	0	0.000133720802731328	3.27501192104339e-05	3.9932498105203e-05	0.000175685172171469	0	3.29507422648956e-05	0.000193768282844854	6.59449214826792e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_schneideria	5.73767082121848e-05	2.71932660771348e-05	3.7597377206966e-05	0.000261364501921402	0.000401162408193983	0.000196500715262604	0.000199662490526015	0.000316233309908644	3.52984323613204e-05	9.88522267946869e-05	0.000129178855229903	0.000263779685930717
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_schneideria|s__candidatus_schneideria_nysicola	5.73767082121848e-05	2.71932660771348e-05	3.7597377206966e-05	0.000261364501921402	0.000401162408193983	0.000196500715262604	0.000199662490526015	0.000316233309908644	3.52984323613204e-05	9.88522267946869e-05	0.000129178855229903	0.000263779685930717
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_tachikawaea	5.73767082121848e-05	5.43865321542696e-05	3.7597377206966e-05	0.000373377859887718	0.000133720802731328	0.000294751072893905	3.9932498105203e-05	0.000210822206605762	0.000105895297083961	6.59014845297913e-05	0.000258357710459806	0.000164862303706698
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__candidatus_tachikawaea|s__candidatus_tachikawaea_gelatinosa	5.73767082121848e-05	5.43865321542696e-05	3.7597377206966e-05	0.000373377859887718	0.000133720802731328	0.000294751072893905	3.9932498105203e-05	0.000210822206605762	0.000105895297083961	6.59014845297913e-05	0.000258357710459806	0.000164862303706698
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__cedecea	0.00375817438789811	0.00326319192925617	0.00439889313321503	0.00324838738102315	0.0037976707975697	0.00429026561656684	0.00443250728967753	0.00284609978917779	0.00314156048015752	0.00283376383478102	0.00413372336735689	0.00415453005340879
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__cedecea|s__cedecea_lapagei	0.000372948603379201	0.000707024918005505	0.00116551869341595	0.000485391217854033	0.000615115692564107	0.000622252264998245	0.000878514958314465	0.000351370344342937	0.000635371782503767	0.000395408907178748	0.000968841414224271	0.000791339057792151
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__cedecea|s__cedecea_neteri	0.00318440730577626	0.00231142761655646	0.00319577706259211	0.00268832059119157	0.0031825551050056	0.0035697629939373	0.00343419483704745	0.00242445537596627	0.00240029340056979	0.00230655195854269	0.00303570309790272	0.0031653562311686
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__citrobacter	0.0197088992708855	0.0195519583094599	0.0237991397720095	0.0213198757995887	0.0240162561705464	0.0210255765330986	0.0244786213384894	0.0207659873506676	0.0188493628809451	0.0184524156683416	0.0241887406417993	0.0235423369693165
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__citrobacter|s__citrobacter_amalonaticus	0.00126228758066807	0.00141404983601101	0.00131590820224381	0.00115747136565193	0.00136395218785954	0.00124450452999649	0.00147750242989251	0.00119465917076599	0.000811863944310369	0.0007578670720926	0.00129178855229903	0.00151673319410162
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__citrobacter|s__citrobacter_arsenatis	0.000172130124636554	0.000353512459002752	0.000150389508827864	0.000298702287910174	0.000534883210925311	0.00016375059605217	7.98649962104059e-05	0.00028109627547435	0.000211790594167922	0.000461310391708539	0.000387536565689709	0.000263779685930717
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__citrobacter|s__citrobacter_cronae	0	0	0	0	2.67441605462655e-05	0	0	0	0	0	3.22947138074757e-05	3.29724607413396e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__citrobacter|s__citrobacter_farmeri	0.00083196226907668	0.000788604716236909	0.00109032393900202	0.000933444649719295	0.00114999890348942	0.00121175441078606	0.00107817744884048	0.000948699929725931	0.000741267079587728	0.000856719298887286	0.000936546700416796	0.000989173822240189
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__citrobacter|s__citrobacter_freundii_complex	0.00616799613280987	0.00527549361896415	0.00759467019580714	0.00657145033402383	0.00708720254476036	0.00651727372287635	0.00770697213430417	0.00635980323260717	0.00547125701600466	0.00553572470050247	0.00823515202090631	0.00725394136309472
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__citrobacter|s__citrobacter_freundii_complex|s__citrobacter_braakii	0.000200818478742647	0.000108773064308539	0.00018798688603483	0.000149351143955087	0.00024069744491639	9.82503576313018e-05	0.000319459984841624	0.000245959241040056	7.05968647226408e-05	6.59014845297913e-05	0.000193768282844854	0.000395669528896075
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__citrobacter|s__citrobacter_freundii_complex|s__citrobacter_freundii	0.0030122771811397	0.00277371313986775	0.00349655608024784	0.00365910302689963	0.00369069415538464	0.0035697629939373	0.00331439734273185	0.00312719606465214	0.00257678556237639	0.00266901012345655	0.00410142865354941	0.00362697068154736
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__citrobacter|s__citrobacter_freundii_complex|s__citrobacter_freundii_complex_sp._cfnih2	0.000315571895167016	0.000190352862539944	0.00037597377206966	0.000298702287910174	0.000347674087101452	0.000327501192104339	0.000239594988631218	0.000527055516514406	0.000317685891251884	0.000659014845297913	0.000581304848534563	0.000593504293344113
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__citrobacter|s__citrobacter_freundii_complex|s__citrobacter_freundii_complex_sp._cfnih3	0	2.71932660771348e-05	3.7597377206966e-05	0	0.000133720802731328	3.27501192104339e-05	3.9932498105203e-05	0	0	0	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__citrobacter|s__citrobacter_freundii_complex|s__citrobacter_portucalensis	0.000487702019803571	0.000353512459002752	0.000526363280897525	0.000448053431865261	0.000534883210925311	0.000556752026577377	0.000798649962104059	0.000597329585382994	0.000317685891251884	0.000461310391708539	0.000613599562342038	0.000494586911120094
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__enterobacteriaceae|g__citrobacter|s__citrobacter_freundii_complex|s__citrobacter_sedlakii	0.000344260249273109	0.000108773064308539	0.000150389508827864	0.000149351143955087	0.000160464963277593	0.000131000476841736	7.98649962104059e-05	3.51370344342937e-05	0.000211790594167922	6.59014845297913e-05	0.000129178855229903	0.000131889842965358
