Taxa	reSRR3584976	reSRR3584977	reSRR3584978	reSRR3584979	reSRR3584980	reSRR3584981	reSRR3584982	reSRR3584983	reSRR3584984	reSRR3584985	reSRR3584986	reSRR3584987
k__bacteria|p__cyanobacteria|o__pseudanabaenales|f__oculatellaceae|g__thermoleptolyngbya|s__thermoleptolyngbya_sp._pkuac-sctb121	0.00083196226907668	0.000815797982314044	0.000488765903690559	0.000896106863730523	0.000936045619119293	0.000818752980260848	0.000798649962104059	0.00101897399859452	0.00091775924139433	0.000823768556622391	0.0011949044108766	0.00121998104742957
k__bacteria|p__cyanobacteria|o__pseudanabaenales|f__prochlorotrichaceae	0.0011475341642437	0.000788604716236909	0.00150389508827864	0.00123214693762947	0.00131046386676701	0.00108075393394432	0.00195669240715495	0.000773014757554462	0.00127074356500753	0.00112032523700645	0.00164703040418126	0.00118700858668823
k__bacteria|p__cyanobacteria|o__pseudanabaenales|f__prochlorotrichaceae|g__halomicronema	0.0011475341642437	0.000788604716236909	0.00150389508827864	0.00123214693762947	0.00131046386676701	0.00108075393394432	0.00195669240715495	0.000773014757554462	0.00127074356500753	0.00112032523700645	0.00164703040418126	0.00118700858668823
k__bacteria|p__cyanobacteria|o__pseudanabaenales|f__prochlorotrichaceae|g__halomicronema|s__halomicronema_hongdechloris	0.0011475341642437	0.000788604716236909	0.00150389508827864	0.00123214693762947	0.00131046386676701	0.00108075393394432	0.00195669240715495	0.000773014757554462	0.00127074356500753	0.00112032523700645	0.00164703040418126	0.00118700858668823
k__bacteria|p__cyanobacteria|o__pseudanabaenales|f__pseudanabaenaceae	0.000946715685501049	0.000734218184082639	0.00154149246548561	0.00164286258350596	0.00152441715113713	0.00144100524525909	0.00199662490526015	0.00256500351370344	0.000635371782503767	0.00112032523700645	0.00184079868702612	0.00135187089039492
k__bacteria|p__cyanobacteria|o__pseudanabaenales|f__pseudanabaenaceae|g__pseudanabaena	0.000946715685501049	0.000734218184082639	0.00154149246548561	0.00164286258350596	0.00152441715113713	0.00144100524525909	0.00199662490526015	0.00256500351370344	0.000635371782503767	0.00112032523700645	0.00184079868702612	0.00135187089039492
k__bacteria|p__cyanobacteria|o__pseudanabaenales|f__pseudanabaenaceae|g__pseudanabaena|s__pseudanabaena_sp._abrg5-3	0.000372948603379201	0.000299125926848483	0.000827142298553253	0.00115747136565193	0.0007755806558417	0.000884253218681716	0.00111810994694568	0.00165144061841181	0.000105895297083961	0.000362458164913852	0.00100113612803175	0.000791339057792151
k__bacteria|p__cyanobacteria|o__pseudanabaenales|f__pseudanabaenaceae|g__pseudanabaena|s__pseudanabaena_sp._pcc_7367	0.000573767082121848	0.000435092257234157	0.000714350166932355	0.000485391217854033	0.000748836495295435	0.000556752026577377	0.000878514958314465	0.000913562895291637	0.000529476485419806	0.0007578670720926	0.000839662558994368	0.000560531832602773
k__bacteria|p__cyanobacteria|o__pseudanabaenales|f__thermosynechococcaceae	0.0011188458101376	0.000870184514468313	0.00157908984269257	0.00205357822938245	0.0014709288300446	0.00137550500683822	0.00163723242231332	0.00158116654954322	0.00127074356500753	0.00115327597927135	0.00206686168367845	0.00181348534077368
k__bacteria|p__cyanobacteria|o__pseudanabaenales|f__thermosynechococcaceae|g__thermosynechococcus	0.0011188458101376	0.000870184514468313	0.00157908984269257	0.00205357822938245	0.0014709288300446	0.00137550500683822	0.00163723242231332	0.00158116654954322	0.00127074356500753	0.00115327597927135	0.00206686168367845	0.00181348534077368
k__bacteria|p__cyanobacteria|o__pseudanabaenales|f__thermosynechococcaceae|g__thermosynechococcus|s__thermosynechococcus_sp._cl-1	0.000258195186954832	0.000271932660771348	0.000300779017655728	0.000149351143955087	0.000401162408193983	0.000131000476841736	0.000519122475367638	0.000210822206605762	0.000388282755974524	0.000131802969059583	0.000322947138074757	0.000164862303706698
k__bacteria|p__cyanobacteria|o__pseudanabaenales|f__thermosynechococcaceae|g__thermosynechococcus|s__thermosynechococcus_sp._ta-1	0.000200818478742647	0.000108773064308539	0.000338376394862694	0.000373377859887718	0.000213953284370124	0.00016375059605217	7.98649962104059e-05	0.000316233309908644	0.000247089026529243	0.000164753711324478	0.000387536565689709	0.000131889842965358
k__bacteria|p__cyanobacteria|o__pseudanabaenales|f__thermosynechococcaceae|g__thermosynechococcus|s__thermosynechococcus_vestitus	0.000545078728015756	0.000407898991157022	0.000639155412518423	0.0011948091516407	0.000695348174202904	0.000687752503419112	0.000758717463998856	0.000808151791988756	0.000494178053058486	0.000560162618503226	0.000936546700416796	0.00105511874372287
k__bacteria|p__cyanobacteria|o__synechococcales	0.0711758065372153	0.0660796365674375	0.139899840587121	0.119891630809946	0.135512661487927	0.112201908414947	0.139124823398527	0.121363316936051	0.0729265612584879	0.0700532780551681	0.133732409876757	0.116194951652481
k__bacteria|p__cyanobacteria|o__synechococcales|f__acaryochloridaceae	0.00129097593477416	0.000870184514468313	0.00270701115890155	0.00182955151344982	0.00262092773353402	0.00189950691420517	0.00239594988631218	0.00221363316936051	0.00112954983556225	0.00121917746380114	0.00300340838409524	0.00197834764448038
k__bacteria|p__cyanobacteria|o__synechococcales|f__acaryochloridaceae|g__acaryochloris	0.00129097593477416	0.000870184514468313	0.00270701115890155	0.00182955151344982	0.00262092773353402	0.00189950691420517	0.00239594988631218	0.00221363316936051	0.00112954983556225	0.00121917746380114	0.00300340838409524	0.00197834764448038
k__bacteria|p__cyanobacteria|o__synechococcales|f__acaryochloridaceae|g__acaryochloris|s__acaryochloris_marina	0.000631143790334033	0.000543865321542696	0.00127831082503685	0.00100812022169684	0.00128371970622075	0.00108075393394432	0.00143756993178731	0.00119465917076599	0.000705968647226408	0.000659014845297913	0.00164703040418126	0.00105511874372287
k__bacteria|p__cyanobacteria|o__synechococcales|f__acaryochloridaceae|g__acaryochloris|s__acaryochloris_sp._'moss_beach'	0.000344260249273109	0.000135966330385674	0.000451168526483593	0.000448053431865261	0.000427906568740248	0.00016375059605217	0.000159729992420812	0.000351370344342937	0.000105895297083961	0.000197704453589374	0.000387536565689709	0.000230807225189377
k__bacteria|p__cyanobacteria|o__synechococcales|f__merismopediaceae	0.00117622251834979	0.000924571046622583	0.00184227148314134	0.00238961830328139	0.00189883539878485	0.00160475584131126	0.00175702991662893	0.00210822206605762	0.00123544513264621	0.00112032523700645	0.00203456696987097	0.00148376073336028
k__bacteria|p__cyanobacteria|o__synechococcales|f__merismopediaceae|g__synechocystis	0.00117622251834979	0.000924571046622583	0.00184227148314134	0.00238961830328139	0.00189883539878485	0.00160475584131126	0.00175702991662893	0.00210822206605762	0.00123544513264621	0.00112032523700645	0.00203456696987097	0.00148376073336028
k__bacteria|p__cyanobacteria|o__synechococcales|f__merismopediaceae|g__synechocystis|s__synechocystis_sp._pcc_6714	0.000344260249273109	0.000217546128617078	0.000488765903690559	0.000522729003842805	0.000427906568740248	0.000425751549735641	0.000598987471578044	0.000491918482080112	0.000317685891251884	0.000329507422648956	0.000419831279497184	0.000461614450378755
k__bacteria|p__cyanobacteria|o__synechococcales|f__merismopediaceae|g__synechocystis|s__synechocystis_sp._pcc_6803	0	0	0	0	0	0	0	0	0	0	0	3.29724607413396e-05
k__bacteria|p__cyanobacteria|o__synechococcales|f__merismopediaceae|g__synechocystis|s__synechocystis_sp._pcc_7338	5.73767082121848e-05	2.71932660771348e-05	0.000150389508827864	0.000186688929943859	0.000213953284370124	0.000131000476841736	0.000199662490526015	0.000140548137737175	0	0.000164753711324478	0.000161473569037379	0.000131889842965358
k__bacteria|p__cyanobacteria|o__synechococcales|f__merismopediaceae|g__synechocystis|s__synechocystis_sp._pcc_7339	0.00011475341642437	0.000108773064308539	0.000150389508827864	0.000336040073898946	0.000133720802731328	9.82503576313018e-05	0.000119797494315609	0.000245959241040056	0.000105895297083961	9.88522267946869e-05	0.000290652424267281	3.29724607413396e-05
k__bacteria|p__cyanobacteria|o__synechococcales|f__prochlorococcaceae	0.018934313710021	0.0165606990409751	0.0317321863626793	0.0369644081288841	0.0439406557775143	0.039398393410152	0.0317463359936364	0.0400562192550949	0.0171550381276017	0.0167060263283021	0.0426613169396754	0.0393031732036768
k__bacteria|p__cyanobacteria|o__synechococcales|f__prochlorococcaceae|g__cyanobium	0.0164958036110031	0.0145755906173442	0.0275588774927061	0.0324091982382539	0.0387255444709925	0.0355993795817417	0.0282722086584837	0.0357343640196767	0.0151077290506451	0.0147948832769381	0.036525321316255	0.0354783677576814
k__bacteria|p__cyanobacteria|o__synechococcales|f__prochlorococcaceae|g__cyanobium|s__cyanobium_gracile	0.00843437610719117	0.00698866938182364	0.0150765482599934	0.0226640360951845	0.0266639280646267	0.0257743438186115	0.0146552268046095	0.0237174982431483	0.00780095355185181	0.00728211404054193	0.0261264234702478	0.0252569049278661
k__bacteria|p__cyanobacteria|o__synechococcales|f__prochlorococcaceae|g__cyanobium|s__cyanobium_sp._nies-981	0.00436062982412605	0.00377986398472174	0.00537642494059614	0.0041071564587649	0.00537557626979937	0.00412651502051467	0.00594994221767524	0.00397048489107519	0.0039887228568292	0.00388818758725768	0.00468273350208398	0.00455019958230487
k__bacteria|p__cyanobacteria|o__synechococcales|f__prochlorococcaceae|g__cyanobium|s__cyanobium_sp._ns01	0.0033852257845189	0.00350793132395039	0.00676752789725389	0.00548865454034945	0.00639185437055746	0.00520726895445899	0.00726771465514694	0.00758959943780745	0.00307096361543487	0.00332802496875446	0.00539321720584844	0.00534153864009702
k__bacteria|p__cyanobacteria|o__synechococcales|f__prochlorococcaceae|g__parasynechococcus	0.00120491087245588	0.000924571046622583	0.00157908984269257	0.000970782435708066	0.000668604013656638	0.00104800381473389	0.00119797494315609	0.00101897399859452	0.00102365453847829	0.000889670041152182	0.00116260969706913	0.00102214628298153
k__bacteria|p__cyanobacteria|o__synechococcales|f__prochlorococcaceae|g__parasynechococcus|s__parasynechococcus_marenigrum	0.00120491087245588	0.000924571046622583	0.00157908984269257	0.000970782435708066	0.000668604013656638	0.00104800381473389	0.00119797494315609	0.00101897399859452	0.00102365453847829	0.000889670041152182	0.00116260969706913	0.00102214628298153
k__bacteria|p__cyanobacteria|o__synechococcales|f__prochlorococcaceae|g__prochlorococcus	0.00120491087245588	0.00103334411093112	0.00259421902728066	0.00358442745492209	0.00454650729286514	0.00275101001367645	0.00223621989389137	0.00330288123682361	0.00102365453847829	0.000955571525681973	0.00487650178492883	0.00280265916301387
k__bacteria|p__cyanobacteria|o__synechococcales|f__prochlorococcaceae|g__prochlorococcus|s__prochlorococcus_marinus	0.00100409239371323	0.000870184514468313	0.0021054531235901	0.0029123473071242	0.00361046167374585	0.00216150786788864	0.00171709741852373	0.00238931834153197	0.00088246080903301	0.000823768556622391	0.00400454451212699	0.00217618240892841
k__bacteria|p__cyanobacteria|o__synechococcales|f__prochlorococcaceae|g__prochlorococcus|s__prochlorococcus_sp._mit_0604	8.60650623182772e-05	8.15797982314044e-05	3.7597377206966e-05	0.000186688929943859	0.000267441605462655	9.82503576313018e-05	0.000159729992420812	0.000175685172171469	7.05968647226408e-05	9.88522267946869e-05	0.000193768282844854	0.000197834764448038
k__bacteria|p__cyanobacteria|o__synechococcales|f__prochlorococcaceae|g__prochlorococcus|s__prochlorococcus_sp._mit_0801	2.86883541060924e-05	5.43865321542696e-05	0.000225584263241796	7.46755719775436e-05	0.00024069744491639	0.000131000476841736	0	0.000210822206605762	3.52984323613204e-05	0	0.000258357710459806	9.89173822240188e-05
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae	0.0479669280653865	0.0461197792668206	0.10124973681836	0.0765051234909934	0.0846720122894767	0.0672687448582313	0.100430232734585	0.074525650035137	0.0519239940035023	0.0491625074592243	0.0835141299061322	0.0712534876620349
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__dactylococcopsis	0.000143441770530462	0.000135966330385674	0.000676752789725389	0.00063474236180912	0.000802324816387966	0.000589502145787811	0.000239594988631218	0.000632466619817287	0.000141193729445282	0.000197704453589374	0.000484420707112136	0.000395669528896075
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__dactylococcopsis|s__dactylococcopsis_salina	0.000143441770530462	0.000135966330385674	0.000676752789725389	0.00063474236180912	0.000802324816387966	0.000589502145787811	0.000239594988631218	0.000632466619817287	0.000141193729445282	0.000197704453589374	0.000484420707112136	0.000395669528896075
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus	0.047823486294856	0.0459838129364349	0.100572984028634	0.0758703811291843	0.0838696874730887	0.0666792427124435	0.100190637745954	0.0738931834153197	0.051782800274057	0.0489648030056349	0.0829974144852126	0.0708578181331388
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_elongatus	0.0011188458101376	0.000978957578776852	0.00169188197431347	0.00100812022169684	0.00176511459605352	0.00144100524525909	0.00191675990904974	0.000948699929725931	0.00130604199736885	0.00115327597927135	0.00184079868702612	0.00128592596891225
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._a15-127	0.000172130124636554	0.000543865321542696	0.000451168526483593	0.00041071564587649	0.000320929926555186	0.000294751072893905	0.000239594988631218	0.0005621925509487	0.000352984323613204	0.000428359649443643	0.000484420707112136	0.000461614450378755
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._a15-44	0.000372948603379201	0.000163159596462809	0.000676752789725389	0.000373377859887718	0.000481394889832779	0.000294751072893905	0.000479189977262436	0.0005621925509487	0.000388282755974524	0.000263605938119165	0.00022606299665233	0.000296752146672057
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._a15-60	0.000143441770530462	8.15797982314044e-05	0.000112792131620898	7.46755719775436e-05	0.000106976642185062	6.55002384208679e-05	0.000119797494315609	0.000105411103302881	7.05968647226408e-05	6.59014845297913e-05	0.000290652424267281	0.000197834764448038
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._a15-62	0.000143441770530462	0.000353512459002752	0.000300779017655728	0.000224026715932631	0.00024069744491639	0.000196500715262604	0.000199662490526015	0.000140548137737175	0.000247089026529243	0.000230655195854269	0.000484420707112136	0.000296752146672057
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._a18-25c	0	0.000163159596462809	0.000150389508827864	7.46755719775436e-05	0	0.00016375059605217	0.000119797494315609	3.51370344342937e-05	7.05968647226408e-05	0.000131802969059583	9.68841414224271e-05	6.59449214826792e-05
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._bios-u3-1	0.000372948603379201	0.000380705725079887	0.000601558035311457	0.00041071564587649	0.000615115692564107	0.000327501192104339	0.000598987471578044	0.000351370344342937	0.000458879620697165	0.000362458164913852	0.000581304848534563	0.000626476754085453
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._bmk-mc-1	0.000745897206758403	0.000734218184082639	0.000827142298553253	0.000784093505764207	0.000855813137480497	0.00075325274183998	0.000758717463998856	0.000913562895291637	0.000811863944310369	0.000691965587562808	0.000936546700416796	0.00089025644001617
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._cb0101	0.00261064022365441	0.00190352862539944	0.00770746232742804	0.0041071564587649	0.00403836824248609	0.00288201049051819	0.00738751214946255	0.00298664792691497	0.00303566518307355	0.00237245344307249	0.00426290222258679	0.00276968670227253
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._cbw1002	0.00103278074781933	0.00106053737700826	0.002218245255211	0.00201624044339368	0.00200581204096991	0.0018340066757843	0.00227615239199657	0.00207308503162333	0.0013766388620915	0.00105442375247666	0.00180850397321864	0.00220915486966975
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._cbw1004	0.003413914138625	0.00348073805787325	0.00503804854573345	0.00388312974283227	0.00446627481122634	0.00445401621261901	0.00419291230104631	0.00382993675333802	0.0034592463714094	0.00365753239140341	0.00435978636400922	0.00418750251415013
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._cbw1006	0.00109015745603151	0.00114211717523966	0.00281980329052245	0.00194156487141613	0.0016313937933222	0.00167025607973213	0.00291507236167982	0.00158116654954322	0.00123544513264621	0.00121917746380114	0.0021314511112934	0.00187943026225636
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._cbw1107	0.00519259209320273	0.00513952728857847	0.0156029115408909	0.0128441983801375	0.0108046408606913	0.00962853504786758	0.015533741762924	0.0116654954321855	0.00600073350142447	0.00504146356652903	0.0103666031321997	0.0101225454475913
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._cbw1108	0.00261064022365441	0.00315441886494764	0.024400697807321	0.0136282918859017	0.0197104463225977	0.0103817877897076	0.024798081323331	0.0132466619817287	0.00278857615654431	0.00250425641213207	0.0190538811464107	0.0108479395839007
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._cc9311	0.000286883541060924	0.000135966330385674	0.000413571149276626	0.000112013357966315	0.000213953284370124	0.000360251311314773	0.000359392482946827	0.000245959241040056	0.000388282755974524	9.88522267946869e-05	0.00045212599330466	0.000164862303706698
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._cc9605	0.000344260249273109	0.000190352862539944	0.00037597377206966	0.000298702287910174	0.000347674087101452	0.000458501668946075	0.000519122475367638	0.000351370344342937	0.000282387458890563	0.000428359649443643	0.000419831279497184	0.000329724607413396
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._cc9902	0.000172130124636554	0.000299125926848483	0.000263181640448762	0.000298702287910174	0.000454650729286514	0.000589502145787811	0.000559054973472842	0.000456781447645819	0.000282387458890563	0.000230655195854269	0.000807367845186893	0.000461614450378755
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._ja-2-3b'a(2-13)	0.000631143790334033	0.00111492390916253	0.000789544921346287	0.00100812022169684	0.000962789779665559	0.000949753457102584	0.00103824495073528	0.000702740688685875	0.00120014670028489	0.00118622672153624	0.000710483703764466	0.00102214628298153
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._ja-3-3ab	0.00117622251834979	0.00149562963424241	0.000751947544139321	0.000970782435708066	0.000909301458573028	0.000884253218681716	0.00103824495073528	0.000878425860857344	0.00120014670028489	0.000823768556622391	0.0010657255556467	0.00118700858668823
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._kordi-100	0.00106146910192542	0.000815797982314044	0.000939934430174151	0.000821431291752979	0.00104302226130436	0.00121175441078606	0.000798649962104059	0.00108924806746311	0.000705968647226408	0.000626064103033017	0.000936546700416796	0.00105511874372287
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._kordi-49	0.000545078728015756	0.000353512459002752	0.000939934430174151	0.000597404575820348	0.000641859853110373	0.000294751072893905	0.000758717463998856	0.00084328882642305	0.000458879620697165	0.000428359649443643	0.00067818898995699	0.000527559371861434
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._kordi-52	0.000946715685501049	0.000652638385851235	0.000601558035311457	0.000933444649719295	0.00101627810075809	0.00075325274183998	0.000519122475367638	0.000913562895291637	0.000635371782503767	0.000823768556622391	0.00103343084183922	0.00089025644001617
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._ltw-r	0.00160654782994117	0.00146843636816528	0.00304538755376425	0.00138149808158456	0.00221976532534004	0.001735756318153	0.00311473485220583	0.00179198875614898	0.00130604199736885	0.00200999527815863	0.00200227225606349	0.00214320994818708
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._m16.1	0.000143441770530462	0.000190352862539944	0.000150389508827864	0.000224026715932631	0.000106976642185062	0.000229250834473038	0.000439257479157233	0.000105411103302881	0.000141193729445282	0.000263605938119165	0.000193768282844854	0.000230807225189377
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._medns5	0.000573767082121848	0.000299125926848483	0.000751947544139321	0.000709417933786664	0.000347674087101452	0.000556752026577377	0.000638919969683247	0.000913562895291637	0.000458879620697165	0.000560162618503226	0.000807367845186893	0.000626476754085453
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._minos11	0.00109015745603151	0.000870184514468313	0.00127831082503685	0.00123214693762947	0.00114999890348942	0.0016375059605217	0.0013976374336821	0.00105411103302881	0.000988356106116971	0.000922620783417078	0.000710483703764466	0.00118700858668823
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._mit_s9220	0.000315571895167016	0.000462285523311291	0.000601558035311457	0.000261364501921402	0.000722092334749169	0.000360251311314773	0.000519122475367638	0.000702740688685875	0.000670670214865088	0.000494261133973434	0.00067818898995699	0.000626476754085453
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._mvir-18-1	0.000143441770530462	0.000163159596462809	0.000150389508827864	0.000261364501921402	0.000106976642185062	9.82503576313018e-05	0.000319459984841624	0.000140548137737175	0.000105895297083961	6.59014845297913e-05	0.000161473569037379	9.89173822240188e-05
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._nies-970	0.000344260249273109	0.000108773064308539	0.000488765903690559	0.000672080147797892	0.000641859853110373	0.000655002384208679	0.000638919969683247	0.000351370344342937	0.000423581188335845	0.000197704453589374	0.000549010134727087	0.000428641989637415
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._noum97013	0.000889338977288865	0.000489478789388426	0.000902337052967185	0.000746755719775436	0.000909301458573028	0.000720502622629546	0.00107817744884048	0.000948699929725931	0.00109425140320093	0.000856719298887286	0.000742778417571941	0.00102214628298153
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._pcc_6312	0.000401636957485294	0.000353512459002752	0.000451168526483593	0.000709417933786664	0.00101627810075809	0.000589502145787811	0.000758717463998856	0.000491918482080112	0.000458879620697165	0.000461310391708539	0.000871957272801844	0.000659449214826792
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._pcc_7002	5.73767082121848e-05	5.43865321542696e-05	7.51947544139321e-05	0.000112013357966315	0.000133720802731328	6.55002384208679e-05	7.98649962104059e-05	0.000140548137737175	7.05968647226408e-05	3.29507422648956e-05	3.22947138074757e-05	0.000131889842965358
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._pcc_7003	0.000315571895167016	0.000217546128617078	0.000563960658104491	0.000560066789831577	0.000695348174202904	0.000393001430525207	0.000519122475367638	0.000527055516514406	0.000529476485419806	0.000494261133973434	0.00045212599330466	0.000395669528896075
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._pcc_7117	0.00011475341642437	5.43865321542696e-05	0.000150389508827864	0.000298702287910174	0.00024069744491639	0	0.000119797494315609	0.000210822206605762	0.000141193729445282	9.88522267946869e-05	0.000193768282844854	9.89173822240188e-05
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._pcc_73109	5.73767082121848e-05	0.000135966330385674	7.51947544139321e-05	0.000336040073898946	0.000106976642185062	6.55002384208679e-05	0.000199662490526015	0.000316233309908644	0.000141193729445282	9.88522267946869e-05	0.000322947138074757	9.89173822240188e-05
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._pcc_7502	0.000372948603379201	0.000271932660771348	0.000413571149276626	0.000746755719775436	0.000936045619119293	0.00091700333789215	0.000519122475367638	0.0005621925509487	0.000388282755974524	0.000263605938119165	0.000516715420919611	0.000956201361498849
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._pcc_8807	8.60650623182772e-05	0.000163159596462809	3.7597377206966e-05	0.000149351143955087	2.67441605462655e-05	3.27501192104339e-05	7.98649962104059e-05	0.000175685172171469	3.52984323613204e-05	0	0.000193768282844854	6.59449214826792e-05
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._pros-7-1	0.000545078728015756	0.000326319192925617	0.000676752789725389	0.000448053431865261	0.000615115692564107	0.000294751072893905	0.00067885246778845	0.000597329585382994	0.000282387458890563	0.0007578670720926	0.00067818898995699	0.000560531832602773
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._pros-9-1	5.73767082121848e-05	0.000108773064308539	0.000300779017655728	0.000261364501921402	0.000401162408193983	0.000131000476841736	7.98649962104059e-05	0.000175685172171469	0.000247089026529243	0.000197704453589374	0.000516715420919611	0.000230807225189377
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._pros-u-1	0.000487702019803571	0.000734218184082639	0.000789544921346287	0.000373377859887718	0.000829068976934231	0.000524001907366943	0.000559054973472842	0.000667603654251581	0.000317685891251884	0.000626064103033017	0.000839662558994368	0.000626476754085453
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._ros8604	0.00011475341642437	0.000407898991157022	0.000300779017655728	0.000261364501921402	0.000401162408193983	0.000393001430525207	0.000239594988631218	0.000527055516514406	0.000352984323613204	0.000263605938119165	0.000419831279497184	0.000428641989637415
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._rs9902	0.000286883541060924	0.000244739394694213	0.000601558035311457	0.000373377859887718	0.000347674087101452	0.000294751072893905	0.000319459984841624	0.000491918482080112	0.000317685891251884	0.000395408907178748	0.000516715420919611	0.000197834764448038
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._rs9907	0.000286883541060924	0.000190352862539944	0.000413571149276626	0.000149351143955087	0.000481394889832779	0.000360251311314773	0.00039932498105203	0.000316233309908644	0.000317685891251884	0.000395408907178748	0.000355241851882233	0.000362697068154736
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._rs9909	0.0011475341642437	0.00119650370739393	0.00124071344782988	0.0014561736535621	0.00149767299059087	0.00117900429157562	0.00187682741094454	0.00133520730850316	0.0013766388620915	0.00105442375247666	0.00129178855229903	0.00131889842965358
k__bacteria|p__cyanobacteria|o__synechococcales|f__synechococcaceae|g__synechococcus|s__synechococcus_sp._rsccf101	0.00246719845312395	0.00280090640594488	0.00319577706259211	0.0026509828052028	0.00246046277025643	0.00245625894078254	0.00303486985599543	0.00238931834153197	0.00271797929182167	0.00270196086572144	0.00261587181840553	0.00280265916301387
