Taxa	reSRR9320187	reSRR9320188	reSRR9320191	reSRR9320192	reSRR9320193	reSRR9320194	reSRR9320195	reSRR9320196	reSRR9320197	reSRR9320198	reSRR9320199
k__bacteria|p__candidatus_saccharibacteria|g__candidatus_minimicrobia	0.000111601399481549	0.000120713195286126	0.000157147177086684	8.18848416623524e-05	0.000139892655119752	0.000151186206979965	0.000269688253862947	0.000272892699236985	0.000379086411691075	0.000393646512484622	0.000378552328635777
k__bacteria|p__candidatus_saccharibacteria|g__candidatus_minimicrobia|s__candidatus_minimicrobia_vallesae	0.000111601399481549	0.000120713195286126	0.000157147177086684	8.18848416623524e-05	0.000139892655119752	0.000151186206979965	0.000269688253862947	0.000272892699236985	0.000379086411691075	0.000393646512484622	0.000378552328635777
k__bacteria|p__candidatus_saccharibacteria|g__candidatus_mycosynbacter	0.000520806530913898	0.000494924100673115	0.000819410280523426	0.000409424208311762	0.000690719984653776	0.000604744827919859	0.00107453913648518	0.00162299342177786	0.00144798580203312	0.0017632083371707	0.00125756366801038
k__bacteria|p__candidatus_saccharibacteria|g__candidatus_mycosynbacter|s__candidatus_mycosynbacter_amalyticus	0.000520806530913898	0.000494924100673115	0.000819410280523426	0.000409424208311762	0.000690719984653776	0.000604744827919859	0.00107453913648518	0.00162299342177786	0.00144798580203312	0.0017632083371707	0.00125756366801038
k__bacteria|p__chlamydiae	0.0054994689633408	0.00612619466077087	0.00517463204549725	0.00575923386358545	0.0049661892567512	0.00599247147666042	0.0139563671374075	0.0170773378627776	0.0137030416029315	0.0174106572084344	0.0142310011002399
k__bacteria|p__chlamydiae|c__chlamydiia	0.0054994689633408	0.00612619466077087	0.00517463204549725	0.00575923386358545	0.0049661892567512	0.00599247147666042	0.0139563671374075	0.0170773378627776	0.0137030416029315	0.0174106572084344	0.0142310011002399
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales	0.00176702215845787	0.00170809171329868	0.00134697580360015	0.00198570741031204	0.00150384604253733	0.00170428087868324	0.00396526010757864	0.00476844084982521	0.00405187443315706	0.00480576783991643	0.00401650436823723
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae	0.00176702215845787	0.00170809171329868	0.00134697580360015	0.00198570741031204	0.00150384604253733	0.00170428087868324	0.00396526010757864	0.00476844084982521	0.00405187443315706	0.00480576783991643	0.00401650436823723
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia	0.00154381935949477	0.00155720021919102	0.00124595261833014	0.00180146651657175	0.00132023693269266	0.00145688526726148	0.00339638644708649	0.00406466494126667	0.00364171536477	0.00417429322613901	0.00361870361611149
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia|s__chlamydia_abortus	8.06010107366746e-05	0.000114677535521819	4.48991934533384e-05	0.000129650999298725	7.86896185048605e-05	6.87210031727113e-05	0.000248618859029904	0.000236985765126855	0.000205079534193532	0.000336239729413948	0.000237397223042775
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia|s__chlamydia_avium	6.20007774897497e-05	7.24279171716753e-05	4.48991934533384e-05	6.82373680519603e-05	7.86896185048605e-05	0.000109953605076338	0.000130630247964865	0.000201078831016726	0.000136719689462355	0.000188622287232215	0.000205316517226184
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia|s__chlamydia_buteonis	9.30011662346246e-05	7.24279171716753e-05	8.97983869066768e-05	0.000129650999298725	9.61762003948295e-05	0.000109953605076338	0.000139058005898082	0.000165171896906596	0.000217508596871928	0.000237828101292793	0.000153987387919638
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia|s__chlamydia_caviae	7.44009329876997e-05	3.01782988215314e-05	3.36743950900038e-05	8.18848416623524e-05	5.2459745669907e-05	6.87210031727113e-05	0.000101133095198605	0.000136446349618492	0.000161577814819147	0.000172220349212022	0.000179651952572911
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia|s__chlamydia_crocodili	0.000111601399481549	0.000102606215993207	6.73487901800076e-05	9.55323152727444e-05	3.4973163779938e-05	2.74884012690845e-05	0.000101133095198605	0.000172353283728622	9.94325014271671e-05	0.000164019380201926	0.000153987387919638
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia|s__chlamydia_felis	6.20007774897497e-05	7.24279171716753e-05	2.24495967266692e-05	7.50611048571563e-05	0.000113662782284799	6.87210031727113e-05	0.000189624553497385	0.000265711312414959	0.000198865002854334	0.000213225194262504	0.000211732658389502
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia|s__chlamydia_gallinacea	0.000161202021473349	0.000168998473400576	0.000101023185270011	0.000156945946519509	0.000131149364174768	0.000109953605076338	0.000375035228028161	0.000473971530253711	0.00042258813106546	0.000426450388525007	0.000282310211186003
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia|s__chlamydia_muridarum	7.44009329876997e-05	4.2249618350144e-05	7.85735885433422e-05	5.45898944415682e-05	5.2459745669907e-05	4.12326019036268e-05	0.000168555158664342	0.000165171896906596	0.000229937659550324	0.000246029070302889	0.00014757124675632
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia|s__chlamydia_pecorum	0.000117801477230524	7.84635769359816e-05	0.000112247983633346	0.000150122209714313	0.000113662782284799	8.24652038072535e-05	9.69192162319966e-05	0.000229804378304829	0.000142934220801553	0.000246029070302889	0.00025664564653273
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia|s__chlamydia_pneumoniae	0.000148801865975399	0.000150891494107657	0.000190821572176688	0.000156945946519509	0.000139892655119752	0.000219907210152676	0.000383462985961378	0.000416520435677503	0.000285868441603105	0.000401847481494718	0.000307974775839276
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia|s__chlamydia_poikilotherma	1.86002332469249e-05	6.63922574073691e-05	3.36743950900038e-05	5.45898944415682e-05	2.62298728349535e-05	0	0.000139058005898082	0.000186716057372674	0.00018022140883674	0.000123014535151444	0.000173235811409593
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia|s__chlamydia_psittaci	1.24001554979499e-05	3.01782988215314e-05	2.24495967266692e-05	1.36474736103921e-05	2.62298728349535e-05	2.74884012690845e-05	3.37110317328684e-05	7.18138682202592e-05	6.21453133919794e-05	8.2009690100963e-06	0.000102658258613092
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia|s__chlamydia_serpentis	6.20007774897497e-05	3.62139585858377e-05	1.12247983633346e-05	6.82373680519603e-05	3.4973163779938e-05	5.4976802538169e-05	0.000265474374896339	0.000186716057372674	0.000167792346158344	0.000205024225252407	0.000192484234899548
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia|s__chlamydia_suis	0.000136401710477449	0.000108641875757513	0.000123472781996681	0.000163769683324705	0.000122406073229783	0.000109953605076338	0.000269688253862947	0.000330343793813192	0.000348013754995085	0.000385445543474526	0.000250229505369412
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydia|s__chlamydia_trachomatis	8.06010107366746e-05	0.000138820174579044	0.000112247983633346	0.000170593420129901	6.12030366148915e-05	0.000109953605076338	0.00017276903763095	0.000172353283728622	0.000186435940175938	0.000237828101292793	0.000128322823266365
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydiifrater	0.000186002332469249	0.000126748855050432	0.000101023185270011	0.000170593420129901	0.000166122527954706	0.000192418808883592	0.000488809960126592	0.000567329558940047	0.000348013754995085	0.000516661047636067	0.000314390917002594
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydiifrater|s__chlamydiifrater_phoenicopteri	7.44009329876997e-05	4.82852781144502e-05	4.48991934533384e-05	7.50611048571563e-05	7.86896185048605e-05	9.62094044417958e-05	0.000223335585230253	0.000251348538770907	0.00018022140883674	0.000262431008323081	0.000173235811409593
k__bacteria|p__chlamydiae|c__chlamydiia|o__chlamydiales|f__chlamydiaceae|g__chlamydiifrater|s__chlamydiifrater_volucris	0.000105401321732575	7.24279171716753e-05	4.48991934533384e-05	8.87085784675484e-05	6.9946327559876e-05	8.24652038072535e-05	0.000248618859029904	0.000258529925592933	0.000130505158123157	0.000229627132282696	0.000128322823266365
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales	0.00368284618289113	0.00438188898888636	0.00381643144353376	0.0037735264532734	0.00340988346854396	0.00424695799607356	0.00984783514496418	0.0120790926346476	0.00950201841763366	0.0124736738643565	0.0100925900498996
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__parachlamydiaceae	0.00197782480192302	0.00225130109208624	0.00220006047921358	0.0020675922519744	0.00194101058978656	0.00240523511104489	0.00520835440272817	0.00652069923439953	0.00488462163260958	0.0070774362557131	0.00533181330671747
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__parachlamydiaceae|g__candidatus_protochlamydia	0.000930011662346246	0.00110452573686805	0.00105513104615345	0.00100308931036382	0.000909302258278388	0.00109953605076338	0.00242298040579992	0.00297309414431873	0.00213779878068409	0.00308356434779621	0.0024958789125308
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__parachlamydiaceae|g__candidatus_protochlamydia|s__candidatus_protochlamydia_amoebophila	0.000248003109958999	0.000277640349158089	0.000314294354173369	0.000218359577766273	0.000332245055909411	0.000343605015863556	0.000758498213989539	0.000940761673685395	0.000720885635346962	0.000926709498140881	0.000834098351231373
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__parachlamydiaceae|g__candidatus_protochlamydia|s__candidatus_protochlamydia_naegleriophila	0.000620007774897497	0.000754457470538285	0.000617363909983403	0.000702844890935191	0.000507110874809101	0.000659721630458028	0.00135265514828134	0.00161581203495583	0.00113104470373403	0.00168119864706974	0.00130889279731692
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__parachlamydiaceae|g__neochlamydia	0.000378204742687473	0.000464745801851583	0.000538790321440061	0.00046401410275333	0.000454651129139194	0.000645977429823486	0.00109139465235161	0.001386007656651	0.00116211736043002	0.0015417821738981	0.00107791171543747
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__parachlamydiaceae|g__neochlamydia|s__neochlamydia_sp._s13	0.000378204742687473	0.000464745801851583	0.000538790321440061	0.00046401410275333	0.000454651129139194	0.000645977429823486	0.00109139465235161	0.001386007656651	0.00116211736043002	0.0015417821738981	0.00107791171543747
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__parachlamydiaceae|g__parachlamydia	0.000613807697148522	0.00056735201784479	0.000482666329623388	0.00049813278677931	0.000463394420084179	0.000577256426650775	0.0013821523010476	0.00168762590317609	0.00126776439319638	0.00191902674836253	0.00134738964429683
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__parachlamydiaceae|g__parachlamydia|s__parachlamydia_acanthamoebae	0.000613807697148522	0.00056735201784479	0.000482666329623388	0.00049813278677931	0.000463394420084179	0.000577256426650775	0.0013821523010476	0.00168762590317609	0.00126776439319638	0.00191902674836253	0.00134738964429683
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__rhabdochlamydiaceae	0.000582807308403647	0.000742386151009672	0.000662263103436741	0.000696021154129995	0.000559570620479008	0.000865884639976162	0.00212800887813732	0.00280074086059011	0.00178978502568901	0.00260790814521062	0.00211091044273171
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__rhabdochlamydiaceae|g__candidatus_rhabdochlamydia	0.000582807308403647	0.000742386151009672	0.000662263103436741	0.000696021154129995	0.000559570620479008	0.000865884639976162	0.00212800887813732	0.00280074086059011	0.00178978502568901	0.00260790814521062	0.00211091044273171
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__rhabdochlamydiaceae|g__candidatus_rhabdochlamydia|s__candidatus_rhabdochlamydia_oedothoracis	0.000210802643465149	0.00021124809175072	0.00026939516072003	0.000177417156935097	0.000166122527954706	0.000467302821574437	0.000729001061223279	0.000847403644999058	0.000509591569814231	0.000861101746060111	0.000545371998882052
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__rhabdochlamydiaceae|g__candidatus_rhabdochlamydia|s__candidatus_rhabdochlamydia_porcellionis	0.000186002332469249	0.000247462050336557	0.000190821572176688	0.000272949472207841	0.000236068855514582	0.000261139812056303	0.000661578997757542	0.000833040871355006	0.000652525790615784	0.000795493993979341	0.000763520798434872
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__simkaniaceae	0.000384404820436448	0.000651851254545078	0.000437767136170049	0.000416247945116958	0.000384704801579318	0.00042607021967081	0.00111667792615127	0.00122801714656643	0.00103782673364606	0.00126294922755483	0.00121265067986715
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__simkaniaceae|g__simkania	0.000384404820436448	0.000651851254545078	0.000437767136170049	0.000416247945116958	0.000384704801579318	0.00042607021967081	0.00111667792615127	0.00122801714656643	0.00103782673364606	0.00126294922755483	0.00121265067986715
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__simkaniaceae|g__simkania|s__simkania_negevensis	0.000384404820436448	0.000651851254545078	0.000437767136170049	0.000416247945116958	0.000384704801579318	0.00042607021967081	0.00111667792615127	0.00122801714656643	0.00103782673364606	0.00126294922755483	0.00121265067986715
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__waddliaceae	0.000613807697148522	0.000525102399494646	0.000404092741080046	0.000491309049974114	0.000375961510634334	0.000453558620939894	0.000998689315086226	0.00098384999461755	0.00132369517524916	0.000992317250221652	0.00101375030380428
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__waddliaceae|g__waddlia	0.000613807697148522	0.000525102399494646	0.000404092741080046	0.000491309049974114	0.000375961510634334	0.000453558620939894	0.000998689315086226	0.00098384999461755	0.00132369517524916	0.000992317250221652	0.00101375030380428
k__bacteria|p__chlamydiae|c__chlamydiia|o__parachlamydiales|f__waddliaceae|g__waddlia|s__waddlia_chondrophila	0.000613807697148522	0.000525102399494646	0.000404092741080046	0.000491309049974114	0.000375961510634334	0.000453558620939894	0.000998689315086226	0.00098384999461755	0.00132369517524916	0.000992317250221652	0.00101375030380428
k__bacteria|p__chlorobi	0.0297417729618329	0.0260257649036887	0.0185882660896821	0.0274177744832776	0.0181423287108428	0.0184447172515557	0.0197125258057948	0.019116851720233	0.0169035252426184	0.0190672529484739	0.0169835256593034
k__bacteria|p__chlorobi|c__chlorobia	0.0297417729618329	0.0260257649036887	0.0185882660896821	0.0274177744832776	0.0181423287108428	0.0184447172515557	0.0197125258057948	0.019116851720233	0.0169035252426184	0.0190672529484739	0.0169835256593034
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales	0.0297417729618329	0.0260257649036887	0.0185882660896821	0.0274177744832776	0.0181423287108428	0.0184447172515557	0.0197125258057948	0.019116851720233	0.0169035252426184	0.0190672529484739	0.0169835256593034
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae	0.027993351036622	0.0244625290247333	0.0174321118582586	0.0256913690715631	0.0169882143061049	0.0175925768122141	0.0183767261733799	0.017745206837226	0.01557361553603	0.0178617105039897	0.015725961991293
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__chlorobaculum	0.0127287596186456	0.0111901132030238	0.00801450603142091	0.0116412949896644	0.00753671679457664	0.00820528777882173	0.00761447929266165	0.00714547988791579	0.00600323727366522	0.00725785757393522	0.00605683725817243
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__chlorobaculum|s__chlorobaculum_limnaeum	0.00504066320991665	0.00455692312205124	0.00305314515482701	0.00449001881781899	0.00280659639334003	0.00314742194531018	0.00292443200282633	0.00259966202957338	0.00223723128211126	0.00291954496759428	0.00226489783065134
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__chlorobaculum|s__chlorobaculum_parvum	0.00321164027396904	0.00289108102710271	0.00205413810049023	0.00297514924706547	0.00207215995396133	0.00237774670977581	0.00213643663607053	0.00200360692334523	0.00170278158694024	0.00186982093430196	0.00166178056129943
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__chlorobaculum|s__chlorobaculum_tepidum	0.00378824750462371	0.0032652919324897	0.00245823084157028	0.00363022798036429	0.00229074222758594	0.00226779310469947	0.00227549464196862	0.00220468575436196	0.00183328674506339	0.00214045291163513	0.00186709707852561
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__chlorobium	0.00390604898185423	0.00359121755976224	0.00310926914664368	0.00375305524285782	0.00284156955711996	0.00287253793261933	0.00318990637772267	0.0031023591071152	0.00281518269665667	0.00291954496759428	0.00267553086510371
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__chlorobium|s__chlorobium_limicola	0.00165542075897632	0.00145459400319781	0.00124595261833014	0.00157628320200028	0.00107542478623309	0.00115451285330155	0.0012346665372163	0.0011633846651682	0.00103782673364606	0.00120554244448416	0.000936756609844465
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__chlorobium|s__chlorobium_phaeobacteroides	0.00133301671602962	0.00127955987003293	0.00099900705433678	0.00128968625618205	0.00103170833150817	0.00105830344885975	0.00115038895788413	0.00125674269385454	0.00114968829775162	0.00104152306428223	0.00107791171543747
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__chlorobium|s__chlorobium_phaeovibrioides	0.000892811195852396	0.000802742748652735	0.000752061490343418	0.00082567215342872	0.000655746820873838	0.000632233229188944	0.000745856577089713	0.000610417879872203	0.000584165945884607	0.000631474613777415	0.000571036563535325
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__pelodictyon	0.00430905403553761	0.00345239738518319	0.00234598285793693	0.0037871739268838	0.00230822880947591	0.00236400250914127	0.00271795193346251	0.0025493923218192	0.00249202706701838	0.00270631977333178	0.00223923326599807
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__pelodictyon|s__pelodictyon_luteolum	0.00251103148833486	0.00214869487609304	0.0017847429397702	0.00204029730475361	0.00147761616970238	0.00141565266535785	0.00159706012834464	0.00152963539309152	0.00154741830346029	0.00161559089498897	0.00128964437382697
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__pelodictyon|s__pelodictyon_phaeoclathratiforme	0.00179182246945377	0.00130370250909016	0.000550015119803395	0.00174687662213018	0.000830612639773528	0.000934605643148873	0.00111667792615127	0.000998212768261602	0.000932179700879692	0.00109072887834281	0.000936756609844465
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__prosthecochloris	0.0062682786042137	0.00574594809561958	0.00359193547626707	0.00591617981010496	0.00388202117957312	0.00373842257259549	0.00437822024630628	0.00433755764050365	0.00377222052289315	0.00425630291623998	0.00417049175615686
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__prosthecochloris|s__prosthecochloris_aestuarii	0.00122761539429704	0.00105020479898929	0.000695937498526745	0.0012009776777145	0.000568313911423993	0.000659721630458028	0.000750070456056322	0.000854585031821084	0.000739529229364555	0.000721685272888474	0.000673694822148417
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__prosthecochloris|s__prosthecochloris_sp._cib_2401	0.00130821640503372	0.00107434743804652	0.000729611893616749	0.000968970626337836	0.000778152894103621	0.000645977429823486	0.00081327864055545	0.000739682842668669	0.000658740321954982	0.000844699808039918	0.00076993693959819
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__prosthecochloris|s__prosthecochloris_sp._gsb1	0.00231882907811664	0.00216076619562165	0.00131330140851015	0.00213582962002636	0.00164373869765709	0.00160807147424144	0.00173190425527611	0.00168044451635406	0.00134855330060595	0.00159098798795868	0.00148854474988983
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chlorobiaceae|g__prosthecochloris|s__prosthecochloris_sp._hl-130-gsb	0.00114081430581139	0.00113470403568958	0.000695937498526745	0.0012078014145197	0.000743179730323683	0.000742186834265282	0.000901770098854229	0.00082585948453298	0.000826532668113327	0.000795493993979341	0.000968837315661056
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chloroherpetonaceae	0.00161202021473349	0.00146666532272643	0.00104390624779012	0.00157628320200028	0.00107542478623309	0.000797163636803451	0.00129787472171543	0.00125674269385454	0.0012180481424828	0.00112353275438319	0.00112924084474401
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chloroherpetonaceae|g__chloroherpeton	0.00161202021473349	0.00146666532272643	0.00104390624779012	0.00157628320200028	0.00107542478623309	0.000797163636803451	0.00129787472171543	0.00125674269385454	0.0012180481424828	0.00112353275438319	0.00112924084474401
k__bacteria|p__chlorobi|c__chlorobia|o__chlorobiales|f__chloroherpetonaceae|g__chloroherpeton|s__chloroherpeton_thalassium	0.00161202021473349	0.00146666532272643	0.00104390624779012	0.00157628320200028	0.00107542478623309	0.000797163636803451	0.00129787472171543	0.00125674269385454	0.0012180481424828	0.00112353275438319	0.00112924084474401
k__bacteria|p__chloroflexi	0.114447235168329	0.108877266488321	0.0578077115711732	0.114904904062696	0.059777880190859	0.0600484125723151	0.059765445383409	0.0524959376690095	0.0484609153830656	0.0543232187228779	0.0491219767463646
k__bacteria|p__chloroflexi|c__anaerolineae	0.0169758128766935	0.0131577382861877	0.00425419857970381	0.0174619424844966	0.00439787534532721	0.0041644927922663	0.00477432486916749	0.00475407807618116	0.00404565990181786	0.004428523265452	0.00471586375503892
k__bacteria|p__chloroflexi|c__anaerolineae|o__anaerolineales	0.0169758128766935	0.0131577382861877	0.00425419857970381	0.0174619424844966	0.00439787534532721	0.0041644927922663	0.00477432486916749	0.00475407807618116	0.00404565990181786	0.004428523265452	0.00471586375503892
k__bacteria|p__chloroflexi|c__anaerolineae|o__anaerolineales|f__anaerolineaceae	0.0169758128766935	0.0131577382861877	0.00425419857970381	0.0174619424844966	0.00439787534532721	0.0041644927922663	0.00477432486916749	0.00475407807618116	0.00404565990181786	0.004428523265452	0.00471586375503892
k__bacteria|p__chloroflexi|c__anaerolineae|o__anaerolineales|f__anaerolineaceae|g__anaerolinea	0.00677048490188067	0.00525102399494646	0.0017847429397702	0.00711033375101426	0.00190603742600662	0.00174551348058687	0.00206480069363819	0.0018025280923285	0.0015163456467643	0.00157458604993849	0.00174519039642257
k__bacteria|p__chloroflexi|c__anaerolineae|o__anaerolineales|f__anaerolineaceae|g__anaerolinea|s__anaerolinea_thermophila	0.00677048490188067	0.00525102399494646	0.0017847429397702	0.00711033375101426	0.00190603742600662	0.00174551348058687	0.00206480069363819	0.0018025280923285	0.0015163456467643	0.00157458604993849	0.00174519039642257
k__bacteria|p__chloroflexi|c__anaerolineae|o__anaerolineales|f__anaerolineaceae|g__brevefilum	0.00249863133283691	0.00206419563939275	0.000785735885433422	0.00279773209013037	0.000804382766938574	0.000824652038072535	0.000804850882622233	0.000969487220973499	0.000882463450166108	0.00109072887834281	0.00105224715078419
k__bacteria|p__chloroflexi|c__anaerolineae|o__anaerolineales|f__anaerolineaceae|g__brevefilum|s__brevefilum_fermentans	0.00249863133283691	0.00206419563939275	0.000785735885433422	0.00279773209013037	0.000804382766938574	0.000824652038072535	0.000804850882622233	0.000969487220973499	0.000882463450166108	0.00109072887834281	0.00105224715078419
k__bacteria|p__chloroflexi|c__anaerolineae|o__anaerolineales|f__anaerolineaceae|g__pelolinea	0.00740289283227612	0.00554677132339747	0.00165004535941019	0.00723998475031299	0.00166996857049204	0.00158058307297236	0.00184146510840794	0.00195333721559105	0.00159092002283467	0.00175500736816061	0.0018991777843422
k__bacteria|p__chloroflexi|c__anaerolineae|o__anaerolineales|f__anaerolineaceae|g__pelolinea|s__pelolinea_submarina	0.00740289283227612	0.00554677132339747	0.00165004535941019	0.00723998475031299	0.00166996857049204	0.00158058307297236	0.00184146510840794	0.00195333721559105	0.00159092002283467	0.00175500736816061	0.0018991777843422
k__bacteria|p__chloroflexi|c__ardenticatenia	0.0142167782783996	0.0132120592240664	0.00826145159541427	0.0138726569249635	0.00837607272529515	0.00809533417374539	0.00689811986833819	0.00633398317702686	0.00594730649161243	0.0064213587349054	0.00593493057606938
k__bacteria|p__chloroflexi|c__ardenticatenia|o__ardenticatenales	0.0142167782783996	0.0132120592240664	0.00826145159541427	0.0138726569249635	0.00837607272529515	0.00809533417374539	0.00689811986833819	0.00633398317702686	0.00594730649161243	0.0064213587349054	0.00593493057606938
k__bacteria|p__chloroflexi|c__ardenticatenia|o__ardenticatenales|f__ardenticatenaceae	0.0142167782783996	0.0132120592240664	0.00826145159541427	0.0138726569249635	0.00837607272529515	0.00809533417374539	0.00689811986833819	0.00633398317702686	0.00594730649161243	0.0064213587349054	0.00593493057606938
k__bacteria|p__chloroflexi|c__ardenticatenia|o__ardenticatenales|f__ardenticatenaceae|g__candidatus_promineofilum	0.0142167782783996	0.0132120592240664	0.00826145159541427	0.0138726569249635	0.00837607272529515	0.00809533417374539	0.00689811986833819	0.00633398317702686	0.00594730649161243	0.0064213587349054	0.00593493057606938
k__bacteria|p__chloroflexi|c__ardenticatenia|o__ardenticatenales|f__ardenticatenaceae|g__candidatus_promineofilum|s__candidatus_promineofilum_breve	0.0142167782783996	0.0132120592240664	0.00826145159541427	0.0138726569249635	0.00837607272529515	0.00809533417374539	0.00689811986833819	0.00633398317702686	0.00594730649161243	0.0064213587349054	0.00593493057606938
k__bacteria|p__chloroflexi|c__caldilineae	0.00845690604960186	0.00680822421413748	0.00437767136170049	0.00827719274470278	0.00454651129139194	0.00459056301193711	0.00387676864927986	0.00349733538232662	0.00342420676789807	0.0037642447756342	0.00325939971096567
k__bacteria|p__chloroflexi|c__caldilineae|o__caldilineales	0.00845690604960186	0.00680822421413748	0.00437767136170049	0.00827719274470278	0.00454651129139194	0.00459056301193711	0.00387676864927986	0.00349733538232662	0.00342420676789807	0.0037642447756342	0.00325939971096567
k__bacteria|p__chloroflexi|c__caldilineae|o__caldilineales|f__caldilineaceae	0.00845690604960186	0.00680822421413748	0.00437767136170049	0.00827719274470278	0.00454651129139194	0.00459056301193711	0.00387676864927986	0.00349733538232662	0.00342420676789807	0.0037642447756342	0.00325939971096567
k__bacteria|p__chloroflexi|c__caldilineae|o__caldilineales|f__caldilineaceae|g__caldilinea	0.00845690604960186	0.00680822421413748	0.00437767136170049	0.00827719274470278	0.00454651129139194	0.00459056301193711	0.00387676864927986	0.00349733538232662	0.00342420676789807	0.0037642447756342	0.00325939971096567
