ID	CSM67UH7_taxonomic_profile	CSM7KOON_taxonomic_profile	CSM7KOOP_taxonomic_profile	CSMAHYLR_taxonomic_profile	HSM5MD5D_taxonomic_profile	HSM5MD6Q_taxonomic_profile	HSM5MD6W_taxonomic_profile	HSM67VF3_taxonomic_profile	HSM67VFX_taxonomic_profile	HSM67VFZ_taxonomic_profile	HSM67VGK_taxonomic_profile	HSM67VI7_taxonomic_profile	HSM67VI9_taxonomic_profile	HSM67VIB_taxonomic_profile	HSM6XRRJ_taxonomic_profile	HSM6XRTG_taxonomic_profile	HSM6XRUL_taxonomic_profile	HSM6XRUN_taxonomic_profile	HSM6XRVC_taxonomic_profile	HSM6XRVK_taxonomic_profile	HSM7CYXI_taxonomic_profile	HSM7CYXO_taxonomic_profile	HSM7CYZJ_taxonomic_profile	HSM7CZ1A_taxonomic_profile	HSM7CZ1C_taxonomic_profile	HSM7CZ1E_taxonomic_profile	HSM7CZ24_taxonomic_profile	HSM7CZ28_taxonomic_profile	HSM7CZ2A_taxonomic_profile	HSM7J4HC_taxonomic_profile	HSM7J4HW_taxonomic_profile	HSM7J4HY_taxonomic_profile	HSM7J4KO_taxonomic_profile	HSM7J4LD_taxonomic_profile	HSM7J4LN_taxonomic_profile	HSM7J4NY_taxonomic_profile	HSM7J4O5_taxonomic_profile	HSM7J4R2_taxonomic_profile	HSMA33NY_taxonomic_profile	HSMA33SE_taxonomic_profile	HSMA33SG_taxonomic_profile	MSM6J2JR_taxonomic_profile	MSM6J2JZ_taxonomic_profile	MSM6J2K6_taxonomic_profile	MSM6J2KA_taxonomic_profile	MSM6J2QF_taxonomic_profile	MSM6J2QH_taxonomic_profile	MSM6J2RM_taxonomic_profile	MSM6J2RU_taxonomic_profile	MSM79H58_taxonomic_profile	MSM79H5E_taxonomic_profile	MSM79H5M_taxonomic_profile	MSM79H5S_taxonomic_profile	MSM79H5U_taxonomic_profile	MSM79H6D_taxonomic_profile	MSM79H6L_taxonomic_profile	MSM79H83_taxonomic_profile	MSM79H8H_taxonomic_profile	MSM79H9A_taxonomic_profile	MSM79HA7_taxonomic_profile	MSM79HBL_taxonomic_profile	MSM79HC8_taxonomic_profile	MSM79HCP_taxonomic_profile	MSM9VZGO_taxonomic_profile	MSM9VZHB_taxonomic_profile	MSM9VZHN_taxonomic_profile	MSM9VZHP_taxonomic_profile	MSM9VZHR_taxonomic_profile	MSM9VZJZ_taxonomic_profile	MSM9VZKE_taxonomic_profile	MSM9VZL7_taxonomic_profile	MSM9VZLJ_taxonomic_profile	MSM9VZMI_taxonomic_profile	MSM9VZMS_taxonomic_profile	MSM9VZMW_taxonomic_profile	MSM9VZNL_taxonomic_profile	MSM9VZOI_taxonomic_profile	MSM9VZOO_taxonomic_profile	MSM9VZPT_taxonomic_profile	MSMA26BB_taxonomic_profile	MSMA26BF_taxonomic_profile	MSMA26BH_taxonomic_profile	MSMA26BJ_taxonomic_profile	MSMA26BN_taxonomic_profile	MSMA26BR_taxonomic_profile	MSMA26BV_taxonomic_profile	MSMA26DI_taxonomic_profile	MSMAPC5H_taxonomic_profile	MSMAPC6M_taxonomic_profile	MSMAPC7T_taxonomic_profile	MSMB4LZX_taxonomic_profile	MSMB4LZZ_taxonomic_profile	PSM6XBTR_taxonomic_profile	PSM7J154_taxonomic_profile	PSM7J15M_taxonomic_profile	PSM7J17V_taxonomic_profile	PSM7J19P_taxonomic_profile	PSM7J19R_taxonomic_profile	PSM7J1DL_taxonomic_profile	PSMA265L_taxonomic_profile
#SampleID	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis
k__Archaea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.03958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0422	0.0	0.0	0.03422	0.0	0.0	0.02213	0.0	0.0	0.0	0.0	0.01499	0.01067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1749	0.00145	0.24006	0.0	0.0	0.0	0.0	0.0	0.0	0.14052	0.0	0.0	0.0	0.0	0.3582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72154	0.0	0.0	0.0	0.0	0.0	0.0	0.3105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.03958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0422	0.0	0.0	0.03422	0.0	0.0	0.02213	0.0	0.0	0.0	0.0	0.01499	0.01067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1749	0.00145	0.24006	0.0	0.0	0.0	0.0	0.0	0.0	0.14052	0.0	0.0	0.0	0.0	0.3582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72154	0.0	0.0	0.0	0.0	0.0	0.0	0.3105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.03958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0422	0.0	0.0	0.03422	0.0	0.0	0.02213	0.0	0.0	0.0	0.0	0.01499	0.01067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1749	0.00145	0.24006	0.0	0.0	0.0	0.0	0.0	0.0	0.14052	0.0	0.0	0.0	0.0	0.3582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72154	0.0	0.0	0.0	0.0	0.0	0.0	0.3105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.03958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0422	0.0	0.0	0.03422	0.0	0.0	0.02213	0.0	0.0	0.0	0.0	0.01499	0.01067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1749	0.00145	0.24006	0.0	0.0	0.0	0.0	0.0	0.0	0.14052	0.0	0.0	0.0	0.0	0.3582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72154	0.0	0.0	0.0	0.0	0.0	0.0	0.3105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.03958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0422	0.0	0.0	0.03422	0.0	0.0	0.02213	0.0	0.0	0.0	0.0	0.01499	0.01067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1749	0.00145	0.24006	0.0	0.0	0.0	0.0	0.0	0.0	0.14052	0.0	0.0	0.0	0.0	0.3582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72154	0.0	0.0	0.0	0.0	0.0	0.0	0.3105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.03958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0422	0.0	0.0	0.03422	0.0	0.0	0.02213	0.0	0.0	0.0	0.0	0.01499	0.01067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1749	0.00145	0.24006	0.0	0.0	0.0	0.0	0.0	0.0	0.14052	0.0	0.0	0.0	0.0	0.3582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72154	0.0	0.0	0.0	0.0	0.0	0.0	0.3105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0274	0.0	0.0	0.00437	0.0	0.0	0.01677	0.0	0.0	0.0	0.0	0.0077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1267	0.00145	0.08883	0.0	0.0	0.0	0.0	0.0	0.0	0.14052	0.0	0.0	0.0	0.0	0.24424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35002	0.0	0.0	0.0	0.0	0.0	0.0	0.23175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii|t__Methanobrevibacter_smithii_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0274	0.0	0.0	0.00437	0.0	0.0	0.01677	0.0	0.0	0.0	0.0	0.0077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1267	0.00145	0.08883	0.0	0.0	0.0	0.0	0.0	0.0	0.14052	0.0	0.0	0.0	0.0	0.24424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35002	0.0	0.0	0.0	0.0	0.0	0.0	0.23175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.02842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0148	0.0	0.0	0.02985	0.0	0.0	0.00536	0.0	0.0	0.0	0.0	0.00729	0.01067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0482	0.0	0.15123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37153	0.0	0.0	0.0	0.0	0.0	0.0	0.07875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria	99.95483	100.0	99.93426	99.97823	99.66287	100.0	99.9946	99.95636	99.44329	100.0	99.99314	100.0	99.9975	99.36125	100.0	99.98973	100.0	100.0	100.0	99.9895	99.99138	100.0	100.0	100.0	98.79645	100.0	100.0	99.96183	100.0	100.0	99.97787	99.9911	100.0	98.49738	99.55123	99.98501	99.98933	99.84715	99.93747	99.98629	99.99248	100.0	99.89217	100.0	100.0	100.0	100.0	100.0	100.0	99.8251	99.99855	99.75994	100.0	100.0	99.98047	100.0	100.0	100.0	99.85948	99.91908	100.0	100.0	100.0	99.61923	100.0	91.92746	100.0	98.92639	100.0	100.0	100.0	96.23503	100.0	100.0	100.0	100.0	100.0	100.0	99.6895	99.25031	100.0	100.0	99.87138	99.68809	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.063	99.95841	100.0	100.0	100.0	100.0	100.0	100.0
k__Bacteria|p__Acidobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria	0.1379	0.0	0.0	0.0	1.43268	0.1989	0.36452	0.06371	2.45505	0.39267	1.14748	0.78753	0.40495	1.60476	0.04893	0.16079	0.01102	0.06414	0.02966	0.26908	0.08033	0.03908	0.14155	0.70287	2.01674	0.14973	0.73455	1.3045	1.43372	0.13801	2.05877	0.20834	0.43342	0.1888	0.20532	0.74279	2.65881	0.06136	0.66058	14.4931	1.49081	1.42763	0.02852	0.0627	0.29963	0.01285	0.0084	0.59913	0.21457	3.93105	0.09209	0.14171	0.05967	0.01937	0.0779	0.01908	0.02447	0.58575	0.92241	0.02294	0.0	1.51968	0.0	0.19473	0.1237	0.00271	0.07378	0.08221	1.91661	0.0144	0.01318	0.2951	0.00116	0.02994	0.18862	6.30663	0.31496	0.22641	3.57632	0.06067	0.06489	0.0	0.15764	0.66142	0.21485	0.87264	0.33052	0.01742	0.04881	0.01944	0.29879	0.09904	0.68726	0.22923	1.19504	0.52538	0.02018	1.20318	0.30277	1.01026
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.1379	0.0	0.0	0.0	1.43268	0.1989	0.36452	0.06371	2.45505	0.39267	1.14748	0.78753	0.40495	1.60476	0.04893	0.16079	0.01102	0.06414	0.02966	0.26908	0.08033	0.03908	0.14155	0.70287	2.01674	0.14973	0.73455	1.3045	1.43372	0.13801	2.05877	0.20834	0.43342	0.1888	0.20532	0.74279	2.65881	0.06136	0.66058	14.4931	1.49081	1.42763	0.02852	0.0627	0.29963	0.01285	0.0084	0.59913	0.21457	3.93105	0.09209	0.14171	0.05967	0.01937	0.0779	0.01908	0.02447	0.58575	0.92241	0.02294	0.0	1.51968	0.0	0.19473	0.1237	0.00271	0.07378	0.08221	1.91661	0.0144	0.01318	0.2951	0.00116	0.02994	0.18862	6.30663	0.31496	0.22641	3.57632	0.06067	0.06489	0.0	0.15764	0.66142	0.21485	0.87264	0.33052	0.01742	0.04881	0.01944	0.29879	0.09904	0.68726	0.22923	1.19504	0.52538	0.02018	1.20318	0.30277	1.01026
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.0	0.0	0.0	0.0	0.15128	0.0	0.1141	0.05331	0.06126	0.13508	0.11925	0.0	0.00837	0.0	0.03658	0.0	0.0	0.00749	0.02628	0.08465	0.06281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01708	0.0	0.08327	0.0363	0.0	0.0	0.04833	0.0	0.0	0.0	0.0	0.02176	0.0	0.0761	0.0	0.0084	0.0	0.03589	0.09824	0.06208	0.04976	0.0	0.00685	0.00183	0.01908	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.07378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03781	0.16445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04104	0.02719	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02888	0.01531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02888	0.01531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.00906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__Rothia_mucilaginosa_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.00906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
