ID	CSM67UH7_taxonomic_profile	CSM7KOON_taxonomic_profile	CSM7KOOP_taxonomic_profile	CSMAHYLR_taxonomic_profile	HSM5MD5D_taxonomic_profile	HSM5MD6Q_taxonomic_profile	HSM5MD6W_taxonomic_profile	HSM67VF3_taxonomic_profile	HSM67VFX_taxonomic_profile	HSM67VFZ_taxonomic_profile	HSM67VGK_taxonomic_profile	HSM67VI7_taxonomic_profile	HSM67VI9_taxonomic_profile	HSM67VIB_taxonomic_profile	HSM6XRRJ_taxonomic_profile	HSM6XRTG_taxonomic_profile	HSM6XRUL_taxonomic_profile	HSM6XRUN_taxonomic_profile	HSM6XRVC_taxonomic_profile	HSM6XRVK_taxonomic_profile	HSM7CYXI_taxonomic_profile	HSM7CYXO_taxonomic_profile	HSM7CYZJ_taxonomic_profile	HSM7CZ1A_taxonomic_profile	HSM7CZ1C_taxonomic_profile	HSM7CZ1E_taxonomic_profile	HSM7CZ24_taxonomic_profile	HSM7CZ28_taxonomic_profile	HSM7CZ2A_taxonomic_profile	HSM7J4HC_taxonomic_profile	HSM7J4HW_taxonomic_profile	HSM7J4HY_taxonomic_profile	HSM7J4KO_taxonomic_profile	HSM7J4LD_taxonomic_profile	HSM7J4LN_taxonomic_profile	HSM7J4NY_taxonomic_profile	HSM7J4O5_taxonomic_profile	HSM7J4R2_taxonomic_profile	HSMA33NY_taxonomic_profile	HSMA33SE_taxonomic_profile	HSMA33SG_taxonomic_profile	MSM6J2JR_taxonomic_profile	MSM6J2JZ_taxonomic_profile	MSM6J2K6_taxonomic_profile	MSM6J2KA_taxonomic_profile	MSM6J2QF_taxonomic_profile	MSM6J2QH_taxonomic_profile	MSM6J2RM_taxonomic_profile	MSM6J2RU_taxonomic_profile	MSM79H58_taxonomic_profile	MSM79H5E_taxonomic_profile	MSM79H5M_taxonomic_profile	MSM79H5S_taxonomic_profile	MSM79H5U_taxonomic_profile	MSM79H6D_taxonomic_profile	MSM79H6L_taxonomic_profile	MSM79H83_taxonomic_profile	MSM79H8H_taxonomic_profile	MSM79H9A_taxonomic_profile	MSM79HA7_taxonomic_profile	MSM79HBL_taxonomic_profile	MSM79HC8_taxonomic_profile	MSM79HCP_taxonomic_profile	MSM9VZGO_taxonomic_profile	MSM9VZHB_taxonomic_profile	MSM9VZHN_taxonomic_profile	MSM9VZHP_taxonomic_profile	MSM9VZHR_taxonomic_profile	MSM9VZJZ_taxonomic_profile	MSM9VZKE_taxonomic_profile	MSM9VZL7_taxonomic_profile	MSM9VZLJ_taxonomic_profile	MSM9VZMI_taxonomic_profile	MSM9VZMS_taxonomic_profile	MSM9VZMW_taxonomic_profile	MSM9VZNL_taxonomic_profile	MSM9VZOI_taxonomic_profile	MSM9VZOO_taxonomic_profile	MSM9VZPT_taxonomic_profile	MSMA26BB_taxonomic_profile	MSMA26BF_taxonomic_profile	MSMA26BH_taxonomic_profile	MSMA26BJ_taxonomic_profile	MSMA26BN_taxonomic_profile	MSMA26BR_taxonomic_profile	MSMA26BV_taxonomic_profile	MSMA26DI_taxonomic_profile	MSMAPC5H_taxonomic_profile	MSMAPC6M_taxonomic_profile	MSMAPC7T_taxonomic_profile	MSMB4LZX_taxonomic_profile	MSMB4LZZ_taxonomic_profile	PSM6XBTR_taxonomic_profile	PSM7J154_taxonomic_profile	PSM7J15M_taxonomic_profile	PSM7J17V_taxonomic_profile	PSM7J19P_taxonomic_profile	PSM7J19R_taxonomic_profile	PSM7J1DL_taxonomic_profile	PSMA265L_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00618	0.0	0.0144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00618	0.0	0.0144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02865	0.0	0.0	0.0	0.0	0.0	0.02686	0.89394	0.0	0.0	0.0	0.08752	0.0	0.00772	0.0	0.0	0.0	0.02308	0.0	0.67406	0.13217	0.0	0.0	0.0	0.0	0.0	0.0	0.44099	0.0	0.0	0.0	1.19419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02865	0.0	0.0	0.0	0.0	0.0	0.02686	0.89394	0.0	0.0	0.0	0.08752	0.0	0.00772	0.0	0.0	0.0	0.02308	0.0	0.67406	0.13217	0.0	0.0	0.0	0.0	0.0	0.0	0.44099	0.0	0.0	0.0	1.19419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02865	0.0	0.0	0.0	0.0	0.0	0.02686	0.89394	0.0	0.0	0.0	0.08752	0.0	0.00772	0.0	0.0	0.0	0.02308	0.0	0.67406	0.13217	0.0	0.0	0.0	0.0	0.0	0.0	0.44099	0.0	0.0	0.0	1.19419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes|t__GCF_000158475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes|t__GCF_000158495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes|t__Oxalobacter_formigenes_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02865	0.0	0.0	0.0	0.0	0.0	0.02686	0.0	0.0	0.0	0.0	0.08752	0.0	0.00772	0.0	0.0	0.0	0.02308	0.0	0.0	0.13217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.59485	0.07534	0.18304	0.0	0.45905	0.0	0.0	0.0	0.80781	0.30201	0.34643	0.06204	0.0522	0.1304	0.01686	0.02138	1.22765	0.92017	0.03019	0.03562	0.0	0.0	0.12342	0.99041	0.29995	0.66337	0.06531	0.09531	0.05684	0.98261	0.06229	0.17085	0.0	0.0	0.0	0.08568	0.14727	0.13568	3.47834	2.16904	1.69572	0.01435	1.61702	1.17748	1.7495	0.01376	0.01269	1.28274	2.05424	0.00109	3.59003	1.37677	0.0338	0.00387	1.55988	1.47293	0.06408	0.87892	0.0	1.27077	0.36769	0.27034	0.10677	1.53149	0.61262	0.05528	0.01662	0.02018	0.85672	1.45453	0.69766	0.53643	0.1739	1.16864	3.60476	0.48743	0.03481	0.00682	0.02656	1.07492	1.14187	0.74645	1.0303	2.1386	2.00789	1.17455	0.81825	1.15139	1.15952	0.50348	2.08983	2.89094	2.28989	2.26968	0.0	0.0	1.1302	1.22673	3.97884	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.59485	0.07534	0.18304	0.0	0.45905	0.0	0.0	0.0	0.11508	0.00055	0.0	0.06204	0.0522	0.1304	0.01686	0.02138	0.0	0.0	0.03019	0.03562	0.0	0.0	0.12342	0.00162	0.00196	0.0	0.06531	0.09531	0.05684	0.0	0.06229	0.17085	0.0	0.0	0.0	0.08568	0.14727	0.13568	0.0	0.0049	0.0	0.01435	0.0083	0.0	0.00082	0.0	0.0	0.03076	0.01215	0.00109	0.00047	0.0	0.0	0.0	0.00463	0.00058	0.0	0.0	0.0	0.0	0.0	0.04679	0.0	0.0099	0.02306	0.0	0.0	0.0	0.00022	0.00777	0.0	0.03167	0.1739	0.0079	0.00467	0.10268	0.0	0.0	0.02656	0.00436	0.0	0.0	0.0	0.02945	0.0	0.0	0.0	0.0	0.01616	0.50348	0.04053	0.0111	0.0	0.01163	0.0	0.0	0.0	0.00722	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0.59485	0.07534	0.18304	0.0	0.45905	0.0	0.0	0.0	0.11508	0.00055	0.0	0.06204	0.0522	0.1304	0.01686	0.02138	0.0	0.0	0.03019	0.03562	0.0	0.0	0.12342	0.00162	0.00196	0.0	0.06531	0.09531	0.05684	0.0	0.06229	0.17085	0.0	0.0	0.0	0.08568	0.14727	0.13568	0.0	0.0049	0.0	0.01435	0.0083	0.0	0.00082	0.0	0.0	0.03076	0.01215	0.00109	0.00047	0.0	0.0	0.0	0.00463	0.00058	0.0	0.0	0.0	0.0	0.0	0.04679	0.0	0.0099	0.02306	0.0	0.0	0.0	0.00022	0.00777	0.0	0.03167	0.1739	0.0079	0.00467	0.10268	0.0	0.0	0.02656	0.00436	0.0	0.0	0.0	0.02945	0.0	0.0	0.0	0.0	0.01616	0.50348	0.04053	0.0111	0.0	0.01163	0.0	0.0	0.0	0.00722	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__GCF_000205025	0.59485	0.07534	0.18304	0.0	0.45905	0.0	0.0	0.0	0.11508	0.00055	0.0	0.06204	0.0522	0.1304	0.01686	0.02138	0.0	0.0	0.03019	0.03562	0.0	0.0	0.12342	0.00162	0.00196	0.0	0.06531	0.09531	0.05684	0.0	0.06229	0.17085	0.0	0.0	0.0	0.08568	0.14727	0.13568	0.0	0.0049	0.0	0.01435	0.0083	0.0	0.00082	0.0	0.0	0.03076	0.01215	0.00109	0.00047	0.0	0.0	0.0	0.00463	0.00058	0.0	0.0	0.0	0.0	0.0	0.04679	0.0	0.0099	0.02306	0.0	0.0	0.0	0.00022	0.00777	0.0	0.03167	0.1739	0.0079	0.00467	0.10268	0.0	0.0	0.02656	0.00436	0.0	0.0	0.0	0.02945	0.0	0.0	0.0	0.0	0.01616	0.50348	0.04053	0.0111	0.0	0.01163	0.0	0.0	0.0	0.00722	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	1.22765	0.92017	0.0	0.0	0.0	0.0	0.0	0.9888	0.29799	0.66337	0.0	0.0	0.0	0.46931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47834	2.16413	1.69572	0.0	1.60872	1.17748	1.74868	0.0	0.0	1.25198	2.04209	0.0	3.58955	0.0	0.0	0.0	1.55525	1.47235	0.0	0.87892	0.0	1.27077	0.36769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85651	1.44676	0.69766	0.0	0.0	1.16074	3.60009	0.0	0.0	0.0	0.0	1.07056	1.14187	0.74645	1.0303	2.10914	2.00789	1.17455	0.81825	1.15139	1.14335	0.0	2.0493	2.87984	2.28989	2.25805	0.0	0.0	1.1302	1.2195	3.97884	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68923	0.30124	0.34643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01376	0.01269	0.0	0.0	0.0	0.0	1.37677	0.0338	0.00387	0.0	0.0	0.06408	0.0	0.0	0.0	0.0	0.22355	0.10677	1.52159	0.58956	0.05528	0.01662	0.02018	0.0	0.0	0.0	0.50476	0.0	0.0	0.0	0.38475	0.03481	0.00682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	1.22765	0.92017	0.0	0.0	0.0	0.0	0.0	0.9888	0.29799	0.66337	0.0	0.0	0.0	0.46931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47834	2.16413	1.69572	0.0	1.60872	1.17748	1.74868	0.0	0.0	1.25198	2.04209	0.0	3.58955	0.0	0.0	0.0	1.55525	1.47235	0.0	0.87892	0.0	1.27077	0.36769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85651	1.44676	0.69766	0.0	0.0	1.16074	3.60009	0.0	0.0	0.0	0.0	1.07056	1.14187	0.74645	1.0303	2.10914	2.00789	1.17455	0.81825	1.15139	1.14335	0.0	2.0493	2.87984	2.28989	2.25805	0.0	0.0	1.1302	1.2195	3.97884	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__GCF_000186505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__GCF_000297775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__Sutterella_wadsworthensis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	1.22765	0.92017	0.0	0.0	0.0	0.0	0.0	0.9888	0.29799	0.66337	0.0	0.0	0.0	0.46931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47834	2.16413	1.69572	0.0	1.60872	1.17748	1.74868	0.0	0.0	1.25198	2.04209	0.0	0.0	0.0	0.0	0.0	1.55525	1.47235	0.0	0.87892	0.0	1.27077	0.01054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44676	0.69766	0.0	0.0	1.16074	3.60009	0.0	0.0	0.0	0.0	1.07056	1.14187	0.74645	1.0303	2.10914	2.00789	1.17455	0.0	1.15139	1.14335	0.0	2.0493	2.87984	2.28989	2.25805	0.0	0.0	1.1302	1.2195	3.97884	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae|g__Gallionellaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.38667	0.04569	0.28202	0.0	1.10184	0.0	0.0	0.0	2.21103	0.43465	1.06265	0.00888	0.01468	0.00689	0.23516	0.33966	0.04644	0.01708	0.1615	0.03125	0.0	0.0	0.3466	0.1501	0.13882	0.01523	0.01065	0.02059	0.01008	0.21096	0.06176	0.03265	0.0	0.0	0.0	0.00396	0.01288	0.80507	1.86103	1.61904	0.63642	0.0	0.03408	0.01374	0.03572	0.02768	0.14904	0.0153	0.02272	0.22848	0.39656	0.56332	0.4695	0.23171	0.01279	0.08131	0.00247	0.28181	0.24456	0.02507	0.0087	0.24526	0.0	1.237	2.17411	0.01854	0.12009	0.23364	0.55589	0.0	0.04179	0.85029	0.2153	0.01452	0.0589	0.19858	0.11272	0.3998	0.2775	0.14161	0.08418	0.01122	0.03951	0.0	0.0	0.0	0.13144	0.593	0.03165	2.03484	0.22308	0.16561	0.34333	0.19421	0.17043	1.39777	0.1469	0.78529	0.20372	1.57726
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.38667	0.04569	0.28202	0.0	1.10184	0.0	0.0	0.0	2.21103	0.43465	1.06265	0.00888	0.01468	0.00689	0.23516	0.33966	0.04644	0.01708	0.1615	0.03125	0.0	0.0	0.3466	0.1501	0.13882	0.01523	0.01065	0.02059	0.01008	0.21096	0.06176	0.03265	0.0	0.0	0.0	0.00396	0.01288	0.80507	1.86103	1.61904	0.63642	0.0	0.03408	0.01374	0.03572	0.02768	0.14904	0.0153	0.02272	0.22848	0.39656	0.56332	0.4695	0.23171	0.01279	0.08131	0.00247	0.28181	0.24456	0.02507	0.0087	0.24526	0.0	1.237	2.17411	0.01854	0.12009	0.23364	0.55589	0.0	0.04179	0.85029	0.2153	0.01452	0.0589	0.19858	0.11272	0.3998	0.2775	0.14161	0.08418	0.01122	0.03951	0.0	0.0	0.0	0.13144	0.593	0.03165	2.03484	0.22308	0.16561	0.34333	0.19421	0.17043	1.39777	0.1469	0.78529	0.20372	1.57726
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.38667	0.04569	0.28202	0.0	1.10184	0.0	0.0	0.0	2.21103	0.43465	1.06265	0.00888	0.01468	0.00689	0.23516	0.33966	0.04644	0.01708	0.1615	0.03125	0.0	0.0	0.3466	0.1501	0.13882	0.01523	0.01065	0.02059	0.01008	0.21096	0.06176	0.03265	0.0	0.0	0.0	0.00396	0.01288	0.80507	1.86103	1.61904	0.63642	0.0	0.03408	0.01374	0.03572	0.02768	0.14904	0.0153	0.02272	0.22848	0.39656	0.56332	0.4695	0.23171	0.01279	0.08131	0.00247	0.28181	0.24456	0.02507	0.0087	0.24526	0.0	1.237	2.17411	0.01854	0.12009	0.23364	0.55589	0.0	0.04179	0.85029	0.2153	0.01452	0.0589	0.19858	0.11272	0.3998	0.2775	0.14161	0.08418	0.01122	0.03951	0.0	0.0	0.0	0.13144	0.593	0.03165	2.03484	0.22308	0.16561	0.34333	0.19421	0.17043	1.39777	0.1469	0.78529	0.20372	1.57726
