Taxonomy	reSRR16235394	reSRR16235395	reSRR16235396	reSRR16235397	reSRR16235398	reSRR16235399	reSRR16235400	reSRR16235401	reSRR16235402	reSRR16235403	reSRR16235404	reSRR16235405	reSRR16235406	reSRR16235407	reSRR16235408	reSRR16235409
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales	1.34304209243221	6.16959056004162	3.93395118488458	11.6006193038822	7.52640801060253	7.94499023785433	6.65108766845242	6.7512622229908	17.9076522811295	2.95666031747028	1.79817476174872	1.3070299619863	8.18485843056967	4.22171178672431	4.84539317310357	13.4117341008978
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0594548518426373	0.164887008549572
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__Anaerotignum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164887008549572
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__Anaerotignum|s__Anaerotignum sp001304995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0471374915863714
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__Anaerotignum|s__Anaerotignum sp905214825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1177495169632
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__Metalachnospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0594548518426373	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__Metalachnospira|s__Metalachnospira sp900548595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0594548518426373	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	1.34304209243221	6.16959056004162	3.93395118488458	11.5246371433922	7.52640801060253	7.94499023785433	6.65108766845242	6.7512622229908	17.9076522811295	2.95666031747028	1.79817476174872	1.3070299619863	8.18485843056967	4.22171178672431	4.78593832126094	13.2468470923482
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__AM51-8	0.578917309970517	0.374646952779335	0	0	0	0	0	0	0	0.174876355501419	0	0.329853667970903	0	0.321960973208116	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__AM51-8|s__AM51-8 sp900761925	0.578917309970517	0.374646952779335	0	0	0	0	0	0	0	0.174876355501419	0	0.329853667970903	0	0.321960973208116	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerobutyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156975455870844	0.146836190346068
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum sp900754855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156975455870844	0.146836190346068
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia	0	0.461797934777407	0.596279662552099	2.30059200216517	0.126097863147805	0.508837102183243	0.907918954719953	0.425762275481332	1.02105376232127	0.182654839583048	0	0.129715842063088	0.539270052484129	0	0.474932784360478	0.944786259187216
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A	0.764124782461688	2.5276539363149	2.21597918345518	2.88492263794748	3.03509295107268	1.60413226716133	1.25648967833581	1.18816186099595	5.91805204470837	1.81055593649665	1.57475948888272	0.847460451952314	1.51703570336571	2.22433590123636	1.23022101671632	0.986811957688217
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A caecimuris	0.764124782461688	2.19999773318852	0.176729303271752	0.322581147640857	0.445017274369643	0	0	1.18816186099595	5.00560358237082	1.58000932221172	0.421969761704641	0.711309651523747	1.51703570336571	1.82666883495933	0.390659765244648	0.263443595075761
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A hydrogenotrophica	0	0	0	0	0	0	0	0	0.479614481173921	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A sp900547615	0	0.327656203126388	0.266973308353721	0.721444572292447	1.28390135147525	0.594870936486721	0.381925053335319	0	0.432833981163633	0.230546614284931	0	0.136150800428567	0	0.397667066277036	0.3474412203761	0.407655230898564
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A sp900551465	0	0	0	0	0.0941144376720784	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A wexlerae	0	0	1.7722765718297	1.66715954232836	1.21205988755571	1.00926133067461	0.874564625000489	0	0	0	1.15278972717808	0	0	0	0.492120031095575	0.19627200153265
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia argi	0	0	0	0.283668907929829	0	0	0	0	0	0	0	0	0	0	0.0658459772975055	0.202479966625029
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia sp000432195	0	0.172727366699035	0	0.755490493966976	0.126097863147805	0	0	0.425762275481332	0.703710498690969	0	0	0	0.225598959665106	0	0.409086807062972	0.742306292562188
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia sp001304935	0	0	0	0	0	0	0	0	0	0	0	0	0.313671092819023	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia sp900120295	0	0	0	0.228165448886479	0	0	0	0	0	0	0	0.129715842063088	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia sp900539145	0	0.289070568078371	0.596279662552099	1.03326715138189	0	0.508837102183243	0.907918954719953	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia stercorigallinarum	0	0	0	0	0	0	0	0	0.317343263630302	0.182654839583048	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-317	0	0.108910014131556	0	0	0	0.38600615216964	0	0	0.291731209887255	0	0	0	0	0	0.386135160356411	0.498710861634737
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-317|s__CAG-317 sp900543415	0	0.108910014131556	0	0	0	0.38600615216964	0	0	0.291731209887255	0	0	0	0	0	0.323626031418571	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Choladousia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042801632592697	0.0787020383033181
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q	0	0.63993996557723	0	0.810124177536521	0.183807105537538	0.64293410007457	0.652078955398429	1.41933987941355	0.735770197291069	0.201388606610247	0	0	0.519946135525586	0.43620809615765	0.323333357929849	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__Clostridium_Q sp000435655	0	0.63993996557723	0	0.810124177536521	0.183807105537538	0.64293410007457	0.652078955398429	1.41933987941355	0.735770197291069	0.201388606610247	0	0	0.519946135525586	0.43620809615765	0.191911418515112	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Copromonas	0	0	0	0.362108396177484	0.223576686374078	0.251021974469409	0.261853341093908	0.260407259730046	0.327403228205869	0.221204636132277	0	0	0.277580071141087	0	0.217059476841022	0.559300162939554
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Copromonas|s__Copromonas sp000435795	0	0	0	0.362108396177484	0.223576686374078	0.251021974469409	0.261853341093908	0.260407259730046	0.327403228205869	0.221204636132277	0	0	0.277580071141087	0	0.217059476841022	0.559300162939554
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea	0	0	0.183980164146446	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_B	0	0	0	0.23428333279166	0	0	0	0	0	0	0	0	0	0	0.163729425268538	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_B|s__Dorea_B phocaeensis	0	0	0	0.23428333279166	0	0	0	0	0	0	0	0	0	0	0.163729425268538	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea|s__Dorea formicigenerans	0	0	0.183980164146446	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Egerieimonas	0	0.368015557409856	0	0.11724589483068	0	0	0	0	0	0	0	0	0	0.576481669002992	0.0584968639045849	0.119020414811538
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Egerieimonas|s__Egerieimonas sp900552095	0	0.368015557409856	0	0.11724589483068	0	0	0	0	0	0	0	0	0	0.576481669002992	0.0584968639045849	0.119020414811538
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella	0	0.144877418359341	0	0.515258858112271	0.24237001613775	0	0.181636513794392	0.263061985166455	0	0	0	0	1.18577640533046	0.200001147632893	0.0938456995269105	0.293966669993292
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella sp900550285	0	0.144877418359341	0	0.515258858112271	0.24237001613775	0	0.181636513794392	0.263061985166455	0	0	0	0	1.18577640533046	0.200001147632893	0.0938456995269105	0.139906712966615
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster	0	0.269949158800117	0	0.0950163702642827	0.305503859254929	0	0	0	0	0	0	0	0.143612314932407	0	0.0524697906641277	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster bolteae	0	0	0	0	0	0	0	0	0	0	0	0	0.143612314932407	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster sp001517625	0	0.269949158800117	0	0.0950163702642827	0.305503859254929	0	0	0	0	0	0	0	0	0	0.0524697906641277	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas	0	0	0	0.433446373419426	0.208670766311775	0.606878866912169	0.506037656904018	0.238840670772963	2.17724177394901	0	0	0	0.813685574279395	0	0.23525696563887	1.11547654327572
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas sp900550235	0	0	0	0.107101008435534	0	0	0	0	0	0	0	0	0	0	0.0763011330451884	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas sp900551895	0	0	0	0	0	0	0.188170315648263	0	0	0	0	0	0.813685574279395	0	0	0.151169612956259
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas sp900555395	0	0	0	0.326345364983891	0.208670766311775	0.606878866912169	0.317867341255755	0.238840670772963	0	0	0	0	0	0	0.158955832593682	0.96430693031946
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter	0	0	0	0.647448780062738	0.304561819481867	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter saccharivorans	0	0	0	0.647448780062738	0.304561819481867	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__JAGZHZ01	0	0	0	0.109565100916961	0	0.261426967513068	0.225053782969476	0	0	0	0	0	0	0	0.0797004323190158	0.113344499197517
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__JAGZHZ01|s__JAGZHZ01 sp018366495	0	0	0	0.109565100916961	0	0.261426967513068	0.225053782969476	0	0	0	0	0	0	0	0.0797004323190158	0.113344499197517
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira	0	0	0	0.29879858021002	0	0	0.777861266592427	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira sp900552795	0	0	0	0.29879858021002	0	0	0.777861266592427	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter	0	0	0	0.089958289975362	0	0.195079587821802	0.18116197962935	0	1.84340180744237	0	0	0	0.156123647595849	0	0	0.515993822436617
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter torques	0	0	0	0.089958289975362	0	0.195079587821802	0.18116197962935	0	1.84340180744237	0	0	0	0.156123647595849	0	0	0.515993822436617
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Merdiplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0530500555795104
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Merdiplasma|s__Merdiplasma sp905207905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0530500555795104
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Merdisoma	0	0	0	0.100641766894291	0	0	0	0	0	0	0	0	0	0	0.0482750436827413	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oliverpabstia	0	0	0	0.315259343672204	0.182373567793812	0	0	0	1.10482315979049	0	0	0	0	0	0.157948333393656	0.252334840922262
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oliverpabstia|s__Oliverpabstia sp000432335	0	0	0	0.315259343672204	0.182373567793812	0	0	0	1.10482315979049	0	0	0	0	0	0.157948333393656	0.252334840922262
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium	0	0	0	0.384612621387722	1.09341210667843	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium sp900770445	0	0	0	0.384612621387722	1.09341210667843	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia	0	0	0.626283313474672	0.808800494604864	1.03772537675842	2.8004446790848	1.20313360642219	1.92526122135195	2.48228897851741	0	0	0	0	0	0.0694914914951163	3.94736147988926
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_B	0	0.398022814432301	0.311428861256188	0.307992591267385	0	0	0.287135837823613	0.502527539396373	0.71719067833698	0	0.223415272865999	0	1.03614144156482	0	0.110936322670192	1.0574487507978
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_B|s__Ruminococcus_B gnavus	0	0.398022814432301	0.311428861256188	0.307992591267385	0	0	0	0	0	0	0.223415272865999	0	1.03614144156482	0	0	0.104324725928889
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_B|s__Ruminococcus_B sp900544395	0	0	0	0	0	0	0.287135837823613	0.502527539396373	0.71719067833698	0	0	0	0	0	0.110936322670192	0.953124024868912
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella	0	0	0	0.204337837089801	0	0	0	0.218053840622566	0.62852119799172	0	0	0	0	0	0	1.23314705660427
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella glycyrrhizinilytica_A	0	0	0	0.204337837089801	0	0	0	0.218053840622566	0.62852119799172	0	0	0	0	0	0	0.39489110058642
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Scybalocola	0	0	0	0.308753648108258	0.47759817075962	0.368887530006922	0.210726094768864	0.309845690059612	0.660174242687718	0	0	0	0	0	0.639529640873745	1.10697277499284
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Scybalocola|s__Scybalocola sp900557175	0	0	0	0.308753648108258	0.47759817075962	0.368887530006922	0.210726094768864	0.309845690059612	0.660174242687718	0	0	0	0	0	0.639529640873745	1.10697277499284
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas	0	0.875776807459569	0	0	0	0	0	0	0	0.365979943146644	0	0	1.99568708435023	0.462723999486292	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	1.99568708435023	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1370	0	0	0	0.120305658055151	0	0	0	0	0	0	0	0	0	0	0.053458938357072	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1370|s__UMGS1370 sp900542035	0	0	0	0.120305658055151	0	0	0	0	0	0	0	0	0	0	0.053458938357072	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ventrimonas	0	0	0	0.0751643879024285	0.105617721293829	0.319341010457385	0	0	0	0	0	0	0	0	0.191340488798742	0.223582713748443
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ventrimonas|s__Ventrimonas sp900538475	0	0	0	0.0751643879024285	0.105617721293829	0.319341010457385	0	0	0	0	0	0	0	0	0.191340488798742	0.223582713748443
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__UBA1390	0	0	0	0.0759821604900307	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__UBA1390|g__Faecimorpha	0	0	0	0.0759821604900307	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales	4.81109087718877	5.24143012495294	0.666075370377689	11.9252751316432	7.24461196547226	12.0273888646452	4.59506934748118	5.17434730883092	7.08128483915847	7.78743421732161	2.89841391812687	2.00374704288021	3.43949421519274	10.8052073114284	5.92484340428221	9.86030328425749
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae	0	0.131369783993163	0	0.550981732461351	0.294599989485509	1.86097834890062	0	1.18836670395941	0.321708726004755	0	0	0	0.209802542669566	0.177147733128365	0.347198178775544	0.125066142382654
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter	0	0	0	0.192811775743499	0	0	0	0	0	0	0	0	0.209802542669566	0	0.290709973340753	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter sp900548545	0	0	0	0.0812068437268488	0	0	0	0	0	0	0	0	0.209802542669566	0	0.165996293496723	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Clostridium_A	0	0	0	0	0	0.225327167828307	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Clostridium_A|s__Clostridium_A leptum	0	0	0	0	0	0.225327167828307	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Scybalenecus	0	0	0	0.266914224064449	0.294599989485509	1.63565118107231	0	0.889252045663127	0	0	0	0	0	0	0.0564882054347904	0.125066142382654
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Scybalenecus|s__Scybalenecus sp900540085	0	0	0	0.266914224064449	0.294599989485509	1.63565118107231	0	0.889252045663127	0	0	0	0	0	0	0.0564882054347904	0.125066142382654
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Solibaculum	0	0	0	0	0	0	0	0.29911465829628	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UBA1417	0	0.131369783993163	0	0	0	0	0	0	0.321708726004755	0	0	0	0	0.177147733128365	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UBA1417|s__UBA1417 sp900552925	0	0.131369783993163	0	0	0	0	0	0	0.321708726004755	0	0	0	0	0.177147733128365	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1264	0	0	0	0.0912557326534028	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1264|s__UMGS1264 sp904399395	0	0	0	0.0912557326534028	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae	0	0.212385012105663	0	0.5484186171812	0.780126496700599	0.773675635860017	0	0.271824095040285	1.13956582340757	0	0	0	0	0.315805280118847	0.148114692651945	0.898974629259814
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum	0	0.212385012105663	0	0.431205960677948	0.60345660422448	0.51272393449195	0	0.271824095040285	1.13956582340757	0	0	0	0	0.315805280118847	0	0.813536092056083
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum desmolans	0	0.212385012105663	0	0.431205960677948	0.60345660422448	0.51272393449195	0	0.271824095040285	1.13956582340757	0	0	0	0	0.315805280118847	0	0.813536092056083
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus	0	0	0	0	0.176669892476119	0	0	0	0	0	0	0	0	0	0.148114692651945	0.0854385372037308
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__Butyricicoccus pullicaecorum	0	0	0	0	0.176669892476119	0	0	0	0	0	0	0	0	0	0.0593289534450827	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__Butyricicoccus pullicaecorum_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0854385372037308
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__Butyricicoccus sp018383195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0887857392068619	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Pseudobutyricicoccus	0	0	0	0.117212656503252	0	0.260951701368067	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Pseudobutyricicoccus|s__Pseudobutyricicoccus sp003477405	0	0	0	0.117212656503252	0	0.260951701368067	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae	0	1.22831217647182	0	1.48172175853088	0.776526564981485	2.56316152687051	0.854588154080779	1.31708313071443	0.724991905559811	0.306005349374745	0.188999893003013	0.482361061386158	3.08768083142555	0.906306390129957	2.13315362887984	0.948125777190838
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter	0	0	0	0.565371990529597	0.548430636903362	0	0	0	0	0.306005349374745	0	0.338010612347588	0	0	0.466716971266491	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter welbionis	0	0	0	0	0.0968116650695617	0	0	0	0	0.306005349374745	0	0.338010612347588	0	0	0.130850850313419	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Evtepia	0	0	0	0	0	0.642276164844036	0.24287443969472	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Faecousia	0	0	0	0.0754546022660113	0	0	0	0	0	0	0	0	0	0	0.058880426593434	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Flavonifractor	0	0.446739516654204	0	0	0	0	0	0.319923176927885	0	0	0	0	3.08768083142555	0.362302014014001	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor plautii	0	0.446739516654204	0	0	0	0	0	0.319923176927885	0	0	0	0	3.08768083142555	0.362302014014001	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter	0	0.78157265981762	0	0.726704829559202	0.127404032912785	1.62423439520872	0.611713714386059	0.997159953786542	0.724991905559811	0	0.188999893003013	0.144350449038571	0	0.544004376115956	1.15377782067976	0.879088289058265
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter sp000177015	0	0.554441100160211	0	0.42586767866118	0.127404032912785	1.62423439520872	0.611713714386059	0.559545830245804	0.724991905559811	0	0.188999893003013	0.144350449038571	0	0.544004376115956	1.06081742821329	0.723302511228241
