;ID0;ID1;ID2;ID3;ID4;ID5;ID6;ID7;ID8;ID9;ID10;ID11;ID12;ID13;ID14;ID15;ID16;ID17;ID18;ID19;ID20;ID21;ID22;ID23;ID24;ID25;ID26;ID27;ID28;ID29;ID30;ID31;ID32;ID33;ID34;ID35;ID36;ID37;ID38;ID39;ID40;ID41;ID42;ID43;ID44;ID45;ID46;ID47;ID48;ID49;ID50;ID51;ID52;ID53;ID54;ID55;ID56;ID57;ID58;ID59;ID60;ID61
ID36;0.868850;0.726400;0.632365;0.818429;0.831681;0.678169;0.707212;0.826219;0.935357;0.683185;0.735370;0.915347;0.951034;0.772640;0.730538;0.836541;0.932748;0.916703;0.737937;0.764939;0.866958;0.897777;0.909908;0.627503;0.762119;0.915728;0.916145;0.675554;0.695310;0.874889;0.953418;0.985959;0.732368;0.784375;0.895318;0.908000;0.000000;0.665080;0.789092;0.670209;0.756089;0.816229;0.725867;0.748289;0.600630;0.853850;0.683461;0.791933;0.702305;0.801534;0.672416;0.841537;0.650265;0.710688;0.761482;0.727475;0.779638;0.683580;0.795889;0.739369;0.677987;0.708641
ID37;0.867296;0.683530;0.565361;0.835027;0.811077;0.733661;0.679193;0.795549;0.933687;0.741344;0.740772;0.905592;0.947425;0.749388;0.719461;0.815204;0.925621;0.909409;0.742600;0.716411;0.841696;0.860896;0.902737;0.628989;0.674861;0.922368;0.925430;0.681356;0.644384;0.892461;0.951138;0.984601;0.657210;0.758471;0.884585;0.907071;0.665080;0.000000;0.667435;0.667464;0.729666;0.784447;0.590183;0.644409;0.662859;0.834873;0.631513;0.776087;0.651812;0.770894;0.628836;0.815518;0.580733;0.624115;0.700481;0.658766;0.739372;0.635836;0.780239;0.686668;0.656277;0.629165
ID38;0.885237;0.823098;0.789372;0.898883;0.867625;0.822752;0.820378;0.852282;0.933914;0.823868;0.844354;0.914567;0.953111;0.847071;0.819959;0.726905;0.926153;0.910690;0.841988;0.821665;0.722539;0.884095;0.901232;0.767975;0.784862;0.917663;0.922620;0.769651;0.773927;0.910744;0.940828;0.967476;0.809843;0.811522;0.782031;0.915164;0.789092;0.667435;0.000000;0.832257;0.765678;0.722654;0.696505;0.643584;0.783476;0.692493;0.710019;0.617967;0.705477;0.633394;0.716577;0.646558;0.784105;0.680424;0.609309;0.749622;0.662707;0.728469;0.623333;0.787570;0.766089;0.739664
ID39;0.878771;0.679635;0.666481;0.859612;0.865378;0.733778;0.648781;0.832660;0.944812;0.763713;0.752324;0.926066;0.953948;0.801147;0.716664;0.843249;0.943109;0.931175;0.743222;0.740807;0.870285;0.911408;0.927494;0.695596;0.687065;0.927955;0.927506;0.774557;0.770295;0.909216;0.960962;0.988728;0.758263;0.819352;0.916860;0.920080;0.670209;0.667464;0.832257;0.000000;0.731263;0.800945;0.720094;0.756502;0.677117;0.876712;0.673349;0.818878;0.694950;0.828559;0.678386;0.853654;0.659697;0.702600;0.772986;0.727014;0.790915;0.697576;0.814028;0.699992;0.716369;0.728586
ID40;0.863711;0.774843;0.753075;0.854943;0.856323;0.735517;0.724302;0.823160;0.922180;0.747865;0.712215;0.905055;0.943024;0.739978;0.645203;0.739504;0.924065;0.908760;0.707288;0.648128;0.758392;0.889060;0.902145;0.720744;0.727157;0.903685;0.896657;0.736170;0.704016;0.882271;0.942709;0.975199;0.762082;0.694667;0.822799;0.897735;0.756089;0.729666;0.765678;0.731263;0.000000;0.440664;0.754125;0.762008;0.675526;0.791969;0.673578;0.724230;0.696553;0.770334;0.712125;0.778026;0.698954;0.685931;0.708006;0.598313;0.643302;0.727089;0.765125;0.725100;0.702794;0.685842
ID41;0.877195;0.834655;0.815854;0.883974;0.876663;0.804951;0.786681;0.858645;0.923636;0.811241;0.791278;0.910799;0.948195;0.800101;0.721138;0.668049;0.925578;0.911496;0.773111;0.706959;0.683006;0.900209;0.906295;0.783962;0.777237;0.905826;0.896070;0.795831;0.753746;0.900422;0.939119;0.967683;0.815854;0.745120;0.759562;0.906684;0.816229;0.784447;0.722654;0.800945;0.440664;0.000000;0.776359;0.761607;0.735825;0.718015;0.724951;0.676125;0.723924;0.715529;0.761791;0.725426;0.775270;0.719140;0.693002;0.685726;0.601994;0.776796;0.728992;0.774727;0.770096;0.738181
ID42;0.872522;0.683112;0.665752;0.877264;0.840307;0.775612;0.750114;0.809851;0.927350;0.749246;0.791760;0.900615;0.951423;0.775870;0.795539;0.809566;0.927571;0.918872;0.763888;0.764006;0.822748;0.859914;0.902923;0.657102;0.688014;0.916619;0.920513;0.690212;0.708163;0.903609;0.944396;0.979531;0.659038;0.790452;0.864244;0.906193;0.725867;0.590183;0.696505;0.720094;0.754125;0.776359;0.000000;0.279860;0.729335;0.839659;0.604691;0.695931;0.666135;0.745308;0.605508;0.733958;0.648663;0.583597;0.634464;0.700903;0.728998;0.674731;0.743231;0.746799;0.717817;0.697384
ID43;0.875078;0.725356;0.706917;0.889467;0.850688;0.800500;0.776534;0.820850;0.927518;0.774927;0.815972;0.903881;0.952815;0.799979;0.813808;0.790564;0.928153;0.919006;0.795708;0.790532;0.794413;0.865456;0.903707;0.688168;0.719187;0.916235;0.921358;0.715057;0.740106;0.906124;0.941805;0.974944;0.712173;0.804172;0.838530;0.909453;0.748289;0.644409;0.643584;0.756502;0.762008;0.761607;0.279860;0.000000;0.746584;0.812072;0.616059;0.654765;0.663440;0.712365;0.627920;0.682145;0.698478;0.587053;0.596784;0.710901;0.710127;0.688633;0.709621;0.761224;0.737834;0.714050
ID44;0.864017;0.739354;0.595433;0.766635;0.798526;0.685218;0.593632;0.792022;0.924112;0.681906;0.695873;0.896221;0.941871;0.775194;0.640883;0.780385;0.918397;0.904850;0.707743;0.691134;0.840593;0.888056;0.896782;0.600881;0.706496;0.910461;0.914586;0.717621;0.652997;0.869951;0.947868;0.983898;0.746623;0.713253;0.854111;0.887779;0.600630;0.662859;0.783476;0.677117;0.675526;0.735825;0.729335;0.746584;0.000000;0.795254;0.647085;0.774928;0.626553;0.758213;0.687320;0.835289;0.504220;0.665444;0.732214;0.611912;0.700516;0.670373;0.755502;0.672170;0.653687;0.689520
ID45;0.911918;0.901239;0.858361;0.907909;0.889381;0.865994;0.859132;0.890290;0.932261;0.871521;0.868383;0.930774;0.960655;0.889075;0.844027;0.687364;0.931175;0.919363;0.856756;0.847951;0.712048;0.927851;0.923187;0.834447;0.866165;0.922678;0.915225;0.847240;0.822678;0.919594;0.941120;0.956677;0.883762;0.829942;0.728319;0.922576;0.853850;0.834873;0.692493;0.876712;0.791969;0.718015;0.839659;0.812072;0.795254;0.000000;0.816590;0.689300;0.803333;0.672849;0.831272;0.689742;0.839651;0.794331;0.731218;0.785855;0.691690;0.807402;0.704028;0.850960;0.828523;0.826663
