ID	reSRR9697535_taxonomic_profile	reSRR9697536_taxonomic_profile	reSRR9697537_taxonomic_profile	reSRR9697538_taxonomic_profile	reSRR9697539_taxonomic_profile	reSRR9697540_taxonomic_profile	reSRR9697541_taxonomic_profile	reSRR9697542_taxonomic_profile	reSRR9697543_taxonomic_profile	reSRR9697544_taxonomic_profile	reSRR9697545_taxonomic_profile	reSRR9697546_taxonomic_profile	reSRR9697547_taxonomic_profile	reSRR9697548_taxonomic_profile	reSRR9697549_taxonomic_profile	reSRR9697550_taxonomic_profile	reSRR9697551_taxonomic_profile	reSRR9697552_taxonomic_profile	reSRR9697553_taxonomic_profile	reSRR9697554_taxonomic_profile	reSRR9697555_taxonomic_profile	reSRR9697556_taxonomic_profile	reSRR9697557_taxonomic_profile	reSRR9697558_taxonomic_profile	reSRR9697559_taxonomic_profile	reSRR9697560_taxonomic_profile	reSRR9697561_taxonomic_profile	reSRR9697562_taxonomic_profile	reSRR9697563_taxonomic_profile	reSRR9697564_taxonomic_profile	reSRR9697566_taxonomic_profile	reSRR9697567_taxonomic_profile	reSRR9697568_taxonomic_profile	reSRR9697569_taxonomic_profile
#SampleID	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae	0.10232	0.21457	1.71876	0.156	0.03627	1.03385	0.0	0.3885	0.0	0.0	0.0	0.29824	0.37318	0.0	0.47835	0.97492	0.16602	3.31518	0.779	0.15905	1.33136	2.76485	1.05259	1.65366	0.12772	0.0	0.86034	7.49923	1.95239	1.85076	0.28519	0.0	1.03131	1.69507
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae|t__Enterobacter_cloacae_unclassified	0.10232	0.21457	1.71876	0.156	0.03627	1.03385	0.0	0.3885	0.0	0.0	0.0	0.29824	0.37318	0.0	0.47835	0.97492	0.16602	3.31518	0.779	0.15905	1.33136	2.76485	1.05259	1.65366	0.12772	0.0	0.86034	0.0	1.95239	1.85076	0.28519	0.0	1.03131	1.69507
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae|t__GCF_000496775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.49923	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_hormaechei	0.0	0.0	0.91494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_hormaechei|t__Enterobacter_hormaechei_unclassified	0.0	0.0	0.91494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	0.0	0.21185	0.06323	0.0	0.0	0.38744	0.26809	0.56877	0.26757	0.2639	0.08983	0.0	0.0	0.0	0.0	0.0	0.0	0.53581	0.48604	0.0	0.0	0.40167	0.32175	0.18401	0.41669	0.0	0.0	1.2737	1.77474	0.33893	1.52639	0.0	0.98807	1.38947
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20735	0.0	0.0	0.0	0.72677	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__Escherichia_coli_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20735	0.0	0.0	0.0	0.72677	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_hermannii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05316	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_hermannii|t__GCF_000248015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05316	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified	0.0	0.21185	0.06323	0.0	0.0	0.38744	0.26809	0.56877	0.26757	0.2639	0.08983	0.0	0.0	0.0	0.0	0.0	0.0	0.53581	0.48604	0.0	0.0	0.40167	0.32175	0.18401	0.20934	0.0	0.0	1.22054	1.04796	0.33893	1.52639	0.0	0.98807	1.38947
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	0.0	0.0	0.0	0.0	0.0	2.31766	0.0	0.38799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57758	0.25779	0.0	0.0	0.21614	0.0	0.0	0.0	0.0	0.06726	0.0	0.0	0.0	0.0	0.0	0.33371
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	0.0	0.0	0.0	0.0	0.0	0.95274	0.0	0.38652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33371
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae|t__Klebsiella_pneumoniae_unclassified	0.0	0.0	0.0	0.0	0.0	0.95274	0.0	0.38652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33371
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_unclassified	0.0	0.0	0.0	0.0	0.0	1.36492	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57758	0.25779	0.0	0.0	0.16419	0.0	0.0	0.0	0.0	0.06726	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea	0.0	30.39052	2.79992	0.0	0.0	0.0	0.0	0.0	5.49385	0.0	13.85927	0.0	0.0	0.0	0.0	4.59093	0.0	6.90701	0.93638	2.35085	3.8015	9.84097	6.28034	64.63216	0.39272	0.0	0.67872	16.95457	3.06792	37.31182	0.0	1.09302	2.73318	6.36745
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_agglomerans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1189	0.0	0.0	0.0	0.00573	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_agglomerans|t__Pantoea_agglomerans_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1189	0.0	0.0	0.0	0.00573	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_ananatis	0.0	1.70613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03261	0.0	0.0	0.0	0.0	0.0	0.14016	0.0	0.0	0.0	0.88602	0.0	0.0	0.0	0.0	0.0	0.47658
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_ananatis|t__Pantoea_ananatis_unclassified	0.0	1.70613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03261	0.0	0.0	0.0	0.0	0.0	0.14016	0.0	0.0	0.0	0.88602	0.0	0.0	0.0	0.0	0.0	0.47658
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_dispersa	0.0	1.96085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24708	0.0	0.0	0.0	0.0	0.85521	0.0	0.0	0.0	0.0	0.0	1.23669	0.0	2.75479	0.0	0.0	0.29971	0.19674	0.14659	0.5078	0.0	0.0	0.0	0.04669
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_dispersa|t__GCF_000465555	0.0	1.96085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24708	0.0	0.0	0.0	0.0	0.85521	0.0	0.0	0.0	0.0	0.0	1.23669	0.0	2.75479	0.0	0.0	0.29971	0.19674	0.14659	0.5078	0.0	0.0	0.0	0.04669
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_sp_Sc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58695	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_sp_Sc1|t__GCF_000255315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58695	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_unclassified	0.0	26.70216	2.79992	0.0	0.0	0.0	0.0	0.0	5.49385	0.0	13.6122	0.0	0.0	0.0	0.0	3.73572	0.0	3.8744	0.93638	2.35085	3.8015	8.60428	6.28034	61.11023	0.39272	0.0	0.37901	14.17308	2.92133	36.80402	0.0	1.09302	2.73318	5.84418
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_vagans	0.0	0.02137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50808	0.0	0.0	0.0	0.10604	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_vagans|t__GCF_000148935	0.0	0.02137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50808	0.0	0.0	0.0	0.10604	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Plesiomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32751	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Plesiomonas|s__Plesiomonas_shigelloides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32751	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Plesiomonas|s__Plesiomonas_shigelloides|t__GCF_000392595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32751	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07881	0.0	0.09758	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07881	0.0	0.09758	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionellaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07881	0.0	0.09758	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	0.0	0.0	0.88951	3.8221	0.0	0.0	0.0	0.0	5.64591	0.0	0.31591	0.58366	0.0	0.0	0.36947	1.36632	0.0	2.82647	0.0	0.0	0.0	9.88797	7.7615	2.26488	0.0	0.0	3.66724	27.26393	0.0	1.19193	0.0	0.0	25.66302	0.22211
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae	0.0	0.0	0.0	3.08185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.66302	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax	0.0	0.0	0.0	3.08185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.66302	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax_pacificus	0.0	0.0	0.0	3.08185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.66302	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax_pacificus|t__GCF_000299335	0.0	0.0	0.0	3.08185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.66302	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	0.0	0.0	0.88951	0.74026	0.0	0.0	0.0	0.0	5.64591	0.0	0.31591	0.0	0.0	0.0	0.36947	1.36632	0.0	2.82647	0.0	0.0	0.0	9.88797	7.54343	2.26488	0.0	0.0	3.66724	27.26393	0.0	1.19193	0.0	0.0	0.0	0.22211
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas	0.0	0.0	0.88951	0.74026	0.0	0.0	0.0	0.0	5.64591	0.0	0.31591	0.0	0.0	0.0	0.36947	1.36632	0.0	2.82647	0.0	0.0	0.0	9.88797	7.54343	2.26488	0.0	0.0	3.66724	27.26393	0.0	1.19193	0.0	0.0	0.0	0.22211
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_unclassified	0.0	0.0	0.88951	0.74026	0.0	0.0	0.0	0.0	5.64591	0.0	0.31591	0.0	0.0	0.0	0.36947	1.36632	0.0	2.82647	0.0	0.0	0.0	9.88797	7.54343	2.26488	0.0	0.0	3.66724	27.26393	0.0	1.19193	0.0	0.0	0.0	0.22211
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	4.47288	3.67363	1.15291	7.9608	2.90013	26.44188	0.0	35.50812	6.72784	20.19098	21.26693	4.74053	8.11941	0.0	3.65112	0.69778	6.65519	28.24038	15.36083	15.40469	12.70235	8.04298	7.73162	6.60956	5.76649	0.0	2.80909	5.92675	16.88363	10.30076	12.49322	0.68445	27.49404	30.22548
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	0.51515	2.43878	0.01724	0.74442	1.55845	0.0	0.0	16.4397	0.0	13.55557	14.16823	0.88925	2.94145	0.0	0.0	0.0	0.27584	7.0694	2.92671	9.47339	0.0	2.75274	0.41202	0.0	1.06242	0.0	0.17326	0.46709	4.48805	1.77871	7.0104	0.26377	5.54313	20.69724
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	0.51515	2.43878	0.0	0.74442	1.55845	0.0	0.0	16.4397	0.0	13.55557	14.16823	0.88925	2.94145	0.0	0.0	0.0	0.27584	7.0694	2.92671	9.47339	0.0	2.75274	0.41202	0.0	1.06242	0.0	0.17326	0.46709	4.48805	1.77871	7.0104	0.26377	5.54313	20.69724
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_baylyi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.80091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_baylyi|t__Acinetobacter_baylyi_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.80091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_bereziniae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54042
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_bereziniae|t__Acinetobacter_bereziniae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54042
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	0.34627	0.0	0.0	0.15363	0.0	0.0	0.0	0.0	0.0	1.64802	0.10409	0.59996	0.0	0.0	0.0	0.27584	4.86813	0.38803	1.02864	0.0	1.27661	0.0	0.0	0.0	0.0	0.0	0.0	2.41474	0.54117	0.0	0.0	1.54515	4.26796
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_pittii_calcoaceticus_nosocomialis|t__Acinetobacter_pittii_calcoaceticus_nosocomialis_unclassified	0.0	0.34627	0.0	0.0	0.15363	0.0	0.0	0.0	0.0	0.0	1.64802	0.10409	0.59996	0.0	0.0	0.0	0.27584	4.86813	0.38803	1.02864	0.0	1.27661	0.0	0.0	0.0	0.0	0.0	0.0	2.41474	0.54117	0.0	0.0	1.54515	4.26796
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_schindleri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04856	2.10998
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_schindleri|t__Acinetobacter_schindleri_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04856	2.10998
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_soli	0.0	0.97427	0.0	0.0	0.27521	0.0	0.0	0.0	0.0	0.0	11.49745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47152	2.15265	0.0	1.27423	0.0	0.0	0.07425	0.0	0.0	0.13165	0.23404	0.0	0.0	0.0	0.21643	2.51084
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_soli|t__Acinetobacter_soli_unclassified	0.0	0.97427	0.0	0.0	0.27521	0.0	0.0	0.0	0.0	0.0	11.49745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47152	2.15265	0.0	1.27423	0.0	0.0	0.07425	0.0	0.0	0.13165	0.23404	0.0	0.0	0.0	0.21643	2.51084
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_tandoii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19008	0.0	0.0	0.98817	0.0	0.0	0.0	0.0	0.0	0.14019	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_tandoii|t__GCF_000400735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19008	0.0	0.0	0.98817	0.0	0.0	0.0	0.0	0.0	0.14019	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_towneri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63212
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_towneri|t__GCF_000368785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63212
