ID	reSRR9697535_taxonomic_profile	reSRR9697536_taxonomic_profile	reSRR9697537_taxonomic_profile	reSRR9697538_taxonomic_profile	reSRR9697539_taxonomic_profile	reSRR9697540_taxonomic_profile	reSRR9697541_taxonomic_profile	reSRR9697542_taxonomic_profile	reSRR9697543_taxonomic_profile	reSRR9697544_taxonomic_profile	reSRR9697545_taxonomic_profile	reSRR9697546_taxonomic_profile	reSRR9697547_taxonomic_profile	reSRR9697548_taxonomic_profile	reSRR9697549_taxonomic_profile	reSRR9697550_taxonomic_profile	reSRR9697551_taxonomic_profile	reSRR9697552_taxonomic_profile	reSRR9697553_taxonomic_profile	reSRR9697554_taxonomic_profile	reSRR9697555_taxonomic_profile	reSRR9697556_taxonomic_profile	reSRR9697557_taxonomic_profile	reSRR9697558_taxonomic_profile	reSRR9697559_taxonomic_profile	reSRR9697560_taxonomic_profile	reSRR9697561_taxonomic_profile	reSRR9697562_taxonomic_profile	reSRR9697563_taxonomic_profile	reSRR9697564_taxonomic_profile	reSRR9697566_taxonomic_profile	reSRR9697567_taxonomic_profile	reSRR9697568_taxonomic_profile	reSRR9697569_taxonomic_profile
#SampleID	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis
k__Bacteria|p__Chloroflexi|c__Chloroflexi|o__Herpetosiphonales|f__Herpetosiphonaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Chloroflexi|c__Chloroflexi|o__Herpetosiphonales|f__Herpetosiphonaceae|g__Herpetosiphon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Chloroflexi|c__Chloroflexi|o__Herpetosiphonales|f__Herpetosiphonaceae|g__Herpetosiphon|s__Herpetosiphon_aurantiacus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Chloroflexi|c__Chloroflexi|o__Herpetosiphonales|f__Herpetosiphonaceae|g__Herpetosiphon|s__Herpetosiphon_aurantiacus|t__GCF_000018565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Chroococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Chroococcales|f__Chroococcales_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Chroococcales|f__Chroococcales_noname|g__Cyanobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Chroococcales|f__Chroococcales_noname|g__Cyanobium|s__Cyanobium_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Nostocales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Nostocales|f__Nostocaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Nostocales|f__Nostocaceae|g__Anabaena	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Nostocales|f__Nostocaceae|g__Anabaena|s__Anabaena_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Nostocales|f__Nostocaceae|g__Nostoc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Nostocales|f__Rivulariaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Nostocales|f__Rivulariaceae|g__Rivulariaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales|f__Oscillatoriales_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales|f__Oscillatoriales_noname|g__Microcoleus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales|f__Oscillatoriales_noname|g__Microcoleus|s__Microcoleus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Deinococcus_Thermus	0.0	0.0	0.0	0.0	0.44032	0.0	0.0	0.0	0.0	0.0	0.10361	0.0	0.0	0.0	0.0	0.22407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03918	0.0	0.0	1.76063	0.13509	0.0	0.0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci	0.0	0.0	0.0	0.0	0.44032	0.0	0.0	0.0	0.0	0.0	0.10361	0.0	0.0	0.0	0.0	0.22407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03918	0.0	0.0	1.76063	0.13509	0.0	0.0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales	0.0	0.0	0.0	0.0	0.44032	0.0	0.0	0.0	0.0	0.0	0.10361	0.0	0.0	0.0	0.0	0.22407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03918	0.0	0.0	1.76063	0.13509	0.0	0.0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10361	0.0	0.0	0.0	0.0	0.22407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03918	0.0	0.0	1.76063	0.13509	0.0	0.0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10361	0.0	0.0	0.0	0.0	0.22407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03918	0.0	0.0	1.76063	0.13509	0.0	0.0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10361	0.0	0.0	0.0	0.0	0.22407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03918	0.0	0.0	1.76063	0.13509	0.0	0.0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcales_unclassified	0.0	0.0	0.0	0.0	0.44032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes	0.0	32.91745	13.10324	1.68653	9.08666	0.12514	0.41373	0.58226	2.59058	0.11681	5.49085	8.70062	1.67956	0.30214	0.76198	0.74124	0.74195	1.80555	0.05782	0.85912	9.92104	19.80833	1.99783	1.98254	0.23519	3.29617	0.27855	1.07942	2.77253	11.01975	0.0	0.02766	1.37344	10.51288
k__Bacteria|p__Firmicutes|c__Bacilli	0.0	32.91745	5.34308	1.68653	9.08666	0.12514	0.41373	0.58226	2.59058	0.0	4.67033	8.70062	1.67956	0.30214	0.76198	0.74124	0.74195	1.80555	0.05782	0.85912	9.92104	19.80833	1.99783	1.42228	0.23519	3.29617	0.1627	1.02771	2.1448	11.01975	0.0	0.02766	1.37344	7.72302
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.0	32.79682	5.34308	1.68653	9.08666	0.12514	0.41373	0.0	2.59058	0.0	4.67033	8.70062	1.67956	0.30214	0.76198	0.74124	0.74195	1.80555	0.05782	0.85912	9.92104	19.80833	1.99783	1.42228	0.23519	3.29617	0.1627	1.02771	2.1448	11.01975	0.0	0.02766	1.30456	7.47787
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	0.0	32.39283	1.03076	1.68653	5.40123	0.12514	0.41373	0.0	1.53589	0.0	3.08438	8.70062	1.67956	0.30214	0.76198	0.74124	0.74195	1.18855	0.05782	0.85912	9.7149	15.46139	1.67983	1.07234	0.23519	3.29617	0.1627	0.47329	1.84774	10.47057	0.0	0.02766	1.05898	4.88933
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus	0.0	32.39283	1.03076	1.68653	5.40123	0.12514	0.41373	0.0	1.53589	0.0	3.08438	8.70062	1.67956	0.30214	0.76198	0.74124	0.74195	1.18855	0.05782	0.85912	9.7149	15.46139	1.67983	1.07234	0.23519	3.29617	0.1627	0.47329	1.84774	10.47057	0.0	0.02766	1.05898	4.88933
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cereus_thuringiensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77937	0.0	0.0	0.63771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02082	0.0	0.0	0.0	0.04156	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cereus_thuringiensis|t__Bacillus_cereus_thuringiensis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77937	0.0	0.0	0.63771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02082	0.0	0.0	0.0	0.04156	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_isronensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22943
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_isronensis|t__GCF_000298255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22943
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_megaterium	0.0	32.39283	1.03076	1.68653	5.40123	0.12514	0.41373	0.0	1.53589	0.0	2.83453	7.4957	1.67956	0.30214	0.12427	0.74124	0.74195	1.18855	0.05782	0.85912	9.7149	15.28745	1.67983	1.07234	0.21437	3.29617	0.1627	0.47329	1.80618	10.39884	0.0	0.02766	1.05898	4.39312
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_megaterium|t__Bacillus_megaterium_unclassified	0.0	32.39283	1.03076	1.68653	5.40123	0.12514	0.41373	0.0	1.53589	0.0	2.83453	7.4957	1.67956	0.30214	0.12427	0.74124	0.74195	1.18855	0.05782	0.85912	9.7149	15.28745	1.67983	1.07234	0.21437	3.29617	0.1627	0.47329	1.80618	10.39884	0.0	0.02766	1.05898	4.39312
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_pumilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24985	0.42555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07173	0.0	0.0	0.0	0.26678
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_pumilus|t__Bacillus_pumilus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24985	0.42555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07173	0.0	0.0	0.0	0.26678
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.0	0.40399	3.22157	0.0	3.68543	0.0	0.0	0.0	0.0	0.0	1.41033	0.0	0.0	0.0	0.0	0.0	0.0	0.617	0.0	0.0	0.20613	1.67989	0.31799	0.34995	0.0	0.0	0.0	0.54066	0.29706	0.54918	0.0	0.0	0.24558	2.39027
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Bhargavaea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04443
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Bhargavaea|s__Bhargavaea_cecembensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04443
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Bhargavaea|s__Bhargavaea_cecembensis|t__GCF_000348905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04443
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Exiguobacterium	0.0	0.40399	3.22157	0.0	3.68543	0.0	0.0	0.0	0.0	0.0	1.41033	0.0	0.0	0.0	0.0	0.0	0.0	0.617	0.0	0.0	0.20613	1.67989	0.31799	0.34995	0.0	0.0	0.0	0.54066	0.29706	0.54918	0.0	0.0	0.24558	2.34584
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Exiguobacterium|s__Exiguobacterium_sp_MH3	0.0	0.0	1.88597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54066	0.0	0.0	0.0	0.0	0.0	2.34584
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Exiguobacterium|s__Exiguobacterium_sp_MH3|t__GCF_000496635	0.0	0.0	1.88597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54066	0.0	0.0	0.0	0.0	0.0	2.34584
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Exiguobacterium|s__Exiguobacterium_unclassified	0.0	0.40399	1.33559	0.0	3.68543	0.0	0.0	0.0	0.0	0.0	1.41033	0.0	0.0	0.0	0.0	0.0	0.0	0.617	0.0	0.0	0.20613	1.67989	0.31799	0.34995	0.0	0.0	0.0	0.0	0.29706	0.54918	0.0	0.0	0.24558	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01075	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01075	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01075	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_massiliensis|t__GCF_000377505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01075	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19828
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Solibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19828
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Solibacillus|s__Solibacillus_silvestris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19828
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Solibacillus|s__Solibacillus_silvestris|t__GCF_000271325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19828
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	0.0	0.0	1.09075	0.0	0.0	0.0	0.0	0.0	1.05469	0.0	0.17561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66704	0.0	0.0	0.0	0.0	0.0	0.00301	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	0.0	0.0	1.09075	0.0	0.0	0.0	0.0	0.0	1.05469	0.0	0.17561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66704	0.0	0.0	0.0	0.0	0.0	0.00301	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_vitulinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_vitulinus|t__GCF_000286335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus	0.0	0.0	1.09075	0.0	0.0	0.0	0.0	0.0	1.05469	0.0	0.05546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32051	0.0	0.0	0.0	0.0	0.0	0.00301	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus|t__GCF_000338275	0.0	0.0	1.09075	0.0	0.0	0.0	0.0	0.0	1.05469	0.0	0.05546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32051	0.0	0.0	0.0	0.0	0.0	0.00301	0.0	0.0	0.0	0.0	0.0	0.0
