Taxa	reSRR9697535	reSRR9697536	reSRR9697537	reSRR9697538	reSRR9697539	reSRR9697540	reSRR9697541	reSRR9697542	reSRR9697543	reSRR9697544	reSRR9697545	reSRR9697546	reSRR9697547	reSRR9697548	reSRR9697549	reSRR9697550	reSRR9697551	reSRR9697552	reSRR9697553	reSRR9697554	reSRR9697555	reSRR9697556	reSRR9697557	reSRR9697558	reSRR9697559	reSRR9697560	reSRR9697561	reSRR9697562	reSRR9697563	reSRR9697564	reSRR9697566	reSRR9697567	reSRR9697568	reSRR9697569
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__methylocystaceae|g__methylocystis	0.0144442750205276	0.0209298623607706	0.0143041523952202	0.0138098467365409	0.0137172160734117	0.0148298047686631	0.0134159983142321	0.0103321388128485	0.0162953838711432	0.00749305972581531	0.013005444555266	0.00787580556429562	0.0118812574819971	0.00658435735824932	0.00906783719594239	0.0113553974400727	0.0143121204444106	0.0111196285330217	0.0180427881092933	0.0224554960138376	0.0124968841235766	0.0106047885157319	0.00818453209381623	0.00619742815379192	0.00733383648652933	0.00890814111027348	0.0180773941114854	0.00611606918071992	0.0131013727753926	0.0228107399237202	0.00975713938019398	0.00915135572108282	0.00762772122873185	0.00582881450652258
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__methylocystaceae|g__methylocystis|s__methylocystis_bryophila	0.00167155479477837	0.00147393396906835	0.00116339505027268	0.00199539365527981	0.00256255684887911	0.00301080269601367	0.00212431854284865	0.00182221357244783	0.00231669312866855	0.000904070600865242	0.00175884516800189	0.00137436706010604	0.00165674905127449	0.00111353102382158	0.00111311773962167	0.00202235328001294	0.00196003797708093	0.000988411425157487	0.0024077629983317	0.00311881889081077	0.00208281402059609	0.00200448109875902	0.00140641124285148	0.000980058405715931	0.00116093071191018	0.0014245428214723	0.00329632588277941	0.00107131646581268	0.00099389724502978	0.00211872976372311	0.00192432471109381	0.00174224207114803	0.0013409464260556	0.000944158708553188
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__methylocystaceae|g__methylocystis|s__methylocystis_heyeri	0.00196503388088449	0.00142480283676607	0.00121946228161113	0.00195232760516586	0.00231132578526351	0.00253035545728808	0.0022811474285623	0.00180342786551538	0.0025719220326744	0.000704868604064426	0.0016730478427335	0.00100397026376541	0.0021301059230672	0.00142822457403202	0.00196831795420905	0.00184801248001183	0.00216757140994832	0.000521661585499785	0.00300970374791462	0.00294728385181618	0.00233649008720716	0.00181486802184939	0.0016994135851122	0.00103770890016981	0.00131072822312439	0.00169045748148047	0.00296764598984332	0.00106940340069516	0.00119719440878587	0.00247643738616987	0.00159908673175401	0.00166888451025759	0.00130611664875545	0.000663251985347281
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__methylocystaceae|g__methylocystis|s__methylocystis_parvus	0.00276891137760997	0.00288235976173366	0.00367240365266799	0.0031868877084325	0.00291428033794095	0.00253035545728808	0.00312232054284465	0.00216035629723196	0.00278788495144859	0.00225251488690153	0.00293855839044218	0.00187147854993163	0.00217744161024647	0.00154926055488219	0.00173754964233627	0.00242914848001555	0.00270562105071564	0.00120805840852582	0.00361164449749755	0.00505248660311345	0.00267027438537961	0.0023837072525783	0.00146501171130362	0.00141243711412002	0.00146052573433861	0.00189939042862974	0.00377267355370129	0.00114783907051359	0.00194261734255821	0.00338446442776549	0.00203273737087375	0.00201733292448719	0.00118421242820494	0.0012016565381586
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__methylocystaceae|g__methylocystis|s__methylocystis_rosea	0.00387902792070706	0.00738604688944251	0.00404384906028517	0.00287107000759685	0.00249974908297521	0.00326704122333398	0.00253777651427556	0.00216035629723196	0.00394623151578286	0.0020073431985313	0.00370358454075194	0.00165703829941863	0.00284014123075627	0.000556765511910788	0.00209048941343582	0.00238265760001525	0.00358187332282241	0.00409092506523515	0.00388946330499736	0.00509926888647562	0.00216292225215748	0.00223472554929215	0.00160174613769196	0.000807106922354296	0.00164153106038912	0.00151951234290379	0.00364405968255238	0.00124923152174229	0.0040885318488725	0.00715415244893517	0.0017888088863689	0.00170556329070281	0.00165441442175691	0.00156059290669948
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__methylocystaceae|g__methylocystis|s__methylocystis_sp._sb2	0.00183743427822966	0.00422527737799593	0.00192030267334166	0.00180877410478602	0.00178374055167076	0.00166555042758203	0.0012831454285663	0.00107078529514976	0.00247375706959523	0.000658898912495007	0.00146570430666824	0.000925991990851589	0.00142007061537813	0.00108932382765154	0.00103167010013716	0.00137148096000878	0.00199078367083906	0.00211410221492018	0.0023614598637484	0.00288490747399997	0.00181578658205813	0.000866802637301199	0.000937607495234317	0.0013259613724392	0.000892543504318038	0.00117762206575044	0.00213880104243924	0.00085896623776767	0.00266545170257986	0.00387975190499946	0.0013009519173592	0.000834442255128794	0.000992648653054145	0.000608631233612799
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__methylocystaceae|g__methylocystis|s__methylocystis_sp._sc2	0.00228403288752159	0.00348831039346176	0.00227072286920692	0.00195232760516586	0.00162044036032062	0.00172961005941211	0.00201026117142053	0.00127742807140673	0.00215962918774187	0.000919393831388381	0.00144425497535114	0.00101371754787963	0.00146740630255741	0.000750423081271062	0.00108596852646017	0.00127849920000818	0.00189086016612513	0.00214155808784122	0.00273188494041481	0.00332154211871348	0.0013751913084705	0.0012595725823283	0.000996207963686462	0.000518854450084905	0.000855094126514484	0.00113963425717784	0.00224836100675128	0.000711660223718426	0.0021459145063143	0.00374217205021224	0.00105702343285435	0.00115538158402448	0.00109713798495458	0.000834917205084224
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__methylocystaceae|g__methylosinus	0.00491258470221124	0.00478209687742176	0.00376351290359296	0.00554116511466192	0.0072731392916716	0.00595754576019725	0.00613058371426119	0.00430192688753148	0.00649852055584143	0.00268156534154945	0.00482609954634664	0.00410360661208967	0.00558561108715399	0.00213023326296301	0.00401808354790261	0.00495127872003169	0.00632592649073571	0.00211410221492018	0.00688373267471755	0.00913813935007557	0.00548741386195509	0.0049841151644819	0.00271515503828271	0.00253662175597065	0.00320816336517113	0.00408368942155394	0.0078787904770479	0.00264768212265135	0.00361417180010829	0.00715415244893517	0.00463464120559214	0.00428224761697963	0.00362229683921513	0.00202877077870933
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__methylocystaceae|g__methylosinus|s__methylosinus_sp._c49	0.00201607372194643	0.00221090095360252	0.0017100505558225	0.00268445045710306	0.00271329548704847	0.00243426600954296	0.00292272014284545	0.00187857069324519	0.00239522509913189	0.000904070600865242	0.00230937800514069	0.00174476385644668	0.00284014123075627	0.000847251865951199	0.00191401952788604	0.00239428032001532	0.0029054680601435	0.000741308568868115	0.00304057250430349	0.00433515825822698	0.00255011203803752	0.00219409417566866	0.0011329423900748	0.00109535939462369	0.00140435166763328	0.00170945138576677	0.00384888918104879	0.00123201393568459	0.00158120016254738	0.00269656515382941	0.00208694370076371	0.00205401170493242	0.00175890375365734	0.000889537956818706
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__methylocystaceae|g__methylosinus|s__methylosinus_trichosporium	0.00289651098026481	0.00255481887971847	0.00205346234777046	0.00285671465755887	0.00455984380462313	0.00352327975065429	0.00320786357141574	0.00242335619428629	0.00410329545670955	0.00176217151016106	0.00251672154120595	0.00234909547152877	0.00274546985639773	0.00128298139701182	0.00210406402001657	0.00255699840001637	0.00342045843059221	0.00134533777313102	0.00384316017041406	0.00480298109184859	0.00292395045199067	0.0027764771976054	0.00158221264820791	0.00141243711412002	0.00179757013457059	0.00237423803578717	0.00402513781928989	0.00141566818696676	0.00203297163756091	0.00445758729510576	0.00254769750482843	0.00221906621693591	0.00184597819690771	0.00113923282189062
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__parvibaculaceae	0.00797497516592733	0.0052897852445453	0.00409991629162361	0.00994825757632309	0.00967239594920058	0.0134845525002314	0.0124465106570931	0.0113653526941334	0.00962016638175922	0.0040146863970626	0.00672079047935681	0.00552671009276685	0.00998782999482621	0.00455095287996644	0.00734386216018687	0.00768261792004917	0.0123520824673296	0.00406346919231411	0.0129031401705468	0.0151730539037944	0.0108413140046412	0.00759806686759332	0.00720785761961381	0.00386258312840985	0.00582961981141991	0.00795844589595861	0.0143856996618408	0.00485727233339001	0.00454030332388604	0.00861249890967965	0.00991975836986388	0.00802348322239225	0.00733166812168061	0.00230187453738174
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__parvibaculaceae|g__candidatus_phaeomarinobacter	0.000689037854336122	0.000425803146619745	0.000392470619369098	0.000645990751709291	0.000741131637666018	0.00105698392519629	0.000655829885711662	0.000676285449568267	0.000824585689865076	0.000306464610462794	0.000493334620293212	0.000536100626282499	0.000568028246151254	0.000363107942550514	0.000475111230326323	0.000511399680003273	0.000991548623699765	0.000384382220894578	0.00123475025555472	0.00104480432842161	0.00074767682790629	0.000609470604352406	0.0005664711950374	0.000576504944538783	0.000418184718806354	0.00043685979858484	0.00106701878286501	0.000422787390972506	0.000293651458758798	0.000550319419148859	0.000731785453514549	0.000412636280008744	0.000870744432503636	0.000179468184270441
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__parvibaculaceae|g__candidatus_phaeomarinobacter|s__candidatus_phaeomarinobacter_ectocarpi	0.000689037854336122	0.000425803146619745	0.000392470619369098	0.000645990751709291	0.000741131637666018	0.00105698392519629	0.000655829885711662	0.000676285449568267	0.000824585689865076	0.000306464610462794	0.000493334620293212	0.000536100626282499	0.000568028246151254	0.000363107942550514	0.000475111230326323	0.000511399680003273	0.000991548623699765	0.000384382220894578	0.00123475025555472	0.00104480432842161	0.00074767682790629	0.000609470604352406	0.0005664711950374	0.000576504944538783	0.000418184718806354	0.00043685979858484	0.00106701878286501	0.000422787390972506	0.000293651458758798	0.000550319419148859	0.000731785453514549	0.000412636280008744	0.000870744432503636	0.000179468184270441
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__parvibaculaceae|g__kaustia	0.00320275002663642	0.00196524529209113	0.00159791609314561	0.0038328784601418	0.00322831916746045	0.00454823385993554	0.00523238191426478	0.00475278385391032	0.00347503969300282	0.00167023212702223	0.00255247042673445	0.0025050520173564	0.00359751222562461	0.00154926055488219	0.00343437546493028	0.00253375296001622	0.00425827858550131	0.0015924406294204	0.00446053529819142	0.0050368925086594	0.00359151904833557	0.00273584582398191	0.00298862389105939	0.00106653414739675	0.00217830547557339	0.00339990886724723	0.00466344369832521	0.00202593595945649	0.00178449732630347	0.00330191651489316	0.00395706208196756	0.00291596304539513	0.00273413751806142	0.00101438538935467
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__parvibaculaceae|g__kaustia|s__kaustia_mangrovi	0.00320275002663642	0.00196524529209113	0.00159791609314561	0.0038328784601418	0.00322831916746045	0.00454823385993554	0.00523238191426478	0.00475278385391032	0.00347503969300282	0.00167023212702223	0.00255247042673445	0.0025050520173564	0.00359751222562461	0.00154926055488219	0.00343437546493028	0.00253375296001622	0.00425827858550131	0.0015924406294204	0.00446053529819142	0.0050368925086594	0.00359151904833557	0.00273584582398191	0.00298862389105939	0.00106653414739675	0.00217830547557339	0.00339990886724723	0.00466344369832521	0.00202593595945649	0.00178449732630347	0.00330191651489316	0.00395706208196756	0.00291596304539513	0.00273413751806142	0.00101438538935467
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__parvibaculaceae|g__parvibaculum	0.00257751197362771	0.00203075346849417	0.00140168078346106	0.00348835005923017	0.00406994323057271	0.00525288981006639	0.00476189525712381	0.00392621274888244	0.00384806655270369	0.00117988875028176	0.00235942644488058	0.00145234533301986	0.00359751222562461	0.00193657569360274	0.00196831795420905	0.00310326624001986	0.00488856530754303	0.00142770539189415	0.00475378848388566	0.00598813227035669	0.00420568215697288	0.00289837131847588	0.00187521499046863	0.00152773810302778	0.00210964828293354	0.00303902468580758	0.00598292674677882	0.00133914558226586	0.00144566872004332	0.0031368206891485	0.00374023676240769	0.00345697505696215	0.00235100996775982	0.000639843091746789
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__parvibaculaceae|g__parvibaculum|s__parvibaculum_lavamentivorans	0.00257751197362771	0.00203075346849417	0.00140168078346106	0.00348835005923017	0.00406994323057271	0.00525288981006639	0.00476189525712381	0.00392621274888244	0.00384806655270369	0.00117988875028176	0.00235942644488058	0.00145234533301986	0.00359751222562461	0.00193657569360274	0.00196831795420905	0.00310326624001986	0.00488856530754303	0.00142770539189415	0.00475378848388566	0.00598813227035669	0.00420568215697288	0.00289837131847588	0.00187521499046863	0.00152773810302778	0.00210964828293354	0.00303902468580758	0.00598292674677882	0.00133914558226586	0.00144566872004332	0.0031368206891485	0.00374023676240769	0.00345697505696215	0.00235100996775982	0.000639843091746789
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__parvibaculaceae|g__pyruvatibacter	0.0014929153510616	0.000851606293239491	0.000707848795647837	0.00195232760516586	0.00160787880713984	0.00259441508911816	0.0017821464285643	0.00197249922790745	0.00143320846095597	0.000827454448249543	0.00130840921034287	0.00102346483199386	0.0021301059230672	0.000653594296590925	0.00143890829755972	0.00151095360000967	0.00219831710370645	0.00063148507718395	0.00243863175472057	0.00308763070190267	0.00226973322757267	0.00134083532957529	0.00175801405356434	0.000662980686219601	0.00111723977113936	0.00106365864003265	0.00266754695716253	0.00106749033557764	0.00099389724502978	0.00156841034457425	0.00143646774208411	0.00121956944980362	0.00135836131470567	0.000460374907476348
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__parvibaculaceae|g__pyruvatibacter|s__pyruvatibacter_mobilis	0.0014929153510616	0.000851606293239491	0.000707848795647837	0.00195232760516586	0.00160787880713984	0.00259441508911816	0.0017821464285643	0.00197249922790745	0.00143320846095597	0.000827454448249543	0.00130840921034287	0.00102346483199386	0.0021301059230672	0.000653594296590925	0.00143890829755972	0.00151095360000967	0.00219831710370645	0.00063148507718395	0.00243863175472057	0.00308763070190267	0.00226973322757267	0.00134083532957529	0.00175801405356434	0.000662980686219601	0.00111723977113936	0.00106365864003265	0.00266754695716253	0.00106749033557764	0.00099389724502978	0.00156841034457425	0.00143646774208411	0.00121956944980362	0.00135836131470567	0.000460374907476348
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phreatobacteraceae	0.0115988038813247	0.0081557679621782	0.00601321056104796	0.0132786987851354	0.014043816456112	0.0187374423102978	0.0298972884855947	0.0150661369598264	0.0133111689935362	0.00700271634907484	0.0103314279177347	0.00910396336268825	0.0131593210358374	0.00762526679356079	0.0120135268239656	0.0105534297600675	0.0166949117106658	0.00609520378847117	0.0156195907327672	0.0196017767287457	0.015447537319421	0.0112819780761234	0.00951280937873151	0.00541914647866456	0.00951214196210273	0.013219757383263	0.019158703324478	0.00625380986918155	0.00774788079648215	0.0148861402879766	0.0156385261732554	0.012278221754038	0.00954335898023985	0.00419799491902161
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phreatobacteraceae|g__phreatobacter	0.0115988038813247	0.0081557679621782	0.00601321056104796	0.0132786987851354	0.014043816456112	0.0187374423102978	0.0298972884855947	0.0150661369598264	0.0133111689935362	0.00700271634907484	0.0103314279177347	0.00910396336268825	0.0131593210358374	0.00762526679356079	0.0120135268239656	0.0105534297600675	0.0166949117106658	0.00609520378847117	0.0156195907327672	0.0196017767287457	0.015447537319421	0.0112819780761234	0.00951280937873151	0.00541914647866456	0.00951214196210273	0.013219757383263	0.019158703324478	0.00625380986918155	0.00774788079648215	0.0148861402879766	0.0156385261732554	0.012278221754038	0.00954335898023985	0.00419799491902161
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phreatobacteraceae|g__phreatobacter|s__phreatobacter_cathodiphilus	0.0037641882783177	0.00296424498223746	0.00222867244570309	0.00478033156264876	0.00513767525093901	0.00864805029706053	0.0183632367999266	0.0060865690461144	0.00479045019826378	0.00307996933515108	0.00403247428761408	0.0035772532699214	0.00544360402561618	0.00283224195189401	0.00405880736764487	0.0042655382400273	0.00621063013914271	0.00208664634199914	0.00537116361166302	0.00701734250432424	0.00564763032507787	0.00400896219751805	0.0033597601912563	0.0019889420586588	0.00350775838759956	0.00514734806158659	0.00660217871897726	0.00233585250849516	0.0028235717188346	0.00591593375585024	0.00566456147350151	0.0047315626774336	0.00316950973431323	0.00170104626830244
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phreatobacteraceae|g__phreatobacter|s__phreatobacter_sp._nmcr1094	0.00347070919221158	0.00212901573309873	0.00165398332448406	0.00377545705998986	0.00406994323057271	0.00429199533261523	0.00508981019997964	0.00371956997262547	0.00378916757485618	0.00196137350696188	0.00290280950491368	0.00231010633507186	0.00383419066152096	0.00232389083232329	0.00370586759654532	0.00288243456001845	0.00466565902779657	0.00153752888357831	0.00478465724027453	0.00572303266463777	0.00436589862009566	0.00280356478002107	0.0027932889962189	0.00129713612521226	0.00252159143877264	0.00298204297294869	0.00554945036623991	0.00191497818264017	0.00210073735881294	0.00396229981787179	0.00447202221592224	0.00346614475207345	0.002873456627262	0.00106900614108915
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phreatobacteraceae|g__phreatobacter|s__phreatobacter_stygius	0.00436390641079544	0.00304613020274126	0.00213055479086082	0.00472291016249682	0.00482363642141951	0.00576536686470702	0.00642998431425999	0.00522242652722162	0.00471191822780043	0.00194605027643874	0.0033889943481012	0.00319710918946654	0.00378685497434169	0.00244492681317346	0.00423527725319465	0.00339383424002172	0.00581862254372653	0.00244357268997268	0.00544833550263519	0.0068614015597837	0.0054206570023206	0.00444236351616865	0.0033597601912563	0.00210424304756656	0.00348279213573053	0.0050713724444414	0.00700231076255164	0.00200297917804622	0.00280098314508392	0.00495287477233974	0.00547483931888662	0.0040621749343083	0.00348297773001454	0.00142013954509653
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phyllobacteriaceae	0.244365999044279	0.0959367243422488	0.134582380424014	0.436704103505519	0.176075290934993	0.327376748467614	0.220430127456261	0.192891638782416	0.300738180889363	0.178454342672485	0.148872658894859	0.299036929340378	0.526988205366826	0.0987895675699098	0.432799181614118	0.139670226240894	0.470224640336874	0.121135311327634	0.386075536155571	0.416299945545422	0.567273090430044	0.24736380261983	0.342090001334137	0.0898482956063693	0.158211138094081	0.124353091362389	0.446342531130511	0.101775064252205	0.285790635093563	0.233032758038585	0.17104807396779	0.12475370198931	0.290114630021561	0.0738160444868856
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phyllobacteriaceae|g__aminobacter	0.0146229144642444	0.00489673618612707	0.00937724444135452	0.0271316115717902	0.0141819935411006	0.0231895867224882	0.0196891537427784	0.0144462086310555	0.0209680361137119	0.0155990486725562	0.00973084664085597	0.0229158649525483	0.0327562955280556	0.00704429408547997	0.0289410612301634	0.0102396163200655	0.0316450053005576	0.00906043806394363	0.0155115500854061	0.0191495479895782	0.0206145182551306	0.0122706748342951	0.0258623400768799	0.00588035043429559	0.0193925361392737	0.0119471657960811	0.0266849965250437	0.00721416855817792	0.0548450570666433	0.0173350617031891	0.0144730900806211	0.0112787249869057	0.0228135041315953	0.0048456409753019
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phyllobacteriaceae|g__aminobacter|s__aminobacter_aminovorans	0.00229679284778707	0.000949868557844047	0.00153484045788986	0.00404820871071156	0.00148226327533204	0.00333110085516405	0.00201026117142053	0.00178464215858293	0.00296458188499111	0.00205331289010072	0.00135130787297706	0.00363573697460677	0.00388152634870023	0	0.00321718175963824	0.00130174464000833	0.00405074515263392	0.00151007301065727	0.00222255045999849	0.00210520275129727	0.00225638185564577	0.00189613076909637	0.00328162623332011	0	0.00227817048304954	0.00167146357719417	0.00241031921486471	0.000950793363408758	0.0124688927103736	0.00209121379276567	0	0.00116455127913579	0.00351780750731469	0.000725675701615261
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phyllobacteriaceae|g__aminobacter|s__aminobacter_sp._mdw-2	0.00352174903327351	0.00137567170446379	0.00262815146898949	0.00651732891724485	0.00278866480613315	0.00518883017823632	0.00390646497141295	0.00285542745373268	0.00343577370777115	0.00369289855607666	0.00151575274640813	0.00524403885345426	0.00662699620509796	0	0.00701807160224882	0.00202235328001294	0.00764799132233539	0.00211410221492018	0.00359621011930311	0.00587897360917831	0.00519368367956333	0.00280356478002107	0.00599678127160282	0	0.00385728591376607	0.0022222868014968	0.00766919750184227	0.00174280232206314	0.0158345901992244	0.00467771506276531	0.00528511716427174	0.00242079950938463	0.00419698816466752	0.00117824764455811
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phyllobacteriaceae|g__aminobacter|s__aminobacter_sp._msh1	0.00465738549690156	0.00157219623367291	0.00339206749597577	0.010063100376627	0.00479851331505795	0.00916052735170115	0.00771312974282629	0.00541028359654614	0.0086581497435833	0.00672689819965832	0.00383943030576022	0.00961082213662807	0.0132539924101959	0.00317114269827449	0.0124614888411304	0.00364953408002336	0.011967761295353	0.00323979300468287	0.00424445400346934	0.00653392557624857	0.0067824969388642	0.00441527593375298	0.0100206801053168	0.00236367027260901	0.00870073877635906	0.00393173818726356	0.00879337800521791	0.00268020422964923	0.00826741799274771	0.00594344972680768	0.00406547474174749	0.00390629011741611	0.00884676343423694	0.00173225812643643
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phyllobacteriaceae|g__aminobacter|s__aminobacter_sp._sr38	0.00412146716575125	0.000982622646045566	0.00181517661458208	0.00648861821716888	0.00511255214457745	0.00550912833738671	0.00604504068569011	0.00437706971526128	0.00588989778475054	0.00309529256567422	0.00301720593860486	0.00441551970374494	0.00894644487688225	0.00384894419103545	0.0062307444205652	0.00325436160002083	0.00797082110679578	0.0021964698336833	0.00541746674624632	0.00460025786394589	0.00635525303720346	0.00312861576900902	0.00652418548767212	0.00351668016168658	0.00455009940313182	0.00410268332584024	0.00780733832640962	0.00183654251282175	0.0182515675905469	0.00459516714989298	0.00509539500965686	0.00376874469074653	0.00623453013672603	0.00119385357362511
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phyllobacteriaceae|g__aquibium	0.0140997560933595	0.00548630977375441	0.00851521075952596	0.0266004636203848	0.0104135275868666	0.022965378011083	0.0157114029142229	0.0135820661121627	0.0189654708668968	0.0134231499382704	0.00858688230394417	0.0255671262316181	0.0345077159536887	0.00660856455441935	0.0257646032902674	0.00928655328005944	0.0298540686391464	0.00727580632407595	0.01145230862027	0.0130054747746809	0.014659806375734	0.00838360675764754	0.0306089780215036	0.00579387469261477	0.0067908205083778	0.00750259219308747	0.0218167233282221	0.00630354956223714	0.00858365802525719	0.0140881771302108	0.0101365836894237	0.00775756206416439	0.0272020560714136	0.00380004372781325
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phyllobacteriaceae|g__aquibium|s__aquibium_microcysteis	0.00824293433150249	0.00299699907043898	0.00482879029902336	0.0152310263903013	0.00589136844178581	0.0132923736047412	0.00938121879996248	0.00790878261856223	0.0104447520716243	0.00784549402784752	0.00494049598003782	0.01501081753591	0.0191236176204255	0.00384894419103545	0.014891343419085	0.00529996032003392	0.0167640895216216	0.00409092506523515	0.00637439819430123	0.00678343108751343	0.00826449922274988	0.00461843280187045	0.0191232862048833	0.00357433065614046	0.00376366246925718	0.0043496040815621	0.0122326081892739	0.00331342878354923	0.00483395478264484	0.00718166841989262	0.00593559312295134	0.00434643548275877	0.0165789739948692	0.00226285971471425
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phyllobacteriaceae|g__aquibium|s__aquibium_oceanicum	0.00584406180159155	0.00247293365921467	0.00367941205658529	0.0113694372300835	0.00450959759190001	0.00967300440634178	0.00633018411426039	0.00567328349360046	0.00850108580265662	0.00556233267989971	0.00364638632390635	0.0105465614115939	0.0153840983332631	0.0027596203633839	0.0108596852646017	0.00397497024002544	0.0130822926940853	0.00315742538591975	0.00506247604777434	0.00620644959271344	0.00638195578105726	0.00376517395577708	0.0114856918166204	0.00221954403647431	0.00302091647615336	0.00315298811152537	0.00957935166223902	0.00298820771357038	0.00372711466886167	0.00687899273936074	0.00420099056647241	0.00340195688629431	0.0106056671878943	0.00153718401309899
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phyllobacteriaceae|g__hoeflea	0.00344518927168061	0.00168683554237822	0.00220063883003387	0.0051966367137503	0.00244950287025209	0.00496462146683104	0.00329340659998683	0.00386985562808508	0.00490824815395879	0.00226783811742467	0.00235942644488058	0.00423032130557463	0.00549093971279545	0.00128298139701182	0.00457464241771345	0.00230129856001473	0.00517296297480575	0.00312996951299871	0.00392033206138623	0.00428837597486481	0.00372503276760455	0.00268167065915058	0.00843846745710885	0.00233484502538207	0.00168522200115993	0.00186140262005715	0.00476824018592802	0.0025252459551299	0.00356899465260694	0.00379720399212713	0.00281872915427826	0.00227408438760375	0.00390093505761629	0.00143574547416353
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phyllobacteriaceae|g__hoeflea|s__hoeflea_phototrophica	0.00169707471530934	0.000786098116836453	0.0010582689915131	0.00246912020653329	0.000904431829016158	0.00256238527320312	0.00146848865713698	0.00176585645165047	0.0025130230548269	0.00098068675348094	0.0011511141140175	0.00214440250513	0.00293481260511481	0.000508351119570719	0.00215836244633958	0.000987931200006323	0.00262107039288077	0.00142770539189415	0.00186755976152651	0.00198044999566484	0.00197600304518091	0.00119185362628915	0.00466850398668754	0.000951233158488992	0.000711538178267527	0.000721768362879301	0.00241031921486471	0.00115357826586616	0.00144566872004332	0.00187108602510612	0.00157198356680903	0.00120123005958101	0.00188080797420785	0.000616434198146297
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phyllobacteriaceae|g__hoeflea|s__hoeflea_sp._imcc20628	0.00174811455637127	0.000884360381441009	0.00114236983852077	0.00271316115717902	0.00153250948805516	0.00240223619362792	0.00182491794284984	0.00210399917643461	0.00237559210651605	0.00128715136394373	0.00120831233086309	0.00207617151633041	0.00250879142050137	0.000750423081271062	0.00240270536479312	0.00130174464000833	0.00255189258192498	0.00170226412110456	0.00205277229985972	0.00229233188474592	0.00173567835049674	0.00148981703286144	0.00376996347042132	0.00138361186689308	0.000973683822892405	0.00113963425717784	0.00235792097106331	0.00136975462414622	0.00212332593256362	0.00192611796702101	0.00124674558746923	0.00106368463291143	0.00200271219475836	0.000811508311483732
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__hyphomicrobiales|f__phyllobacteriaceae|g__lentilitoribacter	0	0	0.000133159674428801	0	0	0	0	0.000281785603986778	0	0.000306464610462794	7.8647548162686e-05	0	0	0	0	0	0.000115296351592996	0	0	0.000155940944540539	0	0	0.000234401873808579	0	0	0	9.05060574751573e-05	0.000109044711698791	0.000271062885008122	0	0	0	0.000174148886500727	0
