Taxa	reSRR9697535	reSRR9697536	reSRR9697537	reSRR9697538	reSRR9697539	reSRR9697540	reSRR9697541	reSRR9697542	reSRR9697543	reSRR9697544	reSRR9697545	reSRR9697546	reSRR9697547	reSRR9697548	reSRR9697549	reSRR9697550	reSRR9697551	reSRR9697552	reSRR9697553	reSRR9697554	reSRR9697555	reSRR9697556	reSRR9697557	reSRR9697558	reSRR9697559	reSRR9697560	reSRR9697561	reSRR9697562	reSRR9697563	reSRR9697564	reSRR9697566	reSRR9697567	reSRR9697568	reSRR9697569
k__archaea	0.0147760339874302	0.0167373390709761	0.0224619345549635	0.0169967344449734	0.0413651946243084	0.00835978195382518	0.0502565292855133	0.0191989924849658	0.0243252778510197	0.00543974683571459	0.061774074193237	0.0106147924003935	0.00350284085126606	0.000847251865951199	0.00571490937049662	0.0179571024001149	0.0136203423348526	0.0063148507718395	0.0329369630669221	0.0535813085441291	0.0123900731481614	0.00709694659290357	0.0033988271702244	0.00524619499530293	0.0380298431595091	0.0530689685759149	0.0204972402797685	0.0111665610909797	0.00697986928895913	0.00775950380999892	0.0402481999433002	0.0340012294727205	0.00405766905546694	0.0132806456360126
k__archaea|p__candidatus_lokiarchaeota	0	0	7.00840391730532e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_lokiarchaeota|g__candidatus_prometheoarchaeum	0	0	7.00840391730532e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_lokiarchaeota|g__candidatus_prometheoarchaeum|s__candidatus_prometheoarchaeum_syntrophicum	0	0	7.00840391730532e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota	0	0	0.000168201694015328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19251972198444e-05	0.000118610037286404	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei	0	0	0.000168201694015328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19251972198444e-05	0.000118610037286404	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93050186432022e-05	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93050186432022e-05	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__staphylothermus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93050186432022e-05	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__staphylothermus|s__staphylothermus_hellenicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93050186432022e-05	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__fervidicoccales	0	0	7.70924430903585e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__fervidicoccales|f__fervidicoccaceae	0	0	7.70924430903585e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__fervidicoccales|f__fervidicoccaceae|g__fervidicoccus	0	0	7.70924430903585e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__fervidicoccales|f__fervidicoccaceae|g__fervidicoccus|s__fervidicoccus_fontis	0	0	7.70924430903585e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales	0	0	9.11092509249692e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25221069978851e-05	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae	0	0	9.11092509249692e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25221069978851e-05	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__acidianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25221069978851e-05	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__acidianus|s__acidianus_manzaensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25221069978851e-05	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__saccharolobus	0	0	9.11092509249692e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__saccharolobus|s__saccharolobus_caldissimus	0	0	9.11092509249692e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__thermoproteales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19251972198444e-05	2.67829116453171e-05	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__thermoproteales|f__thermoproteaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19251972198444e-05	2.67829116453171e-05	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__thermoproteales|f__thermoproteaceae|g__pyrobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67829116453171e-05	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__thermoproteales|f__thermoproteaceae|g__pyrobaculum|s__pyrobaculum_neutrophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67829116453171e-05	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__thermoproteales|f__thermoproteaceae|g__thermoproteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19251972198444e-05	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__thermoproteales|f__thermoproteaceae|g__thermoproteus|s__thermoproteus_uzoniensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19251972198444e-05	0	0	0	0	0	0	0
k__archaea|p__euryarchaeota	0.0144059951397311	0.0157547164249306	0.0222166404178579	0.0166952720941757	0.0267937929346037	0.002466295825458	0.0301396603998794	0.0100315675019293	0.0243252778510197	0.00315658548776678	0.0611448938079355	0.0106147924003935	0.00350284085126606	0.000847251865951199	0.00571490937049662	0.0179571024001149	0.0136203423348526	0.0063148507718395	0.0284455590123418	0.0490434270579994	0.0123900731481614	0.00675835181270779	0.0033988271702244	0.00524619499530293	0.0165963159299417	0.0199625934048986	0.0200351830389743	0.0109140364954667	0.00697986928895913	0.0064662531749991	0.0135244793075467	0.0224474136324757	0.00405766905546694	0.0131636011680102
k__archaea|p__euryarchaeota|c__halobacteria	0.00709453790760896	0.00908925947592149	0.00739386613275711	0.0119292958815649	0.0261280306160223	0.002466295825458	0.0296691737427385	0.00984371043260477	0.00828512288388243	0.000658898912495007	0.0180031387521494	0.00746641963149808	0	0	0.00518549971384729	0.0165856214401062	0.0131130383878434	0.0063148507718395	0.0103101646338819	0.0172626625606376	0.0121230457096234	0.00675835181270779	0.00193381545892078	0	0.0151420317585704	0.0193547884677371	0.0153098141434292	0.00970497934119241	0.00182967447380482	0.00398981578882923	0.0135244793075467	0.021466256255566	0.00271672262941134	0.00838818687350973
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales	0.00275615141734449	0.00330816290835341	0.00278233635517021	0.00495259576310457	0.00988594235327384	0.0013132224525166	0.0120615670285232	0.00388864133501753	0.00286641692191193	0.000658898912495007	0.00689953490699927	0.00334331845117995	0	0	0.0016153781831095	0.00628789152004024	0.00504229377633369	0.00318488125884079	0.00504704166957991	0.00687699565423776	0.00481984526561019	0.00242433862620179	0.00140641124285148	0	0.00596693419669961	0.00719868972450671	0.00563042947029663	0.00383952169086796	0.00182967447380482	0.00151337840265936	0.00371313359746271	0.00836276194151055	0.00158475486715662	0.00360496961447581
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae	0.00111011654309708	0.00204713051259493	0.00178714299891286	0.00274187185725499	0.00591649154814737	0.0013132224525166	0.00691472814282948	0.00278028462600288	0.00263082101052191	0.000658898912495007	0.00380368142023172	0.00202743509575927	0	0	0.0016153781831095	0.00352168416002254	0.00272868032103424	0.00280049903794621	0.00321035066444226	0.00380495904678915	0.00303076142740585	0.00211283142842167	0.00140641124285148	0	0.00338292712825438	0.00402670770869505	0.00322011025543191	0.00222680779679637	0.0012649601300379	0.00151337840265936	0.00327948295834298	0.00453899908009619	0.00121904220550509	0.00217702710484578
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halapricum	0.000153119523185805	0.000212901573309873	0.00022426892535377	0.000301462350797669	0.000640639212219778	0	0.000741372914282749	0.000488428380243748	0.000412292844932538	0	0.000428986626341924	0.000243682102855681	0	0	0.000366514377680306	0.000453286080002901	0.000368948325097587	0.000686396823026032	0.000354990698471981	0.00048341692807567	0.000400541157806941	0.00032505098898795	0	0	0.000393218466937317	0.000379878085725948	0.000414422473702036	0.000227654748985195	0.000768011507523012	0	0.000569166463844649	0.000623539267568769	0.000261223329751091	0.000249694865071918
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halapricum|s__halapricum_desulfuricans	0.000153119523185805	0.000212901573309873	0.000147176482263412	0.000301462350797669	0.000389408148604179	0	0.000556029685712062	0.000488428380243748	0.000412292844932538	0	0.000350339078179238	0.000146209261713409	0	0	0.000230768311872785	0.000302190720001934	0.00027671124382319	0.000686396823026032	0.000354990698471981	0.00048341692807567	0.000240324694684165	0.000189613076909637	0	0	0.000293353459461173	0.000379878085725948	0.000271518172425472	0.000160697469871903	0.000768011507523012	0	0.000569166463844649	0.000485993840899188	0.000261223329751091	0.000148256326136451
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halapricum|s__halapricum_salinum	0	0	7.00840391730532e-05	0	0.000238669510434819	0	0.000185343228570687	0	0	0	7.8647548162686e-05	9.74728411422725e-05	0	0	0.000135746065807521	0.000151095360000967	9.22370812743967e-05	0	0	0	0.000160216463122776	0.000135437912078312	0	0	9.36234445088851e-05	0	0.000142904301276564	6.69572791132928e-05	0	0	0	0.000128375731558276	0	0.000101438538935467
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__haloarcula	0	0	0.000140168078346106	0	0.000464777467688859	0	0.000470486657140975	0	0	0	0.00039323774081343	0	0	0	0	0.000325436160002083	0.000222906279746459	0	0.000354990698471981	0.00068614015597837	0.000467298017441431	0.00032505098898795	0.000429736768649062	0	0.000355769089133763	0.000474847607157435	0.000242937312170159	0.000160697469871903	0	0	0	0.000495163536010493	0.000330882884351382	0.000234088936004923
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__haloarcula|s__haloarcula_sp._jp-l23	0	0	0.000140168078346106	0	0.000464777467688859	0	0.000470486657140975	0	0	0	0.00039323774081343	0	0	0	0	0.000325436160002083	0.000222906279746459	0	0.000354990698471981	0.000218317322356754	0.000186919206976572	0.00032505098898795	0.000429736768649062	0	0.000355769089133763	0.000474847607157435	0.000109559964312032	5.54788884081569e-05	0	0	0	0.000495163536010493	0.000330882884351382	0.000234088936004923
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__haloarcula|s__haloarcula_taiwanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000452228739167562	0.000267027438537961	0	0	0	0	0	0.000133377347858127	0.000105218581463746	0	0	0	0	0	0
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halococcoides	0	0.000196524529209113	0	0.000143553500379843	0.000251231063615599	0	0.000185343228570687	0	0	0	0.000157295096325372	0	0	0	0	0	8.45506578348637e-05	0	0.000246950051110943	0.00028069370017297	0.00013351371926898	0	0	0	0.000118589696377921	0.000208932947149271	0.000142904301276564	7.46095395833834e-05	0	0	0	0.000183393902226109	0	0.000148256326136451
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halococcoides|s__halococcoides_cellulosivorans	0	0.000196524529209113	0	0.000143553500379843	0.000251231063615599	0	0.000185343228570687	0	0	0	0.000157295096325372	0	0	0	0	0	8.45506578348637e-05	0	0.000246950051110943	0.00028069370017297	0.00013351371926898	0	0	0	0.000118589696377921	0.000208932947149271	0.000142904301276564	7.46095395833834e-05	0	0	0	0.000183393902226109	0	0.000148256326136451
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halomicrobium	0.000523158370884833	0.000491311323022783	0.000322386580196045	0.000502437251329449	0.00105517046718552	0.000576536686470702	0.00124037391428075	0.000563571207973556	0.000628255763706725	0	0.000657779493724283	0.000399638648683317	0	0	0.000285066738195794	0.000546267840003496	0.00045349898293245	0.000521661585499785	0.000401293833055283	0.000701734250432424	0.000587460364783513	0.000501120274689756	0.000605538174005496	0	0.000555499104086052	0.000835731788597086	0.000562090251687819	0.000357743176976736	0.00049694862251489	0.000467771506276531	0.000867301278239465	0.000852781645351405	0.000400542438951673	0.000343330439473887
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halomicrobium|s__halomicrobium_salinisoli	0.000242439245044191	0.000491311323022783	0.000322386580196045	0.000502437251329449	0.000703446978123678	0.000576536686470702	0.000727115742854234	0.000563571207973556	0.000628255763706725	0	0.00039323774081343	0.000399638648683317	0	0	0.000285066738195794	0.00029056800000186	0.00045349898293245	0.000521661585499785	0.000401293833055283	0.000701734250432424	0.000587460364783513	0.000501120274689756	0.000605538174005496	0	0.000337044400231986	0.000835731788597086	0.000342970323063754	0.000225741683867673	0.00049694862251489	0.000467771506276531	0.000867301278239465	0.000577690792012242	0.000400542438951673	0.000343330439473887
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halomicrobium|s__halomicrobium_sp._lc1hm	0.000267959165575158	0	0	0	0.000339161935881059	0	0.000513258171426518	0	0	0	0.000264541752910853	0	0	0	0	0.000255699840001637	0	0	0	0	0	0	0	0	0.000218454703854065	0	0.000214356451914846	0.00013008842799154	0	0	0	0.000265921158227857	0	0
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halorhabdus	0	0	8.41008470076638e-05	0	0.000326600382700279	0	0.000655829885711662	0	0	0	9.29471023740835e-05	0.000116967409370727	0	0	0	0.000127849920000818	0	0	0.000231515672916509	0	0	0	0	0	0.000199730014952288	0	0.000271518172425472	0.000235307009455286	0	0	0.000487856969009699	0.000165054512003498	0	0.000171665219736943
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halorhabdus|s__halorhabdus_sp._cba1104	0	0	0	0	0	0	0.000156828885713658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7634767092188e-05	2.48698465277945e-05	0	0	0	0	0	7.80296453349742e-05
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halorhabdus|s__halorhabdus_tiamatea	0	0	0	0	0.00015073863816936	0	0.000270886257141774	0	0	0	9.29471023740835e-05	0	0	0	0	0	0	0	0.000231515672916509	0	0	0	0	0	9.36234445088851e-05	0	0.000138140824567345	0.000170262795459516	0	0	0.000487856969009699	0	0	0
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halorhabdus|s__halorhabdus_utahensis	0	0	8.41008470076638e-05	0	0.00017586174453092	0	0.000213857571427716	0	0	0	0	0.000116967409370727	0	0	0	0.000127849920000818	0	0	0	0	0	0	0	0	0.000106106570443403	0	8.57425807659385e-05	3.8261302350453e-05	0	0	0	0.000165054512003498	0	8.58326098684717e-05
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halorientalis	0	0	0	0	0.000238669510434819	0	0.000285143428570288	0.000187857069324519	0	0	0.000207343536065263	0.0001072201252565	0	0	0	0	0.000122982775032529	0	0.000262384429305377	0	0.000146865091195878	0	0	0	0.000131072822312439	0.000265914660008164	0.000161958208113439	0.000174088925694561	0	0	0.000379444309229766	0.00022007268267133	0	0.000101438538935467
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halorientalis|s__halorientalis_sp._im1011	0	0	0	0	0.000238669510434819	0	0.000285143428570288	0.000187857069324519	0	0	0.000207343536065263	0.0001072201252565	0	0	0	0	0.000122982775032529	0	0.000262384429305377	0	0.000146865091195878	0	0	0	0.000131072822312439	0.000265914660008164	0.000161958208113439	0.000174088925694561	0	0	0.000379444309229766	0.00022007268267133	0	0.000101438538935467
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halosiccatus	0	0.000262032705612151	0.000175210097932633	0.000344528400911622	0.000339161935881059	0	0.000427715142855432	0.000394499845581489	0.000274861896621692	0	0.000307440415545045	0.000126714693484954	0	0	0.000176469885549777	0.000395172480002529	0.000184474162548793	0.000439293966736661	0.000324121942083113	0.00028069370017297	0	0	0	0	0.000237179392755842	0.000341890277153353	0.000176248638241096	0.000154958274519335	0	0	0	0.000229242377782636	0	0.000171665219736943
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halosiccatus|s__halosiccatus_urmianus	0	0.000262032705612151	0.000175210097932633	0.000344528400911622	0.000339161935881059	0	0.000427715142855432	0.000394499845581489	0.000274861896621692	0	0.000307440415545045	0.000126714693484954	0	0	0.000176469885549777	0.000395172480002529	0.000184474162548793	0.000439293966736661	0.000324121942083113	0.00028069370017297	0	0	0	0	0.000237179392755842	0.000341890277153353	0.000176248638241096	0.000154958274519335	0	0	0	0.000229242377782636	0	0.000171665219736943
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halosimplex	0.000255199205309675	0.000474934278922024	0.00053964710163251	0.000990519152620914	0.00139433240306658	0.000736685766045897	0.00159680319999361	0.000845356811960334	0.000922750652944252	0	0.000908021692423739	0.000536100626282499	0	0	0.000515835050068579	0.00112740384000722	0.000730210226755641	0.000796220314710198	0.000679112640555094	0.000998022045059448	0.000894541919102168	0.000636558186768068	0	0	0.00081764474871093	0.00113963425717784	0.000695467599545945	0.000501223060790935	0	0.000577835390106302	0.000569166463844649	0.00113704219380187	0	0.000522798623744327
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halosimplex|s__halosimplex_litoreum	0	0.000262032705612151	0.000175210097932633	0.000272751650721701	0.000414531254965739	0	0.000370686457141374	0.00020664277625697	0.000235595911390022	0	0.000271691530016552	0.000136461977599182	0	0	0	0.00037192704000238	0.000215219856306926	0	0	0.00028069370017297	0.000226973322757267	0.000203156868117469	0	0	0.000218454703854065	0.000322896372867056	0.000223883405333284	0.000156871339636857	0	0	0	0.000339278719118301	0	0.000117044468002461
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halosimplex|s__halosimplex_pelagicum	0.000255199205309675	0.000196524529209113	0.000175210097932633	0.000344528400911622	0.000376846595423399	0	0.000641572714283148	0.000281785603986778	0.000235595911390022	0	0.000285991084227949	0.000224187534627227	0	0	0.000217193705292033	0.00037192704000238	0.000253651973504591	0.000302014602131454	0.000277818807499811	0.000436634644713508	0.000173567835049674	0.000189613076909637	0	0	0.000305836585395691	0.000360884181439651	0.000185775591659533	0.000162610534989425	0	0	0.000569166463844649	0.000385127194674828	0	0.000218483006937928
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halosimplex|s__halosimplex_rubrum	0	0	0.000189226905767244	0.000373239100987591	0.000577831446315879	0.000736685766045897	0.000570286857140576	0.000338142724784133	0.000412292844932538	0	0.000343189301073539	0.000155956545827636	0	0	0.000285066738195794	0.00037192704000238	0.000253651973504591	0.000494205712578743	0.000385859454860849	0.000265099605718916	0.000467298017441431	0.000230244450533131	0	0	0.000293353459461173	0.000417865894298543	0.000281045125843909	0.000179828121047129	0	0.000577835390106302	0	0.000403466584897439	0	0.000179468184270441
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__natronomonas	0.000178639443716772	0.000360294970216708	0.000287344560609518	0.000401949801063559	0.00115566289263176	0	0.00122611674285224	0.000225428483189422	0.000353393867085033	0.000658898912495007	0.000614880831090091	0.000467869637482908	0	0	0.000244342918453537	0.000511399680003273	0.000545736064206847	0.000302014602131454	0.000308687563888679	0.000327475983535131	0.000360487042026247	0.000297963406572287	0.000371136300196917	0	0.000543015978151534	0.000322896372867056	0.000538272868141725	0.000330960265331419	0	0.000440255535319088	0.000325237979339799	0.000596030182234853	0.0001915637751508	0.00021068004240443
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__natronomonas|s__natronomonas_halophila	0	0	0	0	0.000226107957254039	0	0.00035642928571286	0	0	0	0.000128695987902577	0.000126714693484954	0	0	0	0.000116227200000744	9.22370812743967e-05	0	0	0	0.00013351371926898	0	0	0	0.000106106570443403	0	0.000161958208113439	6.12180837607248e-05	0	0	0	0.00010086664622436	0	0
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__natronomonas|s__natronomonas_moolapensis	0	0	8.41008470076638e-05	0.00020097490053178	0.000276354169977159	0	0.000270886257141774	0	0	0	0.000128695987902577	0.0001072201252565	0	0	0	0	0.000161414892230194	0	0	0	0	0	0	0	0.000131072822312439	0	0.000104796487602814	5.35658232906342e-05	0	0	0	0.000128375731558276	0	7.80296453349742e-05
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__natronomonas|s__natronomonas_pharaonis	0	0	0	0	0.00015073863816936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.86571926398491e-05	0	5.23982438014068e-05	4.78266279380663e-05	0	0	0	0	0	0
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__natronomonas|s__natronomonas_salina	0.000178639443716772	0.000360294970216708	0.000196235309684549	0.00020097490053178	0.000502462127231199	0	0.00058454402856909	0.000225428483189422	0.000353393867085033	0.000658898912495007	0.000350339078179238	0.000224187534627227	0	0	0.000244342918453537	0.000395172480002529	0.000284397667262723	0.000302014602131454	0.000308687563888679	0.000327475983535131	0.000226973322757267	0.000297963406572287	0.000371136300196917	0	0.000224696266821324	0.000322896372867056	0.000214356451914846	0.000164523600106948	0	0.000440255535319088	0.000325237979339799	0.000357618109340912	0.0001915637751508	0.000132650397069456
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae	0.00163327491398192	0.00126103239575848	0.000995193356257355	0.00221072390584957	0.00396945080512647	0	0.0051468388856937	0.00110835670901466	0.000215962918774187	0	0.00309585348676755	0.00130613607130645	0	0	0	0.00275458464001763	0.00230592703185992	0.000356926347973537	0.00183669100513764	0.00305644251299456	0.00178908383820434	0.000297963406572287	0	0	0.00258400706844523	0.00315298811152537	0.0024055557381555	0.00161271389407159	0.000542125770016243	0	0.000406547474174749	0.00382376286141436	0.000365712661651527	0.00142013954509653
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__haladaptatus	0	0	0.000126151270511496	0	0.000301477276338719	0	0.000570286857140576	0	0	0	0.000428986626341924	0.000243682102855681	0	0	0	0.000209208960001339	0.000184474162548793	0	0	0.000218317322356754	0.00020027057890347	0	0	0	0.000262145644624878	0.000322896372867056	0.000333443369645316	0.00018748038151722	0	0	0	0.000412636280008744	0	0.000124847432535959
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__haladaptatus|s__haladaptatus_pallidirubidus	0	0	0	0	0	0	0	0	0	0	0.000121546210796878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.09791040567197e-05	2.48698465277945e-05	0	0	0	0	0	0
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__haladaptatus|s__haladaptatus_sp._psr5	0	0	0	0	0	0	0.00022811474285623	0	0	0	0.000128695987902577	0.0001072201252565	0	0	0	0	0	0	0	0	0	0	0	0	8.73818815416261e-05	0.000322896372867056	0.000171485161531877	4.20874325854983e-05	0	0	0	0.000155884816892192	0	0
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__haladaptatus|s__haladaptatus_sp._psr8	0	0	0.000126151270511496	0	0.000301477276338719	0	0.000342172114284346	0	0	0	0.00017159465053677	0.000126714693484954	0	0	0	0.000209208960001339	0.000184474162548793	0	0	0.000218317322356754	0.00020027057890347	0	0	0	0.000168522200115993	0	7.62156273475009e-05	0.000118610037286404	0	0	0	0.000247581768005247	0	0.000124847432535959
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halalkalicoccus	0.000127599602654837	0	7.70924430903585e-05	0.000143553500379843	0.0001884232977117	0	0.00035642928571286	0	0.000215962918774187	0	0.000142995542113975	0	0	0	0	0.000174340800001116	7.68642343953306e-05	0	0	0.000218317322356754	0	0	0	0	0.000181005326050511	0	0.00011908691773047	7.46095395833834e-05	0	0	0	0.000183393902226109	0	0.000101438538935467
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halalkalicoccus|s__halalkalicoccus_jeotgali	0.000127599602654837	0	7.70924430903585e-05	0.000143553500379843	0.0001884232977117	0	0.00035642928571286	0	0.000215962918774187	0	0.000142995542113975	0	0	0	0	0.000174340800001116	7.68642343953306e-05	0	0	0.000218317322356754	0	0	0	0	0.000181005326050511	0	0.00011908691773047	7.46095395833834e-05	0	0	0	0.000183393902226109	0	0.000101438538935467
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halanaeroarchaeum	0	0	0	0	0	0	0	0	0	0	9.29471023740835e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66886739290633e-05	2.67829116453171e-05	0	0	0	0.000137545426669581	0	0
