Taxa	reERR5004402	reERR5004403	reERR5004404	reERR5004405	reERR5004406	reERR5004407	reERR5004408	reERR5004409	reERR5004410	reERR5004787	reERR5004789	reERR5004790	reERR5004793	reERR5004796	reERR5004798	reERR5004799	reERR5004803	reERR5004804	reERR5004806	reERR5004807
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__ferroplasmaceae|g__ferroplasma|s__ferroplasma_acidarmanus	0.000135456432301076	0.000231942989738511	0.000102045085559702	0.000301884058408528	0	0.000159312280746474	0.000138855235779662	0.000104741654708661	0.000140332806266702	1.08376013613761e-05	0	0	0	5.48487381499301e-05	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__ferroplasmaceae|g__ferroplasma|s__ferroplasma_acidiphilum	5.07961621129036e-05	9.94041384593618e-05	5.1022542779851e-05	0	0	3.98280701866184e-05	6.94276178898309e-05	0	0.000105249604700026	3.79316047648165e-05	0	0.000120468139188888	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__picrophilaceae	0.000338641080752691	0.000265077702558298	0.000153067628339553	0.000566032609515989	0.000100724765046895	0.000278796491306329	6.94276178898309e-05	0.000314224964125983	0.000280665612533404	8.3991410550665e-05	0	0.000240936278377776	0	5.48487381499301e-05	0	0	0.00011626588846032	0	0.000732057276161287	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__picrophilaceae|g__picrophilus	0.000338641080752691	0.000265077702558298	0.000153067628339553	0.000566032609515989	0.000100724765046895	0.000278796491306329	6.94276178898309e-05	0.000314224964125983	0.000280665612533404	8.3991410550665e-05	0	0.000240936278377776	0	5.48487381499301e-05	0	0	0.00011626588846032	0	0.000732057276161287	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__picrophilaceae|g__picrophilus|s__picrophilus_torridus	0.000338641080752691	0.000265077702558298	0.000153067628339553	0.000566032609515989	0.000100724765046895	0.000278796491306329	6.94276178898309e-05	0.000314224964125983	0.000280665612533404	8.3991410550665e-05	0	0.000240936278377776	0	5.48487381499301e-05	0	0	0.00011626588846032	0	0.000732057276161287	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae	0.000406369296903229	0.000265077702558298	0.000408180342238808	0.000339619565709594	0.000151087147570342	0.000278796491306329	0.000485993325228816	0.000314224964125983	0.000596414426633483	0.000178820422462706	0.000136912406180774	0.000120468139188888	0.000258791134850885	0.000603336119649231	0	9.10466541265075e-05	0.00040693060961112	0	0.00146411455232257	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae|g__thermoplasma	0.000406369296903229	0.000265077702558298	0.000408180342238808	0.000339619565709594	0.000151087147570342	0.000278796491306329	0.000485993325228816	0.000314224964125983	0.000596414426633483	0.000178820422462706	0.000136912406180774	0.000120468139188888	0.000258791134850885	0.000603336119649231	0	9.10466541265075e-05	0.00040693060961112	0	0.00146411455232257	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae|g__thermoplasma|s__thermoplasma_acidophilum	0.000203184648451614	0.000132538851279149	0.000204090171119404	0.000226413043806396	0.000100724765046895	0.000119484210559855	0.000277710471559323	0.000209483309417322	0.000175416007833377	9.21196115716971e-05	0	0.000120468139188888	0	0.000548487381499301	0	9.10466541265075e-05	5.813294423016e-05	0	0.000732057276161287	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae|g__thermoplasma|s__thermoplasma_volcanium	0.000203184648451614	0.000132538851279149	0.000204090171119404	0.000113206521903198	5.03623825234475e-05	0.000159312280746474	0.000208282853669493	0.000104741654708661	0.000315748814100079	7.8572609869977e-05	0.000136912406180774	0	0.000258791134850885	5.48487381499301e-05	0	0	0.00034879766538096	0	0.000732057276161287	0
k__archaea|p__candidatus_thermoplasmatota|g__aciduliprofundum	0.00037250518882796	0.000298212415378085	5.1022542779851e-05	0.000377355073010659	5.03623825234475e-05	0.000159312280746474	0.000138855235779662	0.000314224964125983	0.000245582410966728	7.31538091892889e-05	0	0	0.000517582269701769	0.00010969747629986	0	0.000182093308253015	0.0002906647211508	0.000413515335216206	0	0
