Taxa	reERR5004402	reERR5004403	reERR5004404	reERR5004405	reERR5004406	reERR5004407	reERR5004408	reERR5004409	reERR5004410	reERR5004787	reERR5004789	reERR5004790	reERR5004793	reERR5004796	reERR5004798	reERR5004799	reERR5004803	reERR5004804	reERR5004806	reERR5004807
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__actinocatenispora|s__actinocatenispora_thailandica	0.00885546426168286	0.00854875590750511	0.00857178718701497	0.00856596015734197	0.0120869718056274	0.0132229193019573	0.010275287447695	0.00963623223319682	0.00719205632116847	0.0109595243766916	0.0172509631787775	0.0154199218161777	0.0129395567425442	0.0176612936842775	0.0145751842235494	0.011836065036446	0.0104057970171986	0.028119042794702	0.0202535846404623	0.012425361543506
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__actinoplanes	0.0783954101942479	0.0673297364498077	0.0867893452685265	0.0649428080651345	0.107120787627373	0.107934070205736	0.0933107184439327	0.0906015313229919	0.0716398975991513	0.0902230313334563	0.135954019337508	0.168655394864443	0.112315352525284	0.144636122501366	0.122363755923287	0.0894078143522304	0.0819674513645255	0.213373912971563	0.189114796341666	0.145652849204432
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__actinoplanes|s__actinoplanes_friuliensis	0.0088723963157205	0.00762098394855107	0.00974530567095154	0.00769804348941745	0.0141014671065653	0.0127848105299045	0.0109001360087034	0.00879829899552753	0.00761305473996857	0.0106127211331276	0.0154711018984274	0.0212023924972443	0.0147510946865004	0.017277352517228	0.0105076909518612	0.011836065036446	0.00871994163452399	0.0227433434368914	0.0231818137451074	0.0151865529976185
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__actinoplanes|s__actinoplanes_ianthinogenes	0.00992218366605384	0.00844935176904575	0.0114290495826866	0.00777351450401959	0.0125402332483384	0.0122670456174785	0.0120804055128306	0.0122547736009133	0.00845505157756878	0.0111275071977929	0.0197153864900314	0.0226480101675109	0.0147510946865004	0.0168385626120285	0.0179647619499563	0.0111987384575604	0.00953380285374623	0.0297731041355669	0.0214736801007311	0.0220895316328996
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__actinoplanes|s__actinoplanes_missouriensis	0.00834750264055383	0.00785292693828958	0.00954121549983214	0.00588673913896629	0.010576100329924	0.0117492807050524	0.00999757697613565	0.00775088244844092	0.0074376387321352	0.00939620038031311	0.014512715055162	0.0171064757648221	0.00854010745007919	0.0146446130860313	0.0162699730867529	0.00883152545027123	0.00877807457875415	0.0215027974312427	0.0161052600755483	0.0144962551340904
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__actinoplanes|s__actinoplanes_sp._l3-i22	0.0122926712313227	0.00931085430236022	0.0132148385799814	0.0106036775515995	0.0162670495550735	0.0155329473727812	0.0142326616674153	0.0139306400762519	0.0108757924856694	0.0138043947340528	0.019989211302393	0.0259006499256109	0.0186329617092637	0.0216652515692224	0.0196595508131597	0.0126554849235845	0.0128473806748653	0.0264649814538372	0.0324545392431504	0.0262313188140683
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__actinoplanes|s__actinoplanes_sp._n902-109	0.00921103739647319	0.00841621705622596	0.0109188241548881	0.00849048914273984	0.0132453066036667	0.0135813719336369	0.0114555569518221	0.0107883904349921	0.00820946916660205	0.0100031060565502	0.0164294887416928	0.0174678801823888	0.0131983478773951	0.0162352264923793	0.0138972686782681	0.0097419919915363	0.00982446757489703	0.0256379507834048	0.0197655464563547	0.0165671487246747
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__actinoplanes|s__actinoplanes_sp._or16	0.00870307577534415	0.00735590624599277	0.01025553109875	0.00773577899671852	0.0120366094231039	0.0125458421087848	0.0115944121876018	0.0107883904349921	0.00859538438383548	0.0101575418759498	0.0154711018984274	0.0209614562188665	0.013457139012246	0.0170031088264783	0.0105076909518612	0.011653971728193	0.0112196582364209	0.0285325581299182	0.0165932982596558	0.0165671487246747
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__actinoplanes|s__actinoplanes_sp._se50/110	0.000507961621129036	0.000497020692296809	0.000357157799458957	0.000603768116817055	0.000705073355328264	0.00075673333354575	0.000555420943118647	0.000733191582960628	0.000491164821933456	0.000788435499040114	0.000958386843265416	0.00156608580945554	0.000776373404552654	0.0010969747629986	0.00135583109056274	0.000819419887138568	0.0005813294423016	0.00124054600564862	0.00170813364437634	0.00138059572705622
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__actinoplanes|s__actinoplanes_teichomyceticus	0.00807658977595167	0.00699142440497511	0.00943917041427243	0.00618862319737482	0.0107271874774943	0.0111120315820665	0.00888673508989835	0.00911252395965352	0.00754288833683522	0.00972945662217542	0.0123221165562696	0.019395370409411	0.0116456010682898	0.0149737055149309	0.0149141419961901	0.0103793185704219	0.00901060635567479	0.0235703741073238	0.0224497564689461	0.0151865529976185
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__catellatospora	0.0110904953946506	0.00785292693828958	0.0108678016121083	0.00826407609893344	0.0140511047240418	0.0148558701796087	0.0125663988380594	0.0139306400762519	0.00975313003553577	0.0126041303832804	0.0193046492714891	0.0225275420283221	0.0170802149001584	0.0200746381628744	0.0152530997688308	0.0133838581565966	0.00982446757489703	0.0297731041355669	0.0295263101385052	0.0255410209505402
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__catellatospora|s__catellatospora_sp._iy07-71	0.0110904953946506	0.00785292693828958	0.0108678016121083	0.00826407609893344	0.0140511047240418	0.0148558701796087	0.0125663988380594	0.0139306400762519	0.00975313003553577	0.0126041303832804	0.0193046492714891	0.0225275420283221	0.0170802149001584	0.0200746381628744	0.0152530997688308	0.0133838581565966	0.00982446757489703	0.0297731041355669	0.0295263101385052	0.0255410209505402
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__dactylosporangium	0.0140028086891238	0.011994766040763	0.0161741460612128	0.0118489492925347	0.021051475894801	0.0209495649181613	0.0169403387651187	0.0145590900045039	0.0127702853702699	0.0183453497044695	0.0253287951434431	0.0369837187309886	0.0204444996532199	0.0326349991992084	0.0220322552216445	0.018664564095934	0.0186606750978813	0.0450731715385665	0.0358708065319031	0.0241604252234839
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__dactylosporangium|s__dactylosporangium_vinaceum	0.0140028086891238	0.011994766040763	0.0161741460612128	0.0118489492925347	0.021051475894801	0.0209495649181613	0.0169403387651187	0.0145590900045039	0.0127702853702699	0.0183453497044695	0.0253287951434431	0.0369837187309886	0.0204444996532199	0.0326349991992084	0.0220322552216445	0.018664564095934	0.0186606750978813	0.0450731715385665	0.0358708065319031	0.0241604252234839
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__micromonospora	0.0719950937680221	0.0593774053730588	0.0790339187659892	0.0624145290759631	0.0953359901168861	0.0996498316069193	0.0906724689641191	0.0844217736951808	0.0690086574816506	0.0957041482219723	0.141293603178558	0.172751311596865	0.112056561390433	0.153741013034254	0.120668967060084	0.0927765405549111	0.0856879597952558	0.213373912971563	0.173497574450225	0.158768508611466
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__micromonospora|s__micromonospora_aurantiaca	0.0055875778324194	0.00453945565631085	0.00602066004802242	0.00479240942723538	0.00684928402318886	0.00760716140564412	0.00694276178898309	0.00701769086548029	0.00550806264596804	0.00750503894275297	0.010268430463558	0.0142152404242888	0.00931648085463184	0.0132733946322831	0.00813498654337643	0.00783001225487964	0.00802234630376207	0.0128189753917024	0.0131770309709032	0.0138059572705622
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__micromonospora|s__micromonospora_carbonacea	0.00775488074923662	0.00606365244602107	0.00846974210145526	0.00630182971927801	0.0111300865376819	0.0111916877224398	0.0102058598298051	0.00816984906727557	0.00729730592586849	0.0118834298927489	0.0180724376158621	0.0234912871418332	0.0131983478773951	0.0182646298039267	0.0138972686782681	0.0110166451493074	0.00976633463066687	0.0268784967890534	0.0170813364437634	0.0213992337693715
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__micromonospora|s__micromonospora_craniellae	0.00560450988645703	0.00444005151785149	0.00602066004802242	0.00456599638342898	0.00720182070085299	0.00812492631807016	0.00749818273210173	0.00733191582960628	0.00484148181620121	0.00670847524269183	0.0108160800882811	0.0119263457796999	0.00828131631522831	0.0111342938444358	0.00949081763393916	0.00646431244298203	0.00651088975377791	0.0181946747495131	0.0122009546026881	0.00966417008939357
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__micromonospora|s__micromonospora_endophytica_(xie_et_al._2001)_li_et_al._2019	0.00553678167030649	0.00453945565631085	0.00683702073250003	0.00498108696374071	0.00830979311636883	0.00696991228265822	0.00770646558577123	0.00722717417489761	0.00519231383186797	0.00685207346073006	0.0124590289624504	0.0104807281094333	0.00854010745007919	0.011737629964085	0.00677915545281369	0.00691954571361457	0.00534823086917472	0.0173676440790807	0.0136650691550107	0.0110447658164498
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__micromonospora|s__micromonospora_maris	0.00575689837279574	0.00434064737939213	0.00653088547582093	0.00547164855865456	0.00725218308337644	0.00828423859881663	0.00756761034999157	0.00638924093722833	0.00533264663813467	0.00697399647604554	0.00944695602647338	0.0108421325269999	0.00776373404552654	0.00976307539068756	0.00779602877073574	0.00691954571361457	0.00651088975377791	0.0177811594142969	0.0117129164185806	0.00897387222586546
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__micromonospora|s__micromonospora_sagamiensis	0.00663736518275274	0.00606365244602107	0.00765338141697765	0.0053207065294503	0.00830979311636883	0.0080054421075103	0.00867845223622886	0.00785562410314958	0.00635005948356826	0.00857525207718887	0.0138281530242581	0.016142730651311	0.0113868099334389	0.0129991509415334	0.0132193531329867	0.00937780537503027	0.00796421335953191	0.0186081900847293	0.0175693746278709	0.0144962551340904
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__micromonospora|s__micromonospora_sp._b006	0.00516427648147853	0.00397616553837447	0.00484714156408584	0.00445278986152578	0.00624493543290749	0.00641231930004556	0.00590134752063562	0.00670346590135431	0.00526248023500132	0.00704173148455414	0.00835165677702719	0.0102397918310555	0.00776373404552654	0.0101470165577371	0.0101687331792205	0.00828524552551218	0.00645275680954775	0.0148865520677834	0.00878468731393544	0.00759327649880924
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__micromonospora|s__micromonospora_sp._hm134	0.00631565615603768	0.00559976646654405	0.00755133633141795	0.00584900363166522	0.00946812791440812	0.00916045614292223	0.00791474843944072	0.00607501597310234	0.00603431066946818	0.0092173799578504	0.0119113793377273	0.0148175811202332	0.0124219744728425	0.0155221928964302	0.0149141419961901	0.00928675872090376	0.00866180869029383	0.0206757667608103	0.0107368400503655	0.012425361543506
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__micromonospora|s__micromonospora_sp._l5	0.00226889524104303	0.00245196874866426	0.00290828493845151	0.0019999818869565	0.00312246771645374	0.0034650421062358	0.00347138089449154	0.00209483309417322	0.0021400752955672	0.00351680164176656	0.00698253271521946	0.00686668393376662	0.00362307588791238	0.0045524452664442	0.00406749327168821	0.00273139962379522	0.00366237548650008	0.00702976069867551	0.00854066822188168	0.00897387222586546
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__micromonospora|s__micromonospora_terminaliae	0.00685748188524199	0.00500334163578788	0.00699008836083959	0.00577353261706309	0.00881341694160331	0.00912062807273562	0.00784532082155089	0.00764614079373226	0.00624480987886823	0.00868904689148331	0.0119113793377273	0.0174678801823888	0.00905768971978096	0.0138218820137824	0.0105076909518612	0.00910466541265075	0.00761541569415095	0.0210892820960265	0.0170813364437634	0.0131156594070341
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__micromonospora|s__micromonospora_tulbaghiae	0.00634952026411295	0.00414183910247341	0.00602066004802242	0.0053207065294503	0.0078565316736578	0.00828423859881663	0.00659562369953393	0.00775088244844092	0.00606939387103485	0.00763779955942983	0.00821474437084642	0.0140947722850999	0.00802252518037742	0.0116827812259351	0.00677915545281369	0.00691954571361457	0.00627835797685727	0.0165406134086483	0.014397126431172	0.0151865529976185
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__natronosporangium	0.00579076248087101	0.00490393749732851	0.00653088547582093	0.0052075000075471	0.0090148664716971	0.00788595789695045	0.0076370379678814	0.00733191582960628	0.00522739703343464	0.00661093683043944	0.00889930640175029	0.0131310271715888	0.00517582269701769	0.011024596368136	0.00610123990753232	0.00628221913472902	0.00470876848264296	0.01199194472127	0.0156172218914408	0.0110447658164498
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__natronosporangium|s__natronosporangium_hydrolyticum	0.00579076248087101	0.00490393749732851	0.00653088547582093	0.0052075000075471	0.0090148664716971	0.00788595789695045	0.0076370379678814	0.00733191582960628	0.00522739703343464	0.00661093683043944	0.00889930640175029	0.0131310271715888	0.00517582269701769	0.011024596368136	0.00610123990753232	0.00628221913472902	0.00470876848264296	0.01199194472127	0.0156172218914408	0.0110447658164498
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__phytohabitans	0.0200983481426722	0.0169981076765509	0.0215315130530971	0.0180375724899095	0.0289080075684588	0.0292736315871645	0.0252716529118984	0.0243000638924094	0.0171206023645376	0.0251892949641785	0.0401153350109667	0.0492714689282552	0.0326076829912115	0.0408623099216979	0.0274555795838954	0.0256751564636751	0.0234275765247545	0.0603732389415661	0.0490478375028062	0.0414178718116867
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__phytohabitans|s__phytohabitans_flavus	0.00858455139708071	0.00725650210753341	0.0079084941308769	0.00837728262083664	0.0120869718056274	0.0125856701789714	0.0110389912444831	0.0101599405067401	0.0075779715384019	0.010293011892967	0.0177986128035006	0.0209614562188665	0.0142335124167987	0.0162352264923793	0.00949081763393916	0.0119271116905725	0.00999886640758751	0.0198487360903779	0.020497603732516	0.018638042315259
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__phytohabitans|s__phytohabitans_suffuscus	0.0105317376114087	0.00894637246134256	0.0126025680666232	0.00883010870844943	0.0151087147570342	0.0151744947411016	0.0129829645453984	0.0131974484932913	0.00891113319793556	0.0137691725296284	0.0202630361147545	0.0254187773688554	0.0181153794395619	0.0223234364270216	0.0172868464046749	0.012382344961205	0.0126148488979447	0.0376298955046748	0.0265980810338601	0.0220895316328996
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__plantactinospora	0.0196073185755808	0.0167661646868124	0.0203069720263807	0.0172828623438882	0.0256848150869582	0.025888245621302	0.0259659290907967	0.024719030511244	0.0175766839849044	0.0247585003100638	0.0379247365120743	0.045175552195833	0.0346780120700185	0.0396556376823995	0.0325399461735057	0.0256751564636751	0.0209859928670877	0.0549975395837555	0.0509999902392363	0.042798467538743
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__plantactinospora|s__plantactinospora_sp._bb1	0.00423301350940863	0.00374422254863596	0.00459202885018659	0.00373581522280553	0.00543913731253233	0.00553610175593996	0.0056236370490763	0.00471337446188975	0.00343815375353419	0.0057899885273152	0.00889930640175029	0.00867370602159994	0.00802252518037742	0.00872094936583889	0.00677915545281369	0.00710163902186758	0.00517383203648424	0.00992436804518896	0.00829664912982792	0.00966417008939357
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__plantactinospora|s__plantactinospora_sp._bc1	0.00435153788767208	0.00397616553837447	0.00346953290902987	0.0036603442082034	0.00528805016496198	0.00529713333482025	0.00416565707338985	0.00649398259193699	0.00364865296293425	0.00529687766537259	0.0078040071523041	0.0109626006661888	0.00698736064097388	0.00740457965024057	0.00847394431601711	0.00473442601457839	0.004359970817262	0.00744327603389172	0.00976076368215049	0.00414178718116867
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__plantactinospora|s__plantactinospora_sp._kbs50	0.00638338437218822	0.00513588048706702	0.00775542650253735	0.00603768116817055	0.0101228388872129	0.009080800002549	0.0101364322119153	0.0080651074125669	0.00652547549140163	0.00788977379108183	0.0125959413686312	0.0149380492594221	0.0108692276637372	0.0138218820137824	0.0101687331792205	0.00764791894662663	0.00604582619993664	0.0219163127664589	0.0224497564689461	0.0172574465882028
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__polymorphospora	0.00861841550515598	0.00947652786645915	0.00887792244369407	0.00826407609893344	0.011482623215346	0.010753578950387	0.00978929412246615	0.00984571554261414	0.00736747232900184	0.0122031391329095	0.0202630361147545	0.0249369048120998	0.0163038414956057	0.0166191676594288	0.0155920575414715	0.0111076918034339	0.0115684559018018	0.0252244354481886	0.020497603732516	0.0179477444517309
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__polymorphospora|s__polymorphospora_rubra	0.00861841550515598	0.00947652786645915	0.00887792244369407	0.00826407609893344	0.011482623215346	0.010753578950387	0.00978929412246615	0.00984571554261414	0.00736747232900184	0.0122031391329095	0.0202630361147545	0.0249369048120998	0.0163038414956057	0.0166191676594288	0.0155920575414715	0.0111076918034339	0.0115684559018018	0.0252244354481886	0.020497603732516	0.0179477444517309
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__salinispora	0.00357266340194089	0.0036448184101766	0.0052042993635448	0.00316978261328954	0.00463333919215717	0.00517764912426039	0.00312424280504239	0.00523708273543305	0.00368373616450092	0.00461139937926554	0.007256357527581	0.00795089718646661	0.00543461383186858	0.00647215110169175	0.00406749327168821	0.00409709943569284	0.00308104604419848	0.0128189753917024	0.00561243911723653	0.00207089359058434
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__salinispora|s__salinispora_tropica	0.00357266340194089	0.0036448184101766	0.0052042993635448	0.00316978261328954	0.00463333919215717	0.00517764912426039	0.00312424280504239	0.00523708273543305	0.00368373616450092	0.00461139937926554	0.007256357527581	0.00795089718646661	0.00543461383186858	0.00647215110169175	0.00406749327168821	0.00409709943569284	0.00308104604419848	0.0128189753917024	0.00561243911723653	0.00207089359058434
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__verrucosispora	0.00570610221068284	0.00569917060500341	0.00668395310416048	0.00528297102214923	0.00841051788141573	0.00880200351124267	0.0074287551142119	0.00555130769955904	0.00554314584753472	0.00768114996487533	0.0101315180573773	0.0146971129810443	0.00983406312433361	0.0132185458941332	0.0108466487245019	0.00746582563837361	0.00744101686146047	0.0181946747495131	0.0151291837073333	0.00828357436233735
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__verrucosispora|s__verrucosispora_sp._na02020	0.00570610221068284	0.00569917060500341	0.00668395310416048	0.00528297102214923	0.00841051788141573	0.00880200351124267	0.0074287551142119	0.00555130769955904	0.00554314584753472	0.00768114996487533	0.0101315180573773	0.0146971129810443	0.00983406312433361	0.0132185458941332	0.0108466487245019	0.00746582563837361	0.00744101686146047	0.0181946747495131	0.0151291837073333	0.00828357436233735
k__bacteria|p__actinobacteria|c__actinomycetia|o__nakamurellales	0.012275739177285	0.0107025122407913	0.0142352894355784	0.0101885869712878	0.0176268338832066	0.0178031473734184	0.0153435035536526	0.0148733149686299	0.0116476229201362	0.0129211302231007	0.0190308244591275	0.0210819243580554	0.015786259225904	0.0217201003073723	0.0138972686782681	0.0143853713519882	0.013079912451786	0.0252244354481886	0.0258660237576988	0.0255410209505402
k__bacteria|p__actinobacteria|c__actinomycetia|o__nakamurellales|f__nakamurellaceae	0.012275739177285	0.0107025122407913	0.0142352894355784	0.0101885869712878	0.0176268338832066	0.0178031473734184	0.0153435035536526	0.0148733149686299	0.0116476229201362	0.0129211302231007	0.0190308244591275	0.0210819243580554	0.015786259225904	0.0217201003073723	0.0138972686782681	0.0143853713519882	0.013079912451786	0.0252244354481886	0.0258660237576988	0.0255410209505402
k__bacteria|p__actinobacteria|c__actinomycetia|o__nakamurellales|f__nakamurellaceae|g__nakamurella	0.012275739177285	0.0107025122407913	0.0142352894355784	0.0101885869712878	0.0176268338832066	0.0178031473734184	0.0153435035536526	0.0148733149686299	0.0116476229201362	0.0129211302231007	0.0190308244591275	0.0210819243580554	0.015786259225904	0.0217201003073723	0.0138972686782681	0.0143853713519882	0.013079912451786	0.0252244354481886	0.0258660237576988	0.0255410209505402
k__bacteria|p__actinobacteria|c__actinomycetia|o__nakamurellales|f__nakamurellaceae|g__nakamurella|s__nakamurella_antarctica	0.00150695280934947	0.0012922537999717	0.00117351848393657	0.00139621377013944	0.00166195862327377	0.00191174736895768	0.00173569044724577	0.00104741654708661	0.00112266245013361	0.000983512323544884	0.00123221165562696	0.000963745113511104	0.000776373404552654	0.00197455457339748	0.000338957772640684	0.0012746531577711	0.000697595330761919	0.00124054600564862	0.000732057276161287	0.000690297863528112
k__bacteria|p__actinobacteria|c__actinomycetia|o__nakamurellales|f__nakamurellaceae|g__nakamurella|s__nakamurella_multipartita	0.00638338437218822	0.00569917060500341	0.00755133633141795	0.00584900363166522	0.0101228388872129	0.00983753333609475	0.00867845223622886	0.00900778230494485	0.00620972667730155	0.00742104753220231	0.0124590289624504	0.0136128997283443	0.00957527198948273	0.0123409660837343	0.00677915545281369	0.00773896560075314	0.00761541569415095	0.014059521397351	0.0165932982596558	0.0144962551340904
k__bacteria|p__actinobacteria|c__actinomycetia|o__nakamurellales|f__nakamurellaceae|g__nakamurella|s__nakamurella_sp._pamc28650	0.00433460583363444	0.00371108783581617	0.0054083895346642	0.00294336956948314	0.00584203637271991	0.006053866668366	0.00492936087017799	0.00481811611659841	0.0042801505911344	0.00450302336565178	0.00533958384105017	0.00650527951619995	0.00543461383186858	0.00734973091209064	0.00677915545281369	0.00537175259346394	0.00476690142687312	0.00992436804518896	0.00854066822188168	0.0103544679529217
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales	0.386524929571121	0.346721634946254	0.431191509032521	0.342411993249872	0.536963722464997	0.655689519482299	0.492380666074681	0.465995621798833	0.361988473764957	0.490309341990698	0.702360643707369	0.977719417657015	0.608935540304131	0.748191637103197	0.588769651076869	0.489011579313472	0.464191559677827	1.28479214651675	0.853578784004061	0.777965692196183
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__kribbellaceae	0.0134440509058818	0.0137177711073919	0.0150006275772762	0.0118866847998358	0.0196413291841445	0.0210690491287211	0.0169403387651187	0.0164444397892598	0.0123843701530364	0.0163891626587411	0.0245073207063585	0.0321649931634331	0.0204444996532199	0.0230913187611206	0.0213543396763631	0.0168436310134039	0.0171492185478972	0.0409380181864044	0.0314784628749353	0.0227798294964277
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__kribbellaceae|g__kribbella	0.0134440509058818	0.0137177711073919	0.0150006275772762	0.0118866847998358	0.0196413291841445	0.0210690491287211	0.0169403387651187	0.0164444397892598	0.0123843701530364	0.0163891626587411	0.0245073207063585	0.0321649931634331	0.0204444996532199	0.0230913187611206	0.0213543396763631	0.0168436310134039	0.0171492185478972	0.0409380181864044	0.0314784628749353	0.0227798294964277
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__kribbellaceae|g__kribbella|s__kribbella_flavida	0.0074501037765592	0.00758784923573128	0.00801053921643661	0.0072074818945036	0.0104250131823536	0.0121475614069186	0.00930330079723734	0.00911252395965352	0.00680614110393504	0.00961024300720029	0.0162925763355121	0.0212023924972443	0.0124219744728425	0.0125055122981841	0.00915185986129848	0.00946885202915678	0.0104057970171986	0.0206757667608103	0.0197655464563547	0.0144962551340904
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__kribbellaceae|g__kribbella|s__kribbella_qitaiheensis	0.00565530604856994	0.0057323053178232	0.00663293056138063	0.00452826087612791	0.00886377932412675	0.00840372280937648	0.00728989987843224	0.00691294921077163	0.00547297944440137	0.0065161078185274	0.0078040071523041	0.0103602599702444	0.00802252518037742	0.00992762160513735	0.011863522042424	0.00701059236774108	0.00645275680954775	0.0181946747495131	0.0117129164185806	0.00828357436233735
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__nocardioidaceae	0.268271464172282	0.24294371439468	0.302563678684516	0.239771413390973	0.384617515331568	0.489805607155033	0.350609470343646	0.329936212332282	0.257335283491564	0.361591150621634	0.51136783708519	0.749311825754883	0.457542726416364	0.555233776291743	0.421663469165011	0.357631257408921	0.34176357912911	1.0077368719219	0.635669734800051	0.598488247678873
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__nocardioidaceae|g__aeromicrobium	0.0204369892234249	0.017760206071406	0.0227560540798135	0.0198488768403607	0.0305699661917326	0.03297764211452	0.0267296328875849	0.0271280885695432	0.018804596039738	0.0274760288514288	0.0406629846356898	0.048428191953933	0.0339016386654659	0.0386683603957007	0.0318620306282243	0.024582596614157	0.0254040966285799	0.0649219076289444	0.0470956847663761	0.0393469782211024
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__nocardioidaceae|g__aeromicrobium|s__aeromicrobium_chenweiae	0.00387744037461831	0.0036448184101766	0.00403078087960823	0.00388675725200979	0.00513696301739164	0.00657163158079204	0.00465165039861867	0.00439914949776377	0.00301715533473409	0.00621807378108956	0.0078040071523041	0.0090351104391666	0.00802252518037742	0.00822731072248952	0.00542332436225095	0.00446128605219887	0.00563889559032551	0.0161270980734321	0.00927272549804297	0.0103544679529217
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__nocardioidaceae|g__aeromicrobium|s__aeromicrobium_erythreum	0.00521507264359144	0.00354541427171724	0.00591861496246272	0.00524523551484817	0.00780616929113436	0.00700974035284484	0.00715104464265258	0.00722717417489761	0.00484148181620121	0.00794125239754836	0.0117744669315465	0.0154199218161777	0.00905768971978096	0.0105858064629365	0.00949081763393916	0.00755687229250012	0.00749914980569063	0.0177811594142969	0.014397126431172	0.00690297863528112
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__nocardioidaceae|g__aeromicrobium|s__aeromicrobium_sp._a1-2	0.00326788642926347	0.00275018116404234	0.00326544273791046	0.00320751812059061	0.0039282658368289	0.00581489824724629	0.00437393992705935	0.0042944078430551	0.00375390256763427	0.00370645966559064	0.0052026714348694	0.00626434323782218	0.00362307588791238	0.0051009326479435	0.00338957772640684	0.00327767954855427	0.00342984370957944	0.00744327603389172	0.00561243911723653	0.00759327649880924
