clade_name	CSM67UH7_taxonomic_profile	CSM7KOON_taxonomic_profile	CSM7KOOP_taxonomic_profile	CSMAHYLR_taxonomic_profile	HSM5MD5D_taxonomic_profile	HSM5MD6Q_taxonomic_profile	HSM5MD6W_taxonomic_profile	HSM67VF3_taxonomic_profile	HSM67VFX_taxonomic_profile	HSM67VFZ_taxonomic_profile	HSM67VGK_taxonomic_profile	HSM67VI7_taxonomic_profile	HSM67VI9_taxonomic_profile	HSM67VIB_taxonomic_profile	HSM6XRRJ_taxonomic_profile	HSM6XRTG_taxonomic_profile	HSM6XRUL_taxonomic_profile	HSM6XRUN_taxonomic_profile	HSM6XRVC_taxonomic_profile	HSM6XRVK_taxonomic_profile	HSM7CYXI_taxonomic_profile	HSM7CYXO_taxonomic_profile	HSM7CYZJ_taxonomic_profile	HSM7CZ1A_taxonomic_profile	HSM7CZ1C_taxonomic_profile	HSM7CZ1E_taxonomic_profile	HSM7CZ24_taxonomic_profile	HSM7CZ28_taxonomic_profile	HSM7CZ2A_taxonomic_profile	HSM7J4HC_taxonomic_profile	HSM7J4HW_taxonomic_profile	HSM7J4HY_taxonomic_profile	HSM7J4KO_taxonomic_profile	HSM7J4LD_taxonomic_profile	HSM7J4LN_taxonomic_profile	HSM7J4NY_taxonomic_profile	HSM7J4O5_taxonomic_profile	HSM7J4R2_taxonomic_profile	HSMA33NY_taxonomic_profile	HSMA33SE_taxonomic_profile	HSMA33SG_taxonomic_profile	MSM6J2JR_taxonomic_profile	MSM6J2JZ_taxonomic_profile	MSM6J2K6_taxonomic_profile	MSM6J2KA_taxonomic_profile	MSM6J2QF_taxonomic_profile	MSM6J2QH_taxonomic_profile	MSM6J2RM_taxonomic_profile	MSM6J2RU_taxonomic_profile	MSM79H58_taxonomic_profile	MSM79H5E_taxonomic_profile	MSM79H5M_taxonomic_profile	MSM79H5S_taxonomic_profile	MSM79H5U_taxonomic_profile	MSM79H6D_taxonomic_profile	MSM79H6L_taxonomic_profile	MSM79H83_taxonomic_profile	MSM79H8H_taxonomic_profile	MSM79H9A_taxonomic_profile	MSM79HA7_taxonomic_profile	MSM79HBL_taxonomic_profile	MSM79HC8_taxonomic_profile	MSM79HCP_taxonomic_profile	MSM9VZGO_taxonomic_profile	MSM9VZHB_taxonomic_profile	MSM9VZHN_taxonomic_profile	MSM9VZHP_taxonomic_profile	MSM9VZHR_taxonomic_profile	MSM9VZJZ_taxonomic_profile	MSM9VZKE_taxonomic_profile	MSM9VZL7_taxonomic_profile	MSM9VZLJ_taxonomic_profile	MSM9VZMI_taxonomic_profile	MSM9VZMS_taxonomic_profile	MSM9VZMW_taxonomic_profile	MSM9VZNL_taxonomic_profile	MSM9VZOI_taxonomic_profile	MSM9VZOO_taxonomic_profile	MSM9VZPT_taxonomic_profile	MSMA26BB_taxonomic_profile	MSMA26BF_taxonomic_profile	MSMA26BH_taxonomic_profile	MSMA26BJ_taxonomic_profile	MSMA26BN_taxonomic_profile	MSMA26BR_taxonomic_profile	MSMA26BV_taxonomic_profile	MSMA26DI_taxonomic_profile	MSMAPC5H_taxonomic_profile	MSMAPC6M_taxonomic_profile	MSMAPC7T_taxonomic_profile	MSMB4LZX_taxonomic_profile	MSMB4LZZ_taxonomic_profile	PSM6XBTR_taxonomic_profile	PSM7J154_taxonomic_profile	PSM7J15M_taxonomic_profile	PSM7J17V_taxonomic_profile	PSM7J19P_taxonomic_profile	PSM7J19R_taxonomic_profile	PSM7J1DL_taxonomic_profile	PSMA265L_taxonomic_profile
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252385038614911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae|g__Patulibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252385038614911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae|g__Patulibacter|s__Phytoplasma_sp._RYL-GD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252385038614911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae|g__Patulibacter|s__Phytoplasma_sp._RYL-GD|t__Unclassified_Phytoplasma_sp._RYL-GD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252385038614911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Unclassified_Solirubrobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00500600720865038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00300318337437684	0	0	0	0	0	0	0	0	0	0	0.00250475904218014	0.0074827895839569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00418672807201172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00869640838333768	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Unclassified_Solirubrobacterales|g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00500600720865038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00300318337437684	0	0	0	0	0	0	0	0	0	0	0.00250475904218014	0.0074827895839569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00418672807201172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00869640838333768	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Unclassified_Solirubrobacterales|g__|s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00500600720865038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00300318337437684	0	0	0	0	0	0	0	0	0	0	0.00250475904218014	0.0074827895839569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00418672807201172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00869640838333768	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Unclassified_Solirubrobacterales|g__|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00300318337437684	0	0	0	0	0	0	0	0	0	0	0.00250475904218014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria	0.0050092671442168	0	0	0	0	0	0	0	0	0	0	0	0	0.00408830744071954	0	0	0	0	0	0	0	0	0	0	0.00759042088883829	0	0	0	0	0	0	0	0	0	0	0.00523834468308015	0	0	0	0.00355897216883764	0	0	0	0	0	0	0	0	0.0126192519307455	0.00959600806064677	0.00523724730281764	0.0101781170483461	0	0	0.00250475904218014	0.0074827895839569	0	0.00723484300390682	0.0340417254291689	0.00384054074813734	0	0	0.00884955752212389	0	0.00881678716275789	0.00368012365215471	0	0	0	0	0	0.00423603168551701	0	0	0	0.00418672807201172	0	0	0.00861957505494979	0	0	0	0.00503397936068462	0	0	0.00695748973770264	0	0	0	0	0.0066185717122245	0	0	0	0	0	0	0.0153429141308239	0	0
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria|o__	0.0050092671442168	0	0	0	0	0	0	0	0	0	0	0	0	0.00408830744071954	0	0	0	0	0	0	0	0	0	0	0.00759042088883829	0	0	0	0	0	0	0	0	0	0	0.00523834468308015	0	0	0	0.00355897216883764	0	0	0	0	0	0	0	0	0.0126192519307455	0.00959600806064677	0.00523724730281764	0.0101781170483461	0	0	0.00250475904218014	0.0074827895839569	0	0.00723484300390682	0.0340417254291689	0.00384054074813734	0	0	0.00884955752212389	0	0.00881678716275789	0.00368012365215471	0	0	0	0	0	0.00423603168551701	0	0	0	0.00418672807201172	0	0	0.00861957505494979	0	0	0	0.00503397936068462	0	0	0.00695748973770264	0	0	0	0	0.0066185717122245	0	0	0	0	0	0	0.0153429141308239	0	0
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria|o__|f__	0.0050092671442168	0	0	0	0	0	0	0	0	0	0	0	0	0.00408830744071954	0	0	0	0	0	0	0	0	0	0	0.00759042088883829	0	0	0	0	0	0	0	0	0	0	0.00523834468308015	0	0	0	0.00355897216883764	0	0	0	0	0	0	0	0	0.0126192519307455	0.00959600806064677	0.00523724730281764	0.0101781170483461	0	0	0.00250475904218014	0.0074827895839569	0	0.00723484300390682	0.0340417254291689	0.00384054074813734	0	0	0.00884955752212389	0	0.00881678716275789	0.00368012365215471	0	0	0	0	0	0.00423603168551701	0	0	0	0.00418672807201172	0	0	0.00861957505494979	0	0	0	0.00503397936068462	0	0	0.00695748973770264	0	0	0	0	0.0066185717122245	0	0	0	0	0	0	0.0153429141308239	0	0
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria|o__|f__|g__	0.0050092671442168	0	0	0	0	0	0	0	0	0	0	0	0	0.00408830744071954	0	0	0	0	0	0	0	0	0	0	0.00759042088883829	0	0	0	0	0	0	0	0	0	0	0.00523834468308015	0	0	0	0.00355897216883764	0	0	0	0	0	0	0	0	0.0126192519307455	0.00959600806064677	0.00523724730281764	0.0101781170483461	0	0	0.00250475904218014	0.0074827895839569	0	0.00723484300390682	0.0340417254291689	0.00384054074813734	0	0	0.00884955752212389	0	0.00881678716275789	0.00368012365215471	0	0	0	0	0	0.00423603168551701	0	0	0	0.00418672807201172	0	0	0.00861957505494979	0	0	0	0.00503397936068462	0	0	0.00695748973770264	0	0	0	0	0.0066185717122245	0	0	0	0	0	0	0.0153429141308239	0	0
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria|o__|f__|g__|s__	0.0050092671442168	0	0	0	0	0	0	0	0	0	0	0	0	0.00408830744071954	0	0	0	0	0	0	0	0	0	0	0.00759042088883829	0	0	0	0	0	0	0	0	0	0	0.00523834468308015	0	0	0	0.00355897216883764	0	0	0	0	0	0	0	0	0.0126192519307455	0.00959600806064677	0.00523724730281764	0.0101781170483461	0	0	0.00250475904218014	0.0074827895839569	0	0.00723484300390682	0.0340417254291689	0.00384054074813734	0	0	0.00884955752212389	0	0.00881678716275789	0.00368012365215471	0	0	0	0	0	0.00423603168551701	0	0	0	0.00418672807201172	0	0	0.00861957505494979	0	0	0	0.00503397936068462	0	0	0.00695748973770264	0	0	0	0	0.0066185717122245	0	0	0	0	0	0	0.0153429141308239	0	0
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria|o__|f__|g__|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0126192519307455	0	0	0	0	0	0.00250475904218014	0	0	0	0	0.00384054074813734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00339270568278202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00339270568278202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00339270568278202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00339270568278202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae|g__Thermovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00339270568278202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae|g__Thermovibrio|s__Unclassified_Thermovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00339270568278202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes	21.4797375144016	62.2351263243684	49.3815592203898	76.0365853658537	33.0286861429553	74.9978431541713	75.5831339712919	94.088272012925	28.9945355191257	56.3651557960922	68.9547738693467	76.3653802753329	78.9944539812492	76.6516762060507	76.0116342483185	74.3442130556668	77.7737863081187	76.9008181999601	43.0976222215333	17.7877505227192	82.3236889692586	91.6206529109755	55.851324828263	58.5464880227365	49.3225549356712	88.25001008756	79.900760833609	71.6565665911089	82.0883764234047	76.5083549470641	67.6796912686927	88.7857477730895	79.8619969848081	87.6415628539071	59.353000335233	68.7113672079623	78.6396882173936	54.5561515833189	56.57581370733	35.532778133675	34.2830727853421	59.6537697474222	67.4139981500242	77.1607904378641	46.8306126775493	84.7662141779789	63.1916859122402	78.7335650596947	50.5098177780021	35.8266960944247	48.8425683460773	24.0610687022901	65.8026067154416	46.8213800765338	38.6434225027552	56.8168213109847	69.5513193072184	50.0868181160469	57.7299032242377	47.6457485213918	73.8846438254868	13.0527350147396	64.3938053097345	14.2187188185991	14.2920119908305	50.0460015456519	19.9732880038854	32.7322868052609	39.6152690111211	61.8800403225806	33.2698685665152	10.1664760452408	96.2166150213959	56.2242885319808	49.7428571428571	6.75737910822692	68.8911443795991	70.4569943588768	48.3558160582683	32.7899339215764	33.1697794660758	45.6992612996119	23.2318147495595	29.6385542168675	50.8196721311475	28.943157308843	36.6353801500245	76.0579133784875	23.1351246483655	65.6023896448722	19.4983122642134	44.922848507344	81.1125760217752	47.903080164543	7.51369684320376	7.42471443406023	72.7248689966829	32.2763770265432	70.7111436950147	7.15161422149571
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	21.1040424785854	55.6234718826406	45.029047976012	71.7276422764228	32.7592582809446	73.8158916400656	75.408692185008	94.0258500403907	28.8251366120219	55.9194556090573	68.3969849246231	75.818099751749	78.3672256701439	76.0220768601799	75.8371205235412	73.568281938326	76.6704300523453	76.092596288166	42.9581176178814	17.7265541333061	82.2558770343581	91.5528431657464	54.6921000981354	57.8330723275912	47.5198299745721	87.7456320865109	79.1862388355938	70.9025304158764	80.985461577025	75.6452230111825	66.2023637240714	88.2559774964838	79.7460280644787	87.4905624764062	59.3194770365404	67.9360921948664	77.8175217553788	54.3485032012459	55.9830643027256	34.9419887536479	33.6443099680619	59.5497114747895	66.4449632207197	76.1457144573248	45.6292841495301	83.6117879104305	62.6374133949192	78.2348496297416	49.068699207511	34.1809807120238	47.5751544987954	22.0491942324003	65.3374679005766	45.9758054561165	37.6690712353472	55.0808141275067	69.1909798907358	48.3070467370858	55.4102027914215	46.4436592672248	72.4919891545477	12.6801506714707	63.7079646017699	13.8345639592896	14.1818021512961	49.7920730136533	19.7729480330257	32.4936359779381	38.848812744214	61.1542338709677	32.8399459525857	9.34892192993603	95.8211598052236	55.0803043110735	48.0428571428571	6.58990998534645	68.3392539964476	69.937250427838	46.3172865577727	32.1964151465991	32.6369104146882	44.8353574558658	22.9700478228039	29.0020459195272	49.9958810445671	28.5813678424824	35.9945719778356	74.9518424159572	22.8053157435251	64.9585131098573	19.0681051029188	44.2494299803807	80.8106154042445	47.5719875589445	7.4093399426037	7.31510326525903	72.0085572809	31.8723469544315	70.032991202346	7.06616636326485
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	21.1040424785854	55.6234718826406	45.029047976012	71.7276422764228	32.7592582809446	73.8158916400656	75.408692185008	94.0258500403907	28.8251366120219	55.9194556090573	68.3969849246231	75.818099751749	78.3672256701439	76.0220768601799	75.8371205235412	73.568281938326	76.6704300523453	76.092596288166	42.9581176178814	17.7265541333061	82.2558770343581	91.5528431657464	54.6921000981354	57.8330723275912	47.5198299745721	87.7456320865109	79.1862388355938	70.9025304158764	80.985461577025	75.6452230111825	66.2023637240714	88.2559774964838	79.7460280644787	87.4905624764062	59.3194770365404	67.9360921948664	77.8175217553788	54.3485032012459	55.9830643027256	34.9419887536479	33.6443099680619	59.5497114747895	66.4449632207197	76.1457144573248	45.6292841495301	83.6117879104305	62.6374133949192	78.2348496297416	49.068699207511	34.1809807120238	47.5751544987954	22.0491942324003	65.3374679005766	45.9758054561165	37.6690712353472	55.0808141275067	69.1909798907358	48.3070467370858	55.4102027914215	46.4436592672248	72.4919891545477	12.6801506714707	63.7079646017699	13.8345639592896	14.1818021512961	49.7920730136533	19.7729480330257	32.4936359779381	38.848812744214	61.1542338709677	32.8399459525857	9.34892192993603	95.8211598052236	55.0803043110735	48.0428571428571	6.58990998534645	68.3392539964476	69.937250427838	46.3172865577727	32.1964151465991	32.6369104146882	44.8353574558658	22.9700478228039	29.0020459195272	49.9958810445671	28.5813678424824	35.9945719778356	74.9518424159572	22.8053157435251	64.9585131098573	19.0681051029188	44.2494299803807	80.8106154042445	47.5719875589445	7.4093399426037	7.31510326525903	72.0085572809	31.8723469544315	70.032991202346	7.06616636326485
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	16.5856835145018	20.2679299103504	19.349700149925	32.7981029810298	20.5399123038724	56.6646536105599	66.3726076555024	83.6527869574796	21.8142076502732	39.0942735484898	7.53266331658291	58.265628526292	62.3299881156741	59.1537203597711	68.169423741138	10.4775730877052	55.0959663348045	53.9363400518859	38.1281582292216	15.8651639553266	72.1066907775769	80.7517194613969	36.9909224730128	32.6141175105852	25.5379710804964	10.7694790784005	61.6275223288124	54.299856594347	57.4876459213636	43.7220970279349	39.1160154365654	73.0379746835443	69.9698480807144	71.7629294073235	45.0720750921891	49.1356731272918	56.9323581228979	47.7037549749092	30.4313310399577	16.6168410563029	22.0373171961674	49.8249929051178	12.5578117429415	15.5234548621539	16.313334746661	61.3528251537301	50.8960739030023	28.1487078736588	14.7165716016355	11.3568755397755	21.8340840054467	10.069550466497	50.2010756335094	31.6133810640662	14.9258591323515	19.8368751870697	63.2918749273509	26.6386919403849	17.2980596216505	18.1427144942008	49.9301618601594	8.25008188666885	54.4159292035398	6.25124725603672	4.97707635337683	45.2618407978508	17.4660029140359	29.1207042851082	27.6525398256688	44.1280241935484	26.4832330180568	4.90108866014318	82.6826029216467	40.72696534235	29.0666666666667	4.31651664224409	61.7673179396092	63.9221651771566	12.1751497651166	24.6468563288885	25.4299883929514	34.2431451108051	17.7548452051347	16.8674698795181	34.6074635472444	19.8149307729771	29.499792679709	59.9328900764307	17.3343680279368	51.8685695320279	14.7263220596995	34.7261254573413	68.0389571726279	37.8097722484198	0.304374293416819	0.294219453097958	6.74727176578049	13.6142791387511	51.7412023460411	0.326930935839804
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	16.5856835145018	20.2679299103504	19.349700149925	32.7981029810298	20.5399123038724	56.6646536105599	66.3726076555024	83.6527869574796	21.8142076502732	39.0942735484898	7.53266331658291	58.265628526292	62.3299881156741	59.1537203597711	68.169423741138	10.4775730877052	55.0959663348045	53.9363400518859	38.1281582292216	15.8651639553266	72.1066907775769	80.7517194613969	36.9909224730128	32.6141175105852	25.5379710804964	10.7694790784005	61.6275223288124	54.299856594347	57.4876459213636	43.7220970279349	39.1160154365654	73.0379746835443	69.9698480807144	71.7629294073235	45.0720750921891	49.1356731272918	56.9323581228979	47.7037549749092	30.4313310399577	16.6168410563029	22.0373171961674	49.8249929051178	12.5578117429415	15.5234548621539	16.313334746661	61.3528251537301	50.8960739030023	28.1487078736588	14.7165716016355	11.3568755397755	21.8340840054467	10.069550466497	50.2010756335094	31.6133810640662	14.9258591323515	19.8368751870697	63.2918749273509	26.6386919403849	17.2980596216505	18.1427144942008	49.9219456084134	8.25008188666885	54.4159292035398	6.25124725603672	4.97707635337683	45.2618407978508	17.4660029140359	29.1207042851082	27.6525398256688	44.1280241935484	26.4832330180568	4.90108866014318	82.6619448133392	40.72696534235	29.0666666666667	4.31651664224409	61.7673179396092	63.9221651771566	12.1751497651166	24.6468563288885	25.4299883929514	34.2431451108051	17.7548452051347	16.8629233916799	34.6074635472444	19.8149307729771	29.499792679709	59.9328900764307	17.3343680279368	51.8685695320279	14.7263220596995	34.7261254573413	68.0389571726279	37.8097722484198	0.304374293416819	0.294219453097958	6.74727176578049	13.6142791387511	51.7412023460411	0.326930935839804
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroidaceae_bacterium_DJF_B220	0	0.00509372453137734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00997804829375374	0	0	0	0	0	0	0	0	0	0	0	0	0.00602990834539315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101781170483461	0	0	0	0	0	0	0	0	0.016432503491907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_acidifaciens	0	0	0	0	0.0528289925511121	0	0	0	0.0710382513661202	0.111425046758725	0	0.0225682690137666	0.00990360491218804	0.0286181520850368	0	0.00500600720865038	0.0307913373704198	0	0	0.00509969911775205	0	0	0.0306673209028459	0.00290006380140363	0.00379521044441914	0	0.0198478332782005	0.0138779664153213	0.0501324930172599	0	0.0180897250361794	0.0515705578996718	0	0	0	0.036668412781561	0.0533874325983663	0	0.0158772161947605	0.0533845825325646	0.277357539082199	0.179737016365528	0.0308329295687795	0.0330350171181452	0.102466256801639	0.475693235874231	0.401847575057737	0.051382801873961	0.0302862046337893	0.0383840322425871	0.0157117419084529	0	0.344008915160618	0.518454511788668	0.0225428313796213	0.0860520802155043	0	0	0.0291786217964305	0.0614486519701974	0.082162517459535	0	0	0	0	0	0	0	0	0.0201612903225806	0.104409777668591	0.00847206337103402	0	0.174697097774021	0.161904761904762	0.00418672807201172	0	0.00633834062242505	0.0689566004395983	0.205753175325446	0.242692835285428	0.137723801176912	0.100679587213692	0.00454648783814503	0	0.00695748973770264	0.0188472991820272	0	0.106702880977786	0	0.0595671454100205	0.15377273450342	0.187130523540169	0.0852814287147587	0	0	0.0528820729772607	0.0818288753643942	0.213831867057673	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_acidifaciens|t__Unclassified_Bacteroides_acidifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0308329295687795	0.0330350171181452	0.102466256801639	0	0	0.051382801873961	0.0302862046337893	0	0	0	0	0	0.0225428313796213	0	0	0	0	0.0614486519701974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_barnesiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0564507851791029	0.394132907603273	0	0	0	0	0	0.0406008932196508	0	0	0	0	0	0.0212594072877248	0	0	0	0	0	0.00523834468308015	0	0	0.021169621593014	0.0106769165065129	0	0	0	0	0	0	0	0	0	0	0.00523724730281764	0.0203562340966921	0	0	0	0	0	0	0	0	4.09169336948484	0	0	0.00498902414687687	0	0	0	0	0	0	0	0.00423603168551701	2.46126604692342	0	0	0	0	0	0	0.00395679183318166	0	0	0	0	0.0164758217316089	0	0	0	0	0.723531364088948	0	0	0	0	0	0	0.00961492235950195	0.0102286094205493	0	0
