run_accession	read_count	fastq_ftp
ERR4993924	33701	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993924/ERR4993924.fastq.gz
ERR4993925	50092	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993925/ERR4993925.fastq.gz
ERR4993926	44799	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993926/ERR4993926.fastq.gz
ERR4993927	33790	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993927/ERR4993927.fastq.gz
ERR4993928	19212	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993928/ERR4993928.fastq.gz
ERR4993929	34941	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993929/ERR4993929.fastq.gz
ERR4993930	30540	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993930/ERR4993930.fastq.gz
ERR4993931	26824	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993931/ERR4993931.fastq.gz
ERR4993932	20020	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993932/ERR4993932.fastq.gz
ERR4993933	29232	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993933/ERR4993933.fastq.gz
ERR4993934	36017	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993934/ERR4993934.fastq.gz
ERR4993935	32522	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993935/ERR4993935.fastq.gz
ERR4993936	27152	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993936/ERR4993936.fastq.gz
ERR4993937	8000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993937/ERR4993937.fastq.gz
ERR4993938	37593	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993938/ERR4993938.fastq.gz
ERR4993939	1401	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993939/ERR4993939.fastq.gz
ERR4993940	26674	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993940/ERR4993940.fastq.gz
ERR4993941	31487	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993941/ERR4993941.fastq.gz
ERR4993942	52766	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993942/ERR4993942.fastq.gz
ERR4993943	27668	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993943/ERR4993943.fastq.gz
ERR4993944	39844	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993944/ERR4993944.fastq.gz
ERR4993945	34039	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993945/ERR4993945.fastq.gz
ERR4993946	21344	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993946/ERR4993946.fastq.gz
ERR4993947	32555	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993947/ERR4993947.fastq.gz
ERR4993948	30723	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993948/ERR4993948.fastq.gz
ERR4993949	56692	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993949/ERR4993949.fastq.gz
ERR4993950	46805	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993950/ERR4993950.fastq.gz
ERR4993951	39457	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993951/ERR4993951.fastq.gz
ERR4993952	32848	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993952/ERR4993952.fastq.gz
ERR4993953	47718	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993953/ERR4993953.fastq.gz
ERR4993954	36174	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993954/ERR4993954.fastq.gz
ERR4993955	12845	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993955/ERR4993955.fastq.gz
ERR4993956	25839	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993956/ERR4993956.fastq.gz
ERR4993957	15870	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993957/ERR4993957.fastq.gz
ERR4993958	26143	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993958/ERR4993958.fastq.gz
ERR4993959	17133	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993959/ERR4993959.fastq.gz
ERR4993960	44352	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993960/ERR4993960.fastq.gz
ERR4993961	23382	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993961/ERR4993961.fastq.gz
ERR4993962	22839	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993962/ERR4993962.fastq.gz
ERR4993963	18260	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993963/ERR4993963.fastq.gz
ERR4993964	6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993964/ERR4993964.fastq.gz
ERR4993965	32730	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993965/ERR4993965.fastq.gz
ERR4993966	23937	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993966/ERR4993966.fastq.gz
ERR4993967	21641	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993967/ERR4993967.fastq.gz
ERR4993968	29919	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993968/ERR4993968.fastq.gz
ERR4993969	30246	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993969/ERR4993969.fastq.gz
ERR4993970	23051	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993970/ERR4993970.fastq.gz
ERR4993971	38616	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993971/ERR4993971.fastq.gz
ERR4993972	27126	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993972/ERR4993972.fastq.gz
ERR4993973	2939	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993973/ERR4993973.fastq.gz
ERR4993974	24973	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993974/ERR4993974.fastq.gz
ERR4993975	23145	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993975/ERR4993975.fastq.gz
ERR4993976	5183	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993976/ERR4993976.fastq.gz
ERR4993977	27102	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993977/ERR4993977.fastq.gz
ERR4993978	40348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993978/ERR4993978.fastq.gz
ERR4993979	30907	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993979/ERR4993979.fastq.gz
ERR4993980	38253	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993980/ERR4993980.fastq.gz
ERR4993981	27845	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993981/ERR4993981.fastq.gz
ERR4993982	24470	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993982/ERR4993982.fastq.gz
ERR4993983	22866	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993983/ERR4993983.fastq.gz
ERR4993984	38092	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993984/ERR4993984.fastq.gz
ERR4993985	24237	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993985/ERR4993985.fastq.gz
ERR4993986	3455	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993986/ERR4993986.fastq.gz
ERR4993987	18605	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993987/ERR4993987.fastq.gz
ERR4993988	3011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993988/ERR4993988.fastq.gz
ERR4993989	1013	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993989/ERR4993989.fastq.gz
ERR4993990	1297	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993990/ERR4993990.fastq.gz
ERR4993991	6082	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993991/ERR4993991.fastq.gz
ERR4993992	5954	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993992/ERR4993992.fastq.gz
ERR4993993	23706	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993993/ERR4993993.fastq.gz
ERR4993994	18564	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993994/ERR4993994.fastq.gz
ERR4993995	14397	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993995/ERR4993995.fastq.gz
ERR4993996	7688	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993996/ERR4993996.fastq.gz
ERR4993997	25439	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993997/ERR4993997.fastq.gz
ERR4993998	1207	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993998/ERR4993998.fastq.gz
ERR4993999	26320	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993999/ERR4993999.fastq.gz
ERR4994000	43816	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4994000/ERR4994000.fastq.gz
ERR4994001	2384	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4994001/ERR4994001.fastq.gz
ERR4994002	17197	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4994002/ERR4994002.fastq.gz
ERR4994003	12371	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4994003/ERR4994003.fastq.gz
ERR4994004	1109	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4994004/ERR4994004.fastq.gz
ERR4994005	2520	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4994005/ERR4994005.fastq.gz
ERR4994006	14456	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4994006/ERR4994006.fastq.gz
ERR4994007	19107	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4994007/ERR4994007.fastq.gz
ERR4994008	4401	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4994008/ERR4994008.fastq.gz
ERR4994009	24231	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4994009/ERR4994009.fastq.gz
ERR4994010	32289	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4994010/ERR4994010.fastq.gz
ERR4994011	30656	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4994011/ERR4994011.fastq.gz
ERR4994012	18495	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4994012/ERR4994012.fastq.gz
ERR4994013	25627	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4994013/ERR4994013.fastq.gz
ERR4994014	30090	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4994014/ERR4994014.fastq.gz
ERR4994015	33458	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4994015/ERR4994015.fastq.gz
ERR4994016	52360	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4994016/ERR4994016.fastq.gz
ERR4994017	24525	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4994017/ERR4994017.fastq.gz
ERR4994018	32482	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4994018/ERR4994018.fastq.gz
ERR4994019	57129	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4994019/ERR4994019.fastq.gz
ERR4994020	32983	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4994020/ERR4994020.fastq.gz
ERR4994021	43916	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4994021/ERR4994021.fastq.gz
ERR4994022	37934	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4994022/ERR4994022.fastq.gz
ERR4994023	38872	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4994023/ERR4994023.fastq.gz
ERR4994024	39764	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4994024/ERR4994024.fastq.gz
ERR4994025	19289	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4994025/ERR4994025.fastq.gz
ERR4994026	62433	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4994026/ERR4994026.fastq.gz
ERR4994027	24331	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4994027/ERR4994027.fastq.gz
ERR4994028	2278	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4994028/ERR4994028.fastq.gz
ERR4994029	34537	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4994029/ERR4994029.fastq.gz
ERR4994030	46749	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4994030/ERR4994030.fastq.gz
ERR4994031	27293	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4994031/ERR4994031.fastq.gz
ERR4994032	18789	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4994032/ERR4994032.fastq.gz
ERR4994033	23808	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4994033/ERR4994033.fastq.gz
ERR4994034	50271	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4994034/ERR4994034.fastq.gz
ERR4994035	2370	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4994035/ERR4994035.fastq.gz
ERR4994036	27615	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4994036/ERR4994036.fastq.gz
ERR4994037	33470	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4994037/ERR4994037.fastq.gz
ERR4994038	18418	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4994038/ERR4994038.fastq.gz
ERR4994039	18209	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4994039/ERR4994039.fastq.gz
ERR4994040	23152	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4994040/ERR4994040.fastq.gz
ERR4994041	31553	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4994041/ERR4994041.fastq.gz
ERR4994042	31063	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4994042/ERR4994042.fastq.gz
ERR4994043	30885	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4994043/ERR4994043.fastq.gz
ERR4994044	36594	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4994044/ERR4994044.fastq.gz
ERR4994045	27979	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4994045/ERR4994045.fastq.gz
ERR4994046	42576	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4994046/ERR4994046.fastq.gz
ERR4994047	39183	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4994047/ERR4994047.fastq.gz
ERR4994048	618	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4994048/ERR4994048.fastq.gz
ERR4994049	6093	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4994049/ERR4994049.fastq.gz
ERR4994050	2832	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4994050/ERR4994050.fastq.gz
ERR4994051	1479	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4994051/ERR4994051.fastq.gz
ERR4994052	4855	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4994052/ERR4994052.fastq.gz
ERR4994053	23476	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4994053/ERR4994053.fastq.gz
ERR4994054	33346	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4994054/ERR4994054.fastq.gz
ERR4994055	13153	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4994055/ERR4994055.fastq.gz
ERR4994056	28009	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4994056/ERR4994056.fastq.gz
ERR4994057	27442	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4994057/ERR4994057.fastq.gz
ERR4994058	29056	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4994058/ERR4994058.fastq.gz
ERR4994059	30110	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4994059/ERR4994059.fastq.gz
ERR4994060	24192	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4994060/ERR4994060.fastq.gz
ERR4994061	11178	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4994061/ERR4994061.fastq.gz
ERR4994062	6626	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4994062/ERR4994062.fastq.gz
ERR4994063	27791	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4994063/ERR4994063.fastq.gz
ERR4994064	290	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4994064/ERR4994064.fastq.gz
ERR4994065	659	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4994065/ERR4994065.fastq.gz
ERR4994066	8489	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4994066/ERR4994066.fastq.gz
ERR4994067	245	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4994067/ERR4994067.fastq.gz
ERR4994068	1856	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4994068/ERR4994068.fastq.gz
ERR4994069	87	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4994069/ERR4994069.fastq.gz
ERR4994070	183	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4994070/ERR4994070.fastq.gz
ERR4994071	380	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4994071/ERR4994071.fastq.gz
ERR4994072	218	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4994072/ERR4994072.fastq.gz
ERR4994073	3117	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4994073/ERR4994073.fastq.gz
ERR4994074	374	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4994074/ERR4994074.fastq.gz
ERR4994075	11757	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4994075/ERR4994075.fastq.gz
ERR4994076	452	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4994076/ERR4994076.fastq.gz
ERR4994077	222	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4994077/ERR4994077.fastq.gz
ERR4994078	397	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4994078/ERR4994078.fastq.gz
ERR4994079	435	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4994079/ERR4994079.fastq.gz
ERR4994080	574	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4994080/ERR4994080.fastq.gz
ERR4994081	346	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4994081/ERR4994081.fastq.gz
ERR4994082	191	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4994082/ERR4994082.fastq.gz
ERR4994083	169	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4994083/ERR4994083.fastq.gz
ERR4994084	158	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4994084/ERR4994084.fastq.gz
ERR4994085	574	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4994085/ERR4994085.fastq.gz
ERR4994086	296	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4994086/ERR4994086.fastq.gz
ERR4994087	469	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4994087/ERR4994087.fastq.gz
ERR4994088	214	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4994088/ERR4994088.fastq.gz
ERR4994089	869	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4994089/ERR4994089.fastq.gz
ERR4994090	191	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4994090/ERR4994090.fastq.gz
ERR4994091	462	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4994091/ERR4994091.fastq.gz
ERR4994092	203	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4994092/ERR4994092.fastq.gz
ERR4994093	422	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4994093/ERR4994093.fastq.gz
ERR4994094	3345	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4994094/ERR4994094.fastq.gz
ERR4994095	136	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4994095/ERR4994095.fastq.gz
ERR4994096	417	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4994096/ERR4994096.fastq.gz
ERR4994097	403	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4994097/ERR4994097.fastq.gz
ERR4994098	266	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4994098/ERR4994098.fastq.gz
ERR4994099	179	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4994099/ERR4994099.fastq.gz
ERR4994100	144	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4994100/ERR4994100.fastq.gz
ERR4994101	455	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4994101/ERR4994101.fastq.gz
ERR4994102	25902	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4994102/ERR4994102.fastq.gz
ERR4994103	25496	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4994103/ERR4994103.fastq.gz
ERR4994104	24844	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4994104/ERR4994104.fastq.gz
ERR4994105	21302	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4994105/ERR4994105.fastq.gz
ERR4994106	26377	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4994106/ERR4994106.fastq.gz
ERR4994107	22988	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4994107/ERR4994107.fastq.gz
ERR4994108	28227	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4994108/ERR4994108.fastq.gz
ERR4994109	33741	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4994109/ERR4994109.fastq.gz
ERR4994110	29762	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4994110/ERR4994110.fastq.gz
ERR4994111	13129	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4994111/ERR4994111.fastq.gz
ERR4994112	32080	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4994112/ERR4994112.fastq.gz
