run_accession	read_count	fastq_ftp
ERR3589567	163811593	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/007/ERR3589567/ERR3589567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/007/ERR3589567/ERR3589567_2.fastq.gz
ERR3589568	152128336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3589568/ERR3589568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3589568/ERR3589568_2.fastq.gz
ERR3589569	141402525	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589569/ERR3589569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589569/ERR3589569_2.fastq.gz
ERR3589570	162066039	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589570/ERR3589570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589570/ERR3589570_2.fastq.gz
ERR3589571	201785066	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/001/ERR3589571/ERR3589571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/001/ERR3589571/ERR3589571_2.fastq.gz
ERR3589572	205041521	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/002/ERR3589572/ERR3589572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/002/ERR3589572/ERR3589572_2.fastq.gz
ERR3589573	163871248	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589573/ERR3589573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589573/ERR3589573_2.fastq.gz
ERR3589574	180547536	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/004/ERR3589574/ERR3589574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/004/ERR3589574/ERR3589574_2.fastq.gz
ERR3589575	173849906	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/005/ERR3589575/ERR3589575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/005/ERR3589575/ERR3589575_2.fastq.gz
ERR3589576	147769520	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/006/ERR3589576/ERR3589576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/006/ERR3589576/ERR3589576_2.fastq.gz
ERR3589577	175787252	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/007/ERR3589577/ERR3589577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/007/ERR3589577/ERR3589577_2.fastq.gz
ERR3589578	193060122	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3589578/ERR3589578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3589578/ERR3589578_2.fastq.gz
ERR3589579	169085968	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589579/ERR3589579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589579/ERR3589579_2.fastq.gz
ERR3589580	171007248	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589580/ERR3589580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589580/ERR3589580_2.fastq.gz
ERR3589581	162365415	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/001/ERR3589581/ERR3589581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/001/ERR3589581/ERR3589581_2.fastq.gz
ERR3589582	160480056	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/002/ERR3589582/ERR3589582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/002/ERR3589582/ERR3589582_2.fastq.gz
ERR3589583	178696751	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589583/ERR3589583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589583/ERR3589583_2.fastq.gz
ERR3589584	185195543	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/004/ERR3589584/ERR3589584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/004/ERR3589584/ERR3589584_2.fastq.gz
ERR3589585	145662307	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/005/ERR3589585/ERR3589585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/005/ERR3589585/ERR3589585_2.fastq.gz
ERR3589586	162494527	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/006/ERR3589586/ERR3589586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/006/ERR3589586/ERR3589586_2.fastq.gz
ERR3589587	161250634	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/007/ERR3589587/ERR3589587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/007/ERR3589587/ERR3589587_2.fastq.gz
ERR3589588	140658259	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3589588/ERR3589588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3589588/ERR3589588_2.fastq.gz
ERR3589589	131878136	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589589/ERR3589589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589589/ERR3589589_2.fastq.gz
ERR3589590	168255869	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589590/ERR3589590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589590/ERR3589590_2.fastq.gz
ERR3589591	198840961	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/001/ERR3589591/ERR3589591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/001/ERR3589591/ERR3589591_2.fastq.gz
ERR3589592	201466306	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/002/ERR3589592/ERR3589592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/002/ERR3589592/ERR3589592_2.fastq.gz
ERR3589593	220486379	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589593/ERR3589593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589593/ERR3589593_2.fastq.gz
