run_accession	read_count	fastq_ftp
ERR1226726	23214	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1226726/ERR1226726.fastq.gz
ERR1226727	23222	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1226727/ERR1226727.fastq.gz
ERR1226728	24617	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/008/ERR1226728/ERR1226728.fastq.gz
ERR1226729	23201	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/009/ERR1226729/ERR1226729.fastq.gz
ERR1226730	24179	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/000/ERR1226730/ERR1226730.fastq.gz
ERR1226731	22295	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR1226731/ERR1226731.fastq.gz
ERR1226732	27454	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/002/ERR1226732/ERR1226732.fastq.gz
ERR1226733	21936	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR1226733/ERR1226733.fastq.gz
ERR1226734	21817	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1226734/ERR1226734.fastq.gz
ERR1226735	23798	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1226735/ERR1226735.fastq.gz
ERR1226736	27757	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1226736/ERR1226736.fastq.gz
ERR1226737	18654	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1226737/ERR1226737.fastq.gz
ERR1226738	33192	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/008/ERR1226738/ERR1226738.fastq.gz
ERR1226739	20858	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/009/ERR1226739/ERR1226739.fastq.gz
ERR1226740	2749	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/000/ERR1226740/ERR1226740.fastq.gz
ERR1226741	58618	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR1226741/ERR1226741.fastq.gz
ERR1226742	26400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/002/ERR1226742/ERR1226742.fastq.gz
ERR1226743	6433	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR1226743/ERR1226743.fastq.gz
ERR1226744	7690	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1226744/ERR1226744.fastq.gz
ERR1226745	7803	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1226745/ERR1226745.fastq.gz
ERR1226746	31349	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1226746/ERR1226746.fastq.gz
ERR1226747	12293	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1226747/ERR1226747.fastq.gz
ERR1226748	4264	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/008/ERR1226748/ERR1226748.fastq.gz
ERR1226749	58999	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/009/ERR1226749/ERR1226749.fastq.gz
ERR1226750	13952	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/000/ERR1226750/ERR1226750.fastq.gz
ERR1226751	9231	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR1226751/ERR1226751.fastq.gz
ERR1226752	5321	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/002/ERR1226752/ERR1226752.fastq.gz
ERR1226753	3924	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR1226753/ERR1226753.fastq.gz
ERR1226754	3344	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1226754/ERR1226754.fastq.gz
ERR1226755	2976	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1226755/ERR1226755.fastq.gz
ERR1226756	3161	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1226756/ERR1226756.fastq.gz
ERR1226757	5169	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1226757/ERR1226757.fastq.gz
ERR1226758	5012	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/008/ERR1226758/ERR1226758.fastq.gz
ERR1226759	4610	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/009/ERR1226759/ERR1226759.fastq.gz
ERR1226760	8561	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/000/ERR1226760/ERR1226760.fastq.gz
ERR1226761	38247	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR1226761/ERR1226761.fastq.gz
ERR1226762	6528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/002/ERR1226762/ERR1226762.fastq.gz
ERR1226763	5070	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR1226763/ERR1226763.fastq.gz
ERR1226764	3827	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1226764/ERR1226764.fastq.gz
ERR1226765	3130	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1226765/ERR1226765.fastq.gz
ERR1226766	4683	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1226766/ERR1226766.fastq.gz
ERR1226767	12499	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1226767/ERR1226767.fastq.gz
ERR1226768	2875	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/008/ERR1226768/ERR1226768.fastq.gz
ERR1226769	19525	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/009/ERR1226769/ERR1226769.fastq.gz
ERR1226770	4355	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/000/ERR1226770/ERR1226770.fastq.gz
ERR1226771	32151	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR1226771/ERR1226771.fastq.gz
ERR1226772	17172	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/002/ERR1226772/ERR1226772.fastq.gz
ERR1226773	38159	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR1226773/ERR1226773.fastq.gz
ERR1226774	29624	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1226774/ERR1226774.fastq.gz
ERR1226775	32579	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1226775/ERR1226775.fastq.gz
ERR1226776	10539	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1226776/ERR1226776.fastq.gz
ERR1226777	21155	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1226777/ERR1226777.fastq.gz
ERR1226778	8091	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/008/ERR1226778/ERR1226778.fastq.gz
ERR1226779	7048	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/009/ERR1226779/ERR1226779.fastq.gz
ERR1226780	9355	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/000/ERR1226780/ERR1226780.fastq.gz
ERR1226781	9351	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR1226781/ERR1226781.fastq.gz
ERR1226782	14847	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/002/ERR1226782/ERR1226782.fastq.gz
ERR1226783	8443	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR1226783/ERR1226783.fastq.gz
ERR1226784	10190	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1226784/ERR1226784.fastq.gz
ERR1226785	7945	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1226785/ERR1226785.fastq.gz
ERR1226786	8681	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1226786/ERR1226786.fastq.gz
ERR1226787	42288	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1226787/ERR1226787.fastq.gz
ERR1226788	13156	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/008/ERR1226788/ERR1226788.fastq.gz
ERR1226789	17445	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/009/ERR1226789/ERR1226789.fastq.gz
ERR1226790	21322	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/000/ERR1226790/ERR1226790.fastq.gz
ERR1226791	16397	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR1226791/ERR1226791.fastq.gz
ERR1226792	29145	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/002/ERR1226792/ERR1226792.fastq.gz
ERR1226793	22846	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR1226793/ERR1226793.fastq.gz
ERR1226794	15848	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1226794/ERR1226794.fastq.gz
ERR1226795	43591	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1226795/ERR1226795.fastq.gz
ERR1226796	23752	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1226796/ERR1226796.fastq.gz
ERR1226797	31236	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1226797/ERR1226797.fastq.gz
ERR1226798	16984	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/008/ERR1226798/ERR1226798.fastq.gz
ERR1226799	32542	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/009/ERR1226799/ERR1226799.fastq.gz
ERR1226800	50611	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/000/ERR1226800/ERR1226800.fastq.gz
ERR1346801	43053272	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346801/ERR1346801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346801/ERR1346801_2.fastq.gz
ERR1346802	40332338	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346802/ERR1346802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346802/ERR1346802_2.fastq.gz
ERR1346803	29902032	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346803/ERR1346803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346803/ERR1346803_2.fastq.gz
ERR1346804	59788265	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346804/ERR1346804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346804/ERR1346804_2.fastq.gz
ERR1346805	54363764	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346805/ERR1346805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346805/ERR1346805_2.fastq.gz
ERR1346806	39442984	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346806/ERR1346806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346806/ERR1346806_2.fastq.gz
ERR1346807	35425810	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346807/ERR1346807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346807/ERR1346807_2.fastq.gz
ERR1346808	24827586	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346808/ERR1346808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346808/ERR1346808_2.fastq.gz
ERR1346809	37737248	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346809/ERR1346809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346809/ERR1346809_2.fastq.gz
ERR1346810	28549255	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346810/ERR1346810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346810/ERR1346810_2.fastq.gz
ERR1346811	14082953	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346811/ERR1346811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346811/ERR1346811_2.fastq.gz
ERR1346812	24040669	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346812/ERR1346812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346812/ERR1346812_2.fastq.gz
ERR1346813	20969403	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346813/ERR1346813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346813/ERR1346813_2.fastq.gz
ERR1346814	15050244	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346814/ERR1346814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346814/ERR1346814_2.fastq.gz
ERR1346815	39884080	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346815/ERR1346815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346815/ERR1346815_2.fastq.gz
ERR1346816	50576906	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346816/ERR1346816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346816/ERR1346816_2.fastq.gz
ERR1346817	149782777	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346817/ERR1346817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346817/ERR1346817_2.fastq.gz
ERR1346818	28817884	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346818/ERR1346818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346818/ERR1346818_2.fastq.gz
ERR1346819	101879847	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346819/ERR1346819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346819/ERR1346819_2.fastq.gz
ERR1346820	53967009	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346820/ERR1346820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346820/ERR1346820_2.fastq.gz
ERR1346821	34272081	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346821/ERR1346821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346821/ERR1346821_2.fastq.gz
ERR1346822	40935217	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346822/ERR1346822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346822/ERR1346822_2.fastq.gz
ERR1346823	30738721	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346823/ERR1346823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346823/ERR1346823_2.fastq.gz
ERR1346824	37960272	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346824/ERR1346824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346824/ERR1346824_2.fastq.gz
ERR1346825	59456396	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346825/ERR1346825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346825/ERR1346825_2.fastq.gz
ERR1346826	46395933	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346826/ERR1346826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346826/ERR1346826_2.fastq.gz
ERR1346827	55621124	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346827/ERR1346827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346827/ERR1346827_2.fastq.gz
ERR1346828	55594442	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346828/ERR1346828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346828/ERR1346828_2.fastq.gz
ERR1346829	41781366	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346829/ERR1346829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346829/ERR1346829_2.fastq.gz
ERR1346830	53314821	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346830/ERR1346830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346830/ERR1346830_2.fastq.gz
ERR1346831	66733441	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346831/ERR1346831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346831/ERR1346831_2.fastq.gz
ERR1346832	45736064	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346832/ERR1346832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346832/ERR1346832_2.fastq.gz
ERR1346833	195031243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346833/ERR1346833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346833/ERR1346833_2.fastq.gz
ERR1346834	23621708	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346834/ERR1346834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346834/ERR1346834_2.fastq.gz
ERR1346835	45641862	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346835/ERR1346835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346835/ERR1346835_2.fastq.gz
ERR1346836	59412609	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346836/ERR1346836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346836/ERR1346836_2.fastq.gz
ERR1346837	27893154	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346837/ERR1346837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346837/ERR1346837_2.fastq.gz
ERR1346838	41781836	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346838/ERR1346838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346838/ERR1346838_2.fastq.gz
ERR1346839	38800233	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346839/ERR1346839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346839/ERR1346839_2.fastq.gz
ERR1346840	55696428	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346840/ERR1346840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346840/ERR1346840_2.fastq.gz
ERR1346841	9764105	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346841/ERR1346841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346841/ERR1346841_2.fastq.gz
ERR1346842	23319064	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346842/ERR1346842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346842/ERR1346842_2.fastq.gz
ERR1346843	53396955	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346843/ERR1346843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346843/ERR1346843_2.fastq.gz
ERR1346844	7106377	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346844/ERR1346844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346844/ERR1346844_2.fastq.gz
ERR1346845	77069337	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346845/ERR1346845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346845/ERR1346845_2.fastq.gz
ERR1346846	18599317	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346846/ERR1346846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346846/ERR1346846_2.fastq.gz
ERR1346847	7784400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346847/ERR1346847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346847/ERR1346847_2.fastq.gz
ERR1346848	53400673	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346848/ERR1346848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346848/ERR1346848_2.fastq.gz
ERR1346849	52098091	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346849/ERR1346849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346849/ERR1346849_2.fastq.gz
ERR1346850	32577199	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346850/ERR1346850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346850/ERR1346850_2.fastq.gz
