run_accession	read_count	fastq_ftp
SRR3584415	169361	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584415/SRR3584415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584415/SRR3584415_2.fastq.gz
SRR3584416	174965	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584416/SRR3584416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584416/SRR3584416_2.fastq.gz
SRR3584417	146370	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584417/SRR3584417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584417/SRR3584417_2.fastq.gz
SRR3584418	138339	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584418/SRR3584418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584418/SRR3584418_2.fastq.gz
SRR3584419	158175	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584419/SRR3584419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584419/SRR3584419_2.fastq.gz
SRR3584420	55275	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584420/SRR3584420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584420/SRR3584420_2.fastq.gz
SRR3584431	215418	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584431/SRR3584431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584431/SRR3584431_2.fastq.gz
SRR3584432	138814	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584432/SRR3584432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584432/SRR3584432_2.fastq.gz
SRR3584433	130372	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584433/SRR3584433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584433/SRR3584433_2.fastq.gz
SRR3584434	171115	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584434/SRR3584434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584434/SRR3584434_2.fastq.gz
SRR3584435	38943	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584435/SRR3584435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584435/SRR3584435_2.fastq.gz
SRR3584436	102436	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584436/SRR3584436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584436/SRR3584436_2.fastq.gz
SRR3584437	103060	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584437/SRR3584437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584437/SRR3584437_2.fastq.gz
SRR3584438	114548	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584438/SRR3584438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584438/SRR3584438_2.fastq.gz
SRR3584439	146232	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584439/SRR3584439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584439/SRR3584439_2.fastq.gz
SRR3584440	174568	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584440/SRR3584440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584440/SRR3584440_2.fastq.gz
SRR3584441	89233	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584441/SRR3584441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584441/SRR3584441_2.fastq.gz
SRR3584442	30465	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584442/SRR3584442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584442/SRR3584442_2.fastq.gz
SRR3584443	109255	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584443/SRR3584443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584443/SRR3584443_2.fastq.gz
SRR3584444	83045	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584444/SRR3584444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584444/SRR3584444_2.fastq.gz
SRR3584445	81072	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584445/SRR3584445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584445/SRR3584445_2.fastq.gz
SRR3584446	65815	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584446/SRR3584446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584446/SRR3584446_2.fastq.gz
SRR3584447	200137	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584447/SRR3584447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584447/SRR3584447_2.fastq.gz
SRR3584448	218795	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584448/SRR3584448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584448/SRR3584448_2.fastq.gz
SRR3584449	212162	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584449/SRR3584449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584449/SRR3584449_2.fastq.gz
SRR3584450	126831	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584450/SRR3584450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584450/SRR3584450_2.fastq.gz
SRR3584451	117985	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584451/SRR3584451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584451/SRR3584451_2.fastq.gz
SRR3584452	14205	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584452/SRR3584452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584452/SRR3584452_2.fastq.gz
SRR3584453	31024	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584453/SRR3584453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584453/SRR3584453_2.fastq.gz
SRR3584454	19549	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584454/SRR3584454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584454/SRR3584454_2.fastq.gz
SRR3584455	8597	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584455/SRR3584455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584455/SRR3584455_2.fastq.gz
SRR3584456	23140	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584456/SRR3584456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584456/SRR3584456_2.fastq.gz
SRR3584457	24066	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584457/SRR3584457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584457/SRR3584457_2.fastq.gz
SRR3584458	19611	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584458/SRR3584458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584458/SRR3584458_2.fastq.gz
SRR3584459	21962	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584459/SRR3584459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584459/SRR3584459_2.fastq.gz
SRR3584460	11174	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584460/SRR3584460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584460/SRR3584460_2.fastq.gz
SRR3584461	231016	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584461/SRR3584461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584461/SRR3584461_2.fastq.gz
SRR3584462	20658	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584462/SRR3584462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584462/SRR3584462_2.fastq.gz
SRR3584463	18298	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584463/SRR3584463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584463/SRR3584463_2.fastq.gz
SRR3584464	24806	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584464/SRR3584464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584464/SRR3584464_2.fastq.gz
SRR3584465	23084	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584465/SRR3584465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584465/SRR3584465_2.fastq.gz
SRR3584466	20192	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584466/SRR3584466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584466/SRR3584466_2.fastq.gz
SRR3584467	20456	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584467/SRR3584467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584467/SRR3584467_2.fastq.gz
SRR3584468	22115	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584468/SRR3584468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584468/SRR3584468_2.fastq.gz
SRR3584469	14773	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584469/SRR3584469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584469/SRR3584469_2.fastq.gz
SRR3584470	24032	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584470/SRR3584470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584470/SRR3584470_2.fastq.gz
SRR3584471	15366	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584471/SRR3584471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584471/SRR3584471_2.fastq.gz
SRR3584472	191625	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584472/SRR3584472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584472/SRR3584472_2.fastq.gz
SRR3584473	17118	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584473/SRR3584473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584473/SRR3584473_2.fastq.gz
SRR3584474	15324	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584474/SRR3584474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584474/SRR3584474_2.fastq.gz
SRR3584475	18623	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584475/SRR3584475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584475/SRR3584475_2.fastq.gz
SRR3584476	13897	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584476/SRR3584476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584476/SRR3584476_2.fastq.gz
SRR3584477	16955	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584477/SRR3584477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584477/SRR3584477_2.fastq.gz
SRR3584478	31115	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584478/SRR3584478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584478/SRR3584478_2.fastq.gz
SRR3584479	14857	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584479/SRR3584479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584479/SRR3584479_2.fastq.gz
SRR3584480	19986	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584480/SRR3584480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584480/SRR3584480_2.fastq.gz
SRR3584481	13656	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584481/SRR3584481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584481/SRR3584481_2.fastq.gz
SRR3584482	20670	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584482/SRR3584482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584482/SRR3584482_2.fastq.gz
SRR3584483	202319	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584483/SRR3584483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584483/SRR3584483_2.fastq.gz
SRR3584484	10554	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584484/SRR3584484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584484/SRR3584484_2.fastq.gz
SRR3584485	9953	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584485/SRR3584485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584485/SRR3584485_2.fastq.gz
SRR3584486	12366	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584486/SRR3584486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584486/SRR3584486_2.fastq.gz
SRR3584487	10751	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584487/SRR3584487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584487/SRR3584487_2.fastq.gz
SRR3584488	16418	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584488/SRR3584488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584488/SRR3584488_2.fastq.gz
SRR3584489	11109	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584489/SRR3584489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584489/SRR3584489_2.fastq.gz
SRR3584490	12845	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584490/SRR3584490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584490/SRR3584490_2.fastq.gz
SRR3584491	12205	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584491/SRR3584491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584491/SRR3584491_2.fastq.gz
SRR3584492	15257	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584492/SRR3584492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584492/SRR3584492_2.fastq.gz
SRR3584493	8967	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584493/SRR3584493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584493/SRR3584493_2.fastq.gz
SRR3584494	48969	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584494/SRR3584494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584494/SRR3584494_2.fastq.gz
SRR3584495	115730	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584495/SRR3584495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584495/SRR3584495_2.fastq.gz
SRR3584496	49584	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584496/SRR3584496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584496/SRR3584496_2.fastq.gz
SRR3584497	110970	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584497/SRR3584497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584497/SRR3584497_2.fastq.gz
SRR3584498	66935	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584498/SRR3584498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584498/SRR3584498_2.fastq.gz
SRR3584499	30208	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584499/SRR3584499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584499/SRR3584499_2.fastq.gz
SRR3584500	72891	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584500/SRR3584500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584500/SRR3584500_2.fastq.gz
SRR3584501	80191	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584501/SRR3584501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/001/SRR3584501/SRR3584501_2.fastq.gz
SRR3584502	64120	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584502/SRR3584502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/002/SRR3584502/SRR3584502_2.fastq.gz
SRR3584503	68870	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584503/SRR3584503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/003/SRR3584503/SRR3584503_2.fastq.gz
SRR3584504	42756	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584504/SRR3584504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/004/SRR3584504/SRR3584504_2.fastq.gz
SRR3584505	111072	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584505/SRR3584505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/005/SRR3584505/SRR3584505_2.fastq.gz
SRR3584506	78637	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584506/SRR3584506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/006/SRR3584506/SRR3584506_2.fastq.gz
SRR3584507	67278	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584507/SRR3584507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/007/SRR3584507/SRR3584507_2.fastq.gz
SRR3584508	88041	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584508/SRR3584508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/008/SRR3584508/SRR3584508_2.fastq.gz
SRR3584509	81417	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584509/SRR3584509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/009/SRR3584509/SRR3584509_2.fastq.gz
SRR3584510	66933	ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584510/SRR3584510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR358/000/SRR3584510/SRR3584510_2.fastq.gz
