run_accession	library_name	read_count	fastq_ftp
SRR6180330	P6014C14_MVX	176247	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180330/SRR6180330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180330/SRR6180330_2.fastq.gz
SRR6180331	H4030C14_MVX	30241	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180331/SRR6180331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180331/SRR6180331_2.fastq.gz
SRR6180332	H4040C4_MVX	2102480	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180332/SRR6180332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180332/SRR6180332_2.fastq.gz
SRR6180333	C3028C15_MVX	27220	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180333/SRR6180333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180333/SRR6180333_2.fastq.gz
SRR6180334	P6016C5_MVX	599119	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180334/SRR6180334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180334/SRR6180334_2.fastq.gz
SRR6180335	H4017C16_MVX	1013391	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180335/SRR6180335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180335/SRR6180335_2.fastq.gz
SRR6180336	C3022C11_MVX	820614	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180336/SRR6180336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180336/SRR6180336_2.fastq.gz
SRR6180337	M2075C5_MVX	959901	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180337/SRR6180337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180337/SRR6180337_2.fastq.gz
SRR6180338	H4031C4_MVX	895851	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180338/SRR6180338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180338/SRR6180338_2.fastq.gz
SRR6180339	H4006C24_MVX	182792	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180339/SRR6180339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180339/SRR6180339_2.fastq.gz
SRR6180340	M2041C17_MVX	1886129	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180340/SRR6180340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180340/SRR6180340_2.fastq.gz
SRR6180341	C3027C10_MVX	172324	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180341/SRR6180341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180341/SRR6180341_2.fastq.gz
SRR6180342	M2060C8_MVX	1505615	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180342/SRR6180342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180342/SRR6180342_2.fastq.gz
SRR6180343	C3008C22_MVX	658754	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180343/SRR6180343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180343/SRR6180343_2.fastq.gz
SRR6180344	H4024C2_MVX	2087049	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180344/SRR6180344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180344/SRR6180344_2.fastq.gz
SRR6180345	M2042C20_MVX	3221764	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180345/SRR6180345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180345/SRR6180345_2.fastq.gz
SRR6180346	H4020C5_MVX	74767	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180346/SRR6180346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180346/SRR6180346_2.fastq.gz
SRR6180347	C3006C14_MVX	5050856	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180347/SRR6180347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180347/SRR6180347_2.fastq.gz
SRR6180348	H4006C14_MVX	815462	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180348/SRR6180348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180348/SRR6180348_2.fastq.gz
SRR6180349	H4019C5_MVX	363218	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180349/SRR6180349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180349/SRR6180349_2.fastq.gz
SRR6180350	H4014C9_MVX	397160	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180350/SRR6180350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180350/SRR6180350_2.fastq.gz
SRR6180351	M2039C9_MVX	78143	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180351/SRR6180351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180351/SRR6180351_2.fastq.gz
SRR6180352	H4023C2_MVX	5179	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180352/SRR6180352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180352/SRR6180352_2.fastq.gz
SRR6180353	C3005C15_MVX	1517739	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180353/SRR6180353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180353/SRR6180353_2.fastq.gz
SRR6180354	C3004C15_MVX	1456500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180354/SRR6180354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180354/SRR6180354_2.fastq.gz
SRR6180355	H4016C9_MVX	4092607	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180355/SRR6180355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180355/SRR6180355_2.fastq.gz
SRR6180356	M2041C9_MVX	217164	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180356/SRR6180356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180356/SRR6180356_2.fastq.gz
SRR6180357	H4031C9_MVX	942512	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180357/SRR6180357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180357/SRR6180357_2.fastq.gz
SRR6180358	H4027C5_MVX	5594144	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180358/SRR6180358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180358/SRR6180358_2.fastq.gz
SRR6180359	M2027C17_MVX	3892443	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180359/SRR6180359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180359/SRR6180359_2.fastq.gz
SRR6180360	H4017C7_MVX	25041	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180360/SRR6180360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180360/SRR6180360_2.fastq.gz
SRR6180361	P6005C19_MVX	1731367	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180361/SRR6180361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180361/SRR6180361_2.fastq.gz
SRR6180362	C3013C8_MVX	12356	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180362/SRR6180362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180362/SRR6180362_2.fastq.gz
SRR6180363	P6010C2_MVX	1355198	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180363/SRR6180363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180363/SRR6180363_2.fastq.gz
SRR6180364	M2034C14_MVX	4651669	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180364/SRR6180364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180364/SRR6180364_2.fastq.gz
SRR6180365	C3012C9_MVX	35320	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180365/SRR6180365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180365/SRR6180365_2.fastq.gz
SRR6180366	E5013C8_MVX	2430364	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180366/SRR6180366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180366/SRR6180366_2.fastq.gz
SRR6180367	H4009C7_MVX	302189	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180367/SRR6180367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180367/SRR6180367_2.fastq.gz
SRR6180368	M2008C17_MVX	3098687	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180368/SRR6180368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180368/SRR6180368_2.fastq.gz
SRR6180369	M2025C17_MVX	2370830	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180369/SRR6180369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180369/SRR6180369_2.fastq.gz
SRR6180370	M2021C10_MVX	755866	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180370/SRR6180370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180370/SRR6180370_2.fastq.gz
SRR6180371	C3006C6_MVX	1476056	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180371/SRR6180371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180371/SRR6180371_2.fastq.gz
SRR6180372	C3001C11_MVX	38259	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180372/SRR6180372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180372/SRR6180372_2.fastq.gz
SRR6180373	C3013C16_MVX	1529692	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180373/SRR6180373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180373/SRR6180373_2.fastq.gz
SRR6180374	M2047C9_MVX	750019	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180374/SRR6180374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180374/SRR6180374_2.fastq.gz
SRR6180375	C3017C15_MVX	1830626	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180375/SRR6180375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180375/SRR6180375_2.fastq.gz
SRR6180376	E5013C16_MVX	1235513	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180376/SRR6180376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180376/SRR6180376_2.fastq.gz
SRR6180377	C3031C5_MVX	460380	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180377/SRR6180377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180377/SRR6180377_2.fastq.gz
SRR6180378	H4020C14_MVX	2866511	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180378/SRR6180378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180378/SRR6180378_2.fastq.gz
SRR6180379	P6018C4_MVX	903520	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180379/SRR6180379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180379/SRR6180379_2.fastq.gz
SRR6180380	C3028C7_MVX	61787	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180380/SRR6180380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180380/SRR6180380_2.fastq.gz
SRR6180381	H4014C20_MVX	372404	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180381/SRR6180381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180381/SRR6180381_2.fastq.gz
SRR6180382	H4017C1_MVX	2901259	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180382/SRR6180382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180382/SRR6180382_2.fastq.gz
SRR6180383	C3006C9_MVX	16389	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180383/SRR6180383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180383/SRR6180383_2.fastq.gz
SRR6180384	C3012C2_MVX	2625845	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180384/SRR6180384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180384/SRR6180384_2.fastq.gz
SRR6180385	H4020C15_MVX	2428	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180385/SRR6180385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180385/SRR6180385_2.fastq.gz
SRR6180386	C3004C10_MVX	1728861	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180386/SRR6180386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180386/SRR6180386_2.fastq.gz
SRR6180387	H4006C9_MVX	188630	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180387/SRR6180387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180387/SRR6180387_2.fastq.gz
SRR6180388	H4010C6_MVX	2287759	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180388/SRR6180388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180388/SRR6180388_2.fastq.gz
SRR6180389	H4014C5_MVX	2450482	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180389/SRR6180389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180389/SRR6180389_2.fastq.gz
SRR6180390	H4013C5_MVX	418547	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180390/SRR6180390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180390/SRR6180390_2.fastq.gz
SRR6180391	C3012C3_MVX	964680	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180391/SRR6180391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180391/SRR6180391_2.fastq.gz
SRR6180392	P6028C3_MVX	1992949	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180392/SRR6180392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180392/SRR6180392_2.fastq.gz
SRR6180393	M2042C5_MVX	2481178	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180393/SRR6180393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180393/SRR6180393_2.fastq.gz
SRR6180394	M2072C5_MVX	652511	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180394/SRR6180394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180394/SRR6180394_2.fastq.gz
SRR6180395	C3010C22_MVX	2071679	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180395/SRR6180395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180395/SRR6180395_2.fastq.gz
SRR6180396	P6010C13_MVX	1652250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180396/SRR6180396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180396/SRR6180396_2.fastq.gz
SRR6180397	H4035C3_MVX	1496047	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180397/SRR6180397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180397/SRR6180397_2.fastq.gz
SRR6180398	H4013C22_MVX	2110162	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180398/SRR6180398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180398/SRR6180398_2.fastq.gz
SRR6180399	H4020C17_MVX	1164252	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180399/SRR6180399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180399/SRR6180399_2.fastq.gz
SRR6180400	C3021C15_MVX	2055328	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180400/SRR6180400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180400/SRR6180400_2.fastq.gz
SRR6180401	H4028C9_MVX	4349906	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180401/SRR6180401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180401/SRR6180401_2.fastq.gz
SRR6180402	C3030C9_MVX	1528928	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180402/SRR6180402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180402/SRR6180402_2.fastq.gz
SRR6180403	C3030C2_MVX	163964	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180403/SRR6180403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180403/SRR6180403_2.fastq.gz
SRR6180404	C3027C5_MVX	338395	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180404/SRR6180404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180404/SRR6180404_2.fastq.gz
SRR6180405	E5013C12_MVX	321933	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180405/SRR6180405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180405/SRR6180405_2.fastq.gz
SRR6180406	H4006C19_MVX	1550225	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180406/SRR6180406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180406/SRR6180406_2.fastq.gz
SRR6180407	C3008C17_MVX	2084018	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180407/SRR6180407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180407/SRR6180407_2.fastq.gz
SRR6180408	C3005C20_MVX	663938	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180408/SRR6180408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180408/SRR6180408_2.fastq.gz
SRR6180409	M2041C12_MVX	39703	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180409/SRR6180409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180409/SRR6180409_2.fastq.gz
SRR6180410	M2061C3_MVX	20850	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180410/SRR6180410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180410/SRR6180410_2.fastq.gz
SRR6180411	M2027C19_MVX	1103414	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180411/SRR6180411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180411/SRR6180411_2.fastq.gz
SRR6180412	M2060C3_MVX	555837	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180412/SRR6180412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180412/SRR6180412_2.fastq.gz
SRR6180413	C3028C11_MVX	16597	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180413/SRR6180413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180413/SRR6180413_2.fastq.gz
SRR6180414	H4022C5_MVX	47429	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180414/SRR6180414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180414/SRR6180414_2.fastq.gz
SRR6180415	H4008C14_MVX	468223	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180415/SRR6180415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180415/SRR6180415_2.fastq.gz
SRR6180416	C3023C3_MVX	1049762	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180416/SRR6180416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180416/SRR6180416_2.fastq.gz
SRR6180417	C3015C7_MVX	2246650	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180417/SRR6180417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180417/SRR6180417_2.fastq.gz
SRR6180418	P6012C2_MVX	40575	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180418/SRR6180418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180418/SRR6180418_2.fastq.gz
SRR6180419	P6010C3_MVX	221510	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180419/SRR6180419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180419/SRR6180419_2.fastq.gz
SRR6180420	H4020C7_MVX	35093	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180420/SRR6180420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180420/SRR6180420_2.fastq.gz
SRR6180421	C3002C19_MVX	8334	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180421/SRR6180421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180421/SRR6180421_2.fastq.gz
SRR6180422	C3009C13_MVX	160723	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180422/SRR6180422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180422/SRR6180422_2.fastq.gz
SRR6180423	C3004C18_MVX	118220	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180423/SRR6180423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180423/SRR6180423_2.fastq.gz
SRR6180424	H4010C24_MVX	763340	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180424/SRR6180424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180424/SRR6180424_2.fastq.gz
SRR6180425	H4017C10_MVX	3159098	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180425/SRR6180425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180425/SRR6180425_2.fastq.gz
SRR6180426	H4004C19_MVX	2259130	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180426/SRR6180426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180426/SRR6180426_2.fastq.gz
SRR6180427	C3030C13_MVX	2267486	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180427/SRR6180427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180427/SRR6180427_2.fastq.gz
SRR6180428	H4019C22_MVX	2187229	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180428/SRR6180428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180428/SRR6180428_2.fastq.gz
SRR6180429	P6012C3_MVX	1811488	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180429/SRR6180429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180429/SRR6180429_2.fastq.gz
SRR6180430	M2026C21_MVX	766068	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180430/SRR6180430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/000/SRR6180430/SRR6180430_2.fastq.gz
SRR6180431	C3016C9_MVX	4680690	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180431/SRR6180431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180431/SRR6180431_2.fastq.gz
SRR6180432	C3022C4_MVX	896555	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180432/SRR6180432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180432/SRR6180432_2.fastq.gz
SRR6180433	C3004C19_MVX	3349797	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180433/SRR6180433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180433/SRR6180433_2.fastq.gz
SRR6180434	M2039C13_MVX	19613	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180434/SRR6180434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180434/SRR6180434_2.fastq.gz
SRR6180435	P6013C2_MVX	3417900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180435/SRR6180435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180435/SRR6180435_2.fastq.gz
SRR6180436	C3023C5_MVX	4448651	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180436/SRR6180436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180436/SRR6180436_2.fastq.gz
