run_accession	library_name	read_count	fastq_ftp
SRR5946875	CSM79HM1_MGX	11984218	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946875/SRR5946875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946875/SRR5946875_2.fastq.gz
SRR5946876	MSM6J2RQ_MGX	23352952	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946876/SRR5946876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946876/SRR5946876_2.fastq.gz
SRR5946877	HSM67VHS_MGX	9786346	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946877/SRR5946877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946877/SRR5946877_2.fastq.gz
SRR5946878	HSM67VHQ_MGX	10025282	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946878/SRR5946878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946878/SRR5946878_2.fastq.gz
SRR5946879	HSM6XRRD_MGX	14781258	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946879/SRR5946879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946879/SRR5946879_2.fastq.gz
SRR5946880	MSM6J2LY_MGX	12775890	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946880/SRR5946880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946880/SRR5946880_2.fastq.gz
SRR5946881	CSM67UAS_MGX	14279688	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946881/SRR5946881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946881/SRR5946881_2.fastq.gz
SRR5946882	ESM5MEBI_MGX	18213787	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946882/SRR5946882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946882/SRR5946882_2.fastq.gz
SRR5946883	CSM67UAG_MGX	7190706	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946883/SRR5946883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946883/SRR5946883_2.fastq.gz
SRR5946884	ESM5MEDU_MGX	9667529	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946884/SRR5946884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946884/SRR5946884_2.fastq.gz
SRR5946885	CSM79HHO_MGX	9119150	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946885/SRR5946885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946885/SRR5946885_2.fastq.gz
SRR5946886	HSMA33Q6_MGX	11039882	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946886/SRR5946886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946886/SRR5946886_2.fastq.gz
SRR5946887	MSMAPC6G_MGX	14755898	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946887/SRR5946887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946887/SRR5946887_2.fastq.gz
SRR5946888	HSMA33RD_MGX	15211104	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946888/SRR5946888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946888/SRR5946888_2.fastq.gz
SRR5946889	MSMAPC6K_MGX	15686036	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946889/SRR5946889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946889/SRR5946889_2.fastq.gz
SRR5946890	PSMA26A3_MGX	9770756	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946890/SRR5946890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946890/SRR5946890_2.fastq.gz
SRR5946891	MSMAPC5L_MGX	12643856	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946891/SRR5946891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946891/SRR5946891_2.fastq.gz
SRR5946892	MSMAPC59_MGX	9972398	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946892/SRR5946892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946892/SRR5946892_2.fastq.gz
SRR5946893	PSMA269O_MGX	19874756	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946893/SRR5946893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946893/SRR5946893_2.fastq.gz
SRR5946894	HSMA33M8_MGX	12497872	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946894/SRR5946894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946894/SRR5946894_2.fastq.gz
SRR5946895	MSM9VZHF_MGX	9562668	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946895/SRR5946895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946895/SRR5946895_2.fastq.gz
SRR5946896	PSMA265H_MGX	6733869	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946896/SRR5946896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946896/SRR5946896_2.fastq.gz
SRR5946897	PSMA265T_MGX	12982025	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946897/SRR5946897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946897/SRR5946897_2.fastq.gz
SRR5946898	HSMA33RF_MGX	8089003	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946898/SRR5946898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946898/SRR5946898_2.fastq.gz
SRR5946899	PSMA266M_MGX	15995026	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946899/SRR5946899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946899/SRR5946899_2.fastq.gz
SRR5946900	HSMA33KU_MGX	11834964	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946900/SRR5946900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946900/SRR5946900_2.fastq.gz
SRR5946901	PSMA265B_MGX	8058439	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946901/SRR5946901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946901/SRR5946901_2.fastq.gz
SRR5946902	MSM9VZJ3_MGX	23274888	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946902/SRR5946902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946902/SRR5946902_2.fastq.gz
SRR5946903	MSM9VZIQ_MGX	14363601	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946903/SRR5946903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946903/SRR5946903_2.fastq.gz
SRR5946904	PSMA266Y_MGX	8855017	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946904/SRR5946904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946904/SRR5946904_2.fastq.gz
SRR5946905	MSM9VZLB_MGX	17093786	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946905/SRR5946905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946905/SRR5946905_2.fastq.gz
SRR5946906	HSMA33MA_MGX	6406039	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946906/SRR5946906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946906/SRR5946906_2.fastq.gz
SRR5946907	CSM79HIH_MGX	12527895	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946907/SRR5946907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946907/SRR5946907_2.fastq.gz
SRR5946908	CSM79HH8_MGX	8840589	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946908/SRR5946908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946908/SRR5946908_2.fastq.gz
SRR5946909	CSM79HJY_MGX	10066397	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946909/SRR5946909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946909/SRR5946909_2.fastq.gz
SRR5946910	CSM79HKX_MGX	22334679	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946910/SRR5946910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946910/SRR5946910_2.fastq.gz
SRR5946911	MSM6J2JT_MGX	13135119	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946911/SRR5946911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946911/SRR5946911_2.fastq.gz
SRR5946912	HSM7CYZ5_MGX	11870225	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946912/SRR5946912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946912/SRR5946912_2.fastq.gz
SRR5946913	CSM79HJQ_MGX	354351	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946913/SRR5946913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946913/SRR5946913_2.fastq.gz
SRR5946914	CSM67U9B_MGX	9352382	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946914/SRR5946914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946914/SRR5946914_2.fastq.gz
SRR5946915	CSM67UBF_MGX	9182796	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946915/SRR5946915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946915/SRR5946915_2.fastq.gz
SRR5946916	HSM6XRQS_MGX	10206710	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946916/SRR5946916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946916/SRR5946916_2.fastq.gz
SRR5946917	HSM5MD75_MGX	974861	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946917/SRR5946917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946917/SRR5946917_2.fastq.gz
SRR5946918	ESM5MEC3_MGX	11609779	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946918/SRR5946918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946918/SRR5946918_2.fastq.gz
SRR5946919	ESM5MEDD_MGX	20097474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946919/SRR5946919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946919/SRR5946919_2.fastq.gz
SRR5946920	HSM5MD6Q_MGX	6823338	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946920/SRR5946920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946920/SRR5946920_2.fastq.gz
SRR5946921	MSM6J2KA_MGX	15028857	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946921/SRR5946921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946921/SRR5946921_2.fastq.gz
SRR5946922	HSM5MD6C_MGX	4510676	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946922/SRR5946922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946922/SRR5946922_2.fastq.gz
SRR5946923	MSM9VZL9_MGX	14309924	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946923/SRR5946923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946923/SRR5946923_2.fastq.gz
SRR5946924	MSM9VZL5_MGX	17176189	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946924/SRR5946924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946924/SRR5946924_2.fastq.gz
SRR5946925	MSM9VZKE_MGX	14778572	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946925/SRR5946925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946925/SRR5946925_2.fastq.gz
SRR5946926	PSMA265N_MGX	5869387	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946926/SRR5946926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946926/SRR5946926_2.fastq.gz
SRR5946927	MSM9VZOS_MGX	9495156	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946927/SRR5946927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946927/SRR5946927_2.fastq.gz
SRR5946928	HSMA33JB_MGX	19184481	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946928/SRR5946928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946928/SRR5946928_2.fastq.gz
SRR5946929	MSM9VZLT_MGX	8825461	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946929/SRR5946929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946929/SRR5946929_2.fastq.gz
SRR5946930	MSM79H6L_MGX	15880783	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946930/SRR5946930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946930/SRR5946930_2.fastq.gz
SRR5946931	HSMA33J3_MGX	18002527	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946931/SRR5946931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946931/SRR5946931_2.fastq.gz
SRR5946932	HSMA33IK_MGX	9933708	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946932/SRR5946932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946932/SRR5946932_2.fastq.gz
SRR5946933	CSM79HQX_MGX	12439344	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946933/SRR5946933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946933/SRR5946933_2.fastq.gz
SRR5946934	HSM67VID_MGX	6047035	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946934/SRR5946934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946934/SRR5946934_2.fastq.gz
SRR5946935	CSM7KOJE_MGX	9704045	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946935/SRR5946935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946935/SRR5946935_2.fastq.gz
SRR5946936	PSM6XBTB_MGX	8909138	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946936/SRR5946936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946936/SRR5946936_2.fastq.gz
SRR5946937	HSM7CZ2H_MGX	6353861	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946937/SRR5946937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946937/SRR5946937_2.fastq.gz
SRR5946938	CSM79HLI_MGX	11181005	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946938/SRR5946938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946938/SRR5946938_2.fastq.gz
SRR5946939	PSM6XBVS_MGX	13479582	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946939/SRR5946939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946939/SRR5946939_2.fastq.gz
SRR5946940	CSM79HNO_MGX	11501842	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946940/SRR5946940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946940/SRR5946940_2.fastq.gz
SRR5946941	CSM79HN6_MGX	9362171	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946941/SRR5946941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946941/SRR5946941_2.fastq.gz
SRR5946942	CSM79HQB_MGX	9793362	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946942/SRR5946942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946942/SRR5946942_2.fastq.gz
SRR5946943	CSM7KOJQ_MGX	13927094	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946943/SRR5946943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946943/SRR5946943_2.fastq.gz
SRR5946944	CSM79HL6_MGX	7660588	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946944/SRR5946944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946944/SRR5946944_2.fastq.gz
SRR5946945	MSM79H69_MGX	11045364	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946945/SRR5946945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946945/SRR5946945_2.fastq.gz
SRR5946946	CSM79HOZ_MGX	12259680	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946946/SRR5946946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946946/SRR5946946_2.fastq.gz
SRR5946947	HSM7CZ2A_MGX	9369429	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946947/SRR5946947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946947/SRR5946947_2.fastq.gz
SRR5946948	MSM79HBP_MGX	5606387	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946948/SRR5946948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946948/SRR5946948_2.fastq.gz
SRR5946949	PSM6XBT1_MGX	5134628	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946949/SRR5946949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946949/SRR5946949_2.fastq.gz
SRR5946950	PSM6XBT7_MGX	5463780	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946950/SRR5946950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946950/SRR5946950_2.fastq.gz
SRR5946951	PSM6XBVO_MGX	9804388	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946951/SRR5946951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946951/SRR5946951_2.fastq.gz
SRR5946952	MSM9VZHT_MGX	7554970	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946952/SRR5946952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946952/SRR5946952_2.fastq.gz
SRR5946953	PSMA2675_MGX	9983509	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946953/SRR5946953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946953/SRR5946953_2.fastq.gz
SRR5946954	HSM6XRVA_MGX	9880596	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946954/SRR5946954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946954/SRR5946954_2.fastq.gz
SRR5946955	MSMA26DO_MGX	15652704	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946955/SRR5946955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946955/SRR5946955_2.fastq.gz
SRR5946956	HSMA33MG_MGX	1091349	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946956/SRR5946956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946956/SRR5946956_2.fastq.gz
SRR5946957	PSMA266Q_MGX	6737198	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946957/SRR5946957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946957/SRR5946957_2.fastq.gz
SRR5946958	MSMA26DI_MGX	12892252	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946958/SRR5946958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946958/SRR5946958_2.fastq.gz
SRR5946959	HSMA33MS_MGX	13819929	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946959/SRR5946959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946959/SRR5946959_2.fastq.gz
SRR5946960	HSMA33L1_MGX	10097380	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946960/SRR5946960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946960/SRR5946960_2.fastq.gz
SRR5946961	MSM9VZIU_MGX	15764689	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946961/SRR5946961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946961/SRR5946961_2.fastq.gz
SRR5946962	MSMA26ET_MGX	8025794	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946962/SRR5946962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946962/SRR5946962_2.fastq.gz
SRR5946963	HSMA33MZ_MGX	7618135	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946963/SRR5946963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946963/SRR5946963_2.fastq.gz
SRR5946964	HSM7J4NU_MGX	15833220	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946964/SRR5946964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946964/SRR5946964_2.fastq.gz
SRR5946965	MSM7J16J_MGX	8091136	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946965/SRR5946965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946965/SRR5946965_2.fastq.gz
SRR5946966	MSM9VZNL_MGX	10476718	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946966/SRR5946966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946966/SRR5946966_2.fastq.gz
SRR5946967	PSM7J171_MGX	6301354	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946967/SRR5946967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946967/SRR5946967_2.fastq.gz
SRR5946968	MSM9VZOY_MGX	8032813	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946968/SRR5946968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946968/SRR5946968_2.fastq.gz
SRR5946969	MSM9VZMU_MGX	16988016	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946969/SRR5946969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946969/SRR5946969_2.fastq.gz
SRR5946970	PSM7J15Q_MGX	8948827	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946970/SRR5946970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946970/SRR5946970_2.fastq.gz
SRR5946971	MSM9VZLJ_MGX	12982625	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946971/SRR5946971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946971/SRR5946971_2.fastq.gz
SRR5946972	HSMA33NO_MGX	13994526	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946972/SRR5946972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946972/SRR5946972_2.fastq.gz
SRR5946973	MSM6J2LH_MGX	7502483	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946973/SRR5946973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946973/SRR5946973_2.fastq.gz
SRR5946974	HSM5MD6M_MGX	6304574	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946974/SRR5946974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946974/SRR5946974_2.fastq.gz
SRR5946975	PSM7J12Z_MGX	16540841	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946975/SRR5946975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946975/SRR5946975_2.fastq.gz
SRR5946976	HSM7J4NM_MGX	14142109	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946976/SRR5946976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946976/SRR5946976_2.fastq.gz
SRR5946977	PSM7J12F_MGX	5997255	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946977/SRR5946977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5946977/SRR5946977_2.fastq.gz
SRR5946978	CSM7KOUB_MGX	11471641	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946978/SRR5946978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946978/SRR5946978_2.fastq.gz
