clade_name	reSRR9320187_taxonomic_profile	reSRR9320188_taxonomic_profile	reSRR9320191_taxonomic_profile	reSRR9320192_taxonomic_profile	reSRR9320193_taxonomic_profile	reSRR9320194_taxonomic_profile	reSRR9320195_taxonomic_profile	reSRR9320196_taxonomic_profile	reSRR9320197_taxonomic_profile	reSRR9320198_taxonomic_profile	reSRR9320199_taxonomic_profile
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Unclassified_Solirubrobacterales|g__	0.398448149313201	0.512163892445583	0.985560394224158	0.345542501727713	0.982711555959964	1.19402985074627	0.125509883903357	0.157728706624606	0.241876117362499	0.405327156919514	0.192912986089958
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Unclassified_Solirubrobacterales|g__|s__	0.398448149313201	0.512163892445583	0.985560394224158	0.345542501727713	0.982711555959964	1.19402985074627	0.125509883903357	0.157728706624606	0.241876117362499	0.405327156919514	0.192912986089958
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Unclassified_Solirubrobacterales|g__|s__|t__	0.398448149313201	0.512163892445583	0.985560394224158	0.345542501727713	0	1.19402985074627	0.125509883903357	0.157728706624606	0.241876117362499	0.405327156919514	0.192912986089958
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__YNPFFP1	0.0209709552270106	0	0	0	0	0.0298507462686567	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__YNPFFP1|g__bacterium_Ellin5025	0.0209709552270106	0	0	0	0	0.0298507462686567	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__YNPFFP1|g__bacterium_Ellin5025|s__Unclassified_bacterium_Ellin5025	0.0209709552270106	0	0	0	0	0.0298507462686567	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__YNPFFP1|g__bacterium_Ellin5025|s__Unclassified_bacterium_Ellin5025|t__	0.0209709552270106	0	0	0	0	0.0298507462686567	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Thermophilales	0	0	0	0	0	0	0	0	0	0.0463231036479444	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Thermophilales|f__Thermoleophilaceae	0	0	0	0	0	0	0	0	0	0.0463231036479444	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Thermophilales|f__Thermoleophilaceae|g__Thermoleophilum	0	0	0	0	0	0	0	0	0	0.0463231036479444	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Thermophilales|f__Thermoleophilaceae|g__Thermoleophilum|s__Thermoleophilum_album	0	0	0	0	0	0	0	0	0	0.0231615518239722	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Thermophilales|f__Thermoleophilaceae|g__Thermoleophilum|s__Thermoleophilum_album|t__Unclassified_Thermoleophilum_album	0	0	0	0	0	0	0	0	0	0.0231615518239722	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Thermophilales|f__Thermoleophilaceae|g__Thermoleophilum|s__Unclassified_Thermoleophilum	0	0	0	0	0	0	0	0	0	0.0231615518239722	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Thermophilales|f__Thermoleophilaceae|g__Thermoleophilum|s__Unclassified_Thermoleophilum|t__	0	0	0	0	0	0	0	0	0	0.0231615518239722	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Unclassified_Thermoleophilia	0.0419419104540212	0.0533504054630815	0.068760027504011	0.0575904169546188	0.0363967242948135	0.17910447761194	0.0313774709758393	0.0092781592132121	0.0210327058576086	0.0231615518239722	0.0101533150573662
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Unclassified_Thermoleophilia|f__	0.0419419104540212	0.0533504054630815	0.068760027504011	0.0575904169546188	0.0363967242948135	0.17910447761194	0.0313774709758393	0.0092781592132121	0.0210327058576086	0.0231615518239722	0.0101533150573662
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Unclassified_Thermoleophilia|f__|g__	0.0419419104540212	0.0533504054630815	0.068760027504011	0.0575904169546188	0.0363967242948135	0.17910447761194	0.0313774709758393	0.0092781592132121	0.0210327058576086	0.0231615518239722	0.0101533150573662
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Unclassified_Thermoleophilia|f__|g__|s__	0.0419419104540212	0.0533504054630815	0.068760027504011	0.0575904169546188	0.0363967242948135	0.17910447761194	0.0313774709758393	0.0092781592132121	0.0210327058576086	0.0231615518239722	0.0101533150573662
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Unclassified_Thermoleophilia|f__|g__|s__|t__	0.0419419104540212	0.0533504054630815	0.068760027504011	0.0575904169546188	0	0.17910447761194	0.0313774709758393	0.0092781592132121	0.0210327058576086	0.0231615518239722	0.0101533150573662
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria	1.62524903009332	1.70721297481861	1.92528077011231	1.71619442524764	2.23839854413103	2.56716417910448	0.928773140884845	1.6886249768046	0.788726469660322	1.667631731326	0.944258300335059
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria|o__	1.62524903009332	1.70721297481861	1.92528077011231	1.71619442524764	2.23839854413103	2.56716417910448	0.928773140884845	1.6886249768046	0.788726469660322	1.667631731326	0.944258300335059
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria|o__|f__	1.62524903009332	1.70721297481861	1.92528077011231	1.71619442524764	2.23839854413103	2.56716417910448	0.928773140884845	1.6886249768046	0.788726469660322	1.667631731326	0.944258300335059
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria|o__|f__|g__	1.62524903009332	1.70721297481861	1.92528077011231	1.71619442524764	2.23839854413103	2.56716417910448	0.928773140884845	1.6886249768046	0.788726469660322	1.667631731326	0.944258300335059
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria|o__|f__|g__|s__	1.62524903009332	1.70721297481861	1.92528077011231	1.71619442524764	2.23839854413103	2.56716417910448	0.928773140884845	1.6886249768046	0.788726469660322	1.667631731326	0.944258300335059
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria|o__|f__|g__|s__|t__	1.62524903009332	1.70721297481861	1.92528077011231	1.71619442524764	0	2.56716417910448	0.928773140884845	1.6886249768046	0.788726469660322	1.667631731326	0.944258300335059
k__Bacteria|p__Aquificae	0.0629128656810318	0.0640204865556978	0	0.0691085003455425	0	0	0.100407907122686	0.157728706624606	0.473235881796193	0.243196294151708	0.385825972179917
k__Bacteria|p__Aquificae|c__Aquificae	0.0629128656810318	0.0640204865556978	0	0.0691085003455425	0	0	0.100407907122686	0.157728706624606	0.473235881796193	0.243196294151708	0.385825972179917
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales	0.0629128656810318	0.0640204865556978	0	0.0691085003455425	0	0	0.100407907122686	0.157728706624606	0.473235881796193	0.243196294151708	0.385825972179917
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae	0.0104854776135053	0	0	0	0	0	0.0125509883903357	0	0	0.0115807759119861	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenivirga	0.0104854776135053	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenivirga|s__Unclassified_Hydrogenivirga	0.0104854776135053	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenivirga|s__Unclassified_Hydrogenivirga|t__	0.0104854776135053	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Unclassified_Aquificaceae	0	0	0	0	0	0	0.0125509883903357	0	0	0.0115807759119861	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Unclassified_Aquificaceae|s__	0	0	0	0	0	0	0.0125509883903357	0	0	0.0115807759119861	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Unclassified_Aquificaceae|s__|t__	0	0	0	0	0	0	0.0125509883903357	0	0	0.0115807759119861	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae	0	0	0	0.0115180833909238	0	0	0	0.0092781592132121	0.0315490587864129	0.0231615518239722	0.0203066301147325
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae|g__Desulfurobacterium	0	0	0	0	0	0	0	0	0.0210327058576086	0.0115807759119861	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae|g__Desulfurobacterium|s__Unclassified_Desulfurobacterium	0	0	0	0	0	0	0	0	0.0210327058576086	0.0115807759119861	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae|g__Desulfurobacterium|s__Unclassified_Desulfurobacterium|t__	0	0	0	0	0	0	0	0	0.0210327058576086	0.0115807759119861	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae|g__Unclassified_Desulfurobacteriaceae	0	0	0	0.0115180833909238	0	0	0	0.0092781592132121	0.0105163529288043	0.0115807759119861	0.0203066301147325
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae|g__Unclassified_Desulfurobacteriaceae|s__	0	0	0	0.0115180833909238	0	0	0	0.0092781592132121	0.0105163529288043	0.0115807759119861	0.0203066301147325
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae|g__Unclassified_Desulfurobacteriaceae|s__|t__	0	0	0	0.0115180833909238	0	0	0	0.0092781592132121	0.0105163529288043	0.0115807759119861	0.0203066301147325
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Family_Incertae_Sedis	0	0.0106700810926163	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Family_Incertae_Sedis|g__Thermosulfidibacter	0	0.0106700810926163	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Family_Incertae_Sedis|g__Thermosulfidibacter|s__Unclassified_Thermosulfidibacter	0	0.0106700810926163	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Family_Incertae_Sedis|g__Thermosulfidibacter|s__Unclassified_Thermosulfidibacter|t__	0	0.0106700810926163	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae	0.0524273880675265	0.0533504054630815	0	0.0575904169546188	0	0	0.0878569187323502	0.148450547411394	0.44168682300978	0.20845396641575	0.355366027007818
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella	0.0104854776135053	0	0	0	0	0	0.00627549419516787	0.0092781592132121	0.0210327058576086	0	0.0304599451720987
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Unclassified_Persephonella	0.0104854776135053	0	0	0	0	0	0.00627549419516787	0.0092781592132121	0.0210327058576086	0	0.0304599451720987
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Unclassified_Persephonella|t__	0.0104854776135053	0	0	0	0	0	0.00627549419516787	0.0092781592132121	0.0210327058576086	0	0.0304599451720987
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium	0.0314564328405159	0.0106700810926163	0	0	0	0	0.0188264825855036	0.0278344776396363	0.0630981175728257	0.0347423277359583	0.0406132602294649
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Unclassified_Sulfurihydrogenibium	0.0314564328405159	0.0106700810926163	0	0	0	0	0.0188264825855036	0.0278344776396363	0.0630981175728257	0.0347423277359583	0.0406132602294649
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Unclassified_Sulfurihydrogenibium|t__	0.0314564328405159	0.0106700810926163	0	0	0	0	0.0188264825855036	0.0278344776396363	0.0630981175728257	0.0347423277359583	0.0406132602294649
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Unclassified_Hydrogenothermaceae	0.0104854776135053	0.0426803243704652	0	0.0575904169546188	0	0	0.0627549419516787	0.111337910558545	0.357555999579346	0.173711638679792	0.284292821606254
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Unclassified_Hydrogenothermaceae|s__	0.0104854776135053	0.0426803243704652	0	0.0575904169546188	0	0	0.0627549419516787	0.111337910558545	0.357555999579346	0.173711638679792	0.284292821606254
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Unclassified_Hydrogenothermaceae|s__|t__	0.0104854776135053	0.0426803243704652	0	0.0575904169546188	0	0	0.0627549419516787	0.111337910558545	0.357555999579346	0.173711638679792	0.284292821606254
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Unclassified_Aquificales	0	0	0	0	0	0	0	0	0	0	0.0101533150573662
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Unclassified_Aquificales|g__	0	0	0	0	0	0	0	0	0	0	0.0101533150573662
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Unclassified_Aquificales|g__|s__	0	0	0	0	0	0	0	0	0	0	0.0101533150573662
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Unclassified_Aquificales|g__|s__|t__	0	0	0	0	0	0	0	0	0	0	0.0101533150573662
k__Bacteria|p__Armatimonadetes	0.0104854776135053	0.0213401621852326	0	0	0.0363967242948135	0	0.0125509883903357	0	0.0105163529288043	0.0115807759119861	0.0203066301147325
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes	0.0104854776135053	0.0213401621852326	0	0	0.0363967242948135	0	0.0125509883903357	0	0.0105163529288043	0.0115807759119861	0.0203066301147325
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales	0.0104854776135053	0.0213401621852326	0	0	0.0363967242948135	0	0.0125509883903357	0	0.0105163529288043	0.0115807759119861	0.0203066301147325
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae	0.0104854776135053	0.0213401621852326	0	0	0.0363967242948135	0	0.0125509883903357	0	0.0105163529288043	0.0115807759119861	0.0203066301147325
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__Chthonomonas	0.0104854776135053	0.0213401621852326	0	0	0.0363967242948135	0	0.0125509883903357	0	0.0105163529288043	0.0115807759119861	0.0203066301147325
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__Chthonomonas|s__Chthonomonas_calidirosea	0.0104854776135053	0.0213401621852326	0	0	0.0181983621474067	0	0	0	0	0.0115807759119861	0.0101533150573662
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__Chthonomonas|s__Chthonomonas_calidirosea|t__Unclassified_Chthonomonas_calidirosea	0.0104854776135053	0.0213401621852326	0	0	0	0	0	0	0	0.0115807759119861	0.0101533150573662
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__Chthonomonas|s__Unclassified_Chthonomonas	0	0	0	0	0.0181983621474067	0	0.0125509883903357	0	0.0105163529288043	0	0.0101533150573662
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__Chthonomonas|s__Unclassified_Chthonomonas|t__	0	0	0	0	0	0	0.0125509883903357	0	0.0105163529288043	0	0.0101533150573662
k__Bacteria|p__Bacteroidetes	2.65282583621684	2.53947930004268	3.71304148521659	2.75282193043078	3.25750682438581	3.73134328358209	1.19861939127706	1.57728706624606	1.79829635082553	1.92240880138969	1.6549903543507
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.471846492607738	0.213401621852326	0.733440293376117	0.357060585118636	0.418562329390355	0.656716417910448	0.125509883903357	0.259788457969939	0.262908823220107	0.277938621887666	0.172606355975226
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	0.471846492607738	0.213401621852326	0.733440293376117	0.357060585118636	0.418562329390355	0.656716417910448	0.125509883903357	0.259788457969939	0.262908823220107	0.277938621887666	0.172606355975226
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	0.0104854776135053	0.0213401621852326	0	0	0	0	0.0313774709758393	0.0185563184264242	0.0315490587864129	0.0115807759119861	0.0203066301147325
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0.0104854776135053	0.0213401621852326	0	0	0	0	0.0313774709758393	0.0185563184264242	0.0315490587864129	0.0115807759119861	0.0203066301147325
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroidaceae_bacterium_DJF_B220	0	0.0106700810926163	0	0	0	0	0	0	0	0	0.0101533150573662
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroidaceae_bacterium_DJF_B220|t__Unclassified_Bacteroidaceae_bacterium_DJF_B220	0	0.0106700810926163	0	0	0	0	0	0	0	0	0.0101533150573662
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0	0	0	0	0	0	0.00627549419516787	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus|t__Unclassified_Bacteroides_vulgatus	0	0	0	0	0	0	0.00627549419516787	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Unclassified_Bacteroides	0.0104854776135053	0.0106700810926163	0	0	0	0	0.0251019767806715	0.0185563184264242	0.0315490587864129	0.0115807759119861	0.0101533150573662
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Unclassified_Bacteroides|t__	0.0104854776135053	0.0106700810926163	0	0	0	0	0.0251019767806715	0.0185563184264242	0.0315490587864129	0.0115807759119861	0.0101533150573662
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae	0.0524273880675265	0.0320102432778489	0.0229200091680037	0.09214466712739	0	0.0298507462686567	0	0.0371126368528484	0.0105163529288043	0.0115807759119861	0.0304599451720987
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Alkaliflexus	0.0104854776135053	0.0106700810926163	0	0.0230361667818475	0	0.0298507462686567	0	0.0092781592132121	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Alkaliflexus|s__Unclassified_Alkaliflexus	0.0104854776135053	0.0106700810926163	0	0.0230361667818475	0	0.0298507462686567	0	0.0092781592132121	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Alkaliflexus|s__Unclassified_Alkaliflexus|t__	0.0104854776135053	0.0106700810926163	0	0.0230361667818475	0	0.0298507462686567	0	0.0092781592132121	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Anaerophaga	0.0104854776135053	0	0	0	0	0	0	0.0092781592132121	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Anaerophaga|s__Unclassified_Anaerophaga	0.0104854776135053	0	0	0	0	0	0	0.0092781592132121	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Anaerophaga|s__Unclassified_Anaerophaga|t__	0.0104854776135053	0	0	0	0	0	0	0.0092781592132121	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Cytophaga	0	0	0	0.0115180833909238	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Cytophaga|s__Unclassified_Cytophaga	0	0	0	0.0115180833909238	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Cytophaga|s__Unclassified_Cytophaga|t__	0	0	0	0.0115180833909238	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Marinifilum	0.0104854776135053	0	0.0229200091680037	0.0230361667818475	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Marinifilum|s__Unclassified_Marinifilum	0.0104854776135053	0	0.0229200091680037	0.0230361667818475	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Marinifilum|s__Unclassified_Marinifilum|t__	0.0104854776135053	0	0.0229200091680037	0.0230361667818475	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Marinilabilia	0.0104854776135053	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Marinilabilia|s__Unclassified_Marinilabilia	0.0104854776135053	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Marinilabilia|s__Unclassified_Marinilabilia|t__	0.0104854776135053	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Unclassified_Marinilabiaceae	0.0104854776135053	0.0213401621852326	0	0.0345542501727713	0	0	0	0.0185563184264242	0.0105163529288043	0.0115807759119861	0.0304599451720987
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Unclassified_Marinilabiaceae|s__	0.0104854776135053	0.0213401621852326	0	0.0345542501727713	0	0	0	0.0185563184264242	0.0105163529288043	0.0115807759119861	0.0304599451720987
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Unclassified_Marinilabiaceae|s__|t__	0.0104854776135053	0.0213401621852326	0	0.0345542501727713	0	0	0	0.0185563184264242	0.0105163529288043	0.0115807759119861	0.0304599451720987
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.167767641816085	0.0640204865556978	0.527160210864084	0.0691085003455425	0.254777070063694	0.328358208955224	0.050203953561343	0.129894228984969	0.189294352718477	0.127388535031847	0.0609198903441974
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Candidatus_Azobacteroides	0	0	0	0	0	0	0	0.0092781592132121	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Candidatus_Azobacteroides|s__Unclassified_Candidatus_Azobacteroides	0	0	0	0	0	0	0	0.0092781592132121	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Candidatus_Azobacteroides|s__Unclassified_Candidatus_Azobacteroides|t__	0	0	0	0	0	0	0	0.0092781592132121	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas	0	0.0106700810926163	0	0	0	0	0	0.0092781592132121	0	0	0.0101533150573662
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas|s__Unclassified_Dysgonomonas	0	0.0106700810926163	0	0	0	0	0	0.0092781592132121	0	0	0.0101533150573662
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas|s__Unclassified_Dysgonomonas|t__	0	0.0106700810926163	0	0	0	0	0	0.0092781592132121	0	0	0.0101533150573662
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	0	0.0106700810926163	0	0	0	0	0	0	0.0210327058576086	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_denticanis	0	0.0106700810926163	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_denticanis|t__Unclassified_Odoribacter_denticanis	0	0.0106700810926163	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Unclassified_Odoribacter	0	0	0	0	0	0	0	0	0.0210327058576086	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Unclassified_Odoribacter|t__	0	0	0	0	0	0	0	0	0.0210327058576086	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Paludibacter	0	0	0.275040110016044	0.0115180833909238	0.200181983621474	0.119402985074627	0.0125509883903357	0.0278344776396363	0.105163529288043	0.0347423277359583	0.0203066301147325
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Paludibacter|s__Paludibacter_propionicigenes_WB4	0	0	0	0	0.0363967242948135	0.0298507462686567	0.00627549419516787	0	0.0210327058576086	0.0115807759119861	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Paludibacter|s__Paludibacter_propionicigenes_WB4|t__Unclassified_Paludibacter_propionicigenes_WB4	0	0	0	0	0	0.0298507462686567	0.00627549419516787	0	0.0210327058576086	0.0115807759119861	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Paludibacter|s__Porphyromonadaceae_bacterium_NM7	0	0	0.0229200091680037	0	0.0363967242948135	0	0	0.0092781592132121	0.0105163529288043	0	0.0101533150573662
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Paludibacter|s__Porphyromonadaceae_bacterium_NM7|t__Unclassified_Porphyromonadaceae_bacterium_NM7	0	0	0.0229200091680037	0	0	0	0	0.0092781592132121	0.0105163529288043	0	0.0101533150573662
