Taxa	reERR1346801	reERR1346802	reERR1346803	reERR1346804	reERR1346805	reERR1346806	reERR1346807	reERR1346808	reERR1346809	reERR1346810	reERR1346811	reERR1346812	reERR1346813	reERR1346814	reERR1346815	reERR1346816	reERR1346817	reERR1346818	reERR1346819	reERR1346820	reERR1346821	reERR1346822	reERR1346823	reERR1346824	reERR1346825	reERR1346826	reERR1346827	reERR1346828	reERR1346829	reERR1346830	reERR1346831	reERR1346832	reERR1346833	reERR1346834	reERR1346835	reERR1346836	reERR1346837	reERR1346838	reERR1346839	reERR1346840	reERR1346841	reERR1346842	reERR1346843	reERR1346844	reERR1346845	reERR1346846	reERR1346847	reERR1346848	reERR1346849	reERR1346850	reERR1346851	reERR1346852	reERR1346853	reERR1346854	reERR1346855	reERR1346856	reERR1346857	reERR1346858	reERR1346859	reERR1346860	reERR1346861	reERR1346862	reERR1346863	reERR1346864	reERR1346865	reERR1346866	reERR1346867	reERR1346868	reERR1346869	reERR1346870	reERR1346871	reERR1346872	reERR1346873	reERR1346874	reERR1346875	reERR1346876	reERR1346877	reERR1346878	reERR1346879	reERR1346880	reERR1346881	reERR1346882	reERR1346883	reERR1346884	reERR1346887	reERR1346888	reERR1346889	reERR1346890	reERR1346891	reERR1346892
k__bacteria|p__actinobacteria|c__actinomycetia|o__micrococcales|f__micrococcaceae|g__micrococcus|s__micrococcus_sp._kd337-16	0.00257533545590873	0.00226864341129237	0.00363195786367958	0.00167804996774513	0.00607638415261742	0.00255764592904613	0.00160478892790738	0.00237007017411192	0.00255997421159951	0.00151716579677512	0.00374233240503103	0.00251821722234172	0.00173469477794704	0.00183238209051788	0.00309374568062016	0.00465280851330773	0.00445347936139904	0.00319219019387284	0.00131937517838753	0.00338109580228482	0.00170240575800549	0.00425258412214801	0.0015268932414447	0.00186047799573734	0.00153309272907568	0.00241726375527595	0.00305842272954627	0.00563773036251066	0.0016751002503905	0.00520090755344484	0.00312352757689726	0.00251773471615671	0.00247966239391156	0.00453301120528953	0.00142319184223677	0.00562208845253043	0.00201885815401667	0.00146711034297945	0.00190381809449639	0.0018116045818384	0.00161942025820164	0.00218985679104165	0.00148329055391528	0.00226712886706847	0.00179430872112202	0.00161095235878809	0.00210160868592141	0.00308101005056249	0.00160496355402139	0.00234625121703877	0.00324363726148945	0	0	0.00233593468523235	0.00146400710381293	0.00284126486775991	0.00172723586147926	0.00215724652099585	0.00168075965403482	0.00181722972118573	0.00133320277140675	0.00164549664135852	0.00236657257093101	0.00110282154513689	0.00181204899877653	0.00148882222827624	0.00244728076832869	0.00185417814546502	0.00334560118795178	0.00153370400491103	0.00151025340077118	0.0018422903388752	0.00164022051347479	0.0012316683734839	0	0.00113987331467032	0.00159916826490383	0	0.00130842107273632	0.000753396983286865	0	0.00221590257955728	0.00326593242731676	0.00209747631649599	0.00181744427669498	0.00229687585603075	0.00219483729314154	0.00177411654683102	0.00154339911617749	0.00188550066470491
k__bacteria|p__actinobacteria|c__actinomycetia|o__micrococcales|f__micrococcaceae|g__micrococcus|s__micrococcus_sp._v7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25371224706834e-05	2.56931501619175e-05	0	0	0	0	0	0	0.000183884453067063	0	0	1.89376020405342e-05	2.99879274601631e-05	0	0	0	0	2.14040776341093e-05	0	0	3.45582920084368e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149547675110906	0	0	0	0	0	0	0	0	0	5.18974844770299e-05	0	0	0	0	0	0	0	4.40739315520384e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.43619878187103e-05	0	5.28876456178685e-05	0	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__micrococcales|f__micrococcaceae|g__neomicrococcus	0.000886348722874898	0.000482471675704713	0.000834368698412877	0.000361344793474529	0.000949925687941482	0.000532514998560373	0.000528985979939841	0.00106567903512227	0.000839693351621564	0.000661424497608857	0.000946504304774386	0.000733517401920637	0.000386044791624051	0.000309989451403401	0.00153260997254528	0.000893686297194771	0.00141740545059912	0.000702799695058911	0.000451419190117039	0.000630152816621206	0.000291755050400234	0.000675925532928287	0.000573006293698892	0.000197405368733759	0.000547804846121333	0.00054927704466712	0.00127828813773606	0.00089364023831286	0.000248358712203008	0.000925568553623277	0.00104747646930745	0.00099538349243405	0.000626604372738549	0.000771958343871088	0.000363270292525702	0.000843949867995509	0.000508453164715309	0.000392571549750932	0.000411788802661442	0.000373384150455242	0.000404855064550411	0.000338637648099225	0.00028281406561318	0	0.000354158082195249	0.000218629248692669	0.000382110670167528	0.000404357913166012	0.00054667781724379	0.000347826999830545	0.000589752229361719	0	0	0.000179457210133087	0.000225231862125066	0.000569242961310783	0.000636203192919661	0.000441601052533267	0.000375933224393587	0.000355896621953289	0.000371316421744587	0	0.000533407227114264	0.000566547538874243	0.000459894473326663	0.000439928547802148	0.000583721783260621	0.000428546566748463	0.000507204844820678	0.000317318069981592	0.000371754683266752	0.000506850212848441	0.000516051653427075	0.000793168638421566	0	0.000301637785219164	0.00012569881558196	0	0.000477008560924367	0.000446457471577401	0.00162774016492263	0.000405551981541615	0.000956322754960157	0.00107870210562651	0.000779464247979095	0.000587140182819741	0.00045835959535486	0.000351323534691119	0.000314822705289935	0.000659265966680039
k__bacteria|p__actinobacteria|c__actinomycetia|o__micrococcales|f__micrococcaceae|g__neomicrococcus|s__neomicrococcus_aestuarii	0.000886348722874898	0.000482471675704713	0.000834368698412877	0.000361344793474529	0.000949925687941482	0.000532514998560373	0.000528985979939841	0.00106567903512227	0.000839693351621564	0.000661424497608857	0.000946504304774386	0.000733517401920637	0.000386044791624051	0.000309989451403401	0.00153260997254528	0.000893686297194771	0.00141740545059912	0.000702799695058911	0.000451419190117039	0.000630152816621206	0.000291755050400234	0.000675925532928287	0.000573006293698892	0.000197405368733759	0.000547804846121333	0.00054927704466712	0.00127828813773606	0.00089364023831286	0.000248358712203008	0.000925568553623277	0.00104747646930745	0.00099538349243405	0.000626604372738549	0.000771958343871088	0.000363270292525702	0.000843949867995509	0.000508453164715309	0.000392571549750932	0.000411788802661442	0.000373384150455242	0.000404855064550411	0.000338637648099225	0.00028281406561318	0	0.000354158082195249	0.000218629248692669	0.000382110670167528	0.000404357913166012	0.00054667781724379	0.000347826999830545	0.000589752229361719	0	0	0.000179457210133087	0.000225231862125066	0.000569242961310783	0.000636203192919661	0.000441601052533267	0.000375933224393587	0.000355896621953289	0.000371316421744587	0	0.000533407227114264	0.000566547538874243	0.000459894473326663	0.000439928547802148	0.000583721783260621	0.000428546566748463	0.000507204844820678	0.000317318069981592	0.000371754683266752	0.000506850212848441	0.000516051653427075	0.000793168638421566	0	0.000301637785219164	0.00012569881558196	0	0.000477008560924367	0.000446457471577401	0.00162774016492263	0.000405551981541615	0.000956322754960157	0.00107870210562651	0.000779464247979095	0.000587140182819741	0.00045835959535486	0.000351323534691119	0.000314822705289935	0.000659265966680039
k__bacteria|p__actinobacteria|c__actinomycetia|o__micrococcales|f__micrococcaceae|g__nesterenkonia	0.00125073653116791	0.00123440891496791	0.00142333483846902	0.000706825669186762	0.002078453106467	0.00105191386415128	0.00138487340815711	0.000907958537924171	0.00122955097916015	0.000728688005840266	0.00166002293452738	0.00103963096335208	0.00054647899074054	0.000619978902806803	0.00163893316861018	0.00164420925551853	0.00188773283828533	0.0012465447222887	0.00075612714344604	0.00122988446278484	0.000824132822780042	0.00146131269062229	0.000839285689006025	0.000767988009868321	0.000952952180231903	0.000740523303134215	0.00165135889793458	0.00171930784104935	0.000486148968567589	0.00198504915330269	0.00146174159927416	0.00114851941434698	0.00094231451784166	0.001481082869055	0.000604684094520631	0.00181158204423174	0.000886054412040649	0.00066686833771793	0.00104075389165803	0.000815913513957751	0.000532704032303172	0.000659214621633157	0.000492452463899872	0.000519550365369859	0.000672346984167543	0.000517806115324742	0.00109174477190722	0.00127422054587924	0.000746782527706612	0.000939132899542471	0.001258138089305	0	0	0.000957105120709799	0.00121062125892223	0.00102958726915342	0.000845480559011655	0.00103801626716153	0.00102039018049688	0.000876260622233477	0.000636542437276434	0.00124935856103147	0.000909830681691736	0.00105957364140603	0.00094084045423518	0.00123960162237847	0.000910025885704447	0.000682817529685885	0.00125825817272822	0.000555306622467785	0.000557632024900129	0.000546516751245276	0.00101998941827605	0.00101241850595273	0	0.000509609100291325	0.00114525587530231	0	0.000701145113647864	0.000641782615392514	0	0.000735846894343549	0.00178633873096331	0.000559327017732265	0.00108498289794075	0.00120529129078841	0.00141474452027798	0.000938208826359043	0.000598931000307682	0.000731785223014843
k__bacteria|p__actinobacteria|c__actinomycetia|o__micrococcales|f__micrococcaceae|g__nesterenkonia|s__nesterenkonia_sp._nbaimh1	0.00125073653116791	0.00123440891496791	0.00142333483846902	0.000706825669186762	0.002078453106467	0.00105191386415128	0.00138487340815711	0.000907958537924171	0.00122955097916015	0.000728688005840266	0.00166002293452738	0.00103963096335208	0.00054647899074054	0.000619978902806803	0.00163893316861018	0.00164420925551853	0.00188773283828533	0.0012465447222887	0.00075612714344604	0.00122988446278484	0.000824132822780042	0.00146131269062229	0.000839285689006025	0.000767988009868321	0.000952952180231903	0.000740523303134215	0.00165135889793458	0.00171930784104935	0.000486148968567589	0.00198504915330269	0.00146174159927416	0.00114851941434698	0.00094231451784166	0.001481082869055	0.000604684094520631	0.00181158204423174	0.000886054412040649	0.00066686833771793	0.00104075389165803	0.000815913513957751	0.000532704032303172	0.000659214621633157	0.000492452463899872	0.000519550365369859	0.000672346984167543	0.000517806115324742	0.00109174477190722	0.00127422054587924	0.000746782527706612	0.000939132899542471	0.001258138089305	0	0	0.000957105120709799	0.00121062125892223	0.00102958726915342	0.000845480559011655	0.00103801626716153	0.00102039018049688	0.000876260622233477	0.000636542437276434	0.00124935856103147	0.000909830681691736	0.00105957364140603	0.00094084045423518	0.00123960162237847	0.000910025885704447	0.000682817529685885	0.00125825817272822	0.000555306622467785	0.000557632024900129	0.000546516751245276	0.00101998941827605	0.00101241850595273	0	0.000509609100291325	0.00114525587530231	0	0.000701145113647864	0.000641782615392514	0	0.000735846894343549	0.00178633873096331	0.000559327017732265	0.00108498289794075	0.00120529129078841	0.00141474452027798	0.000938208826359043	0.000598931000307682	0.000731785223014843
k__bacteria|p__actinobacteria|c__actinomycetia|o__micrococcales|f__micrococcaceae|g__paenarthrobacter	0.00653928391098813	0.00538931127116966	0.00933230871922301	0.00342484357912688	0.00997421972338556	0.00551664552695796	0.00484111326585394	0.0143781415418696	0.0068674920543335	0.0186992552883318	0.00946504304774386	0.00771637203910214	0.00278754420964899	0.00741908087025474	0.00995807494851753	0.00729916114092331	0.0128244504238749	0.007675312459196	0.00400942317040315	0.00628631758098327	0.00858722339064606	0.00855716251605973	0.00433125345531222	0.00767717591554987	0.00476095670083923	0.00682037528742534	0.00982672169883319	0.00882444745394399	0.00391825500209638	0.0142576943153884	0.00955960104094274	0.00750816417143693	0.0123180466784299	0.0162066370913866	0.00399137485964949	0.00793021858719918	0.00507705439473081	0.00375711104985988	0.00388942985527485	0.00537357084253047	0.0112187469203048	0.00712945128464901	0.00264223490670775	0.00247180022312327	0.00355126483201251	0.00400436729184467	0.00552695790778032	0.00640857980427499	0.00319754949708632	0.00440475464330863	0.0058680346821491	0	0	0.00391515813440352	0.00595925968539238	0.00436089607752	0.0064764368893269	0.00608343518920829	0.00577425476409832	0.00517802623076736	0.00362829189247568	0.00170644096140884	0.00928229855032069	0.0100421632463053	0.00522725126724813	0.00587293775637351	0.00475316309226506	0.00371264175659752	0.00331633936998135	0.00267516761776147	0.00367688616418522	0.00686671853580758	0.00522350875487687	0.00562956277513843	0	0.00257344657810666	0.00336593495058361	0	0.00292526936759642	0.018472177886515	0.0140709094256645	0.00380466291961721	0.00516053411167179	0.0018977166673059	0.0106970696544267	0.00553028165155918	0.0173912208006758	0.00650419662692524	0.00377019386091118	0.00400174441774784
k__bacteria|p__actinobacteria|c__actinomycetia|o__micrococcales|f__micrococcaceae|g__paenarthrobacter|s__paenarthrobacter_aurescens	0.00177515952553556	0.00118821481835788	0.00262580737441699	0.000946547093150352	0.00288903019142533	0.00119094487362763	0.00131652128715365	0.00380660551345673	0.00200926623423731	0.00566134527614361	0.00254828082054642	0.00231606675724548	0.000696886052412249	0.00194948921660361	0.00286813304506781	0.00214094265857097	0.00408592457436049	0.00217128116315569	0.000989018407438239	0.00181657846446665	0.00206634762499959	0.002471096179086	0.00106848820648558	0.00167659354267028	0.00134478481322147	0.00223491267162128	0.00268156444893964	0.00270091266657869	0.00103042444424652	0.00390905016796214	0.00311880211914098	0.00210787092515446	0.00338719528559779	0.0042143539819474	0.00108061416131063	0.00228994155992747	0.00156648438246849	0.00116009925919987	0.000885627972847211	0.00128412538516353	0.00305772114542021	0.00201828038267138	0.000662536447415491	0.000739965671890405	0.00109152627676583	0.00166273297032056	0.00165126396750968	0.00190541338594326	0.000932446692053559	0.0014766837174624	0.00159233101927664	0	0	0.00079559363159002	0.00195200947175058	0.00132658359679383	0.0022462437293874	0.00206080491182191	0.00154948138519896	0.00147616212514716	0.000841650555954397	0	0.00229398867610217	0.00342955876585706	0.00156752764147961	0.00192224936896801	0.00142123564619977	0.00117136061577913	0.000555974541438051	0.000859403106200144	0.000540206024122	0.00153377281801094	0.0014124794082065	0.00160568285339	0	0.000757269597629165	0.000544694867521828	0	0.000885052028703042	0.00340423822077768	0.0049555645020978	0.00117484646199169	0.0010284980572213	0	0.00382420566554568	0.00186479029895566	0.00349058461077932	0.00158432107406685	0.000721788641396437	0.00133830991236048
k__bacteria|p__actinobacteria|c__actinomycetia|o__micrococcales|f__micrococcaceae|g__paenarthrobacter|s__paenarthrobacter_nicotinovorans	0.000640140744298537	0.000759636255364867	0.00072919617340285	0.000435376409698579	0.00109908757282486	0.00127751135122612	0.000526014148591865	0.0010145264414364	0.000654306507757063	0.00119953256346013	0.00100475072352973	0.000750844584643172	0.000371004085456881	0.000716420065465639	0.00112806317776175	0.000874164023712361	0.00117403422267651	0.000702799695058911	0.000363187257503254	0.000732281031728781	0.00137455729930832	0.000829171807600287	0.000404475030846277	0.00144132961006977	0.000287217124181671	0.000411401835074564	0.00124041293365499	0.000967610459381262	0.000364611726425692	0.00114022168627208	0.000902562431448375	0.000833239575114476	0.00172142294372324	0.00258965095589313	0.000289696562393914	0.000903972164641742	0.000586964315149291	0.000213901164928393	0.000349738435137115	0.000557112859409409	0.00101213766137603	0.000695335970763741	0.000429165400266154	0	0.0005464548533872	0.000201369044848511	0.000586812814900133	0.000534541436429216	0.000352761912259201	0.000426878590701123	0.0006290690446525	0	0	0.000394805862292792	0.000422309741484499	0.000287096450052395	0.00055528261136409	0.000604029025878837	0.000521134945984761	0.000506883067630442	0.00022632619992051	0	0.000557039192872491	0.000713590411559161	0.000417791458162954	0.000639305032520363	0.000315427299029031	0.000345694230510427	0	0.000114587080826686	0.000307859347080279	0.0012605144423883	0.000375530545921111	0.000438499735062329	0	0.000177807536550244	0	0	0.000306511525091963	0.00298568434117387	0.00235118023822158	0.000388828188488353	0	0	0.00116201537805929	0.000492040012363022	0.000559727582789109	0.00044824037184729	0.000514466372059162	0.000283484365672417
k__bacteria|p__actinobacteria|c__actinomycetia|o__micrococcales|f__micrococcaceae|g__paenarthrobacter|s__paenarthrobacter_sp._yjn-5	0.000928204079232879	0.000662115384743701	0.00138477157929868	0.000424800464523715	0.00126591336512863	0.000571863397468775	0.000707295860818439	0.00207594276041817	0.00106324807510523	0.00300069983943453	0.00109940115400717	0.00105118241850044	0.000320868398232978	0.0014603947488338	0.00151964372912273	0.00115832155995633	0.00193340954968429	0.00116886686125587	0.000560170176827052	0.000684476335295448	0.00100760764828947	0.00123144327861429	0.000879733192090652	0.000770692193001661	0.00122114830281214	0.000956231292335473	0.00132373838263334	0.00127548651463894	0.000779423618083907	0.00331235384509437	0.0010380255537949	0.000923319529180906	0.00190817352108084	0.0017952519624909	0.000475930066790002	0.00112223506153713	0.000605657446205001	0.00042025287697696	0.000738963467789711	0.000766524076066846	0.00187511819370717	0.00167512756593083	0.000365878336632435	0.000724221721424651	0.000419179292598283	0.000540819720450286	0.000614106434197813	0.000986238812600029	0.000509544984374401	0.000667195426947682	0.000845311528751797	0	0	0.000807557445598893	0.000525541011625155	0.00066824173719092	0.000831528734605522	0.000906043538818255	0.0013923452755318	0.000957146218131951	0.000686051293509046	0	0.00273624403529184	0.00235268596295869	0.00092950502707572	0.000964375388039192	0.000641731401472857	0.000317124459393863	0.000419419390909407	0.000328336058522619	0.000836448037350193	0.00124729226292269	0.0015215044054094	0.00174755041473369	0	0.000334976698322335	0.000377096446745881	0	0.000750953236475308	0.00189744425420396	0	0.000581151808600871	0.00045109563913215	0.0018977166673059	0.000925695396678691	0.000839362374031038	0.00916278460329572	0.00158028287251868	0	0.000402152239674824
k__bacteria|p__actinobacteria|c__actinomycetia|o__micrococcales|f__micrococcaceae|g__paenarthrobacter|s__paenarthrobacter_sp._yjn-d	0.00100945271216308	0.000626186642935904	0.00105523100093393	0.000569338381913526	0.00122862289390778	0.000600718890001603	0.000496295835112098	0.00289864697553256	0.000752452483920622	0.00266064543670907	0.000502375361764867	0.00114936978726147	0.000270732711009075	0.000847304500502631	0.00138738804621273	0.000767876090308128	0.00168076023975877	0.00102090903071716	0.00039601774405722	0.000858311595053022	0.000827140606804787	0.000763494832740859	0.000552782542156579	0.0010978983521357	0.000582042649003917	0.00097846922936653	0.00103967435202533	0.00106357182725378	0.000538991247759719	0.00156952795156968	0.00101124795984268	0.000817475583152851	0.00219177754973279	0.00340200246892026	0.000459835813323674	0.000987639608451642	0.000650520960738705	0.00043031881415006	0.000417429745163653	0.000598599987237769	0.00181119370983079	0.000442486526849653	0.000247215092319213	0	0.000423329582624008	0.000552326523013059	0.00092798305612114	0.000757431408076822	0.000404335291244464	0.000452175099779709	0.000884628344042579	0	0	0.000337977745750648	0.000957235414031532	0.000544493267340749	0.000842690194130428	0.000634484270881131	0.000632522568027305	0.000729318456351247	0.000406679890482166	0.00170644096140884	0.00131663809224407	0.00103362489916751	0.000762712313157952	0.000548285332975091	0.000369811316103002	0.000319981436505519	0	0.000251210138735427	0.00042403268560114	0.000484813247072422	0.000390067212214831	0	0	0.000290524814184774	0.000474862192198517	0	0.000166665641768755	0.00739445187300071	0.00535345654241222	0.000367923447171775	0.00184047020765917	0	0.00107323218063453	0.000535455307571524	0.000819758507076962	0.000504775193521723	0.000744824449100578	0.000408744899341624
