clade_name	reERR4183438_taxonomic_profile	reERR4183439_taxonomic_profile	reERR4183440_taxonomic_profile	reERR4183441_taxonomic_profile	reERR4183442_taxonomic_profile	reERR4183443_taxonomic_profile	reERR4183444_taxonomic_profile	reERR4183445_taxonomic_profile	reERR4183446_taxonomic_profile	reERR4183447_taxonomic_profile	reERR4183448_taxonomic_profile	reERR4183449_taxonomic_profile	reERR4183450_taxonomic_profile	reERR4183451_taxonomic_profile	reERR4183452_taxonomic_profile	reERR4183453_taxonomic_profile	reERR4183454_taxonomic_profile	reERR4183455_taxonomic_profile	reERR4183456_taxonomic_profile	reERR4183457_taxonomic_profile	reERR4183458_taxonomic_profile	reERR4183459_taxonomic_profile	reERR4183460_taxonomic_profile	reERR4183461_taxonomic_profile	reERR4183462_taxonomic_profile	reERR4183463_taxonomic_profile	reERR4183464_taxonomic_profile	reERR4183465_taxonomic_profile	reERR4183466_taxonomic_profile	reERR4183467_taxonomic_profile	reERR4183468_taxonomic_profile	reERR4183469_taxonomic_profile	reERR4183470_taxonomic_profile	reERR4183471_taxonomic_profile	reERR4183472_taxonomic_profile	reERR4183473_taxonomic_profile	reERR4183474_taxonomic_profile	reERR4183475_taxonomic_profile	reERR4183476_taxonomic_profile	reERR4183477_taxonomic_profile	reERR4183478_taxonomic_profile	reERR4183479_taxonomic_profile	reERR4183480_taxonomic_profile	reERR4183481_taxonomic_profile	reERR4183482_taxonomic_profile	reERR4183483_taxonomic_profile	reERR4183484_taxonomic_profile	reERR4183485_taxonomic_profile	reERR4183486_taxonomic_profile	reERR4183487_taxonomic_profile	reERR4183488_taxonomic_profile	reERR4183489_taxonomic_profile	reERR4183490_taxonomic_profile	reERR4183491_taxonomic_profile	reERR4183492_taxonomic_profile	reERR4183493_taxonomic_profile	reERR4183494_taxonomic_profile	reERR4183495_taxonomic_profile	reERR4183496_taxonomic_profile	reERR4183497_taxonomic_profile	reERR4183498_taxonomic_profile	reERR4183499_taxonomic_profile
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Oerskovia|s__Unclassified_Oerskovia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355498675767433	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Oerskovia|s__Unclassified_Oerskovia|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355498675767433	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Oerskovia|s__Unclassified_Oerskovia|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355498675767433	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Unclassified_Cellulomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355498675767433	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Unclassified_Cellulomonadaceae|s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355498675767433	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Unclassified_Cellulomonadaceae|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355498675767433	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Unclassified_Cellulomonadaceae|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355498675767433	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae	0	0	0	0	0	0	0	0	0	0.00101682851187147	0	0.000355251144796814	0	0	0	0	0	0.000538523261512281	0.000362108922363847	0	0	0.000396089801479791	0	0	0	0.000330987733594593	0	0	0	0	0	0	0	0.0018296085552496	0	0	0	0	0	0.0002603929329358	0	0	0	0	0	0	0.000365303475862573	0	0.000439726665904474	0	0	0	0	0	0	0	0	0	0	0.000399000901742038	0.0010664960273023	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Dermacoccus	0	0	0	0	0	0	0	0	0	0.00101682851187147	0	0.000355251144796814	0	0	0	0	0	0.000538523261512281	0.000362108922363847	0	0	0.000396089801479791	0	0	0	0.000330987733594593	0	0	0	0	0	0	0	0.0018296085552496	0	0	0	0	0	0.0002603929329358	0	0	0	0	0	0	0.000365303475862573	0	0.000439726665904474	0	0	0	0	0	0	0	0	0	0	0.000399000901742038	0.0010664960273023	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Dermacoccus|s__Unclassified_Dermacoccus	0	0	0	0	0	0	0	0	0	0.00101682851187147	0	0.000355251144796814	0	0	0	0	0	0.000538523261512281	0.000362108922363847	0	0	0.000396089801479791	0	0	0	0.000330987733594593	0	0	0	0	0	0	0	0.0018296085552496	0	0	0	0	0	0.0002603929329358	0	0	0	0	0	0	0.000365303475862573	0	0.000439726665904474	0	0	0	0	0	0	0	0	0	0	0.000399000901742038	0.0010664960273023	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Dermacoccus|s__Unclassified_Dermacoccus|t__	0	0	0	0	0	0	0	0	0	0.00101682851187147	0	0.000355251144796814	0	0	0	0	0	0.000538523261512281	0.000362108922363847	0	0	0.000396089801479791	0	0	0	0	0	0	0	0	0	0	0	0.0018296085552496	0	0	0	0	0	0.0002603929329358	0	0	0	0	0	0	0.000365303475862573	0	0.000439726665904474	0	0	0	0	0	0	0	0	0	0	0.000399000901742038	0.0010664960273023	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Dermacoccus|s__Unclassified_Dermacoccus|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010664960273023	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae	0.000927698287778194	0	0	0.0196065020632424	0	0	0	0	0.0028414068752575	0	0	0.00319726030317133	0	0	0	0	0.000583975706610605	0.000538523261512281	0	0	0	0.000396089801479791	0	0	0	0	0.000366284265893074	0	0.0031641397495056	0	0	0.00313912606730286	0	0.0013722064164372	0	0.00114734160949081	0	0	0	0	0	0	0.000440359862079291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Humibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000457402138812401	0	0.000382447203163603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Humibacillus|s__Intrasporangiaceae_bacterium_MI-1.2_V66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000457402138812401	0	0.000382447203163603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Humibacillus|s__Intrasporangiaceae_bacterium_MI-1.2_V66|t__Unclassified_Intrasporangiaceae_bacterium_MI-1.2_V66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000457402138812401	0	0.000382447203163603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Knoellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002636783124588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Knoellia|s__Unclassified_Knoellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002636783124588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Tetrasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002636783124588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Tetrasphaera|s__Tetrasphaera_remsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002636783124588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Unclassified_Intrasporangiaceae	0.000927698287778194	0	0	0.0196065020632424	0	0	0	0	0.0028414068752575	0	0	0.00319726030317133	0	0	0	0	0.000583975706610605	0.000538523261512281	0	0	0	0.000396089801479791	0	0	0	0	0.000366284265893074	0	0.002636783124588	0	0	0.00313912606730286	0	0.000914804277624802	0	0.000764894406327206	0	0	0	0	0	0	0.000440359862079291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Unclassified_Intrasporangiaceae|s__	0.000927698287778194	0	0	0.0196065020632424	0	0	0	0	0.0028414068752575	0	0	0.00319726030317133	0	0	0	0	0.000583975706610605	0.000538523261512281	0	0	0	0.000396089801479791	0	0	0	0	0.000366284265893074	0	0.002636783124588	0	0	0.00313912606730286	0	0.000914804277624802	0	0.000764894406327206	0	0	0	0	0	0	0.000440359862079291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Unclassified_Intrasporangiaceae|s__|t__	0	0	0	0	0	0	0	0	0.0028414068752575	0	0	0.00319726030317133	0	0	0	0	0	0.000538523261512281	0	0	0	0.000396089801479791	0	0	0	0	0	0	0	0	0	0.00313912606730286	0	0.000914804277624802	0	0.000764894406327206	0	0	0	0	0	0	0.000440359862079291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae	0	0.000950525165153747	0.00277222562589924	0.00045596516426145	0.000655580795416179	0.000971411363570131	0.000276099705125515	0	0	0.00305048553561442	0.00109919703656479	0.00319726030317133	0.00257859337731268	0	0	0.00309546411325271	0.00350385423966363	0.00215409304604912	0.000362108922363847	0	0.00102112712011518	0.0134670532503129	0.000933266760304432	0.000320132150551748	0.00158608307268702	0.00165493866797296	0.000366284265893074	0.00070854648773506	0.000791034937376401	0.00110308007534037	0.000573990207727056	0	0.000982858940084919	0.0013722064164372	0.00176115249819482	0.00191223601581802	0	0.000320191602655029	0.000903407653669642	0.0007811787988074	0.00284691430076226	0	0.000880719724158582	0.000532472857196104	0	0	0.00146121390345029	0.000790907724795748	0	0	0	0	0.000273857057570231	0	0.000576465230499622	0	0	0	0.000851832291258497	0.000798001803484076	0.000355498675767433	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium	0	0	0	0	0	0	0	0	0	0	0.000549598518282395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000532472857196104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_flaccumfaciens	0	0	0	0	0	0	0	0	0	0	0.000274799259141197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_flaccumfaciens|t__Unclassified_Curtobacterium_flaccumfaciens	0	0	0	0	0	0	0	0	0	0	0.000274799259141197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Unclassified_Curtobacterium	0	0	0	0	0	0	0	0	0	0	0.000274799259141197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000532472857196104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Unclassified_Curtobacterium|t__	0	0	0	0	0	0	0	0	0	0	0.000274799259141197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter	0	0.000237631291288437	0	0	0	0	0	0	0	0.000338942837290491	0	0	0	0	0	0.00103182137108424	0	0	0	0	0	0	0.000466633380152216	0.000320132150551748	0	0	0	0	0	0	0	0	0.000655239293389946	0.000457402138812401	0	0	0	0	0	0	0.000355864287595283	0	0	0	0	0	0.000730606951725146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_sp._canine_oral_taxon_288	0	0	0	0	0	0	0	0	0	0.000338942837290491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355864287595283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_sp._canine_oral_taxon_288|t__Unclassified_Leucobacter_sp._canine_oral_taxon_288	0	0	0	0	0	0	0	0	0	0.000338942837290491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355864287595283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Unclassified_Leucobacter	0	0.000237631291288437	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103182137108424	0	0	0	0	0	0	0.000466633380152216	0.000320132150551748	0	0	0	0	0	0	0	0	0.000655239293389946	0.000457402138812401	0	0	0	0	0	0	0	0	0	0	0	0	0.000730606951725146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Unclassified_Leucobacter|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103182137108424	0	0	0	0	0	0	0	0.000320132150551748	0	0	0	0	0	0	0	0	0	0.000457402138812401	0	0	0	0	0	0	0	0	0	0	0	0	0.000730606951725146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium	0	0	0.0011088902503597	0.00045596516426145	0	0.000485705681785065	0	0	0	0	0.000274799259141197	0	0	0	0	0	0	0.000538523261512281	0	0	0	0.000396089801479791	0	0	0.000634433229074806	0.000330987733594593	0	0.00035427324386753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000440359862079291	0	0	0	0.000365303475862573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_aurum	0	0	0	0.00045596516426145	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000538523261512281	0	0	0	0	0	0	0.000317216614537403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_aurum|t__Unclassified_Microbacterium_aurum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000538523261512281	0	0	0	0	0	0	0.000317216614537403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_testaceum_StLB037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000317216614537403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000365303475862573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_testaceum_StLB037|t__Unclassified_Microbacterium_testaceum_StLB037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000317216614537403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000365303475862573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Unclassified_Microbacterium	0	0	0.0011088902503597	0	0	0.000485705681785065	0	0	0	0	0.000274799259141197	0	0	0	0	0	0	0	0	0	0	0.000396089801479791	0	0	0	0.000330987733594593	0	0.00035427324386753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000440359862079291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Unclassified_Microbacterium|t__	0	0	0	0	0	0.000485705681785065	0	0	0	0	0.000274799259141197	0	0	0	0	0	0	0	0	0	0	0.000396089801479791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000440359862079291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Unclassified_Microbacteriaceae	0	0.000712893873865311	0.00166333537553954	0	0.000655580795416179	0.000485705681785065	0.000276099705125515	0	0	0.00271154269832393	0.000274799259141197	0.00319726030317133	0.00257859337731268	0	0	0.00206364274216848	0.00350385423966363	0.00161556978453684	0.000362108922363847	0	0.00102112712011518	0.0130709634488331	0.000466633380152216	0	0.000951649843612209	0.00132395093437837	0.000366284265893074	0.00035427324386753	0.000791034937376401	0.00110308007534037	0.000573990207727056	0	0.000327619646694973	0.000914804277624802	0.00176115249819482	0.00191223601581802	0	0.000320191602655029	0.000903407653669642	0.0007811787988074	0.00249105001316698	0	0.000440359862079291	0	0	0	0.000365303475862573	0.000790907724795748	0	0	0	0	0.000273857057570231	0	0.000576465230499622	0	0	0	0.000851832291258497	0.000798001803484076	0.000355498675767433	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Unclassified_Microbacteriaceae|s__	0	0.000712893873865311	0.00166333537553954	0	0.000655580795416179	0.000485705681785065	0.000276099705125515	0	0	0.00271154269832393	0.000274799259141197	0.00319726030317133	0.00257859337731268	0	0	0.00206364274216848	0.00350385423966363	0.00161556978453684	0.000362108922363847	0	0.00102112712011518	0.0130709634488331	0.000466633380152216	0	0.000951649843612209	0.00132395093437837	0.000366284265893074	0.00035427324386753	0.000791034937376401	0.00110308007534037	0.000573990207727056	0	0.000327619646694973	0.000914804277624802	0.00176115249819482	0.00191223601581802	0	0.000320191602655029	0.000903407653669642	0.0007811787988074	0.00249105001316698	0	0.000440359862079291	0	0	0	0.000365303475862573	0.000790907724795748	0	0	0	0	0.000273857057570231	0	0.000576465230499622	0	0	0	0.000851832291258497	0.000798001803484076	0.000355498675767433	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Unclassified_Microbacteriaceae|s__|t__	0	0	0	0	0.000655580795416179	0.000485705681785065	0	0	0	0.00271154269832393	0.000274799259141197	0.00319726030317133	0	0	0	0.00206364274216848	0	0.00161556978453684	0.000362108922363847	0	0.00102112712011518	0.0130709634488331	0	0	0.000951649843612209	0	0	0	0	0	0.000573990207727056	0	0	0.000914804277624802	0.00176115249819482	0.00191223601581802	0	0	0	0.0007811787988074	0.00249105001316698	0	0.000440359862079291	0	0	0	0.000365303475862573	0	0	0	0	0	0.000273857057570231	0	0.000576465230499622	0	0	0	0.000851832291258497	0.000798001803484076	0.000355498675767433	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Unclassified_Microbacteriaceae|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355498675767433	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	0.000618465525185462	0	0	0.00387570389622233	0	0	0	0	0.00189427125017167	0	0.00302279185055317	0.00639452060634265	0.00214882781442723	0.00977947288641142	0.000297426074749121	0	0.00116795141322121	0.00215409304604912	0.00217265353418308	0.000313071355223282	0	0.00118826940443937	0.00139990014045665	0	0	0.000661975467189186	0	0	0.000527356624917601	0	0.00172197062318117	0	0	0.00594622780456121	0.00704460999277927	0.00191223601581802	0.000556274076237362	0	0	0	0.00604969288911981	0.00624131181026412	0	0	0	0	0	0	0	0	0.00250819642761166	0.0010544741337495	0.00109542823028092	0.000419234477843458	0	0.0027845956170465	0.00333876439007452	0	0	0.000399000901742038	0.0124424536518601	0.000400899618744463
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter	0.000618465525185462	0	0	0.00387570389622233	0	0	0	0	0.00189427125017167	0	0.00302279185055317	0.00603926946154584	0.00214882781442723	0.00977947288641142	0.000297426074749121	0	0.00116795141322121	0.00215409304604912	0.00217265353418308	0.000313071355223282	0	0.00118826940443937	0.00139990014045665	0	0	0.000661975467189186	0	0	0.000527356624917601	0	0.00172197062318117	0	0	0.00594622780456121	0.00704460999277927	0.00152978881265441	0	0	0	0	0.00604969288911981	0.00624131181026412	0	0	0	0	0	0	0	0	0.00250819642761166	0.0010544741337495	0.00109542823028092	0	0	0.0027845956170465	0.00200325863404471	0	0	0.000399000901742038	0.0124424536518601	0.000400899618744463
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Unclassified_Arthrobacter	0.000618465525185462	0	0	0.00387570389622233	0	0	0	0	0.00189427125017167	0	0.00302279185055317	0.00603926946154584	0.00214882781442723	0.00977947288641142	0.000297426074749121	0	0.00116795141322121	0.00215409304604912	0.00217265353418308	0.000313071355223282	0	0.00118826940443937	0.00139990014045665	0	0	0.000661975467189186	0	0	0.000527356624917601	0	0.00172197062318117	0	0	0.00594622780456121	0.00704460999277927	0.00152978881265441	0	0	0	0	0.00604969288911981	0.00624131181026412	0	0	0	0	0	0	0	0	0.00250819642761166	0.0010544741337495	0.00109542823028092	0	0	0.0027845956170465	0.00200325863404471	0	0	0.000399000901742038	0.0124424536518601	0.000400899618744463
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Unclassified_Arthrobacter|t__	0	0	0	0	0	0	0	0	0.00189427125017167	0	0.00302279185055317	0.00603926946154584	0	0.00977947288641142	0.000297426074749121	0	0	0.00215409304604912	0.00217265353418308	0.000313071355223282	0	0.00118826940443937	0	0	0	0	0	0	0	0	0.00172197062318117	0	0	0.00594622780456121	0.00704460999277927	0.00152978881265441	0	0	0	0	0.00604969288911981	0.00624131181026412	0	0	0	0	0	0	0	0	0.00250819642761166	0.0010544741337495	0.00109542823028092	0	0	0.0027845956170465	0.00200325863404471	0	0	0.000399000901742038	0.0124424536518601	0.000400899618744463
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Unclassified_Arthrobacter|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124424536518601	0
