clade_name	NCBI_tax_id	reSRR9320199_taxonomic_profile	reSRR9320198_taxonomic_profile	reSRR9320197_taxonomic_profile	reSRR9320196_taxonomic_profile	reSRR9320195_taxonomic_profile	reSRR9320194_taxonomic_profile	reSRR9320193_taxonomic_profile	reSRR9320192_taxonomic_profile	reSRR9320191_taxonomic_profile	reSRR9320188_taxonomic_profile	reSRR9320187_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidibrevibacterium|s__Acidibrevibacterium_fodinaquatile|t__SGB30465	2|1224|28211|204441|433|2603324|1969806|SGB30465	0	0.0003212365578316765	0	0.0010879019761869029	0.001006124738715891	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium	2|1224|28211|204441|433|522	0.054451678157398604	0.08384588173637288	0.07336544256602451	0.2050652704634692	0.7105315669248131	0.031124800139688737	0.04906089549783437	0	0.0638670577283416	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_angustum	2|1224|28211|204441|433|522|523	0.054451678157398604	0.08384588173637288	0.07336544256602451	0.2050652704634692	0.7105315669248131	0.031124800139688737	0.04906089549783437	0	0.0638670577283416	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_angustum|t__SGB10905	2|1224|28211|204441|433|522|523|SGB10905	0.054451678157398604	0.08384588173637288	0.07336544256602451	0.2050652704634692	0.7105315669248131	0.031124800139688737	0.04906089549783437	0	0.0638670577283416	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidisphaera	2|1224|28211|204441|433|50714	0	0	0	0	3.7334018269102694e-05	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidisphaera|s__Acidisphaera_rubrifaciens	2|1224|28211|204441|433|50714|50715	0	0	0	0	3.7334018269102694e-05	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidisphaera|s__Acidisphaera_rubrifaciens|t__SGB11245	2|1224|28211|204441|433|50714|50715|SGB11245	0	0	0	0	3.7334018269102694e-05	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidocella	2|1224|28211|204441|433|50709	0.0007707709424432852	0.0020828563911021608	0.002488674519908449	0.0034518331149099037	0.0032661855258179482	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidocella|s__Acidocella_facilis	2|1224|28211|204441|433|50709|525	0.0007707709424432852	0.0020828563911021608	0.002488674519908449	0.0034518331149099037	0.0032661855258179482	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidocella|s__Acidocella_facilis|t__SGB10903	2|1224|28211|204441|433|50709|525|SGB10903	0.0007707709424432852	0.0020828563911021608	0.002488674519908449	0.0034518331149099037	0.0032661855258179482	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.0097640910543	1.3521492018379004	0.9118581573109452	1.713179911363487	1.8131809750481904	0.22756354411961746	0.29628721347425896	0.20455496023637912	0.2830962493714765	0.1043885103639157	0.1499069763645308
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.04988696008415062	0.06937987416433995	0.03306454177648695	0.13382874384507318	0.18668875835464804	0.11230079563650093	0.16567424978356732	0.14369966103459975	0.14890861076305767	0.08247896010974495	0.0906058537969806
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	2|1224|28216|80840|506	0.005647487699683546	0.01034771093863855	0.007817508256457054	0.00849600626245791	0.0022524857689025287	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella	2|1224|28216|80840|506|517	0.005647487699683546	0.01034771093863855	0.007817508256457054	0.00849600626245791	0.0022524857689025287	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_sp_FB_8	2|1224|28216|80840|506|517|1159870	0.005647487699683546	0.01034771093863855	0.007817508256457054	0.00849600626245791	0.0022524857689025287	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_sp_FB_8|t__SGB32690	2|1224|28216|80840|506|517|1159870|SGB32690	0.005647487699683546	0.01034771093863855	0.007817508256457054	0.00849600626245791	0.0022524857689025287	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	2|1224|28216|80840|119060	0.005605552392695337	0.0019969734990523433	0.0046866093501596725	0.0010495298378466597	0.005403963876270481	0	0.0017240192827831867	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea	2|1224|28216|80840|119060|93217	0.005605552392695337	0.0019969734990523433	0.0046866093501596725	0.0010495298378466597	0.000355755319013551	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea|s__Pandoraea_thiooxydans	2|1224|28216|80840|119060|93217|445709	0.005605552392695337	0.0019969734990523433	0.0046866093501596725	0.0010495298378466597	0.000355755319013551	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea|s__Pandoraea_thiooxydans|t__SGB12903	2|1224|28216|80840|119060|93217|445709|SGB12903	0.005605552392695337	0.0019969734990523433	0.0046866093501596725	0.0010495298378466597	0.000355755319013551	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia	2|1224|28216|80840|119060|1822464	0	0	0	0	0	0	0.0017240192827831867	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_phenazinium	2|1224|28216|80840|119060|1822464|60549	0	0	0	0	0	0	0.0017240192827831867	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_phenazinium|t__SGB13033	2|1224|28216|80840|119060|1822464|60549|SGB13033	0	0	0	0	0	0	0.0017240192827831867	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia	2|1224|28216|80840|119060|48736	0	0	0	0	0.005048208557256929	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_pickettii	2|1224|28216|80840|119060|48736|329	0	0	0	0	0.005048208557256929	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_pickettii|t__SGB12924	2|1224|28216|80840|119060|48736|329|SGB12924	0	0	0	0	0.005048208557256929	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified	2|1224|28216|80840|40968858	0.03863391999177174	0.057035032719533786	0.020560314124567547	0.1242832077447686	0.17903230870947498	0.11230079563650093	0.16395023050078414	0.14369966103459975	0.14890861076305767	0.08247896010974495	0.0906058537969806
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Thiomonas	2|1224|28216|80840|40968858|32012	0.03863391999177174	0.057035032719533786	0.020560314124567547	0.1242832077447686	0.17903230870947498	0.11230079563650093	0.16395023050078414	0.14369966103459975	0.14890861076305767	0.08247896010974495	0.0906058537969806
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Thiomonas|s__Thiomonas_delicata	2|1224|28216|80840|40968858|32012|364030	0.001797946333328764	0.001550445263239397	0.00019081855483180413	0.016140980721618417	0.038394250280672365	0	0	0	0.03808308613433181	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Thiomonas|s__Thiomonas_delicata|t__SGB13101	2|1224|28216|80840|40968858|32012|364030|SGB13101	0.001797946333328764	0.001550445263239397	0.00019081855483180413	0.016140980721618417	0.038394250280672365	0	0	0	0.03808308613433181	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Thiomonas|s__Thiomonas_sp_FB_6	2|1224|28216|80840|40968858|32012|1158291	0	7.347932994390255e-05	0	0.002711354553425205	0.003768571554265222	0.040872151832705685	0.0979537178301733	0	0.04550368606299364	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Thiomonas|s__Thiomonas_sp_FB_6|t__SGB32525	2|1224|28216|80840|40968858|32012|1158291|SGB32525	0	7.347932994390255e-05	0	0.002711354553425205	0.003768571554265222	0.040872151832705685	0.0979537178301733	0	0.04550368606299364	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Thiomonas|s__Thiomonas_sp_FB_Cd	2|1224|28216|80840|40968858|32012|1158292	0	0	0	0	0	0	0	0.14369966103459975	0	0.08247896010974495	0.0906058537969806
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Thiomonas|s__Thiomonas_sp_FB_Cd|t__SGB32523	2|1224|28216|80840|40968858|32012|1158292|SGB32523	0	0	0	0	0	0	0	0.14369966103459975	0	0.08247896010974495	0.0906058537969806
