sample	SGB	bin_name	real_tax	reconstructed_tax	abundance_real	abundance_reconstructed	real_org_id
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_018389405.1_ASM1838940v1	NA	2|976|200643|171549|171552|838|839|839.1	NA	0.0823	NA	Prevotella_ruminicola.GCF_018389405.1_ASM1838940v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_024733725.1_ASM2473372v1	NA	2|1224|28216|80840|995019|577310|626947|626947.1	NA	0.0562	NA	Parasutterella_secunda.GCF_024733725.1_ASM2473372v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_003287895.1_ASM328789v1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.182	2|1239|186801|186802|186803|572511|1912897|1912897.1	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia argi	0.2253	0.219032089964417	Blautia_argi.GCF_003287895.1_ASM328789v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_008571395.1_ASM857139v1	NA	2|976|200643|171549|815|816|338188|338188.1	NA	0.1584	NA	Bacteroides_finegoldii.GCF_008571395.1_ASM857139v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_014634885.1_ASM1463488v1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.26	2|201174|1760|85004|31953|1678|78448|78448.1	k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pullorum	0.5056	0.500108008701866	Bifidobacterium_pullorum.GCF_014634885.1_ASM1463488v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_000512915.1_ASM51291v1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.144	2|976|200643|171549|2005519|397864|397865|397865.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella viscericola	0.0862	0.0844868768335906	Barnesiella_viscericola.GCF_000512915.1_ASM51291v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_016894205.1_ASM1689420v1	NA	2|976|200643|171549|815|816|28111|28111.1	NA	0.1842	NA	Bacteroides_eggerthii.GCF_016894205.1_ASM1689420v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_000154385.1_ASM15438v1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.213	2|1239|186801|186802|216572|216851|853|853.1	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii	0.5368	0.535448459640397	Faecalibacterium_prausnitzii.GCF_000154385.1_ASM15438v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_003265305.2_ASM326530v2	NA	2|976|200643|171549|171552|2884814|2133944|2133944.1	NA	0.0188	NA	Pseudoprevotella_muciniphila.GCF_003265305.2_ASM326530v2
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_023497905.1_ASM2349790v1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.142	2|1239|909932|1843488|909930|33024|626940|626940.1	k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium_A|s__Phascolarctobacterium_A succinatutens	0.2279	0.225275693855673	Phascolarctobacterium_succinatutens.GCF_023497905.1_ASM2349790v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_902373665.1_MGYG-HGUT-01299	NA	2|1239|526524|526525|128827|2749846|31971|31971.1	NA	0.0491	NA	Amedibacillus_dolichus.GCF_902373665.1_MGYG-HGUT-01299
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_020735445.1_ASM2073544v1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.107	2|976|200643|171549|171552|838|165179|165179.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella copri	2.037	1.96738262581102	Prevotella_copri.GCF_020735445.1_ASM2073544v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_025914135.1_ASM2591413v1	NA	2|976|200643|171549|815|816|291644|291644.1	NA	0.1797	NA	Bacteroides_salyersiae.GCF_025914135.1_ASM2591413v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_018292165.1_ASM1829216v1	NA	2|976|200643|171549|815|816|820|820.1	NA	0.5485	NA	Bacteroides_uniformis.GCF_018292165.1_ASM1829216v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_020138775.1_ASM2013877v1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.234	2|1239|186801|186802|31979|1485|1502|1502.1	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_P|s__Clostridium_P perfringens	0.6155	0.544189355926705	Clostridium_perfringens.GCF_020138775.1_ASM2013877v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_003019655.1_ASM301965v1	NA	2|32066|203490|203491|203492|848|856|856.1	NA	0.0294	NA	Fusobacterium_varium.GCF_003019655.1_ASM301965v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_020885855.1_ASM2088585v1	NA	2|976|200643|171549|815|909656|821|821.1	NA	0.7163	NA	Phocaeicola_vulgatus.GCF_020885855.1_ASM2088585v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_014841035.1_ASM1484103v1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.130	2|1239|91061|186826|33958|1578|33959|33959.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus johnsonii	0.0979	0.0919749376431967	Lactobacillus_johnsonii.GCF_014841035.1_ASM1484103v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_003019315.1_ASM301931v1	NA	2|32066|203490|203491|203492|848|850|850.1	NA	0.1936	NA	Fusobacterium_mortiferum.GCF_003019315.1_ASM301931v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_000393015.1_Ente_faec_T5_V1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.77	2|1239|91061|186826|81852|1350|1351|1351.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus faecalis	0.2663	0.25692719979567	Enterococcus_faecalis.GCF_000393015.1_Ente_faec_T5_V1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_025148125.1_ASM2514812v1	NA	2|1239|186801|186802|186803|572511|418240|418240.1	NA	0.1973	NA	Blautia_wexlerae.GCF_025148125.1_ASM2514812v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_001951095.1_ASM195109v1	NA	2|1239|91061|186826|33958|46255|137591|137591.1	NA	0.0314	NA	Weissella_cibaria.GCF_001951095.1_ASM195109v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_001314995.1_ASM131499v1	NA	2|976|200643|171549|815|816|28116|28116.1	NA	0.1413	NA	Bacteroides_ovatus.GCF_001314995.1_ASM131499v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_020991025.1_ASM2099102v1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.225	2|1224|1236|91347|543|702|703|703.1	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Plesiomonas|s__Plesiomonas shigelloides	0.2701	0.269811684576792	Plesiomonas_shigelloides.GCF_020991025.1_ASM2099102v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_900474605.1_41594_C01	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.166	2|1239|91061|186826|81852|1350|44008|44008.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_E|s__Enterococcus_E cecorum	0.8089	0.877007336797992	Enterococcus_cecorum.GCF_900474605.1_41594_C01
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_000253375.1_ASM25337v1	NA	2|201174|1760|85007|1762|1763|78331|78331.1	NA	0.0253	NA	Mycobacterium_canettii.GCF_000253375.1_ASM25337v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_003402615.1_ASM340261v1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.113	2|1239|186801|186802|186803|2005355|1912855|1912855.1	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas umbilicata	0.2598	0.255674423952975	Faecalimonas_umbilicata.GCF_003402615.1_ASM340261v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_000144405.1_ASM14440v1	NA	2|976|200643|171549|171552|838|28132|28132.1	NA	0.036	NA	Prevotella_melaninogenica.GCF_000144405.1_ASM14440v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_000482845.1_ASM48284v1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.140	2|1224|1236|135624|83763|13334|13335|13335.1	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Succinivibrionaceae|g__Anaerobiospirillum|s__Anaerobiospirillum succiniciproducens	0.2666	0.26266518251362	Anaerobiospirillum_succiniciproducens.GCF_000482845.1_ASM48284v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_900445255.1_51485_H01	NA	2|1224|1236|135624|83763|13334|179995|179995.1	NA	0.0691	NA	Anaerobiospirillum_thomasii.GCF_900445255.1_51485_H01
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_014337255.1_ASM1433725v1	NA	2|32066|203490|203491|203492|848|2764326|2764326.1	NA	0.3327	NA	Fusobacterium_hominis.GCF_014337255.1_ASM1433725v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_020341675.1_ASM2034167v1	NA	2|976|200643|171549|815|816|329854|329854.1	NA	0.0678	NA	Bacteroides_intestinalis.GCF_020341675.1_ASM2034167v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_018292125.1_ASM1829212v1	NA	2|976|200643|171549|815|816|246787|246787.1	NA	0.1758	NA	Bacteroides_cellulosilyticus.GCF_018292125.1_ASM1829212v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_019343495.1_ASM1934349v1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.204	2|1224|1236|2887326|468|469|28090|28090.1	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__	0.1871	0.184419191577524	Acinetobacter_lwoffii.GCF_019343495.1_ASM1934349v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_902374375.1_MGYG-HGUT-01364	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.205	2|976|200643|171549|815|909656|310297|310297.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola plebeius	0.7279	0.718899413538914	Phocaeicola_plebeius.GCF_902374375.1_MGYG-HGUT-01364
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_900187035.1_50279_G02	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.90	2|1239|909932|909929|1843491|158846|158847|158847.1	k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas hypermegale	0.1865	0.172197766716544	Megamonas_hypermegale.GCF_900187035.1_50279_G02
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_000479045.1_ASM47904v1	NA	2|32066|203490|203491|203492|180162|188913|188913.1	NA	0.2898	NA	Cetobacterium_somerae.GCF_000479045.1_ASM47904v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_003628755.1_ASM362875v1	NA	2|1239|186801|186802|990719|990721|626937|626937.1	NA	0.0526	NA	Christensenella_minuta.GCF_003628755.1_ASM362875v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_000225705.1_Coll_tana_YIT_12063_V1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.55	2|201174|84998|84999|84107|102106|626935|626935.1	k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella tanakaei	0.5671	0.564019157211646	Collinsella_tanakaei.GCF_000225705.1_Coll_tana_YIT_12063_V1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_016888945.1_ASM1688894v1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.247	2|976|200643|171549|815|909656|387090|387090.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola coprophilus	0.4301	0.421101796318232	Phocaeicola_coprophilus.GCF_016888945.1_ASM1688894v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_001688845.2_ASM168884v2	NA	2|976|200643|171549|2005473|1918540|1796646|1796646.1	NA	0.0662	NA	Muribaculum_intestinale.GCF_001688845.2_ASM168884v2
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_910575425.1_MGBC000127	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.80	2|976|200643|171549|815|816|85831|85831.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides acidifaciens	0.4342	0.411764476094149	Bacteroides_acidifaciens.GCF_910575425.1_MGBC000127
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_015548275.1_ASM1554827v1	NA	2|976|200643|171549|171550|239759|214856|214856.1	NA	0.029	NA	Alistipes_finegoldii.GCF_015548275.1_ASM1554827v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_009933595.1_ASM993359v1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.72	2|1239|91061|186826|33958|2767887|1605|1605.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus animalis	0.4768	0.458293629941341	Ligilactobacillus_animalis.GCF_009933595.1_ASM993359v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_002736145.1_ASM273614v1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2.bin.27	2|201174|84998|84999|84107|102106|74426|74426.1	k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella aerofaciens_A	0.6503	0.63780168040651	Collinsella_aerofaciens.GCF_002736145.1_ASM273614v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	GCF_024259865.1_ASM2425986v1	NA	2|1224|1236|2975284|2975285|2975287|2919597|2919597.1	NA	0.0526	NA	UNKNOWN_NEW_Candidatus_Symchoanobacter_obligatus.GCF_024259865.1_ASM2425986v1
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0336	NA	2|1239|186801	NA	0.1277	NA	BIN_UNKNOWN_748_Clostridia
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0169	NA	2|1224|1236|135625|712	NA	0.052	NA	BIN_UNKNOWN_677_Pasteurellaceae
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0841	NA	2|1239|91061	NA	0.0863	NA	BIN_UNKNOWN_814_Bacilli
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0829	NA	2|1239|91061|186826|81852	NA	0.1767	NA	BIN_UNKNOWN_688_Enterococcaceae
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0150	NA	2|1239|186801	NA	0.3749	NA	BIN_UNKNOWN_617_Clostridia
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0389	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.79	2	k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosyncoccaceae|g__UBA2834|s__UBA2834 sp004561445	0.1115	0.114898374823658	BIN_UNKNOWN_70
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0021	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.48	2|1239|526524|526525|128827|118747	k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__	0.1954	0.201416476538762	BIN_UNKNOWN_699_Bulleidia
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0924	NA	2|1239|186801|186802	NA	0.0942	NA	BIN_UNKNOWN_627_Evtepia
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0434	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.23	2|1239|186801|186802|216572	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1668|s__	0.3964	0.410420336522374	BIN_UNKNOWN_738_Ruminococcaceae
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0311	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.37	2|544448|31969|186329|2146	k__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Acholeplasmataceae|g__DUQW01|s__	0.8986	0.889344910779807	BIN_UNKNOWN_380_Acholeplasmataceae
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0325	NA	2|1239|186801	NA	0.1252	NA	BIN_UNKNOWN_868_Clostridia
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0962	NA	2|1239|186801	NA	0.1101	NA	BIN_UNKNOWN_703_Clostridia
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0125	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.192	2|544448|31969|186332|186333	k__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Anaeroplasmataceae|g__|s__	0.4219	0.418152075235763	BIN_UNKNOWN_618_Anaeroplasmataceae
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0041	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.60	2|1239|186801|186802|216572	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Avimicrobium|s__	0.9468	0.979064470582601	BIN_UNKNOWN_405_Ruminococcaceae
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0152	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.239	2|544448|31969|186332|186333	k__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Anaeroplasmataceae|g__|s__	0.1274	0.125630718111325	BIN_UNKNOWN_888_Anaeroplasmataceae
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0749	NA	2|1239|186801	NA	0.0113	NA	BIN_UNKNOWN_558_Clostridia
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0816	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.30	2|1239|91061|186826|33958|2767887	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__	0.738	0.743665161227174	BIN_UNKNOWN_784_Ligilactobacillus
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_1004	NA	2|1239|186801	NA	0.0285	NA	BIN_UNKNOWN_623_Clostridia
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0800	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.141	2	k__Bacteria|p__Firmicutes_B|c__Dehalobacteriia|o__UBA4068|f__UBA5755|g__Avidehalobacter|s__	0.2894	0.298072060250941	BIN_UNKNOWN_400
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0948	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.243	2759|6656|50557|7088|753635|1181387	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Copromorpha|s__Copromorpha sp900549125	0.2569	0.26408002903788	BIN_UNKNOWN_598_Copromorpha
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0100	NA	2|976|200643|171549	NA	0.0873	NA	BIN_UNKNOWN_739_Bacteroidales
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0961	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.41	2|203691|203692	k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__WRBN01|f__WRBN01|g__|s__	0.4353	0.448944578676198	BIN_UNKNOWN_654_Spirochaetia
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0063	NA	2|1239|186801|186802|216572|2591381	NA	1.0009	NA	BIN_UNKNOWN_768_Dysosmobacter
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0351	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.216	2|1239|186801|186802|216572	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__ER4|s__	0.3478	0.35523623966646	BIN_UNKNOWN_859_Oscillospiraceae
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0757	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.82	2759|6656|50557|7088|753635|1181387	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Copromorpha|s__	0.2044	0.211428899410262	BIN_UNKNOWN_241_Copromorpha
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0741	NA	2|1239|186801|186802|216572	NA	0.0778	NA	BIN_UNKNOWN_810_Ruminococcaceae
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0786	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.5	2|1239|91061|186826|33958	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__F6-6636|s__	0.2128	0.209138989992259	BIN_UNKNOWN_28_Lactobacillaceae
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0611	NA	2|1239|186801	NA	0.6171	NA	BIN_UNKNOWN_246_Clostridia
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0215	NA	2|976|200643|171549	NA	1.3941	NA	BIN_UNKNOWN_628_Bacteroidales
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_1005	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.58	2|1239|526524|526525|128827|1472649	k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__	0.3494	0.355954465145884	BIN_UNKNOWN_436_Dielma
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0780	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.135	2|1239|186801|186802|216572	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__ER4|s__	0.3259	0.344138354433055	BIN_UNKNOWN_471_Oscillospiraceae
profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	sgb_0093	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3.bin.145	2|1239|186801|186802|186803	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_B|s__	0.7572	0.770102609579537	BIN_UNKNOWN_732_Lachnospiraceae
