Taxonomy	reSRR9320187	reSRR9320188	reSRR9320191	reSRR9320192	reSRR9320193	reSRR9320194	reSRR9320195	reSRR9320196	reSRR9320197	reSRR9320198	reSRR9320199
k__Bacteria|p__Chloroflexota|c__Limnocylindria	3.84350507186539	1.51286181330912	0	2.85162543731299	0	0	0	0	0	0	0
k__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales	3.84350507186539	1.51286181330912	0	2.85162543731299	0	0	0	0	0	0	0
k__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4	3.84350507186539	1.51286181330912	0	2.85162543731299	0	0	0	0	0	0	0
k__Bacteria|p__Desulfobacterota_B	0	0.738380290314326	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Desulfobacterota_B|c__Binatia	0	0.738380290314326	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales	0	0.738380290314326	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae	0	0.738380290314326	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__DTIX01	0	0.738380290314326	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Desulfobacterota_D	1.03482351763686	0.941014325173431	0	1.22903561116269	0	0	0	0	0	0	0
k__Bacteria|p__Elusimicrobiota	0	0	0	0	0	0	0.475602533027254	0	0	0	0
k__Bacteria|p__Elusimicrobiota|c__Elusimicrobia	0	0	0	0	0	0	0.475602533027254	0	0	0	0
k__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__UBA1565	0	0	0	0	0	0	0.475602533027254	0	0	0	0
k__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__UBA1565|f__UBA9628	0	0	0	0	0	0	0.475602533027254	0	0	0	0
k__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__UBA1565|f__UBA9628|g__GWA2-66-18	0	0	0	0	0	0	0.475602533027254	0	0	0	0
k__Bacteria|p__Eremiobacterota	2.2875872894838	2.16386747922737	0	1.33267123409896	0	0	0	0	0	0	0
k__Bacteria|p__Eremiobacterota|c__Eremiobacteria	2.2875872894838	2.16386747922737	0	1.33267123409896	0	0	0	0	0	0	0
k__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales	2.2875872894838	2.16386747922737	0	1.33267123409896	0	0	0	0	0	0	0
k__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae	2.2875872894838	2.16386747922737	0	1.33267123409896	0	0	0	0	0	0	0
k__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Hemerobacter	0	0.73470459159199	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Tyrphobacter	1.46648900027821	1.42916288763538	0	1.33267123409896	0	0	0	0	0	0	0
k__Bacteria|p__Nitrospirota	1.31167967636854	0.985106126229294	0	0.897620515771089	0	0	0	0	0	0	0
k__Bacteria|p__Nitrospirota|c__UBA9217	1.31167967636854	0.985106126229294	0	0.897620515771089	0	0	0	0	0	0	0
k__Bacteria|p__Nitrospirota|c__UBA9217|o__UBA9217	1.31167967636854	0.985106126229294	0	0.897620515771089	0	0	0	0	0	0	0
k__Bacteria|p__Nitrospirota|c__UBA9217|o__UBA9217|f__UBA9217	1.31167967636854	0.985106126229294	0	0.897620515771089	0	0	0	0	0	0	0
k__Bacteria|p__Nitrospirota|c__UBA9217|o__UBA9217|f__UBA9217|g__GWC2-56-14	0	0.985106126229294	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Patescibacteria	0	0	0	0	0	0	1.10331330377644	2.02461934710297	3.79706869605438	2.77012619060517	3.07739984287712
k__Bacteria|p__Patescibacteria|c__Paceibacteria	0	0	0	0	0	0	1.10331330377644	2.02461934710297	3.79706869605438	2.77012619060517	3.07739984287712
k__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA6257	0	0	0	0	0	0	0.640703011913585	0.84094934100521	2.83271538512837	1.98835950696379	2.41730224374072
k__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA6257|f__2-01-FULL-56-20	0	0	0	0	0	0	0.640703011913585	0.84094934100521	1.64416600704824	1.40243551441897	1.72327668339024
k__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA6257|f__2-01-FULL-56-20|g__CAIWCR01	0	0	0	0	0	0	0.640703011913585	0.84094934100521	1.64416600704824	1.40243551441897	1.72327668339024
k__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA6257|f__GWB1-50-10	0	0	0	0	0	0	0	0	1.18854937808014	0.585923992544822	0.694025560350471
k__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A	0	0	0	0	0	0	0.462610291862855	1.18367000609776	0.96435331092601	0.781766683641373	0.660097599136408
k__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__UBA2103	0	0	0	0	0	0	0.462610291862855	1.18367000609776	0.96435331092601	0.781766683641373	0.660097599136408
k__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__UBA2103|g__C7867-001	0	0	0	0	0	0	0.462610291862855	1.18367000609776	0.96435331092601	0.781766683641373	0.660097599136408
k__Bacteria|p__Proteobacteria	9.99885020624631	5.26457601073274	0	4.04686772302436	0	0	10.7977667683863	7.791831596621	1.95232151867897	2.56291978904793	1.69566788177407
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0	1.18822891175866	0	0	0	0	1.65406270110655	1.42415435445964	0	0.596497640349729	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales	0	0	0	0	0	0	1.22901026578152	1.42415435445964	0	0.596497640349729	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae	0	0	0	0	0	0	1.22901026578152	1.42415435445964	0	0.596497640349729	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidiphilium	0	0	0	0	0	0	0.482169236041237	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium sp002279355	0	0	0	0	0	0	0.482169236041237	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidocella	0	0	0	0	0	0	0	1.42415435445964	0	0.596497640349729	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__PALSA-911	0	0	0	0	0	0	0.746841029740278	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales	0	1.18822891175866	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae	0	1.18822891175866	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae|g__Rhizomicrobium	0	1.18822891175866	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	0	0	0	0	0	0	0.425052435325039	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae	0	0	0	0	0	0	0.425052435325039	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__REEB77	0	0	0	0	0	0	0.425052435325039	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	9.99885020624631	4.07634709897408	0	4.04686772302436	0	0	9.14370406727972	6.36767724216137	1.95232151867897	1.9664221486982	1.69566788177407
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	2.21643791523337	1.361217463393	0	1.74449809229902	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__UBA6901	2.21643791523337	1.361217463393	0	1.74449809229902	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales	4.87603986388318	0.893168001596383	0	1.1017454254928	0	0	8.58203669217841	6.36767724216137	1.95232151867897	1.9664221486982	1.69566788177407
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0	0	0	0	0	0	0.921390201341109	0.685695046455877	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Thiomonas	0	0	0	0	0	0	0.921390201341109	0.685695046455877	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Ferrovaceae	1.46374752201083	0	0	1.1017454254928	0	0	2.12428937796433	2.03225007944152	0.864000953110472	1.09258297334638	0.806292150304511
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Ferrovaceae|g__CAIVUX01	1.46374752201083	0	0	1.1017454254928	0	0	2.12428937796433	1.56750635416459	0.864000953110472	1.09258297334638	0.806292150304511
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Ferrovaceae|g__Ferrovum	0	0	0	0	0	0	0	0.464743725276931	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Ferrovaceae|g__Ferrovum|s__Ferrovum sp010435995	0	0	0	0	0	0	0	0.464743725276931	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Gallionellaceae	1.97593132764945	0.893168001596383	0	0	0	0	4.62919239080101	3.2474273272894	0.509999518475094	0.873839175351824	0.889375731469556
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Gallionellaceae|g__Gallionella	0	0	0	0	0	0	1.91126151030745	1.50889729740249	0.509999518475094	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Gallionellaceae|g__Gallionella|s__Gallionella sp013044075	0	0	0	0	0	0	1.00987232220464	0.921161018340629	0.509999518475094	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Gallionellaceae|g__Sideroxydans	1.97593132764945	0.893168001596383	0	0	0	0	2.71793088049356	1.7385300298869	0	0.873839175351824	0.889375731469556
