sample	SGB	bin_name	real_tax	reconstructed_tax	abundance_real	abundance_reconstructed	real_org_id
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_114	NA	2|201174|1760|2039638|2162846|622681	NA	0.3807	NA	BIN_UNKNOWN_20_Planktophila
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_308	NA	2|976|117743|200644|49546	NA	0.3731	NA	BIN_UNKNOWN_354_Flavobacteriaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_022	NA	2157|2283796|2599185|133814|2599197	NA	0.1215	NA	BIN_UNKNOWN_141_Poseidoniaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_379	NA	2|976|117743|200644|49546|52959	NA	0.3668	NA	BIN_UNKNOWN_229_Polaribacter
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_365	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.26	2|1224|1236|135622|72275	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae	0.832	0.854049873581161	BIN_UNKNOWN_52_Alteromonadaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_118	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.73	2|1224|1236|1706369|1706372|1341118	k__Bacteria|p__Proteobacteria|c__CFGB8831|o__OFGB8831|f__FGB8831	0.4778	0.500303587152321	BIN_UNKNOWN_442_Luminiphilus
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_127	NA	2|1224|1236	NA	1.0567	NA	BIN_UNKNOWN_429_Gammaproteobacteria
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_472	NA	2|1224|1236	NA	0.6495	NA	BIN_UNKNOWN_185_Gammaproteobacteria
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_451	NA	2|976|200643	NA	0.2741	NA	BIN_UNKNOWN_106_Bacteroidia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_226	NA	2|1224|1236|1706369|1706374	NA	0.0685	NA	BIN_UNKNOWN_406_Porticoccaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_066	NA	2|200795|301297	NA	0.3901	NA	BIN_UNKNOWN_303_Dehalococcoidia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_229	NA	2|201174|1760|85006|85023|1434032	NA	0.4129	NA	BIN_UNKNOWN_28_Pontimonas
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_408	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.65	2|1117	k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp_AG_686_A03|t__SGB22089	2.1927	2.29920087167846	BIN_UNKNOWN_381_Cyanobiaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_014	NA	2|201174|84992|84993	NA	0.3755	NA	BIN_UNKNOWN_391_Acidimicrobiales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_414	NA	2157|2283796|2599185|133814|2599197	NA	0.5498	NA	BIN_UNKNOWN_224_Poseidoniaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_192	NA	2|1224|1236|72274	NA	0.1967	NA	BIN_UNKNOWN_11_Pseudomonadales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_083	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.49	2|1224|1236|1706369|1706372|1341118	k__Bacteria|p__Proteobacteria|c__CFGB8820|o__OFGB8820|f__FGB8820	1.0897	1.1350782389813	BIN_UNKNOWN_215_Luminiphilus
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_335	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.67	2|74201|414999|415000	k__Bacteria|p__Verrucomicrobia|c__CFGB8411|o__OFGB8411|f__FGB8411|g__GGB25701|s__GGB25701_SGB60053|t__SGB60053	1.129	1.1800470909044	BIN_UNKNOWN_161_Opitutales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_077	NA	2|201174|1760|2039638|2162846	NA	0.2577	NA	BIN_UNKNOWN_184_Nanopelagicaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_065	NA	2157|2283796|2599185|133814|2599196	NA	0.1436	NA	BIN_UNKNOWN_214_Thalassarchaeaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_338	NA	2|1224|1236	NA	0.0446	NA	BIN_UNKNOWN_471_Gammaproteobacteria
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_102	NA	2|1224|28216|32003|32011	NA	0.1328	NA	BIN_UNKNOWN_179_Methylophilaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_336	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.14	2|74201|203494|48461	k__Bacteria|p__Proteobacteria|c__CFGB47542|o__OFGB47542|f__FGB47542	0.6049	0.634514304071372	BIN_UNKNOWN_359_Verrucomicrobiales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_045	NA	2|1224|1236|72274	NA	0.18	NA	BIN_UNKNOWN_102_Pseudomonadales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_133	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.6	2	k__Bacteria|p__Candidatus_Marinimicrobia|c__CFGB11607|o__OFGB11607|f__FGB11607|g__GGB33966	1.3301	1.37038840581116	BIN_UNKNOWN_452
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_354	NA	2	NA	0.0696	NA	BIN_UNKNOWN_304
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_369	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.72	2|976|117743|200644|1333713	k__Bacteria|p__Bacteroidetes|c__CFGB775|o__OFGB775|f__FGB775|g__GGB24251|s__GGB24251_SGB64483|t__SGB64483	0.4648	0.490428198821672	BIN_UNKNOWN_72_Schleiferiaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_027	NA	2|1224|1236	NA	0.0851	NA	BIN_UNKNOWN_384_Gammaproteobacteria
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_486	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.45	2	k__Archaea|p__Thaumarchaeota|c__CFGB24605|o__OFGB24605|f__FGB24605	1.0517	1.06349908833668	BIN_UNKNOWN_487
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_461	NA	2157|2283796|2599185	NA	0.1556	NA	BIN_UNKNOWN_331_Poseidoniia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_141	NA	2|200795|301297	NA	0.4739	NA	BIN_UNKNOWN_428_Dehalococcoidia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_280	NA	2|1224|1236	NA	0.1016	NA	BIN_UNKNOWN_447_Gammaproteobacteria
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_258	NA	2|976|117743|200644|49546	NA	0.0913	NA	BIN_UNKNOWN_310_Flavobacteriaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_368	NA	2|976|768503|768507|563798	NA	0.3745	NA	BIN_UNKNOWN_9_Cyclobacteriaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_301	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.35	2|1224|1236|72274	k__Bacteria|p__Proteobacteria|c__CFGB11653|o__OFGB11653|f__FGB11653|g__GGB34075|s__GGB34075_SGB57855|t__SGB57855	0.5569	0.583411332141238	BIN_UNKNOWN_243_Pseudomonadales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_393	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.39	2|1224|28211|204455|31989|1648492	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__GGB16040	2.7733	2.92110976840649	BIN_UNKNOWN_262_Ascidiaceihabitans
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_019	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.68	2157|2283796|2599185|133814|2599196	k__Bacteria|p__Firmicutes|c__CFGB128|o__OFGB128|f__FGB128|g__GGB16988|s__GGB16988_SGB39578|t__SGB39578	0.5282	0.561893477443364	BIN_UNKNOWN_245_Thalassarchaeaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_302	NA	2|74201|203494	NA	0.3713	NA	BIN_UNKNOWN_292_Verrucomicrobiae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_391	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.84	2|1224|28211|204455|31989|1617805	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__Alphaproteobacteria_unclassified|s__alpha_proteobacterium_SCGC_AAA076_C03|t__SGB19470	2.0861	2.11926881169386	BIN_UNKNOWN_335_Amylibacter
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_463	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.21	2	k__Bacteria|p__Bacteroidetes|c__CFGB24384|o__OFGB24384|f__FGB24384	0.6101	0.628732639246061	BIN_UNKNOWN_71
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_059	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.74	2|1224|1236|135622|267889|28228	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__GGB14805|s__GGB14805_SGB22369|t__SGB22369	1.6095	1.65379373625094	BIN_UNKNOWN_413_Colwellia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_235	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.41	2|976|117743|200644|1853230	k__Bacteria|p__Bacteroidetes|c__CFGB7623|o__OFGB7623|f__FGB7623|g__GGB24232|s__GGB24232_SGB36043|t__SGB36043	1.6504	1.68511080201994	BIN_UNKNOWN_431_Crocinitomicaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_295	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.43	2|201174|84992|84993	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_unclassified|f__Actinobacteria_unclassified|g__GGB24884	2.8769	3.03943952986013	BIN_UNKNOWN_82_Acidimicrobiales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_446	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.70	2|74201|203494|48461|1647988	k__Bacteria|p__Verrucomicrobia|c__CFGB41323|o__OFGB41323|f__FGB41323	0.9534	1.00111420316456	BIN_UNKNOWN_75_Akkermansiaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_176	NA	2|74201|203494|48461|1648490|361050	NA	0.1204	NA	BIN_UNKNOWN_155_Rubritalea
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_500	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.59	2|1224|1236|72274	k__Bacteria|p__Proteobacteria|c__CFGB2316|o__OFGB2316|f__FGB2316|g__GGB6420	1.2287	1.28630523468448	BIN_UNKNOWN_15_Pseudomonadales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_259	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.57	2|976|117743|200644|1853230	k__Bacteria|p__Bacteroidetes|c__CFGB14369|o__OFGB14369|f__FGB14369|g__GGB46710|s__GGB46710_SGB64585|t__SGB64585	0.4928	0.51940277023419	BIN_UNKNOWN_328_Crocinitomicaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_181	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.47	2|1224|1236|135622|72275	UNKNOWN	3.2466	3.33744060390346	BIN_UNKNOWN_332_Alteromonadaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_160	NA	2|976|117743|200644	NA	0.5353	NA	BIN_UNKNOWN_163_Flavobacteriales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_433	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.27	2|142182|1804991|1804992	k__Bacteria|p__Proteobacteria|c__CFGB5069|o__OFGB5069|f__FGB5069	3.0474	3.19819916190293	BIN_UNKNOWN_257_Longimicrobiales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_197	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.30	2|1224|1236|1706369|1706374|1123967	k__Bacteria|p__Proteobacteria|c__CFGB26562|o__OFGB26562|f__FGB26562|g__GGB42983	1.575	1.62942737993633	BIN_UNKNOWN_23_Porticoccus
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_372	NA	2|1224|1236	NA	0.4272	NA	BIN_UNKNOWN_451_Gammaproteobacteria
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_036	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.31	2|1224|1236|135622|267890|1573826	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadales_unclassified|g__GGB7048	1.6806	1.72901711444166	BIN_UNKNOWN_450_Psychrobium
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_273	NA	2|976|117743|200644|1333713	NA	0.0827	NA	BIN_UNKNOWN_198_Schleiferiaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_420	NA	2|976|117743|200644|49546	NA	0.4689	NA	BIN_UNKNOWN_228_Flavobacteriaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_248	NA	2|1224|1236|72274	NA	0.1388	NA	BIN_UNKNOWN_87_Pseudomonadales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_397	NA	2|1224|1236|72274	NA	0.4147	NA	BIN_UNKNOWN_119_Pseudomonadales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_329	NA	2|1224|1236	NA	0.2964	NA	BIN_UNKNOWN_475_Gammaproteobacteria
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_484	NA	2|201174|1760|85006|85023|529881	NA	0.3561	NA	BIN_UNKNOWN_416_Aquiluna
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_100	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.9	2|1224|1236	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified|g__GGB2754|s__GGB2754_SGB3702|t__SGB3702	0.5639	0.564078465623184	BIN_UNKNOWN_217_Gammaproteobacteria
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_444	NA	2|1224|1236|135613|1738654	NA	0.7796	NA	BIN_UNKNOWN_263_Woeseiaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_435	NA	2157|2283796|2599185|133814|2599197	NA	0.1905	NA	BIN_UNKNOWN_348_Poseidoniaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_057	NA	2|1224|1236|1706369|1706374	NA	0.6778	NA	BIN_UNKNOWN_421_Porticoccaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_088	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.17	2|1224|28216|32003|32011	UNKNOWN	0.4803	0.505286981896753	BIN_UNKNOWN_232_Methylophilaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_320	NA	2|1224|28211	NA	0.2424	NA	BIN_UNKNOWN_309_Alphaproteobacteria
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_362	NA	2|976|117743|200644|49546	NA	0.149	NA	BIN_UNKNOWN_358_Flavobacteriaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_191	NA	2|1224|1236	NA	0.1144	NA	BIN_UNKNOWN_472_Gammaproteobacteria
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_198	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.33	2|74201|414999|415000|134623	k__Bacteria|p__Verrucomicrobia|c__CFGB41313|o__OFGB41313|f__FGB41313	0.7595	0.802795159508686	BIN_UNKNOWN_123_Opitutaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_185	NA	2|201174|84992|84993	NA	0.0767	NA	BIN_UNKNOWN_100_Acidimicrobiales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_441	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.38	2|1224|28211	k__Bacteria|p__Firmicutes|c__CFGB5276|o__OFGB5276|f__FGB5276	0.7358	0.772398634707409	BIN_UNKNOWN_462_Alphaproteobacteria
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_121	NA	2|976|117743|200644|49546|52959	NA	0.2184	NA	BIN_UNKNOWN_439_Polaribacter
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_271	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.81	2157|2283796|2599185|133814|2599196	k__Bacteria|p__Fusobacteria|c__CFGB27355|o__OFGB27355|f__FGB27355|g__GGB41684	0.7228	0.741803572363797	BIN_UNKNOWN_467_Thalassarchaeaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_117	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.12	2|201174|1760|2039638|2162846|622681	k__Bacteria|p__Actinobacteria|c__Actinobacteria_unclassified|o__Actinobacteria_unclassified|f__Actinobacteria_unclassified	0.9583	1.00378382977435	BIN_UNKNOWN_69_Planktophila
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_047	NA	2|976|117743|200644|2772535	NA	0.0802	NA	BIN_UNKNOWN_367_Salibacteraceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_453	NA	2|976|117743|200644|2772535	NA	0.14	NA	BIN_UNKNOWN_188_Salibacteraceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_370	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.51	2|976|117743|200644	k__Bacteria|p__Firmicutes|c__CFGB4881|o__OFGB4881|f__FGB4881|g__GGB14025	1.5031	1.56967588257679	BIN_UNKNOWN_81_Flavobacteriales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_267	NA	2|1224|1236|1706369|1706374	NA	0.3442	NA	BIN_UNKNOWN_203_Porticoccaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_131	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.4	2|74201|203494	k__Bacteria|p__Actinobacteria|c__CFGB4295|o__OFGB4295|f__FGB4295|g__GGB25679|s__GGB25679_SGB61754|t__SGB61754	1.5491	1.4782255856957	BIN_UNKNOWN_464_Verrucomicrobiae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_202	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.76	2|1224|1236	UNKNOWN	0.4699	0.484658655450323	BIN_UNKNOWN_138_Gammaproteobacteria
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_223	NA	2|976|117743|200644|1333713	NA	0.3574	NA	BIN_UNKNOWN_14_Schleiferiaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_474	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.58	2|976|1937959|1936988|89374	k__Bacteria|p__Bacteroidetes|c__CFGB7719|o__OFGB7719|f__FGB7719|g__GGB24420|s__GGB24420_SGB36262|t__SGB36262	0.5529	0.56679392245565	BIN_UNKNOWN_45_Saprospiraceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_224	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.5	2|976|117743|200644|49546|237444	k__Bacteria|p__Bacteroidetes|c__CFGB18983|o__OFGB18983|f__FGB18983	0.9943	1.01829735727123	BIN_UNKNOWN_327_Ulvibacter
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_476	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.82	2|65842|204430|218872	UNKNOWN	1.1888	1.22705281593316	BIN_UNKNOWN_264_Fibrobacterales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_091	NA	2|201174|1760|85006|85023|1434032	NA	0.188	NA	BIN_UNKNOWN_167_Pontimonas
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_429	NA	2157|2283796|2599185|133814|2599196	NA	0.422	NA	BIN_UNKNOWN_365_Thalassarchaeaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_138	NA	2|1224|1236	NA	0.108	NA	BIN_UNKNOWN_484_Gammaproteobacteria
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_016	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.60	2|200795|301297	k__Bacteria|p__Proteobacteria|c__CFGB39830|o__OFGB39830|f__FGB39830	0.4439	0.470276727131226	BIN_UNKNOWN_176_Dehalococcoidia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_111	NA	2|976|768503|768507|563798	NA	0.6647	NA	BIN_UNKNOWN_77_Cyclobacteriaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_244	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0.bin.75	2|74201|203494|48461|1647988	k__Bacteria|p__Proteobacteria|c__CFGB8417|o__OFGB8417|f__FGB8417|g__GGB25708	0.4555	0.48098383307787	BIN_UNKNOWN_56_Akkermansiaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_089	NA	2|1224|28211|54526|1655514|198251	NA	0.3792	NA	BIN_UNKNOWN_461_Pelagibacter
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_024	NA	2|976|768503|768507|563798	NA	0.4115	NA	BIN_UNKNOWN_144_Cyclobacteriaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_143	NA	2157|2283796|2599185|133814|2599196	NA	0.4895	NA	BIN_UNKNOWN_171_Thalassarchaeaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_387	NA	2|976|117743|200644|49546	NA	0.0909	NA	BIN_UNKNOWN_448_Flavobacteriaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_090	NA	2|1224|28211	NA	0.135	NA	BIN_UNKNOWN_8_Alphaproteobacteria
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_437	NA	2157|2283796|2599185|133814|2599196	NA	0.1061	NA	BIN_UNKNOWN_76_Thalassarchaeaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	sgb_363	NA	2|1224|28211|204457|41297|165695	NA	0.2811	NA	BIN_UNKNOWN_21_Sphingobium
