clade_name	reERR5005154_taxonomic_profile	reERR5005155_taxonomic_profile	reERR5005156_taxonomic_profile	reERR5005157_taxonomic_profile	reERR5005158_taxonomic_profile	reERR5005159_taxonomic_profile	reERR5005160_taxonomic_profile	reERR5005161_taxonomic_profile	reERR5005162_taxonomic_profile	reERR5005163_taxonomic_profile	reERR5005164_taxonomic_profile	reERR5005165_taxonomic_profile	reERR5005166_taxonomic_profile	reERR5005167_taxonomic_profile	reERR5005168_taxonomic_profile	reERR5005169_taxonomic_profile	reERR5005170_taxonomic_profile	reERR5005171_taxonomic_profile	reERR5005283_taxonomic_profile	reERR5005284_taxonomic_profile	reERR5005285_taxonomic_profile	reERR5005286_taxonomic_profile	reERR5005287_taxonomic_profile	reERR5005288_taxonomic_profile	reERR5005289_taxonomic_profile	reERR5005290_taxonomic_profile	reERR5005291_taxonomic_profile	reERR5005292_taxonomic_profile	reERR5005293_taxonomic_profile	reERR5005301_taxonomic_profile	reERR5005302_taxonomic_profile	reERR5005303_taxonomic_profile	reERR5005304_taxonomic_profile	reERR5005305_taxonomic_profile	reERR5005306_taxonomic_profile	reERR5005307_taxonomic_profile	reERR5005308_taxonomic_profile	reERR5005309_taxonomic_profile	reERR5005310_taxonomic_profile	reERR5005311_taxonomic_profile	reERR5005312_taxonomic_profile	reERR5005313_taxonomic_profile	reERR5005314_taxonomic_profile	reERR5005315_taxonomic_profile	reERR5005316_taxonomic_profile	reERR5005317_taxonomic_profile	reERR5005318_taxonomic_profile	reERR5005319_taxonomic_profile	reERR5005320_taxonomic_profile	reERR5005321_taxonomic_profile	reERR5005322_taxonomic_profile	reERR5005323_taxonomic_profile	reERR5005324_taxonomic_profile	reERR5005325_taxonomic_profile	reERR5005326_taxonomic_profile	reERR5005327_taxonomic_profile	reERR5005328_taxonomic_profile	reERR5005329_taxonomic_profile	reERR5005330_taxonomic_profile	reERR5005331_taxonomic_profile	reERR5005334_taxonomic_profile	reERR5005335_taxonomic_profile
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Unclassified_Rikenellaceae|s__	0.376152726096101	0.0311715300025976	0.00549843294661022	0	0.338276498325702	0	0.0141763538417919	0.0103052412456976	0.0089750493627715	0.106894708711919	0.21588381525579	0.291411919318896	0.0158553987632789	0.00723589001447178	0.00220031684562577	0	0.172876575224057	0	0	0.904530252356339	0.0356665180561748	0.00739932296194898	0.00612989242038802	0	1.33339401110403	0.0061980909879757	0	0	0.00233601196038124	0.0031285195845326	0.792155354739473	0.200307448642102	0.29086678301338	0.0456829602558246	0.0119014559447772	0.0664716830630152	0.0421306048751129	0	0.0178310331300596	0	0	0.0338944752005423	0.114902907043548	0.091643028583897	0.0529894904177338	0.259913150971505	0	0	0.483091787439614	0	0	0	0.123054836311431	0	0	0	0	0.0131044424059756	0	0	0.938000457561199	3.31542392871183
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Unclassified_Rikenellaceae|s__|t__	0.376152726096101	0	0.00549843294661022	0	0	0	0	0	0	0	0.21588381525579	0.291411919318896	0	0	0	0	0.172876575224057	0	0	0	0	0	0	0	1.33339401110403	0	0	0	0	0	0	0.200307448642102	0.29086678301338	0	0.0119014559447772	0	0.0421306048751129	0	0	0	0	0	0	0.091643028583897	0	0	0	0	0	0	0	0	0.123054836311431	0	0	0	0	0.0131044424059756	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__S24-7	0.00808930593755056	0.00173175166681098	0	0	0.00512540148978337	0	0	0	0	0	0	0.0142848980058282	0.00176171097369766	0	0	0	0	0	0.0162999185004075	0.361051991486774	0.789121711992867	0.0388464455502322	2.01673460630766	0	0	0	0	0	0	0.0031285195845326	0	0	0.0399941826643397	0	0	0.0531773464504121	0	0	0	0	0.00464856824098178	0.00753210560012051	0	0	0	0.0190180354369394	0	0	0.0256185038793734	0	0	0	0.0102545696926193	0	0	0	0	0.0131044424059756	0	0	0.00254200666005745	0.0131044424059756
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__S24-7|g__Gram-negative_bacterium_cTPY-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032599837000815	0	0.191707534551939	0	0.45054709289852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__S24-7|g__Gram-negative_bacterium_cTPY-13|s__Unclassified_Gram-negative_bacterium_cTPY-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032599837000815	0	0.191707534551939	0	0.45054709289852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__S24-7|g__Porphyromonadaceae	0.00808930593755056	0.00173175166681098	0	0	0.00512540148978337	0	0	0	0	0	0	0.0142848980058282	0.00176171097369766	0	0	0	0	0	0.013039934800326	0.361051991486774	0.592955862683906	0.0388464455502322	1.55392772856836	0	0	0	0	0	0	0.0031285195845326	0	0	0.029086678301338	0	0	0.0531773464504121	0	0	0	0	0.00464856824098178	0.00753210560012051	0	0	0	0.0190180354369394	0	0	0.0256185038793734	0	0	0	0.0102545696926193	0	0	0	0	0.00655222120298781	0	0	0.00254200666005745	0.0131044424059756
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__S24-7|g__Porphyromonadaceae|s__Porphyromonadaceae_bacterium_C941	0.00808930593755056	0.00173175166681098	0	0	0.00341693432652224	0	0	0	0	0	0	0.00285697960116565	0.00176171097369766	0	0	0	0	0	0.013039934800326	0.201429005776832	0.575122603655818	0.0277474611073087	1.44665461121157	0	0	0	0	0	0	0.0031285195845326	0	0	0.029086678301338	0	0	0.0531773464504121	0	0	0	0	0.00464856824098178	0.00753210560012051	0	0	0	0.00316967257282323	0	0	0.00365978626848192	0	0	0	0.00769092726946446	0	0	0	0	0.00655222120298781	0	0	0.00254200666005745	0.0131044424059756
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__S24-7|g__Porphyromonadaceae|s__Porphyromonadaceae_bacterium_C941|t__Unclassified_Porphyromonadaceae_bacterium_C941	0.00808930593755056	0	0	0	0	0	0	0	0	0	0	0.00285697960116565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029086678301338	0	0	0	0	0	0	0	0.00464856824098178	0	0	0	0	0	0	0	0	0	0	0	0.00769092726946446	0	0	0	0	0.00655222120298781	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__S24-7|g__Porphyromonadaceae|s__Unclassified_Porphyromonadaceae	0	0	0	0	0.00170846716326112	0	0	0	0	0	0	0.0114279184046626	0	0	0	0	0	0	0	0.159622985709942	0.0178332590280874	0.0110989844429235	0.10727311735679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158483628641161	0	0	0.0219587176108915	0	0	0	0.00256364242315482	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__S24-7|g__Porphyromonadaceae|s__Unclassified_Porphyromonadaceae|t__	0	0	0	0	0	0	0	0	0	0	0	0.0114279184046626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256364242315482	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__S24-7|g__Unclassified_S24-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00445831475702185	0	0.012259784840776	0	0	0	0	0	0	0	0	0	0.0109075043630017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00655222120298781	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__S24-7|g__Unclassified_S24-7|s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00445831475702185	0	0.012259784840776	0	0	0	0	0	0	0	0	0	0.0109075043630017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00655222120298781	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__S24-7|g__Unclassified_S24-7|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109075043630017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00655222120298781	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Unclassified_Bacteroidales	3.08202556220676	0.259762750021647	0.522351129927971	0.639352818371608	3.39814118772637	0	0.29770343067763	0.21228796966137	0.19206605636331	1.02218065205772	3.27750883161062	5.57396720187418	0.336486795976252	1.08538350217077	0.770110895969019	0.971731448763251	4.93153177744416	0.0746528641815558	2.69926650366748	9.40255396777136	11.7877842175658	1.39847203980836	34.8085941091734	0	11.8230636206426	0.861534647328623	0.235660293463762	0.101914927854959	0.897028592786395	0.118883744212239	2.31878484906749	0.670797037313085	2.76323443862711	2.64961169483783	0.107113103502995	3.29256403438802	15.4519008927676	9.838890324804	1.91148675154238	0.0215455328928469	1.92915582000744	5.76959288969231	1.99931058255774	0.733144228671176	2.19023227059966	3.89869726457257	0.00579911853398283	0	6.10818328209633	0.00188540507928128	0	0	2.31240546568565	0.0886412561732303	0.00236975247935353	0.00902201371346084	0	0.386581050976281	0.0149551345962114	0	2.02343730140573	7.00039313327218
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Unclassified_Bacteroidales|g__	3.08202556220676	0.259762750021647	0.522351129927971	0.639352818371608	3.39814118772637	0	0.29770343067763	0.21228796966137	0.19206605636331	1.02218065205772	3.27750883161062	5.57396720187418	0.336486795976252	1.08538350217077	0.770110895969019	0.971731448763251	4.93153177744416	0.0746528641815558	2.69926650366748	9.40255396777136	11.7877842175658	1.39847203980836	34.8085941091734	0	11.8230636206426	0.861534647328623	0.235660293463762	0.101914927854959	0.897028592786395	0.118883744212239	2.31878484906749	0.670797037313085	2.76323443862711	2.64961169483783	0.107113103502995	3.29256403438802	15.4519008927676	9.838890324804	1.91148675154238	0.0215455328928469	1.92915582000744	5.76959288969231	1.99931058255774	0.733144228671176	2.19023227059966	3.89869726457257	0.00579911853398283	0	6.10818328209633	0.00188540507928128	0	0	2.31240546568565	0.0886412561732303	0.00236975247935353	0.00902201371346084	0	0.386581050976281	0.0149551345962114	0	2.02343730140573	7.00039313327218
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Unclassified_Bacteroidales|g__|s__	3.08202556220676	0.259762750021647	0.522351129927971	0.639352818371608	3.39814118772637	0	0.29770343067763	0.21228796966137	0.19206605636331	1.02218065205772	3.27750883161062	5.57396720187418	0.336486795976252	1.08538350217077	0.770110895969019	0.971731448763251	4.93153177744416	0.0746528641815558	2.69926650366748	9.40255396777136	11.7877842175658	1.39847203980836	34.8085941091734	0	11.8230636206426	0.861534647328623	0.235660293463762	0.101914927854959	0.897028592786395	0.118883744212239	2.31878484906749	0.670797037313085	2.76323443862711	2.64961169483783	0.107113103502995	3.29256403438802	15.4519008927676	9.838890324804	1.91148675154238	0.0215455328928469	1.92915582000744	5.76959288969231	1.99931058255774	0.733144228671176	2.19023227059966	3.89869726457257	0.00579911853398283	0	6.10818328209633	0.00188540507928128	0	0	2.31240546568565	0.0886412561732303	0.00236975247935353	0.00902201371346084	0	0.386581050976281	0.0149551345962114	0	2.02343730140573	7.00039313327218
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Unclassified_Bacteroidales|g__|s__|t__	3.08202556220676	0	0.522351129927971	0	0	0	0	0	0	0	3.27750883161062	5.57396720187418	0	0	0	0	4.93153177744416	0	0	0	0	0	0	0	11.8230636206426	0	0	0	0	0	0	0.670797037313085	2.76323443862711	0	0.107113103502995	0	15.4519008927676	0	0	0.0215455328928469	1.92915582000744	0	0	0.733144228671176	0	0	0	0	0	0.00188540507928128	0	0	2.31240546568565	0.0886412561732303	0	0	0	0.386581050976281	0.0149551345962114	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Unclassified_Bacteroidales|g__|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0886412561732303	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Class_Incertae_Sedis	0.00606697945316292	0	0	0	0.00683386865304449	0	0	0	0	0	0.00654193379562999	0.0199988572081595	0	0.00723589001447178	0	0	0.00909876711705564	0	0	0.026603830951657	0	0	0	0	0.0227541640120142	0	0	0	0	0	0	0	0.00363583478766725	0	0	0	0	0	0	0	0	0	0.0114902907043548	0	0	0.00950901771846968	0	0	0.0109793588054458	0	0	0	0	0	0	0	0	0	0	0	0.0127100333002872	0.0131044424059756
k__Bacteria|p__Bacteroidetes|c__Class_Incertae_Sedis|o__Order_Incertae_Sedis	0.00606697945316292	0	0	0	0.00683386865304449	0	0	0	0	0	0.00654193379562999	0.0199988572081595	0	0.00723589001447178	0	0	0.00909876711705564	0	0	0.026603830951657	0	0	0	0	0.0227541640120142	0	0	0	0	0	0	0	0.00363583478766725	0	0	0	0	0	0	0	0	0	0.0114902907043548	0	0	0.00950901771846968	0	0	0.0109793588054458	0	0	0	0	0	0	0	0	0	0	0	0.0127100333002872	0.0131044424059756
k__Bacteria|p__Bacteroidetes|c__Class_Incertae_Sedis|o__Order_Incertae_Sedis|f__Family_Incertae_Sedis	0.00606697945316292	0	0	0	0.00683386865304449	0	0	0	0	0	0.00654193379562999	0.0199988572081595	0	0.00723589001447178	0	0	0.00909876711705564	0	0	0.026603830951657	0	0	0	0	0.0227541640120142	0	0	0	0	0	0	0	0.00363583478766725	0	0	0	0	0	0	0	0	0	0.0114902907043548	0	0	0.00950901771846968	0	0	0.0109793588054458	0	0	0	0	0	0	0	0	0	0	0	0.0127100333002872	0.0131044424059756
k__Bacteria|p__Bacteroidetes|c__Class_Incertae_Sedis|o__Order_Incertae_Sedis|f__Family_Incertae_Sedis|g__Prolixibacter	0.00606697945316292	0	0	0	0.00683386865304449	0	0	0	0	0	0.00654193379562999	0.0199988572081595	0	0.00723589001447178	0	0	0.00909876711705564	0	0	0.026603830951657	0	0	0	0	0.0227541640120142	0	0	0	0	0	0	0	0.00363583478766725	0	0	0	0	0	0	0	0	0	0.0114902907043548	0	0	0.00950901771846968	0	0	0.0109793588054458	0	0	0	0	0	0	0	0	0	0	0	0.0127100333002872	0.0131044424059756
k__Bacteria|p__Bacteroidetes|c__Class_Incertae_Sedis|o__Order_Incertae_Sedis|f__Family_Incertae_Sedis|g__Prolixibacter|s__Cytophaga_sp._AN-BI4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00723589001447178	0	0	0	0	0	0	0	0	0	0	0.0182033312096114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00524177696239025
k__Bacteria|p__Bacteroidetes|c__Class_Incertae_Sedis|o__Order_Incertae_Sedis|f__Family_Incertae_Sedis|g__Prolixibacter|s__Cytophaga_sp._AN-BI4|t__Unclassified_Cytophaga_sp._AN-BI4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0182033312096114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Class_Incertae_Sedis|o__Order_Incertae_Sedis|f__Family_Incertae_Sedis|g__Prolixibacter|s__Prolixibacter_bellariivorans	0	0	0	0	0	0	0	0	0	0	0.00654193379562999	0.00285697960116565	0	0	0	0	0.00909876711705564	0	0	0.0190027363940407	0	0	0	0	0	0	0	0	0	0	0	0	0.00363583478766725	0	0	0	0	0	0	0	0	0	0	0	0	0.00316967257282323	0	0	0.00365978626848192	0	0	0	0	0	0	0	0	0	0	0	0	0.00262088848119513
k__Bacteria|p__Bacteroidetes|c__Class_Incertae_Sedis|o__Order_Incertae_Sedis|f__Family_Incertae_Sedis|g__Prolixibacter|s__Prolixibacter_bellariivorans|t__Unclassified_Prolixibacter_bellariivorans	0	0	0	0	0	0	0	0	0	0	0.00654193379562999	0.00285697960116565	0	0	0	0	0.00909876711705564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00363583478766725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Class_Incertae_Sedis|o__Order_Incertae_Sedis|f__Family_Incertae_Sedis|g__Prolixibacter|s__Unclassified_Prolixibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076010945576163	0	0	0	0	0.00455083280240284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114902907043548	0	0	0.00633934514564645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127100333002872	0.00524177696239025
k__Bacteria|p__Bacteroidetes|c__Class_Incertae_Sedis|o__Order_Incertae_Sedis|f__Family_Incertae_Sedis|g__Prolixibacter|s__Unclassified_Prolixibacter|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00455083280240284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Class_Incertae_Sedis|o__Order_Incertae_Sedis|f__Family_Incertae_Sedis|g__Prolixibacter|s__bacterium_Phenol-4	0.00606697945316292	0	0	0	0.00683386865304449	0	0	0	0	0	0	0.0171418776069939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00731957253696384	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Class_Incertae_Sedis|o__Order_Incertae_Sedis|f__Family_Incertae_Sedis|g__Prolixibacter|s__bacterium_Phenol-4|t__Unclassified_bacterium_Phenol-4	0.00606697945316292	0	0	0	0	0	0	0	0	0	0	0.0171418776069939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia	0.0384242032033652	0.00346350333362196	0	0	0.0307524089387002	1.83823529411765	0	0.00206104824913951	0.0017950098725543	0.086851950828434	0.0523354703650399	0.0771384492314725	0.00880855486848828	2.42402315484805	0.0440063369125154	0.0757193336698637	0.527728492789227	0	0.0032599837000815	1.01854667072058	0.0178332590280874	0.00184983074048725	0.0521040855732982	0	0.650769090743606	0.00309904549398785	0	0.0160918307139409	0.00233601196038124	0	0.0346087290905595	0.17235757208739	0.014543339150669	0.106593573930257	0.00396715198159242	0.00443144553753434	0.00802487711906912	0.142155595761179	0.00713241325202382	0.0466819879345016	0.75771662328003	0.015064211200241	0	0.480034911629937	0	0.443754160195252	0	0.0105474106106951	0.74293661250183	0.00754162031712513	0	0.055968657551771	0.0589637757325608	0.0759782195770546	0	0.00225550342836521	0	0.0131044424059756	0	0	0.0177940466204021	0.243742628751147
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	0.0384242032033652	0.00173175166681098	0	0	0.027335474612178	0.183823529411765	0	0.00206104824913951	0	0.086851950828434	0.0523354703650399	0.0742814696303068	0.00880855486848828	2.33719247467439	0.0440063369125154	0.0757193336698637	0.509530958555116	0	0.0032599837000815	0.957737914259653	0.0178332590280874	0.00184983074048725	0.0521040855732982	0	0.600709929917175	0.00309904549398785	0	0.0160918307139409	0.00233601196038124	0	0.0346087290905595	0.0978245679414916	0.014543339150669	0.106593573930257	0.00396715198159242	0.00443144553753434	0.00802487711906912	0.142155595761179	0.00713241325202382	0.0215455328928469	0.75771662328003	0.015064211200241	0	0.475670957887846	0	0.408887761894196	0	0.0105474106106951	0.717318108622456	0	0	0.055968657551771	0.0589637757325608	0.0759782195770546	0	0.00225550342836521	0	0.0131044424059756	0	0	0.0177940466204021	0.243742628751147
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae	0.00202232648438764	0	0	0	0.00341693432652224	0	0	0	0	0.0200427578834848	0.0392516027737799	0	0.00704684389479062	0.195369030390738	0.0330047526843866	0.0757193336698637	0.0818889040535007	0	0	0.125418060200669	0.00891662951404369	0	0.00306494621019401	0	0.0591608264312369	0	0	0.00536394357131363	0	0	0.007690828686791	0.0279498765547119	0.0109075043630017	0	0	0.00443144553753434	0	0	0	0	0.153402751952399	0.0112981584001808	0	0.052367444905084	0	0.041205743446702	0	0	0.179329527155614	0	0	0.00799552250739586	0.0358909939241675	0	0	0	0	0	0	0	0.0127100333002872	0.120560870134976
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144717800289436	0	0	0	0	0	0	0.00891662951404369	0	0.00306494621019401	0	0.00455083280240284	0	0	0.00536394357131363	0	0	0	0.0279498765547119	0	0	0	0	0	0	0	0	0.0325399776868724	0	0	0	0	0.00633934514564645	0	0	0.0109793588054458	0	0	0.00799552250739586	0.00512728484630964	0	0	0	0	0	0	0	0	0.0131044424059756
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_ratkowskyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00465831275911865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_ratkowskyi|t__Unclassified_Algoriphagus_ratkowskyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00465831275911865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_sp._CNU007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00455083280240284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_sp._CNU007|t__Unclassified_Algoriphagus_sp._CNU007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00455083280240284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_terrigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464856824098178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_terrigena|t__Unclassified_Algoriphagus_terrigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464856824098178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Unclassified_Algoriphagus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144717800289436	0	0	0	0	0	0	0.00891662951404369	0	0.00306494621019401	0	0	0	0	0.00536394357131363	0	0	0	0.0232915637955932	0	0	0	0	0	0	0	0	0.0278914094458907	0	0	0	0	0.00633934514564645	0	0	0.0109793588054458	0	0	0.00799552250739586	0.00512728484630964	0	0	0	0	0	0	0	0	0.0131044424059756
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Unclassified_Algoriphagus|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232915637955932	0	0	0	0	0	0	0	0	0.0278914094458907	0	0	0	0	0	0	0	0	0	0	0.00799552250739586	0.00512728484630964	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Belliella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00454938355852782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Belliella|s__Nitritalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00454938355852782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Belliella|s__Nitritalea|t__Belliella_sp._LW7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00454938355852782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Cyclobacterium	0	0	0	0	0	0	0	0	0	0	0.01962580138689	0	0.00704684389479062	0.0144717800289436	0.00440063369125154	0	0.0181975342341113	0	0	0	0	0	0	0	0.00910166560480568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041837114168836	0	0	0.039275583678813	0	0.00316967257282323	0	0	0.00365978626848192	0	0	0	0	0	0	0	0	0	0	0	0	0
