clade_name	reSRR16235394_taxonomic_profile	reSRR16235395_taxonomic_profile	reSRR16235396_taxonomic_profile	reSRR16235397_taxonomic_profile	reSRR16235398_taxonomic_profile	reSRR16235399_taxonomic_profile	reSRR16235400_taxonomic_profile	reSRR16235401_taxonomic_profile	reSRR16235402_taxonomic_profile	reSRR16235403_taxonomic_profile	reSRR16235404_taxonomic_profile	reSRR16235405_taxonomic_profile	reSRR16235406_taxonomic_profile	reSRR16235407_taxonomic_profile	reSRR16235408_taxonomic_profile	reSRR16235409_taxonomic_profile
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella|s__Unclassified_Olsenella	0.0196351783855956	0.0113520263367011	0.0103783588656003	0.0306439809732894	0.132948482463046	0.119645988633631	0.00750863493016969	0.84227363895953	0.0175873136843957	0.0145314376180679	0.00100412696181305	0.0515595686327182	0.69181433112604	0.0192248538911104	0.0195997327309173	0.0223467870351196
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Paraeggerthella	0	0.000516001197122777	0.000902465988313066	0.00167703378460788	0.000174932213767165	0	0.00160899319932208	0	0	0	0	0.000433273685989229	0	0.000768994155644417	0.000254541983518407	0.000116998885000626
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Paraeggerthella|s__Paraeggerthella_hongkongensis	0	0.000516001197122777	0.000902465988313066	0.00121966093426028	0.000174932213767165	0	0.00160899319932208	0	0	0	0	0.000433273685989229	0	0.000768994155644417	0.000254541983518407	0.000116998885000626
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Paraeggerthella|s__Unclassified_Paraeggerthella	0	0	0	0.000457372850347603	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia	0.100139409766538	0.203304471666374	0.0419646684565575	0.122423466276375	0.14256975422024	0.102637490249438	0.0563147619762727	0.0762295133182957	0.44407967053099	0.0940719382643345	0.0341403167016438	0.0489599265167829	0.29546237058508	0.192248538911104	0.0447993890992396	0.120274853780643
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_exigua	0	0.00154800359136833	0	0	0	0	0.00107266213288138	0	0	0.000764812506214102	0.000502063480906526	0.000433273685989229	0	0.00153798831128883	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_exigua_ATCC_700122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127270991759203	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_faecicanis	0.00981758919279782	0.0113520263367011	0.000902465988313066	0.00472618612025857	0.00139945771013732	0	0.00214532426576277	0	0.016121704210696	0.00305925002485641	0.00150619044271958	0.000433273685989229	0	0.00692094740079975	0.000890896942314423	0.00175498327500939
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_heliotrinireducens	0	0	0	0.000304915233565069	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_heliotrinireducens_DSM_20476	0	0	0	0.000152457616782534	0	0	0.000536331066440692	0	0	0	0	0	0	0	0.000127270991759203	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_piriformis	0.0431973924483104	0.118680275338239	0.0248178146786093	0.05534211489206	0.0822181404705677	0.0504389952082955	0.0214532426576277	0.0506113981867373	0.279931409476631	0.0512424379163448	0.0150619044271958	0.0251298737873753	0.160942917310572	0.108428175945863	0.0209997136402685	0.0725393087003881
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_sp._NATTS	0.00392703567711913	0.00412800957698222	0.00225616497078266	0.0121966093426028	0.00594769526808362	0.00645149938710756	0.00536331066440692	0.00624832076379473	0.00439682842109891	0.0015296250124282	0	0.00173309474395692	0	0.00153798831128883	0.00318177479398008	0.00280797324001502
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Unclassified_Slackia	0.0235622140627148	0.0588241364719966	0.0139882228188525	0.0481766069032809	0.0519548674888481	0.0439874958211879	0.0252075601227125	0.0193697943677637	0.127508024211868	0.0328869377672064	0.010543333099037	0.0160311263816015	0.0680604376686498	0.0592125499846201	0.0190906487638805	0.0429385907952297
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__human_intestinal_bacterium_DZE	0.0196351783855956	0.00877202035108722	0	0.00152457616782534	0.00104959328260299	0.00175949983284752	0.000536331066440692	0	0.016121704210696	0.00458887503728461	0.00652682525178484	0.00519928423187075	0.066459015605858	0.0146108889572439	0.00038181297527761	0.000233997770001252
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Unclassified_Coriobacteriaceae	1.47460189675823	2.78021445009752	1.9827177763238	1.3102207586291	2.20694480888656	1.75949983284752	0.64252461759595	5.08113444511787	4.4715745042576	1.1441595092963	0.720963158581771	1.29375522636384	7.77890767001097	1.86711780990464	0.958350567946801	1.13009223022105
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Unclassified_Coriobacteriaceae|s__	1.47460189675823	2.78021445009752	1.9827177763238	1.3102207586291	2.20694480888656	1.75949983284752	0.64252461759595	5.08113444511787	4.4715745042576	1.1441595092963	0.720963158581771	1.29375522636384	7.77890767001097	1.86711780990464	0.958350567946801	1.13009223022105
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Unclassified_Coriobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0.00160142206279176	0	0.000127270991759203	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Unclassified_Coriobacteriales|g__	0	0	0	0	0	0	0	0	0	0	0	0	0.00160142206279176	0	0.000127270991759203	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Unclassified_Coriobacteriales|g__|s__	0	0	0	0	0	0	0	0	0	0	0	0	0.00160142206279176	0	0.000127270991759203	0
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria	0	0	0	0	0.000174932213767165	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales	0	0	0	0	0.000174932213767165	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales|f__Euzebyaceae	0	0	0	0	0.000174932213767165	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales|f__Euzebyaceae|g__Euzebya	0	0	0	0	0.000174932213767165	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales|f__Euzebyaceae|g__Euzebya|s__Actinobacteria_bacterium_canine_oral_taxon_376	0	0	0	0	0.000174932213767165	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria	0.00785407135423825	0.0113520263367011	0.00451232994156533	0.013416270276863	0.00962127175719409	0.00234599977713002	0.00536331066440692	0.00874764906931262	0.0337090178950917	0.0107073750869974	0.00251031740453263	0.0168976737535799	0.211387712288512	0.0207628422023993	0.00279996181870247	0.00152098550500814
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria|o__	0.00785407135423825	0.0113520263367011	0.00451232994156533	0.013416270276863	0.00962127175719409	0.00234599977713002	0.00536331066440692	0.00874764906931262	0.0337090178950917	0.0107073750869974	0.00251031740453263	0.0168976737535799	0.211387712288512	0.0207628422023993	0.00279996181870247	0.00152098550500814
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria|o__|f__	0.00785407135423825	0.0113520263367011	0.00451232994156533	0.013416270276863	0.00962127175719409	0.00234599977713002	0.00536331066440692	0.00874764906931262	0.0337090178950917	0.0107073750869974	0.00251031740453263	0.0168976737535799	0.211387712288512	0.0207628422023993	0.00279996181870247	0.00152098550500814
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria|o__|f__|g__	0.00785407135423825	0.0113520263367011	0.00451232994156533	0.013416270276863	0.00962127175719409	0.00234599977713002	0.00536331066440692	0.00874764906931262	0.0337090178950917	0.0107073750869974	0.00251031740453263	0.0168976737535799	0.211387712288512	0.0207628422023993	0.00279996181870247	0.00152098550500814
k__Bacteria|p__Actinobacteria|c__Unclassified_Actinobacteria|o__|f__|g__|s__	0.00785407135423825	0.0113520263367011	0.00451232994156533	0.013416270276863	0.00962127175719409	0.00234599977713002	0.00536331066440692	0.00874764906931262	0.0337090178950917	0.0107073750869974	0.00251031740453263	0.0168976737535799	0.211387712288512	0.0207628422023993	0.00279996181870247	0.00152098550500814
k__Bacteria|p__Aquificae	0	0	0	0	0	0	0	0	0.00146560947369964	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae	0	0	0	0	0	0	0	0	0.00146560947369964	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales	0	0	0	0	0	0	0	0	0.00146560947369964	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae	0	0	0	0	0	0	0	0	0.00146560947369964	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae|g__Unclassified_Desulfurobacteriaceae	0	0	0	0	0	0	0	0	0.00146560947369964	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae|g__Unclassified_Desulfurobacteriaceae|s__	0	0	0	0	0	0	0	0	0.00146560947369964	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes	31.3161460071865	34.6427723712319	11.3742300837037	20.7836321502622	15.1585760517799	22.681125845293	37.1157187908952	9.38685228344882	12.7126965748707	50.7598412249237	54.0782616554037	52.0838297927652	27.6037120963416	30.8328206705629	26.3806039008559	11.2426568574801
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	31.1197942233305	34.5199640863167	11.3412900751303	20.6557202097817	15.1148429983381	22.323947379225	36.8298543324824	9.33749054941485	12.7009716990811	50.4416792223386	53.9467210234062	51.72897864394	27.5973064080904	30.6128883420486	26.2477329854593	11.1881353770699
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	31.1197942233305	34.5199640863167	11.3412900751303	20.6557202097817	15.1148429983381	22.323947379225	36.8298543324824	9.33749054941485	12.7009716990811	50.4416792223386	53.9467210234062	51.72897864394	27.5973064080904	30.6128883420486	26.2477329854593	11.1881353770699
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__BS11_gut_group	0	0	0	0	0	0	0.000536331066440692	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__BS11_gut_group|g__Bacteroidia	0	0	0	0	0	0	0.000536331066440692	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__BS11_gut_group|g__Bacteroidia|s__Bacteroidia_bacterium_canine_oral_taxon_187	0	0	0	0	0	0	0.000536331066440692	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	7.92868503210352	14.3458652824075	0.509442050402725	3.55592145383583	2.68276043033325	7.42919479422649	6.54860232124086	3.17352211593134	11.6955636001231	7.49745699841684	4.05617086224382	6.26990350995013	27.1128762340959	11.565672100892	5.57408762607783	4.21488483214755
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	7.92672151426496	14.3458652824075	0.509442050402725	3.54479204781071	2.6797865826992	7.34356580236125	6.51320447085577	3.17102278762583	11.6955636001231	7.47527743573663	4.05617086224382	6.25560547831249	27.1104741010017	11.5533681944017	5.55461516433867	4.19791999382246
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroidaceae_bacterium_DJF_B220	0.00392703567711913	0	0	0.000457372850347603	0	0.000586499944282505	0.000536331066440692	0	0	0.0015296250124282	0	0.00216636842994614	0	0.000768994155644417	0.000127270991759203	0.000116998885000626
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_acidifaciens	0.00785407135423825	0.004644010774105	0.0103783588656003	0.0213440663495548	0.024315577713636	0.153662985402016	0.0702593697037307	0.0281174434370763	0.0146560947369964	0.0344165627796346	0.000502063480906526	0.00953202109176303	0.00640568825116704	0.0161488772685328	0.0271087212447103	0.00432895874502316
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_barnesiae	0	0	0	0.000457372850347603	0.000174932213767165	0	0	0	0	0	0	0	0	0	0.00076362595055522	0.00058499442500313
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0	0	0.00225616497078266	0.00533601658738871	0.00629755969561795	0.00410549960997754	0.00214532426576277	0.00499865661103578	0.00146560947369964	0.00382406253107051	0	0.000433273685989229	0.00080071103139588	0.00845893571208859	0.00712717553851538	0.00386096320502066
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_chinchillae	0	0	0	0	0	0	0	0.000624832076379473	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus_YIT_12056	0	0.000516001197122777	0	0.000152457616782534	0	0.00117299988856501	0.00268165533220346	0.000624832076379473	0	0.000764812506214102	0	0.000866547371978458	0	0.000768994155644417	0.000890896942314423	0.000116998885000626
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	0	0.000516001197122777	0	0	0.000174932213767165	0	0.00107266213288138	0.000624832076379473	0	0	0	0	0	0	0.000127270991759203	0.000116998885000626
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola_DSM_17136	0	0.00825601915396444	0	0.000914745700695207	0.000874661068835826	0.00117299988856501	0.00160899319932208	0.00124966415275895	0	0.00382406253107051	0	0.00216636842994614	0	0.0046139649338665	0.000509083967036813	0.000116998885000626
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus_DSM_18228	0	0.00103200239424555	0	0	0	0	0	0	0	0	0.000502063480906526	0.000433273685989229	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0	0	0	0.000914745700695207	0.00122452549637016	0.00879749916423758	0.00375431746508485	0.00187449622913842	0	0	0	0.00129982105796769	0	0.000768994155644417	0.00470902669509052	0.0102959018800551
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii_DSM_20697	0	0	0	0.000609830467130138	0.00034986442753433	0.00234599977713002	0.00214532426576277	0	0	0	0	0.000433273685989229	0	0.000768994155644417	0.00139998090935124	0.00280797324001502
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	0	0	0	0.00106720331747774	0.000174932213767165	0.00117299988856501	0	0	0	0.0015296250124282	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	0	0	0.000451232994156533	0.00335406756921576	0.00227411877897315	0.00351899966569503	0.00214532426576277	0.00124966415275895	0	0.00305925002485641	0	0.000866547371978458	0	0.00153798831128883	0.00483629768684972	0.000233997770001252
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii_DSM_17565	0	0	0	0.000304915233565069	0.000174932213767165	0	0	0	0	0.000764812506214102	0	0	0	0.000768994155644417	0.000127270991759203	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fluxus_YIT_12057	0	0	0	0.000457372850347603	0	0.00117299988856501	0.00160899319932208	0	0	0.000764812506214102	0	0.00129982105796769	0	0.000768994155644417	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.00196351783855956	0.00206400478849111	0.00767096090066106	0.00137211855104281	0.00122452549637016	0.00410549960997754	0.00107266213288138	0	0.143629728422565	0.000764812506214102	0.00301238088543915	0	0.00720639928256292	0.0107659181790218	0.000509083967036813	0.000233997770001252
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis_638R	0.0255257319012743	0.00154800359136833	0.00406109694740879	0.00152457616782534	0.00034986442753433	0.0516119950968605	0.0380795057172892	0.00749798491655368	0.0996614442115754	0.0328869377672064	0.00552269828997178	0.0181974948115476	0.0904803465477344	0.0246078129806213	0.00279996181870247	0.00175498327500939
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis_YCH46	0	0	0	0	0	0	0	0	0	0.000764812506214102	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_gallinarum	0	0	0	0	0.000174932213767165	0	0	0	0	0	0	0	0	0	0.000127270991759203	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_graminisolvens	0	0	0	0.000152457616782534	0	0.000586499944282505	0.00107266213288138	0	0	0	0	0	0	0	0.000127270991759203	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_helcogenes_P_36-108	0.0117811070313574	0.000516001197122777	0	0.00243932186852055	0.000524796641301496	0.00938399910852009	0.00536331066440692	0.000624832076379473	0	0.0145314376180679	0.000502063480906526	0.00649910528983843	0	0.0107659181790218	0.00127270991759203	0.00163798439000876
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000768994155644417	0.000127270991759203	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	0	0.000516001197122777	0	0.000304915233565069	0.00122452549637016	0.00117299988856501	0.00107266213288138	0.00187449622913842	0	0	0	0	0	0	0.000254541983518407	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	0	0	0	0.00106720331747774	0	0.00351899966569503	0.000536331066440692	0.00124966415275895	0	0	0	0.000433273685989229	0	0	0	0.000233997770001252
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_oleiciplenus	0	0	0.00180493197662613	0.0318636419075497	0.0178430858042509	0.127856987853586	0.0595327483749169	0.00999731322207157	0.00146560947369964	0.0015296250124282	0	0.00389946317390306	0	0.00230698246693325	0.0805625377835757	0.0845901938554526
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0	0	0	0.000304915233565069	0.000174932213767165	0	0	0	0	0	0	0	0.00240213309418764	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius	0.257220836851303	0.786385824415113	0.0121832908422264	0.0561044029759727	0.0885157001661856	0.102050990305156	0.101366571557291	0.0762295133182957	0.12311119579077	0.221795626802089	0.0833425378304833	0.227468685144345	0	0.582128575822824	0.102071335390881	0.0368546487751972
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius_DSM_17135	0	0.00154800359136833	0	0.000152457616782534	0	0.000586499944282505	0.00107266213288138	0	0	0	0.000502063480906526	0.000433273685989229	0	0.0046139649338665	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_pyogenes	0	0	0	0.00320160995243322	0.00384850870287764	0.00117299988856501	0.00375431746508485	0.00249932830551789	0	0.000764812506214102	0	0	0.0040035551569794	0.00153798831128883	0.00610900760444176	0.000116998885000626
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_rodentium	0.00196351783855956	0.00154800359136833	0	0.000152457616782534	0.000174932213767165	0.00175949983284752	0.000536331066440692	0	0.00293121894739928	0.000764812506214102	0	0.00129982105796769	0.00640568825116704	0.0046139649338665	0.000254541983518407	0.000818992195004382
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salanitronis_DSM_18170	0.00589055351567869	0.0175440407021744	0	0	0.00034986442753433	0.00703799933139006	0.00160899319932208	0	0.00293121894739928	0.00305925002485641	0.00351444436634568	0.00216636842994614	0	0.00384497077822209	0.00076362595055522	0.000701993310003756
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	0	0	0	0.000457372850347603	0	0.00117299988856501	0.000536331066440692	0	0	0.000764812506214102	0	0.000433273685989229	0	0	0.00038181297527761	0.000350996655001878
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp._7853	0	0	0	0	0.000174932213767165	0	0	0	0	0	0	0.000433273685989229	0	0	0.000509083967036813	0.00128698773500689
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp._D1	0	0	0	0	0	0.00117299988856501	0	0	0	0	0	0	0	0	0.000254541983518407	0.000467995540002504
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp._D2	0	0	0	0	0	0	0	0	0.00439682842109891	0.0015296250124282	0	0.000433273685989229	0.00960853237675056	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp._DJF_B097	0.00589055351567869	0.0469561089381727	0	0.000762288083912672	0	0	0.00214532426576277	0.00374899245827684	0.146560947369964	0.0015296250124282	0	0.00173309474395692	0.125711631929153	0.00768994155644417	0.00114543892583283	0.00701993310003756
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp._R6	0	0	0	0	0	0	0	0	0	0.000764812506214102	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp._SLC1-38	0	0	0	0.000609830467130138	0.000699728855068661	0.00703799933139006	0.000536331066440692	0.00124966415275895	0	0	0	0.000866547371978458	0	0	0.00190906487638805	0.000818992195004382
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp._TP-5	0	0	0	0	0	0	0	0	0	0	0	0.000433273685989229	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp._WH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116998885000626
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp._XB12B	0	0	0	0.000152457616782534	0	0.00351899966569503	0.00107266213288138	0	0	0	0	0	0	0.000768994155644417	0.000509083967036813	0.00210597993001127
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0	0.000516001197122777	0	0.000304915233565069	0.00034986442753433	0.00703799933139006	0.00321798639864416	0	0	0	0	0.00129982105796769	0.00480426618837528	0	0.000890896942314423	0.00116998885000626
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris_ATCC_43183	0	0.00154800359136833	0	0.000609830467130138	0.000174932213767165	0.00175949983284752	0.000536331066440692	0.00124966415275895	0.00146560947369964	0	0	0.000433273685989229	0.0120106654709382	0.00153798831128883	0.00127270991759203	0.00128698773500689
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0	0.000516001197122777	0.000902465988313066	0.00533601658738871	0.00507303419924779	0.00410549960997754	0.00375431746508485	0.00437382453465631	0	0.00458887503728461	0	0.00173309474395692	0.00080071103139588	0.00384497077822209	0.0078908014890706	0.00233997770001252
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	0	0	0.000451232994156533	0.000914745700695207	0.000524796641301496	0.00351899966569503	0.00107266213288138	0.00187449622913842	0	0.0015296250124282	0	0.000433273685989229	0.00160142206279176	0	0.000127270991759203	0.000116998885000626
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus_ATCC_8482	0.0176716605470361	0.00154800359136833	0.00225616497078266	0	0	0.0463334955983179	0.0402248299830519	0.0112469773748305	0.101127053685275	0.0382406253107051	0.00803301569450441	0.0467935580868367	0.397953382603752	0.0399876960935097	0	0.000116998885000626
