clade_name	reSRR16235394_taxonomic_profile	reSRR16235395_taxonomic_profile	reSRR16235396_taxonomic_profile	reSRR16235397_taxonomic_profile	reSRR16235398_taxonomic_profile	reSRR16235399_taxonomic_profile	reSRR16235400_taxonomic_profile	reSRR16235401_taxonomic_profile	reSRR16235402_taxonomic_profile	reSRR16235403_taxonomic_profile	reSRR16235404_taxonomic_profile	reSRR16235405_taxonomic_profile	reSRR16235406_taxonomic_profile	reSRR16235407_taxonomic_profile	reSRR16235408_taxonomic_profile	reSRR16235409_taxonomic_profile
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcus|s__Peptococcus_sp._oral_taxon_167	0	0	0.000451232994156533	0.000304915233565069	0	0.000586499944282505	0	0	0.00146560947369964	0	0	0	0	0	0.000254541983518407	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcus|s__Unclassified_Peptococcus	0.217950480080112	0	0.101076190691063	0.252469813391877	0.293186390273769	0.343688967349548	0.089030957029155	0.338658985397674	0.559862818953262	0.197321626603238	0.0175722218317284	0.183274769173444	0	0.414487849892341	0.344268032708645	0.215511946171153
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Unclassified_Peptococcaceae	0.0353433210940721	0.00722401675971888	0.0103783588656003	0.0140261007439932	0.023265984431033	0.0275654973812778	0.00482697959796623	0.0174952981386252	0.196391669475751	0.0114721875932115	0.00753095221359789	0.0194973158695153	0.00080071103139588	0.036911719470932	0.0188361067803621	0.015326853935082
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Unclassified_Peptococcaceae|s__	0.0353433210940721	0.00722401675971888	0.0103783588656003	0.0140261007439932	0.023265984431033	0.0275654973812778	0.00482697959796623	0.0174952981386252	0.196391669475751	0.0114721875932115	0.00753095221359789	0.0194973158695153	0.00080071103139588	0.036911719470932	0.0188361067803621	0.015326853935082
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	1.52565336056078	2.29207731761938	3.39011348509803	6.30854372484449	4.11388087116242	4.36121358568471	4.95784437817776	7.10996419712202	4.72805616215503	0.767871756238958	2.75683057365773	0.701470097616562	1.25631560826013	1.72946785604429	3.30828215978873	8.90642312178765
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor	0	0.000516001197122777	0	0.000914745700695207	0	0.00117299988856501	0	0	0	0	0	0	0	0.00230698246693325	0.00229087785166566	0.000233997770001252
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor|s__Unclassified_Filifactor	0	0.000516001197122777	0	0.000914745700695207	0	0.00117299988856501	0	0	0	0	0	0	0	0.00230698246693325	0.00229087785166566	0.000233997770001252
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis	1.19578236368277	1.38855922145739	2.37799787920493	4.80912306378827	2.65057290300009	2.79173973478473	3.0683500311072	5.27795654917741	2.98837771687356	0.539192816880942	2.65792406791915	0.433273685989229	1.18265019337171	1.07736081205783	2.06599000922715	6.5611804719501
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__Clostridiaceae_bacterium_DJF_VP56	0	0	0	0.000152457616782534	0.000524796641301496	0.00293249972141253	0	0	0	0.000764812506214102	0	0	0	0	0.000509083967036813	0.000233997770001252
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__Clostridium_bartlettii_DSM_16795	0	0	0	0.000152457616782534	0.000174932213767165	0	0	0	0	0	0.00150619044271958	0	0	0	0	0.000350996655001878
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__Clostridium_difficile_BI1	0	0.000516001197122777	0	0.000304915233565069	0.000174932213767165	0	0	0.000624832076379473	0	0	0	0	0	0	0.000254541983518407	0.000116998885000626
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__Clostridium_difficile_M120	0.00392703567711913	0	0	0	0	0	0	0.00249932830551789	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__Clostridium_difficile_R20291	0.0255257319012743	0	0.0194030187487309	0.0490913526039761	0.00419837313041197	0.00762449927567257	0.00268165533220346	0.109970445442787	0.0644868168427841	0.0114721875932115	0.0311279358162046	0.000433273685989229	0.0304270191930434	0.0292217779144879	0.00101816793407363	0.0624774045903343
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__Clostridium_maritimum	0.00196351783855956	0	0.000902465988313066	0.00259177948530309	0.00034986442753433	0.000586499944282505	0	0.00124966415275895	0	0	0.00301238088543915	0	0	0	0	0.00198898104501064
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__Clostridium_ruminantium	0	0	0.0013536989824696	0.00548847420417124	0.000174932213767165	0	0.00160899319932208	0.00124966415275895	0	0	0.00301238088543915	0	0	0	0	0.00245697658501314
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__Clostridium_sp._K39	0	0	0	0.000457372850347603	0	0	0	0.00124966415275895	0	0	0.000502063480906526	0	0	0	0	0.00058499442500313
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__Clostridium_sp._TO-931	0.00589055351567869	0.0175440407021744	0.0126345238363829	0.0121966093426028	0.0176681535904837	0.0170084983841927	0.0134082766610173	0.0168704660622458	0.0351746273687913	0	0.00150619044271958	0.00476601054588152	0	0.0123039064903107	0.0113271182665691	0.0167308405550895
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__Clostridium_sp._VKM_B-2279	0	0	0.000902465988313066	0.00243932186852055	0.000699728855068661	0	0	0.000624832076379473	0	0.000764812506214102	0	0	0	0	0.000890896942314423	0.00222297881501189
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__Clostridium_sp._ZIRB-1	0	0	0	0	0	0	0	0	0	0	0	0.000433273685989229	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__Peptostreptococcaceae_bacterium_TM5	0	0	0	0.000152457616782534	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__Unclassified_Incertae_Sedis	1.09171591823912	1.35605114603866	2.26248223270086	4.52890596414197	2.5849733228374	2.72781124085793	3.02597987685839	4.89680898258593	2.8315575031877	0.506305879113735	2.44605327897659	0.422875117525487	1.15062175211588	1.02737619194094	2.03799039104012	6.19555895632315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__[Clostridium]_bifermentans	0	0	0	0.000152457616782534	0	0	0.000536331066440692	0	0	0	0.000502063480906526	0	0	0	0.000127270991759203	0.000116998885000626
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__[Clostridium]_difficile	0	0.000516001197122777	0	0.000152457616782534	0	0.000586499944282505	0	0.00749798491655368	0.00146560947369964	0	0.0020082539236261	0	0	0	0.000127270991759203	0.00058499442500313
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__[Clostridium]_ghonii	0.00589055351567869	0	0	0.00518355897060617	0.000524796641301496	0	0	0.00249932830551789	0	0	0.00301238088543915	0	0	0	0	0.00467995540002504
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__[Clostridium]_glycolicum	0.00392703567711913	0	0.00315863095909573	0.00640321990486645	0.000524796641301496	0	0	0.0093724811456921	0.00146560947369964	0.000764812506214102	0.00301238088543915	0	0	0	0	0.0090089141450482
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__[Clostridium]_hiranonis	0.00589055351567869	0.00877202035108722	0.0117320578480699	0.0187522868642517	0.0129449838187702	0.0193544981613227	0.0203805805247463	0.0231187868260405	0.0512963315794873	0.00611850004971281	0.00150619044271958	0.00346618948791383	0	0.00615195324515534	0.0101816793407363	0.0283137301701515
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__[Clostridium]_irregulare	0	0.00103200239424555	0.00180493197662613	0.000914745700695207	0.00034986442753433	0.00117299988856501	0.00214532426576277	0	0.00293121894739928	0	0	0	0	0.00153798831128883	0.00076362595055522	0.00222297881501189
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__[Clostridium]_lituseburense	0	0	0	0.00320160995243322	0.00034986442753433	0	0	0.00312416038189736	0	0	0.00100412696181305	0	0	0	0	0.0031589698950169
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__[Clostridium]_paradoxum	0.00196351783855956	0.00412800957698222	0	0.000457372850347603	0.000524796641301496	0	0	0	0	0.000764812506214102	0.0145598409462892	0.000433273685989229	0.00160142206279176	0.000768994155644417	0	0.00116998885000626
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__[Clostridium]_sordellii	0.00392703567711913	0	0.000451232994156533	0.000609830467130138	0.000174932213767165	0	0	0.0174952981386252	0	0.000764812506214102	0.00301238088543915	0	0	0	0	0.00163798439000876
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Incertae_Sedis|s__[Eubacterium]_tenue	0.04516091028687	0	0.0631726191819146	0.171362361263569	0.0262398320650748	0.0146624986070626	0.00160899319932208	0.183700630455565	0	0.0114721875932115	0.142586028577453	0.000866547371978458	0	0	0.00279996181870247	0.227562831326217
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	0.00981758919279782	0.0211560490820339	0.020305484737044	0.0169227954628613	0.0110207294673314	0.0152489985513451	0.0150172698603394	0.0174952981386252	0.0146560947369964	0.0022944375186423	0.00150619044271958	0.00346618948791383	0	0.0046139649338665	0.00827261446434821	0.0196558126801052
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Anaerococcus_sp._BG1	0	0	0	0.000152457616782534	0	0	0.000536331066440692	0	0	0	0	0	0	0	0	0.000116998885000626
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Anaerococcus_sp._BG2	0	0	0	0.000304915233565069	0.000174932213767165	0.000586499944282505	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_anaerobius	0	0	0	0.000152457616782534	0	0	0	0	0	0	0	0	0	0	0	0.000116998885000626
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_sp._C27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127270991759203	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_sp._canine_oral_taxon_227	0	0.00103200239424555	0.00180493197662613	0.000762288083912672	0.000874661068835826	0.00293249972141253	0.00214532426576277	0.000624832076379473	0	0	0	0.000866547371978458	0	0	0.000509083967036813	0.00210597993001127
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Unclassified_Peptostreptococcus	0.00981758919279782	0.01857604309642	0.0185005527604178	0.0155506769118185	0.00979620397096125	0.0117299988856501	0.0123356145281359	0.0168704660622458	0.0146560947369964	0.0015296250124282	0.00150619044271958	0.00259964211593537	0	0.0046139649338665	0.00750898851379299	0.0173158349800926
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__swine_manure_bacterium_RT-10B	0	0.00154800359136833	0	0	0.000174932213767165	0	0	0	0	0.000764812506214102	0	0	0	0	0.000127270991759203	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Proteocatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350996655001878
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Proteocatella|s__Unclassified_Proteocatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350996655001878
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Unclassified_Peptostreptococcaceae	0.320053407685209	0.881846045882826	0.991810121156059	1.48158311989267	1.45228723869501	1.55305185246007	1.87447707721022	1.81451234980599	1.72502235054447	0.226384501839374	0.097400315295866	0.264730222139419	0.0736654148884209	0.645186096585666	1.23172865824557	2.32500184273244
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Unclassified_Peptostreptococcaceae|s__	0.320053407685209	0.881846045882826	0.991810121156059	1.48158311989267	1.45228723869501	1.55305185246007	1.87447707721022	1.81451234980599	1.72502235054447	0.226384501839374	0.097400315295866	0.264730222139419	0.0736654148884209	0.645186096585666	1.23172865824557	2.32500184273244
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	3.25158554065464	3.08568715879421	4.25151727094285	8.4374618855958	5.33875623196012	8.82330516178601	5.62450389376354	4.03891454171691	5.49456991689994	5.03170147838257	1.26821235276988	1.58188222754667	3.00186565670315	6.17886804060289	14.6291641477616	6.63231579403048
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Acetanaerobacterium	0.0137446248699169	0.0283800658417528	0.00541479592987839	0.0291194048054641	0.0542289862678212	0.0756584928124432	0.0402248299830519	0.0287422755134558	0.0410370652635899	0.00917775007456922	0.000502063480906526	0.0129982105796769	0	0.0261458012919102	0.0927805529924592	0.0830692083504444
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Acetanaerobacterium|s__Acetanaerobacterium_elongatum	0.00392703567711913	0.0103200239424555	0.00315863095909573	0.00747042322234419	0.0138196448876061	0.0252194976041477	0.0134082766610173	0.00999731322207157	0.0146560947369964	0.0022944375186423	0	0.00563255791785997	0	0.0107659181790218	0.0267269082694327	0.0245697658501314
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Acetanaerobacterium|s__Unclassified_Acetanaerobacterium	0.00981758919279782	0.0180600418992972	0.00225616497078266	0.0216489815831199	0.0404093413802152	0.0504389952082955	0.0268165533220346	0.0187449622913842	0.0263809705265935	0.00688331255592691	0.000502063480906526	0.00736565266181689	0	0.0153798831128883	0.0660536447230265	0.058499442500313
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Acetivibrio	0	0	0	0.000152457616782534	0	0.00117299988856501	0.000536331066440692	0	0	0.000764812506214102	0	0	0.00240213309418764	0	0.00305450380222088	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Acetivibrio|s__Clostridium_aldrichii	0	0	0	0.000152457616782534	0	0	0	0	0	0	0	0	0	0	0.00038181297527761	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Acetivibrio|s__Unclassified_Acetivibrio	0	0	0	0	0	0.00117299988856501	0.000536331066440692	0	0	0.000764812506214102	0	0	0.00240213309418764	0	0.00267269082694327	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerofilum	0	0	0	0.000457372850347603	0.000524796641301496	0.00234599977713002	0.000536331066440692	0.00124966415275895	0.00146560947369964	0	0	0.000433273685989229	0.00320284412558352	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerofilum|s__Anaerofilum_agile	0	0	0	0.000152457616782534	0.000174932213767165	0.00175949983284752	0	0.00124966415275895	0	0	0	0.000433273685989229	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerofilum|s__Unclassified_Anaerofilum	0	0	0	0.000304915233565069	0.00034986442753433	0.000586499944282505	0.000536331066440692	0	0.00146560947369964	0	0	0	0.00320284412558352	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	0.00981758919279782	0.0252840586590161	0.00315863095909573	0.0336931333089401	0.0428583923729555	0.0868019917538108	0.0466608027803402	0.0399892528882863	0.250619220002638	0.0183555001491384	0.00301238088543915	0.0155978526956122	0.00320284412558352	0.0269147954475546	0.0794170988577429	0.073826296435395
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis_DSM_17241	0.00392703567711913	0.00619201436547333	0.000451232994156533	0.00548847420417124	0.00559783084054929	0.0129029987742151	0.00804496599661039	0.0093724811456921	0.00586243789479855	0	0	0.00129982105796769	0	0.00538295908951092	0.01438162206879	0.0147418595100789
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_sp._NML_070203	0	0.00154800359136833	0.000451232994156533	0.00137211855104281	0.00209918656520598	0.00469199955426004	0.00214532426576277	0.00624832076379473	0.00879365684219783	0	0	0.000433273685989229	0	0.00230698246693325	0.00419994272805371	0.00456295651502441
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Clostridium_sp._YIT_12070	0	0	0	0.00167703378460788	0.00122452549637016	0.00645149938710756	0.00482697959796623	0.00374899245827684	0.00293121894739928	0.000764812506214102	0	0.00173309474395692	0	0.000768994155644417	0.00623627859620096	0.0031589698950169
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Unclassified_Anaerotruncus	0.00589055351567869	0.0175440407021744	0.00180493197662613	0.0240883034516404	0.0334120528295286	0.0609959942053806	0.0300345397206788	0.0193697943677637	0.233031906318242	0.0168258751367102	0.00301238088543915	0.0121316632076984	0.00320284412558352	0.018455859735466	0.053835629514143	0.0499585238952673
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Butyricicoccus	0.0117811070313574	0	0.00812219389481759	0.0257653372362483	0.0125951193912359	0.0381224963783628	0.0176989251925429	0.0393644208119068	0.00439682842109891	0.00841293756835512	0.00652682525178484	0.00129982105796769	0	0.00307597662257767	0.0120907442171243	0.0298347156751596
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum	0.0117811070313574	0	0.00631726191819146	0.0233260153677278	0.0103210006122627	0.0275654973812778	0.0155536009267801	0.0337409321244915	0.00439682842109891	0.00611850004971281	0.00602476177087831	0.000866547371978458	0	0.000768994155644417	0.0109453052912915	0.0242187691951296
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Butyricicoccus|s__Clostridiales_bacterium_7-4c	0	0	0.0013536989824696	0.000609830467130138	0.00034986442753433	0	0	0	0	0.000764812506214102	0	0	0	0	0.00038181297527761	0.00058499442500313
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Butyricicoccus|s__Unclassified_Butyricicoccus	0	0	0.000451232994156533	0.00182949140139041	0.00192425435143882	0.0105569989970851	0.00214532426576277	0.00562348868741526	0	0.0015296250124282	0.000502063480906526	0.000433273685989229	0	0.00230698246693325	0.00076362595055522	0.00503095205502692
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ethanoligenens	0.031416285416953	0.0846241963281355	0.00812219389481759	0.0858336382485669	0.163211755444765	0.2246294786602	0.0788406667667818	0.109345613366408	0.16121704210696	0.0237091876926372	0.00251031740453263	0.0333620738211706	0	0.0807443863426638	0.199560915078431	0.222765877041192
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ethanoligenens|s__Ethanoligenens_harbinense_YUAN-3	0	0.00103200239424555	0	0.000152457616782534	0	0.000586499944282505	0.000536331066440692	0	0	0.000764812506214102	0	0	0	0.000768994155644417	0.000127270991759203	0.00163798439000876
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ethanoligenens|s__Unclassified_Ethanoligenens	0.031416285416953	0.0835921939338899	0.00812219389481759	0.0855287230150018	0.163211755444765	0.222869978827352	0.0783043357003411	0.108720781290028	0.16121704210696	0.022944375186423	0.00251031740453263	0.0333620738211706	0	0.0799753921870194	0.199433644086672	0.221127892651183
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	0.0176716605470361	0.00412800957698222	0.120930442433951	4.37797292352726	1.6127000787195	0.955994909180484	2.33572179434922	0.380522734515099	0.0131904852632967	0.0627146255095563	0.171705710470032	0.0155978526956122	0.00320284412558352	0.0130729006459551	5.61748703426771	1.89713692028515
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0	0	0.000451232994156533	0.00579338943773631	0.00734715297822094	0.00703799933139006	0.00321798639864416	0.000624832076379473	0.00146560947369964	0	0	0	0.00080071103139588	0	0.0133634541347163	0.00655193756003505
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_sp._canine_oral_taxon_147	0.00785407135423825	0.00361200837985944	0.0311350765968008	0.734693255275034	0.264322575002187	0.148384485903474	0.356660159183061	0.0712308567072599	0.00439682842109891	0.0145314376180679	0.0346423801825503	0.00476601054588152	0	0.00692094740079975	0.858061026440549	0.256227558151371
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Unclassified_Faecalibacterium	0.00981758919279782	0.000516001197122777	0.0893441328429935	3.6356567874131	1.33945596081518	0.798812924112772	1.97423465556819	0.30804221365508	0.00732804736849819	0.0481831878914884	0.137063330287482	0.0108318421497307	0.00240213309418764	0.00615195324515534	4.74173533997264	1.63400642791874
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__bacterium_ic1379	0	0	0	0.00182949140139041	0.00157438992390449	0.00175949983284752	0.00160899319932208	0.000624832076379473	0	0	0	0	0	0	0.00432721371981291	0.000350996655001878
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Fastidiosipila	0	0	0	0.00106720331747774	0.000174932213767165	0.00117299988856501	0	0	0	0.00305925002485641	0.00150619044271958	0	0.0224199088790846	0.000768994155644417	0.00674536256323777	0.000818992195004382
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Fastidiosipila|s__Clostridiales_bacterium_canine_oral_taxon_388	0	0	0	0.000762288083912672	0	0	0	0	0	0.000764812506214102	0.00150619044271958	0	0.0184163537221052	0.000768994155644417	0.00534538165388654	0.000116998885000626
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Fastidiosipila|s__Unclassified_Fastidiosipila	0	0	0	0.000304915233565069	0.000174932213767165	0.00117299988856501	0	0	0	0.0022944375186423	0	0	0.0040035551569794	0	0.00139998090935124	0.000701993310003756
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor	0.0196351783855956	0.139836324420273	0	0.0434504207830223	0.0120703227499344	0.153076485457734	0.0573874241091541	0.0774791774710546	0.249153610528938	0.0221795626802089	0	0.0238300527294076	1.27232982888805	0.104583205167641	0.0323268319068376	0.0408326108652185
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Clostridiales_bacterium_30-4c	0	0	0	0.00274423710208562	0.000174932213767165	0.00703799933139006	0.00643597279728831	0	0	0	0	0	0	0.000768994155644417	0.00572719462916415	0.00140398662000751
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii	0.00785407135423825	0.0516001197122777	0	0.0152457616782534	0.0045482375579463	0.0486794953754479	0.0155536009267801	0.0337409321244915	0.112851929474872	0.00611850004971281	0	0.00736565266181689	0.470017375429381	0.0499846201168871	0.0100544083489771	0.0154438528200826
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Unclassified_Flavonifractor	0.0117811070313574	0.0882362047079949	0	0.0254604220026833	0.00734715297822094	0.0973589907508959	0.0353978503850857	0.0437382453465631	0.136301681054066	0.0160610626304961	0	0.0164644000675907	0.802312453458671	0.0538295908951092	0.0165452289286964	0.0239847714251283
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Hydrogenoanaerobacterium	0	0.00309600718273666	0	0.00365898280278083	0.0106708650397971	0.0170084983841927	0.00643597279728831	0.0112469773748305	0.0117248757895971	0.00382406253107051	0	0.00259964211593537	0	0.00692094740079975	0.0124725571924019	0.0135718706600726
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Hydrogenoanaerobacterium|s__Hydrogenoanaerobacterium_saccharovorans	0	0	0	0.000457372850347603	0.00279891542027464	0.00293249972141253	0.00160899319932208	0.00374899245827684	0.00293121894739928	0.0015296250124282	0	0	0	0.00230698246693325	0.00165452289286964	0.00292497212501565
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Hydrogenoanaerobacterium|s__Hydrogenoanaerobacterium_sp._YN3	0	0	0	0.00152457616782534	0.00419837313041197	0.00703799933139006	0.00268165533220346	0.00624832076379473	0.00146560947369964	0	0	0.00216636842994614	0	0	0.00483629768684972	0.00386096320502066
